new,host,a,soa,status_code,aaaa,cname,cdn,cdn-name,has_internal_ips,internal_ips,mx,ns,txt,caa
,ctieware.eng.monash.edu,"130.194.20.156, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,,,,"ns5.its.monash.edu, ns4.its.monash.edu, ns3.its.monash.edu",,
,cuas.buseco.monash.edu,"18.244.140.78, 18.244.140.124, 18.244.140.113, 18.244.140.121","ns-1478.awsdns-56.org, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:2551:c000:1e:1964:7200:93a1, 2600:9000:2551:d200:1e:1964:7200:93a1, 2600:9000:2551:ac00:1e:1964:7200:93a1, 2600:9000:2551:3800:1e:1964:7200:93a1, 2600:9000:2551:c800:1e:1964:7200:93a1, 2600:9000:2551:4200:1e:1964:7200:93a1, 2600:9000:2551:f800:1e:1964:7200:93a1, 2600:9000:2551:b400:1e:1964:7200:93a1",d38lypjdzg4y4o.cloudfront.net,True,cloudfront,,,,"ns-973.awsdns-57.net, ns-139.awsdns-17.com, ns-1478.awsdns-56.org, ns-2037.awsdns-62.co.uk",,
,cumulus.apps.monash.edu,130.194.11.126,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:88b::7e,,,,,,,,,
,cup.monash.edu,"13.248.199.184, 76.223.66.56","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,p-monash-cup.catalyst-au.net,,,,,,,,
,cxi-cc02-v20.ocio.monash.edu,10.27.159.118,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,10.27.159.118,,,,
,cyberrisk-aws-wafmx-npd.ocio.monash.edu,10.21.49.202,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,10.21.49.202,,,,
,d-lcl-11012-c.arts.monash.edu,130.194.188.132,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,dashboard-qat.erc.monash.edu,118.138.237.63,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,dashboard-uat.erc.monash.edu,118.138.238.156,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,dashboard.erc.monash.edu,118.138.241.71,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,data.erc.monash.edu,118.138.238.44,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,data.healthysleep.monash.edu,118.138.239.126,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,datadashboard-qat.erc.monash.edu,118.138.233.237,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,datadashboard-staging.erc.monash.edu,118.138.235.109,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,datadashboard.erc.monash.edu,118.138.237.4,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,dataembedding.erc.monash.edu,118.138.236.67,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,dayton.erc.monash.edu,,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,db1-t.erc.monash.edu,,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,db2-t.erc.monash.edu,"118.138.255.27, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,,,,"ns5.its.monash.edu, ns3.its.monash.edu, ns4.its.monash.edu",,
,db3-t.erc.monash.edu,118.138.255.28,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,dc-1-9-c27-nvf-mgmt.its.monash.edu,172.20.25.15,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,fdfd:eb1a:eb14:1900::f,,,,True,"172.20.25.15, fdfd:eb1a:eb14:1900::f",,,,
,dc-1-fw.net.monash.edu,130.194.26.75,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:8d6::b,,,,,,,,,
,dc-2-fw.net.monash.edu,130.194.26.77,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:8d6::d,,,,,,,,,
,dcqr.erc.monash.edu,118.138.242.74,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,dds-qasup02-v01.ocio.monash.edu,130.194.19.113,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,deepbl.erc.monash.edu,118.138.246.1,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,deepcleave.erc.monash.edu,118.138.241.97,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,deeppromise.erc.monash.edu,118.138.241.164,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,deeptorrent.erc.monash.edu,118.138.241.225,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,defect-dev.bpd.monash.edu,"130.194.16.193, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,,,,"ns3.its.monash.edu, ns4.its.monash.edu, ns5.its.monash.edu",,
,degust.erc.monash.edu,118.138.235.162,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,demo.helix.monash.edu,"130.194.20.19, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,,,,"ns5.its.monash.edu, ns3.its.monash.edu, ns4.its.monash.edu",,
,depicter.erc.monash.edu,118.138.237.42,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,der.monash.edu,130.194.17.1,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,desktops-gateway.erc.monash.edu,"118.138.247.30, 118.138.233.78","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,desktops-gateway2a.erc.monash.edu,118.138.233.78,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,dev-issuelog.ocio.monash.edu,130.194.16.193,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,dev-opendayds-qat.ocio.monash.edu,10.23.89.10,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,10.23.89.10,,,,
,dev-opendayds.ocio.monash.edu,"18.173.233.109, 18.173.233.3, 18.173.233.100, 18.173.233.105","ns-612.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:2440:9c00:7:f3f6:bb00:93a1, 2600:9000:2440:2200:7:f3f6:bb00:93a1, 2600:9000:2440:1600:7:f3f6:bb00:93a1, 2600:9000:2440:3000:7:f3f6:bb00:93a1, 2600:9000:2440:a00:7:f3f6:bb00:93a1, 2600:9000:2440:f800:7:f3f6:bb00:93a1, 2600:9000:2440:8a00:7:f3f6:bb00:93a1, 2600:9000:2440:600:7:f3f6:bb00:93a1",dcts2qu2dtj3g.cloudfront.net,True,cloudfront,,,,"ns-1968.awsdns-54.co.uk, ns-612.awsdns-12.net, ns-14.awsdns-01.com, ns-1419.awsdns-49.org",,
,dev-present.monash.edu,"143.204.215.77, 143.204.215.11, 143.204.215.44, 143.204.215.7","ns-1690.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:214f:3a00:18:b693:8c80:93a1, 2600:9000:214f:3400:18:b693:8c80:93a1, 2600:9000:214f:4200:18:b693:8c80:93a1, 2600:9000:214f:dc00:18:b693:8c80:93a1, 2600:9000:214f:d600:18:b693:8c80:93a1, 2600:9000:214f:9600:18:b693:8c80:93a1, 2600:9000:214f:b800:18:b693:8c80:93a1, 2600:9000:214f:4c00:18:b693:8c80:93a1",d263yqrf2jd6pe.cloudfront.net,True,cloudfront,,,,"ns-1690.awsdns-19.co.uk, ns-381.awsdns-47.com, ns-682.awsdns-21.net, ns-1182.awsdns-19.org",,
,devcrt-agl1.ocio.monash.edu,172.16.18.153,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.18.153,,,,
,devcrt.ocio.monash.edu,"172.16.18.152, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,True,172.16.18.152,,"ns5.its.monash.edu, ns3.its.monash.edu, ns4.its.monash.edu",,
,devcrt01-v01.ocio.monash.edu,172.16.18.151,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.18.151,,,,
,devcrt02-v02.ocio.monash.edu,"172.16.18.150, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1, fdfd:eb1a:eb10:1200:250:56ff:fea4:56d4",,,,True,"172.16.18.150, fdfd:eb1a:eb10:1200:250:56ff:fea4:56d4",,"ns3.its.monash.edu, ns4.its.monash.edu, ns5.its.monash.edu",,
,devncrt-agl1.ocio.monash.edu,,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,devncrt.ocio.monash.edu,172.16.112.170,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.112.170,,,,
,devncrt01-v01.ocio.monash.edu,172.16.112.168,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,fdfd:eb1a:eb10:7000:250:56ff:fe93:754e,,,,True,"172.16.112.168, fdfd:eb1a:eb10:7000:250:56ff:fe93:754e",,,,
,devncrt02-v02.ocio.monash.edu,172.16.112.169,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,fdfd:eb1a:eb10:7000:250:56ff:fea4:8522,,,,True,"172.16.112.169, fdfd:eb1a:eb10:7000:250:56ff:fea4:8522",,,,
,dialog.its.monash.edu,10.24.0.9,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,10.24.0.9,,,,
,dice1.erc.monash.edu,118.138.233.234,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,dice2.erc.monash.edu,"118.138.235.171, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,,,,"ns3.its.monash.edu, ns4.its.monash.edu, ns5.its.monash.edu",,
,diffuser.erc.monash.edu,118.138.241.197,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,discover.it.monash.edu,110.34.52.166,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,disnet-lab.monash.edu,"18.244.114.100, 18.244.114.127, 18.244.114.40, 18.244.114.37","ns-915.awsdns-50.net, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:2550:1c00:4:dd34:b180:93a1, 2600:9000:2550:fc00:4:dd34:b180:93a1, 2600:9000:2550:400:4:dd34:b180:93a1, 2600:9000:2550:f400:4:dd34:b180:93a1, 2600:9000:2550:9a00:4:dd34:b180:93a1, 2600:9000:2550:a00:4:dd34:b180:93a1, 2600:9000:2550:2800:4:dd34:b180:93a1, 2600:9000:2550:be00:4:dd34:b180:93a1",daezsz08iapqe.cloudfront.net,True,cloudfront,,,,"ns-1055.awsdns-03.org, ns-1905.awsdns-46.co.uk, ns-488.awsdns-61.com, ns-915.awsdns-50.net",,
,display.eng.monash.edu,"130.194.20.9, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,,,,"ns4.its.monash.edu, ns3.its.monash.edu, ns5.its.monash.edu",v=spf1 -all,
,dna.med.monash.edu,118.138.243.143,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,dnascreen-qa.erc.monash.edu,"118.138.235.20, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,,,,"ns4.its.monash.edu, ns5.its.monash.edu, ns3.its.monash.edu",,
,dnascreen.erc.monash.edu,,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,,5fx8kem.impervadns.net,True,incapsula,,,,,,
,dnascreen.monash.edu,45.60.34.202,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,,jsuwo6g.impervadns.net,True,incapsula,,,,,,
,docs.monarch.erc.monash.edu,"118.138.238.203, 118.138.240.247","ns1.rc.nectar.org.au, help.massive.org.au",NOERROR,,docs-massive.cloud.cvl.org.au,,,,,,,,
,domicile.erc.monash.edu,"118.138.246.12, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,,,,"ns5.its.monash.edu, ns3.its.monash.edu, ns4.its.monash.edu",,
,drone-broker.erc.monash.edu,118.138.233.91,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,drone-gateway.erc.monash.edu,118.138.238.195,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,drone1.erc.monash.edu,118.138.233.54,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,drone2.erc.monash.edu,118.138.235.105,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,dru.buseco.monash.edu,130.194.20.252,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:8c1::fc,,,,,,,,,
,dsw-api.erc.monash.edu,118.138.241.237,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,dsw-app.erc.monash.edu,118.138.241.237,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,dtl-jnkin02-v20.ocio.monash.edu,10.21.8.14,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,10.21.8.14,,,,
,dtl-pbi01-v20.ocio.monash.edu,10.22.35.184,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,10.22.35.184,,,,
,dtl-ssis31-v20.ocio.monash.edu,10.24.167.74,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,10.24.167.74,,,,
,dtl-tblu21-v20.ocio.monash.edu,10.23.142.251,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,10.23.142.251,,,,
,dtl-tblu31-v20.ocio.monash.edu,10.24.132.127,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,10.24.132.127,,,,
,dtn-2.erc.monash.edu,130.194.249.2,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:2892:f652:14ff:fe7e:b471,,,,,,,,,
,duallock-npd.aws.monash.edu,"18.244.102.78, 18.244.102.124, 18.244.102.123, 18.244.102.93","ns-1308.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,"ns-1308.awsdns-35.org, ns-1885.awsdns-43.co.uk, ns-140.awsdns-17.com, ns-990.awsdns-59.net",,
,duneraboys.monash.edu,27.50.90.18,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,dunerastories.monash.edu,27.50.90.18,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,dvialab.it.monash.edu,130.194.20.166,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,dx.doi.org.ezproxy.lib.monash.edu,130.194.11.126,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:88b::7e,,,,,,,,,
,e.monash.edu,"130.194.11.149, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1, 2001:388:608c:88b::95",,,,,,"ALT4.ASPMX.L.GOOGLE.COM, ALT1.ASPMX.L.GOOGLE.COM, ALT3.ASPMX.L.GOOGLE.COM, ALT2.ASPMX.L.GOOGLE.COM, ASPMX.L.GOOGLE.COM","ns3.its.monash.edu, ns5.its.monash.edu, ns4.its.monash.edu","amazonses:VwX+1PPvD+8azEo1tNpTx3MBHcLsdxaTvd1TXw+uuzs=, v=spf1 include:spf1.e.monash.edu include:spf2.e.monash.edu -all",
,eapp.med.monash.edu,,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,v=spf1 -all,
,early-results-registration-qat.apps.monash.edu,"216.239.38.21, 216.239.36.21, 216.239.34.21, 216.239.32.21","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2001:4860:4802:32::15, 2001:4860:4802:36::15, 2001:4860:4802:34::15, 2001:4860:4802:38::15",,,,,,,,,
,earth.monash.edu,130.194.11.149,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:88b::95,,,,,,,,v=spf1 -all,
,eassessment-qat.monash.edu,"52.65.188.132, 13.55.91.113, 54.252.64.33","ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,"s-monash-eas.catalyst-au.net, eassess-test-alb-1039115607.ap-southeast-2.elb.amazonaws.com",,,,,,,,
,eassessment-uat.monash.edu,"13.55.91.113, 52.65.188.132, 54.252.64.33","ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,"u-monash-eas.catalyst-au.net, eassess-test-alb-1039115607.ap-southeast-2.elb.amazonaws.com",,,,,,,,
,ebm-unity.med.monash.edu,130.194.20.113,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,v=spf1 -all,
,ebo.bpd.monash.edu,"172.16.47.19, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,True,172.16.47.19,,"ns4.its.monash.edu, ns3.its.monash.edu, ns5.its.monash.edu",,
,ecse.monash.edu,"130.194.20.156, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,,,,"ns5.its.monash.edu, ns4.its.monash.edu, ns3.its.monash.edu",v=spf1 -all,
,edu.monash.edu,130.194.11.126,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:88b::7e,,,,,,,,v=spf1 -all,
,education-pe-portal.monash.edu,130.194.11.126,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:88b::7e,,,,,,,,,
,education.mpc.monash.edu,"172.23.132.1, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,True,172.23.132.1,,"ns3.its.monash.edu, ns4.its.monash.edu, ns5.its.monash.edu",,
,educationfutures.monash.edu,130.194.11.126,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:88b::7e,,,,,,,,,
,eduroam.its.monash.edu,130.194.11.144,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,eduroam.monash.edu,130.194.11.144,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,elearning.lib.monash.edu,"130.194.20.99, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,,,,"ns4.its.monash.edu, ns5.its.monash.edu, ns3.its.monash.edu",,
,elk.erc.monash.edu,172.16.240.43,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.16.240.43,,,,
,embl.monash.edu,"54.66.120.42, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,,,,"ns4.its.monash.edu, ns5.its.monash.edu, ns3.its.monash.edu",v=spf1 -all,
,employers.unihub.monash.edu,,"ns-227.awsdns-28.com, awsdns-hostmaster.amazon.com",NOERROR,,"monash.employers.careerhub.com.au, drtxyq4iovduw.cloudfront.net",True,cloudfront,,,,"ns-1191.awsdns-20.org, ns-227.awsdns-28.com, ns-535.awsdns-02.net, ns-1908.awsdns-46.co.uk",,
,enablo-dev.monash.edu,35.189.3.168,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,True,google,,,,,,
,enablo.monash.edu,35.189.24.238,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,True,google,,,,,,
,energy.erc.monash.edu,118.138.245.6,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,eng-app-nn05.mpc.monash.edu,172.17.18.94,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.17.18.94,,,,
,eng-app-pt02.mpc.monash.edu,"172.17.80.63, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,True,172.17.80.63,,"ns3.its.monash.edu, ns4.its.monash.edu, ns5.its.monash.edu",,
,eng-apps.monash.edu,"18.66.196.44, 18.66.196.77, 18.66.196.42, 18.66.196.61","ns-1690.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,d3pqbisd58ndos.cloudfront.net,True,cloudfront,,,,"ns-1130.awsdns-13.org, ns-1690.awsdns-19.co.uk, ns-190.awsdns-23.com, ns-957.awsdns-55.net",,
,eng-irt03-v01.eng.monash.edu,"130.194.20.139, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,,,,"ns4.its.monash.edu, ns5.its.monash.edu, ns3.its.monash.edu",,
,eng-irt04-v01.eng.monash.edu,130.194.20.110,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,eng-irt04-v02.ocio.monash.edu,130.194.20.110,,NOERROR,,,,,,,,,,
,eng-irt14-v02.ocio.monash.edu,130.194.20.139,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,eng-mti-pt01.mpc.monash.edu,130.194.20.79,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,eng-mti03-v02.ocio.monash.edu,,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,eng-web-nn02.mpc.monash.edu,,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,eng-web-nn05.mpc.monash.edu,130.194.24.72,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,eng-web-nn08.mpc.monash.edu,172.17.28.3,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.17.28.3,,,,
,eng-web-pn03.mpc.monash.edu,,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,eng-web-pt01.mpc.monash.edu,,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,eng-web-pt02.mpc.monash.edu,172.17.96.6,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,True,172.17.96.6,,,,
,eng-web69-v20.ocio.monash.edu,,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,eng-web75-v02.eng.monash.edu,130.194.20.132,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:8c1:250:56ff:fea4:bf7b,,,,,,,,,
,eng-web83-v02.ocio.monash.edu,"130.194.20.158, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,,,,"ns5.its.monash.edu, ns3.its.monash.edu, ns4.its.monash.edu",,
,eng-web84-v01.ocio.monash.edu,130.194.20.44,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,eng-web89-v01.ocio.monash.edu,130.194.20.102,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,2001:388:608c:8c1:250:56ff:fe93:2138,,,,,,,,,
,eng-web91-v01.ocio.monash.edu,130.194.20.23,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,eng-web93-v02.ocio.monash.edu,130.194.20.250,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,,
,eng.monash.edu,"130.194.11.126, 34.208.115.61, 130.194.1.100, 130.194.1.101","ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,"2600:1f14:b07:3a06:5739:a91d:d6ca:8bc0, 2001:388:608c:284::1, 2001:388:608c:285::1",,,,,,"ALT3.ASPMX.L.GOOGLE.COM, ALT4.ASPMX.L.GOOGLE.COM, ASPMX.L.GOOGLE.COM, ALT2.ASPMX.L.GOOGLE.COM, ALT1.ASPMX.L.GOOGLE.COM","ns3.its.monash.edu, ns4.its.monash.edu, ns5.its.monash.edu",v=spf1 include:_spf.google.com -all,
,eng1003-git.eng.monash.edu,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,d2xdwlel3c1yq.cloudfront.net,,,,,,,,
,eng1003.eng.monash.edu,130.194.20.2,"ns0.its.monash.edu.au, domain-req.monash.edu",NOERROR,,,,,,,,,v=spf1 -all,
