input,title,status_code,content_length,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,tech_,cdn,tls_expired,final_url,tls_mismatched,tls_wildcard_certificate,tls_self_signed,csp_domains_
vm-118-138-235-147.erc.monash.edu,Planetary Health Data Hub – The universal health data platform for analysis and visualization.,200,99056,443,https://vm-118-138-235-147.erc.monash.edu:443,https,Apache/2.4.41 (Ubuntu),text/html,GET,118.138.235.147,/,-1854418666,118.138.235.147,654,False,vm-118-138-235-147.erc.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-01T00:00:00Z,2023-11-01T23:59:59Z,"CN=deepearth.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",deepearth.erc.monash.edu,Monash University,deepearth.erc.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,13a8110e8c97581ada478ed2f00af33a,dd9f0bf35559ed6f2609bc97cf90e173c67357f6dab629e3cc8497f9686ed4b6,ctls,vm-118-138-235-147.erc.monash.edu,,WordPress:6.2,,,,True,,,
vm-118-138-235-47.erc.monash.edu,Analyst Suites,200,15049,443,https://vm-118-138-235-47.erc.monash.edu:443,https,Apache,text/html,GET,118.138.235.47,/,-1812417198,118.138.235.47,450,False,vm-118-138-235-47.erc.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T23:04:03Z,2023-07-10T23:04:02Z,CN=analyst-suite.monash-proteomics.cloud.edu.au,analyst-suite.monash-proteomics.cloud.edu.au,,fragpipe-analyst.org,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4d0c7ba7a90965732a291a2f54c3d26f,d1fa7c55b655359ea06ee26855d1231edb52c22867d243115857c03bcb3529a8,ctls,vm-118-138-235-47.erc.monash.edu,,HSTS,,,,True,,,https:
vm-118-138-236-176.erc.monash.edu,,200,258,443,https://vm-118-138-236-176.erc.monash.edu:443,https,nginx/1.18.0 (Ubuntu),text/html,GET,118.138.236.176,/,2070389824,118.138.236.176,9,False,vm-118-138-236-176.erc.monash.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-12T00:00:00Z,2023-10-12T23:59:59Z,"CN=biomate.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",biomate.erc.monash.edu,Monash University,biomate.erc.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,00b6001def7d3450a8d822c6022235ef,9dd23ad7e50bb1e256442aa0232ab9eb997cd3c46d1461f3106b4a38cc58265a,ctls,vm-118-138-236-176.erc.monash.edu,,Ubuntu,,,,True,,,URL=https://platforms.monash.edu/bioinformatics
vm-118-138-236-51.erc.monash.edu,JRDB,200,31129,443,https://vm-118-138-236-51.erc.monash.edu:443,https,Apache,text/html,GET,118.138.236.51,/,-909858089,118.138.236.51,626,False,vm-118-138-236-51.erc.monash.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-23T00:00:00Z,2023-08-23T23:59:59Z,"CN=jrdb.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",jrdb.erc.monash.edu,Monash University,jrdb.erc.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,844019715b9d2ef46632a6d950bf6f9a,7ebc76035086543c93a50dcd83875bc430d2ba8a1a744fc62a934f9324f5e006,ctls,vm-118-138-236-51.erc.monash.edu,,jQuery,,,,True,,,
vm-118-138-236-99.erc.monash.edu,404 Not Found,404,162,443,https://vm-118-138-236-99.erc.monash.edu:443,https,nginx/1.18.0 (Ubuntu),text/html,GET,118.138.236.99,/,-2144967296,118.138.236.99,8,False,vm-118-138-236-99.erc.monash.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-19T00:00:00Z,2023-12-19T23:59:59Z,"CN=turnerlab2.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",turnerlab2.erc.monash.edu,Monash University,turnerlab2.erc.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,611d8995c38fd7b695cc78cd8d1f0d40,7af0ba6d7bacc9f1f856149e6e73435fc980015019428152bf4f7f00aa533cb4,ctls,vm-118-138-236-99.erc.monash.edu,,Ubuntu,,,,True,,,
vm-118-138-237-152.erc.monash.edu,,200,4806,443,https://vm-118-138-237-152.erc.monash.edu:443,https,nginx/1.20.2,text/html,GET,118.138.237.152,/,163078286,118.138.237.152,35,False,vm-118-138-237-152.erc.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-03T00:00:00Z,2024-05-02T23:59:59Z,"CN=nec-review.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",nec-review.erc.monash.edu,Monash University,nec-review.erc.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,b8b681e288c22687282d30621c6f27ae,9461f5224cef34be421573e14679cf3e2e6559f245199e1dedc73eada157aee3,ctls,vm-118-138-237-152.erc.monash.edu,,Nginx:1.20.2,,,,True,,,http:
vm-118-138-237-4.erc.monash.edu,Data Dashboard - Research Cloud Monash,200,10006,443,https://vm-118-138-237-4.erc.monash.edu:443,https,nginx/1.23.1,text/html,GET,118.138.237.4,/,580262455,118.138.237.4,163,False,vm-118-138-237-4.erc.monash.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-21T00:00:00Z,2023-07-21T23:59:59Z,"CN=datadashboard.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",datadashboard.erc.monash.edu,Monash University,www.datadashboard.erc.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,a36e463cd4eaead0a872e77e6221b7b5,43b0f280e68c684697f620fd483f8aa23cd1554bd364f2d13e483d949bf4b08f,ctls,vm-118-138-237-4.erc.monash.edu,,Nginx:1.23.1,,,,True,,,*.monash.edu
vm-118-138-237-72.erc.monash.edu,Bastion4 | Home Page,200,16774,443,https://vm-118-138-237-72.erc.monash.edu:443,https,Apache-Coyote/1.1,text/html,GET,118.138.237.72,/,-413017615,118.138.237.72,211,False,vm-118-138-237-72.erc.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-14T00:00:00Z,2023-10-14T23:59:59Z,"CN=bastion4.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",bastion4.erc.monash.edu,Monash University,bastion4.erc.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,e330301d92188fae61493e50ac1e53a3,fefb4c7fbad2b930563c347453306fbbd4090eb9758b061b0ab77e79e23b5e53,ctls,vm-118-138-237-72.erc.monash.edu,,Java,,,,True,,,
vm-118-138-237-96.erc.monash.edu,AutoClone,200,374649,80,http://vm-118-138-237-96.erc.monash.edu:80,http,Apache,text/html,GET,118.138.237.96,/,1197201457,118.138.237.96,5294,False,autoclone.erc.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-01T00:00:00Z,2023-11-01T23:59:59Z,"CN=autoclone.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",autoclone.erc.monash.edu,Monash University,autoclone.erc.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2d5f07cab44b6b4c2d824625ed3116df,e6cfc5b5015e1cd37a99a6630fa787e1d61b11e703e3c05798a7e14f8468dc72,ctls,autoclone.erc.monash.edu,,Ionicons,,,https://autoclone.erc.monash.edu/,,,,
vm-118-138-238-241.erc.monash.edu,,200,1012,443,https://vm-118-138-238-241.erc.monash.edu:443,https,Apache/2.4.38 (Debian),text/html,GET,118.138.238.241,/,264145954,118.138.238.241,44,False,vm-118-138-238-241.erc.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-11T00:00:00Z,2023-07-11T23:59:59Z,"CN=hpc.erc.monash.edu.au, O=Monash University, ST=Victoria, C=AU",hpc.erc.monash.edu.au,Monash University,hpc.erc.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,99731438af82be4c4fde0ad8f4fae77c,5ad51fb95d588eb5fe959a60daa03d53b0807249095e20c093a5a43c23153bd5,ctls,vm-118-138-238-241.erc.monash.edu,,HSTS,,,,True,,,
vm-118-138-238-5.erc.monash.edu,Monash Collections Online,200,32087,443,https://vm-118-138-238-5.erc.monash.edu:443,https,Apache,text/html,GET,118.138.238.5,/,-1660318554,118.138.238.5,575,False,vm-118-138-238-5.erc.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-19T00:00:00Z,2023-09-19T23:59:59Z,"CN=repository.monash.edu, O=Monash University, ST=Victoria, C=AU",repository.monash.edu,Monash University,repository2.erc.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,34cfe6581d43127ea939483e8da2060c,de8c7b688d55315343a76d36993da27d473fae9c565a42a070dc1e0a23a0887d,ctls,vm-118-138-238-5.erc.monash.edu,,HSTS,,,,True,,,
vm-118-138-238-83.erc.monash.edu,MXNAT,200,20120,443,https://vm-118-138-238-83.erc.monash.edu:443,https,nginx/1.19.10,text/html,GET,118.138.238.83,/,-230640598,118.138.238.83,620,False,xnat-test.erc.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-20T00:00:00Z,2024-03-19T23:59:59Z,"CN=xnat-test.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",xnat-test.erc.monash.edu,Monash University,www.xnat-test.erc.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,b4ec4b20d094efcd9e669a338481f2f6,6d2aeaa68a72aaf1128fb012b427e75d85e34c314a6050c69fb12653e04301dc,ctls,xnat-test.erc.monash.edu,,Nginx:1.19.10,,,https://xnat-test.erc.monash.edu/app/template/Login.vm,,,,
vm-118-138-239-137.erc.monash.edu,Not Found,404,315,443,https://vm-118-138-239-137.erc.monash.edu:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,118.138.239.137,/,225052475,118.138.239.137,7,False,vm-118-138-239-137.erc.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-12T00:00:00Z,2024-03-11T23:59:59Z,"CN=monimp15.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",monimp15.erc.monash.edu,Monash University,monimp15.erc.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,cfe3d4236e9dd1f4bebe574509bf8aaa,e6227c8ecfe9d5c14640a7b184e67a390fdc4377bb22d19bf5cb640380911d2a,ctls,vm-118-138-239-137.erc.monash.edu,,Microsoft HTTPAPI:2.0,,,,True,,,
vm-118-138-240-191.erc.monash.edu,PROSPER: Protease substrate specificity webserver,200,6739,443,https://vm-118-138-240-191.erc.monash.edu:443,https,Apache,text/html,GET,118.138.240.191,/,1579342692,118.138.240.191,121,False,vm-118-138-240-191.erc.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-03T00:00:00Z,2023-10-03T23:59:59Z,"CN=prosper.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",prosper.erc.monash.edu,Monash University,prosper.erc.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,187ed0c052d0112fb95e1956479d6758,56a94f7532d05622d42fe198358b220bfab7571cefb526a515a61250f9bc8923,ctls,vm-118-138-240-191.erc.monash.edu,,HSTS,,,,True,,,
vm-118-138-242-57.erc.monash.edu,HRI Wiki,200,16286,443,https://vm-118-138-242-57.erc.monash.edu:443,https,Apache,text/html,GET,118.138.242.57,/,-780928015,118.138.242.57,193,False,hri-wiki.erc.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T00:00:00Z,2024-04-16T23:59:59Z,"CN=hri-wiki.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",hri-wiki.erc.monash.edu,Monash University,hri-wiki.erc.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d786174eef3431fba1d7f6b95540ac40,eca28d50a3f29d2893791040778f85b41024464ea2dd82579c1c2216ea5e7f9f,ctls,hri-wiki.erc.monash.edu,,PHP,,,https://hri-wiki.erc.monash.edu/index.php/Main_Page,,,,
vm-118-138-243-81.erc.monash.edu,SIMLIN,200,17377,443,https://vm-118-138-243-81.erc.monash.edu:443,https,Apache/2.4.46 (Ubuntu),text/html,GET,118.138.243.81,/,1197201457,118.138.243.81,257,False,vm-118-138-243-81.erc.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=simlin.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",simlin.erc.monash.edu,Monash University,simlin.erc.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,6649f666faa185428539eec80da105f4,89534252e8f5b25a999f3eaa06958c703d8003db2986ed578674d8a060ceb3c1,ctls,vm-118-138-243-81.erc.monash.edu,,Ubuntu,,,,True,,,
vm-118-138-243-83.erc.monash.edu,Sign in · GitLab,200,35979,443,https://vm-118-138-243-83.erc.monash.edu:443,https,nginx,text/html,GET,118.138.243.83,/,1265477436,118.138.243.83,162,False,vm-118-138-243-83.erc.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-30T00:00:00Z,2024-04-29T23:59:59Z,"CN=gitlab.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",gitlab.erc.monash.edu,Monash University,gitlab.erc.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,a1a12fc76d378151194dc9b6af3c76b7,84a77b29d9a6f5e8fe83d8a263a0965c8e4f736011cc08014d0e5bd57613c46c,ctls,vm-118-138-243-83.erc.monash.edu,,Vue.js,,,https://vm-118-138-243-83.erc.monash.edu/users/sign_in,True,,,
vm-118-138-245-105.erc.monash.edu,500 Internal Server Error,500,539,443,https://vm-118-138-245-105.erc.monash.edu:443,https,Apache,text/html,GET,118.138.245.105,/,-94554257,118.138.245.105,15,False,vm-118-138-245-105.erc.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-01-31T23:59:59Z,"CN=burst.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",burst.erc.monash.edu,Monash University,burst.sci.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d87c86818b26315421a6d2fe97bf351e,11b2e4d9328011701e045c4853defd2d17ebfae19264cd45247bd3259b7010a2,ctls,vm-118-138-245-105.erc.monash.edu,,HSTS,,,,True,,,
vm-118-138-245-129.erc.monash.edu,403 Forbidden,403,199,443,https://vm-118-138-245-129.erc.monash.edu:443,https,Apache/2.4.37 (centos) OpenSSL/1.1.1k SVN/1.10.2,text/html,GET,118.138.245.129,/,-392200610,118.138.245.129,8,False,vm-118-138-245-129.erc.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-09T00:00:00Z,2023-11-09T23:59:59Z,"CN=semtex-svn.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",semtex-svn.erc.monash.edu,Monash University,semtex-svn.erc.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,95ced16f31b569c5c5ff04d1b485f5c2,7edb69f7e461b148cf5d8ae6d878abf1ff9feb1f4e83ce1322050ed45eda6be3,ctls,vm-118-138-245-129.erc.monash.edu,,OpenSSL:1.1.1k,,,,True,,,
vm-118-138-245-158.erc.monash.edu,Shares,200,2599,443,https://vm-118-138-245-158.erc.monash.edu:443,https,nginx + Phusion Passenger 4.0.5,text/html,GET,118.138.245.158,/,-1840324437,118.138.245.158,81,False,vm-118-138-245-158.erc.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-09T00:00:00Z,2023-11-09T23:59:59Z,"CN=shares.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",shares.erc.monash.edu,Monash University,shares.erc.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,07192932b2c730d1a7d88ecda3535ccf,309c26cfd1dc21b8227343a9203974c8b1524743899b973e6f529a5d7e432ff7,ctls,vm-118-138-245-158.erc.monash.edu,,Stimulus,,,https://vm-118-138-245-158.erc.monash.edu/login,True,,,
vm-118-138-245-55.erc.monash.edu,Not Found,404,315,443,https://vm-118-138-245-55.erc.monash.edu:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,118.138.245.55,/,225052475,118.138.245.55,7,False,vm-118-138-245-55.erc.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-05T00:00:00Z,2023-08-05T23:59:59Z,"CN=monimp11.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",monimp11.erc.monash.edu,Monash University,monimp11.erc.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,124c5c8576ccf3c0d5496830b0ded0fa,826a21bf0cfaa69f7ab45e2a10d0e6e2a8b45790ba50b6e46113108fac6827f2,ctls,vm-118-138-245-55.erc.monash.edu,,Microsoft HTTPAPI:2.0,,,,True,,,
vm-118-138-246-85.erc.monash.edu,iLearn,200,887,443,https://vm-118-138-246-85.erc.monash.edu:443,https,Apache,text/html,GET,118.138.246.85,/,-780928015,118.138.246.85,24,False,vm-118-138-246-85.erc.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-03-05T23:59:59Z,"CN=ilearn.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",ilearn.erc.monash.edu,Monash University,ilearn.erc.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,4aaf60f33701de7dcb649d0b2139afa2,501979597b60ec4637d5616f38cf441a13529942bfd9d9e3a068b6641939ffe3,ctls,vm-118-138-246-85.erc.monash.edu,,HSTS,,,,True,,,
vm-118-138-246-86.erc.monash.edu,503 Service Unavailable,503,299,443,https://vm-118-138-246-86.erc.monash.edu:443,https,Apache,text/html,GET,118.138.246.86,/,-1292467721,118.138.246.86,10,False,vm-118-138-246-86.erc.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=glycomine.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",glycomine.erc.monash.edu,Monash University,glycomine.erc.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,aba95f56fb8a00faa611891a4510dcbe,3a31543647f16738cf0b7f84a58a9f7e1e8dd33b2a14e5d9d11d8833a32e635c,ctls,vm-118-138-246-86.erc.monash.edu,,HSTS,,,https://vm-118-138-246-86.erc.monash.edu/Lab/GlycoMine/,True,,,
vncproxy-02.erc.monash.edu,Error response,404,450,443,https://vncproxy-02.erc.monash.edu:443,https,WebSockify Python/3.8.10,text/html,GET,118.138.232.127,/,461253765,118.138.232.127,15,False,vncproxy-02.erc.monash.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-15T00:00:00Z,2023-07-15T23:59:59Z,"CN=vncproxy.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",vncproxy.erc.monash.edu,Monash University,vncproxy2-03.erc.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,8aa11cb205ec5f999aafe278ee885b81,db631249e45807bb74b814f2e17b5193d0f22d66c4459907e332955729ae88df,ctls,vncproxy-02.erc.monash.edu,,Python:3.8.10,,,,True,,,
vncproxy-03.erc.monash.edu,Error response,404,450,443,https://vncproxy-03.erc.monash.edu:443,https,WebSockify Python/3.8.10,text/html,GET,118.138.232.79,/,461253765,118.138.232.79,15,False,vncproxy-03.erc.monash.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-15T00:00:00Z,2023-07-15T23:59:59Z,"CN=vncproxy.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",vncproxy.erc.monash.edu,Monash University,vncproxy2-03.erc.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,8aa11cb205ec5f999aafe278ee885b81,db631249e45807bb74b814f2e17b5193d0f22d66c4459907e332955729ae88df,ctls,vncproxy-03.erc.monash.edu,,Python:3.8.10,,,,True,,,
vncproxy1-01.erc.monash.edu,Error response,404,450,443,https://vncproxy1-01.erc.monash.edu:443,https,WebSockify Python/3.8.10,text/html,GET,118.138.240.4,/,461253765,118.138.240.4,15,False,vncproxy1-01.erc.monash.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-15T00:00:00Z,2023-07-15T23:59:59Z,"CN=vncproxy.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",vncproxy.erc.monash.edu,Monash University,vncproxy2-03.erc.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,8aa11cb205ec5f999aafe278ee885b81,db631249e45807bb74b814f2e17b5193d0f22d66c4459907e332955729ae88df,ctls,vncproxy1-01.erc.monash.edu,,Python:3.8.10,,,,True,,,
vncproxy1-02.erc.monash.edu,Error response,404,450,443,https://vncproxy1-02.erc.monash.edu:443,https,WebSockify Python/3.8.10,text/html,GET,118.138.232.227,/,461253765,118.138.232.227,15,False,vncproxy1-02.erc.monash.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-15T00:00:00Z,2023-07-15T23:59:59Z,"CN=vncproxy.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",vncproxy.erc.monash.edu,Monash University,vncproxy2-03.erc.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,8aa11cb205ec5f999aafe278ee885b81,db631249e45807bb74b814f2e17b5193d0f22d66c4459907e332955729ae88df,ctls,vncproxy1-02.erc.monash.edu,,Python:3.8.10,,,,True,,,
vncproxy1-03.erc.monash.edu,Error response,404,450,443,https://vncproxy1-03.erc.monash.edu:443,https,WebSockify Python/3.8.10,text/html,GET,118.138.232.214,/,461253765,118.138.232.214,15,False,vncproxy1-03.erc.monash.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-15T00:00:00Z,2023-07-15T23:59:59Z,"CN=vncproxy.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",vncproxy.erc.monash.edu,Monash University,vncproxy2-03.erc.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,8aa11cb205ec5f999aafe278ee885b81,db631249e45807bb74b814f2e17b5193d0f22d66c4459907e332955729ae88df,ctls,vncproxy1-03.erc.monash.edu,,Python:3.8.10,,,,True,,,
vncproxy2-01.erc.monash.edu,Error response,404,450,443,https://vncproxy2-01.erc.monash.edu:443,https,WebSockify Python/3.8.10,text/html,GET,118.138.240.71,/,461253765,118.138.240.71,15,False,vncproxy2-01.erc.monash.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-15T00:00:00Z,2023-07-15T23:59:59Z,"CN=vncproxy.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",vncproxy.erc.monash.edu,Monash University,vncproxy2-03.erc.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,8aa11cb205ec5f999aafe278ee885b81,db631249e45807bb74b814f2e17b5193d0f22d66c4459907e332955729ae88df,ctls,vncproxy2-01.erc.monash.edu,,Python:3.8.10,,,,True,,,
vncproxy2-03.erc.monash.edu,Error response,404,450,443,https://vncproxy2-03.erc.monash.edu:443,https,WebSockify Python/3.8.10,text/html,GET,118.138.232.249,/,461253765,118.138.232.249,15,False,vncproxy2-03.erc.monash.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-15T00:00:00Z,2023-07-15T23:59:59Z,"CN=vncproxy.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",vncproxy.erc.monash.edu,Monash University,vncproxy2-03.erc.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,8aa11cb205ec5f999aafe278ee885b81,db631249e45807bb74b814f2e17b5193d0f22d66c4459907e332955729ae88df,ctls,vncproxy2-03.erc.monash.edu,,Python:3.8.10,,,,True,,,
