input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,cdn_name,cdn,tls_mismatched
origin-pdydalyelwb01.app.opsgenie.com,,200,4864,AS16509,AS16509,Unknown,185.166.140.0/22,https://og-postmortem-prod-ohio.s3.eu-central-1.amazonaws.com,origin-pdydalyelwb01.app.opsgenie.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-27T00:00:00Z,2024-01-27T23:59:59Z,"CN=*.app.opsgenie.com, O=Atlassian Pty Ltd, L=Sydney, ST=New South Wales, C=AU",*.app.opsgenie.com,Atlassian Pty Ltd,atlassian-app.opsgenie.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5ddb43051fe477abbe285ff3794b6179,80a1607bc7315bcf99ed3d4b8730903ea432b893c253aafae346c67273eb28d6,True,ctls,origin-pdydalyelwb01.app.opsgenie.com,80,http://origin-pdydalyelwb01.app.opsgenie.com:80,http,AtlassianEdge,text/html,GET,185.166.143.34,/,1782020586,https://origin-pdydalyelwb01.app.opsgenie.com/,185.166.143.35,HSTS,1,False,,,
otpgroup.app.eu.opsgenie.com,,200,4882,AS16509,AS16509,Unknown,185.166.140.0/22,https://fonts.gstatic.com,otpgroup.app.eu.opsgenie.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-27T00:00:00Z,2024-01-27T23:59:59Z,"CN=*.app.eu.opsgenie.com, O=Atlassian Pty Ltd, L=Sydney, ST=New South Wales, C=AU",*.app.eu.opsgenie.com,Atlassian Pty Ltd,*.atlassian-app.eu.opsgenie.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,72c40b029be8b6cc78ca924e605dceac,9a8d184cb3eb38afcfcafb842f6c367a06936a0265c727f3899b1231589df79c,True,ctls,otpgroup.app.eu.opsgenie.com,80,http://otpgroup.app.eu.opsgenie.com:80,http,AtlassianEdge,text/html,GET,185.166.143.33,/,-1786410448,https://otpgroup.app.eu.opsgenie.com/,185.166.143.35,HSTS,1,False,,,
ouvidoria.app.opsgenie.com,,200,4864,AS16509,AS16509,Unknown,185.166.140.0/22,https://web-security-reports.services.atlassian.com/csp-report/opsgenie-prod-us-violations,ouvidoria.app.opsgenie.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-27T00:00:00Z,2024-01-27T23:59:59Z,"CN=*.app.opsgenie.com, O=Atlassian Pty Ltd, L=Sydney, ST=New South Wales, C=AU",*.app.opsgenie.com,Atlassian Pty Ltd,atlassian-app.opsgenie.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5ddb43051fe477abbe285ff3794b6179,80a1607bc7315bcf99ed3d4b8730903ea432b893c253aafae346c67273eb28d6,True,ctls,ouvidoria.app.opsgenie.com,443,https://ouvidoria.app.opsgenie.com:443,https,AtlassianEdge,text/html,GET,185.166.143.35,/,1782020586,,185.166.143.33,HSTS,1,False,,,
oxy-oxygen-481e261d.app.opsgenie.com,,200,4864,AS16509,AS16509,Unknown,185.166.140.0/22,https://use.typekit.net,oxy-oxygen-481e261d.app.opsgenie.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-27T00:00:00Z,2024-01-27T23:59:59Z,"CN=*.app.opsgenie.com, O=Atlassian Pty Ltd, L=Sydney, ST=New South Wales, C=AU",*.app.opsgenie.com,Atlassian Pty Ltd,atlassian-app.opsgenie.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5ddb43051fe477abbe285ff3794b6179,80a1607bc7315bcf99ed3d4b8730903ea432b893c253aafae346c67273eb28d6,True,ctls,oxy-oxygen-481e261d.app.opsgenie.com,443,https://oxy-oxygen-481e261d.app.opsgenie.com:443,https,AtlassianEdge,text/html,GET,185.166.143.34,/,1782020586,,185.166.143.33,HSTS,1,False,,,
p1h.a.atlassian-app.eu.opsgenie.com,,200,4882,AS16509,AS16509,Unknown,185.166.140.0/22,https://api.segment.io,app.eu.opsgenie.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-27T00:00:00Z,2024-01-27T23:59:59Z,"CN=*.app.eu.opsgenie.com, O=Atlassian Pty Ltd, L=Sydney, ST=New South Wales, C=AU",*.app.eu.opsgenie.com,Atlassian Pty Ltd,*.atlassian-app.eu.opsgenie.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,72c40b029be8b6cc78ca924e605dceac,9a8d184cb3eb38afcfcafb842f6c367a06936a0265c727f3899b1231589df79c,True,ctls,app.eu.opsgenie.com,443,https://p1h.a.atlassian-app.eu.opsgenie.com:443,https,AtlassianEdge,text/html,GET,185.166.143.35,/,-1786410448,https://app.eu.opsgenie.com/error-page/404,185.166.143.33,HSTS,1,False,,,
p1h.atlassian-app.eu.opsgenie.com,,200,4882,AS16509,AS16509,Unknown,185.166.140.0/22,https://*.launchdarkly.com,app.eu.opsgenie.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-27T00:00:00Z,2024-01-27T23:59:59Z,"CN=*.app.eu.opsgenie.com, O=Atlassian Pty Ltd, L=Sydney, ST=New South Wales, C=AU",*.app.eu.opsgenie.com,Atlassian Pty Ltd,*.atlassian-app.eu.opsgenie.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,72c40b029be8b6cc78ca924e605dceac,9a8d184cb3eb38afcfcafb842f6c367a06936a0265c727f3899b1231589df79c,True,ctls,app.eu.opsgenie.com,80,http://p1h.atlassian-app.eu.opsgenie.com:80,http,AtlassianEdge,text/html,GET,185.166.143.34,/,-1786410448,https://app.eu.opsgenie.com/error-page/404,185.166.143.33,HSTS,1,False,,,
paloalto-vpn-ohio.amp.atlassian-app.eu.opsgenie.com,,200,4882,AS16509,AS16509,Unknown,185.166.140.0/22,https://web-security-reports.services.atlassian.com/csp-report/opsgenie-prod-eu-violations,app.eu.opsgenie.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-27T00:00:00Z,2024-01-27T23:59:59Z,"CN=*.app.eu.opsgenie.com, O=Atlassian Pty Ltd, L=Sydney, ST=New South Wales, C=AU",*.app.eu.opsgenie.com,Atlassian Pty Ltd,*.atlassian-app.eu.opsgenie.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,72c40b029be8b6cc78ca924e605dceac,9a8d184cb3eb38afcfcafb842f6c367a06936a0265c727f3899b1231589df79c,True,ctls,app.eu.opsgenie.com,443,https://paloalto-vpn-ohio.amp.atlassian-app.eu.opsgenie.com:443,https,AtlassianEdge,text/html,GET,185.166.143.33,/,-1786410448,https://app.eu.opsgenie.com/error-page/404,185.166.143.35,HSTS,1,False,,,
paloalto-vpn-ohio.my-kibble.atlassian-app.eu.opsgenie.com,,200,4882,AS16509,AS16509,Unknown,185.166.140.0/22,https://og-postmortem-eu-frankfurt.s3.eu-central-1.amazonaws.com,app.eu.opsgenie.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-27T00:00:00Z,2024-01-27T23:59:59Z,"CN=*.app.eu.opsgenie.com, O=Atlassian Pty Ltd, L=Sydney, ST=New South Wales, C=AU",*.app.eu.opsgenie.com,Atlassian Pty Ltd,*.atlassian-app.eu.opsgenie.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,72c40b029be8b6cc78ca924e605dceac,9a8d184cb3eb38afcfcafb842f6c367a06936a0265c727f3899b1231589df79c,True,ctls,app.eu.opsgenie.com,80,http://paloalto-vpn-ohio.my-kibble.atlassian-app.eu.opsgenie.com:80,http,AtlassianEdge,text/html,GET,185.166.143.33,/,-1786410448,https://app.eu.opsgenie.com/error-page/404,185.166.143.35,HSTS,1,False,,,
paloalto-vpn.atlassian-app.eu.opsgenie.com,,200,4882,AS16509,AS16509,Unknown,185.166.140.0/22,https://fonts.intercomcdn.com,app.eu.opsgenie.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-27T00:00:00Z,2024-01-27T23:59:59Z,"CN=*.app.eu.opsgenie.com, O=Atlassian Pty Ltd, L=Sydney, ST=New South Wales, C=AU",*.app.eu.opsgenie.com,Atlassian Pty Ltd,*.atlassian-app.eu.opsgenie.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,72c40b029be8b6cc78ca924e605dceac,9a8d184cb3eb38afcfcafb842f6c367a06936a0265c727f3899b1231589df79c,True,ctls,app.eu.opsgenie.com,80,http://paloalto-vpn.atlassian-app.eu.opsgenie.com:80,http,AtlassianEdge,text/html,GET,185.166.143.35,/,-1786410448,https://app.eu.opsgenie.com/error-page/404,185.166.143.34,HSTS,1,False,,,
paloalton.chart.pd.api.atlassian-app.eu.opsgenie.com,,200,4882,AS16509,AS16509,Unknown,185.166.140.0/22,https://ajax.googleapis.com/ajax/libs/jqueryui/1.13.2/jquery-ui.min.js,app.eu.opsgenie.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-27T00:00:00Z,2024-01-27T23:59:59Z,"CN=*.app.eu.opsgenie.com, O=Atlassian Pty Ltd, L=Sydney, ST=New South Wales, C=AU",*.app.eu.opsgenie.com,Atlassian Pty Ltd,*.atlassian-app.eu.opsgenie.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,72c40b029be8b6cc78ca924e605dceac,9a8d184cb3eb38afcfcafb842f6c367a06936a0265c727f3899b1231589df79c,True,ctls,app.eu.opsgenie.com,80,http://paloalton.chart.pd.api.atlassian-app.eu.opsgenie.com:80,http,AtlassianEdge,text/html,GET,185.166.143.35,/,-1786410448,https://app.eu.opsgenie.com/error-page/404,185.166.143.34,HSTS,1,False,,,
paloalton.siteintercept.atlassian-app.eu.opsgenie.com,,200,4882,AS16509,AS16509,Unknown,185.166.140.0/22,https:,app.eu.opsgenie.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-27T00:00:00Z,2024-01-27T23:59:59Z,"CN=*.app.eu.opsgenie.com, O=Atlassian Pty Ltd, L=Sydney, ST=New South Wales, C=AU",*.app.eu.opsgenie.com,Atlassian Pty Ltd,*.atlassian-app.eu.opsgenie.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,72c40b029be8b6cc78ca924e605dceac,9a8d184cb3eb38afcfcafb842f6c367a06936a0265c727f3899b1231589df79c,True,ctls,app.eu.opsgenie.com,443,https://paloalton.siteintercept.atlassian-app.eu.opsgenie.com:443,https,AtlassianEdge,text/html,GET,185.166.143.35,/,-1786410448,https://app.eu.opsgenie.com/error-page/404,185.166.143.33,HSTS,1,False,,,
pat-dmz1.app.opsgenie.com,,200,4864,AS16509,AS16509,Unknown,185.166.140.0/22,https:,pat-dmz1.app.opsgenie.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-27T00:00:00Z,2024-01-27T23:59:59Z,"CN=*.app.opsgenie.com, O=Atlassian Pty Ltd, L=Sydney, ST=New South Wales, C=AU",*.app.opsgenie.com,Atlassian Pty Ltd,atlassian-app.opsgenie.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5ddb43051fe477abbe285ff3794b6179,80a1607bc7315bcf99ed3d4b8730903ea432b893c253aafae346c67273eb28d6,True,ctls,pat-dmz1.app.opsgenie.com,443,https://pat-dmz1.app.opsgenie.com:443,https,AtlassianEdge,text/html,GET,185.166.143.33,/,1782020586,,185.166.143.34,HSTS,1,False,,,
pc-membershipeuro.app.opsgenie.com,,200,4864,AS16509,AS16509,Unknown,185.166.140.0/22,https://gateway.zscloud.net,pc-membershipeuro.app.opsgenie.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-27T00:00:00Z,2024-01-27T23:59:59Z,"CN=*.app.opsgenie.com, O=Atlassian Pty Ltd, L=Sydney, ST=New South Wales, C=AU",*.app.opsgenie.com,Atlassian Pty Ltd,atlassian-app.opsgenie.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5ddb43051fe477abbe285ff3794b6179,80a1607bc7315bcf99ed3d4b8730903ea432b893c253aafae346c67273eb28d6,True,ctls,pc-membershipeuro.app.opsgenie.com,443,https://pc-membershipeuro.app.opsgenie.com:443,https,AtlassianEdge,text/html,GET,185.166.143.35,/,1782020586,,185.166.143.34,HSTS,1,False,,,
pf8.amp.atlassian-app.eu.opsgenie.com,,200,4882,AS16509,AS16509,Unknown,185.166.140.0/22,https://api.segment.io,app.eu.opsgenie.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-27T00:00:00Z,2024-01-27T23:59:59Z,"CN=*.app.eu.opsgenie.com, O=Atlassian Pty Ltd, L=Sydney, ST=New South Wales, C=AU",*.app.eu.opsgenie.com,Atlassian Pty Ltd,*.atlassian-app.eu.opsgenie.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,72c40b029be8b6cc78ca924e605dceac,9a8d184cb3eb38afcfcafb842f6c367a06936a0265c727f3899b1231589df79c,True,ctls,app.eu.opsgenie.com,443,https://pf8.amp.atlassian-app.eu.opsgenie.com:443,https,AtlassianEdge,text/html,GET,185.166.143.33,/,-1786410448,https://app.eu.opsgenie.com/error-page/404,185.166.143.35,HSTS,1,False,,,
pf8.email.atlassian-app.eu.opsgenie.com,,200,4882,AS16509,AS16509,Unknown,185.166.140.0/22,https://og-postmortem-prod-ohio.s3.eu-central-1.amazonaws.com,app.eu.opsgenie.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-27T00:00:00Z,2024-01-27T23:59:59Z,"CN=*.app.eu.opsgenie.com, O=Atlassian Pty Ltd, L=Sydney, ST=New South Wales, C=AU",*.app.eu.opsgenie.com,Atlassian Pty Ltd,*.atlassian-app.eu.opsgenie.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,72c40b029be8b6cc78ca924e605dceac,9a8d184cb3eb38afcfcafb842f6c367a06936a0265c727f3899b1231589df79c,True,ctls,app.eu.opsgenie.com,443,https://pf8.email.atlassian-app.eu.opsgenie.com:443,https,AtlassianEdge,text/html,GET,185.166.143.35,/,-1786410448,https://app.eu.opsgenie.com/error-page/404,185.166.143.33,HSTS,1,False,,,
pg9.asrunapirelease.spotlight.atlassian-app.eu.opsgenie.com,,200,4882,AS16509,AS16509,Unknown,185.166.140.0/22,https://og-postmortem-eu-ireland.s3.eu-central-1.amazonaws.com,app.eu.opsgenie.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-27T00:00:00Z,2024-01-27T23:59:59Z,"CN=*.app.eu.opsgenie.com, O=Atlassian Pty Ltd, L=Sydney, ST=New South Wales, C=AU",*.app.eu.opsgenie.com,Atlassian Pty Ltd,*.atlassian-app.eu.opsgenie.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,72c40b029be8b6cc78ca924e605dceac,9a8d184cb3eb38afcfcafb842f6c367a06936a0265c727f3899b1231589df79c,True,ctls,app.eu.opsgenie.com,80,http://pg9.asrunapirelease.spotlight.atlassian-app.eu.opsgenie.com:80,http,AtlassianEdge,text/html,GET,185.166.143.34,/,-1786410448,https://app.eu.opsgenie.com/error-page/404,185.166.143.33,HSTS,1,False,,,
photography.app.opsgenie.com,,200,4864,AS16509,AS16509,Unknown,185.166.140.0/22,https://www.google.com/recaptcha/api.js,photography.app.opsgenie.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-27T00:00:00Z,2024-01-27T23:59:59Z,"CN=*.app.opsgenie.com, O=Atlassian Pty Ltd, L=Sydney, ST=New South Wales, C=AU",*.app.opsgenie.com,Atlassian Pty Ltd,atlassian-app.opsgenie.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5ddb43051fe477abbe285ff3794b6179,80a1607bc7315bcf99ed3d4b8730903ea432b893c253aafae346c67273eb28d6,True,ctls,photography.app.opsgenie.com,80,http://photography.app.opsgenie.com:80,http,AtlassianEdge,text/html,GET,185.166.143.34,/,1782020586,https://photography.app.opsgenie.com/,185.166.143.35,HSTS,1,False,,,
phptechnologytutorials.app-backup.opsgenie.com,,200,4864,AS16509,AS16509,Unknown,185.166.140.0/22,https://*.launchdarkly.com,phptechnologytutorials.app-backup.opsgenie.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-01T00:00:00Z,2024-01-01T23:59:59Z,"CN=*.app-backup.opsgenie.com, O=Atlassian Pty Ltd, L=Sydney, ST=New South Wales, C=AU",*.app-backup.opsgenie.com,Atlassian Pty Ltd,app-backup.eu.opsgenie.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,fe39a622e554244c2a39089847194f57,c8012e90049693bbfe54d16828f05cd78e352f0f12c30c689b72fdb5abfa52f2,True,ctls,phptechnologytutorials.app-backup.opsgenie.com,443,https://phptechnologytutorials.app-backup.opsgenie.com:443,https,AtlassianEdge,text/html,GET,185.166.143.34,/,148884037,,185.166.143.35,HSTS,1,False,,,
pil.atlassian-app.eu.opsgenie.com,,200,4864,AS16509,AS16509,Unknown,185.166.140.0/22,https://og-postmortem-eu-frankfurt.s3.eu-central-1.amazonaws.com,pil2.app.opsgenie.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-27T00:00:00Z,2024-01-27T23:59:59Z,"CN=*.app.opsgenie.com, O=Atlassian Pty Ltd, L=Sydney, ST=New South Wales, C=AU",*.app.opsgenie.com,Atlassian Pty Ltd,atlassian-app.opsgenie.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5ddb43051fe477abbe285ff3794b6179,80a1607bc7315bcf99ed3d4b8730903ea432b893c253aafae346c67273eb28d6,True,ctls,pil2.app.opsgenie.com,443,https://pil.atlassian-app.eu.opsgenie.com:443,https,AtlassianEdge,text/html,GET,185.166.143.34,/,1782020586,https://pil2.app.opsgenie.com/?ref=atlassian&realm=us-west-2,185.166.143.33,HSTS,1,False,,,
plazma.mobileapp.opsgenie.com,,401,41,AS16509,AS16509,Unknown,185.166.140.0/22,,plazma.mobileapp.opsgenie.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-27T00:00:00Z,2024-01-27T23:59:59Z,"CN=*.app.opsgenie.com, O=Atlassian Pty Ltd, L=Sydney, ST=New South Wales, C=AU",*.app.opsgenie.com,Atlassian Pty Ltd,atlassian-app.opsgenie.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5ddb43051fe477abbe285ff3794b6179,80a1607bc7315bcf99ed3d4b8730903ea432b893c253aafae346c67273eb28d6,True,ctls,plazma.mobileapp.opsgenie.com,443,https://plazma.mobileapp.opsgenie.com:443,https,AtlassianEdge,text/plain,GET,185.166.143.34,/,180399894,,185.166.143.35,HSTS,1,False,,,True
plennegy.app.opsgenie.com,,200,4864,AS16509,AS16509,Unknown,185.166.140.0/22,https://intercom-sheets.com,plennegy.app.opsgenie.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-27T00:00:00Z,2024-01-27T23:59:59Z,"CN=*.app.opsgenie.com, O=Atlassian Pty Ltd, L=Sydney, ST=New South Wales, C=AU",*.app.opsgenie.com,Atlassian Pty Ltd,atlassian-app.opsgenie.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5ddb43051fe477abbe285ff3794b6179,80a1607bc7315bcf99ed3d4b8730903ea432b893c253aafae346c67273eb28d6,True,ctls,plennegy.app.opsgenie.com,443,https://plennegy.app.opsgenie.com:443,https,AtlassianEdge,text/html,GET,185.166.143.35,/,1782020586,,185.166.143.33,HSTS,1,False,,,
podpoint.app.opsgenie.com,,200,4864,AS16509,AS16509,Unknown,185.166.140.0/22,https://fonts.gstatic.com,podpoint.app.opsgenie.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-27T00:00:00Z,2024-01-27T23:59:59Z,"CN=*.app.opsgenie.com, O=Atlassian Pty Ltd, L=Sydney, ST=New South Wales, C=AU",*.app.opsgenie.com,Atlassian Pty Ltd,atlassian-app.opsgenie.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5ddb43051fe477abbe285ff3794b6179,80a1607bc7315bcf99ed3d4b8730903ea432b893c253aafae346c67273eb28d6,True,ctls,podpoint.app.opsgenie.com,80,http://podpoint.app.opsgenie.com:80,http,AtlassianEdge,text/html,GET,185.166.143.35,/,1782020586,https://podpoint.app.opsgenie.com/,185.166.143.33,HSTS,1,False,,,
pony.atlassian-app.eu.opsgenie.com,,200,4882,AS16509,AS16509,Unknown,185.166.140.0/22,https://api.segment.io,app.eu.opsgenie.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-27T00:00:00Z,2024-01-27T23:59:59Z,"CN=*.app.eu.opsgenie.com, O=Atlassian Pty Ltd, L=Sydney, ST=New South Wales, C=AU",*.app.eu.opsgenie.com,Atlassian Pty Ltd,*.atlassian-app.eu.opsgenie.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,72c40b029be8b6cc78ca924e605dceac,9a8d184cb3eb38afcfcafb842f6c367a06936a0265c727f3899b1231589df79c,True,ctls,app.eu.opsgenie.com,80,http://pony.atlassian-app.eu.opsgenie.com:80,http,AtlassianEdge,text/html,GET,185.166.143.33,/,-1786410448,https://app.eu.opsgenie.com/error-page/404,185.166.143.34,HSTS,1,False,,,
pony.chart.pd.api.atlassian-app.eu.opsgenie.com,,200,4882,AS16509,AS16509,Unknown,185.166.140.0/22,https://js.intercomcdn.com,app.eu.opsgenie.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-27T00:00:00Z,2024-01-27T23:59:59Z,"CN=*.app.eu.opsgenie.com, O=Atlassian Pty Ltd, L=Sydney, ST=New South Wales, C=AU",*.app.eu.opsgenie.com,Atlassian Pty Ltd,*.atlassian-app.eu.opsgenie.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,72c40b029be8b6cc78ca924e605dceac,9a8d184cb3eb38afcfcafb842f6c367a06936a0265c727f3899b1231589df79c,True,ctls,app.eu.opsgenie.com,443,https://pony.chart.pd.api.atlassian-app.eu.opsgenie.com:443,https,AtlassianEdge,text/html,GET,185.166.143.35,/,-1786410448,https://app.eu.opsgenie.com/error-page/404,185.166.143.33,HSTS,1,False,,,
portalavos.app.opsgenie.com,,200,4864,AS16509,AS16509,Unknown,185.166.140.0/22,https://ajax.googleapis.com/ajax/libs/jqueryui/1.13.2/jquery-ui.min.js,portalavos.app.opsgenie.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-27T00:00:00Z,2024-01-27T23:59:59Z,"CN=*.app.opsgenie.com, O=Atlassian Pty Ltd, L=Sydney, ST=New South Wales, C=AU",*.app.opsgenie.com,Atlassian Pty Ltd,atlassian-app.opsgenie.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5ddb43051fe477abbe285ff3794b6179,80a1607bc7315bcf99ed3d4b8730903ea432b893c253aafae346c67273eb28d6,True,ctls,portalavos.app.opsgenie.com,80,http://portalavos.app.opsgenie.com:80,http,AtlassianEdge,text/html,GET,185.166.143.34,/,1782020586,https://portalavos.app.opsgenie.com/,185.166.143.35,HSTS,1,False,,,
presario.app.opsgenie.com,,200,4864,AS16509,AS16509,Unknown,185.166.140.0/22,https://intercom-sheets.com,presario.app.opsgenie.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-27T00:00:00Z,2024-01-27T23:59:59Z,"CN=*.app.opsgenie.com, O=Atlassian Pty Ltd, L=Sydney, ST=New South Wales, C=AU",*.app.opsgenie.com,Atlassian Pty Ltd,atlassian-app.opsgenie.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5ddb43051fe477abbe285ff3794b6179,80a1607bc7315bcf99ed3d4b8730903ea432b893c253aafae346c67273eb28d6,True,ctls,presario.app.opsgenie.com,80,http://presario.app.opsgenie.com:80,http,AtlassianEdge,text/html,GET,185.166.143.34,/,1782020586,https://presario.app.opsgenie.com/,185.166.143.35,HSTS,1,False,,,
primula.a.atlassian-app.eu.opsgenie.com,,200,4882,AS16509,AS16509,Unknown,185.166.140.0/22,https://intercom-sheets.com,app.eu.opsgenie.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-27T00:00:00Z,2024-01-27T23:59:59Z,"CN=*.app.eu.opsgenie.com, O=Atlassian Pty Ltd, L=Sydney, ST=New South Wales, C=AU",*.app.eu.opsgenie.com,Atlassian Pty Ltd,*.atlassian-app.eu.opsgenie.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,72c40b029be8b6cc78ca924e605dceac,9a8d184cb3eb38afcfcafb842f6c367a06936a0265c727f3899b1231589df79c,True,ctls,app.eu.opsgenie.com,80,http://primula.a.atlassian-app.eu.opsgenie.com:80,http,AtlassianEdge,text/html,GET,185.166.143.33,/,-1786410448,https://app.eu.opsgenie.com/error-page/404,185.166.143.34,HSTS,1,False,,,
