input,title,status_code,content_length,tls_host,tls_port,tls_tls_version,tls_cipher,tls_not_before,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_tls_connection,tls_sni,port,url,scheme,webserver,method,host,tech_,lines,content_type,cdn
fr.preview.lululemon.com,Access Denied,,277,fr.preview.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-19T00:00:00Z,"CN=stage.lululemon.com, O=Lululemon Athletica Canada inc., L=Vancouver, ST=British Columbia, C=CA",stage.lululemon.com,Lululemon Athletica Canada inc.,"CN=GeoTrust TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS ECC CA G1,DigiCert Inc,ctls,fr.preview.lululemon.com,443,https://fr.preview.lululemon.com:443,https,AkamaiGHost,GET,95.101.111.154,PayPal,10,text/html,
fr.qa2.info.lululemon.com,Access Denied,,282,fr.qa2.info.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,fr.qa2.info.lululemon.com,443,https://fr.qa2.info.lululemon.com:443,https,AkamaiGHost,GET,95.100.64.221,HSTS,10,text/html,
fr.shop.lululemon.com,Access Denied,,274,fr.shop.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,fr.shop.lululemon.com,443,https://fr.shop.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,SheerID,10,text/html,
fr.stage10.lululemon.com,Invalid URL,,208,fr.stage10.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,fr.stage10.lululemon.com,443,https://fr.stage10.lululemon.com:443,https,AkamaiGHost,GET,23.212.219.143,,8,text/html,
fr.sustainability.lululemon.com,,,,,,,,,,,,,,,,,443,https://fr.sustainability.lululemon.com:443,https,AkamaiGHost,GET,107.23.210.251,,1,,
fr.test.lululemon.com,Access Denied,,273,fr.test.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-01-17T00:00:00Z,"CN=lululemon.ca, O=Lululemon Athletica Canada inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.ca,Lululemon Athletica Canada inc.,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,ctls,fr.test.lululemon.com,443,https://fr.test.lululemon.com:443,https,AkamaiGHost,GET,95.101.111.170,PayPal,10,text/html,
globalfamily.lululemon.com,Sign in to your account,,203035,login.microsoftonline.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,ctls,login.microsoftonline.com,443,https://globalfamily.lululemon.com:443,https,,GET,104.102.48.216,HSTS,174,text/html,
globalrunningday.lululemon.com,Access Denied,,279,globalrunningday.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,globalrunningday.lululemon.com,443,https://globalrunningday.lululemon.com:443,https,AkamaiGHost,GET,95.100.64.221,,10,text/html,
globalstaticassets.lululemon.com,,,53,globalstaticassets.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,globalstaticassets.lululemon.com,443,https://globalstaticassets.lululemon.com:443,https,AkamaiNetStorage,GET,95.100.64.221,,7,application/octet-stream,
grants.lululemon.com,Access Denied,,269,grants.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,grants.lululemon.com,443,https://grants.lululemon.com:443,https,,GET,104.102.48.216,,10,text/html,
graphql-contentful.lululemon.com,GraphQL Content API | Contentful,,369809,www.contentful.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T17:30:12Z,CN=contentful.com,contentful.com,,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,www.contentful.com,443,https://graphql-contentful.lululemon.com:443,https,Netlify,GET,104.102.48.216,React,2485,text/html,
howwewearit.lululemon.com,Access Denied,,267,shop.lululemon.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-14T00:00:00Z,"CN=lululemon.com, O=Lululemon Athletica Canada Inc., L=Vancouver, ST=British Columbia, C=CA",lululemon.com,Lululemon Athletica Canada Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,shop.lululemon.com,443,https://howwewearit.lululemon.com:443,https,AkamaiGHost,GET,104.102.48.216,SheerID,10,text/html,
https://ad.doubleclick.net,Enterprise Advertising & Analytics Solutions - Google Marketing Platform,,128610,marketingplatform.google.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T08:16:32Z,CN=*.google.com,*.google.com,,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ctls,marketingplatform.google.com,443,https://ad.doubleclick.net:443,https,sffe,GET,142.250.186.38,HTTP/3,2179,text/html,
https://ads.celtra.com,,,,ads.celtra.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-20T00:00:00Z,CN=celtra.com,celtra.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,ads.celtra.com,443,https://ads.celtra.com:443,https,,GET,18.213.179.195,,1,,
https://adservice.google.ca,Error 404 (Not Found)!!1,,1561,adservice.google.ca,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T08:26:58Z,CN=*.google.ca,*.google.ca,,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ctls,adservice.google.ca,443,https://adservice.google.ca:443,https,,GET,142.250.185.194,HTTP/3,12,text/html,
https://adservice.google.com,Error 404 (Not Found)!!1,,1561,adservice.google.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T08:16:32Z,CN=*.google.com,*.google.com,,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ctls,adservice.google.com,443,https://adservice.google.com:443,https,,GET,142.250.181.226,HTTP/3,12,text/html,
https://analytics.google.com,Redirecting...,,888,analytics.google.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T08:16:32Z,CN=*.google.com,*.google.com,,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ctls,analytics.google.com,443,https://analytics.google.com:443,https,ESF,GET,142.250.185.174,HTTP/3,1,text/html,
https://analytics.tiktok.com,404 Not Found,,162,analytics.tiktok.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T00:00:00Z,CN=*.tiktok.com,*.tiktok.com,,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,ctls,analytics.tiktok.com,443,https://analytics.tiktok.com:443,https,nginx,GET,2.23.209.138,Nginx,8,text/html,
https://analytics.twitter.com,Twitter Analytics,,6346,analytics.twitter.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-05T00:00:00Z,"CN=*.twitter.com, O=Twitter\, Inc., L=San Francisco, ST=California, C=US",*.twitter.com,"Twitter, Inc.","CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,ctls,analytics.twitter.com,443,https://analytics.twitter.com:443,https,tsa_o,GET,104.244.42.131,HSTS,129,text/html,
https://analytics.yahoo.com,"Yahoo | Mail, Wetter, Suche, Nachrichten, Finanzen, Sport & mehr",,927746,de.yahoo.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,"CN=*.api.fantasysports.yahoo.com, O=Oath Holdings Inc., L=Sunnyvale, ST=California, C=US",*.api.fantasysports.yahoo.com,Oath Holdings Inc.,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,ctls,de.yahoo.com,443,https://analytics.yahoo.com:443,https,ATS,GET,212.82.100.150,HSTS,1247,text/html,
https://app.launchdarkly.com,Sign in,,56043,app.launchdarkly.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-28T00:42:14Z,CN=app.launchdarkly.com,app.launchdarkly.com,,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q3, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q3,GlobalSign nv-sa,ctls,app.launchdarkly.com,443,https://app.launchdarkly.com:443,https,,GET,151.101.2.217,Varnish,213,text/html,True
https://assets.adobedtm.com,,,11,assets.adobedtm.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-07-19T00:00:00Z,"CN=assets.adobedtm.com, O=Adobe Inc., L=San Jose, ST=California, C=US",assets.adobedtm.com,Adobe Inc.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,assets.adobedtm.com,443,https://assets.adobedtm.com:443,https,AkamaiNetStorage,GET,2.18.232.23,,2,,
https://awin1.com,Global Affiliate Marketing Network | Awin,,94522,www.awin.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-16T12:53:30Z,CN=ui.awin.com,ui.awin.com,,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,www.awin.com,443,https://awin1.com:443,https,,GET,99.86.4.19,Linkedin Ads,297,text/html,True
https://bat.bing.com,"MSN Deutschland | News, Wetter, Sport & Hotmail Login",,49107,www.msn.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-08T23:53:46Z,CN=*.msn.com,*.msn.com,,"CN=Microsoft RSA TLS CA 01, O=Microsoft Corporation, C=US",Microsoft RSA TLS CA 01,Microsoft Corporation,ctls,www.msn.com,443,https://bat.bing.com:443,https,,GET,13.107.21.200,Microsoft ASP.NET,944,text/html,
https://beacon.lynx.cognitivlabs.com,,,,beacon.lynx.cognitivlabs.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-31T00:00:00Z,CN=beacon.lynx.cognitivlabs.com,beacon.lynx.cognitivlabs.com,,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,beacon.lynx.cognitivlabs.com,443,https://beacon.lynx.cognitivlabs.com:443,https,Kestrel,GET,18.235.135.185,Microsoft ASP.NET,1,,
https://beta.shopstylecollective.com/,ShopStyle Collective,,3621,beta.shopstylecollective.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-01-25T00:00:00Z,CN=*.shopstylecollective.com,*.shopstylecollective.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,beta.shopstylecollective.com,443,https://beta.shopstylecollective.com:443,https,AmazonS3,GET,18.66.112.110,Google Tag Manager,6,text/html,True
https://bid.g.doubleclick.net,Enterprise Advertising & Analytics Solutions - Google Marketing Platform,,128610,marketingplatform.google.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T08:16:32Z,CN=*.google.com,*.google.com,,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ctls,marketingplatform.google.com,443,https://bid.g.doubleclick.net:443,https,sffe,GET,108.177.15.156,HTTP/3,2179,text/html,
https://cache-ssl.celtra.com,Celtra,,7676,cache-ssl.celtra.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-20T00:00:00Z,CN=celtra.com,celtra.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,cache-ssl.celtra.com,443,https://cache-ssl.celtra.com:443,https,Apache,GET,18.66.112.52,Varnish:6.2,123,text/html,True
https://cdn.contentful.com,Content Delivery API | Contentful,,363029,www.contentful.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T17:30:12Z,CN=contentful.com,contentful.com,,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,www.contentful.com,443,https://cdn.contentful.com:443,https,Netlify,GET,146.75.118.49,React,808,text/html,True
https://cdn.cookielaw.org,,,351,cdn.cookielaw.org,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-01T00:00:00Z,"CN=cookielaw.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",cookielaw.org,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,cdn.cookielaw.org,443,https://cdn.cookielaw.org:443,https,cloudflare,GET,104.19.188.97,HSTS,3,application/xml,True
https://cdn.evgnet.com,,,,cdn.evgnet.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,"CN=cdn.evergage.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",cdn.evergage.com,"salesforce.com, inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,cdn.evgnet.com,443,https://cdn.evgnet.com:443,https,,GET,151.101.192.114,Varnish,1,,True
https://cdn.honey.io,,,272582,cdn.honey.io,443,tls13,TLS_AES_128_GCM_SHA256,2022-09-15T00:00:00Z,"CN=honey.io, O=PayPal\, Inc., L=San Jose, ST=California, C=US",honey.io,"PayPal, Inc.","CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,ctls,cdn.honey.io,443,https://cdn.honey.io:443,https,UploadServer,GET,130.211.30.54,HTTP/3,1,application/xml,True
https://cdn.jsdelivr.net,"jsDelivr - A free, fast, and reliable CDN for JS and open source",,44736,www.jsdelivr.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-02-18T00:00:00Z,CN=jsdelivr.com,jsdelivr.com,,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ctls,www.jsdelivr.com,443,https://cdn.jsdelivr.net:443,https,nginx,GET,151.101.1.229,Nginx,55,text/html,True
https://cdn.pdst.fm,,,11485,cdn.pdst.fm,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-28T17:13:22Z,CN=cdn.pdst.fm,cdn.pdst.fm,,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,ctls,cdn.pdst.fm,443,https://cdn.pdst.fm:443,https,UploadServer,GET,35.244.142.80,HTTP/3,1,application/xml,True
https://cdnjs.cloudflare.com,cdnjs.cloudflare.com,,8867,cdnjs.cloudflare.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-08-03T00:00:00Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,cdnjs.cloudflare.com,443,https://cdnjs.cloudflare.com:443,https,cloudflare,GET,104.17.24.14,HTTP/3,169,text/html,True
https://celtraidentity.com,,,47,celtraidentity.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-27T00:00:00Z,CN=celtraidentity.com,celtraidentity.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,celtraidentity.com,443,https://celtraidentity.com:443,https,,GET,44.196.103.47,Node.js,1,application/json,
https://clientstream.launchdarkly.com,,,,clientstream.launchdarkly.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,CN=clientstream.launchdarkly.com,clientstream.launchdarkly.com,,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,clientstream.launchdarkly.com,443,https://clientstream.launchdarkly.com:443,https,,GET,3.33.235.18,,1,,
https://cm.everesttech.net,HTTP Status 404 – Not Found,,796,cm.everesttech.net,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-13T00:00:00Z,CN=*.tmogul.com,*.tmogul.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,cm.everesttech.net,443,https://cm.everesttech.net:443,https,AMO-cookiemap/1.1,GET,54.72.191.118,,1,text/html,
https://cm.g.doubleclick.net,Enterprise Advertising & Analytics Solutions - Google Marketing Platform,,128610,marketingplatform.google.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T08:16:32Z,CN=*.google.com,*.google.com,,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ctls,marketingplatform.google.com,443,https://cm.g.doubleclick.net:443,https,sffe,GET,142.250.186.66,HTTP/3,2179,text/html,
https://connect.facebook.net,Facebook - log in or sign up,,62568,www.facebook.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-15T00:00:00Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,"Meta Platforms, Inc.","CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,ctls,www.facebook.com,443,https://connect.facebook.net:443,https,,GET,157.240.253.1,HTTP/3,29,text/html,
https://ct.pinterest.com,,,,ct.pinterest.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-08-01T00:00:00Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,ct.pinterest.com,443,https://ct.pinterest.com:443,https,,GET,104.75.88.209,HSTS,1,,
https://d.btttag.com,,,,d.btttag.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-05-03T00:00:00Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,d.btttag.com,443,https://d.btttag.com:443,https,cloudflare,GET,172.67.37.210,HSTS,1,text/html,True
https://d28m5bx785ox17.cloudfront.net,,,,d28m5bx785ox17.cloudfront.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-12-08T00:00:00Z,CN=*.cloudfront.net,*.cloudfront.net,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,d28m5bx785ox17.cloudfront.net,443,https://d28m5bx785ox17.cloudfront.net:443,https,Finatra,GET,52.222.206.120,Amazon Web Services,1,,True
https://d2i1u3dt4wjv23.cloudfront.net,,,243,d2i1u3dt4wjv23.cloudfront.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-12-08T00:00:00Z,CN=*.cloudfront.net,*.cloudfront.net,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,d2i1u3dt4wjv23.cloudfront.net,443,https://d2i1u3dt4wjv23.cloudfront.net:443,https,AmazonS3,GET,18.66.107.53,Amazon Web Services,2,application/xml,True
https://di.rlcdn.com,,,19,di.rlcdn.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,CN=*.rlcdn.com,*.rlcdn.com,,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ctls,di.rlcdn.com,443,https://di.rlcdn.com:443,https,,GET,35.244.174.68,HTTP/3,2,text/plain,True
https://events.launchdarkly.com,,,,events.launchdarkly.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,CN=events.launchdarkly.com,events.launchdarkly.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,events.launchdarkly.com,443,https://events.launchdarkly.com:443,https,,GET,54.208.14.64,HSTS,1,application/json,
https://flex.cybersource.com,,,42,flex.cybersource.com,443,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2023-02-18T00:00:00Z,"CN=flex.cybersource.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",flex.cybersource.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,flex.cybersource.com,443,https://flex.cybersource.com:443,https,cloudflare,GET,104.18.250.34,HSTS,1,application/json,True
https://fonts.googleapis.com,Error 404 (Not Found)!!1,,1607,fonts.googleapis.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T08:25:28Z,CN=upload.video.google.com,upload.video.google.com,,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ctls,fonts.googleapis.com,443,https://fonts.googleapis.com:443,https,ESF,GET,142.250.186.138,HTTP/3,1,text/html,
https://fonts.gstatic.com,Error 404 (Not Found)!!1,,1561,fonts.gstatic.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T08:25:28Z,CN=*.gstatic.com,*.gstatic.com,,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ctls,fonts.gstatic.com,443,https://fonts.gstatic.com:443,https,sffe,GET,142.250.186.67,HTTP/3,12,text/html,
https://functions62d2bb65.azurewebsites.net,Your Azure Function App is up and running.,,149517,functions62d2bb65.azurewebsites.net,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-10T03:05:55Z,"CN=*.azurewebsites.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.azurewebsites.net,Microsoft Corporation,"CN=Microsoft Azure TLS Issuing CA 02, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 02,Microsoft Corporation,ctls,functions62d2bb65.azurewebsites.net,443,https://functions62d2bb65.azurewebsites.net:443,https,Microsoft-IIS/10.0,GET,20.42.128.97,Windows Server,293,text/html,True
https://geolocation.onetrust.com,Trust Intelligence Cloud Solutions | OneTrust,,150244,www.onetrust.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-26T00:00:00Z,"CN=onetrust.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",onetrust.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.onetrust.com,443,https://geolocation.onetrust.com:443,https,cloudflare,GET,172.64.144.98,Java,2430,text/html,True
https://googleads.g.doubleclick.net,Enterprise Advertising & Analytics Solutions - Google Marketing Platform,,128610,marketingplatform.google.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T08:16:32Z,CN=*.google.com,*.google.com,,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ctls,marketingplatform.google.com,443,https://googleads.g.doubleclick.net:443,https,sffe,GET,142.250.185.162,HTTP/3,2179,text/html,
https://graphql.contentful.com,GraphQL Content API | Contentful,,369809,www.contentful.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T17:30:12Z,CN=contentful.com,contentful.com,,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,www.contentful.com,443,https://graphql.contentful.com:443,https,Netlify,GET,146.75.118.49,React,2485,text/html,True
https://h.online-metrix.net,,,11,h.online-metrix.net,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-09T14:47:15Z,"C=US, ST=Georgia, L=Alpharetta, O=LexisNexis Risk Solutions FL Inc., CN=h.online-metrix.net",h.online-metrix.net,LexisNexis Risk Solutions FL Inc.,"emailAddress=ca@trustwave.com, CN=Trustwave Organization Validation SHA256 CA\, Level 1, O=Trustwave Holdings\, Inc., L=Chicago, ST=Illinois, C=US, emailAddress=ca@trustwave.com","Trustwave Organization Validation SHA256 CA, Level 1","Trustwave Holdings, Inc.",ctls,h.online-metrix.net,443,https://h.online-metrix.net:443,https,Apache,GET,91.235.132.130,HSTS,1,text/html,
https://js.afterpay.com,,,243,js.afterpay.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-28T00:00:00Z,"CN=afterpay.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",afterpay.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,js.afterpay.com,443,https://js.afterpay.com:443,https,cloudflare,GET,104.17.93.79,HSTS,2,application/xml,True
