input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,final_url,tech_,tls_wildcard_certificate,cdn_name,cdn,tls_mismatched,tls_expired,tls_self_signed,location
lyncdiscover.ema.europa.eu,,200,362,lyncdiscover.ema.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,ctls,lyncdiscover.ema.europa.eu,443,https://lyncdiscover.ema.europa.eu:443,https,,application/json,GET,52.112.196.45,/,1712675567,2603:1027:0:48::21,1,False,,,Azure,True,,,True,,,
lyncdiscover.enisa.europa.eu,,200,365,lyncdiscover.enisa.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-13T12:04:18Z,2024-01-14T12:04:17Z,CN=*.enisa.europa.eu,*.enisa.europa.eu,,enisa.europa.eu,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,bab7126ee924b5e0ab77e84450643b1e,c608c77b283a9815ef1fc4a353766a7f5fae6048606fa0908bbdc281dd6a478b,ctls,lyncdiscover.enisa.europa.eu,443,https://lyncdiscover.enisa.europa.eu:443,https,,application/json,GET,139.91.222.49,/,-335672651,139.91.222.49,1,False,,,Azure,True,,,,,,
lyncdiscover.era.europa.eu,,200,362,lyncdiscover.era.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,ctls,lyncdiscover.era.europa.eu,443,https://lyncdiscover.era.europa.eu:443,https,,application/json,GET,52.112.193.16,/,-1682841565,2603:1027:0:48::21,1,False,,,Azure,True,,,True,,,
lyncdiscover.eurofound.europa.eu,,200,374,lyncdiscover.eurofound.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,ctls,lyncdiscover.eurofound.europa.eu,443,https://lyncdiscover.eurofound.europa.eu:443,https,,application/json,GET,52.112.193.16,/,-1894671638,2603:1027:0:48::21,1,False,,,Azure,True,,,True,,,
lyncdiscover.euspa.europa.eu,,200,344,lyncdiscover.euspa.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-18T09:37:49Z,2023-06-19T09:37:48Z,CN=*.euspa.europa.eu,*.euspa.europa.eu,,euspa.europa.eu,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,cb8b6749e2caba3682fa96820dc5c435,5dfeb51aeca6d4b27af0afe6c7b49c9f22397e0d2d3046bd3745bb673b25f3ad,ctls,lyncdiscover.euspa.europa.eu,443,https://lyncdiscover.euspa.europa.eu:443,https,,application/json,GET,195.144.96.143,/,-1025580346,195.144.96.143,1,False,,,Azure,True,,,,,,
lyncdiscover.ext.ema.europa.eu,,200,370,lyncdiscover.ext.ema.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,ctls,lyncdiscover.ext.ema.europa.eu,443,https://lyncdiscover.ext.ema.europa.eu:443,https,,application/json,GET,52.112.196.45,/,911530685,2603:1027:0:48::21,1,False,,,Azure,True,,,True,,,
lyncdiscover.f4e.europa.eu,,200,362,lyncdiscover.f4e.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,ctls,lyncdiscover.f4e.europa.eu,443,https://lyncdiscover.f4e.europa.eu:443,https,,application/json,GET,52.112.196.45,/,-2013095645,2603:1027:0:48::21,1,False,,,Azure,True,,,True,,,
lyncdiscover.fra.europa.eu,,200,363,lyncdiscover.fra.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,ctls,lyncdiscover.fra.europa.eu,443,https://lyncdiscover.fra.europa.eu:443,https,,application/json,GET,52.112.192.142,/,-1653519242,2603:1027:0:48::21,1,False,,,Azure,True,,,True,,,
lyncdiscover.osha.europa.eu,,200,364,lyncdiscover.osha.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,ctls,lyncdiscover.osha.europa.eu,443,https://lyncdiscover.osha.europa.eu:443,https,,application/json,GET,52.112.196.45,/,-970996587,2603:1027::e,1,False,,,Azure,True,,,True,,,
lyncdiscover.yumacc.tech.ec.europa.eu,,200,410,lyncdiscover.yumacc.tech.ec.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-13T08:46:04Z,2024-05-14T08:46:03Z,"CN=join.uccacc.tech.ec.europa.eu, O=European Commission, L=Brussels, ST=Brussels-Capital Region, C=BE",join.uccacc.tech.ec.europa.eu,European Commission,lyncdiscover.ext.acc.tech.ec.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,94f18df775d31b3ad40bc509bf1cd13c,9097fbf86647892abbe7548e607defd68714e682586238efe95ccfbb23ea658b,ctls,lyncdiscover.yumacc.tech.ec.europa.eu,443,https://lyncdiscover.yumacc.tech.ec.europa.eu:443,https,Europa,application/json,GET,147.67.35.47,/,-1149861146,147.67.211.47,1,False,,,,,,,,,,
lyncdiscover.yumprd.tech.ec.europa.eu,,200,401,lyncdiscover.yumprd.tech.ec.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-18T10:52:02Z,2023-12-09T11:46:05Z,"CN=join.ucc.tech.ec.europa.eu, O=European Commission, L=Brussels, ST=Brussels-Capital Region, C=BE",join.ucc.tech.ec.europa.eu,European Commission,webappsext07.ucc.tech.ec.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,4f1d73846133139de1e2c90429a07f10,fa22499675f37c1efc455ee95e60454f984b5fa7ceccaa7f92c722e7b2b93379,ctls,lyncdiscover.yumprd.tech.ec.europa.eu,443,https://lyncdiscover.yumprd.tech.ec.europa.eu:443,https,Europa,application/json,GET,147.67.35.60,/,-137329088,147.67.211.60,1,False,,,,,,,,,,
madb.europa.eu,Welcome to Access2Markets to Market Access Database users | Access2Markets,200,218542,trade.ec.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-05-31T12:31:07Z,2023-07-02T12:31:06Z,"CN=*.ec.europa.eu, O=European Commission, L=Brussels, ST=Brussels-Capital Region, C=BE",*.ec.europa.eu,European Commission,ec.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,f651b96da429c16f3ac23102facca952,c8b068586b6b4aae31abf213ea7c815e55988ac2010f3c94496884c6c2181114,ctls,trade.ec.europa.eu,443,https://madb.europa.eu:443,https,Europa,text/html,GET,147.67.34.55,/,-2119753380,2a01:7080:14:100::666:55,9701,False,,https://trade.ec.europa.eu/access-to-markets/en/content/welcome-access2markets-market-access-database-users,Java,True,,,,,,
mail.cepol.europa.eu,Outlook,200,27983,mail.cepol.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-04-20T00:00:00Z,2023-05-21T23:59:59Z,"CN=*.cepol.europa.eu, O=European Union Agency for Law Enforcement Training (CEPOL), L=Budapest, C=HU",*.cepol.europa.eu,European Union Agency for Law Enforcement Training (CEPOL),cepol.europa.eu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,18d649146fedde9bf771bdf95361ae6a,7149abce89e46e6425625453c3088f7413170524c921f09c2b76283db54ff31e,ctls,mail.cepol.europa.eu,443,https://mail.cepol.europa.eu:443,https,Microsoft-IIS/10.0,text/html,GET,193.68.54.229,/,,193.68.54.229,1232,False,,https://mail.cepol.europa.eu/owa/auth/logon.aspx?url=https%3a%2f%2fmail.cepol.europa.eu%2fowa&reason=0,Windows Server,True,,,,,,
mail.easo.europa.eu,Error,200,19927,sts-in.euaa.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-27T11:19:25Z,2023-07-27T11:29:00Z,"CN=sts-in.euaa.europa.eu, O=European Union Agency for Asylum, L=Valletta, ST=Valletta, C=MT",sts-in.euaa.europa.eu,European Union Agency for Asylum,sts-out.euaa.europa.eu,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,40e56af4ccf78570729d7018f0017d48,a9f92059f25f064b6d1502e24033c3a9b03dac0109e63c23245196073972f65f,ctls,sts-in.euaa.europa.eu,443,https://mail.easo.europa.eu:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,185.179.102.32,/,1495329060,185.179.102.32,512,False,,https://sts-in.euaa.europa.eu/adfs/ls/?wa=wsignin1.0&wtrealm=https%3a%2f%2fmail.easo.europa.eu%2fowa%2f&wctx=rm%3d0%26id%3dpassive%26ru%3d%252fowa%252f&wct=2023-05-12T20%3a08%3a49Z,Microsoft HTTPAPI:2.0,,,,,,,
mail.enisa.europa.eu,The URL you requested has been blocked,500,38656,mail.enisa.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-03T08:10:17Z,2023-12-05T08:10:16Z,CN=enisa.europa.eu,enisa.europa.eu,,autodiscover.enisa.europa.eu,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,f17718ae2bf16879a5467fa96948a8e3,09ba3e162f6ea5ce7df11fdfb417227e7b8ee424ffbf27c89c958717f13fd65e,ctls,mail.enisa.europa.eu,443,https://mail.enisa.europa.eu:443,https,,text/html,GET,139.91.222.19,/,1078777604,139.91.222.19,1,False,,https://mail.enisa.europa.eu/owa/,,,,,,,,
mail.era.europa.eu,BIG-IP logout page,200,5192,mail.era.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-29T00:00:00Z,2023-07-06T23:59:59Z,"CN=*.era.europa.eu, O=European Union Agency for Railways, L=Valenciennes, C=FR",*.era.europa.eu,European Union Agency for Railways,era.europa.eu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2c428024b93212269efbcb3717d77506,bcef4e29da4210e49cd0196a0f8430405b1f500599945275eec96bb49201ed6d,ctls,mail.era.europa.eu,443,https://mail.era.europa.eu:443,https,BigIP,text/html,GET,195.27.171.14,/,878647854,195.27.171.14,131,False,,https://mail.era.europa.eu/my.logout.php3?errorcode=19,F5 BigIP,True,,,,,,
mail.euaa.europa.eu,Home Realm Discovery,200,24456,sts-in.euaa.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-27T11:19:25Z,2023-07-27T11:29:00Z,"CN=sts-in.euaa.europa.eu, O=European Union Agency for Asylum, L=Valletta, ST=Valletta, C=MT",sts-in.euaa.europa.eu,European Union Agency for Asylum,sts-out.euaa.europa.eu,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,40e56af4ccf78570729d7018f0017d48,a9f92059f25f064b6d1502e24033c3a9b03dac0109e63c23245196073972f65f,ctls,sts-in.euaa.europa.eu,443,https://mail.euaa.europa.eu:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,185.179.102.32,/,-1125437154,185.179.102.32,481,False,,https://sts-in.euaa.europa.eu/adfs/ls/?wa=wsignin1.0&wtrealm=https%3a%2f%2fmail.euaa.europa.eu%2fowa%2f&wctx=rm%3d0%26id%3dpassive%26ru%3d%252fowa%252f&wct=2023-05-12T20%3a08%3a49Z,Microsoft HTTPAPI:2.0,,,,,,,
mail.gsa.europa.eu,,302,,mail.euspa.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-18T09:37:49Z,2023-06-19T09:37:48Z,CN=*.euspa.europa.eu,*.euspa.europa.eu,,euspa.europa.eu,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,cb8b6749e2caba3682fa96820dc5c435,5dfeb51aeca6d4b27af0afe6c7b49c9f22397e0d2d3046bd3745bb673b25f3ad,ctls,mail.euspa.europa.eu,443,https://mail.gsa.europa.eu:443,https,,,GET,62.209.199.131,/,878647854,62.209.199.131,1,False,,https://mail.euspa.europa.eu/my.policy,HSTS,True,,,,,,/my.logout.php3?errorcode=19
mail1.easo.europa.eu,Error,200,19929,sts-in.euaa.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-27T11:19:25Z,2023-07-27T11:29:00Z,"CN=sts-in.euaa.europa.eu, O=European Union Agency for Asylum, L=Valletta, ST=Valletta, C=MT",sts-in.euaa.europa.eu,European Union Agency for Asylum,sts-out.euaa.europa.eu,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,40e56af4ccf78570729d7018f0017d48,a9f92059f25f064b6d1502e24033c3a9b03dac0109e63c23245196073972f65f,ctls,sts-in.euaa.europa.eu,443,https://mail1.easo.europa.eu:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,185.179.102.32,/,189963532,185.179.102.32,512,False,,https://sts-in.euaa.europa.eu/adfs/ls/?wa=wsignin1.0&wtrealm=https%3a%2f%2fmail1.easo.europa.eu%2fowa%2f&wctx=rm%3d0%26id%3dpassive%26ru%3d%252fowa%252f&wct=2023-05-12T20%3a08%3a49Z,Microsoft HTTPAPI:2.0,,,,,,,
mail1.ted.europa.eu,Place of performance (Map) - TED Tenders Electronic Daily,200,35681,mail1.ted.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-08T11:21:04Z,2024-01-09T11:21:03Z,"CN=ted.europa.eu, O=Publications Office of the European Union, L=Luxembourg, ST=Luxembourg, C=LU",ted.europa.eu,Publications Office of the European Union,mail2.ted.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,6b081dde78ea3ba77409a9c0bab33ba2,5a623830eb7a47ea016395606220409581e808b6eb0b8b7cfcbb4847d0f0c6b7,ctls,mail1.ted.europa.eu,443,https://mail1.ted.europa.eu:443,https,Apache,text/html,GET,163.172.121.191,/,-1143517682,163.172.121.191,1875,False,,https://mail1.ted.europa.eu/TED/browse/browseByMap.do,Java,,,,,,,
mail2.easo.europa.eu,Error,200,19929,sts-in.euaa.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-27T11:19:25Z,2023-07-27T11:29:00Z,"CN=sts-in.euaa.europa.eu, O=European Union Agency for Asylum, L=Valletta, ST=Valletta, C=MT",sts-in.euaa.europa.eu,European Union Agency for Asylum,sts-out.euaa.europa.eu,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,40e56af4ccf78570729d7018f0017d48,a9f92059f25f064b6d1502e24033c3a9b03dac0109e63c23245196073972f65f,ctls,sts-in.euaa.europa.eu,443,https://mail2.easo.europa.eu:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,194.112.115.87,/,-1886433456,194.112.115.87,512,False,,https://sts-in.euaa.europa.eu/adfs/ls/?wa=wsignin1.0&wtrealm=https%3a%2f%2fmail2.easo.europa.eu%2fowa%2f&wctx=rm%3d0%26id%3dpassive%26ru%3d%252fowa%252f&wct=2023-05-12T20%3a08%3a49Z,Microsoft HTTPAPI:2.0,,,,,,,
mail2.euaa.europa.eu,Error,200,19929,sts-in.euaa.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-27T11:19:25Z,2023-07-27T11:29:00Z,"CN=sts-in.euaa.europa.eu, O=European Union Agency for Asylum, L=Valletta, ST=Valletta, C=MT",sts-in.euaa.europa.eu,European Union Agency for Asylum,sts-out.euaa.europa.eu,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,40e56af4ccf78570729d7018f0017d48,a9f92059f25f064b6d1502e24033c3a9b03dac0109e63c23245196073972f65f,ctls,sts-in.euaa.europa.eu,443,https://mail2.euaa.europa.eu:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,194.112.115.87,/,-987767208,194.112.115.87,512,False,,https://sts-in.euaa.europa.eu/adfs/ls/?wa=wsignin1.0&wtrealm=https%3a%2f%2fmail2.euaa.europa.eu%2fowa%2f&wctx=rm%3d0%26id%3dpassive%26ru%3d%252fowa%252f&wct=2023-05-12T20%3a08%3a49Z,Microsoft HTTPAPI:2.0,,,,,,,
mail2.ted.europa.eu,Place of performance (Map) - TED Tenders Electronic Daily,200,35681,mail2.ted.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-08T11:21:04Z,2024-01-09T11:21:03Z,"CN=ted.europa.eu, O=Publications Office of the European Union, L=Luxembourg, ST=Luxembourg, C=LU",ted.europa.eu,Publications Office of the European Union,mail2.ted.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,6b081dde78ea3ba77409a9c0bab33ba2,5a623830eb7a47ea016395606220409581e808b6eb0b8b7cfcbb4847d0f0c6b7,ctls,mail2.ted.europa.eu,443,https://mail2.ted.europa.eu:443,https,Apache,text/html,GET,163.172.122.248,/,-1143517682,163.172.122.248,1875,False,,https://mail2.ted.europa.eu/TED/browse/browseByMap.do,Java,,,,,,,
mailing.euipo.europa.eu,,400,51,,,,,,,,,,,,,,,,,,,80,http://mailing.euipo.europa.eu:80,http,nginx,text/html,GET,188.114.82.94,/,-896608700,188.114.82.94,1,False,,,Nginx,,,,,,,
maintenance.echa.europa.eu,Untitled Document,200,1420,,,,,,,,,,,,,,,,,,,80,http://maintenance.echa.europa.eu:80,http,,,GET,194.187.232.150,/,106783889,194.187.232.150,30,False,,,,,,,,,,
maintenance.eda.europa.eu,Coming Back Soon,200,3247,maintenance.eda.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-20T10:26:00Z,2024-04-14T10:26:00Z,"CN=*.azureedge.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.azureedge.net,Microsoft Corporation,*.streaming.mediaservices.windows.net,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,1cf60e102bec7fce7f39e618a6491cd9,f3b7f233a835735a9539a9fe92a3fdfb197264097ea4a61575badffa784239c1,ctls,maintenance.eda.europa.eu,443,https://maintenance.eda.europa.eu:443,https,,text/html,GET,13.107.238.45,/,-2063738510,2620:1ec:48:1::45,112,False,,,Azure Front Door,True,,,True,,,
maintenance.ema.europa.eu,,500,59,maintenance.ema.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-05T00:00:00Z,2023-12-10T23:59:59Z,"CN=eudralink.ema.europa.eu, O=European Medicines Agency, L=Amsterdam, ST=Noord-Holland, C=NL",eudralink.ema.europa.eu,European Medicines Agency,eudralink.ema.europa.eu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,08a450e11779e92ad9643bd888da4acb,be4c72868e18701abca95950b226161d877181778f5ad4782f9e492b32d5fddd,ctls,maintenance.ema.europa.eu,443,https://maintenance.ema.europa.eu:443,https,,text/html,GET,195.144.18.87,/,-1553538376,195.144.18.87,1,False,,,,,,,True,,,
maps.eea.europa.eu,,403,58,maps.eea.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-10T00:00:00Z,2023-06-10T23:59:59Z,CN=*.eea.europa.eu,*.eea.europa.eu,,eea.europa.eu,"CN=GoGetSSL RSA DV CA, O=GoGetSSL, L=Riga, C=LV",GoGetSSL RSA DV CA,GoGetSSL,cbc1099008d7762763a757eeab8f0ee1,d9e89c62ad116d2a791f1520855e7f0384d23dc7d6b57711979b77ef68aebf43,ctls,maps.eea.europa.eu,443,https://maps.eea.europa.eu:443,https,Microsoft-IIS/10.0,text/html,GET,104.45.14.249,/,-20275242,104.45.14.249,1,False,,,Windows Server,True,azure,True,,,,
matomo.devel4cph.eea.europa.eu,Matomo › Error,500,1891,matomo.devel4cph.eea.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-10T12:08:33Z,2023-08-08T12:08:32Z,CN=alec-energy.devel4cph.eea.europa.eu,alec-energy.devel4cph.eea.europa.eu,,webscore.garie.devel4cph.eea.europa.eu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3982fa2a901dad3b566a012086670184,26d80ae9d5307f2afdee8b6d1437146b842577e79ba78e98c7f0ec45793a4163,ctls,matomo.devel4cph.eea.europa.eu,443,https://matomo.devel4cph.eea.europa.eu:443,https,Apache,text/html,GET,87.54.7.180,/,-1840324437,87.54.7.180,42,False,,,HSTS,,,,,,,
matomo.eea.europa.eu,Sign in - Matomo,200,165726,matomo.eea.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-10T00:00:00Z,2023-06-10T23:59:59Z,CN=*.eea.europa.eu,*.eea.europa.eu,,eea.europa.eu,"CN=GoGetSSL RSA DV CA, O=GoGetSSL, L=Riga, C=LV",GoGetSSL RSA DV CA,GoGetSSL,cbc1099008d7762763a757eeab8f0ee1,d9e89c62ad116d2a791f1520855e7f0384d23dc7d6b57711979b77ef68aebf43,ctls,matomo.eea.europa.eu,443,https://matomo.eea.europa.eu:443,https,Apache,text/html,GET,87.54.7.179,/,-1840324437,87.54.7.179,289,False,,,Matomo Analytics,True,,,,,,
matomo.efca.europa.eu,Matomo › Error,500,1720,matomo.efca.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-02-03T00:00:00Z,2023-02-03T23:59:59Z,"CN=*.efca.europa.eu, O=European Fisheries Control Agency, L=Vigo, ST=Pontevedra, C=ES",*.efca.europa.eu,European Fisheries Control Agency,efca.europa.eu,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,f153d5110cc8718fc41c278bf0456da9,e28b090d9b0fd7c5464a6d4c3bdc237e519d7fe5974c54d53b36917d93444cef,ctls,matomo.efca.europa.eu,443,https://matomo.efca.europa.eu:443,https,Apache/2.4.6 (CentOS) OpenSSL/1.0.2k-fips PHP/7.4.30,text/html,GET,185.209.100.45,/,-1840324437,185.209.100.45,39,False,,,PHP:7.4.30,True,,,,True,,
matrix-identity.dev2aws.eea.europa.eu,,503,108,matrix-identity.dev2aws.eea.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-17T08:07:31Z,2023-05-18T08:07:30Z,CN=riot.dev2aws.eea.europa.eu,riot.dev2aws.eea.europa.eu,,zotya.dev2aws.eea.europa.eu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,47c0062b82c2a8273f8e6cfe155a403b,d1dc90703a1458d1b54907e0f9f613147513627c190bd684057009651f77166f,ctls,matrix-identity.dev2aws.eea.europa.eu,443,https://matrix-identity.dev2aws.eea.europa.eu:443,https,,text/html,GET,52.211.199.223,/,1960059964,52.211.199.223,5,False,,,,,,,,,,
