input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,webserver,final_url,tech_,cdn_name,cdn,tls_self_signed,tls_expired,location
hivoice-a-drcn.emui.hicloud.com,Error,403,544,AS23724,"CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation",CN,49.4.32.0/20,hivoice-a-drcn.emui.hicloud.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,,2022-08-09T01:52:10Z,2023-09-10T01:52:09Z,"CN=emui.hicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",emui.hicloud.com,"Huawei Software Technologies Co., Ltd.",*.emui.dbankcloud.ru,"CN=GlobalSign Organization Validation CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE",GlobalSign Organization Validation CA - SHA256 - G2,GlobalSign nv-sa,32d2f4019fc1edc3026286334f9051cd,2459e3d68ef7c861a20f3b2c9f7791dfd1e192b9195ef2bfbc851799f4ae4d98,True,ctls,hivoice-a-drcn.emui.hicloud.com,443,https://hivoice-a-drcn.emui.hicloud.com:443,https,text/html,GET,49.4.36.238,/,-677019278,49.4.19.155,20,False,,elb,,,,,,,
hivoice-b-drcn.emui.hicloud.com,Error,403,544,AS23724,"CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation",CN,49.4.32.0/20,hivoice-b-drcn.emui.hicloud.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,,2022-08-09T01:52:10Z,2023-09-10T01:52:09Z,"CN=emui.hicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",emui.hicloud.com,"Huawei Software Technologies Co., Ltd.",*.emui.dbankcloud.ru,"CN=GlobalSign Organization Validation CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE",GlobalSign Organization Validation CA - SHA256 - G2,GlobalSign nv-sa,32d2f4019fc1edc3026286334f9051cd,2459e3d68ef7c861a20f3b2c9f7791dfd1e192b9195ef2bfbc851799f4ae4d98,True,ctls,hivoice-b-drcn.emui.hicloud.com,443,https://hivoice-b-drcn.emui.hicloud.com:443,https,text/html,GET,49.4.45.43,/,-677019278,49.4.20.20,20,False,,elb,,,,,,,
hivoice-bot-drcn.emui.hicloud.com,Error,403,544,AS55990,HWCSNET Huawei Cloud Service data center,CN,49.4.0.0/19,hivoice-bot-drcn.emui.hicloud.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,,2022-08-09T01:52:10Z,2023-09-10T01:52:09Z,"CN=emui.hicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",emui.hicloud.com,"Huawei Software Technologies Co., Ltd.",*.emui.dbankcloud.ru,"CN=GlobalSign Organization Validation CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE",GlobalSign Organization Validation CA - SHA256 - G2,GlobalSign nv-sa,32d2f4019fc1edc3026286334f9051cd,2459e3d68ef7c861a20f3b2c9f7791dfd1e192b9195ef2bfbc851799f4ae4d98,True,ctls,hivoice-bot-drcn.emui.hicloud.com,443,https://hivoice-bot-drcn.emui.hicloud.com:443,https,text/html,GET,49.4.20.27,/,-677019278,49.4.38.12,20,False,,elb,,,,,,,
hivoice.hicloud.com,404 Not Found,404,147,AS23724,"CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation",CN,49.4.32.0/20,hivoice.hicloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-08-15T03:16:03Z,2023-09-16T03:16:02Z,"CN=smarthome.hicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",smarthome.hicloud.com,"Huawei Software Technologies Co., Ltd.",*.things.dbankcloud.ru,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,5562afc9d0407353fdc02279698156e1,d02646e2b6baf28865e7cb689ecf6749c5b9062bedbe554f65d81325e3b3ca4f,True,ctls,hivoice.hicloud.com,443,https://hivoice.hicloud.com:443,https,text/html,GET,49.4.38.20,/,-1888346270,49.4.20.135,2,False,,elb,,,,,,,
hk.deveco.huawei.com,访问被拦截！,418,3301,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,159.138.64.0/22,hk.deveco.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-28T09:17:23Z,2023-09-28T09:17:23Z,"CN=*.deveco.huawei.com, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",*.deveco.huawei.com,"Huawei Technologies Co., Ltd",*.deveco.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,259bc3dbd6b1c9ee6f1c080af90dd28f,db5ea6ac25e71e8ba9afebdad9be7fb9779c5c41fbd54b743e2de3bd1ccf89fa,True,ctls,hk.deveco.huawei.com,80,http://hk.deveco.huawei.com:80,http,text/html,GET,159.138.14.223,/,1217262660,159.138.14.228,2,False,,CloudWAF,https://hk.deveco.huawei.com/,,,,,,
home.esm.huaweicloud.com,,200,335,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,home.esm.huaweicloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-08T00:00:00Z,2024-04-08T23:59:59Z,"CN=home.esm.huaweicloud.com, O=华为云计算技术有限公司, ST=贵州省, C=CN",home.esm.huaweicloud.com,华为云计算技术有限公司,home.esm.huaweicloud.cn,"CN=Secure Site Pro CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site Pro CA G2,DigiCert Inc,20289e724eb76bd3df348d7c7711d6d2,49e23668c27c03b2cb51299767b1a4d97d28f55a5852b11ebaf2aefcbd83b3b1,,ctls,home.esm.huaweicloud.com,443,https://home.esm.huaweicloud.com:443,https,text/html,GET,116.205.166.36,/,30668879,116.205.166.36,1,False,https:,elb,,HSTS,,,,,
homevision-drcn.things.hicloud.com,403 Forbidden,403,150,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,homevision-drcn.things.hicloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-06-27T03:20:23Z,2023-07-29T03:20:22Z,"CN=homevision-drcn.things.hicloud.com, O=Huawei Software Technologies Co.\, Ltd., OU=Cloud Platform CNDR Dept, L=Nanjing, ST=Jiangsu, C=CN",homevision-drcn.things.hicloud.com,"Huawei Software Technologies Co., Ltd.",homevision.cp18.ott.cibntv.net,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,21b600eecabf79b1e3f5b7a3be6ac02c,b34a245654a29867586eeecadd8516800d202d871db312ea1c048efe6d90f2f4,,ctls,homevision-drcn.things.hicloud.com,443,https://homevision-drcn.things.hicloud.com:443,https,text/html,GET,118.194.33.37,/,29599957,49.4.33.122,8,False,,,,,,,,,
horiz.huawei.com,鸿源云道,200,9350,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,horiz.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2021-09-22T09:10:38Z,2022-09-22T09:10:38Z,"CN=*.huawei.com, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",*.huawei.com,"Huawei Technologies Co., Ltd",*.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,9f70386a670e9d8671ab4291131d2625,7e0e605c4e0794c62d50d5c72d10a99a0cc7f3b3613e62f06dd4046246153c46,True,ctls,horiz.huawei.com,443,https://horiz.huawei.com:443,https,text/html,GET,121.36.20.148,/,1728706278,121.36.20.148,304,False,,PAAS-WEB,,,,,,True,
hoss-eu.consumer.huawei.com,,200,1724,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,14.137.154.0/24,hoss-eu.consumer.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-31T08:59:52Z,2024-02-23T02:57:52Z,"CN=*.consumer.huawei.com, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",*.consumer.huawei.com,"Huawei Technologies Co., Ltd",*.consumer.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,81be61df94b1e44a43c0cb0ae67556c8,598a3601e9feb70f503c4734b28062b4f1ff102cb47e29e12d0564f9941e4952,True,ctls,hoss-eu.consumer.huawei.com,443,https://hoss-eu.consumer.huawei.com:443,https,text/html,GET,14.137.139.38,/,-927972220,14.137.139.38,50,False,*.huawei.com,,,HSTS,,,,,
hoss-ru.consumer.huawei.com,,200,1724,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,159.138.220.0/23,hoss-ru.consumer.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-31T08:59:52Z,2024-02-23T02:57:52Z,"CN=*.consumer.huawei.com, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",*.consumer.huawei.com,"Huawei Technologies Co., Ltd",*.consumer.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,81be61df94b1e44a43c0cb0ae67556c8,598a3601e9feb70f503c4734b28062b4f1ff102cb47e29e12d0564f9941e4952,True,ctls,hoss-ru.consumer.huawei.com,443,https://hoss-ru.consumer.huawei.com:443,https,text/html,GET,159.138.218.220,/,-1509350935,159.138.218.220,50,False,*.huawei.ru,,,HSTS,,,,,
hoss-sg.consumer.huawei.com,,200,1724,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,hoss-sg.consumer.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-31T08:59:52Z,2024-02-23T02:57:52Z,"CN=*.consumer.huawei.com, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",*.consumer.huawei.com,"Huawei Technologies Co., Ltd",*.consumer.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,81be61df94b1e44a43c0cb0ae67556c8,598a3601e9feb70f503c4734b28062b4f1ff102cb47e29e12d0564f9941e4952,True,ctls,hoss-sg.consumer.huawei.com,80,http://hoss-sg.consumer.huawei.com:80,http,text/html,GET,119.8.179.110,/,1264741429,119.8.179.110,50,False,*.huawei.com,,https://hoss-sg.consumer.huawei.com/,HSTS,,,,,
htm.huawei.com,HTM - Huawei Transportation Management,200,330,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,14.137.154.0/24,htm.huawei.com,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,,2020-08-07T09:46:17Z,2021-06-13T02:47:17Z,"CN=htm.huawei.com, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",htm.huawei.com,"Huawei Technologies Co., Ltd",htmuk.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,e64523a68724a59df41717f1aa578ffe,2b8da22d1d9c335803bb699380b33e763654194dd1bb9fa388c66353d5b5b491,,ctls,htm.huawei.com,80,http://htm.huawei.com:80,http,text/html,GET,14.137.135.172,/,-1840324437,14.137.135.172,16,False,URL=/GC3/glog.webserver.util.FrameGC3Servlet,nginx,https://htm.huawei.com/,Nginx,,,,True,
htmuk.huawei.com,HTM - Huawei Transportation Management,200,330,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,14.137.154.0/24,htmuk.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-01-10T09:16:56Z,2023-01-10T09:16:56Z,"CN=*.huawei.com, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",*.huawei.com,"Huawei Technologies Co., Ltd",*.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,d91f49c1d083ab7c10f26808d39de4b4,5332e76febbf01011f0b0c63ff724bc0dcc3a5fa875f2018d0ae66b9f35ba781,True,ctls,htmuk.huawei.com,80,http://htmuk.huawei.com:80,http,text/html,GET,14.137.135.13,/,-1840324437,14.137.135.13,16,False,URL=/GC3/glog.webserver.util.FrameGC3Servlet,,https://htmuk.huawei.com/,,,,,True,
http://fastappjump-drcn.hispace.dbankcloud.cn,Error,403,544,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,,,80,http://fastappjump-drcn.hispace.dbankcloud.cn:80,http,text/html,GET,121.36.119.236,/,-677019278,49.4.38.252,20,False,,elb,,,,,,,
http://fastappjump-drcn.hispace.hicloud.com,Error,403,544,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,,,80,http://fastappjump-drcn.hispace.hicloud.com:80,http,text/html,GET,121.36.119.236,/,-677019278,49.4.38.252,20,False,,elb,,,,,,,
http://nsp-appgallery-cmsimg3az-drcn.obs.cn-north-2.myhuaweicloud.com,,403,263,AS55990,HWCSNET Huawei Cloud Service data center,CN,49.4.0.0/19,nsp-appgallery-cmsimg3az-drcn.obs.cn-north-2.myhuaweicloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-03-29T01:31:11Z,2024-04-29T01:31:10Z,"CN=obs.cn-north-2.myhuaweicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",obs.cn-north-2.myhuaweicloud.com,"Huawei Software Technologies Co., Ltd.",obs-private.myhuaweicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c8ece0f99ea1a5f2553541cc8e426f74,4fc4b5e8c859a207e2e4bde1f8e173bcf83e4a1f454e07b131e3e32e9ecb92b1,True,ctls,nsp-appgallery-cmsimg3az-drcn.obs.cn-north-2.myhuaweicloud.com,443,https://nsp-appgallery-cmsimg3az-drcn.obs.cn-north-2.myhuaweicloud.com:443,https,application/xml,GET,49.4.16.102,/,-549855887,49.4.16.70,1,False,,OBS,,Amazon Web Services,,,,,
huawei.apistore.huaweicloud.com,,404,157,AS55990,HWCSNET Huawei Cloud Service data center,CN,43.254.0.0/22,huawei.apistore.huaweicloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-07T01:26:02Z,2024-03-10T01:26:01Z,"CN=*.apistore.huaweicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",*.apistore.huaweicloud.com,"Huawei Software Technologies Co., Ltd.",apistore.huaweicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,8c567a0ce3980006c72bc204cb41cf56,0559e1b0829123b271ea6e62226780e5aa84ea4cb12ef731c9ad6058b192dbb2,True,ctls,huawei.apistore.huaweicloud.com,443,https://huawei.apistore.huaweicloud.com:443,https,application/json,GET,43.254.0.94,/,450640013,43.254.0.94,2,False,,api-gateway,,,,,,,
huaweicloud.com,共建智能世界云底座-华为云,200,411505,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.huaweicloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-22T03:06:13Z,2024-03-25T03:06:12Z,"CN=*.huaweicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",*.huaweicloud.com,"Huawei Software Technologies Co., Ltd.",huaweicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c5b218104e3eaf52148df35f3fa26f77,dc583d84c7c531a4ae2645fbf7d1ee9a9d49363fc95e13d38a261bcf00ae0bab,True,ctls,www.huaweicloud.com,443,https://huaweicloud.com:443,https,text/html,GET,117.78.12.122,/,1116814835,117.78.12.122,6744,False,,CloudWAF,https://www.huaweicloud.com/,,,,,,
huaweilink.huawei.com,403 Forbidden,403,552,AS4134,"CHINANET-BACKBONE No.31,Jin-rong Street",CN,222.189.66.0/24,,,,,,,,,,,,,,,,,,,,,80,http://huaweilink.huawei.com:80,http,text/html,GET,222.184.96.68,/,1863729039,222.184.96.68,14,False,,openresty,,OpenResty,,,,,
humanlike.apistore.huaweicloud.com,,404,157,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,humanlike.apistore.huaweicloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-07T01:26:02Z,2024-03-10T01:26:01Z,"CN=*.apistore.huaweicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",*.apistore.huaweicloud.com,"Huawei Software Technologies Co., Ltd.",apistore.huaweicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,8c567a0ce3980006c72bc204cb41cf56,0559e1b0829123b271ea6e62226780e5aa84ea4cb12ef731c9ad6058b192dbb2,True,ctls,humanlike.apistore.huaweicloud.com,443,https://humanlike.apistore.huaweicloud.com:443,https,application/json,GET,122.112.208.128,/,847274174,122.112.208.128,2,False,,api-gateway,,,,,,,
hwcloudpay.vmall.com,403 Forbidden,403,552,AS55990,HWCSNET Huawei Cloud Service data center,CN,49.4.64.0/19,hwcloudpay.vmall.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-10-12T01:21:02Z,2023-11-13T01:21:01Z,"CN=payment.huaweicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",payment.huaweicloud.com,"Huawei Software Technologies Co., Ltd.",payment.huaweicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,2f0622bdc8f611459f69849e38c62856,96a31fa5f0545dc0d6ca42dc15ef19221e31e45f0992f2780d73650635d68090,,ctls,hwcloudpay.vmall.com,443,https://hwcloudpay.vmall.com:443,https,text/html,GET,49.4.93.131,/,1114301902,49.4.93.131,14,False,,elb,,,,,,,
hwid-dra.platform.hicloud.com,,404,23,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,hwid-dra.platform.hicloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-09-15T03:26:02Z,2023-10-17T03:26:01Z,"CN=query5.hicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",query5.hicloud.com,"Huawei Software Technologies Co., Ltd.",*.dbankcloud.cn,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,66ee9a2b21fbc92687af5a22f3c390b0,6441d153235b7e4b1b74dcdaf4b706530acc50d9bf0392d228322e8ea75d7f6a,True,ctls,hwid-dra.platform.hicloud.com,443,https://hwid-dra.platform.hicloud.com:443,https,application/json,GET,108.138.17.47,/,631524574,108.138.17.80,1,False,,,,Amazon Web Services,cloudfront,True,,,
hwid-drcn.platform.hicloud.com,Error,502,544,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,hwid-drcn.platform.hicloud.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,True,2022-08-04T06:53:18Z,2023-09-05T06:53:17Z,"CN=gtm-drcn.platform.dbankcloud.cn, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",gtm-drcn.platform.dbankcloud.cn,"Huawei Software Technologies Co., Ltd.",*.dbank.com,"CN=GlobalSign Organization Validation CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE",GlobalSign Organization Validation CA - SHA256 - G2,GlobalSign nv-sa,101243299036fa9de228fe18ff1d632f,cfd1dbfda6cc66e132610e4e01f57532e037a8a654498411a9a6d43c1f1d3aff,True,ctls,hwid-drcn.platform.hicloud.com,443,https://hwid-drcn.platform.hicloud.com:443,https,text/html,GET,118.194.33.64,/,-677019278,2407:c080:1400:32:c517:b69d:f044:6026,20,False,,elb,,,,,,,
hwid-drru.platform.hicloud.com,,404,23,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,159.138.208.0/23,hwid-drru.platform.hicloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-08-16T01:36:02Z,2023-09-16T08:36:07Z,"CN=id.cloud.huawei.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",id.cloud.huawei.com,"Huawei Software Technologies Co., Ltd.",*.huawei.com.cn,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,dab96f72684ada66a92d1c26fd2bb784,1db68a68dd70de12fbefa008d71decc4114502030a69a0c3efe7feb8c78f01d7,True,ctls,hwid-drru.platform.hicloud.com,443,https://hwid-drru.platform.hicloud.com:443,https,application/json,GET,159.138.204.248,/,631524574,159.138.204.248,1,False,,elb,,,,,,,
hwid.vmall.com,‎,200,1195,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,159.138.114.0/24,id5.cloud.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-08-16T01:36:02Z,2023-09-16T08:36:07Z,"CN=id.cloud.huawei.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",id.cloud.huawei.com,"Huawei Software Technologies Co., Ltd.",*.huawei.com.cn,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,dab96f72684ada66a92d1c26fd2bb784,1db68a68dd70de12fbefa008d71decc4114502030a69a0c3efe7feb8c78f01d7,True,ctls,id5.cloud.huawei.com,443,https://hwid.vmall.com:443,https,text/html,GET,159.138.87.140,/,1114301902,159.138.87.140,24,False,https://lh3.googleusercontent.com,elb,https://id5.cloud.huawei.com/AMW/portal/home.html,HSTS,,,,,
hwid1.vmall.com,‎,200,1195,AS23724,"CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation",CN,49.4.32.0/20,id1.cloud.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-07-27T09:10:39Z,2023-08-28T09:10:38Z,"CN=dnkeeper.platform.dbankcloud.cn, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",dnkeeper.platform.dbankcloud.cn,"Huawei Software Technologies Co., Ltd.",*.dbank.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,9796e74047aa711eb7c3bb9847d35786,a3fc9286cc8a3b90b0bacf82d143abc404b4816e803b54311e02f5ca491a0b02,True,ctls,id1.cloud.huawei.com,443,https://hwid1.vmall.com:443,https,text/html,GET,49.4.37.143,/,-1179026472,2407:c080:1400:32:932:fff5:34ce:1e41,24,False,*.hicloud.com,elb,https://id1.cloud.huawei.com/AMW/portal/home.html,GeeTest,,,,,
hwid5.vmall.com,‎,200,1195,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,159.138.114.0/24,id5.cloud.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-08-16T01:36:02Z,2023-09-16T08:36:07Z,"CN=id.cloud.huawei.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",id.cloud.huawei.com,"Huawei Software Technologies Co., Ltd.",*.huawei.com.cn,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,dab96f72684ada66a92d1c26fd2bb784,1db68a68dd70de12fbefa008d71decc4114502030a69a0c3efe7feb8c78f01d7,True,ctls,id5.cloud.huawei.com,80,http://hwid5.vmall.com:80,http,text/html,GET,159.138.87.140,/,1114301902,159.138.87.140,24,False,*.petalmaps.com,elb,https://id5.cloud.huawei.com/AMW/portal/home.html,HSTS,,,,,
hwid8.vmall.com,‎,200,1195,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,159.138.208.0/23,id8.cloud.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-08-16T01:36:02Z,2023-09-16T08:36:07Z,"CN=id.cloud.huawei.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",id.cloud.huawei.com,"Huawei Software Technologies Co., Ltd.",*.huawei.com.cn,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,dab96f72684ada66a92d1c26fd2bb784,1db68a68dd70de12fbefa008d71decc4114502030a69a0c3efe7feb8c78f01d7,True,ctls,id8.cloud.huawei.com,80,http://hwid8.vmall.com:80,http,text/html,GET,159.138.206.185,/,-677019278,159.138.206.185,24,False,*.vmall.mx,elb,https://id8.cloud.huawei.com/AMW/portal/home.html,HSTS,,,,,
