new,host,a,aaaa,cname,soa,status_code,cdn,cdn-name,ns,mx,txt,has_internal_ips,internal_ips,caa
,refer.casino.fanduel.com,"18.172.153.39, 18.172.153.16, 18.172.153.124, 18.172.153.32","2600:9000:23cb:6400:4:8c5a:ce40:93a1, 2600:9000:23cb:ae00:4:8c5a:ce40:93a1, 2600:9000:23cb:b400:4:8c5a:ce40:93a1, 2600:9000:23cb:6a00:4:8c5a:ce40:93a1, 2600:9000:23cb:d400:4:8c5a:ce40:93a1, 2600:9000:23cb:b600:4:8c5a:ce40:93a1, 2600:9000:23cb:8800:4:8c5a:ce40:93a1, 2600:9000:23cb:9e00:4:8c5a:ce40:93a1",ddfurfvex4855.cloudfront.net,"ns-153.awsdns-19.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1448.awsdns-53.org, ns-153.awsdns-19.com, ns-1790.awsdns-31.co.uk, ns-744.awsdns-29.net",,,,,
,refer.sportsbook.fanduel.com,"13.32.99.49, 13.32.99.90, 13.32.99.6, 13.32.99.81",,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,rgs.ct.casino.fanduel.com,"13.32.121.72, 13.32.121.47, 13.32.121.38, 13.32.121.49",,,"ns-235.awsdns-29.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,rgs.mi.casino.fanduel.com,,,,"ns-465.awsdns-58.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,rgs.nj.casino.fanduel.com,"108.138.17.50, 108.138.17.95, 108.138.17.84, 108.138.17.62",,,"ns-385.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1377.awsdns-44.org, ns-1552.awsdns-02.co.uk, ns-385.awsdns-48.com, ns-853.awsdns-42.net",,,,,
,rgs.wv.casino.fanduel.com,"13.225.78.98, 13.225.78.20, 13.225.78.8, 13.225.78.66",,,"ns-1967.awsdns-53.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,rgsinternal.mi.casino.fanduel.com,"23.22.73.108, 3.216.71.13, 54.164.214.225",,casino-gan-proxy-alb-mi-388218616.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,rgsinternal.mr.casino.fanduel.com,131.239.64.43,,,"ns-1737.awsdns-25.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,rgsinternal.nj.casino.fanduel.com,"3.215.161.98, 34.204.21.115, 44.195.246.109",,casino-gan-proxy-alb-nj-1304042878.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,rgsinternal.pa.casino.fanduel.com,"52.21.143.154, 3.210.175.156, 3.227.144.14",,casino-gan-proxy-alb-pa-1974406295.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,rgsinternal.wv.casino.fanduel.com,"34.193.167.232, 18.215.79.46, 52.7.233.200",,casino-gan-proxy-alb-wv-255049432.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,rgspx.ct.casino.fanduel.com,"13.32.99.74, 13.32.99.43, 13.32.99.3, 13.32.99.103",,,"ns-235.awsdns-29.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,rgspx.mr.casino.fanduel.com,"13.32.99.36, 13.32.99.117, 13.32.99.96, 13.32.99.128",,,"ns-1737.awsdns-25.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,rgspx.nj.casino.fanduel.com,"99.86.91.38, 99.86.91.68, 99.86.91.23, 99.86.91.110",,,"ns-385.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,rgspx.pa.casino.fanduel.com,"108.138.17.62, 108.138.17.94, 108.138.17.127, 108.138.17.102",,,"ns-1673.awsdns-17.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,rgspx.wv.casino.fanduel.com,"13.32.27.116, 13.32.27.114, 13.32.27.101, 13.32.27.113",,,"ns-1967.awsdns-53.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,rpaccess.fdbox.net,35.173.149.119,,,"ns-1495.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sb.fanduel.com,"18.66.97.53, 18.66.97.118, 18.66.97.22, 18.66.97.50",,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,mx1.slgnt.us,"v=spf1 a mx include:spf.slgnt.us -all, google-site-verification=09TDe2DhJq2lY3NzAy6LoXa1OBtZSV5b-KnC1SNnFmc",,,
,sbapi.co.sportsbook.fanduel.com,"108.156.60.70, 108.156.60.112, 108.156.60.57, 108.156.60.4",,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,sbapi.nj.sportsbook.fanduel.com,"52.222.139.21, 52.222.139.73, 52.222.139.61, 52.222.139.29",,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,scan.ia.sportsbook.fanduel.com,,,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,scan.pa.sportsbook.fanduel.com,"54.152.166.72, 54.205.69.99, 44.209.249.125",,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sd.sportsbook.fanduel.com,54.144.128.85,,,,NOERROR,,,,,,,,
,search.sportsbook.fanduel.com,"13.224.189.88, 13.224.189.129, 13.224.189.28, 13.224.189.56",,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,secure.sportsbook.fanduel.com,66.212.252.113,,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sel.fanduel.com,"13.227.173.40, 13.227.173.129, 13.227.173.46, 13.227.173.20",,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1478.awsdns-56.org, ns-1777.awsdns-30.co.uk, ns-786.awsdns-34.net, ns-81.awsdns-10.com",mx1.slgnt.us,"google-site-verification=09TDe2DhJq2lY3NzAy6LoXa1OBtZSV5b-KnC1SNnFmc, v=spf1 a mx include:spf.slgnt.us -all",,,
,service-staging.racing.fanduel.com,130.211.31.240,,service-staging.gcp-staging.tvg.com,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
,service.racing-qa.fanduel.com,107.178.254.233,,service-racing-qa.gcp-dev.tvg.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
,service.racing-staging.fanduel.com,,,service-racing-staging.gcp-staging.tvg.com,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
,service.racing.fanduel.com,130.211.22.198,,service-racing-production.gcp-prod.tvg.com,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
,sib.pa.sportsbook.fanduel.com,,,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sitedown.fanduel.com,"52.216.221.101, 54.231.193.77, 52.216.112.234, 54.231.130.149, 52.216.58.85, 52.217.230.13, 52.217.194.229, 52.216.52.45",,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,smp.ct.sportsbook.fanduel.com,"34.198.144.32, 54.208.142.54, 34.225.60.246",,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,smp.nj.sportsbook.fanduel.com,"44.210.228.44, 18.209.218.72, 52.207.53.197",,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,smp.pa.sportsbook.fanduel.com,,,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,spf.fanduel.com,,,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,sportradar-api.fanduel.com,"92.123.189.25, 92.123.189.90",,"spott2.sportradar.com, spott.sportradar.com.edgekey.net, e28038.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
,sportsbook.fanduel.com,,,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,sportsboosecure-viruscomix.assets.fanduel.com,54.144.128.85,,,,NOERROR,,,,,,,,
,ss.fdbox.net,,,,"ns-22.awsdns-02.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1889.awsdns-44.co.uk, ns-22.awsdns-02.com, ns-947.awsdns-54.net, ns-1198.awsdns-21.org",,,,,
,staging.racing.fanduel.com,35.186.196.229,,racing-staging.gcp-staging.tvg.com,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
,staging.use1.dev.draft.fdbox.net,157.230.67.179,,web.staging.draft.com,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,
,status-test.fanduel.com,"18.66.112.45, 18.66.112.91, 18.66.112.124, 18.66.112.95",,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,status.fanduel.com,"13.32.99.20, 13.32.99.117, 13.32.99.128, 13.32.99.107",,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,sunset-stardust-nj.casino.fanduel.com,"54.230.163.31, 54.230.163.62, 54.230.163.113, 54.230.163.36",,,"ns-534.awsdns-02.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-115.awsdns-14.com, ns-1529.awsdns-63.org, ns-1623.awsdns-10.co.uk, ns-534.awsdns-02.net",,,,,
,sunset-stardust-pa.casino.fanduel.com,"143.204.68.123, 143.204.68.9, 143.204.68.20, 143.204.68.115",,,"ns-534.awsdns-02.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-115.awsdns-14.com, ns-1529.awsdns-63.org, ns-1623.awsdns-10.co.uk, ns-534.awsdns-02.net",,,,,
,tm.fanduel.com,91.235.133.182,,h-fanduel.online-metrix.net,"pdns249.ultradns.com, dns.jomax.net",NOERROR,,,,,,,,
,tn.sportsbook.fanduel.com,"65.9.86.21, 65.9.86.91, 65.9.86.92, 65.9.86.27",,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,tnv1.sportsbook.fanduel.com,192.16.90.117,,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,usdfs.redshift.fdbox.net,"3.224.193.41, 34.233.207.138",,,"ns-1495.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,use1.dev.draft.fdbox.net,,,,"ns-376.awsdns-47.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1321.awsdns-37.org, ns-1631.awsdns-11.co.uk, ns-376.awsdns-47.com, ns-997.awsdns-60.net",,,,,
,va.sportsbook.fanduel.com,"18.244.179.84, 18.244.179.70, 18.244.179.83, 18.244.179.60",,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1465.awsdns-55.org, ns-1863.awsdns-40.co.uk, ns-498.awsdns-62.com, ns-961.awsdns-56.net",,,,,
,veridocscevowest.fanduel.com,,,,,NOERROR,,,,,,,,
,veridocsevo.fanduel.com,10.213.12.166,,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,10.213.12.166,
,veridocsevowest.fanduel.com,10.213.12.200,,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,10.213.12.200,
,veridocsuat.fanduel.com,10.213.12.135,,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,10.213.12.135,
,verify.fanduel.com,,,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,verum-dev.fdbox.net,"54.225.192.176, 35.169.161.82, 107.23.191.236",,haproxyingress.development.k8s.use1.fndldev.net,"ns-231.awsdns-28.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1076.awsdns-06.org, ns-1870.awsdns-41.co.uk, ns-231.awsdns-28.com, ns-608.awsdns-12.net, ns-1495.awsdns-58.org, ns-1608.awsdns-09.co.uk, ns-271.awsdns-33.com, ns-687.awsdns-21.net",,"heritage=external-dns,external-dns/owner=development-default,external-dns/resource=service/fd-system/haproxy-ingress-external",,,
,verum.fdbox.net,"52.55.116.77, 184.73.126.127, 34.196.226.169",,haproxyingress.production.k8s.use1.fndlprod.net,"ns-534.awsdns-02.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1508.awsdns-60.org, ns-1942.awsdns-50.co.uk, ns-453.awsdns-56.com, ns-534.awsdns-02.net",,"heritage=external-dns,external-dns/owner=production-default,external-dns/resource=service/fd-system/haproxy-ingress-external",,,
,viruscomixsportsbook-www.assets.fanduel.com,,,,,NOERROR,,,,,,,,
,vpn-1.east.fdbox.net,107.23.125.58,,,"ns-75.awsdns-09.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,vpn-w2.east.fdbox.net,,,,"ns-75.awsdns-09.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,v=spf1 a:gw-1.east.fdbox.net a:gw-2.east.fdbox.net a:gw-3.east.fdbox.net a:gw-4.east.fdbox.net include:amazonses.com ~all,,,
,vpn.east.fdbox.net,54.208.161.75,,"vpn-2.east.fdbox.net, vpn-1.east.fdbox.net","ns-75.awsdns-09.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,vpn.fdbox.net,"34.196.90.166, 52.22.49.239, 44.196.220.53",,,"ns-1495.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,webhooks.fanduel.com,"3.225.255.198, 3.224.20.156, 3.223.137.49",,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,websockets-elb.fanduel.com,"52.22.13.17, 54.162.100.200, 3.217.148.61",,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,websockets.fanduel.com,"54.162.100.200, 3.217.148.61, 52.22.13.17",,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,wiki.east.fdbox.net,,,,"ns-75.awsdns-09.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,v=spf1 a:gw-1.east.fdbox.net a:gw-2.east.fdbox.net a:gw-3.east.fdbox.net a:gw-4.east.fdbox.net include:amazonses.com ~all,,,
,wv.sportsbook.fanduel.com,"13.224.189.88, 13.224.189.6, 13.224.189.17, 13.224.189.104",,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,wvv1.sportsbook.fanduel.com,66.212.248.37,,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,www.bn.sportsbook-secure.assets.fanduel.com,,,,,NOERROR,,,,,,,,
,www.dailyprops.fanduel.com,54.144.128.85,,,,NOERROR,,,,,,,,
,www.dir-2.east.fdbox.net,,,,"ns-75.awsdns-09.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,v=spf1 a:gw-1.east.fdbox.net a:gw-2.east.fdbox.net a:gw-3.east.fdbox.net a:gw-4.east.fdbox.net include:amazonses.com ~all,,,
,www.ds-1.east.fdbox.net,,,,"ns-75.awsdns-09.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,v=spf1 a:gw-1.east.fdbox.net a:gw-2.east.fdbox.net a:gw-3.east.fdbox.net a:gw-4.east.fdbox.net include:amazonses.com ~all,,,
,www.ds-2.east.fdbox.net,,,,"ns-75.awsdns-09.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,v=spf1 a:gw-1.east.fdbox.net a:gw-2.east.fdbox.net a:gw-3.east.fdbox.net a:gw-4.east.fdbox.net include:amazonses.com ~all,,,
,www.fanduel.com,"18.165.83.88, 18.165.83.111, 18.165.83.14, 18.165.83.75",,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,www.jenkins.east.fdbox.net,,,,"ns-75.awsdns-09.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,v=spf1 a:gw-1.east.fdbox.net a:gw-2.east.fdbox.net a:gw-3.east.fdbox.net a:gw-4.east.fdbox.net include:amazonses.com ~all,,,
,www.playbook.data.prod.fdbox.net,,,,,NOERROR,,,,,,,,
,www.rgs.ct.casino.fanduel.com,"13.32.99.103, 13.32.99.74, 13.32.99.43, 13.32.99.3",,d2kxjzuqo5cb5r.cloudfront.net,"ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1215.awsdns-23.org, ns-1594.awsdns-07.co.uk, ns-66.awsdns-08.com, ns-868.awsdns-44.net",,,,,
,www.rgs.mi.casino.fanduel.com,,,,,NOERROR,,,,,,,,
,www.rgsinternal.ct.casino.fanduel.com,"13.32.99.43, 13.32.99.74, 13.32.99.103, 13.32.99.3",,d2kxjzuqo5cb5r.cloudfront.net,"ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1215.awsdns-23.org, ns-1594.awsdns-07.co.uk, ns-66.awsdns-08.com, ns-868.awsdns-44.net",,,,,
,www.sportsbook.fanduel.com,,,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,www.use1.perftest.fdbox.net,"13.32.99.120, 13.32.99.20, 13.32.99.22, 13.32.99.95",,,"ns-2033.awsdns-62.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,wy.sportsbook.fanduel.com,"18.154.63.25, 18.154.63.66, 18.154.63.21, 18.154.63.79",,,"ns-498.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,xsell.sportsbook.fanduel.com,"108.138.7.80, 108.138.7.6, 108.138.7.57, 108.138.7.102",,,"ns-75.awsdns-09.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1302.awsdns-34.org, ns-1877.awsdns-42.co.uk, ns-545.awsdns-04.net, ns-75.awsdns-09.com",,,,,
,zendesk1.fanduel.com,"162.159.138.6, 162.159.128.7",,mail1.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,,
,zendesk2.fanduel.com,,,mail2.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,,
,zendesk3.fanduel.com,"162.159.128.7, 162.159.138.6",,mail3.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,,
,zendesk4.fanduel.com,"3.213.143.227, 184.72.174.126, 34.235.62.90",,mail4.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,"ns-1478.awsdns-56.org, ns-1777.awsdns-30.co.uk, ns-786.awsdns-34.net, ns-81.awsdns-10.com, ns-1213.awsdns-23.org, ns-1858.awsdns-40.co.uk, ns-444.awsdns-55.com, ns-754.awsdns-30.net",mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all,,,
