input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_wildcard_certificate,tls_mismatched,final_url,tls_expired,csp_domains_,tls_self_signed,tls_emails_
h3.yelo.be,Telenet TV Yelo,200,19605,AS6848,TELENET-AS,BE,213.224.0.0/16,yelo.telenet.tv,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-07T02:57:30Z,2024-04-07T02:57:29Z,"CN=yelo.telenet.tv, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",yelo.telenet.tv,www.yelo.telenet.tv,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,018d4b6b123f4d737eaf5b45295b6754,917679594a9aca3526e6aa8a5b679dd6dafd1ffa642732b3ea3d91086c5e4550,ctls,yelo.telenet.tv,,443,https://h3.yelo.be:443,https,,text/html,GET,213.224.149.248,/,-833618195,2a02:1800:100:4001::6:2,AngularJS,54,False,,Telenet BV,,,https://yelo.telenet.tv/,,,,
h6.yelo.be,Telenet TV Yelo,200,19605,AS6848,TELENET-AS,BE,213.224.0.0/16,yelo.telenet.tv,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-07T02:57:30Z,2024-04-07T02:57:29Z,"CN=yelo.telenet.tv, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",yelo.telenet.tv,www.yelo.telenet.tv,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,018d4b6b123f4d737eaf5b45295b6754,917679594a9aca3526e6aa8a5b679dd6dafd1ffa642732b3ea3d91086c5e4550,ctls,yelo.telenet.tv,,443,https://h6.yelo.be:443,https,,text/html,GET,213.224.149.248,/,-833618195,2a02:1800:100:4001::6:2,AngularJS,54,False,,Telenet BV,,,https://yelo.telenet.tv/,,,,
helityponeocovidevdealerwaress.sa.yelo.be,Telenet TV Yelo,200,19605,AS6848,TELENET-AS,BE,213.224.0.0/16,yelo.telenet.tv,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-07T02:57:30Z,2024-04-07T02:57:29Z,"CN=yelo.telenet.tv, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",yelo.telenet.tv,www.yelo.telenet.tv,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,018d4b6b123f4d737eaf5b45295b6754,917679594a9aca3526e6aa8a5b679dd6dafd1ffa642732b3ea3d91086c5e4550,ctls,yelo.telenet.tv,,443,https://helityponeocovidevdealerwaress.sa.yelo.be:443,https,,text/html,GET,213.224.149.248,/,-833618195,2a02:1800:100:4001::6:2,AngularJS,54,False,,Telenet BV,,,https://yelo.telenet.tv/,,,,
help.yelo.be,Telenet TV Yelo,200,19605,AS6848,TELENET-AS,BE,213.224.0.0/16,yelo.telenet.tv,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-07T02:57:30Z,2024-04-07T02:57:29Z,"CN=yelo.telenet.tv, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",yelo.telenet.tv,www.yelo.telenet.tv,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,018d4b6b123f4d737eaf5b45295b6754,917679594a9aca3526e6aa8a5b679dd6dafd1ffa642732b3ea3d91086c5e4550,ctls,yelo.telenet.tv,,443,https://help.yelo.be:443,https,,text/html,GET,213.224.149.248,/,-833618195,2a02:1800:100:4001::6:2,AngularJS,54,False,,Telenet BV,,,https://yelo.telenet.tv/,,,,
hh.yelo.be,Telenet TV Yelo,200,19605,AS6848,TELENET-AS,BE,213.224.0.0/16,yelo.telenet.tv,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-07T02:57:30Z,2024-04-07T02:57:29Z,"CN=yelo.telenet.tv, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",yelo.telenet.tv,www.yelo.telenet.tv,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,018d4b6b123f4d737eaf5b45295b6754,917679594a9aca3526e6aa8a5b679dd6dafd1ffa642732b3ea3d91086c5e4550,ctls,yelo.telenet.tv,,443,https://hh.yelo.be:443,https,,text/html,GET,213.224.149.248,/,-833618195,2a02:1800:100:4001::6:2,AngularJS,54,False,,Telenet BV,,,https://yelo.telenet.tv/,,,,
home.yelo.be,Telenet TV Yelo,200,19605,AS6848,TELENET-AS,BE,213.224.0.0/16,yelo.telenet.tv,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-07T02:57:30Z,2024-04-07T02:57:29Z,"CN=yelo.telenet.tv, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",yelo.telenet.tv,www.yelo.telenet.tv,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,018d4b6b123f4d737eaf5b45295b6754,917679594a9aca3526e6aa8a5b679dd6dafd1ffa642732b3ea3d91086c5e4550,ctls,yelo.telenet.tv,,443,https://home.yelo.be:443,https,,text/html,GET,213.224.149.248,/,-833618195,2a02:1800:100:4001::6:2,AngularJS,54,False,,Telenet BV,,,https://yelo.telenet.tv/,,,,
homepage.yelo.be,Telenet TV Yelo,200,19605,AS6848,TELENET-AS,BE,213.224.0.0/16,yelo.telenet.tv,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-07T02:57:30Z,2024-04-07T02:57:29Z,"CN=yelo.telenet.tv, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",yelo.telenet.tv,www.yelo.telenet.tv,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,018d4b6b123f4d737eaf5b45295b6754,917679594a9aca3526e6aa8a5b679dd6dafd1ffa642732b3ea3d91086c5e4550,ctls,yelo.telenet.tv,,443,https://homepage.yelo.be:443,https,,text/html,GET,213.224.149.248,/,-833618195,2a02:1800:100:4001::6:2,AngularJS,54,False,,Telenet BV,,,https://yelo.telenet.tv/,,,,
homepage2.yelo.be,Telenet TV Yelo,200,19605,AS6848,TELENET-AS,BE,213.224.0.0/16,yelo.telenet.tv,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-07T02:57:30Z,2024-04-07T02:57:29Z,"CN=yelo.telenet.tv, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",yelo.telenet.tv,www.yelo.telenet.tv,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,018d4b6b123f4d737eaf5b45295b6754,917679594a9aca3526e6aa8a5b679dd6dafd1ffa642732b3ea3d91086c5e4550,ctls,yelo.telenet.tv,,443,https://homepage2.yelo.be:443,https,,text/html,GET,213.224.149.248,/,-833618195,2a02:1800:100:4001::6:2,AngularJS,54,False,,Telenet BV,,,https://yelo.telenet.tv/,,,,
horizon.connect.telenet.be,VMware Horizon,200,6837,AS6848,TELENET-AS,BE,212.123.0.0/19,horizon.connect.telenet.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-20T10:36:02Z,2024-02-21T10:36:01Z,"CN=uag.connect.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",uag.connect.telenet.be,horizonapps.uat.connect.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,555e6a9916b7150a9f8376498ec66dbc,74291963ccbbcac3b3c1674b9fa8c5a9f75579e28ceba2e66aebc78aaff17c44,ctls,horizon.connect.telenet.be,,443,https://horizon.connect.telenet.be:443,https,,text/html,GET,212.123.29.181,/,1274734426,212.123.29.181,Java,107,False,,Telenet BV,,True,https://horizon.connect.telenet.be/?includeNativeClientLaunch=true,,,,
horizonapps.connect.telenet.be,VMware Horizon,200,6813,AS6848,TELENET-AS,BE,212.123.0.0/19,horizonapps.connect.telenet.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-20T10:36:02Z,2024-02-21T10:36:01Z,"CN=uag.connect.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",uag.connect.telenet.be,horizonapps.uat.connect.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,555e6a9916b7150a9f8376498ec66dbc,74291963ccbbcac3b3c1674b9fa8c5a9f75579e28ceba2e66aebc78aaff17c44,ctls,horizonapps.connect.telenet.be,,443,https://horizonapps.connect.telenet.be:443,https,,text/html,GET,212.123.29.181,/,1274734426,212.123.29.181,Java,107,False,,Telenet BV,,,https://horizonapps.connect.telenet.be/?includeNativeClientLaunch=true,,,,
horizonapps.uat.connect.telenet.be,VMware Horizon,200,6837,AS6848,TELENET-AS,BE,195.130.128.0/19,horizonapps.uat.connect.telenet.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-20T10:36:02Z,2024-02-21T10:36:01Z,"CN=uag.connect.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",uag.connect.telenet.be,horizonapps.uat.connect.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,555e6a9916b7150a9f8376498ec66dbc,74291963ccbbcac3b3c1674b9fa8c5a9f75579e28ceba2e66aebc78aaff17c44,ctls,horizonapps.uat.connect.telenet.be,,443,https://horizonapps.uat.connect.telenet.be:443,https,,text/html,GET,195.130.147.69,/,1274734426,195.130.147.69,Java,107,False,,Telenet BV,,,https://horizonapps.uat.connect.telenet.be/?includeNativeClientLaunch=true,,,,
horizonvdi.connect.telenet.be,VMware Horizon,200,6767,AS6848,TELENET-AS,BE,212.123.0.0/19,horizonvdi.connect.telenet.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-20T10:36:02Z,2024-02-21T10:36:01Z,"CN=uag.connect.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",uag.connect.telenet.be,horizonapps.uat.connect.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,555e6a9916b7150a9f8376498ec66dbc,74291963ccbbcac3b3c1674b9fa8c5a9f75579e28ceba2e66aebc78aaff17c44,ctls,horizonvdi.connect.telenet.be,,443,https://horizonvdi.connect.telenet.be:443,https,,text/html,GET,212.123.29.181,/,1274734426,212.123.29.181,Java,107,False,,Telenet BV,,,https://horizonvdi.connect.telenet.be/?includeNativeClientLaunch=true,,,,
host191-174.yelo.be,Telenet TV Yelo,200,19605,AS6848,TELENET-AS,BE,213.224.0.0/16,yelo.telenet.tv,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-07T02:57:30Z,2024-04-07T02:57:29Z,"CN=yelo.telenet.tv, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",yelo.telenet.tv,www.yelo.telenet.tv,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,018d4b6b123f4d737eaf5b45295b6754,917679594a9aca3526e6aa8a5b679dd6dafd1ffa642732b3ea3d91086c5e4550,ctls,yelo.telenet.tv,,443,https://host191-174.yelo.be:443,https,,text/html,GET,213.224.149.248,/,-833618195,2a02:1800:100:4001::6:2,AngularJS,54,False,,Telenet BV,,,https://yelo.telenet.tv/,,,,
https://outlook.office.com,Sign in to Outlook,200,197026,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.104.0.0/15,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,,443,https://outlook.office.com:443,https,,text/html,GET,40.99.150.34,/,-1249852061,2603:1026:c0d:c29::2,HSTS,173,False,,Microsoft Corporation,,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=2a002262-c648-b31e-ac4a-8d19e9b9c9d2&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&nonce=638192716419538930.1bf9e027-d8b4-42fc-a8a9-c6f805246622&state=DctBFoAgCABRrddxSEBCOI5ablt2_Vj82U1OKe1hCxkjqWk1cm6kQn5V84onjeUPcoPbhoDwmtCtO0xdhheLKnOO9yjv18sP,,,,
i.yelo.be,Telenet TV Yelo,200,19605,AS6848,TELENET-AS,BE,213.224.0.0/16,yelo.telenet.tv,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-07T02:57:30Z,2024-04-07T02:57:29Z,"CN=yelo.telenet.tv, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",yelo.telenet.tv,www.yelo.telenet.tv,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,018d4b6b123f4d737eaf5b45295b6754,917679594a9aca3526e6aa8a5b679dd6dafd1ffa642732b3ea3d91086c5e4550,ctls,yelo.telenet.tv,,443,https://i.yelo.be:443,https,,text/html,GET,213.224.149.248,/,-833618195,2a02:1800:100:4001::6:2,AngularJS,54,False,,Telenet BV,,,https://yelo.telenet.tv/,,,,
i2v-lsfe-002.i04.yelo.be,Telenet TV Yelo,200,19605,AS6848,TELENET-AS,BE,213.224.0.0/16,yelo.telenet.tv,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-07T02:57:30Z,2024-04-07T02:57:29Z,"CN=yelo.telenet.tv, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",yelo.telenet.tv,www.yelo.telenet.tv,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,018d4b6b123f4d737eaf5b45295b6754,917679594a9aca3526e6aa8a5b679dd6dafd1ffa642732b3ea3d91086c5e4550,ctls,yelo.telenet.tv,,443,https://i2v-lsfe-002.i04.yelo.be:443,https,,text/html,GET,213.224.149.248,/,-833618195,2a02:1800:100:4001::6:2,AngularJS,54,False,,Telenet BV,,,https://yelo.telenet.tv/,,,,
identityfederation.connect.telenet.be,,404,58,AS6848,TELENET-AS,BE,212.123.0.0/19,identityfederation.connect.telenet.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-16T11:24:02Z,2023-12-16T05:46:01Z,"CN=*.prd.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",*.prd.telenet.be,prd.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,62047dbe3679ece85a2aa7abfae7c0e6,7f24925f9be4070252f31ec7e5285f7c29cd8dd2a796845831a04d0974e7dc66,ctls,identityfederation.connect.telenet.be,,443,https://identityfederation.connect.telenet.be:443,https,,text/html,GET,212.123.29.184,/,-595662931,212.123.29.184,,1,False,,Telenet BV,True,True,,,,,
identityfederation.dvp.connect.telenet.be,,404,58,AS6848,TELENET-AS,BE,195.130.128.0/19,identityfederation.dvp.connect.telenet.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-17T06:31:13Z,2024-05-18T06:31:12Z,"CN=*.dvp.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",*.dvp.telenet.be,dvp.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,955d0f2224df22104f7a39568779e8b9,9f60564148046ffe59348966608006ce28b0181fdfddacae0b419390eb9b38fe,ctls,identityfederation.dvp.connect.telenet.be,,443,https://identityfederation.dvp.connect.telenet.be:443,https,,text/html,GET,195.130.147.102,/,-595662931,195.130.147.102,,1,False,,Telenet BV,True,,,,,,
identityfederation.edp.connect.telenet.be,,404,58,AS6848,TELENET-AS,BE,195.130.128.0/19,identityfederation.edp.connect.telenet.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-18T15:31:38Z,2024-05-19T15:31:37Z,"CN=*.edp.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",*.edp.telenet.be,edp.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,2bd6c370a0234115ef121f3f93e5d430,e88870bef0723493b3c759680ece6cde0167bbea23a2169308208ba72fe18df6,ctls,identityfederation.edp.connect.telenet.be,,443,https://identityfederation.edp.connect.telenet.be:443,https,,text/html,GET,195.130.147.103,/,-595662931,195.130.147.103,,1,False,,Telenet BV,True,,,,,,
identityfederation.int.connect.telenet.be,,404,58,AS6848,TELENET-AS,BE,195.130.128.0/19,identityfederation.int.connect.telenet.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-18T15:31:55Z,2024-05-19T15:31:54Z,"CN=*.int.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",*.int.telenet.be,int.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,4d985344e89818a90b3d0baec8f26187,b012456b4f2ae7b13555bf6294f1109e3ba4fed224d7b3550e11bc26674e1e50,ctls,identityfederation.int.connect.telenet.be,,443,https://identityfederation.int.connect.telenet.be:443,https,,text/html,GET,195.130.147.100,/,-595662931,195.130.147.100,,1,False,,Telenet BV,True,,,,,,
identityfederation.lat.connect.telenet.be,,404,58,AS6848,TELENET-AS,BE,195.130.128.0/19,identityfederation.lat.connect.telenet.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-18T15:36:21Z,2024-05-19T15:36:20Z,"CN=*.lat.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",*.lat.telenet.be,lat.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,ac919a24ee4ce1480d6167ada2acffb2,51f74fc97f17062db4572782b907053fee212f45cf1b824381557c676978d343,ctls,identityfederation.lat.connect.telenet.be,,443,https://identityfederation.lat.connect.telenet.be:443,https,,text/html,GET,195.130.147.99,/,-595662931,195.130.147.99,,1,False,,Telenet BV,True,,,,,,
identityfederation.mre.connect.telenet.be,,404,58,AS6848,TELENET-AS,BE,195.130.128.0/19,identityfederation.mre.connect.telenet.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-18T15:36:31Z,2024-05-19T15:36:30Z,"CN=*.mre.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",*.mre.telenet.be,mre.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,31c0b892c806903fb5ce66763dd1eb3f,5977a9c5a785428a2f663d8c4573935c2c2347225265b7948b84c7c54686d804,ctls,identityfederation.mre.connect.telenet.be,,443,https://identityfederation.mre.connect.telenet.be:443,https,,text/html,GET,195.130.147.96,/,-595662931,195.130.147.96,,1,False,,Telenet BV,True,,,,,,
identityfederation.prd.connect.telenet.be,,404,58,AS6848,TELENET-AS,BE,212.123.0.0/19,identityfederation.prd.connect.telenet.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-16T11:24:02Z,2023-12-16T05:46:01Z,"CN=*.prd.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",*.prd.telenet.be,prd.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,62047dbe3679ece85a2aa7abfae7c0e6,7f24925f9be4070252f31ec7e5285f7c29cd8dd2a796845831a04d0974e7dc66,ctls,identityfederation.prd.connect.telenet.be,,443,https://identityfederation.prd.connect.telenet.be:443,https,,text/html,GET,212.123.29.184,/,-595662931,212.123.29.184,,1,False,,Telenet BV,True,,,,,,
identityfederation.rel.connect.telenet.be,Telenet BV - Sign In,200,25509,AS6848,TELENET-AS,BE,212.123.0.0/19,login.connect.telenet.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-13T08:55:36Z,2023-07-15T08:55:35Z,"CN=prd.connect.telenet.be, O=TELENET B.V., L=Mechelen, ST=Antwerpen, C=BE",prd.connect.telenet.be,impersonation.connect.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,aaaa82652d8dd1eb6125c1aceacb64d9,25875b29822fbbb3ffd0a9e455394957db09b44db2b6625430e1de2d1198100b,ctls,login.connect.telenet.be,,443,https://identityfederation.rel.connect.telenet.be:443,https,nginx,text/html,GET,212.123.29.168,/,-595662931,212.123.29.168,Nginx,323,False,,TELENET B.V.,,,https://login.connect.telenet.be/app/telenetprod_telenetcorporateapplications_1/exk5jovmwpOA7qse3416/sso/saml?SAMLRequest=fVJLc9owEP4rGl042TJ2kxANJkNCM6UTCg1O%2BrhkFLMFEVlStHIM%2F77CuDP0wk3S7rf6Hju82VWKfIBDaXTe68dJj4AuzUrqdd57Ku6jQe9mNERRKcvHtd%2FoR3ivAT0JOI28LeS0dpobgRK5FhUg9yVfjmcPPI0Tbp3xpjSKdpAdypxuvLecsaZp4iaLjVuzNEn67OfsYVluoBKR1OiFLoGS6SSnchXpaju5%2FVzL5%2Fnsq5XXWj36xFXp9z28%2FUijwVNzuU1%2Bze92lDx3amj4PcARa5i203x4StIsSi6i5LpIM55e8Wzwm5JJECS18C3qQA0DN2XWUsel0RpKH3tQoMHHr8CEtay7Bm2rl%2B5cGmeNEx5CXcmynYYvfQa7t4ut%2BagaOx9fvSNkn%2FqXDNGwg3eULDp7bqVuTT%2Fr5euxCfmXolhEi%2FmyoMdweCvTnaRyfpBABHdgSMm9cZXw59sPLyGDP20rB%2B2l39NRF6Jc2RN7huyEz7%2FN%2BRbw08nCBF%2F2ZKyUae4cBKty6l0NlI2OqP9XbPQX&RelayState=id-lbMQqvnF-iu-MBW3zGXuHwlabefCkffKJc7pHr8d&SigAlg=http%3A%2F%2Fwww.w3.org%2F2000%2F09%2Fxmldsig%23rsa-sha1&Signature=G%2By7UPNJzD%2FW8UMpEygOqpSe%2BA%2FasV5UpBNV200GDaUiHoZGQOTrxdm5L9Yc9ly32ZoD87OJvb7xC7adSQG4tKWd70cfHjch8%2BVQu6Coxw6dPW%2BLRE03xQtVTCufTV8q5VopDOnXGD2vUE69tMs5xZFxtCX8tQ4SMyjbBW8b0m1Ln0MPIz5cM%2FJLyXH9tLIjvlAaTL19DWnHPWFlrOQ2vXKpzsjcSULtC7ulb27OuyN5HGMxB6h%2FSh5ihafxVCEKjwbrZVNrbgUgBcZ%2B%2BVgTQJ6Bx3hNr9cvHniTMbflbOQwYPOS0XG7jz%2BkrUmPRx35MTDRfYt4y6pq8LNHe4o6zA%3D%3D,,,,
identityfederation.sup.connect.telenet.be,,404,58,AS6848,TELENET-AS,BE,195.130.128.0/19,identityfederation.sup.connect.telenet.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-18T15:36:49Z,2024-05-19T15:36:48Z,"CN=*.sup.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",*.sup.telenet.be,sup.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,dc5f1ab76298c9971c646de159886341,88219873d9694b67f5a7e31888d99c36e3d1a2e23f9a4039c46d6776c651c6ea,ctls,identityfederation.sup.connect.telenet.be,,443,https://identityfederation.sup.connect.telenet.be:443,https,,text/html,GET,195.130.147.101,/,-595662931,195.130.147.101,,1,False,,Telenet BV,True,,,,,,
identityfederation.trg.connect.telenet.be,,404,58,AS6848,TELENET-AS,BE,195.130.128.0/19,identityfederation.trg.connect.telenet.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-18T15:41:23Z,2024-05-19T15:41:22Z,"CN=*.trg.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",*.trg.telenet.be,trg.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,50ab56df4cd2ffc86aa7f87b25de19d4,08b86c0ce11bbdd59b0fbca321720219927a8aeb85e003c69b5b7de6d5260282,ctls,identityfederation.trg.connect.telenet.be,,443,https://identityfederation.trg.connect.telenet.be:443,https,,text/html,GET,195.130.147.97,/,-595662931,195.130.147.97,,1,False,,Telenet BV,True,,,,,,
