new,host,a,aaaa,soa,status_code,ns,mx,txt,cname,cdn,cdn-name,caa,ptr,has_internal_ips,internal_ips
[x],jbscrttlgvip.sup.telenet.be,195.162.204.89,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,,,
[x],jbscrttlgvip.trg.telenet.be,195.162.204.86,2a02:1800:1e1:6001::e,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,,
[x],jbscrttlgvip.uat.telenet.be,195.162.204.87,2a02:1800:1e1:6001::c,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,,
[x],jbscrtvip.dvp.telenet.be,195.162.204.91,2a02:1800:1e1:6001::2,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,,
[x],jbscrtvip.uat.telenet.be,195.162.204.84,2a02:1800:1e1:6001::5,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,,
[x],jbscrtwfpvip.dvp.telenet.be,195.162.204.100,2a02:1800:1e1:6001::10,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,,
[x],jbscrtwfpvip.edp.telenet.be,195.162.204.101,2a02:1800:1e1:6001::f,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,,
[x],jbscrtwfpvip.prd.telenet.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,,
[x],jbscrtwfpvip.sup.telenet.be,195.162.204.99,2a02:1800:1e1:6001::11,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,,
[x],jbscrtwfpvip.trg.telenet.be,195.162.204.95,2a02:1800:1e1:6001::15,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,,
[x],jira8xngx.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],jobmanager.telenet.be,195.130.144.104,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],jobs.telenet.be,195.162.197.140,2a02:1800:120:6002::3,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,"redirect.prd.telenet.be, vrnmctrdrvip.prd.telenet.be",,,,,,
[x],k2.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],k4.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns2.telenet-ops.be, ns.telenet-ops.be",,,,,,,,,
[x],k5.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],karl.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns.telenet-ops.be, ns2.telenet-ops.be",smtp.telenet-ops.be,,,,,,,,
[x],kelsey.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns.telenet-ops.be, ns2.telenet-ops.be",smtp.telenet-ops.be,,,,,,,,
[x],kerst.telenet.be,85.255.204.196,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns.telenet-ops.be, ns2.telenet-ops.be",smtp.telenet-ops.be,,,,,,,,
[x],kibana.ipbb.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
[x],kibana.logtools.int.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns.telenet-ops.be, ns2.telenet-ops.be","mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
[x],kibana.logtools.prd.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
[x],kibana.logtools.uat.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
[x],king.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,smtp.telenet-ops.be,,,,,,,,
[x],kk.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],klant.base.be,62.213.211.34,,"ib-dmz-dns.netw.telenet.be, phs_network_security_engineering.staff.telenet.be",NOERROR,,,,customer.base.be,,,,,,
[x],klantenservice-be.telenet.be,,,"ns-603.awsdns-11.net, awsdns-hostmaster.amazon.com",NOERROR,,,,"telenet-be.customersaas.com, api.customersaas.com, api-lbr.customersaas.com",,,,,,
[x],klantenservice.connect.telenet.be,212.123.29.184,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,"apaexpcamvip.prd.connect.telenet.be, apawgdvip.prd.connect.telenet.be",,,,,,
[x],klantenservice.dvp.connect.telenet.be,195.130.147.113,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,oagdvip.dvp.connect.telenet.be,,,,,,
[x],klantenservice.prd.connect.telenet.be,212.123.29.184,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,"ns.telenet-ops.be, ns2.telenet-ops.be",,,"apaexpcamvip.prd.connect.telenet.be, apawgdvip.prd.connect.telenet.be",,,,,,
[x],klantenservice.uat.connect.telenet.be,195.130.147.98,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,"apaexpcamvip.uat.connect.telenet.be, apawgdvip.uat.connect.telenet.be",,,,,,
[x],knmc.be.apache54.cloud.telenet.be,85.255.199.23,,"ns1.cloud.telenet.be, postmaster.cloud.telenet.be",NOERROR,,,,,,,,,,
[x],kong.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,smtp.telenet-ops.be,,,,,,,,
[x],kotnet.dvp.telenet.be,195.162.204.157,2a02:1800:1e1:6002::2,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,vrnmctvip.dvp.telenet.be,,,,,,
[x],kotnet.edp.telenet.be,195.162.204.159,2a02:1800:1e1:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,vrnmctvip.edp.telenet.be,,,,,,
[x],kotnet.int.telenet.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,vrnmctvip.int.telenet.be,,,,,,
[x],kotnet.sup.telenet.be,195.162.204.154,2a02:1800:1e1:6002::3,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,vrnmctvip.sup.telenet.be,,,,,,
[x],kotnet.telenet.be,195.162.197.137,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,"kotnet.prd.telenet.be, vrnmctvip.prd.telenet.be",,,,,,
[x],kotnet.trg.telenet.be,195.162.204.151,2a02:1800:1e1:6002::7,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,vrnmctvip.trg.telenet.be,,,,,,
[x],kotnet.uat.telenet.be,195.162.204.152,2a02:1800:1e1:6002::5,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,vrnmctvip.uat.telenet.be,,,,,,
[x],kristof.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,smtp.telenet-ops.be,,,,,,,,
[x],lab.fpbmailing.telenet.be,212.88.238.73,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,lab.fpbmailing.telenet.be,,,,,,,,
[x],lab.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,smtp.telenet-ops.be,,,,,,,,
[x],labo.centrex.telenet.be,212.88.238.71,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],lat.base.be,,,"ib-dmz-dns.netw.telenet.be, phs_network_security_engineering.staff.telenet.be",NOERROR,,,,,,,,,,
[x],lat.telenet.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,,,
[x],lbr.sup.connect.telenet.be,130.162.251.148,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,True,oracle,,,,
[x],lbr.trg.connect.telenet.be,152.70.175.41,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,True,oracle,,,,
[x],lbsclient.int.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
[x],lbsclient.prd.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],lcplusm.be.apache53.cloud.telenet.be,85.255.199.22,,"ns1.cloud.telenet.be, postmaster.cloud.telenet.be",NOERROR,,,,,,,,,,
[x],lds.telenet.be,195.130.152.23,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],leads.telenet.be,195.130.144.19,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,smtp.telenet-ops.be,,,,,,,,
[x],lindenhof-olen.be.apache51.cloud.telenet.be,85.255.199.141,,"ns1.cloud.telenet.be, postmaster.cloud.telenet.be",NOERROR,,,,,,,,,,
[x],local.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns2.telenet-ops.be, ns.telenet-ops.be",,,,,,,,,
[x],lockdown.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],login.base.be,213.224.232.1,2a02:1800:100:6000::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"v=spf1, include:_spf.telenet-ops.be, ~all",adccusvip.prd.telenet.be,,,,,,
[x],login.dvp.base.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,adccusvip.dvp.telenet.be,,,,,,
[x],login.dvp.connect.telenet.be,"52.223.7.228, 35.71.186.154",,"ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,"telenet-dvp.customdomains.oktapreview.com, op2-custom-crtrs.oktapreview.com, op2-custom-crtrs.oktaedge.oktapreview.com, a00816715afbb06dc.awsglobalaccelerator.com",,,,,,
[x],login.edp.base.be,,2a02:1800:1e0:6003::8,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,"ns.telenet-ops.be, ns2.telenet-ops.be",,,adccusvip.edp.telenet.be,,,,,,
[x],login.edp.connect.telenet.be,"35.71.186.154, 52.223.7.228",,"ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,"telenet-edp.customdomains.oktapreview.com, op2-custom-crtrs.oktapreview.com, op2-custom-crtrs.oktaedge.oktapreview.com, a00816715afbb06dc.awsglobalaccelerator.com",,,,,,
[x],login.int.connect.telenet.be,"52.223.7.228, 35.71.186.154",,"ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,"telenet-int.customdomains.oktapreview.com, op2-custom-crtrs.oktapreview.com, op2-custom-crtrs.oktaedge.oktapreview.com, a00816715afbb06dc.awsglobalaccelerator.com",,,,,,
[x],login.int.telenet.be,213.224.233.5,2a02:1800:1e0:6003::1d,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,adccusVip.int.telenet.be,,,,,,
[x],login.lat.connect.telenet.be,"35.71.186.154, 52.223.7.228",,"ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,"telenet-lat.customdomains.oktapreview.com, op2-custom-crtrs.oktapreview.com, op2-custom-crtrs.oktaedge.oktapreview.com, a00816715afbb06dc.awsglobalaccelerator.com",,,,,,
[x],login.mre.base.be,213.224.233.1,2a02:1800:1e0:6003::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,"ns2.telenet-ops.be, ns.telenet-ops.be",,,adccusvip.mre.telenet.be,,,,,,
[x],login.mre.connect.telenet.be,"52.223.7.228, 35.71.186.154",,"ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,"telenet-mre.customdomains.oktapreview.com, op2-custom-crtrs.oktapreview.com, op2-custom-crtrs.oktaedge.oktapreview.com, a00816715afbb06dc.awsglobalaccelerator.com",,,,,,
[x],login.prd.base.be,213.224.232.1,2a02:1800:100:6000::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"v=spf1, include:_spf.telenet-ops.be, ~all",adccusvip.prd.telenet.be,,,,,,
[x],login.preprod.connect.telenet.be,"52.223.7.228, 35.71.186.154",,"ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,"telenet-preprod.customdomains.oktapreview.com, op2-custom-crtrs.oktapreview.com, op2-custom-crtrs.oktaedge.oktapreview.com, a00816715afbb06dc.awsglobalaccelerator.com",,,,,,
[x],login.trg.base.be,213.224.233.193,2a02:1800:1e0:6000::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,adccusvip.trg.telenet.be,,,,,,
[x],login.trg.connect.telenet.be,"35.71.186.154, 52.223.7.228",,"ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,"telenet-trg.customdomains.oktapreview.com, op2-custom-crtrs.oktapreview.com, op2-custom-crtrs.oktaedge.oktapreview.com, a00816715afbb06dc.awsglobalaccelerator.com",,,,,,
[x],login.uat.base.be,213.224.233.129,2a02:1800:1e0:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,adccusvip.uat.telenet.be,,,,,,
[x],login.uat.connect.telenet.be,"52.223.7.228, 35.71.186.154",,"ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,"telenet-uat.customdomains.oktapreview.com, op2-custom-crtrs.oktapreview.com, op2-custom-crtrs.oktaedge.oktapreview.com, a00816715afbb06dc.awsglobalaccelerator.com",,,,,,
[x],login.uat.telenet.be,213.224.233.129,2a02:1800:1e0:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,adccusvip.uat.telenet.be,,,,,,
[x],login.voiceweb.int.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns.telenet-ops.be, ns2.telenet-ops.be","mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
[x],login.voiceweb.prd.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
[x],login2.dvp.base.be,213.224.233.3,2a02:1800:1e0:6003::f,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,"ns.telenet-ops.be, ns2.telenet-ops.be",,,adccusvip.dvp.telenet.be,,,,,,
[x],login2.int.base.be,213.224.233.5,2a02:1800:1e0:6003::1d,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,adccusvip.int.telenet.be,,,,,,
[x],login2.lat.base.be,213.224.233.161,2a02:1800:1e0:6001::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,adccusvip.lat.telenet.be,,,,,,
[x],login2.mre.base.be,213.224.233.1,2a02:1800:1e0:6003::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,adccusvip.mre.telenet.be,,,,,,
[x],login2.trg.base.be,213.224.233.193,2a02:1800:1e0:6000::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,adccusvip.trg.telenet.be,,,,,,
[x],login2.uat.base.be,213.224.233.129,2a02:1800:1e0:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,adccusvip.uat.telenet.be,,,,,,
[x],logproxy.int.digitalsecurity.telenet.be,"18.196.165.165, 3.66.233.139","2a05:d014:3af:9f01:d39d:8874:a081:6888, 2a05:d014:3af:9f03:1d66:6549:ab6b:1406","ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,"log-proxy.int.digitalsecurity.telenet.be, awseb-awseb-1plla3jr2hihi-872479871.eu-central-1.elb.amazonaws.com",,,,,,
[x],logproxy.prd.digitalsecurity.telenet.be,"18.159.154.8, 3.65.240.153","2a05:d014:e42:c303:e43c:26b9:3cb5:3687, 2a05:d014:e42:c302:dd33:88ef:aaef:2089","ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,dualstack.awseb-awseb-kbmby3qnu8ep-897385743.eu-central-1.elb.amazonaws.com,,,,,,
[x],lucas.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,smtp.telenet-ops.be,,,,,,,,
[x],m.int.base.be,213.224.154.197,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,simvip.int.telenet.be,,,,,,
[x],m.int.telenet.be,213.224.154.197,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,simvip.int.telenet.be,,,,,,
[x],m.prd.base.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,simvip.prd.telenet.be,,,,,,
[x],m.prd.telenet.be,213.224.154.168,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,"ns.telenet-ops.be, ns2.telenet-ops.be",,,simvip.prd.telenet.be,,,,,,
[x],m.uat.base.be,213.224.154.196,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,simvip.uat.telenet.be,,,,,,
[x],m.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],mail-in.telenet.be,"195.130.132.12, 195.130.132.13","2a02:1800:100:3::2, 2a02:1800:100:3::1","ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,pop.telenet.be,,,,,,
[x],mail-out.telenet.be,,"2a02:1800:100:4::100:2, 2a02:1800:100:4::100:1","ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,smtp.telenet.be,,,,,,
[x],mail.telenet.be,"195.130.132.25, 195.130.132.24","2a02:1800:100:3::10:2, 2a02:1800:100:3::10:1","ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],mail.uat.telenet.be,195.162.204.156,2a02:1800:1e1:6002::c,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,vrnmctrdrvip.uat.telenet.be,,,,,,
[x],mail.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],mail51.cloud.telenet.be,"82.143.81.57, 85.255.202.25, 82.143.81.47, 85.255.202.20",,"ns1.cloud.telenet.be, postmaster.mx.hostbasket.com",NOERROR,,,,mailin-01.mx.hostbasket.com,,,,,,
[x],mailrelay-out.base.be,10.123.0.87,,"ib-dmz-dns.netw.telenet.be, phs_network_security_engineering.staff.telenet.be",NOERROR,,,,,,,,,True,10.123.0.87
[x],mailrelay.base.be,217.72.236.82,,"ib-dmz-dns.netw.telenet.be, phs_network_security_engineering.staff.telenet.be",NOERROR,,,,,,,,,,
[x],maintenance.telenet.be,195.130.131.33,2a02:1800:100:17::33,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],majorasmask.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,,,
[x],manager.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],marenostrum.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,smtp.telenet-ops.be,,,,,,,,
[x],marianne.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],marketing.aem-modules-prod.awscloud.external.telenet.be,"3.126.86.197, 52.29.213.71",,"ns-758.awsdns-30.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mascara1.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],mask.yelo.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],mask10.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],maskatel.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],maskedfp.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],maskerade-rwd.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],maskme.yelo.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],masky.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],master.telenet.be,195.162.197.140,2a02:1800:120:6002::3,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,"redirect.prd.telenet.be, vrnmctrdrvip.prd.telenet.be",,,,,,
[x],math.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],maut.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,mkto-lon080055.com,"v=spf1 mx include:mktomail.com ~all, google-site-verification=h9eRQX32R2Dq3TNCdp61p42n3g5IMmOs3jU0JPJrUDw",,,,,,,
[x],maven.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],mdecamp.yelo.edp.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
[x],mdecamp.yelo.fut.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
[x],mdecamp.yelo.prd.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
[x],mdecamp.yelo.pst.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
[x],mdecamp.yelo.sup.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
[x],mdecamp.yelo.uat.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
[x],mdedeci.yelo.fut.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
[x],mdedeci.yelo.pst.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
[x],mdedeci.yelo.sup.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
[x],mdedeci.yelo.uat.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],mdedna.yelo.edp.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
[x],mdedna.yelo.prd.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
[x],mdedna.yelo.pst.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
[x],mdedna.yelo.sup.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
[x],mdeeve.yelo.edp.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
[x],mdeeve.yelo.prd.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
[x],mdeeve.yelo.sup.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"ns.telenet-ops.be, ns2.telenet-ops.be","mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
[x],mdeeve.yelo.uat.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
[x],mdemgmt.yelo.edp.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
[x],mdemgmt.yelo.fut.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
[x],mdemgmt.yelo.prd.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
[x],mdemgmt.yelo.pst.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,,
[x],mdemgmt.yelo.sup.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
[x],mdemgmt.yelo.uat.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
[x],mededeci.yelo.edp.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
[x],mededeci.yelo.fut.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
