input,title,status_code,content_length,tls_host,tls_port,tls_tls_version,tls_cipher,tls_not_before,tls_subject_dn,tls_subject_cn,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,lines,webserver,tech_,tls_self_signed,tls_subject_org_,tls_expired,cdn
abtest.pt.xiaomi.com,内网统一认证 (Central Authentication Service),,4745,cas.mioffice.cn,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-09T00:00:00Z,CN=*.mioffice.cn,*.mioffice.cn,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,cas.mioffice.cn,443,https://abtest.pt.xiaomi.com:443,https,text/html,GET,183.84.6.182,2,openresty,OpenResty,,,,
ac.account.xiaomi.com,404 Not Found,,202,ac.account.xiaomi.com,443,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2022-09-10T07:11:32Z,CN=*.account.xiaomi.com,*.account.xiaomi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,ac.account.xiaomi.com,443,https://ac.account.xiaomi.com:443,https,text/html,GET,20.47.97.159,12,Server,,,,,True
ac.sec.miui.com,,,137,ac.sec.miui.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-26T00:00:00Z,CN=*.sec.miui.com,*.sec.miui.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,ac.sec.miui.com,443,https://ac.sec.miui.com:443,https,application/octet-stream,GET,124.251.100.130,1,,,,,,
account-alpha.vip.miui.com,404 Not Found,,186,,,,,,,,,,,,,80,http://account-alpha.vip.miui.com:80,http,text/html,GET,20.47.97.231,12,MonKing/3.14,,,,,True
account-dcm.ai.xiaomi.com,Error Page,,153,account-dcm.ai.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-18T00:00:00Z,CN=*.ai.xiaomi.com,*.ai.xiaomi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,account-dcm.ai.xiaomi.com,443,https://account-dcm.ai.xiaomi.com:443,https,text/html,GET,20.47.97.231,10,MonKing/3.14,,,,,True
account-preview.ai.xiaomi.com,,,25,account-preview.ai.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-18T00:00:00Z,CN=*.ai.xiaomi.com,*.ai.xiaomi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,account-preview.ai.xiaomi.com,443,https://account-preview.ai.xiaomi.com:443,https,application/json,GET,20.47.97.231,1,MonKing/3.14,,,,,True
account.ai.xiaomi.com,,,25,account.ai.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-18T00:00:00Z,CN=*.ai.xiaomi.com,*.ai.xiaomi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,account.ai.xiaomi.com,443,https://account.ai.xiaomi.com:443,https,application/json,GET,20.47.97.231,1,MonKing/3.14,,,,,True
account.mi.com,,,15417,account.xiaomi.com,443,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2022-09-10T07:11:32Z,CN=*.account.xiaomi.com,*.account.xiaomi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,account.xiaomi.com,443,https://account.mi.com:443,https,text/html,GET,20.47.97.125,20,Server,,,,,True
account.migc.g.mi.com,Welcome to mife!,,420,account.migc.g.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-27T00:00:00Z,CN=*.migc.g.mi.com,*.migc.g.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,account.migc.g.mi.com,443,https://account.migc.g.mi.com:443,https,text/html,GET,20.47.97.231,20,MonKing/3.14,,,,,True
account.xiaomi.com,,,15417,account.xiaomi.com,443,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2022-09-10T07:11:32Z,CN=*.account.xiaomi.com,*.account.xiaomi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,account.xiaomi.com,443,https://account.xiaomi.com:443,https,text/html,GET,20.47.97.75,20,Server,,,,,True
act.account.xiaomi.com,404 Not Found,,201,act.account.xiaomi.com,443,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2022-09-10T07:11:32Z,CN=*.account.xiaomi.com,*.account.xiaomi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,act.account.xiaomi.com,443,https://act.account.xiaomi.com:443,https,text/html,GET,20.47.97.125,12,Server,,,,,True
act.browser.intl.miui.com,,,,act.browser.intl.miui.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-29T00:00:00Z,CN=*.browser.intl.miui.com,*.browser.intl.miui.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,act.browser.intl.miui.com,443,https://act.browser.intl.miui.com:443,https,text/html,GET,47.241.0.17,1,,,,,,
act.browser.miui.com,403 Forbidden,,552,act.browser.miui.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-29T02:05:45Z,CN=*.browser.miui.com,*.browser.miui.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,act.browser.miui.com,443,https://act.browser.miui.com:443,https,text/html,GET,183.84.6.88,14,,,,,,
actfile.cdn.pandora.xiaomi.com,,,70,actfile.cdn.pandora.xiaomi.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-17T00:00:00Z,"CN=www.poco.in, O=Xiaomi Inc., ST=Beijing, C=CN",www.poco.in,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,ctls,actfile.cdn.pandora.xiaomi.com,443,https://actfile.cdn.pandora.xiaomi.com:443,https,application/octet-stream,GET,2.16.107.82,1,nginx,Nginx,,Xiaomi Inc.,,
activity.browser.intl.miui.com,,,,activity.browser.intl.miui.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-29T00:00:00Z,CN=*.browser.intl.miui.com,*.browser.intl.miui.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,activity.browser.intl.miui.com,443,https://activity.browser.intl.miui.com:443,https,text/html,GET,47.241.0.17,1,,,,,,
activity.hybrid.xiaomi.com,,,2,activity.hybrid.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-17T00:00:00Z,CN=*.hybrid.xiaomi.com,*.hybrid.xiaomi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,activity.hybrid.xiaomi.com,443,https://activity.hybrid.xiaomi.com:443,https,text/html,GET,20.47.97.231,1,MonKing/3.14,,,,,True
ad.quickapp.hybrid.xiaomi.com,Error,,496,ad.quickapp.hybrid.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-02T00:00:00Z,CN=ad.quickapp.hybrid.xiaomi.com,ad.quickapp.hybrid.xiaomi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,ad.quickapp.hybrid.xiaomi.com,443,https://ad.quickapp.hybrid.xiaomi.com:443,https,text/html,GET,20.47.97.231,22,MonKing/3.14,,,,,True
admin.browser.miui.com,米盾-安全代理,,7851,admin.browser.miui.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-29T02:05:45Z,CN=*.browser.miui.com,*.browser.miui.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,admin.browser.miui.com,443,https://admin.browser.miui.com:443,https,text/html,GET,3.127.227.23,64,MonKing/3.14,Bootstrap,,,,
admin.cloud.mi.com,403 Forbidden,,579,admin.cloud.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2022-10-11T00:00:00Z,CN=*.cloud.mi.com,*.cloud.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,admin.cloud.mi.com,443,https://admin.cloud.mi.com:443,https,text/html,GET,120.92.44.60,14,nginx/1.4.6 (Ubuntu),Ubuntu,,,,
admin.hybrid.xiaomi.com,车机快应用管理中心,,437,admin.hybrid.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-17T00:00:00Z,CN=*.hybrid.xiaomi.com,*.hybrid.xiaomi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,admin.hybrid.xiaomi.com,443,https://admin.hybrid.xiaomi.com:443,https,text/html,GET,124.251.100.130,16,,,,,,
admin.misim.10046.pt.mi.com,Xiaomi-Konto - Anmelden,,12396,account.xiaomi.com,443,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2022-09-10T07:11:32Z,CN=*.account.xiaomi.com,*.account.xiaomi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,account.xiaomi.com,443,https://admin.misim.10046.pt.mi.com:443,https,text/html,GET,3.127.227.23,117,Server,Java,,,,
admin.review.inf.pt.miui.com,,,104,admin.review.inf.pt.miui.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-04-05T00:00:00Z,CN=admin.review.inf.pt.miui.com,admin.review.inf.pt.miui.com,"CN=RapidSSL TLS DV RSA Mixed SHA256 2020 CA-1, O=DigiCert Inc, C=US",RapidSSL TLS DV RSA Mixed SHA256 2020 CA-1,DigiCert Inc,ctls,admin.review.inf.pt.miui.com,443,https://admin.review.inf.pt.miui.com:443,https,application/json,GET,58.83.160.21,1,,,,,True,
admin.xmpush.xiaomi.com,Push Operational Platform,,3896,admin.xmpush.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-04T00:00:00Z,CN=*.xmpush.xiaomi.com,*.xmpush.xiaomi.com,"CN=TrustAsia RSA DV TLS CA G2, O=TrustAsia Technologies\, Inc., C=CN",TrustAsia RSA DV TLS CA G2,"TrustAsia Technologies, Inc.",ctls,admin.xmpush.xiaomi.com,443,https://admin.xmpush.xiaomi.com:443,https,text/html,GET,20.47.97.231,103,MonKing/3.14,,,,,True
adminvavito.global.shop,React App,,644,adminvavito.global.shop,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-09T05:12:27Z,CN=adminvavito.global.shop,adminvavito.global.shop,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,adminvavito.global.shop,443,https://adminvavito.global.shop:443,https,text/html,GET,194.104.136.235,1,nginx/1.20.1,React,,,,
ads.mi.com,Welcome to mife!,,420,ads.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-05T00:00:00Z,CN=*.mi.com,*.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,ads.mi.com,443,https://ads.mi.com:443,https,text/html,GET,8.219.246.161,20,,,,,,
adv.l7.34.sec.miui.com,404 Not Found,,200,adv.l7.34.sec.miui.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-26T00:00:00Z,CN=*.sec.miui.com,*.sec.miui.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,adv.l7.34.sec.miui.com,443,https://adv.l7.34.sec.miui.com:443,https,text/html,GET,183.84.5.60,9,,,,,,
adv.sec.intl.miui.com,,,115,adv.sec.intl.miui.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-03T00:00:00Z,CN=*.sec.intl.miui.com,*.sec.intl.miui.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,adv.sec.intl.miui.com,443,https://adv.sec.intl.miui.com:443,https,application/json,GET,20.47.118.77,1,,Spring,,,,True
adv.sec.miui.com,,,115,adv.sec.miui.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-26T00:00:00Z,CN=*.sec.miui.com,*.sec.miui.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,adv.sec.miui.com,443,https://adv.sec.miui.com:443,https,application/json,GET,20.47.97.231,1,MonKing/3.14,Spring,,,,True
ai.api.xiaomi.com,,,61,ai.api.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-10T00:00:00Z,CN=*.api.xiaomi.com,*.api.xiaomi.com,"CN=TrustAsia RSA DV TLS CA G2, O=TrustAsia Technologies\, Inc., C=CN",TrustAsia RSA DV TLS CA G2,"TrustAsia Technologies, Inc.",ctls,ai.api.xiaomi.com,443,https://ai.api.xiaomi.com:443,https,application/json,GET,20.47.97.231,1,MonKing/3.14,,,,,True
airtel.bigota.d.miui.com,,,270,airtel.bigota.d.miui.com,443,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2022-12-13T00:00:00Z,CN=airtel.bigota.d.miui.com,airtel.bigota.d.miui.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,airtel.bigota.d.miui.com,443,https://airtel.bigota.d.miui.com:443,https,application/xml,GET,163.171.132.18,9,AliyunOSS,,,,,
alarm.comm.miui.com,,,,alarm.comm.miui.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-26T00:00:00Z,CN=*.comm.miui.com,*.comm.miui.com,"CN=TrustAsia TLS RSA CA, OU=Domain Validated SSL, O=TrustAsia Technologies\, Inc., C=CN",TrustAsia TLS RSA CA,"TrustAsia Technologies, Inc.",ctls,alarm.comm.miui.com,443,https://alarm.comm.miui.com:443,https,text/plain,GET,20.47.97.231,1,MonKing/3.14,,,,,True
ali.xmssdn.micloud.mi.com,404 Not Found,,619,ali.xmssdn.micloud.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-13T00:00:00Z,CN=*.xmssdn.micloud.mi.com,*.xmssdn.micloud.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,ali.xmssdn.micloud.mi.com,443,https://ali.xmssdn.micloud.mi.com:443,https,text/html,GET,20.47.97.231,25,MonKing/3.14,,,,,True
alsgp0.fds.api.xiaomi.com,,,70,alsgp0.fds.api.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-27T08:19:53Z,CN=*.fds.api.xiaomi.com,*.fds.api.xiaomi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,alsgp0.fds.api.xiaomi.com,443,https://alsgp0.fds.api.xiaomi.com:443,https,application/octet-stream,GET,47.74.174.56,1,nginx,Nginx,,,,
ams-api.buy.mi.com,,,19,ams-api.buy.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-03T00:00:00Z,CN=*.buy.mi.com,*.buy.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,ams-api.buy.mi.com,443,https://ams-api.buy.mi.com:443,https,text/plain,GET,20.47.97.254,2,nginx,Nginx,,,,True
ams-d2s.buy.mi.com,請確認您輸入的網頁地址是否正確~小米手機臺灣官網——紅米手機，四核1.5G，超值雙卡雙待,,2596,,,,,,,,,,,,,443,https://ams-d2s.buy.mi.com:443,https,text/html,GET,2.16.186.34,24,MIFE/3.0,,,,,
ams-go.buy.mi.com,,,34,ams-go.buy.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-03T00:00:00Z,CN=*.buy.mi.com,*.buy.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,ams-go.buy.mi.com,443,https://ams-go.buy.mi.com:443,https,text/plain,GET,20.47.115.52,1,nginx,Nginx,,,,True
ams-hd.c.mi.com,Xiaomi Deutschland Offizielle Seite Mi.com -  Mi Deutschland,,84680,www.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2022-09-27T00:00:00Z,CN=www.mi.com,www.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,www.mi.com,443,https://ams-hd.c.mi.com:443,https,text/html,GET,20.47.115.118,4,,Google Tag Manager,,,,True
ams-m.buy.mi.com,Xiaomi Deutschland Offizielle Seite Mi.com -  Mi Deutschland,,84680,www.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2022-09-27T00:00:00Z,CN=www.mi.com,www.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,www.mi.com,443,https://ams-m.buy.mi.com:443,https,text/html,GET,20.47.97.254,4,,Google Tag Manager,,,,True
ams-tp.mi.com,,,18,ams-tp.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-05T00:00:00Z,CN=*.mi.com,*.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,ams-tp.mi.com,443,https://ams-tp.mi.com:443,https,text/plain,GET,20.47.115.118,1,,,,,,True
ams.buy.mi.com,Xiaomi Deutschland Offizielle Seite Mi.com -  Mi Deutschland,,84680,www.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2022-09-27T00:00:00Z,CN=www.mi.com,www.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,www.mi.com,443,https://ams.buy.mi.com:443,https,text/html,GET,20.47.97.254,4,,Google Tag Manager,,,,True
ams.event.mi.com,Xiaomi Deutschland Offizielle Seite Mi.com -  Mi Deutschland,,84680,www.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2022-09-27T00:00:00Z,CN=www.mi.com,www.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,www.mi.com,443,https://ams.event.mi.com:443,https,text/html,GET,2.16.107.32,4,,Google Tag Manager,,,,
ams.maf.be.xiaomi.com,HTTP Status 404 – Not Found,,792,ams.maf.be.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-24T00:00:00Z,CN=ams.maf.be.xiaomi.com,ams.maf.be.xiaomi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,ams.maf.be.xiaomi.com,443,https://ams.maf.be.xiaomi.com:443,https,text/html,GET,20.47.115.118,1,,Spring,,,,True
analytics.ff.avast.sec.miui.com,,,18,analytics.ff.avast.sec.miui.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-11T07:37:11Z,CN=*.dun.mi.com,*.dun.mi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,analytics.ff.avast.sec.miui.com,443,https://analytics.ff.avast.sec.miui.com:443,https,text/plain,GET,20.47.97.231,1,MonKing/3.14,Google Cloud CDN,,,,True
api-aicall.aiasst.xiaomi.com,,,51,,,,,,,,,,,,,80,http://api-aicall.aiasst.xiaomi.com:80,http,application/json,GET,20.47.97.231,1,MonKing/3.14,,,,,True
api-alpha.vip.miui.com,404 Not Found,,936,,,,,,,,,,,,,80,http://api-alpha.vip.miui.com:80,http,text/html,GET,20.47.97.231,36,MonKing/3.14,,,,,True
api-external.g.mi.com,Welcome to mife!,,420,api-external.g.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-22T00:00:00Z,CN=*.g.mi.com,*.g.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,api-external.g.mi.com,443,https://api-external.g.mi.com:443,https,text/html,GET,20.47.97.231,20,MonKing/3.14,,,,,True
api-preview.ai.xiaomi.com,,,61,api-preview.ai.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-18T00:00:00Z,CN=*.ai.xiaomi.com,*.ai.xiaomi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,api-preview.ai.xiaomi.com,443,https://api-preview.ai.xiaomi.com:443,https,application/json,GET,20.47.97.231,1,MonKing/3.14,,,,,True
api-preview.open.ai.xiaomi.com,404 Not Found,,232,api-preview.open.ai.xiaomi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-27T00:00:00Z,CN=*.open.ai.xiaomi.com,*.open.ai.xiaomi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,api-preview.open.ai.xiaomi.com,443,https://api-preview.open.ai.xiaomi.com:443,https,text/html,GET,20.47.97.231,5,MonKing/3.14,,,,,True
api-rec.stellar.intl.miui.com,404 网页未找到,,3319,api-rec.stellar.intl.miui.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-13T00:00:00Z,CN=*.stellar.intl.miui.com,*.stellar.intl.miui.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,api-rec.stellar.intl.miui.com,443,https://api-rec.stellar.intl.miui.com:443,https,text/html,GET,20.47.97.231,33,MonKing/3.14,,,,,True
api-ru.support.mi.com,403 - 禁止访问: 访问被拒绝。,,1157,api-ru.support.mi.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-20T00:00:00Z,CN=api-ru.support.mi.com,api-ru.support.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,api-ru.support.mi.com,443,https://api-ru.support.mi.com:443,https,text/html,GET,107.155.53.248,30,Microsoft-IIS/10.0,Windows Server,,,,
api.account.xiaomi.com,404 Not Found,,192,api.account.xiaomi.com,443,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2022-09-10T07:11:32Z,CN=*.account.xiaomi.com,*.account.xiaomi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ctls,api.account.xiaomi.com,443,https://api.account.xiaomi.com:443,https,text/html,GET,20.47.97.107,12,Server,,,,,True
