input,title,status_code,content_length,tls_host,tls_port,tls_tls_version,tls_cipher,tls_not_before,tls_subject_dn,tls_subject_cn,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,lines,tech_,tls_self_signed,tls_subject_org_,tls_expired,cdn
ds-es-stg.hotfix-5-8-0-c.k8s-prod.getaws.arubanetworks.com,,,21,ds-es-stg.hotfix-5-8-0-c.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-05-01T08:25:35Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,ds-es-stg.hotfix-5-8-0-c.k8s-prod.getaws.arubanetworks.com,443,https://ds-es-stg.hotfix-5-8-0-c.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,1,Nginx:1.21.6,True,Acme Co,,
ds-es-stg.july-qe.k8s-prod.getaws.arubanetworks.com,,,21,ds-es-stg.july-qe.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T14:28:26Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,ds-es-stg.july-qe.k8s-prod.getaws.arubanetworks.com,443,https://ds-es-stg.july-qe.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,1,Nginx:1.21.6,True,Acme Co,,
ds-es-stg.license-entitlemen.k8s-prod.getaws.arubanetworks.com,,,21,ds-es-stg.license-entitlemen.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T12:18:05Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,ds-es-stg.license-entitlemen.k8s-prod.getaws.arubanetworks.com,443,https://ds-es-stg.license-entitlemen.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
ds-es-stg.may-qe.k8s-prod.getaws.arubanetworks.com,,,21,ds-es-stg.may-qe.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T13:24:20Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,ds-es-stg.may-qe.k8s-prod.getaws.arubanetworks.com,443,https://ds-es-stg.may-qe.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,1,Nginx:1.21.6,True,Acme Co,,
ds-es-stg.okta-demo-hpe.k8s-prod.getaws.arubanetworks.com,,,21,ds-es-stg.okta-demo-hpe.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T13:54:26Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,ds-es-stg.okta-demo-hpe.k8s-prod.getaws.arubanetworks.com,443,https://ds-es-stg.okta-demo-hpe.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,1,Nginx:1.21.6,True,Acme Co,,
ds-es-stg.okta.k8s-prod.getaws.arubanetworks.com,,,21,ds-es-stg.okta.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T14:05:18Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,ds-es-stg.okta.k8s-prod.getaws.arubanetworks.com,443,https://ds-es-stg.okta.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
ds-es-stg.rel-6-0.k8s-prod.getaws.arubanetworks.com,403 Forbidden,,555,ds-es-stg.rel-6-0.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-05-02T08:30:41Z,CN=ds-es-stg.rel-6-0.k8s-prod.getaws.arubanetworks.com,ds-es-stg.rel-6-0.k8s-prod.getaws.arubanetworks.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,ds-es-stg.rel-6-0.k8s-prod.getaws.arubanetworks.com,443,https://ds-es-stg.rel-6-0.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/html,GET,54.193.199.202,14,Nginx:1.21.6,,,,
ds-es-stg.restore-file-metad.k8s-prod.getaws.arubanetworks.com,,,21,ds-es-stg.restore-file-metad.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T11:59:47Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,ds-es-stg.restore-file-metad.k8s-prod.getaws.arubanetworks.com,443,https://ds-es-stg.restore-file-metad.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
ds-es-stg.uat.k8s-prod.getaws.arubanetworks.com,,,21,ds-es-stg.uat.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-17T05:02:52Z,CN=ds-es-stg.uat.k8s-prod.getaws.arubanetworks.com,ds-es-stg.uat.k8s-prod.getaws.arubanetworks.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,ds-es-stg.uat.k8s-prod.getaws.arubanetworks.com,443,https://ds-es-stg.uat.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,1,Nginx:1.21.6,,,,
ds-es-stg.va-integrate.k8s-prod.getaws.arubanetworks.com,,,21,ds-es-stg.va-integrate.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T12:38:57Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,ds-es-stg.va-integrate.k8s-prod.getaws.arubanetworks.com,443,https://ds-es-stg.va-integrate.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,1,Nginx:1.21.6,True,Acme Co,,
ds-es-stg.va.k8s-prod.getaws.arubanetworks.com,,,21,ds-es-stg.va.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T14:11:36Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,ds-es-stg.va.k8s-prod.getaws.arubanetworks.com,443,https://ds-es-stg.va.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
ds-es.develop.k8s-prod.getaws.arubanetworks.com,403 Forbidden,,153,ds-es.develop.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-25T15:09:03Z,CN=ds-es.develop.k8s-prod.getaws.arubanetworks.com,ds-es.develop.k8s-prod.getaws.arubanetworks.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,ds-es.develop.k8s-prod.getaws.arubanetworks.com,443,https://ds-es.develop.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/html,GET,54.177.224.32,8,Nginx:1.21.6,,,,
ds-es.hotfix-5-7-0-h.k8s-prod.getaws.arubanetworks.com,,,21,ds-es.hotfix-5-7-0-h.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T13:18:08Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,ds-es.hotfix-5-7-0-h.k8s-prod.getaws.arubanetworks.com,443,https://ds-es.hotfix-5-7-0-h.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
ds-es.master.k8s-prod.getaws.arubanetworks.com,403 Forbidden,,555,ds-es.master.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-25T20:34:47Z,CN=ds-es.master.k8s-prod.getaws.arubanetworks.com,ds-es.master.k8s-prod.getaws.arubanetworks.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,ds-es.master.k8s-prod.getaws.arubanetworks.com,443,https://ds-es.master.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/html,GET,54.193.199.202,14,Nginx:1.21.6,,,,
ds-es.master.k8s-stg.getaws.arubanetworks.com,403 Forbidden,,153,ds-es.master.k8s-stg.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-24T16:19:24Z,CN=ds-es.master.k8s-stg.getaws.arubanetworks.com,ds-es.master.k8s-stg.getaws.arubanetworks.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,ds-es.master.k8s-stg.getaws.arubanetworks.com,443,https://ds-es.master.k8s-stg.getaws.arubanetworks.com:443,https,nginx/1.19.1,text/html,GET,54.177.145.51,8,Nginx:1.19.1,,,,
e-rate.arubanetworks.com,Access Denied,,269,www.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-31T00:00:00Z,"CN=www.arubanetworks.com, O=Hewlett Packard Enterprise Company, L=San Jose, ST=California, C=US",www.arubanetworks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,www.arubanetworks.com,443,https://e-rate.arubanetworks.com:443,https,AkamaiGHost,text/html,GET,54.202.181.55,10,,,Hewlett Packard Enterprise Company,,
edata.arubanetworks.com,Error,,139,edata.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-30T00:00:00Z,"CN=edata.arubanetworks.com, O=Hewlett Packard Enterprise Company, L=Palo Alto, ST=California, C=US",edata.arubanetworks.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,edata.arubanetworks.com,443,https://edata.arubanetworks.com:443,https,nginx/1.14.0 (Ubuntu),text/html,GET,34.235.215.92,11,Ubuntu,,Hewlett Packard Enterprise Company,,
elk.k8s-stg.getaws.arubanetworks.com,,,21,elk.k8s-stg.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T10:32:19Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,elk.k8s-stg.getaws.arubanetworks.com,443,https://elk.k8s-stg.getaws.arubanetworks.com:443,https,nginx/1.19.1,text/plain,GET,54.177.145.51,1,Nginx:1.19.1,True,Acme Co,,
enews.arubanetworks.com,Lyris EmailLabs,,2987,enews.arubanetworks.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-18T00:00:00Z,CN=*.elabs7.com,*.elabs7.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,enews.arubanetworks.com,443,https://enews.arubanetworks.com:443,https,Apache,text/html,GET,174.129.241.121,69,PHP,,,,
es-stg.6005.k8s-prod.getaws.arubanetworks.com,,,21,es-stg.6005.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T14:05:18Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,es-stg.6005.k8s-prod.getaws.arubanetworks.com,443,https://es-stg.6005.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
es-stg.account-contacts.k8s-prod.getaws.arubanetworks.com,,,21,es-stg.account-contacts.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T14:28:26Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,es-stg.account-contacts.k8s-prod.getaws.arubanetworks.com,443,https://es-stg.account-contacts.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,1,Nginx:1.21.6,True,Acme Co,,
es-stg.apr-qe.k8s-prod.getaws.arubanetworks.com,,,21,es-stg.apr-qe.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T13:41:47Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,es-stg.apr-qe.k8s-prod.getaws.arubanetworks.com,443,https://es-stg.apr-qe.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
es-stg.audience.k8s-prod.getaws.arubanetworks.com,,,21,es-stg.audience.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-16T08:02:11Z,CN=es-stg.audience.k8s-prod.getaws.arubanetworks.com,es-stg.audience.k8s-prod.getaws.arubanetworks.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,es-stg.audience.k8s-prod.getaws.arubanetworks.com,443,https://es-stg.audience.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,,,,
es-stg.busy-loop.k8s-stg.getaws.arubanetworks.com,,,21,es-stg.busy-loop.k8s-stg.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-05-08T13:34:40Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,es-stg.busy-loop.k8s-stg.getaws.arubanetworks.com,443,https://es-stg.busy-loop.k8s-stg.getaws.arubanetworks.com:443,https,nginx/1.19.1,text/plain,GET,184.169.129.136,1,Nginx:1.19.1,True,Acme Co,,
es-stg.case-sharing.k8s-prod.getaws.arubanetworks.com,,,21,es-stg.case-sharing.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-05-01T08:25:35Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,es-stg.case-sharing.k8s-prod.getaws.arubanetworks.com,443,https://es-stg.case-sharing.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,1,Nginx:1.21.6,True,Acme Co,,
es-stg.case-test.k8s-prod.getaws.arubanetworks.com,,,21,es-stg.case-test.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T13:24:20Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,es-stg.case-test.k8s-prod.getaws.arubanetworks.com,443,https://es-stg.case-test.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,1,Nginx:1.21.6,True,Acme Co,,
es-stg.ccs-polaris.k8s-prod.getaws.arubanetworks.com,,,21,es-stg.ccs-polaris.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T12:18:05Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,es-stg.ccs-polaris.k8s-prod.getaws.arubanetworks.com,443,https://es-stg.ccs-polaris.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
es-stg.ccs-test.k8s-prod.getaws.arubanetworks.com,,,21,es-stg.ccs-test.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T11:48:30Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,es-stg.ccs-test.k8s-prod.getaws.arubanetworks.com,443,https://es-stg.ccs-test.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,1,Nginx:1.21.6,True,Acme Co,,
es-stg.ccs.k8s-prod.getaws.arubanetworks.com,,,21,es-stg.ccs.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T14:11:36Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,es-stg.ccs.k8s-prod.getaws.arubanetworks.com,443,https://es-stg.ccs.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
es-stg.cop.k8s-prod.getaws.arubanetworks.com,,,21,es-stg.cop.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T12:38:57Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,es-stg.cop.k8s-prod.getaws.arubanetworks.com,443,https://es-stg.cop.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,1,Nginx:1.21.6,True,Acme Co,,
es-stg.dec-qe.k8s-prod.getaws.arubanetworks.com,,,21,es-stg.dec-qe.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T14:11:36Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,es-stg.dec-qe.k8s-prod.getaws.arubanetworks.com,443,https://es-stg.dec-qe.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
es-stg.defect-asp-connect.k8s-stg.getaws.arubanetworks.com,,,21,es-stg.defect-asp-connect.k8s-stg.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-05-08T13:34:40Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,es-stg.defect-asp-connect.k8s-stg.getaws.arubanetworks.com,443,https://es-stg.defect-asp-connect.k8s-stg.getaws.arubanetworks.com:443,https,nginx/1.19.1,text/plain,GET,54.177.145.51,1,Nginx:1.19.1,True,Acme Co,,
es-stg.defect-search.k8s-prod.getaws.arubanetworks.com,,,21,es-stg.defect-search.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-05-01T08:25:35Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,es-stg.defect-search.k8s-prod.getaws.arubanetworks.com,443,https://es-stg.defect-search.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,1,Nginx:1.21.6,True,Acme Co,,
es-stg.develop.k8s-prod.getaws.arubanetworks.com,403 Forbidden,,153,es-stg.develop.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-07T08:46:43Z,CN=es-stg.develop.k8s-prod.getaws.arubanetworks.com,es-stg.develop.k8s-prod.getaws.arubanetworks.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,es-stg.develop.k8s-prod.getaws.arubanetworks.com,443,https://es-stg.develop.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/html,GET,54.193.199.202,8,Nginx:1.21.6,,,,
es-stg.develop.k8s-stg.getaws.arubanetworks.com,403 Forbidden,,153,es-stg.develop.k8s-stg.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-19T15:54:32Z,CN=es-stg.develop.k8s-stg.getaws.arubanetworks.com,es-stg.develop.k8s-stg.getaws.arubanetworks.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,es-stg.develop.k8s-stg.getaws.arubanetworks.com,443,https://es-stg.develop.k8s-stg.getaws.arubanetworks.com:443,https,nginx/1.19.1,text/html,GET,54.177.145.51,8,Nginx:1.19.1,,,,
es-stg.elastic-fix.k8s-prod.getaws.arubanetworks.com,,,21,es-stg.elastic-fix.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T11:41:54Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,es-stg.elastic-fix.k8s-prod.getaws.arubanetworks.com,443,https://es-stg.elastic-fix.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
es-stg.elastic-test.k8s-prod.getaws.arubanetworks.com,,,21,es-stg.elastic-test.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T11:59:47Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,es-stg.elastic-test.k8s-prod.getaws.arubanetworks.com,443,https://es-stg.elastic-test.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
es-stg.elastic-upgrade.k8s-prod.getaws.arubanetworks.com,,,21,es-stg.elastic-upgrade.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T14:22:21Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,es-stg.elastic-upgrade.k8s-prod.getaws.arubanetworks.com,443,https://es-stg.elastic-upgrade.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
es-stg.emdm.k8s-prod.getaws.arubanetworks.com,,,21,es-stg.emdm.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T14:11:36Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,es-stg.emdm.k8s-prod.getaws.arubanetworks.com,443,https://es-stg.emdm.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
es-stg.entitlement.k8s-prod.getaws.arubanetworks.com,,,21,es-stg.entitlement.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T14:05:18Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,es-stg.entitlement.k8s-prod.getaws.arubanetworks.com,443,https://es-stg.entitlement.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
es-stg.es-index-ilm.k8s-prod.getaws.arubanetworks.com,,,21,es-stg.es-index-ilm.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T12:18:05Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,es-stg.es-index-ilm.k8s-prod.getaws.arubanetworks.com,443,https://es-stg.es-index-ilm.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
