new,host,a,soa,status_code,cdn,cdn-name,caa,ns,cname,aaaa,has_internal_ips,internal_ips,txt,mx
[x],linear-fa-p-har3.policecheck.auspost.com.au,"18.66.122.20, 18.66.122.40, 18.66.122.93, 18.66.122.60","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],livelmc.policecheck.auspost.com.au,"65.9.55.82, 65.9.55.75, 65.9.55.104, 65.9.55.83","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],livelogsauth.policecheck.auspost.com.au,"18.155.129.41, 18.155.129.74, 18.155.129.15, 18.155.129.82","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],locin-cn-dev.policecheck.auspost.com.au,"108.138.233.124, 108.138.233.11, 108.138.233.13, 108.138.233.108","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"ns-1002.awsdns-61.net, ns-1207.awsdns-22.org, ns-180.awsdns-22.com, ns-1836.awsdns-37.co.uk",,,,,,
[x],lockers.policecheck.auspost.com.au,"18.66.122.20, 18.66.122.40, 18.66.122.93, 18.66.122.60","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],lqs.auspost.com.au,,"ns-1137.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],lsn8.policecheck.auspost.com.au,"18.66.122.60, 18.66.122.40, 18.66.122.20, 18.66.122.93","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],lv23-96.policecheck.auspost.com.au,"18.66.122.40, 18.66.122.60, 18.66.122.93, 18.66.122.20","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],lyncdiscover.auspost.com.au,52.112.192.142,"admin.nsatc.net, dns.level3.net",NOERROR,,,,,webdir.online.lync.com,2603:1027:0:48::21,,,,
[x],lyncedge.auspost.com.au,155.144.114.189,"ns-1137.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,entrust.net,,,,,,,
[x],lyncexternal01.auspost.com.au,155.144.114.192,"ns-1137.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,entrust.net,,,,,,,
[x],lyncexternal01.policecheck.auspost.com.au,"18.66.122.20, 18.66.122.60, 18.66.122.93, 18.66.122.40","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],m.simplysendit.auspost.com.au,52.95.134.193,"ns-1137.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],m4-cmh.policecheck.auspost.com.au,"18.66.122.60, 18.66.122.40, 18.66.122.20, 18.66.122.93","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],mach131-87-172-45drum-155-215-138-10.policecheck.auspost.com.au,"13.32.151.30, 13.32.151.27, 13.32.151.23, 13.32.151.35","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],mach45-66.policecheck.auspost.com.au,"13.32.151.23, 13.32.151.35, 13.32.151.30, 13.32.151.27","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],mail.auspost.com.au,155.144.253.196,"ns-1137.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mail.npe.auspost.com.au,155.144.47.1,"ns-1137.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mail2.auspost.com.au,155.144.24.128,"ns-1137.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,v=spf1 ip4:155.144.24.128/32 ip4:144.140.121.192/27 ip4:58.162.40.96/27 ip4:205.223.86.0/24 ip4:205.223.87.0/24 -all,
[x],mail3.auspost.com.au,155.144.24.128,"ns-1137.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,v=spf1 ip4:155.144.24.128/32 ip4:144.140.121.192/27 ip4:58.162.40.96/27 ip4:205.223.86.0/24 ip4:205.223.87.0/24 -all,
[x],mail4.auspost.com.au,155.144.24.128,"ns-1137.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1137.awsdns-14.org, ns-1916.awsdns-47.co.uk, ns-443.awsdns-55.com, ns-729.awsdns-27.net",,,,,v=spf1 ip4:155.144.24.128/32 ip4:144.140.121.192/27 ip4:58.162.40.96/27 ip4:205.223.86.0/24 ip4:205.223.87.0/24 -all,
[x],mailem.policecheck.auspost.com.au,,"ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],main-webmail.policecheck.auspost.com.au,"13.32.151.35, 13.32.151.30, 13.32.151.23, 13.32.151.27","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],manifest-mgmt-ui-prod.cooi-prod-01.internal.auspost.com.au,"10.215.73.87, 10.215.77.110","ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.215.73.87, 10.215.77.110",,
[x],manifest-mgmt-ui-ptest.cooi-test-01.internal.auspost.com.au,"10.216.133.116, 10.216.131.14","ns-1490.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.216.133.116, 10.216.131.14",,
[x],manifest-mgmt-ui-vtest.cooi-test-01.internal.auspost.com.au,"10.216.131.56, 10.216.133.106","ns-1490.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.216.131.56, 10.216.133.106",,
[x],map.auspost.com.au,,"ns-1137.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],maps.auspost.com.au,155.144.101.33,"ns-1137.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mastercard.auspost.com.au,206.165.245.100,"ns-1137.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,v=spf1 ip4:206.165.240.0/21 ip4:97.107.16.0/20 -all,mx.postdirect.com
[x],maw-buckets.policecheck.auspost.com.au,"13.226.153.103, 13.226.153.40, 13.226.153.55, 13.226.153.34","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],mclb-gcp.policecheck.auspost.com.au,"18.66.122.20, 18.66.122.40, 18.66.122.60, 18.66.122.93","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],mdm03.policecheck.auspost.com.au,"13.32.151.30, 13.32.151.35, 13.32.151.23, 13.32.151.27","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],mdment02.policecheck.auspost.com.au,"52.222.139.76, 52.222.139.116, 52.222.139.29, 52.222.139.21","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],mdment04.policecheck.auspost.com.au,"18.66.122.93, 18.66.122.40, 18.66.122.20, 18.66.122.60","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],media-fml1-1.policecheck.auspost.com.au,"18.66.233.8, 18.66.233.19, 18.66.233.111, 18.66.233.4","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],media-frt3-2.policecheck.auspost.com.au,"18.66.122.60, 18.66.122.93, 18.66.122.40, 18.66.122.20","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],media-gru1-1.policecheck.auspost.com.au,"108.138.233.124, 108.138.233.13, 108.138.233.11, 108.138.233.108","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"ns-1002.awsdns-61.net, ns-1207.awsdns-22.org, ns-180.awsdns-22.com, ns-1836.awsdns-37.co.uk",,,,,,
[x],media-mad1-1.policecheck.auspost.com.au,,"ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],media-xsp1-1.policecheck.auspost.com.au,"13.226.153.103, 13.226.153.40, 13.226.153.34, 13.226.153.55","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],mediatempcontainer-corporate.policecheck.auspost.com.au,"65.9.55.104, 65.9.55.83, 65.9.55.82, 65.9.55.75","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],meet.auspost.com.au,155.144.114.192,"ns-1137.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],merchant-admin.cooi-prod-01.internal.auspost.com.au,"10.215.75.120, 10.215.73.61","ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.215.75.120, 10.215.73.61",,
[x],met-3-1-2.policecheck.auspost.com.au,"52.222.139.116, 52.222.139.29, 52.222.139.21, 52.222.139.76","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],met-4-1-5.policecheck.auspost.com.au,"18.66.122.60, 18.66.122.20, 18.66.122.40, 18.66.122.93","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],mf-mgmt101-west-1c.policecheck.auspost.com.au,"18.66.122.20, 18.66.122.40, 18.66.122.60, 18.66.122.93","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],mhrindou.policecheck.auspost.com.au,"52.222.139.21, 52.222.139.116, 52.222.139.29, 52.222.139.76","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"ns-1002.awsdns-61.net, ns-1207.awsdns-22.org, ns-180.awsdns-22.com, ns-1836.awsdns-37.co.uk",,,,,,
[x],mhsi-47-173-46.policecheck.auspost.com.au,"18.66.122.60, 18.66.122.93, 18.66.122.40, 18.66.122.20","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],midapplication.auspost.com.au,"172.66.40.177, 172.66.43.79","ashley.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,"onboard.mvsi.com, www.onboardedge.com","2606:4700:3108::ac42:28b1, 2606:4700:3108::ac42:2b4f",,,,
[x],miembrosdatabase.policecheck.auspost.com.au,"18.66.122.40, 18.66.122.60, 18.66.122.20, 18.66.122.93","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],mig.policecheck.auspost.com.au,"65.9.55.83, 65.9.55.75, 65.9.55.82, 65.9.55.104","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],mitukidsstaging.policecheck.auspost.com.au,"18.66.122.93, 18.66.122.40, 18.66.122.60, 18.66.122.20","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],mkbn.policecheck.auspost.com.au,"18.66.122.40, 18.66.122.20, 18.66.122.60, 18.66.122.93","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],ml-platform-dev-use2-1-5-3-serving.policecheck.auspost.com.au,"18.66.122.60, 18.66.122.40, 18.66.122.93, 18.66.122.20","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],mo.policecheck.auspost.com.au,"18.66.122.60, 18.66.122.93, 18.66.122.40, 18.66.122.20","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],modernover-lm.policecheck.auspost.com.au,"18.66.122.20, 18.66.122.60, 18.66.122.40, 18.66.122.93","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],mofetpayment.policecheck.auspost.com.au,"13.32.151.27, 13.32.151.30, 13.32.151.35, 13.32.151.23","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],mom.policecheck.auspost.com.au,"18.66.122.93, 18.66.122.60, 18.66.122.40, 18.66.122.20","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"ns-1002.awsdns-61.net, ns-1207.awsdns-22.org, ns-180.awsdns-22.com, ns-1836.awsdns-37.co.uk",,,,,,
[x],momojiribunko.policecheck.auspost.com.au,"18.66.122.20, 18.66.122.60, 18.66.122.93, 18.66.122.40","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"ns-1002.awsdns-61.net, ns-1207.awsdns-22.org, ns-180.awsdns-22.com, ns-1836.awsdns-37.co.uk",,,,,,
[x],monografias.policecheck.auspost.com.au,"18.66.233.8, 18.66.233.19, 18.66.233.111, 18.66.233.4","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],montada.policecheck.auspost.com.au,"18.66.122.93, 18.66.122.20, 18.66.122.60, 18.66.122.40","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],moovelub.policecheck.auspost.com.au,"18.66.122.20, 18.66.122.60, 18.66.122.93, 18.66.122.40","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"ns-1002.awsdns-61.net, ns-1207.awsdns-22.org, ns-180.awsdns-22.com, ns-1836.awsdns-37.co.uk",,,,,,
[x],mps-core-ptest.cooi-test-01.internal.auspost.com.au,"10.216.129.126, 10.216.131.108","ns-1490.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.216.129.126, 10.216.131.108",,
[x],mps-core-stest.cooi-test-01.internal.auspost.com.au,"10.216.129.120, 10.216.131.72","ns-1490.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.216.129.120, 10.216.131.72",,
[x],mps-core.cooi-prod-01.internal.auspost.com.au,"10.215.73.86, 10.215.75.98","ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1374.awsdns-43.org, ns-1660.awsdns-15.co.uk, ns-480.awsdns-60.com, ns-869.awsdns-44.net",,,True,"10.215.73.86, 10.215.75.98",,
[x],mps-cte-ptest.cooi-test-01.internal.auspost.com.au,"10.216.129.67, 10.216.133.126","ns-1490.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1018.awsdns-63.net, ns-122.awsdns-15.com, ns-1490.awsdns-58.org, ns-1567.awsdns-03.co.uk",,,True,"10.216.129.67, 10.216.133.126",,
[x],mps-dws-vtest.cooi-test-01.internal.auspost.com.au,"10.216.133.7, 10.216.129.119","ns-1490.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.216.133.7, 10.216.129.119",,
[x],mps-dws.cooi-prod-01.internal.auspost.com.au,"10.215.73.121, 10.215.77.34","ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.215.73.121, 10.215.77.34",,
[x],mps-em-ptest.cooi-test-01.internal.auspost.com.au,"10.216.129.57, 10.216.131.91","ns-1490.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.216.129.57, 10.216.131.91",,
[x],mps-em-stest.cooi-test-01.internal.auspost.com.au,"10.216.129.96, 10.216.133.19","ns-1490.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.216.129.96, 10.216.133.19",,
[x],mps-eparcel-cte-pdev.cooi-dev-01.internal.auspost.com.au,,"ns-1324.awsdns-37.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mps-eparcel-cte-ptest.cooi-test-01.internal.auspost.com.au,10.216.133.125,"ns-1490.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,10.216.133.125,,
[x],mps-eparcel-so-stest.cooi-test-01.internal.auspost.com.au,10.216.129.10,"ns-1490.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,10.216.129.10,,
[x],mps-mpbrr-dws-pdev.cooi-dev-01.internal.auspost.com.au,"10.216.61.22, 10.216.59.43","ns-1324.awsdns-37.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.216.61.22, 10.216.59.43",,
[x],mps-mpbrr-dws-pdev.policecheck.auspost.com.au,"52.222.139.116, 52.222.139.21, 52.222.139.29, 52.222.139.76","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],mps-mpbrr-dws-ptest.cooi-test-01.internal.auspost.com.au,"10.216.133.101, 10.216.129.123","ns-1490.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.216.133.101, 10.216.129.123",,
[x],mps-mpbrr-dws-stest.cooi-test-01.internal.auspost.com.au,"10.216.133.105, 10.216.129.9","ns-1490.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.216.133.105, 10.216.129.9",,
[x],mps-mpbrr-dws.cooi-prod-01.internal.auspost.com.au,"10.215.73.69, 10.215.75.76","ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.215.73.69, 10.215.75.76",,
[x],mps-mpbrr-orch-pdev.cooi-dev-01.internal.auspost.com.au,"10.216.57.45, 10.216.59.123","ns-1324.awsdns-37.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.216.57.45, 10.216.59.123",,
[x],mps-mpbrr-orch-ptest.cooi-test-01.internal.auspost.com.au,"10.216.129.18, 10.216.131.30","ns-1490.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.216.129.18, 10.216.131.30",,
[x],mps-mpbrr-orch-stest.cooi-test-01.internal.auspost.com.au,"10.216.133.35, 10.216.129.28","ns-1490.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.216.133.35, 10.216.129.28",,
[x],mps-mpbrr-orch-vtest.cooi-test-01.internal.auspost.com.au,"10.216.129.53, 10.216.133.86","ns-1490.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.216.129.53, 10.216.133.86",,
[x],mps-mpbrr-orch.cooi-prod-01.internal.auspost.com.au,"10.215.73.6, 10.215.77.50","ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.215.73.6, 10.215.77.50",,
[x],mps-mpbrr-pdev.cooi-dev-01.internal.auspost.com.au,"10.216.61.17, 10.216.57.32","ns-1324.awsdns-37.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.216.61.17, 10.216.57.32",,
[x],mps-mpbrr-stest.cooi-test-01.internal.auspost.com.au,"10.216.131.6, 10.216.129.17","ns-1490.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.216.131.6, 10.216.129.17",,
[x],mps-mpbrr-vtest.cooi-test-01.internal.auspost.com.au,"10.216.133.77, 10.216.131.38","ns-1490.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.216.133.77, 10.216.131.38",,
[x],mps-orchestration-ptest.cooi-test-01.internal.auspost.com.au,,"ns-1490.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mps-orchestration-stest.cooi-test-01.internal.auspost.com.au,"10.216.131.48, 10.216.129.64","ns-1490.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.216.131.48, 10.216.129.64",,
[x],mps-orchestration-vtest.cooi-test-01.internal.auspost.com.au,"10.216.129.47, 10.216.133.52","ns-1490.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.216.129.47, 10.216.133.52",,
[x],mps-orchestration.cooi-prod-01.internal.auspost.com.au,"10.215.77.29, 10.215.75.119, 10.215.73.115","ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.215.77.29, 10.215.75.119, 10.215.73.115",,
[x],mps-so.cooi-prod-01.internal.auspost.com.au,"10.215.77.35, 10.215.73.124","ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.215.77.35, 10.215.73.124",,
[x],mps-um-pdev.cooi-dev-01.internal.auspost.com.au,"10.216.59.88, 10.216.57.62","ns-1324.awsdns-37.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.216.59.88, 10.216.57.62",,
[x],mr00-cls-webdata.policecheck.auspost.com.au,"13.32.151.35, 13.32.151.30, 13.32.151.23, 13.32.151.27","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],mr23p01ad.policecheck.auspost.com.au,"18.66.122.40, 18.66.122.60, 18.66.122.93, 18.66.122.20","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],mrs-api-pdev.cooi-dev-01.internal.auspost.com.au,,"ns-1324.awsdns-37.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mrs-api-stest.cooi-test-01.internal.auspost.com.au,"10.216.130.22, 10.216.134.54","ns-1490.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1018.awsdns-63.net, ns-122.awsdns-15.com, ns-1490.awsdns-58.org, ns-1567.awsdns-03.co.uk",,,True,"10.216.130.22, 10.216.134.54",,
[x],mrtssp.policecheck.auspost.com.au,"18.66.122.40, 18.66.122.60, 18.66.122.93, 18.66.122.20","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],ms11-bistunium-k8scontour-ext.policecheck.auspost.com.au,"18.66.122.60, 18.66.122.93, 18.66.122.20, 18.66.122.40","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],mscistat.policecheck.auspost.com.au,"52.85.92.21, 52.85.92.65, 52.85.92.39, 52.85.92.28","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],msg.auspost.com.au,"54.253.79.186, 52.63.108.217","ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,"auspost.au.whispir.com, webstarau-alb-15072020-2029369331.ap-southeast-2.elb.amazonaws.com",,,,,
[x],msnsgw.policecheck.auspost.com.au,"18.66.122.60, 18.66.122.93, 18.66.122.20, 18.66.122.40","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],msoid.auspost.com.au,"40.126.32.72, 40.126.32.68, 20.190.160.17, 40.126.32.76, 20.190.160.22, 40.126.32.140, 40.126.32.136, 40.126.32.138","tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,True,azure,,,"clientconfig.microsoftonline-p.net, a.privatelink.msidentity.com, prda.aadg.msidentity.com, www.tm.a.prd.aadg.trafficmanager.net",,,,,
[x],mta-v22.policecheck.auspost.com.au,"18.155.129.82, 18.155.129.74, 18.155.129.41, 18.155.129.15","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],mta.notifications.auspost.com.au,66.231.81.30,"ns-1137.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1137.awsdns-14.org, ns-1916.awsdns-47.co.uk, ns-443.awsdns-55.com, ns-729.awsdns-27.net",,,,,,
[x],mta.policecheck.auspost.com.au,"18.155.129.74, 18.155.129.82, 18.155.129.15, 18.155.129.41","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],mta02.policecheck.auspost.com.au,"18.66.122.93, 18.66.122.20, 18.66.122.40, 18.66.122.60","ns-1836.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],mta10.notifications.auspost.com.au,136.147.141.212,"ns-1137.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mta11.notifications.auspost.com.au,136.147.141.213,"ns-1137.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mta13.notifications.auspost.com.au,136.147.141.215,"ns-1137.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1137.awsdns-14.org, ns-1916.awsdns-47.co.uk, ns-443.awsdns-55.com, ns-729.awsdns-27.net",,,,,,
[x],mta14.notifications.auspost.com.au,136.147.141.216,"ns-1137.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mta15.notifications.auspost.com.au,136.147.141.217,"ns-1137.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mta17.notifications.auspost.com.au,136.147.141.219,"ns-1137.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mta19.notifications.auspost.com.au,136.147.141.221,"ns-1137.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mta2.notifications.auspost.com.au,136.147.141.204,"ns-1137.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mta21.notifications.auspost.com.au,136.147.141.223,"ns-1137.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mta22.notifications.auspost.com.au,136.147.141.224,"ns-1137.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mta23.notifications.auspost.com.au,136.147.141.225,"ns-1137.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mta24.notifications.auspost.com.au,,"ns-1137.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mta25.notifications.auspost.com.au,136.147.141.227,"ns-1137.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mta3.notifications.auspost.com.au,136.147.141.205,"ns-1137.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mta4.notifications.auspost.com.au,136.147.141.206,"ns-1137.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mta5.notifications.auspost.com.au,136.147.141.207,"ns-1137.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mta6.notifications.auspost.com.au,136.147.141.208,"ns-1137.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
