input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,tls_wildcard_certificate,final_url,csp_domains_,tls_expired,cdn_name,cdn
lemon.qq.com,腾讯柠檬清理 - 全新Mac清理工具，实时了解Mac系统状况,200,34758,lemon.qq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2024-02-08T23:59:59Z,"CN=feb10-2023-2.ias.qq.com, O=Shenzhen Tencent Computer Systems Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",feb10-2023-2.ias.qq.com,Shenzhen Tencent Computer Systems Company Limited,zjbl.qq.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,e03513e2814f225365815b411d7b99d3,214a96ab34c0add86d73d211f13af1870af34e96b5713dbba6ca6ffd73b26ebb,ctls,lemon.qq.com,443,https://lemon.qq.com:443,https,nginx,text/html,GET,43.135.105.195,/,1506877856,2402:4e00:1020:140d:0:9494:c193:3df0,Nginx,1050,False,,,,,,,
lfs.qq.com,洛菲斯的呼唤-极光计划-腾讯游戏,200,12507,lfs.qq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-13T00:00:00Z,2024-02-13T23:59:59Z,"CN=lfs.qq.com, O=Shenzhen Tencent Computer Systems Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",lfs.qq.com,Shenzhen Tencent Computer Systems Company Limited,jdgm.qq.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,ee5357bf00e271a2573b75540789b365,72ab1291ebdb98c361e36f82a75538d860bd6c6341966c0f357038230bacbcc8,ctls,lfs.qq.com,443,https://lfs.qq.com:443,https,nginx,text/html,GET,203.205.137.78,/,249537125,203.205.137.78,Nginx,264,False,,,,,,,
lianmeng.qq.com,优量汇,200,4501,adnet.qq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-02T00:00:00Z,2023-10-03T23:59:59Z,"CN=ad.qq.com, O=Shenzhen Tencent Computer Systems Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",ad.qq.com,Shenzhen Tencent Computer Systems Company Limited,win.qq.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,a73ba56d221b6b6a61d4b3249a12c254,d4b5296820e25a7c26e78c56de15fce8601ecfa6b0aff0a110927c05af2621df,ctls,adnet.qq.com,443,https://lianmeng.qq.com:443,https,nginx,text/html,GET,203.205.235.101,/,-534880022,2402:4e00:8010::103,Nginx,55,False,,,https://adnet.qq.com/,*.qlogo.cn,,,
lib.oa.tencent.com,,403,11139,lib.oa.tencent.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-02T00:00:00Z,2023-12-03T23:59:59Z,"CN=*.oa.tencent.com, O=Shenzhen Tencent Computer Systems Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",*.oa.tencent.com,Shenzhen Tencent Computer Systems Company Limited,oa.tencent.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,6d15bd0ac6380f965af4cddae1a8c7fd,b2cc7ded9120be13fc088036f414128699eab5c657559332de487e6ec4c7c089,ctls,lib.oa.tencent.com,443,https://lib.oa.tencent.com:443,https,,text/html,GET,162.62.220.230,/,1945124837,162.62.220.230,,327,False,,True,,,,,
lightup.tencent.com,LightUp 山海九黎，文创新光,200,1628,lightup.tencent.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2020-05-09T00:00:00Z,2021-05-14T12:00:00Z,"CN=*.lightup.tencent.com, OU=R&D, O=Tencent Technology (Shenzhen) Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",*.lightup.tencent.com,Tencent Technology (Shenzhen) Company Limited,lightup.tencent.com,"CN=Secure Site CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site CA G2,DigiCert Inc,2d1e5705e0f6b5bd389408d0cd79a310,bb721dce7b6419cf93c2c6cfc78b1d946d5340709062518fc2c6c97b46443f9b,ctls,lightup.tencent.com,443,https://lightup.tencent.com:443,https,tencent-cos,text/html,GET,110.249.196.124,/,804826860,116.162.13.13,,11,False,,True,,,True,,
like.video.qq.com,,404,,like.video.qq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-06T19:51:18Z,2024-06-06T19:51:17Z,"CN=*.may07-2023-1.ias.qq.com, O=Tencent Technology (Shenzhen) Company Limited, L=Shenzhen, ST=Guangdong, C=CN",*.may07-2023-1.ias.qq.com,Tencent Technology (Shenzhen) Company Limited,may07-2023-1.ias.qq.com,"CN=GlobalSign Organization Validation CA - SHA256 - G3, O=GlobalSign nv-sa, C=BE",GlobalSign Organization Validation CA - SHA256 - G3,GlobalSign nv-sa,05198899827299ff91bc5a5d365e804a,f0ac9d8860324e44560ebeef377150f146502a3e6cd8ee9d67cec9a663e41b7c,ctls,like.video.qq.com,443,https://like.video.qq.com:443,https,QZHTTP-2.38.20,text/html,GET,129.226.102.98,/,-1840324437,129.226.102.98,,1,False,,True,,,,,
lineage.qq.com,傲慢之塔突袭-天堂官方网站-腾讯游戏,200,6232,tiantang.qq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-17T00:00:00Z,2024-03-19T23:59:59Z,"CN=nba2k.qq.com, O=Shenzhen Tencent Computer Systems Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",nba2k.qq.com,Shenzhen Tencent Computer Systems Company Limited,zzqx.qq.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,550e237e7d0306f57dfacccd50fe5c17,cd3d0a2bcc20a4f747627af50cd86cf3ed42bd5e98e7cbe6d17bc0973a339bb0,ctls,tiantang.qq.com,80,http://lineage.qq.com:80,http,nginx,text/html,GET,43.152.15.45,/,-1184844433,203.205.136.84,Nginx,142,False,,,https://tiantang.qq.com/,,,,
lingpai.dnspod.cn,"DNSPod-免费智能DNS解析服务商-电信_网通_教育网,智能DNS",404,5426,,,,,,,,,,,,,,,,,,,80,http://lingpai.dnspod.cn:80,http,nginx,text/html,GET,129.226.102.13,/,-842746715,129.226.102.13,Nginx,130,False,,,http://www.dnspod.cn/Products/dtoken,,,,
lingshou.tencent.com,智慧零售数据平台,200,2402,lingshou.tencent.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-20T00:00:00Z,2023-12-19T23:59:59Z,"CN=dec21-2022-1.ias.tencent.com, O=Shenzhen Tencent Computer Systems Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",dec21-2022-1.ias.tencent.com,Shenzhen Tencent Computer Systems Company Limited,youshu.tencent.com,"CN=Secure Site CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site CA G2,DigiCert Inc,69e248d218f8038ec0576d3348c5b481,22a5efb59da3d523b7ef99bb2c16b62a9da993380e3bcc7acc3e8e1ffdc81a26,ctls,lingshou.tencent.com,443,https://lingshou.tencent.com:443,https,,text/html,GET,43.135.106.65,/,1292293880,43.135.106.77,Font Awesome,3,False,,,https://lingshou.tencent.com/dc/home,,,,
linx.qq.com,提示,200,3047,url.cn,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-15T00:00:00Z,2023-08-15T23:59:59Z,"CN=*.url.cn, O=Tencent Technology (Shenzhen) Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",*.url.cn,Tencent Technology (Shenzhen) Company Limited,url.cn,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,63fcf4f2a4afc64b6172eee86aa13659,76ea93ac747820d836b613bc3c0479b73aa860a4d3188c9fe3454147bda4c584,ctls,url.cn,443,https://linx.qq.com:443,https,,text/html,GET,43.135.105.195,/,-1840324437,101.32.212.216,,104,False,,True,https://url.cn/sorry,,,,
list.tencent.com,,418,,list.tencent.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-14T00:00:00Z,2023-11-14T23:59:59Z,"CN=*.unionpayintl.com, O=Unionpay International Co.\,Ltd, ST=Shanghai, C=CN",*.unionpayintl.com,"Unionpay International Co.,Ltd",unionpayintl.com,"CN=Secure Site CA, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site CA,DigiCert Inc,ef5184c625dadf080da1599d27619631,d56e0bbdda4b9cf884d8bf488880022a578fb647cd9a218b3e35e1d0aa65c842,ctls,list.tencent.com,443,https://list.tencent.com:443,https,TencentEdgeOne,,GET,43.159.118.19,/,-1840324437,43.159.119.195,,1,False,True,True,,,,,
list.video.qq.com,,404,,list.video.qq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-06T19:51:18Z,2024-06-06T19:51:17Z,"CN=*.may07-2023-1.ias.qq.com, O=Tencent Technology (Shenzhen) Company Limited, L=Shenzhen, ST=Guangdong, C=CN",*.may07-2023-1.ias.qq.com,Tencent Technology (Shenzhen) Company Limited,may07-2023-1.ias.qq.com,"CN=GlobalSign Organization Validation CA - SHA256 - G3, O=GlobalSign nv-sa, C=BE",GlobalSign Organization Validation CA - SHA256 - G3,GlobalSign nv-sa,05198899827299ff91bc5a5d365e804a,f0ac9d8860324e44560ebeef377150f146502a3e6cd8ee9d67cec9a663e41b7c,ctls,list.video.qq.com,443,https://list.video.qq.com:443,https,,application/json,GET,43.154.240.84,/,-1840324437,43.154.254.142,,1,False,,True,,,,,
lite-yixing.tencent.com,404 Not Found,404,464,lite-yixing.tencent.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-27T00:00:00Z,2024-01-02T23:59:59Z,"CN=trip.tencent.com, O=Tencent Technology (Shenzhen) Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",trip.tencent.com,Tencent Technology (Shenzhen) Company Limited,yixing.tencent.com,"CN=Secure Site CA, OU=www.digicert.com, O=DigiCert Inc, C=US",Secure Site CA,DigiCert Inc,78ef8ba45ec5b62138c32c90973db4b2,08f13ceede1cf312d3c856f8c5d2d0834f5595ab21e981a315e8a10c2db1359c,ctls,lite-yixing.tencent.com,443,https://lite-yixing.tencent.com:443,https,tencent-cos,text/html,GET,122.189.171.25,/,1007697658,218.12.71.15,,14,False,,,,,,,
live.cloud.tencent.com,,200,154,live.cloud.tencent.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-19T00:00:00Z,2023-07-20T23:59:59Z,"CN=live.cloud.tencent.com, O=Tencent Technology (Shenzhen) Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",live.cloud.tencent.com,Tencent Technology (Shenzhen) Company Limited,live.cloud.tencent.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,a6a39df67552cc275701b4b1ff42ffbd,7d6d65de20724f68eff21331d922e8c6d7a5fc071b923015cbc8423e5d055d1e,ctls,live.cloud.tencent.com,80,http://live.cloud.tencent.com:80,http,nginx,text/html,GET,106.55.127.217,/,-1874576976,106.55.127.217,Nginx,1,False,,,https://live.cloud.tencent.com/,,,,
live.fp.qq.com,,508,,live.fp.qq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T23:01:11Z,2024-03-12T23:01:10Z,"CN=*.feb10-2023-1.ias.qq.com, O=Tencent Technology (Shenzhen) Company Limited, L=Shenzhen, ST=Guangdong, C=CN",*.feb10-2023-1.ias.qq.com,Tencent Technology (Shenzhen) Company Limited,feb10-2023-1.ias.qq.com,"CN=GlobalSign Organization Validation CA - SHA256 - G3, O=GlobalSign nv-sa, C=BE",GlobalSign Organization Validation CA - SHA256 - G3,GlobalSign nv-sa,11ce45a65f830e6f6e40ad457ac84114,d04c0c8544b0891d8d003a600a32a4242d3d504004b371cea55924bf95d224ec,ctls,live.fp.qq.com,443,https://live.fp.qq.com:443,https,QZHTTP-2.38.41,text/html,GET,129.226.103.24,/,-1840324437,129.226.107.124,,1,False,True,True,,,,,
live.game.qq.com,,200,,live.game.qq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-13T00:00:00Z,2023-10-14T23:59:59Z,"CN=game.qq.com, O=Shenzhen Tencent Computer Systems Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",game.qq.com,Shenzhen Tencent Computer Systems Company Limited,*.game.qq.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,1d01e7e83974c2947775064fd26d00de,3849a01c22d066db650ba270a955d89639ef7d9545ea4881c3c1aab21afc4c84,ctls,live.game.qq.com,443,https://live.game.qq.com:443,https,stgw,text/html,GET,117.184.242.142,/,,117.184.242.142,,1,False,,True,,,,,
live.mobile.video.qq.com,,500,,live.mobile.video.qq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-05T00:00:00Z,2023-11-08T23:59:59Z,"CN=nov05-2022-1.ias.qq.com, O=Shenzhen Tencent Computer Systems Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",nov05-2022-1.ias.qq.com,Shenzhen Tencent Computer Systems Company Limited,wss.sso.qq.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,1c034df5c9461415a62a8276b2e1f092,dd7a3b6d586124c69a10d45eea334ce2ec56beaf60a076c50091b8e362f0a7a5,ctls,live.mobile.video.qq.com,443,https://live.mobile.video.qq.com:443,https,,,GET,129.226.102.98,/,-1840324437,129.226.102.98,,1,False,,,,,,,
live.qq.com,NBA直播_综合体育视频网站_高清CBA/台球直播在线观看-企鹅直播,200,83227,live.qq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-05T00:00:00Z,2023-05-24T23:59:59Z,"CN=live.qq.com, O=Tencent Technology (Shenzhen) Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",live.qq.com,Tencent Technology (Shenzhen) Company Limited,live.qq.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,e8eb538e1cb71e2a18f784cad6aa2c74,7b0f5ba3cff58feced9c70daecbcff036b043c4028ea8a03f6f6977443349308,ctls,live.qq.com,443,https://live.qq.com:443,https,nginx,text/html,GET,203.205.224.26,/,-166520336,43.152.28.34,Nginx,9,False,,,,,,,
live.tig.qq.com,,404,47,live.tig.qq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-02T00:00:00Z,2023-11-21T23:59:59Z,"CN=*.tig.qq.com, O=Shenzhen Tencent Computer Systems Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",*.tig.qq.com,Shenzhen Tencent Computer Systems Company Limited,tig.qq.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,93c0a538007494fde7cd35677ba306c6,d2992049f3d1ed528a4e8429ca678db7af2a6f6579d71f9b881f911a72a36044,ctls,live.tig.qq.com,443,https://live.tig.qq.com:443,https,MC_VCLOUD_LIVE,text/html,GET,101.33.10.124,/,-292356855,43.152.134.161,,1,False,,True,,,,,
live.weixin.qq.com,直播控制台,200,2017,live.weixin.qq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-17T00:00:00Z,2024-04-14T23:59:59Z,"CN=mp.weixin.qq.com, O=Shenzhen Tencent Computer Systems Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",mp.weixin.qq.com,Shenzhen Tencent Computer Systems Company Limited,servicewechat.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,aee55cd52e6da29106e5a29f69b20b59,982a2f088b570d5850f2e206369a330b67c8ff8c03fdf65ca53e6faaa2288fd1,ctls,live.weixin.qq.com,443,https://live.weixin.qq.com:443,https,,text/html,GET,203.205.239.154,/,-1817434995,240d:c040:0:40::116,HSTS,42,False,,True,https://live.weixin.qq.com/livemp/login,,,,
livec.l.qq.com,403 Forbidden,403,162,,,,,,,,,,,,,,,,,,,80,http://livec.l.qq.com:80,http,nginx,text/html,GET,203.205.253.150,/,1283912248,2408:8711:10:10::55,Nginx,8,False,,,,,,,
livelink.qq.com,LiveLink,200,1702,livelink.qq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-21T00:00:00Z,2023-08-21T23:59:59Z,"CN=*.livelink.qq.com, O=Shenzhen Tencent Computer Systems Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",*.livelink.qq.com,Shenzhen Tencent Computer Systems Company Limited,livelink.qq.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,7f0ab3ad3031b2a9aad47000a35de1bd,a6fe10118ea9de21e2b37cb45d819302e2060da945748d3d94dbb58bf66d6a19,ctls,livelink.qq.com,443,https://livelink.qq.com:443,https,nginx,text/html,GET,116.148.161.158,/,555921983,218.98.57.47,Nginx,1,False,,True,,,,,
livep.l.ott.video.qq.com,,200,,livep.l.ott.video.qq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-19T00:00:00Z,2023-07-19T23:59:59Z,"CN=jul20-2022-1.ias.qq.com, O=Shenzhen Tencent Computer Systems Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",jul20-2022-1.ias.qq.com,Shenzhen Tencent Computer Systems Company Limited,wecom.nj.qq.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,92206d15f999e6d6c6b70272ef4f1929,4d686320565c5be4fd11d11d7627a974c7cd19cece3aea59ee0b7896e99fd0fd,ctls,livep.l.ott.video.qq.com,443,https://livep.l.ott.video.qq.com:443,https,nginx,,GET,43.135.106.3,/,-1840324437,43.154.240.58,Nginx,1,False,,,,,,,
lives.l.ott.video.qq.com,403 Forbidden,403,564,lives.l.ott.video.qq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-04T00:00:00Z,2023-08-04T23:59:59Z,"CN=lives.l.ott.video.qq.com, O=Tencent Technology (Shenzhen) Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",lives.l.ott.video.qq.com,Tencent Technology (Shenzhen) Company Limited,lives.l.ott.video.qq.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,44c3a65bdfb867f9a49aeceb9b0ca25f,3c7fef79f8f26af5e4e4a053e0a881ef040210b4257b44a46ca7248c2049e929,ctls,lives.l.ott.video.qq.com,443,https://lives.l.ott.video.qq.com:443,https,nginx,text/html,GET,203.205.253.150,/,1283912248,2408:8711:10:10::55,Nginx,14,False,,,,,,,
lives.l.qq.com,403 Forbidden,403,162,lives.l.qq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-07T00:00:00Z,2023-07-08T23:59:59Z,"CN=l.qq.com, O=Shenzhen Tencent Computer Systems Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",l.qq.com,Shenzhen Tencent Computer Systems Company Limited,*.l.qq.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,121c08c311d2a63234abf994548c6d9f,7e208d358711ea83f33467fcb854ede47004fb9f0f65a4a6eb8af454c62afb60,ctls,lives.l.qq.com,443,https://lives.l.qq.com:443,https,nginx,text/html,GET,203.205.253.150,/,1283912248,2408:8711:10:10::55,Nginx,8,False,,True,,,,,
lk.qq.com,登录,200,7810,urlsec.qq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-13T00:00:00Z,2023-08-15T23:59:59Z,"CN=aug13-2022-2.ias.qq.com, O=Shenzhen Tencent Computer Systems Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",aug13-2022-2.ias.qq.com,Shenzhen Tencent Computer Systems Company Limited,yybh5report.qq.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,f138db633bdad5f8b1a975dc48142866,7a79d52cea568fd541eed189c456b76573326db25800512fae0ab6a648b430f7,ctls,urlsec.qq.com,80,http://lk.qq.com:80,http,,text/html,GET,43.135.105.195,/,-686842349,101.32.212.216,HSTS,159,False,,,https://urlsec.qq.com/login?s_url=%2Flingkun,,,,
ll.qq.com,天美工作室群官方网站-腾讯游戏,200,68556,timi.qq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-06-04T23:59:59Z,"CN=bns.qq.com, O=Shenzhen Tencent Computer Systems Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",bns.qq.com,Shenzhen Tencent Computer Systems Company Limited,zzlt.qq.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,73c935d3ebfc3cab738fb4e2a3557f9d,47dbd3625fe95eec85071c91375bcc9f3fbe6bad05c959d87d82b0d10760da02,ctls,timi.qq.com,443,https://ll.qq.com:443,https,NWS_TCloud_PX,text/html,GET,203.205.234.24,/,-1742192768,203.205.234.24,,1309,False,,,https://timi.qq.com,,,,
llm.csigssd.tencent.com,403 Forbidden,403,145,llm.csigssd.tencent.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-01-04T23:59:59Z,"CN=csigssd.tencent.com, O=Shenzhen Tencent Computer Systems Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",csigssd.tencent.com,Shenzhen Tencent Computer Systems Company Limited,test.csigssd.tencent.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,0e8bbe73a94337a2d6cbba9c036af829,3815ff38d1c2c5cd211cd70b38f2a633640449bd83b4555f0b6c518c6399d1b6,ctls,llm.csigssd.tencent.com,443,https://llm.csigssd.tencent.com:443,https,stgw,text/html,GET,43.154.254.142,/,-1752141557,43.154.240.84,,8,False,,True,,,,,
llts.qq.com,天美工作室群官方网站-腾讯游戏,200,68556,timi.qq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-06-04T23:59:59Z,"CN=bns.qq.com, O=Shenzhen Tencent Computer Systems Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",bns.qq.com,Shenzhen Tencent Computer Systems Company Limited,zzlt.qq.com,"CN=DigiCert Secure Site CN CA G3, O=DigiCert Inc, C=US",DigiCert Secure Site CN CA G3,DigiCert Inc,73c935d3ebfc3cab738fb4e2a3557f9d,47dbd3625fe95eec85071c91375bcc9f3fbe6bad05c959d87d82b0d10760da02,ctls,timi.qq.com,443,https://llts.qq.com:443,https,NWS_TCloud_PX,text/html,GET,203.205.234.24,/,-1742192768,203.205.234.24,,1309,False,,,https://timi.qq.com,,,,
lmbsy.qq.com,403 Forbidden,403,197,,,,,,,,,,,,,,,,,,,80,http://lmbsy.qq.com:80,http,nginx,text/html,GET,4.59.37.12,/,-127960262,4.59.37.8,Nginx,9,False,,,,,,,
lmxtiyan.ledou.qq.com,403 Forbidden,403,547,lmxtiyan.ledou.qq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-09T17:16:00Z,2024-01-10T17:15:59Z,"CN=*.dec10-2022-1.ias.qq.com, O=Tencent Technology (Shenzhen) Company Limited, L=Shenzhen, ST=Guangdong, C=CN",*.dec10-2022-1.ias.qq.com,Tencent Technology (Shenzhen) Company Limited,dec10-2022-1.ias.qq.com,"CN=GlobalSign Organization Validation CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE",GlobalSign Organization Validation CA - SHA256 - G2,GlobalSign nv-sa,f59c1be81a19575d8486a8551dccb381,abbe38e920f5cead881658be0491014255575e9265a72972c509aa10b2e5e280,ctls,lmxtiyan.ledou.qq.com,443,https://lmxtiyan.ledou.qq.com:443,https,stgw,text/html,GET,113.108.28.188,/,-764326865,113.108.28.188,,14,False,True,True,,,,,
lmydzd.qq.com,403 Forbidden,403,554,lmydzd.qq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-17T00:00:00Z,2024-04-27T23:59:59Z,CN=a.bdydns.com,a.bdydns.com,,*.zservey.net,"CN=Baidu\, Inc. DV CA, O=Baidu\, Inc., C=CN","Baidu, Inc. DV CA","Baidu, Inc.",302d0d561cf6bc38dfdd8324ad7556d9,9934dfd82278598de1dd54bc3d78732594a627a5c2dab6bcd4efda2ef73302e8,ctls,lmydzd.qq.com,443,https://lmydzd.qq.com:443,https,JSP3/2.0.14,text/html,GET,180.97.64.41,/,512794399,180.97.64.41,,14,False,True,True,,,,,
ln.qq.com,优质资讯推荐_腾讯网,200,7826,new.qq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=qs.888.qq.com, O=Shenzhen Tencent Computer Systems Company Limited, L=Shenzhen, ST=Guangdong Province, C=CN",qs.888.qq.com,Shenzhen Tencent Computer Systems Company Limited,zt.news.qq.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8e66d31019fb314d55d0ccafd5c71593,51ecaed081f0e5bc66a394d274906f6c7a767ddc91900e53ec2551fec2a02840,ctls,new.qq.com,443,https://ln.qq.com:443,https,squid/3.5.24,text/html,GET,129.226.102.190,/,-219805625,129.226.106.167,HSTS,143,False,,,https://new.qq.com/d/ln/,,,,
loc.map.qq.com,,404,19,loc.map.qq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-09T23:01:11Z,2024-03-12T23:01:10Z,"CN=*.feb10-2023-1.ias.qq.com, O=Tencent Technology (Shenzhen) Company Limited, L=Shenzhen, ST=Guangdong, C=CN",*.feb10-2023-1.ias.qq.com,Tencent Technology (Shenzhen) Company Limited,feb10-2023-1.ias.qq.com,"CN=GlobalSign Organization Validation CA - SHA256 - G3, O=GlobalSign nv-sa, C=BE",GlobalSign Organization Validation CA - SHA256 - G3,GlobalSign nv-sa,11ce45a65f830e6f6e40ad457ac84114,d04c0c8544b0891d8d003a600a32a4242d3d504004b371cea55924bf95d224ec,ctls,loc.map.qq.com,443,https://loc.map.qq.com:443,https,,text/plain,GET,129.226.106.84,/,-138391155,129.226.106.219,,2,False,True,True,,,,,
