new,host,a,soa,status_code,aaaa,txt,cname,has_internal_ips,internal_ips,mx,cdn,cdn-name,ns,caa
[x],myapps.postnl.nl,"95.101.74.159, 95.101.74.148","a1-6.akam.net, domain-registry.postnl.nl",NOERROR,"2a02:26f0:c900:9::5f65:4a9f, 2a02:26f0:c900:9::5f65:4a94",v=spf1 -all,,,,,,,,
[x],myparcel.verpakkingen.postnl.nl,35.156.255.182,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],nabestaanden.pat.postnl.nl,"52.209.189.58, 54.76.182.158, 52.211.10.80","ns-1236.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,nabestaanden.a04.cldsvc.net,,,,,,,
[x],nabestaanden.postnl.nl,"3.248.122.230, 34.243.82.71, 52.211.194.160","ns-1.awsdns-00.com, awsdns-hostmaster.amazon.com",NOERROR,,,nabestaanden.p04.cldsvc.net,,,,,,,
[x],nbs.postnl.nl,54.144.128.85,,NOERROR,,,,,,,,,,
[x],nieuwsbrief.postnl.nl,91.197.72.25,,NOERROR,,,,,,,,,,
[x],notificatie.events.postnl.nl,3.126.106.228,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],nrs.pat.postnl.nl,"54.246.135.38, 34.240.105.177, 52.19.46.2","ns-1236.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,nrs.a04.cldsvc.net,,,,,,,
[x],nrs.postnl.nl,"54.72.96.24, 54.246.102.14, 52.215.110.219","ns-1.awsdns-00.com, awsdns-hostmaster.amazon.com",NOERROR,,,nrs.p04.cldsvc.net,,,,,,,
[x],ns1.events.postnl.nl,3.126.106.228,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],ns2.events.postnl.nl,3.126.106.228,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],ns3.events.postnl.nl,3.126.106.228,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],nvsp.ws.postnl.nl,145.78.26.7,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],orderws.dfs.pat.postnl.nl,145.78.26.54,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],orderws.waz.dfs.tst.postnl.nl,0.0.0.0,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,dfsorderws-tst-waz.cloudapp.net,True,0.0.0.0,,,,,
[x],p.notificatie.postnl.nl,185.211.248.193,"ns1.tripolis.com, hostmaster.tripolis.com",NOERROR,,v=spf1 include:mail.tripolis.com ~all,td48.tripolis.com,,,"mx1.td48.tripolis.com, mx2.td48.tripolis.com",,,,
[x],pages.edm.postnl.nl,66.231.91.161,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,pages.virt.exacttarget.com,,,,,,,
[x],partners.postnl.nl,62.221.203.9,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],partners.postnl.post,"104.126.36.187, 104.126.36.177","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:7100::687e:24bb, 2a02:26f0:7100::687e:24b1",,"c25570.edgekey.net, e25570.dscb.akamaiedge.net",,,,,,,
[x],partycodeservice.mijnpost.pat.ws.postnl.nl,145.78.21.152,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],pat.account.postnl.nl,213.251.14.151,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],pat.developer.postnl.nl,95.101.111.178,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,"2a02:26f0:3500:14::1724:a259, 2a02:26f0:3500:14::1724:a24d",v=spf1 -all,,,,,,,,
[x],pat.postnl.nl,"2.16.241.156, 2.16.241.134","a1-6.akam.net, domain-registry.postnl.nl",NOERROR,"2a02:26f0:480:c::210:f19c, 2a02:26f0:480:c::210:f186",v=spf1 -all,,,,,,,,
[x],pat.postnl.post,104.45.19.82,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,True,azure,,
[x],pay.events.postnl.nl,3.126.106.228,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],payments.postnl.nl,"54.154.7.217, 54.246.201.139, 54.76.155.235","ns-1.awsdns-00.com, awsdns-hostmaster.amazon.com",NOERROR,,,payments.p04.cldsvc.net,,,,,,,
[x],paymentsapi.pat.postnl.nl,"54.154.187.61, 54.171.35.32, 34.253.253.78","ns-1236.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,paymentsapi.a04.cldsvc.net,,,,,,,
[x],paymentsapi.postnl.nl,"34.251.195.219, 52.212.117.210, 34.247.147.142","ns-1.awsdns-00.com, awsdns-hostmaster.amazon.com",NOERROR,,,paymentsapi.p04.cldsvc.net,,,,,,,
[x],portal-ccp.postnl.nl,10.239.40.18,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,True,10.239.40.18,,,,,
[x],porteninnen.pat.postnl.nl,"95.101.111.178, 95.101.111.171","n0dscksd.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:3500:1c::1724:a371, 2a02:26f0:3500:1c::1724:a362",,"acc.postnl.nl.edgekey.net, e25132.dscksd.akamaiedge.net",,,,,,,
[x],porteninnen.postnl.nl,"95.101.111.176, 95.101.111.177","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:3500:14::1724:a247, 2a02:26f0:3500:14::1724:a24b",,"postnl.nl.edgekey.net, e77734.dscb.akamaiedge.net",,,,,,,
[x],portokosten.pat.postnl.nl,"95.101.111.178, 95.101.111.171",,NOERROR,,,"acc.postnl.nl.edgekey.net, e25132.dscksd.akamaiedge.net",,,,,,,
[x],pos-api.pat.postnl.nl,"52.211.110.94, 34.248.117.76, 52.16.197.38","ns-1236.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,pos-api.a04.cldsvc.net,,,,,,,
[x],pos-api.postnl.nl,"34.240.206.197, 52.212.154.19, 52.16.115.220","ns-1.awsdns-00.com, awsdns-hostmaster.amazon.com",NOERROR,,,pos-api.p04.cldsvc.net,,,,,,,
[x],postcode-portal.postnl.nl,"104.126.37.26, 104.126.37.19","a1-6.akam.net, domain-registry.postnl.nl",NOERROR,"2a02:26f0:ab00::5c7a:d718, 2a02:26f0:ab00::214:8e70",v=spf1 -all,,,,,,,,
[x],postnl.com,"95.101.111.135, 95.101.111.143, 95.101.111.154, 95.101.111.149, 95.101.111.187, 95.101.111.150, 95.101.111.146","a1-6.akam.net, domain-registry.postnl.nl",NOERROR,"2a02:26f0:480:22::1726:62fb, 2a02:26f0:480:22::1726:62cc","MS=ms10258851, QuoVadis=613c4e3a-e49a-46f8-80bc-7d6a8053bbef, knowbe4-site-verification=607620481e67b2b90802d64b6f73d12c, 77243ff0-ae34-4f0d-a056-a1ac24062f23-17072018, QuoVadis=ae60c5f4-653e-4692-a920-25635d3de3ed, 31ba8840-5e7c-4006-9326-f0c015be35ec-31072019, QuoVadis=5986222f-541f-4cb2-afc5-c45b38d2438e, mHF63h+T774pInFOQ1Z7UosSR7gkdnjn4gZPQb5PbH1q02NGamCkwlmAqRHYBmw929MP2Uu8w58qIfuawlpbQw==, fg301mnbpmtmwm7pzl7y6t3kn5p5cnqn, miro-verification=961700b9c0914fd95da5f6c540edfca7beb773eb, QuoVadis=7f084276-c09c-4a5e-8eba-4c7421444f15, v=spf1 ip4:87.233.130.50 ip4:87.233.130.51 ip4:194.151.85.28 include:virtual.dmdelivery.com include:spf.protection.outlook.com include:_spf.salesforce.com include:_spf.ism.nl ~all",,,,postnl-com.mail.protection.outlook.com,,,"a1-6.akam.net, a13-67.akam.net, a18-65.akam.net, a3-67.akam.net, a2-66.akam.net, a14-64.akam.net",
[x],postnl.nl,"104.126.37.56, 104.126.37.51","a1-6.akam.net, domain-registry.postnl.nl",NOERROR,"2a02:26f0:ab00::5c7a:d722, 2a02:26f0:ab00::5c7a:d70b","MS=ms37833763, j6qmwwxpyzk34dnbmj68qdd5zzl7jh6q, QuoVadis=22e31322-0e46-4479-bc07-7ad42a18cca6, QuoVadis=71883500-c414-4bff-a592-ab598957f665, QuoVadis=8973dd51-798b-4317-a49e-b84a24a1c30b, miro-verification=961700b9c0914fd95da5f6c540edfca7beb773eb, onetrust-domain-verification=74b428aca4be4f9797ef59e1bf5768c6, onetrust-domain-verification=8f184bac1ddd446ea5432e43860473dc, google-site-verification=7bKJMEdNGuE06EzL0diQp_EvY_v_zwS_F6U8Gho1NTk, google-site-verification=w70WsHjdPfJF8qD3dR1raPg04dDKLzLlzYTPt2FT3rA, pardot_301951_*=48970e6fc45d8ec30f71387137d35a7773aead17090615c1553bdd0ceb10b1c3, MNgM0tfwmQfvXEDPAev/o1Qy5yqS9ePGscJB+kNeIe392K6hzg2+IKF8tfmb+8cnhC/gUb+bZbk38fVYvj9K4A==, adobe-idp-site-verification=6a45d6aa22fc438b97a4e3d282ffe785492c90831b8365a246283658479794b3, v=spf1 ip4:87.233.130.51 ip4:83.149.98.72 include:spf.protection.outlook.com include:spf1.postnl.nl include:spf2.postnl.nl -all",,,,postnl-nl.mail.protection.outlook.com,,,"a1-6.akam.net, a2-66.akam.net, a3-67.akam.net, a13-67.akam.net, a14-64.akam.net, a18-65.akam.net",
[x],postnl.post,"104.126.36.177, 104.126.36.187","a1-6.akam.net, domain-registry.postnl.nl",NOERROR,"2a02:26f0:7100::687e:24bb, 2a02:26f0:7100::687e:24b1","j5wypktPIGNnZl9WhBrLu7Pw3rQ6a2SeLqzQdBbE6D0N0/K7c+OkmFDdCxv/i7rV7bUXmpFsSZ92CY//iNJAfg==, v=spf1 ip4:167.89.62.82 -all, QuoVadis=2db64fae-111e-4723-a60b-fce4a96c5426",,,,,,,"a1-6.akam.net, a14-64.akam.net, a13-67.akam.net, a3-67.akam.net, a18-65.akam.net, a2-66.akam.net",
[x],postnlpakketpunten.events.postnl.nl,3.126.106.228,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],postnlpakketpunten.postnl.nl,145.78.21.73,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],postvervoerders.postnl.nl,"95.101.74.161, 95.101.74.151","a1-6.akam.net, domain-registry.postnl.nl",NOERROR,"2a02:26f0:c900:9::5f65:4a97, 2a02:26f0:c900:9::5f65:4aa1",v=spf1 -all,,,,,,,,
[x],powerbi-datalake.postnl.nl,"95.101.111.135, 95.101.111.166, 95.101.111.187, 95.101.111.161, 95.101.111.150, 95.101.111.149, 95.101.111.143, 95.101.111.171","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:480:22::1726:62cc, 2a02:26f0:480:22::1726:62fb",,"c86526.edgekey.net, e86526.dscb.akamaiedge.net",,,,,,,
[x],pps.fat.postnl.nl,"2.16.1.72, 2.16.1.25","a1-6.akam.net, domain-registry.postnl.nl",NOERROR,"2a02:26f0:7100::687e:24f1, 2a02:26f0:7100::687e:24eb",,,,,,,,,
[x],pps.pat.postnl.nl,"104.126.36.241, 104.126.36.235","a1-6.akam.net, domain-registry.postnl.nl",NOERROR,"2a02:26f0:7100::687e:24f1, 2a02:26f0:7100::687e:24eb",,,,,,,,,
[x],pps.postnl.nl,"95.101.111.176, 95.101.111.177","a1-6.akam.net, domain-registry.postnl.nl",NOERROR,"2a02:26f0:480:22::1726:62c9, 2a02:26f0:480:22::1726:62eb",v=spf1 -all,,,,,,,,
[x],proceswijzerautobedrijf.postnl.nl,93.191.130.120,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],prod.complaint.crm.ws.postnl.nl,145.78.21.77,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],prod.postnl.nl,"104.126.36.226, 104.126.36.193","a1-6.akam.net, domain-registry.postnl.nl",NOERROR,"2a02:26f0:7100::687e:24e2, 2a02:26f0:7100::687e:24c1",v=spf1 -all,,,,,,,,
[x],prod01.postnl.nl,,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],productprijslokatie.pat.postnl.nl,"23.12.145.139, 23.12.145.169","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2600:1408:7400::17de:4fa1, 2600:1408:7400::17de:4fb3",,"c129221.edgekey.net, e129221.dscb.akamaiedge.net",,,,,,,
[x],productprijslokatie.postnl.nl,"104.126.37.56, 104.126.37.51","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:ab00::5c7a:d722, 2a02:26f0:ab00::5c7a:d70b",,"postnl.nl.edgekey.net, e77734.dscb.akamaiedge.net",,,,,,,
[x],prometheus.events.postnl.nl,3.126.106.228,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],pvweb.pat.postnl.nl,145.78.26.56,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],pvweb.postnl.nl,145.78.26.71,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],pwa.staging.shop.postnl.nl,52.59.10.248,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],pwa.test.shop.postnl.nl,52.59.10.248,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],qas.complaint.crm.ws.postnl.nl,145.78.21.76,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],qas.p2p.postnl.nl,145.78.21.89,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],qas2.p2p.postnl.nl,145.78.21.106,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],quotamanager.developer.postnl.nl,52.215.39.63,"ns-1.awsdns-00.com, awsdns-hostmaster.amazon.com",NOERROR,,,qmp.p04.cldsvc.net,,,,,,,
[x],rcschijvens.mijnlogistiek-accp.postnl.nl,"104.126.37.26, 104.126.37.33","a1-6.akam.net, domain-registry.postnl.nl",NOERROR,"2a02:26f0:ab00::214:8e63, 2a02:26f0:ab00::214:8e71",v=spf1 -all,,,,,,,,
[x],realestate.postnl.nl,"104.126.37.51, 104.126.37.56","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:ab00::5c7a:d722, 2a02:26f0:ab00::5c7a:d70b",,"postnl.nl.edgekey.net, e77734.dscb.akamaiedge.net",,,,,,,
[x],recoverschijvens.mijnlogistiek.postnl.nl,"2.16.1.131, 2.16.1.41",,NOERROR,,,,,,,,,,
[x],refuseschijvens.mijnlogistiek-accp.postnl.nl,"95.101.111.173, 95.101.111.178","a1-6.akam.net, domain-registry.postnl.nl",NOERROR,"2a02:26f0:480:22::1726:62c4, 2a02:26f0:480:22::1726:62f2",v=spf1 -all,,,,,,,,
[x],refuseschijvens.mijnlogistiek.postnl.nl,"2.16.241.132, 2.16.241.143",,NOERROR,"2a02:26f0:480:c::210:f18f, 2a02:26f0:480:c::210:f184",,,,,,,,,
[x],repairschijvens.mijnlogistiek.postnl.nl,"96.16.54.138, 96.16.54.162","a1-6.akam.net, domain-registry.postnl.nl",NOERROR,"2a02:26f0:d8::1740:c42, 2a02:26f0:d8::1740:c29",v=spf1 -all,,,,,,,,
[x],retail.fat.postnl.nl,"54.72.61.229, 34.251.179.63","ns-1455.awsdns-53.org, awsdns-hostmaster.amazon.com",NOERROR,,,retail.t16.cldsvc.net,,,,,,,
[x],retail.pat.postnl.nl,"95.101.111.173, 95.101.111.178","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:480:22::1726:62f2, 2a02:26f0:480:22::1726:62c4",,"c129221.edgekey.net, e129221.dscb.akamaiedge.net",,,,,,,
[x],rodeq.mijnlogistiek.postnl.nl,"95.101.111.135, 95.101.111.143, 95.101.111.146, 95.101.111.149, 95.101.111.150, 95.101.111.154, 95.101.111.187","a1-6.akam.net, domain-registry.postnl.nl",NOERROR,"2a02:26f0:480:22::1726:62cc, 2a02:26f0:480:22::1726:62fb",v=spf1 -all,,,,,,,,
[x],schijvens.mijnlogistiek-accp.postnl.nl,,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],selfservice.postnl.nl,,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],sip.postnl.nl,,"admin.nsatc.net, dns.level3.net",NOERROR,,,sipdir.online.lync.com,,,,,,,
[x],spiratest.pat.postnl.nl,,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],spiratest.postnl.nl,,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],ssotest.gis.postnl.nl,,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],ssotest.pat.postnl.nl,,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],ssp.postnl.nl,,"ns-1.awsdns-00.com, awsdns-hostmaster.amazon.com",NOERROR,,,ssp.p04.cldsvc.net,,,,,,,
[x],sspbackoffice.pat.postnl.nl,,"n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"sspbackoffice.pat.postnl.nl.edgekey.net, e105134.dscb.akamaiedge.net",,,,,,,
[x],sspbackoffice.postnl.nl,,"ns-1.awsdns-00.com, awsdns-hostmaster.amazon.com",NOERROR,,,sspbackoffice.p04.cldsvc.net,,,,,,,
[x],staging.crypto.shop.postnl.nl,,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],staging.developer.postnl.nl,,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,postnl-if-wap.cloudapp.net,,,,True,azure,,
[x],staging.postnl.nl,,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,postnl-if-wap.cloudapp.net,,,,True,azure,,
[x],staging.shop.postnl.nl,,"n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"c129221.edgekey.net, e129221.dscb.akamaiedge.net",,,,,,,
[x],staging.shopintegration.postnl.nl,,"n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"c129221.edgekey.net, e129221.dscb.akamaiedge.net",,,,,,,
[x],stagingwebservices.postnl.nl,,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,True,azure,,
[x],starshl.mijnlogistiek-accp.postnl.nl,,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],starshl.mijnlogistiek.postnl.nl,,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],stats.postnl.com,,"ns201.adobe.net, dnsadmin.omniture.com",NOERROR,,,tnt.com.112.2o7.net,,,,,,,
[x],streaming.events.postnl.nl,,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],styleguide.postnl.nl,,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],swa.postnl.com,,"ns201.adobe.net, hostmaster.adobe.com",NOERROR,,,postnl.com.ssl.sc.omtrdc.net,,,,,,,
[x],t-ccp.postnl.nl,,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],t-mobile.postnl.nl,,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],tarievenwijzer.pat.postnl.nl,,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],tarievenwijzer.postnl.nl,,"n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"postnl.nl.edgekey.net, e77734.dscb.akamaiedge.net",,,,,,,
[x],teleperformancebenelux.mijnlogistiek-accp.postnl.nl,,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,v=spf1 -all,,,,,,,,
[x],teleperformancebenelux.mijnlogistiek.postnl.nl,,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,v=spf1 -all,,,,,,,,
[x],test.complaint.crm.ws.postnl.nl,,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],test.crypto.shop.postnl.nl,,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,v=spf1 -all,,,,,,,,
[x],test.esort.postnl.nl,,"a1-6.akam.net, domain-registry.postnl.nl",NOERROR,,,,,,,,,,
[x],test.shop.postnl.nl,"104.126.37.57, 104.126.37.32","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"c90648.edgekey.net, e90648.dscb.akamaiedge.net",,,,,,,
[x],test.shopintegration.postnl.nl,,"n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"c90648.edgekey.net, e90648.dscb.akamaiedge.net",,,,,,,
