input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,webserver,final_url,csp_domains_,cdn_name,cdn,location
https://js.intercomcdn.com,,403,243,AS16509,AMAZON-02,US,18.66.144.0/22,js.intercomcdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-21T00:00:00Z,2024-01-29T23:59:59Z,CN=*.intercomcdn.com,*.intercomcdn.com,,*.intercomcdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f95b60c97316f403728b1c96679e6b5b,710d11668eee2865e5441f7650219a51966fefbff87b50788ddb8e9b444fa9a2,True,ctls,js.intercomcdn.com,443,https://js.intercomcdn.com:443,https,application/xml,GET,18.66.147.3,/,5711889,18.66.147.49,HTTP/3,2,False,AmazonS3,,,cloudfront,True,
https://login-stage.postnl.nl,,404,19,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,login-stage.postnl.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-25T09:11:44Z,2023-07-24T09:11:43Z,CN=acc02.postnl.nl,acc02.postnl.nl,,workdocs-ips.a02.cldsvc.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5a5bd9c5ebaf14e907813c9e15b0d7be,29e8ff9a7b6d6984e2c19d68d173421fc34cfb2b1683d283513cbd21b01924ca,,ctls,login-stage.postnl.nl,443,https://login-stage.postnl.nl:443,https,text/plain,GET,104.126.37.35,/,-138391155,2a02:26f0:ab00::5c7a:d729,HSTS,2,False,,,https://in.hotjar.com,,,
https://my.tealiumiq.com,,200,64393,AS16509,AMAZON-02,US,54.184.0.0/13,my.tealiumiq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-10T00:00:00Z,2023-08-26T23:59:59Z,CN=*.tealiumiq.com,*.tealiumiq.com,,*.tealiumiq.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,07cef63ccf435d8b6f793bef164807a4,8d7f2e4ee22f5d041d093b91b6d562528c203fcc3032b99edb8ac44e647d332a,True,ctls,my.tealiumiq.com,443,https://my.tealiumiq.com:443,https,text/html,GET,54.183.80.209,/,-433589718,13.56.52.81,Nginx,1211,False,nginx,,https://solutions.tealium.net,,,
https://nexus-websocket-a.intercom.io,,404,19,AS14618,AMAZON-AES,US,34.224.0.0/12,nexus-websocket-a.intercom.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-11-10T00:00:00Z,2023-12-11T23:59:59Z,"CN=*.intercom.io, O=Intercom\, Inc, L=San Francisco, ST=California, C=US",*.intercom.io,"Intercom, Inc",intercom.io,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,307e7a4b77102c66b7aebc4cee6df02f,4e44f36ece284736317fb54c80e05f16d1d21a425301827d690fbead5bb48ac0,True,ctls,nexus-websocket-a.intercom.io,443,https://nexus-websocket-a.intercom.io:443,https,text/plain,GET,34.237.73.95,/,-138391155,35.174.127.31,Nginx,2,False,nginx,,,,,
https://platform.twitter.com,,403,243,AS54113,FASTLY,US,146.75.112.0/21,platform.twitter.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-07-21T00:00:00Z,2023-08-21T23:59:59Z,"CN=platform.twitter.com, O=Twitter\, Inc., L=San Francisco, ST=California, C=US",platform.twitter.com,"Twitter, Inc.",platform.twitter.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,da67a469352c57a80b811a89625ecb02,9372b423d05e91d54baf0ed21badd1e94fda197e6121dca0367fdae72bf29729,,ctls,platform.twitter.com,443,https://platform.twitter.com:443,https,application/xml,GET,146.75.116.157,/,-27417056,2606:2800:234:46c:e8b:1e2f:2bd:694,,2,False,,,,fastly,True,
https://player.vimeo.com,Features and Tools | Vimeo,200,138947,AS13335,CLOUDFLARENET,US,162.159.160.0/24,vimeo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-09-21T00:00:00Z,2023-09-20T23:59:59Z,"CN=vimeo.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",vimeo.com,"Cloudflare, Inc.",vimeo.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",abfbe98ee21ae761e7c907a2c2b11739,194c25b1c83430e1b8571f3a61c8671e0c371c345f741e485c2458d8b9e2a85b,True,ctls,vimeo.com,443,https://player.vimeo.com:443,https,text/html,GET,162.159.128.61,/,1154390870,162.159.138.60,Varnish,1060,False,cloudflare,https://vimeo.com/features,https:,cloudflare,True,
https://pnl.okta-emea.com/*,Schuberg Philis (pnl) - Sign In,200,16656,AS16509,AS16509,Unknown,76.223.0.0/17,pnl.okta-emea.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-28T00:00:00Z,2024-04-23T23:59:59Z,"CN=*.okta-emea.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta-emea.com,"Okta, Inc.",okta-emea.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,73939896671863528b13a751b420a798,8a9612177d615877d9eddebc0265c3a667ca95cc0da4450d0f7cd89f90fbfd0f,True,ctls,pnl.okta-emea.com,443,https://pnl.okta-emea.com:443,https,text/html,GET,76.223.2.241,/,-599803935,13.248.134.123,Nginx,471,False,nginx,,pendo-static-5391521872216064.storage.googleapis.com,,,
https://px.ads.linkedin.com/collect/,,200,43,AS8068,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.107.42.0/23,px.ads.linkedin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-07T00:00:00Z,2023-09-07T23:59:59Z,"CN=www.linkedin.com, O=LinkedIn Corporation, L=Sunnyvale, ST=California, C=US",www.linkedin.com,LinkedIn Corporation,www.linkedin-measure.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7eb3cbac015363672717f482f365b968,06a0e72c9d2e7adc582c43dce02611f8552d976ef1f1674a0e46ad1af1c32865,,ctls,px.ads.linkedin.com,443,https://px.ads.linkedin.com:443/collect/,https,image/gif,GET,13.107.42.14,/collect/,1711602358,2620:1ec:21::14,,1,False,,,,,,
https://quadia-nfs.s3-eu-west-1.amazonaws.com,,403,243,AS16509,AS16509,Unknown,52.218.64.0/22,quadia-nfs.s3-eu-west-1.amazonaws.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-11T00:00:00Z,2023-12-23T23:59:59Z,CN=*.s3-eu-west-1.amazonaws.com,*.s3-eu-west-1.amazonaws.com,,s3-deprecated.eu-west-1.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dba3bcc77feab1ffec648cb31369669c,91394148d95c68f2025f01cd351e5417fcae30a7a1538465a84f6fc036f41ccc,True,ctls,quadia-nfs.s3-eu-west-1.amazonaws.com,443,https://quadia-nfs.s3-eu-west-1.amazonaws.com:443,https,application/xml,GET,52.218.29.24,/,-1357574819,52.218.65.83,Amazon Web Services,2,False,AmazonS3,,,,,
https://quadia.webtvframework.com,Not Found,404,392,AS16509,AS16509,Unknown,13.225.96.0/21,quadia.webtvframework.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-27T00:00:00Z,2023-12-25T23:59:59Z,CN=*.webtvframework.com,*.webtvframework.com,,*.webtvframework.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0cdb3287b7a816d931af2578d8e00b7a,fe7f5d51978616a9649e57f790d29466891ea1024b60990f38b6260edf34c95c,True,ctls,quadia.webtvframework.com,443,https://quadia.webtvframework.com:443,https,text/html,GET,13.225.78.68,/,-1809191336,13.225.78.81,Amazon Web Services,16,False,,,,cloudfront,True,
https://r.turn.com/r/beacon,,200,43,AS56396,AMOBEE,GB,46.228.160.0/20,r.turn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-22T00:00:00Z,2024-03-31T23:59:59Z,CN=*.turn.com,*.turn.com,,turn.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,DigiCert Inc,a50b82ac5f5b68e29f2381583bfb6596,4b949936cf943a4647b79b6dcc46e95fb1b0e6cec86e08519d755481b3bb947f,True,ctls,r.turn.com,443,https://r.turn.com:443/r/beacon,https,image/gif,GET,46.228.164.11,/r/beacon,-1558865112,2001:678:cb4:bbbb::11,,1,False,,,,,,
https://s3-eu-west-1.amazonaws.com/postnlwebintelligence/,,403,243,AS16509,AS16509,Unknown,52.218.128.0/24,s3-eu-west-1.amazonaws.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-11T00:00:00Z,2023-12-23T23:59:59Z,CN=*.s3-eu-west-1.amazonaws.com,*.s3-eu-west-1.amazonaws.com,,s3-deprecated.eu-west-1.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dba3bcc77feab1ffec648cb31369669c,91394148d95c68f2025f01cd351e5417fcae30a7a1538465a84f6fc036f41ccc,True,ctls,s3-eu-west-1.amazonaws.com,443,https://s3-eu-west-1.amazonaws.com:443/postnlwebintelligence/,https,application/xml,GET,52.218.108.179,/postnlwebintelligence/,-516501506,52.92.2.160,Amazon Web Services,2,False,AmazonS3,,,,,
https://s3.amazonaws.com,Cloud Object Storage – Amazon S3 – Amazon Web Services,200,74674,AS16509,AS16509,Unknown,54.232.0.0/15,aws.amazon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-08T00:00:00Z,2024-03-07T23:59:59Z,CN=aws.amazon.com,aws.amazon.com,,1.aws-lbr.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,142203600fa2c4d1b20831103811f8d6,54108acd24884070f6280ba1133869ead976599d259f036c681587b6a5f081f5,,ctls,aws.amazon.com,443,https://s3.amazonaws.com:443,https,text/html,GET,54.231.228.208,/,1646670496,52.217.168.200,Handlebars,811,False,Server,https://aws.amazon.com/s3/,https://chtbl.com,,,
https://sc3.omniture.com,Adobe Analytics Login,200,105961,AS15224,OMNITURE,US,66.235.158.0/24,sc3.omniture.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-11T00:00:00Z,2024-03-13T23:59:59Z,"CN=*.lon.an.adobe.com, O=Adobe Inc., L=San Jose, ST=California, C=US",*.lon.an.adobe.com,Adobe Inc.,omniture-static.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,de8fe960474db22eee221e94e27f9595,b47565876314ff3b194032063451f6fda7cbd6246b5c0d0adeda4d1cbe57d0d0,True,ctls,sc3.omniture.com,443,https://sc3.omniture.com:443,https,text/html,GET,66.235.156.160,/,1754486676,66.235.156.160,HSTS,1332,False,Apache,https://sc3.omniture.com/login/,*.omniture.com,,,
https://secure.adnxs.com,,404,,AS29990,ASN-APPNEX,US,185.89.208.0/22,secure.adnxs.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-02-13T00:00:00Z,2024-03-15T23:59:59Z,"CN=*.adnxs.com, O=Xandr Inc., L=New York, ST=New York, C=US",*.adnxs.com,Xandr Inc.,adnxs.com,"CN=GeoTrust ECC CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust ECC CA 2018,DigiCert Inc,ff4755a60dbee0f07f67cedc8c272005,2337bd5ee4be3f42822efc81a3c918daff82a7d8c23731be9035faf9cc40fa2e,True,ctls,secure.adnxs.com,443,https://secure.adnxs.com:443,https,text/html,GET,185.89.210.212,/,-1840324437,185.89.210.90,Nginx:1.21.3,1,False,nginx/1.21.3,,,,,
https://services.geodan.nl,Access Denied,403,365,AS20857,"TRANSIP-AS Amsterdam, the Netherlands",NL,37.97.128.0/17,services.geodan.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-05T00:00:00Z,2023-12-07T23:59:59Z,CN=*.geodan.nl,*.geodan.nl,,geodan.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,aa16e4deb9bb5073f92757dd9ec427a1,2ef83e2404eedf321443ccc2d08a1b90975d69addd69f46b01ed1d73022b8580,True,ctls,services.geodan.nl,443,https://services.geodan.nl:443,https,text/html,GET,37.97.229.123,/,-746766188,37.97.229.123,,18,False,,,,,,
https://sitecatalyst.omniture.com,Adobe Analytics Login,200,112106,AS15224,OMNITURE,US,192.243.248.0/22,sitecatalyst.omniture.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-11T00:00:00Z,2024-03-13T23:59:59Z,"CN=*.pnw.an.adobe.com, O=Adobe Inc., L=San Jose, ST=California, C=US",*.pnw.an.adobe.com,Adobe Inc.,omniture-static.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1f5f45f31835dc8f145e56f4e15215e8,993dde37b760d53e554b62bbdc404249b44057bc65e68721758b8d5d7c5b7a75,True,ctls,sitecatalyst.omniture.com,443,https://sitecatalyst.omniture.com:443,https,text/html,GET,192.243.232.84,/,1754486676,192.243.232.84,HSTS,1332,False,Apache,https://sitecatalyst.omniture.com/login/,*.adobe.com,,,
https://snap.licdn.com,,200,43,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,px.ads.linkedin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-07T00:00:00Z,2023-09-07T23:59:59Z,"CN=www.linkedin.com, O=LinkedIn Corporation, L=Sunnyvale, ST=California, C=US",www.linkedin.com,LinkedIn Corporation,www.linkedin-measure.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7eb3cbac015363672717f482f365b968,06a0e72c9d2e7adc582c43dce02611f8552d976ef1f1674a0e46ad1af1c32865,,ctls,px.ads.linkedin.com,443,https://snap.licdn.com:443,https,image/gif,GET,23.55.161.151,/,-696586294,2a02:26f0:3100::1735:28c0,,1,False,,https://px.ads.linkedin.com/,,,,
https://staging.postnl.nl,PostNL Login,200,31423,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,23.102.0.0/16,www.loginpostnl.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-06-22T12:34:38Z,2023-06-22T12:38:00Z,"CN=www.loginpostnl.net, O=Koninklijke PostNL B.V., L='s-Gravenhage, ST=Zuid-Holland, C=NL",www.loginpostnl.net,Koninklijke PostNL B.V.,www.loginpostnl.net,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,07dd993c0ed2e840aa51996e0003d16c,447e2161edb36abdbfd3018cdd2a12eb6b88bd071d0f641e60d43bbb95b9f1d8,,ctls,www.loginpostnl.net,443,https://staging.postnl.nl:443,https,text/html,GET,23.97.138.192,/,-665355251,23.97.138.192,HSTS,649,False,Apache,https://www.loginpostnl.net/login/?goto=https%3A%2F%2Fwww.loginpostnl.net%3A443%2Floginapi%2FSSORedirect%2FmetaAlias%2Fam4k%3FSAMLRequest%3DfZJLa8MwEIT%252fitHdlp9JKhxDSCgE%252biIpPfSmyJtEVJZc7bpp%252f30Vpz2UQkCn0Qyjb1c1ys70YjHQ0W7gfQCkaL2aM93GKp%252b0U5hCXEyyXVwWso1nM3kT5%252ft0V1RT2KlqyqIX8KidnbM8SVm0RhxgbZGkpSCleRGnVZylz%252blMVHk4SVWmryxahR5tJY3JI1GPgvPT6ZQYd9C2d0jWJBZIlGXBZce328cNtNqDIt4ByYXREsNF%252bcaipbMI57rBW%252bEkahRWdoCClNgu7u9EeJlQF5MYLPag9F5Dy6LPzlgU4wSup3vvyClnWFOPhP4SvR6SiODPhKw5EwZA2e4x%252bYFDdwDSyrihDbYPrQAT5brRw38VTn5AqvmltKkvy3oIVevVkzNafUW3znfyCnyWZKMSFrofrX9HsDDGnZYeJMGchTZgEW9q%252fv9XNN8%253d%26RelayState%3Df27e64f0-03a8-4253-bf5c-9f93c1a9a0a9%26client-request-id%3Dd0964526-6ff9-0000-eb97-96d1f96fd901,https://performancemanager.successfactors.eu,azure,True,/goto-niet-toegestaan
https://static.ads-twitter.com,,403,243,AS54113,FASTLY,US,146.75.120.0/22,static.ads-twitter.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-07-22T00:00:00Z,2023-08-22T23:59:59Z,"CN=ads-twitter.com, O=Twitter\, Inc., L=San Francisco, ST=California, C=US",ads-twitter.com,"Twitter, Inc.",static.ads-twitter.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d0d5d940ca06e81785a2094394c4ce5a,d1f365935d2a75aee8d86b4eb4341b07fb0f48fb1b2c1be4bc7af3381aa5ca6c,,ctls,static.ads-twitter.com,443,https://static.ads-twitter.com:443,https,application/xml,GET,146.75.120.157,/,-811191445,146.75.120.157,,2,False,,,,fastly,True,
https://static.intercomassets.com,,403,243,AS16509,AS16509,Unknown,13.225.96.0/21,static.intercomassets.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2023-07-16T23:59:59Z,CN=intercomassets.com,intercomassets.com,,*.intercomassets.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ccc98dd379dd0e5de6309fd576d45bc4,d89cf4bbb1f40cb5578f6fa2fcb11d1d79006714e85fd69777cc5a8e702b9d55,True,ctls,static.intercomassets.com,443,https://static.intercomassets.com:443,https,application/xml,GET,13.225.78.101,/,1775269085,13.225.78.67,HTTP/3,2,False,AmazonS3,,,cloudfront,True,
https://static.xx.fbcdn.net/*,Facebook – Anmelden oder Registrieren,200,108000,AS32934,FACEBOOK,US,157.240.192.0/18,www.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-16T00:00:00Z,2023-05-17T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,"Meta Platforms, Inc.",messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,5110802e765750624ab3d6785aeec848,e17a08756c6cfcd9128edfa651b071c72c0a753718d5415ccf67041f068f4637,True,ctls,www.facebook.com,443,https://static.xx.fbcdn.net:443,https,text/html,GET,157.240.253.1,/,142313513,2a03:2880:f083:100:face:b00c:0:3,HTTP/3,34,False,,https://www.facebook.com/,facebook.com,,,
https://staticxx.facebook.com,,404,9,AS32934,FACEBOOK,US,157.240.192.0/18,staticxx.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-16T00:00:00Z,2023-05-17T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,"Meta Platforms, Inc.",messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,5110802e765750624ab3d6785aeec848,e17a08756c6cfcd9128edfa651b071c72c0a753718d5415ccf67041f068f4637,True,ctls,staticxx.facebook.com,443,https://staticxx.facebook.com:443,https,text/html,GET,157.240.251.9,/,142313513,2a03:2880:f083:100:face:b00c:0:3,HTTP/3,1,False,,,fbsbx.com,,,
https://staticxx.facebook.com/connect/*,,404,9,AS32934,FACEBOOK,US,157.240.192.0/18,staticxx.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-16T00:00:00Z,2023-05-17T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,"Meta Platforms, Inc.",messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,5110802e765750624ab3d6785aeec848,e17a08756c6cfcd9128edfa651b071c72c0a753718d5415ccf67041f068f4637,True,ctls,staticxx.facebook.com,443,https://staticxx.facebook.com:443/connect/,https,text/html,GET,157.240.251.9,/connect/,142313513,2a03:2880:f083:100:face:b00c:0:3,HTTP/3,1,False,,,*.fbsbx.com,,,
https://t.co/i/adsct,,200,43,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,t.co,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-05T00:00:00Z,2024-02-05T23:59:59Z,"CN=t.co, O=Twitter\, Inc., L=San Francisco, ST=California, C=US",t.co,"Twitter, Inc.",www.t.co,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,150023eb9a78d6363538cc7084d991a0,6f5f45c7f2bdd079c5cbfc782b071db98e8546d74b43d8c6999193d64fea40b2,,ctls,t.co,443,https://t.co:443/i/adsct,https,image/gif,GET,104.244.42.69,/i/adsct,-1831547740,104.244.42.5,HSTS,1,False,tsa_o,,,,,
https://tags-eu.tiqcdn.com,,200,7,AS20940,AKAMAI-ASN1,NL,23.208.0.0/12,tags-eu.tiqcdn.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-12T00:00:00Z,2024-01-14T23:59:59Z,"CN=*.tiqcdn.com, O=Tealium Inc., L=San Diego, ST=California, C=US",*.tiqcdn.com,Tealium Inc.,tiqcdn.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bf16798fcb0964505e2dfe72c9a7e2d2,915c6c05086c9f306774927be807a5bff047381ba021ef49ef475cda28278204,True,ctls,tags-eu.tiqcdn.com,443,https://tags-eu.tiqcdn.com:443,https,text/html,GET,23.201.251.253,/,464016506,23.201.251.253,,2,False,AkamaiNetStorage,,,,,
https://tags.tiqcdn.cn,,200,7,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,tags.tiqcdn.cn,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-30T00:00:00Z,2024-04-30T23:59:59Z,"CN=tags.tiqcdn.cn, O=Tealium Inc., L=San Diego, ST=California, C=US",tags.tiqcdn.cn,Tealium Inc.,tags.tiqcdn.cn,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e5ff64e73697fb670d3b2f7c62d552c4,a999f0f36579b4ba0884b8e4523d0309e940c09ae699be3d3631f4f897539d25,,ctls,tags.tiqcdn.cn,443,https://tags.tiqcdn.cn:443,https,text/html,GET,104.126.37.152,/,464016506,2a02:26f0:1700:11::b856:679d,,2,False,AkamaiNetStorage,,,,,
https://tags.tiqcdn.com,Tealium CDN,200,5842,AS16509,AMAZON-02,US,52.222.236.0/23,tags.tiqcdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-18T00:00:00Z,2024-05-17T23:59:59Z,CN=tags.tiqcdn.com,tags.tiqcdn.com,,tags.tiqcdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1f329ed990f312cc3ee32b42413727dd,ce8209c70903950f2d07be57f1c89e22fa6124e9b3c977cb67dadf3907dcae9c,,ctls,tags.tiqcdn.com,443,https://tags.tiqcdn.com:443,https,text/html,GET,52.222.236.40,/,-433589718,2600:9000:225f:6800:7:2bfb:7c00:93a1,Amazon Web Services,205,False,AmazonS3,,,cloudfront,True,
https://tnt.secure.force.com,,200,25292,AS14340,SALESFORCE,US,160.8.0.0/16,tnt.secure.force.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-01-05T00:00:00Z,2024-01-04T23:59:59Z,"CN=*.eu39.force.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",*.eu39.force.com,"salesforce.com, inc.",*.d.forceusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e749a00c7bde4f68415f5658b38c74b2,e2b0eecc47e28ca3b5c86514df1fe696898c54a4ccb0c3318412e3dfb7f17191,True,ctls,tnt.secure.force.com,80,http://tnt.secure.force.com:80,http,text/html,GET,160.8.13.11,/,1433417005,160.8.252.11,Salesforce,243,False,,https://tnt.secure.force.com/ccm/,,,,
