input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tls_subject_org_,tls_wildcard_certificate,final_url,tech_,tls_mismatched,csp_domains_,cdn_name,cdn,tls_expired,tls_self_signed
debug-status-sso-signup.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,login.mlprox.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-08-23T23:59:59Z,"CN=*.mlprox.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",*.mlprox.csmc.edu,mlprox.csmc.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9b84cd0f6e7163b7032d0e93fe325c1d,b3b0a0d6e8dbc52ae3d54e82d507bf90d2d047193ee17f19caab80d3822a55ed,ctls,login.mlprox.csmc.edu,443,https://debug-status-sso-signup.mlprox.csmc.edu:443,https,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,Cedars-Sinai Medical Center,True,https://login.mlprox.csmc.edu/login,,,,,,,
demodownloads-apiproduction.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,login.mlprox.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-08-23T23:59:59Z,"CN=*.mlprox.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",*.mlprox.csmc.edu,mlprox.csmc.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9b84cd0f6e7163b7032d0e93fe325c1d,b3b0a0d6e8dbc52ae3d54e82d507bf90d2d047193ee17f19caab80d3822a55ed,ctls,login.mlprox.csmc.edu,443,https://demodownloads-apiproduction.mlprox.csmc.edu:443,https,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,Cedars-Sinai Medical Center,True,https://login.mlprox.csmc.edu/login,,,,,,,
dev-carta.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,,,,,,,,,,,,,,,,,,80,http://dev-carta.mlprox.csmc.edu:80,http,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,,,http://mlprox.csmc.edu/login,,,,,,,
dev.cedars-sinai.edu,A Non-Profit Hospital in Los Angeles | Cedars-Sinai,200,69405,AS16509,AS16509,Unknown,52.52.0.0/15,aem-dispatcher-dev.cedars-sinai.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-22T00:00:00Z,2023-07-23T23:59:59Z,"CN=cedars-sinai.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US, serialNumber=C0035769, businessCategory=Private Organization, jurisdictionStateOrProvince=California, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=California, jurisdictionCountry=US",cedars-sinai.edu,biodev.cedars-sinai.org,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,a46fb3288f594e0fd3870d7e87a94ec9,45d8d26fe8e3753fa735a41f951952506e9f2543904deda8dc0cdd474257368c,ctls,aem-dispatcher-dev.cedars-sinai.org,80,http://dev.cedars-sinai.edu:80,http,Apache,text/html,GET,52.52.120.251,/,102431563,54.67.49.64,1338,False,Cedars-Sinai Medical Center,,https://aem-dispatcher-dev.cedars-sinai.org/,HSTS,,https://aem-dispatcher-dev.cedars-sinai.org/,,,,
dev.interactive-mc-map.cedars-sinai.org,Cedars-Sinai Medical Center,200,51273,AS29721,CSHS-ELSEGUNDO,US,192.203.41.0/24,cedars-sinai-medical-center-prod.dev.connexient.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-10-23T23:59:59Z,CN=*.dev.connexient.com,*.dev.connexient.com,*.dev.connexient.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9887efca24b75c294d132cb19c3d851,77810651872e4c3e479de599521e68017e6ecf2441067ab949ab0031c7e5d3f2,ctls,cedars-sinai-medical-center-prod.dev.connexient.com,443,https://dev.interactive-mc-map.cedars-sinai.org:443,https,Apache/2.4.38 (Debian),text/html,GET,192.203.41.148,/,861740164,192.203.41.148,610,False,,True,https://cedars-sinai-medical-center-prod.dev.connexient.com/web/,PHP:7.2.34,,,,,,
downloads.orangelogic.com,,403,243,AS16509,AMAZON-02,US,18.66.144.0/22,downloads.orangelogic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-12T00:00:00Z,2024-04-09T23:59:59Z,CN=downloads.orangelogic.com,downloads.orangelogic.com,download.orangelogic.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b102844c4ce970b3b5601295197620da,548018a6a5d4dc3ab7453fd1c6b6a83bbfbcb55529e200370a50a3c37a756f54,ctls,downloads.orangelogic.com,443,https://downloads.orangelogic.com:443,https,AmazonS3,application/xml,GET,18.66.147.100,/,1191492695,2600:9000:225e:800:1a:f1d:6e40:93a1,2,False,,,,Amazon Web Services,,,cloudfront,True,,
dt4ta5gy3h.scholar.serialssolutions.com.mlprox.csmc.edu,Shibboleth Authentication Request,200,1478,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,login.mlprox.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-08-23T23:59:59Z,"CN=*.mlprox.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",*.mlprox.csmc.edu,mlprox.csmc.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9b84cd0f6e7163b7032d0e93fe325c1d,b3b0a0d6e8dbc52ae3d54e82d507bf90d2d047193ee17f19caab80d3822a55ed,ctls,login.mlprox.csmc.edu,80,http://dt4ta5gy3h.scholar.serialssolutions.com.mlprox.csmc.edu:80,http,EZproxy,text/html,GET,192.231.86.107,/,-2130571023,192.231.86.107,9,False,Cedars-Sinai Medical Center,True,https://login.mlprox.csmc.edu/login?qurl=http://dt4ta5gy3h.scholar.serialssolutions.com%2f,,,,,,,
dx.doi.org.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,login.mlprox.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-08-23T23:59:59Z,"CN=*.mlprox.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",*.mlprox.csmc.edu,mlprox.csmc.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9b84cd0f6e7163b7032d0e93fe325c1d,b3b0a0d6e8dbc52ae3d54e82d507bf90d2d047193ee17f19caab80d3822a55ed,ctls,login.mlprox.csmc.edu,443,https://dx.doi.org.mlprox.csmc.edu:443,https,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,Cedars-Sinai Medical Center,True,https://login.mlprox.csmc.edu/login,,,,,,,
eet-3-1-2.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,login.mlprox.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-08-23T23:59:59Z,"CN=*.mlprox.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",*.mlprox.csmc.edu,mlprox.csmc.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9b84cd0f6e7163b7032d0e93fe325c1d,b3b0a0d6e8dbc52ae3d54e82d507bf90d2d047193ee17f19caab80d3822a55ed,ctls,login.mlprox.csmc.edu,443,https://eet-3-1-2.mlprox.csmc.edu:443,https,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,Cedars-Sinai Medical Center,True,https://login.mlprox.csmc.edu/login,,,,,,,
ege-0-2-3.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,,,,,,,,,,,,,,,,,,80,http://ege-0-2-3.mlprox.csmc.edu:80,http,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,,,http://mlprox.csmc.edu/login,,,,,,,
electronic.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,,,,,,,,,,,,,,,,,,80,http://electronic.mlprox.csmc.edu:80,http,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,,,http://mlprox.csmc.edu/login,,,,,,,
enclave.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,login.mlprox.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-08-23T23:59:59Z,"CN=*.mlprox.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",*.mlprox.csmc.edu,mlprox.csmc.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9b84cd0f6e7163b7032d0e93fe325c1d,b3b0a0d6e8dbc52ae3d54e82d507bf90d2d047193ee17f19caab80d3822a55ed,ctls,login.mlprox.csmc.edu,443,https://enclave.mlprox.csmc.edu:443,https,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,Cedars-Sinai Medical Center,True,https://login.mlprox.csmc.edu/login,,,,,,,
enroll2fa.cshs.org,Cedars-Sinai - Sign In,200,19123,AS22328,CSHS,US,192.203.204.0/24,myportal.cshs.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-02-02T23:59:59Z,"CN=myportal.cshs.org, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",myportal.cshs.org,www.myportal.cshs.org,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,442b6f17030d7fd99d20fcc417fa4a07,c82a01a7791765aec70b5255a8672474cf8731106725c71f7b57aa8bb908dfcc,ctls,myportal.cshs.org,443,https://enroll2fa.cshs.org:443,https,nginx,text/html,GET,192.203.204.22,/,581729858,192.203.204.22,483,False,Cedars-Sinai Medical Center,,https://myportal.cshs.org/login/login.htm?fromURI=%2Fhome%2Fbookmark%2F0oa3yuo5cdl4zo94s2p7%2F2557,Nginx,,https://oktacsp.report-uri.com/r/t/csp/enforce,,,,
esdc-workspace.cshs.org,Cedars Sinai Virtual Desktop,200,6645,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,esdc-workspace.cshs.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-04T00:00:00Z,2024-03-06T23:59:59Z,"CN=workspace.cshs.org, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",workspace.cshs.org,azplvmhz002499.csmc.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3ece17a13cf58c2fb155780ca82b20b4,a8c5123681458f46c92ac1d6c5c2db2eaf108f9140786436352be29269ff5fa0,ctls,esdc-workspace.cshs.org,443,https://esdc-workspace.cshs.org:443,https,,text/html,GET,192.231.86.190,/,1274734426,192.231.86.190,106,False,Cedars-Sinai Medical Center,,https://esdc-workspace.cshs.org/?includeNativeClientLaunch=true,Java,,,,,,
espwerpsql01.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,login.mlprox.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-08-23T23:59:59Z,"CN=*.mlprox.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",*.mlprox.csmc.edu,mlprox.csmc.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9b84cd0f6e7163b7032d0e93fe325c1d,b3b0a0d6e8dbc52ae3d54e82d507bf90d2d047193ee17f19caab80d3822a55ed,ctls,login.mlprox.csmc.edu,443,https://espwerpsql01.mlprox.csmc.edu:443,https,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,Cedars-Sinai Medical Center,True,https://login.mlprox.csmc.edu/login,,,,,,,
esqa.moneris.com,Moneris Gateway Merchant Resource Center,200,25725,AS32323,EQUINIX-EC-TR,US,23.249.192.0/22,esqa.moneris.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-30T20:50:47Z,2023-05-30T20:50:47Z,"CN=esqa.moneris.com, O=Moneris Solutions Corporation, L=Etobicoke, ST=Ontario, C=CA",esqa.moneris.com,esqa.moneris.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",5390bfc2b2c15c282960ac2d780b2ac1,1a4738fc5fac316963668c51542698b5d9ee271ea71d5dae7a4be671a0bce597,ctls,esqa.moneris.com,443,https://esqa.moneris.com:443,https,,text/html,GET,23.249.192.209,/,754627921,23.249.192.209,1172,False,Moneris Solutions Corporation,,https://esqa.moneris.com/mpg/index.php,HSTS,,url=https://esqa.moneris.com/mpg/logout/logout.php,,,,
estwepicsd02.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,,,,,,,,,,,,,,,,,,80,http://estwepicsd02.mlprox.csmc.edu:80,http,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,,,http://mlprox.csmc.edu/login,,,,,,,
et-11-2-bas-1-cld.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,login.mlprox.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-08-23T23:59:59Z,"CN=*.mlprox.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",*.mlprox.csmc.edu,mlprox.csmc.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9b84cd0f6e7163b7032d0e93fe325c1d,b3b0a0d6e8dbc52ae3d54e82d507bf90d2d047193ee17f19caab80d3822a55ed,ctls,login.mlprox.csmc.edu,443,https://et-11-2-bas-1-cld.mlprox.csmc.edu:443,https,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,Cedars-Sinai Medical Center,True,https://login.mlprox.csmc.edu/login,,,,,,,
fh7tzl.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,login.mlprox.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-08-23T23:59:59Z,"CN=*.mlprox.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",*.mlprox.csmc.edu,mlprox.csmc.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9b84cd0f6e7163b7032d0e93fe325c1d,b3b0a0d6e8dbc52ae3d54e82d507bf90d2d047193ee17f19caab80d3822a55ed,ctls,login.mlprox.csmc.edu,443,https://fh7tzl.mlprox.csmc.edu:443,https,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,Cedars-Sinai Medical Center,True,https://login.mlprox.csmc.edu/login,,,,,,,
fhircapabilitiesdev.cshs.org,403 Forbidden,403,520,AS16509,AS16509,Unknown,54.200.0.0/14,,,,,,,,,,,,,,,,,,80,http://fhircapabilitiesdev.cshs.org:80,http,awselb/2.0,text/html,GET,54.201.202.109,/,2095155567,34.223.192.152,13,False,,,,,,,,,,
fpdc-services-test.csmc.edu,403 Forbidden,403,520,AS16509,AS16509,Unknown,52.16.0.0/14,fpdc-services-test.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-12T00:00:00Z,2024-01-10T23:59:59Z,CN=fpdc-services-test.csmc.edu,fpdc-services-test.csmc.edu,fpdc-services-test.csmc.edu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ffa99e65e8e958709e42e59985c14bc5,b9c1ae5d98c083345e5f90bb89cf738c52988a9e541d35dd0afef4453a19ff20,ctls,fpdc-services-test.csmc.edu,443,https://fpdc-services-test.csmc.edu:443,https,awselb/2.0,text/html,GET,52.10.190.166,/,2095155567,34.216.90.185,13,False,,,,,,,,,,
fpdc-services.csmc.edu,403 Forbidden,403,118,AS16509,AS16509,Unknown,35.80.0.0/12,,,,,,,,,,,,,,,,,,80,http://fpdc-services.csmc.edu:80,http,awselb/2.0,text/html,GET,35.82.236.235,/,1344368402,52.10.190.166,7,False,,,,,,,,,,
ftsam-136-37.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,login.mlprox.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-08-23T23:59:59Z,"CN=*.mlprox.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",*.mlprox.csmc.edu,mlprox.csmc.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9b84cd0f6e7163b7032d0e93fe325c1d,b3b0a0d6e8dbc52ae3d54e82d507bf90d2d047193ee17f19caab80d3822a55ed,ctls,login.mlprox.csmc.edu,443,https://ftsam-136-37.mlprox.csmc.edu:443,https,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,Cedars-Sinai Medical Center,True,https://login.mlprox.csmc.edu/login,,,,,,,
gcp-elasticbeanstalktemp-sftp.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,login.mlprox.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-08-23T23:59:59Z,"CN=*.mlprox.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",*.mlprox.csmc.edu,mlprox.csmc.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9b84cd0f6e7163b7032d0e93fe325c1d,b3b0a0d6e8dbc52ae3d54e82d507bf90d2d047193ee17f19caab80d3822a55ed,ctls,login.mlprox.csmc.edu,443,https://gcp-elasticbeanstalktemp-sftp.mlprox.csmc.edu:443,https,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,Cedars-Sinai Medical Center,True,https://login.mlprox.csmc.edu/login,,,,,,,
gcpredirectblog.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,,,,,,,,,,,,,,,,,,80,http://gcpredirectblog.mlprox.csmc.edu:80,http,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,,,http://mlprox.csmc.edu/login,,,,,,,
genomics.csmc.edu,"Applied Genomics, Computation & Translational Core | Cedars-Sinai",200,122076,AS16509,AS16509,Unknown,13.56.0.0/14,www.cedars-sinai.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-22T00:00:00Z,2023-07-23T23:59:59Z,"CN=cedars-sinai.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US, serialNumber=C0035769, businessCategory=Private Organization, jurisdictionStateOrProvince=California, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=California, jurisdictionCountry=US",cedars-sinai.edu,biodev.cedars-sinai.org,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,a46fb3288f594e0fd3870d7e87a94ec9,45d8d26fe8e3753fa735a41f951952506e9f2543904deda8dc0cdd474257368c,ctls,www.cedars-sinai.edu,80,http://genomics.csmc.edu:80,http,Apache,text/html,GET,13.56.166.180,/,-1277614043,52.9.56.122,2910,False,Cedars-Sinai Medical Center,,https://www.cedars-sinai.edu/research/cores/genomics.html,Java,,https://patients.mycslink.org/,,,,
giftshop.cedars-sinai.org,"Helping Hand Gift Shop: Flowers, Balloons, Books & More | Cedars-Sinai",200,250935,AS13335,CLOUDFLARENET,US,23.227.38.0/23,giftshop.cedars-sinai.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-30T05:48:53Z,2023-06-28T05:48:52Z,CN=giftshop.cedars-sinai.org,giftshop.cedars-sinai.org,giftshop.cedars-sinai.org,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2b3cdc7ce0c82acbc3acd3e2efaa96e9,9a209e04d3b53a71500a23ef96d4149a63ca0ede1dd8de0e41319e8d73c8e769,ctls,giftshop.cedars-sinai.org,443,https://giftshop.cedars-sinai.org:443,https,cloudflare,text/html,GET,23.227.38.74,/,-1840324437,23.227.38.74,4027,False,,,,Shopify,,,,,,
google.mycslink.org,,403,23,AS16509,AS16509,Unknown,13.225.96.0/21,google.mycslink.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2017-07-13T00:00:00Z,2018-07-14T23:59:59Z,"CN=google.mycslink.org, OU=EIS, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",google.mycslink.org,google.mycslink.org,"CN=Symantec Class 3 Secure Server CA - G4, OU=Symantec Trust Network, O=Symantec Corporation, C=US",Symantec Class 3 Secure Server CA - G4,Symantec Corporation,bf1c846a94a5c113a9a5335320c3bd7c,4be8bba24afca0ce0caec160345a07978b5a85280f570ccbe17933fcab1dd369,ctls,google.mycslink.org,443,https://google.mycslink.org:443,https,,application/json,GET,13.225.78.24,/,968070783,13.225.78.79,1,False,Cedars-Sinai Medical Center,,,Amazon Web Services,,,cloudfront,True,True,
googlehiphop.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,,,,,,,,,,,,,,,,,,80,http://googlehiphop.mlprox.csmc.edu:80,http,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,,,http://mlprox.csmc.edu/login,,,,,,,
h-135-197-236-97.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,login.mlprox.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-08-23T23:59:59Z,"CN=*.mlprox.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",*.mlprox.csmc.edu,mlprox.csmc.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9b84cd0f6e7163b7032d0e93fe325c1d,b3b0a0d6e8dbc52ae3d54e82d507bf90d2d047193ee17f19caab80d3822a55ed,ctls,login.mlprox.csmc.edu,443,https://h-135-197-236-97.mlprox.csmc.edu:443,https,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,Cedars-Sinai Medical Center,True,https://login.mlprox.csmc.edu/login,,,,,,,
h-135-207-171-12.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,,,,,,,,,,,,,,,,,,80,http://h-135-207-171-12.mlprox.csmc.edu:80,http,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,,,http://mlprox.csmc.edu/login,,,,,,,
h-135-207-183-99.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,,,,,,,,,,,,,,,,,,80,http://h-135-207-183-99.mlprox.csmc.edu:80,http,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,,,http://mlprox.csmc.edu/login,,,,,,,
h-135-207-228-67.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,login.mlprox.csmc.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-08-23T23:59:59Z,"CN=*.mlprox.csmc.edu, O=Cedars-Sinai Medical Center, L=Los Angeles, ST=California, C=US",*.mlprox.csmc.edu,mlprox.csmc.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9b84cd0f6e7163b7032d0e93fe325c1d,b3b0a0d6e8dbc52ae3d54e82d507bf90d2d047193ee17f19caab80d3822a55ed,ctls,login.mlprox.csmc.edu,443,https://h-135-207-228-67.mlprox.csmc.edu:443,https,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,Cedars-Sinai Medical Center,True,https://login.mlprox.csmc.edu/login,,,,,,,
h-135-207-33-53.mlprox.csmc.edu,Shibboleth Authentication Request,200,1422,AS29721,CSHS-ELSEGUNDO,US,192.231.86.0/24,,,,,,,,,,,,,,,,,,80,http://h-135-207-33-53.mlprox.csmc.edu:80,http,EZproxy,text/html,GET,192.231.86.107,/,84238792,192.231.86.107,9,False,,,http://mlprox.csmc.edu/login,,,,,,,
