new,host,a,cname,soa,status_code,ns,aaaa,cdn,cdn-name,mx,txt,has_internal_ips,internal_ips,caa
[x],find-a-doctor.cedars-sinai.edu,"13.56.166.180, 52.9.56.122","cedars-sinai-prod.adobecqms.net, cedarssinai-prod-65e-01.adobecqms.net","ns-1643.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],flatbranch.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],foo.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],forms.csmc.edu,"44.240.66.157, 52.11.155.192, 54.244.36.161",Csmc-public-ALB2-prod-us-west-2-1777391565.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],formstest.csmc.edu,"35.167.171.81, 35.83.72.0, 44.236.25.252",Csmc-public-ALB1-dev-us-west-2-1619930994.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],fpdc-app-test-puma.csmc.edu,"52.10.190.166, 35.82.236.235, 34.216.90.185",fpdc-prod-pub-alb1-1907337654.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],fpdc-apps-test.csmc.edu,"52.10.190.166, 35.82.236.235, 34.216.90.185",fpdc-prod-pub-alb1-1907337654.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1475.awsdns-56.org, ns-1769.awsdns-29.co.uk, ns-332.awsdns-41.com, ns-560.awsdns-06.net",,,,,,,,
[x],fpdc-services-test.csmc.edu,,fpdc-prod-pub-alb1-1907337654.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],fpdc-services.csmc.edu,,fpdc-prod-pub-alb1-1907337654.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],fpdc.csmc.edu,"52.10.190.166, 34.216.90.185, 35.82.236.235",fpdc-prod-pub-alb1-1907337654.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],fr-p.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],framework-test.csmc.edu,"52.10.190.166, 35.82.236.235, 34.216.90.185",fpdc-prod-pub-alb1-1907337654.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],framework.csmc.edu,"34.216.90.185, 52.10.190.166, 35.82.236.235",fpdc-prod-pub-alb1-1907337654.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ftsam-136-37.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],gakunew.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],gateway-66-93.mlprox.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],gateway.ovid.com.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,"ns1.csmc.edu, ns2.csmc.edu",,,,,,,,
[x],gateway2.ovid.com.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],gcp-elasticbeanstalktemp-sftp.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],gcpprivate.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],gcpredirectblog.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],gdo.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],genomics.csmc.edu,"13.56.166.180, 52.9.56.122","cedars-sinai-prod.adobecqms.net, cedarssinai-prod-65e-01.adobecqms.net",,NOERROR,,,,,,,,,
[x],giftshop.cedars-sinai.org,23.227.38.74,shops.myshopify.com,"dns1.p06.nsone.net, hostmaster.nsone.net, ns1.dnsimple.com, admin.dnsimple.com",NOERROR,,,,,,,,,"digicert.com, globalsign.com, letsencrypt.org"
[x],giftshop.csmc.edu,192.231.86.106,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],giftshopt.csmc.edu,192.231.86.45,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],giftshoptest.csmc.edu,192.231.86.184,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],github.cshs.org,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],globalapps.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],google.mycslink.org,"13.225.78.79, 13.225.78.24, 13.225.78.56, 13.225.78.57",d2y3i34io5ulm4.cloudfront.net,"ns-1690.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1183.awsdns-19.org, ns-1690.awsdns-19.co.uk, ns-502.awsdns-62.com, ns-592.awsdns-10.net",,True,cloudfront,,,,,
[x],googlehiphop.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],googlewwwp1.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],gradprogram.csmc.edu,70.167.32.243,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],gsp19-1-kittyhawk-ci77-ssl.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,"ns1.csmc.edu, ns2.csmc.edu",,,,,,,,
[x],gsp3-sl61-ssl.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],h-135-197-228-53.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],h-135-197-236-97.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],h-135-197-237-10.mlprox.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],h-135-197-7-51.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],h-135-207-171-12.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],h-135-207-177-97.mlprox.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],h-135-207-183-99.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],h-135-207-216-62.mlprox.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],h-135-207-228-67.mlprox.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],h-135-207-229-76.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],h-135-207-231-57.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],h-135-207-33-53.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],h-135-207-4-78.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,"ns2.csmc.edu, ns1.csmc.edu",,,,,,,,
[x],h-135-207-48-13.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],h-135-207-48-84.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],h-135-207-50-93.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],h-135-207-52-29.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],h-135-207-57-52.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],h-135-207-58-33.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],h-135-207-59-83.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],h-135-207-61-76.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],h-135-207-98-80.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],h-135-207-99-37.mlprox.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],herbpicker-dev.cshs.org,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],herbpicker.cshs.org,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],hermes-stream-sx-prd.mlprox.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],hlp-cbm.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],homeloans.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],host-134-11-43-65.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],host-134-205-124-70.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],host-141-116-134-0.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],hostingtrackjiratunnel-mx.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],hsw.oxfordjournals.org.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,"ns2.csmc.edu, ns1.csmc.edu",,,,,,,,
[x],hswext.carelink.cedars-sinai.edu,192.203.41.140,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],iap-test.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],icasi.cedars-sinai.org,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],icasitest.cedars-sinai.org,192.203.41.124,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],iconnect.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],id-qa-od-directvcommercial.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],idp.csmc.edu,192.231.86.207,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],iltcl1-3pclient-vpn2.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],im-mlb-fra02.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],images04.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],inewsletter.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],info.cedars-sinai.org,"104.17.71.206, 104.17.72.206, 104.17.70.206, 104.17.74.206, 104.17.73.206","cedarssinaimedicalcenter.mktoweb.com, sj36.mktossl.com","bart.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,True,cloudflare,,,,,
[x],informahealthcare.com.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],integrations.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],interactive-mc-map.cedars-sinai.org,192.231.86.22,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],intern-managed-client-shv-01-gua1.kerlanjobe.org,45.79.69.50,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],internalclebermorenopereira.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],internalenglish-antiviruspre.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],internalmanager-doc-corporate.mlprox.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],intranet.cshs.org,192.203.41.159,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],ipv4-c051-bru001-ix.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],ipv4-c142-lhr004-ix.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],ipv4-c592-ord001-ix.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],ipv6-c031-ham001-ix.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],irb.cedars-sinai.edu,,mpclkcsmcprod2.huronclick.com,"dns1.huronconsultinggroup.com, abuse.huronconsultinggroup.com",NOERROR,,,,,,,,,
[x],iredcap.csmc.edu,"54.244.36.161, 44.240.66.157, 52.11.155.192",csmc-public-ALB2-prod-us-west-2-1777391565.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],iredcapdev.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],iredcaptest.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],irisbot.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],isdrvip.csmc.edu,192.231.86.64,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],jama.jamanetwork.com.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,"ns1.csmc.edu, ns2.csmc.edu",,,,,,,,
[x],jamanetwork-com.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],jcem.endojournals.org.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,"ns2.csmc.edu, ns1.csmc.edu",,,,,,,,
[x],jco.ascopubs.org.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],jenkins-ecotecnologiasparaelbienestar.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],jenkins-eucontroller-sql.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],jenkins-ipv4accept-archivecorp.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],jenkins.cshs.org,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],jenkinsdev.cshs.org,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],jira.csmc.edu,"52.38.252.108, 52.12.202.98, 52.24.226.222",ECS-ALB-Public-1231714535.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],jiradev.csmc.edu,"10.210.8.58, 10.210.6.121, 10.210.0.67",internal-Csmc-private-ALB1-dev-us-west-2-1612103440.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.210.8.58, 10.210.6.121, 10.210.0.67",
[x],jn.nutrition.org.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],jobs.marinahospital.com,"95.101.74.137, 95.101.74.142","jobs-marinahospital-com.talentbrew.com, jobs.marinahospital.com-v1.edgekey.net, e104066.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],jop.sagepub.com.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],journals.sagepub.com.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],jrss-215-70-112-88.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],jrss-215-70-128-8.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],jrss-215-71-195-0.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],jrss-215-72-104-56.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],jrss-215-73-69-11.mlprox.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],jss.csmc.edu,192.231.86.76,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],junglemail.cshs.org,192.203.41.183,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],jupiter.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],kokkolakarleby.mlprox.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],kwtw230b.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],lapp12.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,"ns2.csmc.edu, ns1.csmc.edu",,,,,,,,
[x],lapp34.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],lbf1-1-prd.mlprox.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],ldap.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],ldb35.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],lef7-3-vzb.mlprox.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],lef9-2-pdc.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],libcat.csmc.edu,206.187.16.66,"csml.sirsi.net, lynx.sirsi.net","ns3.sirsi.net, saas\@sirsidynix.com",NOERROR,,,,,,v=spf1 include:sirsi.net -all,,,
[x],libforms.csmc.edu,192.231.86.66,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],link-springer-com.mlprox.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],link.springer.com.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],linkinghub.elsevier.com.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,"ns1.csmc.edu, ns2.csmc.edu",,,,,,,,
[x],listserv.csmc.edu,"192.231.86.199, 192.231.86.245, 192.203.204.245, 192.231.86.38, 192.231.86.37",,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,"ns2.csmc.edu, ns1.csmc.edu",,,,"esplmsgsrs04-x.csmc.edu, esplmsgsrs03-x.csmc.edu",,,,
[x],loadbalancer-examplestunnel-mx.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],login.csmc.edu,"192.203.204.38, 192.231.86.131",,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],login.mlprox.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],luxurious-blue.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],lyncdiscover.cshs.org,52.112.196.45,webdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,,2603:1027:0:48::21,,,,,,,
[x],mac.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],machinelearningevaluator.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],mail.csmc.edu,"192.231.86.154, 192.231.86.156",,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],makarock.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],marinahospital.com,67.227.185.252,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,"ns2.csmc.edu, ns1.csmc.edu",,,,"mxb-00260502.gslb.pphosted.com, mxa-00260502.gslb.pphosted.com","v=spf1 redirect=spf.cshs.org, ts5jablapvj7qq3g4v7oqhv7oa, MS=ms95080966, box-domain-verification=08c316850f51529478f2d9f13bbeb6e03c788133c9bd551ecb362cfc37e63005",,,
[x],masterexamplesbackup.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],materialistica.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],mcstudy.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],mct.aacrjournals.org.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],mdfindtest.csmc.edu,192.231.86.185,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],mds.csmc.edu,,Csmc-public-ALB2-prod-us-west-2-1777391565.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mdstest.csmc.edu,,csmc-public-alb1-dev-us-west-2-1619930994.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],me.voaltesb1.csmc.edu,"192.231.86.224, 192.231.86.245, 192.203.204.245",,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,"ns1.csmc.edu, ns2.csmc.edu",,,,,,,,
[x],me3.csmc.edu,192.203.41.158,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],media-auth-mirror-my-oceania.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],medialand.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,"ns2.csmc.edu, ns1.csmc.edu",,,,,,,,
[x],meetcms.mlprox.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],megazone23pt2.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],member-dev.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],meta-helpdesk.mlprox.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],meta.wkhealth.com.mlprox.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],metrics.cedars-sinai.org,,cedars-sinai.org.sc.omtrdc.net,"ns201.adobe.net, hostmaster.adobe.com",NOERROR,,,,,,,,,
[x],mhmedical.com.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,"ns2.csmc.edu, ns1.csmc.edu",,,,,,,,
[x],mhsi-47-201-41.mlprox.csmc.edu,192.231.86.107,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
[x],mhsi-47-205-9.mlprox.csmc.edu,,,"ns1.csmc.edu, groupeisdnssupport.cshs.org",NOERROR,,,,,,,,,
