input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_self_signed,tls_subject_org_,final_url,csp_domains_
charlie.api-2freedom.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,charlie.api-2freedom.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,charlie.api-2freedom.mobilevikings.be,cloudfront,443,https://charlie.api-2freedom.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.25,/,914844458,52.222.236.63,Amazon Web Services,20,False,True,,,,
charlie.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,charlie.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,charlie.mobilevikings.be,cloudfront,443,https://charlie.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.46,/,-907176178,52.222.236.12,Amazon Web Services,20,False,True,,,,
charlie.static.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,charlie.static.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,charlie.static.mobilevikings.be,cloudfront,443,https://charlie.static.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.63,/,2058412269,52.222.236.25,Amazon Web Services,20,False,True,,,,
cms-english-wwwexternal-domain.acc-nocdn.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.84.56.0/24,cms-english-wwwexternal-domain.acc-nocdn.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,cms-english-wwwexternal-domain.acc-nocdn.mobilevikings.be,cloudfront,443,https://cms-english-wwwexternal-domain.acc-nocdn.mobilevikings.be:443,https,CloudFront,text/html,GET,52.84.52.118,/,2023608033,52.84.52.46,Amazon Web Services,20,False,True,,,,
cms.dev-nocdn.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,cms.dev-nocdn.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,cms.dev-nocdn.mobilevikings.be,cloudfront,443,https://cms.dev-nocdn.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.12,/,-95361308,52.222.236.25,Amazon Web Services,20,False,True,,,,
culturaafrobrazil.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,culturaafrobrazil.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,culturaafrobrazil.mobilevikings.be,cloudfront,443,https://culturaafrobrazil.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.46,/,-1615140673,52.222.236.63,Amazon Web Services,20,False,True,,,,
dal09-dev-anshub-01a.test.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,dal09-dev-anshub-01a.test.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,dal09-dev-anshub-01a.test.mobilevikings.be,cloudfront,443,https://dal09-dev-anshub-01a.test.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.63,/,1303089349,52.222.236.25,Amazon Web Services,20,False,True,,,,
delivery-18-216-13-96-us-east-2.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,delivery-18-216-13-96-us-east-2.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,delivery-18-216-13-96-us-east-2.mobilevikings.be,cloudfront,443,https://delivery-18-216-13-96-us-east-2.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.25,/,-755044822,52.222.236.63,Amazon Web Services,20,False,True,,,,
delta.api-2freedom.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,delta.api-2freedom.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,delta.api-2freedom.mobilevikings.be,cloudfront,443,https://delta.api-2freedom.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.12,/,719052680,52.222.236.46,Amazon Web Services,20,False,True,,,,
delta.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,delta.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,delta.mobilevikings.be,cloudfront,443,https://delta.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.25,/,-1619034958,52.222.236.12,Amazon Web Services,20,False,True,,,,
delta.test.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,delta.test.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,delta.test.mobilevikings.be,cloudfront,443,https://delta.test.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.46,/,1705165041,52.222.236.63,Amazon Web Services,20,False,True,,,,
dev-cdn.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,54.230.208.0/22,dev-cdn.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,dev-cdn.mobilevikings.be,cloudfront,443,https://dev-cdn.mobilevikings.be:443,https,CloudFront,text/html,GET,54.230.206.42,/,535744692,54.230.206.26,Amazon Web Services,20,False,True,,,,
dev-nocdn.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,54.230.208.0/22,dev-nocdn.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,dev-nocdn.mobilevikings.be,cloudfront,443,https://dev-nocdn.mobilevikings.be:443,https,CloudFront,text/html,GET,54.230.206.86,/,-1284085536,54.230.206.26,Amazon Web Services,20,False,True,,,,
dev-pub.atlas.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,dev-pub.atlas.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,dev-pub.atlas.mobilevikings.be,cloudfront,443,https://dev-pub.atlas.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.25,/,460134029,52.222.236.63,Amazon Web Services,20,False,True,,,,
dev-pubreview.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,dev-pubreview.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,dev-pubreview.mobilevikings.be,cloudfront,443,https://dev-pubreview.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.25,/,299428345,52.222.236.63,Amazon Web Services,20,False,True,,,,
dev-strapi.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,13.35.120.0/24,dev-strapi.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,dev-strapi.mobilevikings.be,cloudfront,443,https://dev-strapi.mobilevikings.be:443,https,CloudFront,text/html,GET,13.35.77.67,/,1965057769,13.35.77.52,Amazon Web Services,20,False,True,,,,
dev1.ssl.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,dev1.ssl.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,dev1.ssl.mobilevikings.be,cloudfront,443,https://dev1.ssl.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.46,/,1806250486,52.222.236.12,Amazon Web Services,20,False,True,,,,
dev2.ssl.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,dev2.ssl.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,dev2.ssl.mobilevikings.be,cloudfront,443,https://dev2.ssl.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.12,/,16421432,52.222.236.63,Amazon Web Services,20,False,True,,,,
dev301-vm10.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,dev301-vm10.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,dev301-vm10.mobilevikings.be,cloudfront,443,https://dev301-vm10.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.63,/,-175498387,52.222.236.46,Amazon Web Services,20,False,True,,,,
docs.mips.mobilevikings.be,MV Inter Partner Service documentation,200,2751,AS16509,AMAZON-02,US,52.222.236.0/23,docs.mips.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,docs.mips.mobilevikings.be,cloudfront,443,https://docs.mips.mobilevikings.be:443,https,,text/html,GET,52.222.236.63,/,-883140528,52.222.236.12,HSTS,84,False,True,,,,
docs.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS0,Not routed,None,13.32.100.0/23,docs.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,docs.mobilevikings.be,cloudfront,443,https://docs.mobilevikings.be:443,https,CloudFront,text/html,GET,13.32.99.24,/,1419234517,13.32.99.5,Amazon Web Services,20,False,True,,,,
drupal8-stage.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,drupal8-stage.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,drupal8-stage.mobilevikings.be,cloudfront,443,https://drupal8-stage.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.63,/,-287491922,52.222.236.25,Amazon Web Services,20,False,True,,,,
echo.api-2freedom.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,echo.api-2freedom.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,echo.api-2freedom.mobilevikings.be,cloudfront,443,https://echo.api-2freedom.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.46,/,1957475185,52.222.236.25,Amazon Web Services,20,False,True,,,,
echo.api.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,54.230.208.0/22,echo.api.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,echo.api.mobilevikings.be,cloudfront,443,https://echo.api.mobilevikings.be:443,https,CloudFront,text/html,GET,54.230.206.43,/,1356354033,54.230.206.26,Amazon Web Services,20,False,True,,,,
echo.static.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,echo.static.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,echo.static.mobilevikings.be,cloudfront,443,https://echo.static.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.63,/,1492779279,52.222.236.25,Amazon Web Services,20,False,True,,,,
elementor.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,elementor.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,elementor.mobilevikings.be,cloudfront,443,https://elementor.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.46,/,-911317966,52.222.236.25,Amazon Web Services,20,False,True,,,,
fakta.acc-nocdn.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,fakta.acc-nocdn.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,fakta.acc-nocdn.mobilevikings.be,cloudfront,443,https://fakta.acc-nocdn.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.12,/,-418840250,52.222.236.46,Amazon Web Services,20,False,True,,,,
fakta.dev-nocdn.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,fakta.dev-nocdn.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,fakta.dev-nocdn.mobilevikings.be,cloudfront,443,https://fakta.dev-nocdn.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.12,/,295514550,52.222.236.46,Amazon Web Services,20,False,True,,,,
fakta.mobilevikings.be,Fakta documentation,200,2732,AS16509,AMAZON-02,US,52.222.236.0/23,docs.fakta.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,docs.fakta.mobilevikings.be,cloudfront,443,https://fakta.mobilevikings.be:443,https,,text/html,GET,52.222.236.12,/,-909858089,52.222.236.63,HSTS,84,False,True,,,https://docs.fakta.mobilevikings.be,
fakta.prd-nocdn.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,fakta.prd-nocdn.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,fakta.prd-nocdn.mobilevikings.be,cloudfront,443,https://fakta.prd-nocdn.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.12,/,-467373769,52.222.236.25,Amazon Web Services,20,False,True,,,,
file41.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,file41.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,file41.mobilevikings.be,cloudfront,443,https://file41.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.25,/,413644150,52.222.236.46,Amazon Web Services,20,False,True,,,,
footer.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,footer.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,footer.mobilevikings.be,cloudfront,443,https://footer.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.46,/,550528528,52.222.236.12,Amazon Web Services,20,False,True,,,,
fraud-component.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS0,Not routed,None,18.155.132.0/23,fraud-component.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,fraud-component.mobilevikings.be,cloudfront,443,https://fraud-component.mobilevikings.be:443,https,CloudFront,text/html,GET,18.155.129.77,/,1331542814,18.155.129.11,Amazon Web Services,20,False,True,,,,
fraud.acc-nocdn.mobilevikings.be,ERROR: The request could not be satisfied,502,951,AS16509,AMAZON-02,US,52.222.236.0/23,fraud.acc-nocdn.mobilevikings.be,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.mobilevikings.be,*.mobilevikings.be,*.vikingdeals.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,46f5459fd8318debe6cdb0622d0e2ff9,6f3c50e965522692897644da89defb946da1cf2f08fde3a1e1615c7f068d75ba,True,ctls,fraud.acc-nocdn.mobilevikings.be,cloudfront,443,https://fraud.acc-nocdn.mobilevikings.be:443,https,CloudFront,text/html,GET,52.222.236.46,/,-1391883813,52.222.236.63,Amazon Web Services,20,False,True,,,,
