new,host,a,cname,soa,status_code,cdn,cdn-name,ns,aaaa,has_internal_ips,internal_ips,mx,txt
[x],gia-api-uat.cbre.com,"18.66.97.19, 18.66.97.39, 18.66.97.60, 18.66.97.116",durdlifw9d3qp.cloudfront.net,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,True,cloudfront,,"2600:9000:223c:6600:19:5bfb:4c40:93a1, 2600:9000:223c:e000:19:5bfb:4c40:93a1, 2600:9000:223c:b400:19:5bfb:4c40:93a1, 2600:9000:223c:f600:19:5bfb:4c40:93a1, 2600:9000:223c:5800:19:5bfb:4c40:93a1, 2600:9000:223c:bc00:19:5bfb:4c40:93a1, 2600:9000:223c:d600:19:5bfb:4c40:93a1, 2600:9000:223c:5e00:19:5bfb:4c40:93a1",,,,
[x],gia-api.cbre.com,"143.204.215.16, 143.204.215.23, 143.204.215.38, 143.204.215.127",d3omco2zlkxgx8.cloudfront.net,"ns-1716.awsdns-22.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1360.awsdns-42.org, ns-1716.awsdns-22.co.uk, ns-241.awsdns-30.com, ns-670.awsdns-19.net","2600:9000:214f:8e00:5:32e2:fb00:93a1, 2600:9000:214f:4a00:5:32e2:fb00:93a1, 2600:9000:214f:6800:5:32e2:fb00:93a1, 2600:9000:214f:1800:5:32e2:fb00:93a1, 2600:9000:214f:5e00:5:32e2:fb00:93a1, 2600:9000:214f:c200:5:32e2:fb00:93a1, 2600:9000:214f:3200:5:32e2:fb00:93a1, 2600:9000:214f:dc00:5:32e2:fb00:93a1",,,,
[x],gia-portal-dev.cbre.com,45.223.56.188,8kojaef.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],gia-portal-qa.cbre.com,45.223.59.188,yt8bfzu.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],gia-portal.cbre.com,"13.32.99.108, 13.32.99.49, 13.32.99.102, 13.32.99.92",dt66nkr706dej.cloudfront.net,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-533.awsdns-02.net, ns-1129.awsdns-13.org, ns-1904.awsdns-46.co.uk, ns-287.awsdns-35.com","2600:9000:2251:e800:c:c46d:56c0:93a1, 2600:9000:2251:fe00:c:c46d:56c0:93a1, 2600:9000:2251:1000:c:c46d:56c0:93a1, 2600:9000:2251:9800:c:c46d:56c0:93a1, 2600:9000:2251:d600:c:c46d:56c0:93a1, 2600:9000:2251:9200:c:c46d:56c0:93a1, 2600:9000:2251:8800:c:c46d:56c0:93a1, 2600:9000:2251:3e00:c:c46d:56c0:93a1",,,,
[x],gkc3.cbre.com,208.68.246.63,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,"dns1.cscdns.net, dns2.cscdns.net",,,,,
[x],glb2.cbre.com,208.68.245.30,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],glv-consulting.cbre.com,208.68.246.69,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],glv-dev.cbre.com,45.223.167.4,4xcplv9.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],glv-eig.cbre.com,208.68.246.73,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],glv-global.cbre.com,208.68.246.116,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],glv-service.cbre.com,208.68.246.139,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],glv-test.cbre.com,45.223.167.4,8aa4hbv.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],glv.cbre.com,45.223.179.4,qq69tuz.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],glv.glb.cbre.com,208.68.247.27,,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],go-test.cbre.com,208.68.245.44,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],gopulse.cbre.com,,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],gpg-adc.cbre.com,208.68.245.62,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],gpp-adc.cbre.com,,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],gps-selfservice.cbre.com,,lczp4i2.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],gpvpn.glb.cbre.com,208.68.245.24,,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],gpvpnlab.cbre.com,4.59.113.74,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],gvpn-br.glb.cbre.com,177.69.147.20,,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],gvpn-cl.glb.cbre.com,200.68.45.158,,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],gvpn.glb.cbre.com,208.68.247.62,,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],gwsarchibusericsson.cbre.com,208.68.246.52,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,"dns1.cscdns.net, dns2.cscdns.net",,,,,
[x],gwscognos.cbre.com,208.68.246.43,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],gwscognos.glb.cbre.com,208.68.247.66,,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],gwscovidien.cbre.com,208.68.246.98,gwsmaximo411.glb.cbre.com,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],gwsericsson.cbre.com,208.68.246.98,gwsmaximo411.glb.cbre.com,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],gwsfincdmext.cbre.com,208.68.246.51,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],gwsfinuatext.cbre.com,208.68.244.44,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],gwsfmpintegrations.cbre.com,"13.107.226.45, 13.107.253.45","gwsfmpintegration.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,"2620:1ec:48:1::45, 2620:1ec:29:1::45",,,,
[x],gwsfrkintegrations-uat.cbre.com,45.223.167.4,qozlus3.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],gwsfrkintegrations.glb.cbre.com,208.68.246.114,,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],gwsfrkpii.cbre.com,208.68.246.114,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],gwshoneywell.cbre.com,208.68.246.43,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],gwslgaptuit.cbre.com,208.68.246.98,gwsmaximo411.glb.cbre.com,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],gwslggsk.cbre.com,208.68.246.98,gwsmaximo411.glb.cbre.com,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],gwslgweb.cbre.com,208.68.246.52,gwslgweb.glb.cbre.com,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],gwslgweb.glb.cbre.com,208.68.246.52,,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],gwslgwup.cbre.com,208.68.246.52,gwslgwup.glb.cbre.com,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],gwslgwup.glb.cbre.com,208.68.246.52,,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],gwsmaximo-preprodrpt.cbre.com,208.68.247.27,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],gwsmaximo-uat.cbre.com,45.223.167.4,m9bcv3i.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],gwsmaximo.cbre.com,,gwsmaximo.glb.cbre.com,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],gwsmaximo2-uat.glb.cbre.com,208.68.247.27,,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],gwsmaximo76.cbre.com,208.68.247.46,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],gwsmaximorpt.cbre.com,208.68.246.126,gwsmaximorpt.glb.cbre.com,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],gwsmobility-np.cbre.com,,,"ns-1062.awsdns-04.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],gwsmobility.cbre.com,"54.187.242.78, 35.167.53.148",gwsmobility-prod-alb-1112239379.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],gwsphilips.cbre.com,208.68.244.89,gwsphilips.glb.cbre.com,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],gwsphilips.glb.cbre.com,208.68.246.52,,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],gwspilotapps.cbre.com,208.68.246.52,gwspilotapps.glb.cbre.com,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],gwspilotapps.glb.cbre.com,208.68.246.52,,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],gwspilotfeedbackadmin.cbre.com,,gwspilotfeedbackadmin.glb.cbre.com,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],gwspilotfeedbackadmin.glb.cbre.com,208.68.244.89,,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],gwsshell.cbre.com,208.68.246.52,gwsshell.glb.cbre.com,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],gwsshell.glb.cbre.com,208.68.246.52,,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],gwstems.cbre.com,208.68.246.98,gwstems.glb.cbre.com,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],gwstems.glb.cbre.com,208.68.246.98,,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],gwsuat.locator.cbre.com,,gwsuat.pimsworkspace.co.uk,"ns1.locator.pimsworkspace.co.uk, cpanel-alerts.xssl.net",NOERROR,,,,,,,,v=spf1 +a +mx +ip4:185.181.124.198 ~all
[x],gwswebssr-uat5.cbre.com,208.68.247.27,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],gwsworkorderportal.cbre.com,208.68.246.43,gwsfrkintegrations2.glb.cbre.com,,NOERROR,,,,,,,,
[x],harbour.cbre.com,45.223.164.170,es8kglm.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],hello.cloudeng.cbre.com,45.223.167.4,qbdpcu3.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],help.cbre.com,,remote.glb.cbre.com,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],help.locator.cbre.com,185.181.124.198,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],hongkongcms.cbre.com,"104.18.20.118, 104.18.21.118",hongkongcms.cbre.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,"2606:4700::6812:1476, 2606:4700::6812:1576",,,,
[x],honolulu.preview.cbre.com,20.105.224.7,"www.cbre.trafficmanager.net, cbre-prod-westeurope-cd.azurewebsites.net, waws-prod-am2-545.sip.azurewebsites.windows.net, waws-prod-am2-545-94bc.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,
[x],host.cbre.com,"104.18.20.118, 104.18.21.118",host.cbre.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,"2606:4700::6812:1476, 2606:4700::6812:1576",,,,
[x],hotels.cbre.com,"104.18.21.118, 104.18.20.118","www.cbre.com, www.cbre.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,"2606:4700::6812:1576, 2606:4700::6812:1476",,,,
[x],hubble.cbre.com,208.68.246.52,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],icg.cbre.com,208.68.246.52,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],ichannel-dev.cbre.com,208.68.246.238,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],ideas.cbre.com,"107.21.109.214, 34.203.96.219",cbressl.brightidea.com,"ns-647.awsdns-16.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"mxa.mailgun.org, mxb.mailgun.org",v=spf1 include:spfva.brightidea.com -all
[x],idocs.cbre.com,213.86.33.17,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],iepm.trammellcrow.com,208.68.246.36,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],imanalytics-demo.cbre.com,,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],imanalytics-dev.cbre.com,,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],imanalytics-qa.cbre.com,,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],imanalytics.cbre.com,,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],import.capitalflows.cbre.com,52.174.193.210,"gitdb-api-import-prod.azurewebsites.net, waws-prod-am2-115.sip.azurewebsites.windows.net, waws-prod-am2-115.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,
[x],indonesia.cbre.com,"104.18.21.118, 104.18.20.118",indonesia.cbre.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,"2606:4700::6812:1476, 2606:4700::6812:1576",,,,
[x],insight.cbre.com,208.68.244.127,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],insightportal.glb.cbre.com,208.68.246.38,,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],insightreporting.cbre.com,208.68.246.52,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],inta.cbre.com,208.68.246.39,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],integrity.cbre.com,69.164.106.177,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],internal-vas-plat-apis.cbre.com,208.68.246.52,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],internalapi.devx.cbre.com,"3.221.250.18, 52.72.95.245, 54.156.42.123",devx-devx3-internal-alb-111584655.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],intranet-cbreglobalinvestors.glb.cbre.com,208.68.247.27,,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],intranet.cbre.com,208.68.246.134,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],intrepid.cbre.com,208.68.247.13,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],intrepiddnt.cbre.com,208.68.246.128,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],intrepidspuat.cbre.com,208.68.244.29,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],intrepiduat.cbre.com,208.68.247.33,,,NOERROR,,,,,,,,
[x],investor.cbre.com,162.159.130.11,webfarm-09.q4web.com,"ns-431.awsdns-53.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,,,,,,
[x],investors.cbre.com,162.159.130.11,webfarm-09.q4web.com,"ns-431.awsdns-53.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,"ns-1098.awsdns-09.org, ns-1686.awsdns-18.co.uk, ns-431.awsdns-53.com, ns-792.awsdns-35.net",,,,,
[x],iopropertyservices.cbre.com,209.221.20.15,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],ir.cbre.com,"162.159.130.11, 162.159.129.11","cbre2021rd-farm.q4web.com, webfarm-31002.q4web.com, webfarm-300.q4web.com, cloudflare.cdn.web.prd.q4inc.com, cloudflare.cdn.web.prd.q4inc.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,"2606:4700:7::a29f:820b, 2606:4700:7::a29f:810b",,,,
[x],ir.trammellcrow.com,"23.53.40.74, 23.53.40.32","phx.corporate-ir.net, phx-wdc.corporate-ir.net.edgesuite.net, a1915.dscr.akamai.net","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],itjobs.cbre.com,50.62.214.127,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],itrack-test.cbre.com,45.223.167.4,uj6lo3a.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],itrack.glb.cbre.com,208.68.246.52,,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],jabber.cbre.com,208.68.245.40,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],jde.cbre.com,208.68.246.53,jdeprod.glb.cbre.com,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],jdeext.cbre.com,208.68.246.52,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],jdeextdr.cbre.com,208.68.244.89,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],jdeprod.glb.cbre.com,208.68.246.53,,"glb1.cbre.com, hostmaster.glb.cbre.com",NOERROR,,,,,,,,
[x],jdepy.cbre.com,208.68.245.44,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],jdepyext.cbre.com,208.68.245.44,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],jdeuat.cbre.com,208.68.245.44,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],jdeuatext.cbre.com,208.68.245.44,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],jordan.cbre.com,"104.18.20.118, 104.18.21.118",jordan.cbre.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,"2606:4700::6812:1576, 2606:4700::6812:1476",,,,
[x],jordan.preview.cbre.com,20.105.224.7,"www.cbre.trafficmanager.net, cbre-prod-westeurope-cd.azurewebsites.net, waws-prod-am2-545.sip.azurewebsites.windows.net, waws-prod-am2-545-94bc.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,
[x],journal-cbre-com.mail.protection.outlook.com.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,"dns2.cscdns.net, dns1.cscdns.net",,,,journal-cbre-com.mail.protection.outlook.com.journal.cbre.com,
[x],jsonar.cbre.com,10.182.134.89,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,True,10.182.134.89,,
[x],k2designer.cbre.com,208.68.246.39,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],k2workspace.cbre.com,208.68.246.39,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],kenya.cbre.com,"104.18.20.118, 104.18.21.118",kenya.cbre.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,"2606:4700::6812:1476, 2606:4700::6812:1576",,,,
[x],kuwait.cbre.com,"104.18.20.118, 104.18.21.118",kuwait.cbre.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,"2606:4700::6812:1476, 2606:4700::6812:1576",,,,
[x],laboranalytics.cbre.com,13.77.106.7,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,True,azure,,,,,,
[x],lad-uat.cbre.com,208.68.245.44,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],lad.cbre.com,208.68.246.52,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],latam.cbre.com,"104.18.21.118, 104.18.20.118",latam.cbre.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,"2606:4700::6812:1476, 2606:4700::6812:1576",,,,
[x],ldap.cbre.com,208.68.246.18,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],ldrpsweb.cbre.com,208.68.246.52,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],learning.cbre.com,"18.233.94.87, 34.202.89.160",shareserver.zfops.com,"ns-479.awsdns-59.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],leaseaccountingtool.cbre.com,"104.18.21.118, 104.18.20.118",leaseaccountingtool.cbre.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,"2606:4700::6812:1476, 2606:4700::6812:1576",,,,
[x],lightbox.cbre.com,45.223.167.4,gsy2xm7.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],lmapi.cbre.com,,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,
[x],locator.cbre.com,20.118.56.7,"ealocator.azurewebsites.net, waws-prod-dm1-307.sip.azurewebsites.windows.net, waws-prod-dm1-307-d591.centralus.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,
[x],lockbox-backend-us-east-1.gcso.cbre.com,"44.231.43.54, 52.37.82.52, 52.39.194.211",alien-cert-alb-pub-1517049728.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],lockbox-backend.gcso.cbre.com,"44.231.43.54, 52.37.82.52, 52.39.194.211",alien-cert-alb-pub-1517049728.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1475.awsdns-56.org, ns-1769.awsdns-29.co.uk, ns-332.awsdns-41.com, ns-560.awsdns-06.net",,,,,
[x],lockbox-rep-us-east-1.gcso.cbre.com,"52.37.82.52, 44.231.43.54, 52.39.194.211",alien-cert-alb-pub-1517049728.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],lockbox-rep-us-west-2.gcso.cbre.com,"52.39.194.211, 52.37.82.52, 44.231.43.54",alien-cert-alb-pub-1517049728.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],lockbox-us-east-1.gcso.cbre.com,"52.37.82.52, 44.231.43.54, 52.39.194.211",alien-cert-alb-pub-1517049728.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],lockbox-us-west-2.gcso.cbre.com,"52.39.194.211, 52.37.82.52, 44.231.43.54",alien-cert-alb-pub-1517049728.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],lockbox.gcso.cbre.com,45.223.167.4,6wcj845.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],lockbox.gcsonp.cbre.com,45.223.167.4,pnrtckj.impervadns.net,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,True,incapsula,,,,,,
[x],login-uat.cbre.com,"76.223.106.183, 13.248.236.251","cbre.customdomains.oktapreview.com, op1-custom-crtrs.oktapreview.com, op1-custom-crtrs.oktaedge.oktapreview.com, a9dcaea81ce6d4aa6.awsglobalaccelerator.com","ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],login.cbre.com,"3.33.189.110, 15.197.181.212","cbre.customdomains.okta.com, ok11-custom-crtrs.okta.com, ok11-custom-crtrs.oktaedge.okta.com, af77c9e516730cc51.awsglobalaccelerator.com","ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],looplink.akron.cbre.com,"23.53.43.57, 23.53.42.250","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.albany.cbre.com,"173.222.106.175, 173.222.106.182","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.albuquerque.cbre.com,"88.221.24.72, 88.221.24.26","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.anaheim.cbre.com,"2.23.7.27, 2.23.7.8","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"dns1.cscdns.net, dns2.cscdns.net",,,,,
[x],looplink.appleton.cbre.com,"23.213.161.219, 23.213.161.199","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],looplink.atlanta.cbre.com,"95.101.111.140, 95.101.111.182","looplink.loopnet.com, looplink-pm.loopnet.com.edgekey.net, e26016.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
