input,title,status_code,content_length,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,tech_,cdn_name,cdn,final_url,csp_domains_
keyword.new.next.airbnb.com,Invalid URL,400,208,80,http://keyword.new.next.airbnb.com:80,http,AkamaiGHost,text/html,GET,95.101.111.158,/,429558419,95.101.111.163,8,False,,,,,,,,,,,,,,,,,,,,,,,,,
knowledgemanagement.next.airbnb.com,Invalid URL,400,208,443,https://knowledgemanagement.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,95.101.111.158,/,1648905397,95.101.111.163,8,False,knowledgemanagement.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,knowledgemanagement.next.airbnb.com,,,,,
ko.airbnb.com,Access Denied,403,262,443,https://ko.airbnb.com:443,https,AkamaiGHost,text/html,GET,2.16.187.115,/,1030458758,2.16.187.11,10,False,ko.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,ko.airbnb.com,HTTP/3,,,,
ks-inventory-api.next.airbnb.com,Invalid URL,400,208,443,https://ks-inventory-api.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,2.16.187.115,/,1328678233,2.16.187.11,8,False,ks-inventory-api.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,ks-inventory-api.next.airbnb.com,,,,,
ks-invoice-api.next.airbnb.com,Invalid URL,400,208,443,https://ks-invoice-api.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,2.16.187.115,/,1575724317,2.16.187.11,8,False,ks-invoice-api.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,ks-invoice-api.next.airbnb.com,,,,,
ks-limits-api.next.airbnb.com,Invalid URL,400,208,443,https://ks-limits-api.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,2.16.187.11,/,1957230763,2.16.187.115,8,False,ks-limits-api.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,ks-limits-api.next.airbnb.com,,,,,
ks-program-api.next.airbnb.com,Invalid URL,400,208,443,https://ks-program-api.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,2.16.187.11,/,-872162269,2.16.187.115,8,False,ks-program-api.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,ks-program-api.next.airbnb.com,,,,,
ks-vendingtransactions-mq0.next.airbnb.com,Invalid URL,400,208,443,https://ks-vendingtransactions-mq0.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,95.101.111.163,/,-1943786757,95.101.111.158,8,False,ks-vendingtransactions-mq0.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,ks-vendingtransactions-mq0.next.airbnb.com,,,,,
ks-vendingtransactions-mq2.next.airbnb.com,Invalid URL,400,208,443,https://ks-vendingtransactions-mq2.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,95.101.111.158,/,-211955968,95.101.111.163,8,False,ks-vendingtransactions-mq2.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,ks-vendingtransactions-mq2.next.airbnb.com,,,,,
ks-vendingtransactions-mq3.next.airbnb.com,Invalid URL,400,208,443,https://ks-vendingtransactions-mq3.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,2.16.187.115,/,482340100,2.16.187.11,8,False,ks-vendingtransactions-mq3.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,ks-vendingtransactions-mq3.next.airbnb.com,,,,,
kubernetes.next.airbnb.com,Invalid URL,400,208,443,https://kubernetes.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,2.16.187.115,/,98153687,2.16.187.11,8,False,kubernetes.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,kubernetes.next.airbnb.com,,,,,
lamis.rkai.next.airbnb.com,Invalid URL,400,208,80,http://lamis.rkai.next.airbnb.com:80,http,AkamaiGHost,text/html,GET,95.101.111.158,/,-1316627606,95.101.111.163,8,False,,,,,,,,,,,,,,,,,,,,,,,,,
laptop.merchdirect.next.airbnb.com,Invalid URL,400,208,80,http://laptop.merchdirect.next.airbnb.com:80,http,AkamaiGHost,text/html,GET,95.101.111.158,/,-2091681743,95.101.111.163,8,False,,,,,,,,,,,,,,,,,,,,,,,,,
lcy.evd.next.airbnb.com,Invalid URL,400,208,80,http://lcy.evd.next.airbnb.com:80,http,AkamaiGHost,text/html,GET,95.101.111.158,/,1428545027,95.101.111.163,8,False,,,,,,,,,,,,,,,,,,,,,,,,,
learnenglish.mail33.next.airbnb.com,Invalid URL,400,208,80,http://learnenglish.mail33.next.airbnb.com:80,http,AkamaiGHost,text/html,GET,2.16.187.115,/,1038424769,2.16.187.11,8,False,,,,,,,,,,,,,,,,,,,,,,,,,
leave.blast2s.next.airbnb.com,Invalid URL,400,208,80,http://leave.blast2s.next.airbnb.com:80,http,AkamaiGHost,text/html,GET,2.16.187.11,/,283557637,2.16.187.115,8,False,,,,,,,,,,,,,,,,,,,,,,,,,
leemh77.optustvnow.next.airbnb.com,Invalid URL,400,208,80,http://leemh77.optustvnow.next.airbnb.com:80,http,AkamaiGHost,text/html,GET,95.101.111.158,/,-1617747607,95.101.111.163,8,False,,,,,,,,,,,,,,,,,,,,,,,,,
ligkorea.invenio.next.airbnb.com,Invalid URL,400,208,80,http://ligkorea.invenio.next.airbnb.com:80,http,AkamaiGHost,text/html,GET,2.16.187.115,/,883046243,2.16.187.11,8,False,,,,,,,,,,,,,,,,,,,,,,,,,
link.recruiting.airbnb.com,404 Not Found,404,564,443,https://link.recruiting.airbnb.com:443,https,nginx,text/html,GET,167.89.118.52,/,1506877856,167.89.123.124,14,False,link.recruiting.airbnb.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2022-12-14T18:12:57Z,2024-01-15T17:57:31Z,CN=*.sendgrid.net,*.sendgrid.net,,sendgrid.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",5b6add9e6e69e62589480ba3bd94b267,53aadc5910a6619d5102afbe44af32ecae87d4ef77fea8317be1ddc34b349e10,True,ctls,link.recruiting.airbnb.com,Nginx,,,,
liveupdate.next.airbnb.com,Invalid URL,400,208,443,https://liveupdate.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,2.16.187.11,/,-1528734008,2.16.187.115,8,False,liveupdate.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,liveupdate.next.airbnb.com,,,,,
lm.ci.next.airbnb.com,Invalid URL,400,208,80,http://lm.ci.next.airbnb.com:80,http,AkamaiGHost,text/html,GET,2.16.187.11,/,-2069319894,2.16.187.115,8,False,,,,,,,,,,,,,,,,,,,,,,,,,
lm.next.airbnb.com,Invalid URL,400,208,443,https://lm.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,95.101.111.163,/,-861993710,95.101.111.158,8,False,lm.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,lm.next.airbnb.com,,,,,
localhostapi.next.airbnb.com,Invalid URL,400,208,443,https://localhostapi.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,2.16.187.11,/,1852351688,2.16.187.115,8,False,localhostapi.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,localhostapi.next.airbnb.com,,,,,
login.next.airbnb.com,Invalid URL,400,208,443,https://login.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,95.101.111.158,/,-845379714,95.101.111.163,8,False,login.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,login.next.airbnb.com,,,,,
lt.airbnb.com,Access Denied,403,262,443,https://lt.airbnb.com:443,https,AkamaiGHost,text/html,GET,95.101.111.163,/,2028893435,95.101.111.158,10,False,lt.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,lt.airbnb.com,HTTP/3,,,,
luce.evd.next.airbnb.com,Invalid URL,400,208,80,http://luce.evd.next.airbnb.com:80,http,AkamaiGHost,text/html,GET,2.16.187.11,/,1417477091,2.16.187.115,8,False,,,,,,,,,,,,,,,,,,,,,,,,,
luckey.app,,200,2830,80,http://luckey.app:80,http,openresty,text/html,GET,34.102.136.180,/,-465387546,34.102.136.180,1,False,,,,,,,,,,,,,,,,,,,,,OpenResty,google,True,,
luckey.fr,Luckey : la conciergerie Airbnb qui propose une gestion complète,200,145910,443,https://luckey.fr:443,https,nginx,text/html,GET,104.70.85.85,/,-1845911181,104.70.85.85,3244,False,luckey.fr,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=www.airbnb.hosting, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",www.airbnb.hosting,"Airbnb, Inc.",www.luckey.es,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,947e3087d9640451efa322ca9077dfa0,3766c0305c34cd26f4149ad659a9b943cd6cb5b80c358c2b76c81a8b44ec77f6,,ctls,luckey.fr,Nginx,,,,
luckey.in,Registered & Protected by MarkMonitor,200,1601,80,http://luckey.in:80,http,,text/html,GET,99.83.176.46,/,19682120,99.83.176.46,59,False,,,,,,,,,,,,,,,,,,,,,,,,,
luckeyhomes.com,Luckey: The Airbnb Management Service,200,118320,443,https://luckeyhomes.com:443,https,nginx,text/html,GET,104.70.85.85,/,-1171018911,104.70.85.85,5,False,luckey.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=www.airbnb.hosting, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",www.airbnb.hosting,"Airbnb, Inc.",www.luckey.es,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,947e3087d9640451efa322ca9077dfa0,3766c0305c34cd26f4149ad659a9b943cd6cb5b80c358c2b76c81a8b44ec77f6,,ctls,luckey.com,Nginx,,,https://luckey.com,
luke-1-spring-boot-security-saml-active-okta-airbnb.appwww5f.airbnb.app,,404,67,80,http://luke-1-spring-boot-security-saml-active-okta-airbnb.appwww5f.airbnb.app:80,http,Vercel,text/plain,GET,76.76.21.241,/,1307429962,76.76.21.9,4,False,,,,,,,,,,,,,,,,,,,,,Vercel,,,,
lutron.adapter.next.airbnb.com,Invalid URL,400,208,80,http://lutron.adapter.next.airbnb.com:80,http,AkamaiGHost,text/html,GET,95.101.111.163,/,1702017449,95.101.111.158,8,False,,,,,,,,,,,,,,,,,,,,,,,,,
lyf.airbnb.com,Access Denied,403,263,443,https://lyf.airbnb.com:443,https,AkamaiGHost,text/html,GET,95.101.111.163,/,1131638245,95.101.111.158,10,False,lyf.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,lyf.airbnb.com,,,,,
m.airbnb.com,Access Denied,403,263,443,https://m.airbnb.com:443,https,AkamaiGHost,text/html,GET,2.16.187.11,/,-672042400,2.16.187.115,10,False,www.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-22T00:00:00Z,2024-03-15T23:59:59Z,"CN=www.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",www.airbnb.com,"Airbnb, Inc.",a0.muscache.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,12cc9ad7b7662f3e7233c447526be4b2,b41e317e5b0e572d1a58e8d541d80b5636811fd4203bf64748e64700bd73f959,,ctls,www.airbnb.com,HTTP/3,,,https://www.airbnb.com/,
m.next.airbnb.com,Invalid URL,400,208,443,https://m.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,2.16.187.11,/,-114685617,2.16.187.115,8,False,m.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,m.next.airbnb.com,,,,,
m2.luxuryretreats.com,Access Denied,403,269,443,https://m2.luxuryretreats.com:443,https,AkamaiGHost,text/html,GET,2.16.187.115,/,1275074728,2.16.187.11,10,False,www.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-22T00:00:00Z,2024-03-15T23:59:59Z,"CN=www.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",www.airbnb.com,"Airbnb, Inc.",a0.muscache.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,12cc9ad7b7662f3e7233c447526be4b2,b41e317e5b0e572d1a58e8d541d80b5636811fd4203bf64748e64700bd73f959,,ctls,www.airbnb.com,HTTP/3,,,https://www.airbnb.com/luxury,
magenta.hoteltonight-test.com,,404,,443,https://magenta.hoteltonight-test.com:443,https,,,GET,151.101.2.217,/,-1840324437,151.101.194.217,1,False,magenta.hoteltonight-test.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-11-01T14:42:14Z,2023-12-03T14:42:13Z,CN=*.hoteltonight-test.com,*.hoteltonight-test.com,,*.hoteltonight-test.com,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q4, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q4,GlobalSign nv-sa,fd08dd99082f98a51107528795bebf17,0d792cd2b9c79074c46921488ef1543c31f9d0eac6441678ad541256e78ffd82,True,ctls,magenta.hoteltonight-test.com,Varnish,fastly,True,,
mail11.next.airbnb.com,Invalid URL,400,208,443,https://mail11.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,95.101.111.158,/,-1351947371,95.101.111.163,8,False,mail11.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,mail11.next.airbnb.com,,,,,
mail2.next.airbnb.com,Invalid URL,400,208,443,https://mail2.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,2.16.187.11,/,970987953,2.16.187.115,8,False,mail2.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,mail2.next.airbnb.com,,,,,
mail21.next.airbnb.com,Invalid URL,400,208,443,https://mail21.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,2.16.187.11,/,-2058786456,2.16.187.115,8,False,mail21.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,mail21.next.airbnb.com,,,,,
mail24.next.airbnb.com,Invalid URL,400,208,443,https://mail24.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,2.16.187.115,/,-1766662123,2.16.187.11,8,False,mail24.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,mail24.next.airbnb.com,,,,,
mail27.next.airbnb.com,Invalid URL,400,208,443,https://mail27.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,2.16.187.11,/,630052922,2.16.187.115,8,False,mail27.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,mail27.next.airbnb.com,,,,,
