new,host,a,cname,soa,status_code,aaaa,ns,cdn,cdn-name,txt,caa,has_internal_ips,internal_ips,mx
[x],codis-demo.airbnb.com,54.172.182.7,"cerberus.airbnb-aws.com, i-02e57508427b93c3d.inst.aws.us-east-1.prod.musta.ch, ec2-54-172-182-7.compute-1.amazonaws.com","dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,
[x],codis-next.airbnb.com,3.89.44.140,"cerberus.airbnb-aws.com, i-094867e718badca0f.inst.aws.us-east-1.prod.musta.ch, ec2-3-89-44-140.compute-1.amazonaws.com, i-031f14f2a7b3a61e4.inst.aws.us-east-1.prod.musta.ch, ec2-54-226-215-166.compute-1.amazonaws.com, i-02e57508427b93c3d.inst.aws.us-east-1.prod.musta.ch, ec2-54-172-182-7.compute-1.amazonaws.com, i-03823972fd94e8446.inst.aws.us-east-1.prod.musta.ch, ec2-3-83-12-59.compute-1.amazonaws.com, i-058112e7b78472405.inst.aws.us-east-1.prod.musta.ch, ec2-52-23-221-146.compute-1.amazonaws.com","dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,
[x],codis.airbnb.com,54.161.203.5,"cerberus.airbnb-aws.com, i-016b8c8af94c516e7.inst.aws.us-east-1.prod.musta.ch, ec2-54-161-203-5.compute-1.amazonaws.com","dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,
[x],coinbaseexchangeauth.airbnb.app,"76.76.21.9, 76.76.21.93",,"ns1.vercel-dns.com, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],collector.galileo.next.airbnb.com,"2.16.241.98, 2.16.241.73","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],com.airbnb.app,"76.76.21.98, 76.76.21.123",,"ns1.vercel-dns.com, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],comapi.next.airbnb.com,"2.16.187.11, 2.16.187.115","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],comercio.evd.next.airbnb.com,"2.16.187.115, 2.16.187.11","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],community-staging.airbnb.com,"104.126.37.154, 104.126.37.162","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],community.airbnb.com,"2.16.241.98, 2.16.241.73","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],community.withairbnb.com,"108.138.17.85, 108.138.17.123, 108.138.17.51, 108.138.17.25","unqgh87863.lithium.com, d64tfpa2pdywi.cloudfront.net","ns-1954.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-411.awsdns-51.com, ns-633.awsdns-15.net, ns-1463.awsdns-54.org, ns-1954.awsdns-52.co.uk",True,cloudfront,,,,,
[x],comp.rkai.next.airbnb.com,"88.221.24.56, 88.221.24.9","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],concierge.next.airbnb.com,,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],connectivity.hoteltonight-test.com,199.232.38.217,u2.shared.global.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,True,fastly,,,,,
[x],constantin.mail31.next.airbnb.com,"62.115.252.50, 80.239.137.154","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],consul.next.airbnb.com,"95.101.111.163, 95.101.111.158","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],convex.airbnb.com,54.175.45.136,"cerberus.airbnb-aws.com, i-02558a6508421721e.inst.aws.us-east-1.prod.musta.ch, ec2-54-175-45-136.compute-1.amazonaws.com, i-0b2559ff68f232f7d.inst.aws.us-east-1.prod.musta.ch, ec2-3-83-175-22.compute-1.amazonaws.com, i-0ee1eac491086fbce.inst.aws.us-east-1.prod.musta.ch, ec2-54-209-5-45.compute-1.amazonaws.com, i-0ab3a44cb7366135b.inst.aws.us-east-1.prod.musta.ch, ec2-54-162-11-30.compute-1.amazonaws.com, i-094867e718badca0f.inst.aws.us-east-1.prod.musta.ch, ec2-3-89-44-140.compute-1.amazonaws.com","dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,
[x],coolweb.1.next.airbnb.com,"95.101.111.158, 95.101.111.163","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],coronavi.canary.airbnb.com,54.242.98.155,"orthrus.airbnb-aws.com, i-0c478dc1ff433ce87.inst.aws.us-east-1.prod.musta.ch, ec2-54-242-98-155.compute-1.amazonaws.com, i-04f4798195832ea7e.inst.aws.us-east-1.prod.musta.ch, ec2-54-198-229-131.compute-1.amazonaws.com, i-0587b01980efdb3f9.inst.aws.us-east-1.prod.musta.ch, ec2-34-227-26-97.compute-1.amazonaws.com","dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,
[x],costech-xsrvjp.pictures.next.airbnb.com,"2.16.110.59, 2.16.110.17","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],covid19-private-zh-t.next.airbnb.com,"88.221.24.56, 88.221.24.9","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],covid19demo-id.next.airbnb.com,"2.16.241.98, 2.16.241.73","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],covid19elasticbeanstalk-el.next.airbnb.com,"95.101.111.158, 95.101.111.163","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],covid19nov.next.airbnb.com,"95.101.111.158, 95.101.111.163","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],cp14.cspi.next.airbnb.com,,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],cpanel.next.airbnb.com,"95.101.111.158, 95.101.111.163","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],crea.new.next.airbnb.com,"80.239.137.154, 62.115.252.50","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],create.airbnb.com,"34.195.166.128, 3.219.98.98, 54.81.10.132",vpc-elb-thanatos-1430855175.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,,,
[x],cs.airbnb.com,"2.16.241.73, 2.16.241.98","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],cs.hoteltonight-test.com,"151.101.2.217, 151.101.66.217, 151.101.130.217, 151.101.194.217",u2.shared.global.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,True,fastly,,,,,
[x],csc.uat.next.airbnb.com,"184.51.149.50, 184.51.149.97","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],cskcs.new.next.airbnb.com,"95.101.111.163, 95.101.111.158","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],csm.next.airbnb.com,"2.16.241.98, 2.16.241.73","w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
