input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_wildcard_certificate,final_url,tls_mismatched,tls_self_signed,csp_domains_,tls_expired
mobile.fonic.de,Host Europe GmbH – mobile.fonic.de,200,2804,AS34011,GD-EMEA-DC-CGN1,DE,87.230.40.0/21,mobile.fonic.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-02T00:33:32Z,2023-12-02T00:33:32Z,CN=www.lama-bushings.de,www.lama-bushings.de,lama-bushings.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",cf18c6933550d3c8ee7878162b465d5d,c1cc14bb1e616cef4cd5541b89edf99b1cc92a8e487b23b9ef3a29d1299f60c5,ctls,mobile.fonic.de,,443,https://mobile.fonic.de:443,https,Apache,text/html,GET,87.230.47.54,/,1627451343,87.230.47.54,Apache,89,False,,,,,True,,,
mobilefun.o2online.de,"TV, Apps & Extras, Gaming & Musik, Cloud & Sicherheit | o2",200,161551,AS6805,TDDE-ASN1,DE,82.113.96.0/19,www.o2online.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-03-07T23:59:59Z,"CN=*.o2online.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",*.o2online.de,*.dsl.o2.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a83408a16067950ae6c9e04b3a6f4b4e,ce70301bce4c2539f9901252384a38e779ea5080f33aa633a3f3ebda025064bd,ctls,www.o2online.de,,443,https://mobilefun.o2online.de:443,https,Apache,text/html,GET,82.113.108.15,/,-814684343,82.113.108.15,Varnish,3336,False,,Telefónica Germany GmbH & Co. OHG,True,https://www.o2online.de/extras/,,,,
mobilematters.o2.com,403 Forbidden,403,202,AS24940,HETZNER-AS,DE,65.108.0.0/15,mobilematters.o2.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-23T19:46:07Z,2024-01-23T19:46:07Z,"emailAddress=root@857425223421.myvpshost, CN=857425223421.myvpshost, OU=SomeOrganizationalUnit, O=SomeOrganization, L=SomeCity, ST=SomeState, C=--, emailAddress=root@857425223421.myvpshost",857425223421.myvpshost,,"emailAddress=root@857425223421.myvpshost, CN=857425223421.myvpshost, OU=SomeOrganizationalUnit, O=SomeOrganization, L=SomeCity, ST=SomeState, C=--, emailAddress=root@857425223421.myvpshost",857425223421.myvpshost,SomeOrganization,687d786312084c880a63a406f39b101e,e9edd497e7d07802163d3987fb27b82029603558ef8c2187aa884bbf7d33ad23,ctls,mobilematters.o2.com,,443,https://mobilematters.o2.com:443,https,Apache,text/html,GET,65.109.200.194,/,-366337701,65.109.200.194,Apache,9,False,,SomeOrganization,,,True,True,,
moe.alditalk-kundenbetreuung.de,Domain im Kundenauftrag registriert,200,6637,AS15598,IPX-AS15598,DE,89.31.143.0/24,,,,,,,,,,,,,,,,,,,80,http://moe.alditalk-kundenbetreuung.de:80,http,UD Forwarding 3.1,text/html,GET,89.31.143.1,/,-1840324437,89.31.143.1,,1,False,,,,,,,,
mondia-lcm.blau.de,,404,,AS33873,ARVATO-SYSTEMS-AS *,DE,84.17.160.0/19,mondia-lcm.blau.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-03-21T00:00:00Z,2023-04-10T23:59:59Z,"CN=mondia-lcm.blau.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",mondia-lcm.blau.de,mondia-lcm.blau.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,dc2b17b49e9bdca3a3cbf7aa37fa9201,a33e0caeaa51de069cc815eef5b69b52c0671aaff7b53051be15a31fcc72e663,ctls,mondia-lcm.blau.de,,443,https://mondia-lcm.blau.de:443,https,,,GET,84.17.166.91,/,-1840324437,84.17.166.91,,1,False,,Telefónica Germany GmbH & Co. OHG,,,,,,True
mondia-lcm.o2online.de,,404,,AS33873,ARVATO-SYSTEMS-AS *,DE,84.17.160.0/19,mondia-lcm.o2online.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-08T00:00:00Z,2024-05-16T23:59:59Z,"CN=mondia-lcm.o2online.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",mondia-lcm.o2online.de,mondia-lcm.o2online.de,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,312062943928d94172be389b365d0240,2e6975f0375fea9b48e90ba4e0b9317895c1e3db62df73595430028c26f61a1f,ctls,mondia-lcm.o2online.de,,443,https://mondia-lcm.o2online.de:443,https,,,GET,84.17.166.91,/,-1840324437,84.17.166.91,,1,False,,Telefónica Germany GmbH & Co. OHG,,,,,,
move-test.telefonica.de,404 Not Found,404,111,AS6805,TDDE-ASN1,DE,82.113.96.0/19,,,,,,,,,,,,,,,,,,,80,http://move-test.telefonica.de:80,http,,text/html,GET,82.113.113.77,/,-1189882634,82.113.113.77,,1,False,,,,,,,,
move.telefonica.de,404 Not Found,404,111,AS6805,TDDE-ASN1,DE,82.113.96.0/19,,,,,,,,,,,,,,,,,,,80,http://move.telefonica.de:80,http,,text/html,GET,82.113.113.177,/,-1189882634,82.113.113.177,,1,False,,,,,,,,
mr-staging.o2.com,,503,107,AS24867,ADAPT-AS,GB,85.133.126.0/24,mr-staging.o2.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-19T00:00:00Z,2023-08-08T23:59:59Z,"CN=mr.o2.com, O=TELEFONICA UK LIMITED, L=Slough, C=GB, serialNumber=01743099, businessCategory=Private Organization, jurisdictionCountry=GB, businessCategory=Private Organization, jurisdictionCountry=GB",mr.o2.com,mr-staging.o2.com,"CN=Thawte EV RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte EV RSA CA 2018,DigiCert Inc,95d7690890ece6744fac928b6bfac5ed,6c368f52ee06ec855e50f848b52a297eee1127e51c0eea2366d910cf53378068,ctls,mr-staging.o2.com,,443,https://mr-staging.o2.com:443,https,,text/html,GET,85.133.45.176,/,-1654418437,85.133.45.176,,4,False,,TELEFONICA UK LIMITED,,,,,,
mr.o2.com,,503,107,AS24867,ADAPT-AS,GB,85.133.126.0/24,mr.o2.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-19T00:00:00Z,2023-08-08T23:59:59Z,"CN=mr.o2.com, O=TELEFONICA UK LIMITED, L=Slough, C=GB, serialNumber=01743099, businessCategory=Private Organization, jurisdictionCountry=GB, businessCategory=Private Organization, jurisdictionCountry=GB",mr.o2.com,mr-staging.o2.com,"CN=Thawte EV RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte EV RSA CA 2018,DigiCert Inc,95d7690890ece6744fac928b6bfac5ed,6c368f52ee06ec855e50f848b52a297eee1127e51c0eea2366d910cf53378068,ctls,mr.o2.com,,443,https://mr.o2.com:443,https,,text/html,GET,85.133.45.177,/,-1654418437,85.133.45.177,,4,False,,TELEFONICA UK LIMITED,,,,,,
mrktsupp.cz.o2.com,"O2 | Volání, internet, televize a balíčky O2 Spolu",200,221302,AS5610,O2-CZECH-REPUBLIC,CZ,160.218.0.0/16,www.o2.cz,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-14T00:00:00Z,2023-10-14T23:59:59Z,"CN=www.o2.cz, O=O2 Czech Republic a.s., L=Prague, C=CZ, serialNumber=60193336, businessCategory=Private Organization, jurisdictionCountry=CZ, businessCategory=Private Organization, jurisdictionCountry=CZ",www.o2.cz,o2.cz,"CN=Thawte EV RSA CA G2, O=DigiCert Inc, C=US",Thawte EV RSA CA G2,DigiCert Inc,29bbfda1b6ce141e44e47c62ebe6aac3,991af0d60dd020dd21aa551eed9581b1f634eb9b139dc0763a217e9b4735f221,ctls,www.o2.cz,,80,http://mrktsupp.cz.o2.com:80,http,,text/html,GET,160.218.161.165,/,160634455,160.218.161.165,HSTS,3813,False,,O2 Czech Republic a.s.,,https://www.o2.cz/osobni,,,,
mucauth01.telefonica.de,,403,1,AS6805,TDDE-ASN1,DE,82.113.96.0/19,mucauth01.telefonica.de,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2023-02-02T00:00:00Z,2024-03-04T23:59:59Z,"CN=*.telefonica.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",*.telefonica.de,*.telefonica.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3744b97282ac2b7c472a4e7df2dd8dd9,a021b50d4bea45a91731cbe0733a0abe4a1ca577d36ac7b9ea0706c9a965f146,ctls,mucauth01.telefonica.de,,443,https://mucauth01.telefonica.de:443,https,,text/html,GET,82.113.122.212,/,1631801191,82.113.122.212,HSTS,1,False,,Telefónica Germany GmbH & Co. OHG,True,,,,,
mucsgedge01.sg.de.o2.com,,200,315,AS6805,TDDE-ASN1,DE,82.113.96.0/19,mucsgedge01.sg.de.o2.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2017-12-12T00:00:00Z,2021-01-18T12:00:00Z,"CN=gate.sg.de.o2.com, O=Telefonica Germany GmbH & Co. OHG, L=Munich, C=DE",gate.sg.de.o2.com,gate.sg.de.o2.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,d3a3d5b456e0e7353054c55c64e9ad27,5a8dbbf73c1d3df7e0a9a204aaffac300f862cb918a80179e5d405a006ab6256,ctls,mucsgedge01.sg.de.o2.com,,443,https://mucsgedge01.sg.de.o2.com:443,https,,text/html,GET,82.113.116.125,/,1878261793,82.113.116.125,,9,False,,Telefonica Germany GmbH & Co. OHG,,,True,,,True
mucsgedge02.sg.de.o2.com,,404,14,AS6805,TDDE-ASN1,DE,82.113.96.0/19,mucsgedge02.sg.de.o2.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2017-12-12T00:00:00Z,2021-01-18T12:00:00Z,"CN=gate.sg.de.o2.com, O=Telefonica Germany GmbH & Co. OHG, L=Munich, C=DE",gate.sg.de.o2.com,gate.sg.de.o2.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,d3a3d5b456e0e7353054c55c64e9ad27,5a8dbbf73c1d3df7e0a9a204aaffac300f862cb918a80179e5d405a006ab6256,ctls,mucsgedge02.sg.de.o2.com,,443,https://mucsgedge02.sg.de.o2.com:443,https,,,GET,82.113.116.124,/,1878261793,82.113.116.124,,1,False,,Telefonica Germany GmbH & Co. OHG,,,True,,,True
mucvpn01.telefonica.de,Ivanti Connect Secure,404,2612,AS6805,TDDE-ASN1,DE,82.113.96.0/19,mucvpn01.telefonica.de,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2023-02-02T00:00:00Z,2024-03-04T23:59:59Z,"CN=*.telefonica.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",*.telefonica.de,*.telefonica.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3744b97282ac2b7c472a4e7df2dd8dd9,a021b50d4bea45a91731cbe0733a0abe4a1ca577d36ac7b9ea0706c9a965f146,ctls,mucvpn01.telefonica.de,,443,https://mucvpn01.telefonica.de:443,https,,text/html,GET,82.113.122.212,/,-871307995,82.113.122.212,HSTS,74,False,,Telefónica Germany GmbH & Co. OHG,True,,,,,
mucvpn02.telefonica.de,SESAM OTP,200,61712,AS6805,TDDE-ASN1,DE,82.113.96.0/19,mucauth01.telefonica.de,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2023-02-02T00:00:00Z,2024-03-04T23:59:59Z,"CN=*.telefonica.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",*.telefonica.de,*.telefonica.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3744b97282ac2b7c472a4e7df2dd8dd9,a021b50d4bea45a91731cbe0733a0abe4a1ca577d36ac7b9ea0706c9a965f146,ctls,mucauth01.telefonica.de,,443,https://mucvpn02.telefonica.de:443,https,,text/html,GET,82.113.122.212,/,-871307995,82.113.122.212,Microsoft ASP.NET,264,False,,Telefónica Germany GmbH & Co. OHG,True,https://mucauth01.telefonica.de/secureauth1/?SAMLRequest=rZLLTsMwEEV%2FJfI%2BiZM%2BUqwmqFAhKvGIaMSCDXKdaWspGRvbKfD3OCmLlkVX%0ArOfOzD13Zm5522i26NweX%2BCjA%2BuCr7ZBy4ZCTjqDTHErLUPegmVOsPXi8YGl%0AEWXaKKeEakiw9H0SuZMKc7J3TlsWx20nuJ9Lk8hBA1uFUvCohtiC6Az0pYQE%0Ad8oIGNbnhJJgtczJO60TUU%2Fo5mqUzaZ8nPJ0u6HZNIMkExPg3Mus7WCF1nF0%0AOUlpOgrpJKRXVTpiY8rGszcSlL%2FubiTWEneXUTZHkWX3VVWG5fO6GgYcZA3m%0AyavPqA4aafoHqubIQ%2BRxjxX32YWAtVYSXSR28lrnVnvaVzB2yMjvJMW817GB%0AxZykftkptxZMHzQp%2FsHSPD7xcDSkWQ%2B8WpaqkeI7WDSN%2Brz193I%2BhITExbHl%0A%2FGeKHw%3D%3D%0A&RelayState=https%3A%2F%2Fmucvpn02.telefonica.de,,,,
music.o2online.de,Priority Tickets für Konzerte & Festival Live-Streams | o2 Music,200,61680,AS16509,AMAZON-02,US,18.66.116.0/23,music.o2online.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-01-26T23:59:59Z,CN=*.music.o2online.de,*.music.o2online.de,music.o2online.de,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,03ef47208fd78dafe96456b9b47017fe,d24825ded0f03af5cc49b335685a37796e1fa0fa89e97ba44c2eb8a1dd75b906,ctls,music.o2online.de,cloudfront,443,https://music.o2online.de:443,https,AmazonS3,text/html,GET,18.66.112.9,/,809089487,18.66.112.119,Vue.js,1,False,True,,True,,,,,
my-iot-portal.telefonica.de,,200,497,AS14340,SALESFORCE,US,85.222.140.0/24,my-iot-portal.telefonica.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-30T00:00:00Z,2023-06-30T23:59:59Z,"CN=my-iot-portal.telefonica.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",my-iot-portal.telefonica.de,my-iot-portal.telefonica.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8a3817d3aab892194e3cd07c572184d2,69afeddafb2e1e0a8308fe9e64a9eb927996aa216118c4c602e7243f09ab3037,ctls,my-iot-portal.telefonica.de,,443,https://my-iot-portal.telefonica.de:443,https,sfdcedge,text/html,GET,85.222.140.11,/,1433417005,85.222.140.6,Salesforce,28,False,,Telefónica Germany GmbH & Co. OHG,,,,,,
my.digitalphone.o2business.de,Digital Phone o2,200,191737,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,my.digitalphone.o2business.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-09T00:00:00Z,2024-02-08T23:59:59Z,"CN=*.digitalphone.o2business.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",*.digitalphone.o2business.de,digitalphone.o2business.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5fe5653e626845f8a66cb9007511f576,00630a72acd909e004b21b8fbcc4b70ece6210859362fba1174ad73169f26961,ctls,my.digitalphone.o2business.de,,443,https://my.digitalphone.o2business.de:443,https,NFON AG,text/html,GET,109.68.97.200,/,-780928015,109.68.97.200,HSTS,25,False,,Telefónica Germany GmbH & Co. OHG,True,https://my.digitalphone.o2business.de/de/,,,https://partners.nfon.com,
myportal.unify.o2.com,,200,131,AS35228,O2BROADBAND,GB,87.194.90.0/24,myportal.unify.o2.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-24T00:00:00Z,2023-06-24T23:59:59Z,"CN=rag-enterprise.cloud.o2.com, O=TELEFONICA UK LIMITED, L=Slough, C=GB, serialNumber=01743099, businessCategory=Private Organization, jurisdictionCountry=GB, businessCategory=Private Organization, jurisdictionCountry=GB",rag-enterprise.cloud.o2.com,www.rag-enterprise.cloud.o2.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,173714a2e385cd68ebc701c202a9e9d2,f1575d9260060867279fc22d15932be6f4177b14acabef4dc9738693d53d3134,ctls,myportal.unify.o2.com,,443,https://myportal.unify.o2.com:443,https,xxxxxxxx-xxxxx,text/html,GET,87.194.67.253,/,945408572,87.194.67.253,HSTS,4,False,,TELEFONICA UK LIMITED,,,True,,https,
nettokom.de,Prepaid. Einfach. Günstig.,200,53010,AS5517,CSL,DE,194.245.0.0/16,www.nettokom.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-12T00:00:00Z,2023-10-11T23:59:59Z,"CN=www.nettokom.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",www.nettokom.de,nettokom.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,54d12900cad5807e343cc62663c3cc77,b184548d0b864eff28916fe31e0738292e08cf14592e62ce3b44ae3a2071c31b,ctls,www.nettokom.de,,443,https://nettokom.de:443,https,,text/html,GET,194.245.170.17,/,797271436,194.245.170.17,HSTS,1075,False,,Telefónica Germany GmbH & Co. OHG,,https://www.nettokom.de/,,,,
netvpx.cloud.o2.com,Citrix Gateway,200,2808,AS35228,O2BROADBAND,GB,87.194.90.0/24,netvpx.cloud.o2.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-07T00:00:00Z,2023-12-15T23:59:59Z,"CN=netvpx.cloud.o2.com, O=TELEFONICA UK LIMITED, L=Slough, C=GB, serialNumber=01743099, businessCategory=Private Organization, jurisdictionCountry=GB, businessCategory=Private Organization, jurisdictionCountry=GB",netvpx.cloud.o2.com,www.netvpx.cloud.o2.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,b06584480d65f3d64bd931442e430aed,bbfda074b88fc5d4b71656c47b6be2514ae90cad2370c12c111675b8e53a13cd,ctls,netvpx.cloud.o2.com,,443,https://netvpx.cloud.o2.com:443,https,Apache,text/html,GET,87.194.67.244,/,12023395,87.194.67.244,HSTS,63,False,,TELEFONICA UK LIMITED,,https://netvpx.cloud.o2.com/vpn/index.html,,,,
netz.telefonica.de,Netze | Telefónica Deutschland,200,38008,AS12337,"NORIS-NETWORK IT Service Provider located in Nuernberg, Germany",DE,213.95.208.0/24,www.telefonica.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-29T00:00:00Z,2023-07-20T23:59:59Z,"CN=www.telefonica.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",www.telefonica.de,next.telefonica.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,80f4426dcbb8af678ce300824cd2d4a5,0a9f6267304db754c01c9d30a2db551b6e78de8408e586742d7e8cfb6edba560,ctls,www.telefonica.de,,443,https://netz.telefonica.de:443,https,nginx,text/html,GET,213.95.181.12,/,-1714296661,2001:780:138:547::d55f:b50c,Nginx,159,False,,Telefónica Germany GmbH & Co. OHG,,https://www.telefonica.de/netze.html,,,www.youtube-nocookie.com,
newgen05.o2online.de,,403,93,AS6805,TDDE-ASN1,DE,82.113.96.0/19,newgen05.o2online.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-03-07T23:59:59Z,"CN=*.o2online.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",*.o2online.de,*.dsl.o2.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a83408a16067950ae6c9e04b3a6f4b4e,ce70301bce4c2539f9901252384a38e779ea5080f33aa633a3f3ebda025064bd,ctls,newgen05.o2online.de,,443,https://newgen05.o2online.de:443,https,,text/html,GET,82.113.101.141,/,-1060002298,82.113.101.141,,4,False,,Telefónica Germany GmbH & Co. OHG,True,,,,,
news-flash.o2online.de,"o2 | Mobilfunkanbieter für Handytarif, Smartphone & Internet",200,171079,AS15598,IPX-AS15598,DE,193.239.185.0/24,www.o2online.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-03-07T23:59:59Z,"CN=*.o2online.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",*.o2online.de,*.dsl.o2.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a83408a16067950ae6c9e04b3a6f4b4e,ce70301bce4c2539f9901252384a38e779ea5080f33aa633a3f3ebda025064bd,ctls,www.o2online.de,,443,https://news-flash.o2online.de:443,https,Apache,text/html,GET,193.239.185.63,/,822597874,193.239.185.63,Varnish,3391,False,,Telefónica Germany GmbH & Co. OHG,True,https://www.o2online.de,,,,
news.ayyildiz.de,,200,564,AS15598,IPX-AS15598,DE,193.239.185.0/24,news.ayyildiz.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-14T08:19:41Z,2023-07-13T08:19:40Z,CN=*.m1ca.de,*.m1ca.de,m1ca.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6aa71b89f0544fe8ac4b0ff470a72c52,c48819f09f792e15a5e30e257b7026533ac8796d4709486945a8655a633f0bc4,ctls,news.ayyildiz.de,,443,https://news.ayyildiz.de:443,https,Microsoft-IIS/10.0,text/html,GET,193.239.185.135,/,822597874,193.239.185.135,Windows Server,23,False,,,True,,True,,,
news.o2business.de,,200,462,AS31898,ORACLE-BMC-31898,US,192.29.208.0/21,news.o2business.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-05T00:00:00Z,2024-01-05T23:59:59Z,"CN=news.o2business.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",news.o2business.de,news.o2business.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,99a7da4afb7386c4769202d12db813de,533426624c659672311814b70a3eb56276f4d64ca1a77692152d0c14c64d413c,ctls,news.o2business.de,oracle,443,https://news.o2business.de:443,https,,text/html,GET,192.29.202.1,/,-1270699277,192.29.202.1,HSTS,2,False,True,Telefónica Germany GmbH & Co. OHG,,,,,URL=http://www.o2business.de,
news.o2online.de,403 Forbidden,403,199,AS15960,GLOBALACCESS,DE,195.140.184.0/22,news.o2online.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-13T00:00:00Z,2024-03-06T23:59:59Z,CN=secure.ecircle-ag.com,secure.ecircle-ag.com,www.secure.ecircle-ag.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",1673c7fc41edc601c18652f3dc1b30af,5ac37b2162b42d086a3664e6ba970ea019d0c7374fc22199f7b3504626d55a34,ctls,news.o2online.de,,443,https://news.o2online.de:443,https,Apache,text/html,GET,195.140.186.100,/,-855688948,195.140.186.101,Apache,8,False,,,,,True,,,
newtest.ortelmobile.de,lausitz.social,200,7935,AS6724,STRATO STRATO AG,DE,85.214.128.0/17,newtest.ortelmobile.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-27T10:44:52Z,2023-06-25T10:44:51Z,CN=*.lausitz.social,*.lausitz.social,lausitz.social,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cfa11f879b53bb437bac4e202df5ddde,83fb98fdc1953f46229950acdb2cb967b03127d8d813cf0bfb92d8844df2c184,ctls,newtest.ortelmobile.de,,443,https://newtest.ortelmobile.de:443,https,nginx/1.23.4,text/html,GET,85.214.250.104,/,1582534562,85.214.250.104,Nginx:1.23.4,1,False,,,True,,True,,https:,
next.telefonica.de,ERROR 404: File not found. | Telefónica Deutschland,404,24059,AS12337,"NORIS-NETWORK IT Service Provider located in Nuernberg, Germany",DE,213.95.208.0/24,www.telefonica.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-29T00:00:00Z,2023-07-20T23:59:59Z,"CN=www.telefonica.de, O=Telefónica Germany GmbH & Co. OHG, L=München, C=DE",www.telefonica.de,next.telefonica.de,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,80f4426dcbb8af678ce300824cd2d4a5,0a9f6267304db754c01c9d30a2db551b6e78de8408e586742d7e8cfb6edba560,ctls,www.telefonica.de,,443,https://next.telefonica.de:443,https,nginx,text/html,GET,213.95.181.12,/,-398145075,2001:780:138:547::d55f:b50c,Nginx,140,False,,Telefónica Germany GmbH & Co. OHG,,https://www.telefonica.de/analytics/,,,,
nica-dev.telefonica.de,Microsoft Azure Web App - Error 404,404,2667,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.45.128.0/20,nica-dev.telefonica.de,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-10T03:05:55Z,2024-03-04T03:05:55Z,"CN=*.azurewebsites.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.azurewebsites.net,*.sso.azurewebsites.net,"CN=Microsoft Azure TLS Issuing CA 02, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 02,Microsoft Corporation,34e8bb57e6dfaa5c2aa7153ca66267a8,5a3902ccc4b77e83d8334c36f36b280ba75f4bad0bdd844ce57816586fd07609,ctls,nica-dev.telefonica.de,azure,443,https://nica-dev.telefonica.de:443,https,,text/html,GET,20.40.202.21,/,387302845,20.40.202.21,,87,False,True,Microsoft Corporation,True,,True,,,
