input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,tls_mismatched,csp_domains_,tls_self_signed,tls_expired
cs11.hostgator.in,,404,583,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,cs11.hostgator.in,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-02T00:00:00Z,2023-06-02T23:59:59Z,CN=*.hostgator.in,*.hostgator.in,hostgator.in,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ad9793a797b11a7f3a5f029bad799611,036ff16bb995fc1f20f28b4b6f0fc05d3de839a93a984844354cdb1d6df9787d,True,ctls,cs11.hostgator.in,,443,https://cs11.hostgator.in:443,https,Apache,text/html,GET,108.167.146.128,/,2074280923,108.167.146.128,Apache,14,False,,,,,,
cs12.hostgator.in,,404,583,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,cs12.hostgator.in,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-02T00:00:00Z,2023-06-02T23:59:59Z,CN=*.hostgator.in,*.hostgator.in,hostgator.in,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ad9793a797b11a7f3a5f029bad799611,036ff16bb995fc1f20f28b4b6f0fc05d3de839a93a984844354cdb1d6df9787d,True,ctls,cs12.hostgator.in,,443,https://cs12.hostgator.in:443,https,Apache,text/html,GET,108.167.146.129,/,2074280923,108.167.146.129,Apache,14,False,,,,,,
cs2.hostgator.in,,404,583,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,cs2.hostgator.in,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-02T00:00:00Z,2023-06-02T23:59:59Z,CN=*.hostgator.in,*.hostgator.in,hostgator.in,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ad9793a797b11a7f3a5f029bad799611,036ff16bb995fc1f20f28b4b6f0fc05d3de839a93a984844354cdb1d6df9787d,True,ctls,cs2.hostgator.in,,443,https://cs2.hostgator.in:443,https,Apache,text/html,GET,108.179.246.33,/,2074280923,108.179.246.33,Apache,14,False,,,,,,
cs2002.hostgator.in,,404,583,AS46606,UNIFIEDLAYER-AS-1,US,162.240.0.0/15,cs2002.hostgator.in,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-02T00:00:00Z,2023-06-02T23:59:59Z,CN=*.hostgator.in,*.hostgator.in,hostgator.in,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ad9793a797b11a7f3a5f029bad799611,036ff16bb995fc1f20f28b4b6f0fc05d3de839a93a984844354cdb1d6df9787d,True,ctls,cs2002.hostgator.in,,80,http://cs2002.hostgator.in:80,http,Apache,text/html,GET,162.241.85.98,/,2074280923,162.241.85.98,Apache,14,False,,https://cs2002.hostgator.in/,,,,
cs3.hostgator.in,,404,583,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,cs3.hostgator.in,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-02T00:00:00Z,2023-06-02T23:59:59Z,CN=*.hostgator.in,*.hostgator.in,hostgator.in,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ad9793a797b11a7f3a5f029bad799611,036ff16bb995fc1f20f28b4b6f0fc05d3de839a93a984844354cdb1d6df9787d,True,ctls,cs3.hostgator.in,,443,https://cs3.hostgator.in:443,https,Apache,text/html,GET,108.179.246.34,/,2074280923,108.179.246.34,Apache,14,False,,,,,,
cs3000.hostgator.in,,404,583,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,cs3000.hostgator.in,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-02T00:00:00Z,2023-06-02T23:59:59Z,CN=*.hostgator.in,*.hostgator.in,hostgator.in,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ad9793a797b11a7f3a5f029bad799611,036ff16bb995fc1f20f28b4b6f0fc05d3de839a93a984844354cdb1d6df9787d,True,ctls,cs3000.hostgator.in,,443,https://cs3000.hostgator.in:443,https,Apache,text/html,GET,119.18.54.13,/,2074280923,119.18.54.13,Apache,14,False,,,,,,
cs3001.hostgator.in,,404,583,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,cs3001.hostgator.in,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-02T00:00:00Z,2023-06-02T23:59:59Z,CN=*.hostgator.in,*.hostgator.in,hostgator.in,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ad9793a797b11a7f3a5f029bad799611,036ff16bb995fc1f20f28b4b6f0fc05d3de839a93a984844354cdb1d6df9787d,True,ctls,cs3001.hostgator.in,,80,http://cs3001.hostgator.in:80,http,Apache,text/html,GET,119.18.54.46,/,2074280923,119.18.54.46,Apache,14,False,,https://cs3001.hostgator.in/,,,,
cs3002.hostgator.in,,404,583,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,cs3002.hostgator.in,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-02T00:00:00Z,2023-06-02T23:59:59Z,CN=*.hostgator.in,*.hostgator.in,hostgator.in,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ad9793a797b11a7f3a5f029bad799611,036ff16bb995fc1f20f28b4b6f0fc05d3de839a93a984844354cdb1d6df9787d,True,ctls,cs3002.hostgator.in,,443,https://cs3002.hostgator.in:443,https,Apache,text/html,GET,119.18.54.76,/,2074280923,119.18.54.76,Apache,14,False,,,,,,
cs3003.hostgator.in,,404,583,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,cs3003.hostgator.in,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-02T00:00:00Z,2023-06-02T23:59:59Z,CN=*.hostgator.in,*.hostgator.in,hostgator.in,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ad9793a797b11a7f3a5f029bad799611,036ff16bb995fc1f20f28b4b6f0fc05d3de839a93a984844354cdb1d6df9787d,True,ctls,cs3003.hostgator.in,,443,https://cs3003.hostgator.in:443,https,Apache,text/html,GET,119.18.54.127,/,2074280923,119.18.54.127,Apache,14,False,,,,,,
cs3004.hostgator.in,,404,583,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,cs3004.hostgator.in,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-02T00:00:00Z,2023-06-02T23:59:59Z,CN=*.hostgator.in,*.hostgator.in,hostgator.in,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ad9793a797b11a7f3a5f029bad799611,036ff16bb995fc1f20f28b4b6f0fc05d3de839a93a984844354cdb1d6df9787d,True,ctls,cs3004.hostgator.in,,443,https://cs3004.hostgator.in:443,https,Apache,text/html,GET,119.18.54.132,/,2074280923,119.18.54.132,Apache,14,False,,,,,,
cs3005.hostgator.in,,404,583,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,cs3005.hostgator.in,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-02T00:00:00Z,2023-06-02T23:59:59Z,CN=*.hostgator.in,*.hostgator.in,hostgator.in,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ad9793a797b11a7f3a5f029bad799611,036ff16bb995fc1f20f28b4b6f0fc05d3de839a93a984844354cdb1d6df9787d,True,ctls,cs3005.hostgator.in,,80,http://cs3005.hostgator.in:80,http,Apache,text/html,GET,119.18.54.137,/,2074280923,119.18.54.137,Apache,14,False,,https://cs3005.hostgator.in/,,,,
cs5.hostgator.in,,404,583,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,cs5.hostgator.in,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-02T00:00:00Z,2023-06-02T23:59:59Z,CN=*.hostgator.in,*.hostgator.in,hostgator.in,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ad9793a797b11a7f3a5f029bad799611,036ff16bb995fc1f20f28b4b6f0fc05d3de839a93a984844354cdb1d6df9787d,True,ctls,cs5.hostgator.in,,443,https://cs5.hostgator.in:443,https,Apache,text/html,GET,108.179.246.63,/,2074280923,108.179.246.63,Apache,14,False,,,,,,
cs6.hostgator.in,,404,583,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,cs6.hostgator.in,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-02T00:00:00Z,2023-06-02T23:59:59Z,CN=*.hostgator.in,*.hostgator.in,hostgator.in,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ad9793a797b11a7f3a5f029bad799611,036ff16bb995fc1f20f28b4b6f0fc05d3de839a93a984844354cdb1d6df9787d,True,ctls,cs6.hostgator.in,,443,https://cs6.hostgator.in:443,https,Apache,text/html,GET,108.179.246.90,/,2074280923,108.179.246.90,Apache,14,False,,,,,,
desk.hostgator.in,Just a moment...,403,6798,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,desk.hostgator.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-02T00:00:00Z,2023-06-02T23:59:59Z,CN=*.hostgator.in,*.hostgator.in,hostgator.in,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ad9793a797b11a7f3a5f029bad799611,036ff16bb995fc1f20f28b4b6f0fc05d3de839a93a984844354cdb1d6df9787d,True,ctls,desk.hostgator.in,cloudflare,443,https://desk.hostgator.in:443,https,cloudflare,text/html,GET,104.17.82.10,/,-2105673648,2606:4700::6811:520a,HTTP/3,87,False,True,,,,,
dns1.hostgator.in,Just a moment...,403,6679,AS13335,CLOUDFLARENET,US,162.251.82.0/24,dns1.hostgator.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-02T00:00:00Z,2023-06-02T23:59:59Z,CN=*.hostgator.in,*.hostgator.in,hostgator.in,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ad9793a797b11a7f3a5f029bad799611,036ff16bb995fc1f20f28b4b6f0fc05d3de839a93a984844354cdb1d6df9787d,True,ctls,dns1.hostgator.in,,80,http://dns1.hostgator.in:80,http,cloudflare,text/html,GET,162.251.82.123,/,,162.251.82.250,HTTP/3,87,False,,https://dns1.hostgator.in/,,,,
dns2.hostgator.in,Just a moment...,403,6730,AS13335,CLOUDFLARENET,US,162.251.82.0/24,dns2.hostgator.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-02T00:00:00Z,2023-06-02T23:59:59Z,CN=*.hostgator.in,*.hostgator.in,hostgator.in,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ad9793a797b11a7f3a5f029bad799611,036ff16bb995fc1f20f28b4b6f0fc05d3de839a93a984844354cdb1d6df9787d,True,ctls,dns2.hostgator.in,,80,http://dns2.hostgator.in:80,http,cloudflare,text/html,GET,162.251.82.121,/,,162.251.82.249,HTTP/3,87,False,,https://dns2.hostgator.in/,,,,
dns4.hostgator.in,Just a moment...,403,6790,AS13335,CLOUDFLARENET,US,162.251.82.0/24,dns4.hostgator.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-02T00:00:00Z,2023-06-02T23:59:59Z,CN=*.hostgator.in,*.hostgator.in,hostgator.in,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ad9793a797b11a7f3a5f029bad799611,036ff16bb995fc1f20f28b4b6f0fc05d3de839a93a984844354cdb1d6df9787d,True,ctls,dns4.hostgator.in,,80,http://dns4.hostgator.in:80,http,cloudflare,text/html,GET,162.251.82.125,/,,162.251.82.253,HTTP/3,87,False,,https://dns4.hostgator.in/,,,,
gns14.hostgator.in,,200,163,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,gns14.hostgator.in,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-13T12:14:50Z,2024-04-12T12:14:50Z,"emailAddress=ssl@119-18-48-48.cprapid.com, CN=119-18-48-48.cprapid.com, emailAddress=ssl@119-18-48-48.cprapid.com",119-18-48-48.cprapid.com,119-18-48-48.cprapid.com,"emailAddress=ssl@119-18-48-48.cprapid.com, CN=119-18-48-48.cprapid.com, emailAddress=ssl@119-18-48-48.cprapid.com",119-18-48-48.cprapid.com,,e38112815e8c86dc47c681164ec66618,04effe2fc7d00e1b9fc7bc49adf9fe0cad599d041194993bbbccfc118c4d285c,,ctls,gns14.hostgator.in,,443,https://gns14.hostgator.in:443,https,Apache,text/html,GET,119.18.48.48,/,-486445701,119.18.48.48,Apache,2,False,,,True,URL=/cgi-sys/defaultwebpage.cgi,True,
gns20.hostgator.in,403 Forbidden,403,318,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,gns20.hostgator.in,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-04T00:00:00Z,2023-06-02T23:59:59Z,CN=www.mytruecreditcard.com,www.mytruecreditcard.com,www.mytruecreditcard.com,"CN=cPanel\, Inc. Certification Authority, O=cPanel\, Inc., L=Houston, ST=TX, C=US","cPanel, Inc. Certification Authority","cPanel, Inc.",f6a3e000ed50b2a068eee8bb41d52fbd,3ef865bccfa55a91d9cb037e20e737034c8c42828a7d07646da2907fe37322fe,,ctls,gns20.hostgator.in,,443,https://gns20.hostgator.in:443,https,Apache,text/html,GET,119.18.48.72,/,-1812417198,119.18.48.72,Apache,10,False,,,True,,,
gns22.hostgator.in,PS & ES Application,200,328585,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,gns22.hostgator.in,443,True,tls13,TLS_AES_128_GCM_SHA256,2019-03-18T00:00:00Z,2021-03-17T23:59:59Z,"CN=madtechapps.com, OU=PositiveSSL, OU=Domain Control Validated",madtechapps.com,www.madtechapps.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,5f73b18d0a173d7846db179af4a18494,7a25d799bf2eb0705c990d480ea9cbfadde092770c0b03549dcc5efb04c54ebe,,ctls,gns22.hostgator.in,,443,https://gns22.hostgator.in:443,https,Apache,text/html,GET,119.18.48.80,/,-1812417198,119.18.48.80,YouTube,5612,False,,,True,,,True
gns6.hostgator.in,,200,163,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,,80,http://gns6.hostgator.in:80,http,Apache,text/html,GET,119.18.48.16,/,-1004266536,119.18.48.16,Apache,2,False,,,,URL=/cgi-sys/defaultwebpage.cgi,,
hostgator.in,Just a moment...,403,6838,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.hostgator.in,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-02T00:00:00Z,2023-06-02T23:59:59Z,CN=*.hostgator.in,*.hostgator.in,hostgator.in,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ad9793a797b11a7f3a5f029bad799611,036ff16bb995fc1f20f28b4b6f0fc05d3de839a93a984844354cdb1d6df9787d,True,ctls,www.hostgator.in,cloudflare,443,https://hostgator.in:443,https,cloudflare,text/html,GET,104.17.83.10,/,697598357,2606:4700::6811:530a,HTTP/3,87,False,True,https://www.hostgator.in/,,,,
sh002.hostgator.in,,404,583,AS46606,UNIFIEDLAYER-AS-1,US,162.240.0.0/15,sh002.hostgator.in,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-02T00:00:00Z,2023-06-02T23:59:59Z,CN=*.hostgator.in,*.hostgator.in,hostgator.in,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ad9793a797b11a7f3a5f029bad799611,036ff16bb995fc1f20f28b4b6f0fc05d3de839a93a984844354cdb1d6df9787d,True,ctls,sh002.hostgator.in,,80,http://sh002.hostgator.in:80,http,Apache,text/html,GET,162.241.85.56,/,2074280923,162.241.85.56,Apache,14,False,,https://sh002.hostgator.in/,,,,
sh004.hostgator.in,,404,583,AS46606,UNIFIEDLAYER-AS-1,US,162.240.0.0/15,sh004.hostgator.in,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-02T00:00:00Z,2023-06-02T23:59:59Z,CN=*.hostgator.in,*.hostgator.in,hostgator.in,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ad9793a797b11a7f3a5f029bad799611,036ff16bb995fc1f20f28b4b6f0fc05d3de839a93a984844354cdb1d6df9787d,True,ctls,sh004.hostgator.in,,80,http://sh004.hostgator.in:80,http,Apache,text/html,GET,162.241.85.58,/,,162.241.85.58,Apache,14,False,,https://sh004.hostgator.in/,,,,
sh012.hostgator.in,,404,583,AS46606,UNIFIEDLAYER-AS-1,US,162.240.0.0/15,sh012.hostgator.in,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-02T00:00:00Z,2023-06-02T23:59:59Z,CN=*.hostgator.in,*.hostgator.in,hostgator.in,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ad9793a797b11a7f3a5f029bad799611,036ff16bb995fc1f20f28b4b6f0fc05d3de839a93a984844354cdb1d6df9787d,True,ctls,sh012.hostgator.in,,80,http://sh012.hostgator.in:80,http,Apache,text/html,GET,162.241.85.237,/,2074280923,162.241.85.237,Apache,14,False,,https://sh012.hostgator.in/,,,,
sh018.hostgator.in,,404,583,AS46606,UNIFIEDLAYER-AS-1,US,162.240.0.0/15,sh018.hostgator.in,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-02T00:00:00Z,2023-06-02T23:59:59Z,CN=*.hostgator.in,*.hostgator.in,hostgator.in,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ad9793a797b11a7f3a5f029bad799611,036ff16bb995fc1f20f28b4b6f0fc05d3de839a93a984844354cdb1d6df9787d,True,ctls,sh018.hostgator.in,,80,http://sh018.hostgator.in:80,http,Apache,text/html,GET,162.241.123.129,/,2074280923,162.241.123.129,Apache,14,False,,https://sh018.hostgator.in/,,,,
sh019.hostgator.in,,404,583,AS46606,UNIFIEDLAYER-AS-1,US,162.240.0.0/15,sh019.hostgator.in,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-02T00:00:00Z,2023-06-02T23:59:59Z,CN=*.hostgator.in,*.hostgator.in,hostgator.in,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ad9793a797b11a7f3a5f029bad799611,036ff16bb995fc1f20f28b4b6f0fc05d3de839a93a984844354cdb1d6df9787d,True,ctls,sh019.hostgator.in,,80,http://sh019.hostgator.in:80,http,Apache,text/html,GET,162.241.123.134,/,2074280923,162.241.123.134,Apache,14,False,,https://sh019.hostgator.in/,,,,
sh021.hostgator.in,,404,583,AS46606,UNIFIEDLAYER-AS-1,US,162.240.0.0/15,sh021.hostgator.in,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-02T00:00:00Z,2023-06-02T23:59:59Z,CN=*.hostgator.in,*.hostgator.in,hostgator.in,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ad9793a797b11a7f3a5f029bad799611,036ff16bb995fc1f20f28b4b6f0fc05d3de839a93a984844354cdb1d6df9787d,True,ctls,sh021.hostgator.in,,80,http://sh021.hostgator.in:80,http,Apache,text/html,GET,162.241.123.154,/,2074280923,162.241.123.154,Apache,14,False,,https://sh021.hostgator.in/,,,,
sh023.hostgator.in,,404,583,AS46606,UNIFIEDLAYER-AS-1,US,162.240.0.0/15,sh023.hostgator.in,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-02T00:00:00Z,2023-06-02T23:59:59Z,CN=*.hostgator.in,*.hostgator.in,hostgator.in,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ad9793a797b11a7f3a5f029bad799611,036ff16bb995fc1f20f28b4b6f0fc05d3de839a93a984844354cdb1d6df9787d,True,ctls,sh023.hostgator.in,,80,http://sh023.hostgator.in:80,http,Apache,text/html,GET,162.241.123.164,/,2074280923,162.241.123.164,Apache,14,False,,https://sh023.hostgator.in/,,,,
sh205.hostgator.in,,404,583,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,sh205.hostgator.in,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-02T00:00:00Z,2023-06-02T23:59:59Z,CN=*.hostgator.in,*.hostgator.in,hostgator.in,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ad9793a797b11a7f3a5f029bad799611,036ff16bb995fc1f20f28b4b6f0fc05d3de839a93a984844354cdb1d6df9787d,True,ctls,sh205.hostgator.in,,80,http://sh205.hostgator.in:80,http,Apache,text/html,GET,119.18.54.152,/,2074280923,119.18.54.152,Apache,14,False,,https://sh205.hostgator.in/,,,,
sh210.hostgator.in,,404,583,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,sh210.hostgator.in,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-02T00:00:00Z,2023-06-02T23:59:59Z,CN=*.hostgator.in,*.hostgator.in,hostgator.in,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ad9793a797b11a7f3a5f029bad799611,036ff16bb995fc1f20f28b4b6f0fc05d3de839a93a984844354cdb1d6df9787d,True,ctls,sh210.hostgator.in,,80,http://sh210.hostgator.in:80,http,Apache,text/html,GET,119.18.54.182,/,2074280923,119.18.54.182,Apache,14,False,,https://sh210.hostgator.in/,,,,
sh300.hostgator.in,,404,583,AS46606,UNIFIEDLAYER-AS-1,US,162.214.0.0/15,sh300.hostgator.in,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-02T00:00:00Z,2023-06-02T23:59:59Z,CN=*.hostgator.in,*.hostgator.in,hostgator.in,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ad9793a797b11a7f3a5f029bad799611,036ff16bb995fc1f20f28b4b6f0fc05d3de839a93a984844354cdb1d6df9787d,True,ctls,sh300.hostgator.in,,80,http://sh300.hostgator.in:80,http,Apache,text/html,GET,162.215.255.219,/,2074280923,162.215.255.219,Apache,14,False,,https://sh300.hostgator.in/,,,,
sns10.hostgator.in,,404,583,AS46606,UNIFIEDLAYER-AS-1,US,162.240.0.0/15,sns10.hostgator.in,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-02T00:00:00Z,2023-06-02T23:59:59Z,CN=*.hostgator.in,*.hostgator.in,hostgator.in,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ad9793a797b11a7f3a5f029bad799611,036ff16bb995fc1f20f28b4b6f0fc05d3de839a93a984844354cdb1d6df9787d,True,ctls,sns10.hostgator.in,,80,http://sns10.hostgator.in:80,http,Apache,text/html,GET,162.241.85.143,/,2074280923,162.241.85.143,Apache,14,False,,https://sns10.hostgator.in/,,,,
sns11.hostgator.in,,404,583,AS46606,UNIFIEDLAYER-AS-1,US,162.240.0.0/15,sns11.hostgator.in,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-02T00:00:00Z,2023-06-02T23:59:59Z,CN=*.hostgator.in,*.hostgator.in,hostgator.in,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ad9793a797b11a7f3a5f029bad799611,036ff16bb995fc1f20f28b4b6f0fc05d3de839a93a984844354cdb1d6df9787d,True,ctls,sns11.hostgator.in,,80,http://sns11.hostgator.in:80,http,Apache,text/html,GET,162.241.85.147,/,2074280923,162.241.85.147,Apache,14,False,,https://sns11.hostgator.in/,,,,
