input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,cdn,final_url,csp_domains_,tls_mismatched,tls_wildcard_certificate,location,tls_expired
gw-internet-test.danskebank.com,NetScaler AAA,200,42775,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,gw-internet-test.danskebank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-14T13:41:02Z,2023-07-16T13:41:01Z,"CN=gw-test.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",gw-test.danskebank.com,Danske Bank A/S,gw-internet-test.danskebank.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,f8fd7fb9cc46a5559bd5153a1a301a4d,89f5e282419afe03423f6b053882a97a8b95bf79dc8a7899dcb5273a57c1e53e,ctls,gw-internet-test.danskebank.com,443,https://gw-internet-test.danskebank.com:443,https,Apache,text/html,GET,212.93.49.131,/,12023395,212.93.49.131,HSTS,721,False,,,https://gw-internet-test.danskebank.com/logon/LogonPoint/tmindex.html,,,,,
gw.danskebank.com,NetScaler AAA,200,42775,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,gw.danskebank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-10T09:26:08Z,2023-12-12T09:26:07Z,"CN=gw.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",gw.danskebank.com,Danske Bank A/S,gw-internet.danskebank.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,e8c3806a16819f46732c847a44bb16b2,971532897aa479df49b237dd908a9b129f6402d51b194b0f772517157ba9e5b0,ctls,gw.danskebank.com,80,http://gw.danskebank.com:80,http,Apache,text/html,GET,212.93.49.132,/,12023395,212.93.49.132,HSTS,721,False,,,https://gw.danskebank.com/logon/LogonPoint/tmindex.html,,,,,
housing-sentry.danskebank.com,,404,,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,,,,,,,,,,,,,,,,,,,80,http://housing-sentry.danskebank.com:80,http,,,GET,212.93.59.137,/,-1840324437,212.93.61.137,,1,False,,,,,,,,
https://analytics.analytics-egain.com,,200,16,AS16509,AS16509,Unknown,54.64.0.0/12,analytics.analytics-egain.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-13T00:00:00Z,2023-10-05T23:59:59Z,CN=*.analytics-egain.com,*.analytics-egain.com,,*.analytics-egain.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a910b3eea5e49e2cbb6af02b12b8e365,c3612f78d4a28879d59cbccbd07ae3dfa28853c90f9ced75550259c224a863d5,ctls,analytics.analytics-egain.com,443,https://analytics.analytics-egain.com:443,https,,text/plain,GET,54.73.54.224,/,1985406,52.212.85.49,,1,False,,,,,,True,,
https://android.com,Android - Secure & Reliable Mobile Operating System,200,199690,AS15169,GOOGLE,US,172.217.0.0/19,www.android.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:00:49Z,2023-07-17T12:00:48Z,CN=www.android.com,www.android.com,,www.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,fbe16d598f6c50300b397666b2ecf5f9,e30cfa73a9e4d6208978badfd2eb44ca6ad37e5f5ad61ced08c06cd8bee93f29,ctls,www.android.com,443,https://android.com:443,https,sffe,text/html,GET,172.217.18.4,/,2141354455,2a00:1450:4001:831::2004,HTTP/3,2631,False,,,https://www.android.com/,https://csp.withgoogle.com/csp/uxe-owners-acl/android,,,,
https://assets.adobedtm.com,,404,11,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,assets.adobedtm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-19T00:00:00Z,2023-08-19T23:59:59Z,"CN=assets.adobedtm.com, O=Adobe Inc., L=San Jose, ST=California, C=US",assets.adobedtm.com,Adobe Inc.,cdn1-staging.adoberesources.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,63269213884753fadc9ea2864e908d27,d359100253372147962ddb0be11f4237d7fb547491fb584d5e98ce45a3033209,ctls,assets.adobedtm.com,443,https://assets.adobedtm.com:443,https,AkamaiNetStorage,,GET,2.18.232.23,/,1864250944,2a02:26f0:1700:483::1e80,,2,False,,,,,,,,
https://celeb-lb-prod.danskebank.com,Celebrus 9,200,870,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,celeb-lb-prod.danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-29T08:31:07Z,2023-07-31T08:31:06Z,"CN=celeb-lb-prod.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",celeb-lb-prod.danskebank.com,Danske Bank A/S,celeb-lb-prod.danskebank.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,a8085c61f9dd322ae15a44a017482c7c,514e1407622fe75f8dd751932836f509fb5b09f3221bc7eac29c6db5265ea6ba,ctls,celeb-lb-prod.danskebank.com,443,https://celeb-lb-prod.danskebank.com:443,https,,text/html,GET,212.93.38.112,/,149479534,212.93.47.112,HSTS,32,False,,,,,,,,
https://cloud-emea.analytics-egain.com,,200,16,AS16509,AS16509,Unknown,54.64.0.0/12,cloud-emea.analytics-egain.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-13T00:00:00Z,2023-10-05T23:59:59Z,CN=*.analytics-egain.com,*.analytics-egain.com,,*.analytics-egain.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a910b3eea5e49e2cbb6af02b12b8e365,c3612f78d4a28879d59cbccbd07ae3dfa28853c90f9ced75550259c224a863d5,ctls,cloud-emea.analytics-egain.com,443,https://cloud-emea.analytics-egain.com:443,https,,text/plain,GET,54.73.54.224,/,1985406,52.212.85.49,,1,False,,,,,,True,,
https://danskebank.demdex.net,,404,,AS16509,AS16509,Unknown,99.80.0.0/15,danskebank.demdex.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-26T00:00:00Z,2023-10-27T23:59:59Z,"CN=*.demdex.com, O=Adobe Inc., L=San Jose, ST=California, C=US",*.demdex.com,Adobe Inc.,demdex.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1b7b2343f663928377adcb7e205fb318,b80572036d2c64354a1d6a64b048a2d4a3c2f15d0a1b22c8dc4a244902add681,ctls,danskebank.demdex.net,443,https://danskebank.demdex.net:443,https,,,GET,99.81.118.239,/,-1314943136,52.212.178.201,HSTS,1,False,,,,,True,True,,
https://fbcdn.net,Facebook - log in or sign up,200,13929,AS32934,FACEBOOK,US,157.240.192.0/18,m.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-16T00:00:00Z,2023-05-17T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,"Meta Platforms, Inc.",messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,5110802e765750624ab3d6785aeec848,e17a08756c6cfcd9128edfa651b071c72c0a753718d5415ccf67041f068f4637,ctls,m.facebook.com,443,https://fbcdn.net:443,https,,text/html,GET,157.240.251.35,/,-1915121057,2a03:2880:f176:84:face:b00c:0:25de,HTTP/3,2,False,,,https://m.facebook.com/?_rdr,facebook.com,,True,,
https://imasdk.googleapis.com,Error 404 (Not Found)!!1,404,1561,AS15169,GOOGLE,US,142.250.0.0/15,imasdk.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:00:43Z,2023-07-17T12:00:42Z,CN=upload.video.google.com,upload.video.google.com,,bg-call-donation-dev.goog,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,f5e19b0c15918f4e4bcfa456133d1ad7,2d3b52058a876e74ebd8c6b8f539d46ff307058680fed77df5bfad75473dab9c,ctls,imasdk.googleapis.com,443,https://imasdk.googleapis.com:443,https,sffe,text/html,GET,142.250.186.170,/,302920777,2a00:1450:4001:80e::200a,HTTP/3,12,False,,,,,,True,,
https://linkmaker.itunes.apple.com,"We're sorry, but something went wrong (500)",502,1477,AS20940,AKAMAI-ASN1,NL,23.208.0.0/12,linkmaker.itunes.apple.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-02T15:24:34Z,2023-10-28T15:34:34Z,"CN=linkmaker.itunes.apple.com, O=Apple Inc., L=Cupertino, ST=California, C=US, serialNumber=C0806592, jurisdictionStateOrProvince=California, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=California, jurisdictionCountry=US, businessCategory=Private Organization",linkmaker.itunes.apple.com,Apple Inc.,redeem.itunes.apple.com,"CN=Apple Public EV Server RSA CA 2 - G1, O=Apple Inc., C=US",Apple Public EV Server RSA CA 2 - G1,Apple Inc.,a880318218ce6272dad7adb07cd0e767,b3a04b92470942a49d3d6f3ba50e201522c11fb2cafe1392772b1de398f1bb12,ctls,linkmaker.itunes.apple.com,443,https://linkmaker.itunes.apple.com:443,https,nginx/1.18.0,text/html,GET,23.215.22.23,/,1232159009,2a02:26f0:e600:1a8::11bd,Nginx:1.18.0,67,False,,,,,,,,
https://px.ads.linkedin.com,,200,43,AS8068,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.107.42.0/23,px.ads.linkedin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-07T00:00:00Z,2023-09-07T23:59:59Z,"CN=www.linkedin.com, O=LinkedIn Corporation, L=Sunnyvale, ST=California, C=US",www.linkedin.com,LinkedIn Corporation,www.linkedin-measure.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7eb3cbac015363672717f482f365b968,06a0e72c9d2e7adc582c43dce02611f8552d976ef1f1674a0e46ad1af1c32865,ctls,px.ads.linkedin.com,443,https://px.ads.linkedin.com:443,https,,image/gif,GET,13.107.42.14,/,1711602358,2620:1ec:21::14,,1,False,,,,,,,,
https://snap.licdn.com,,200,43,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,px.ads.linkedin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-07T00:00:00Z,2023-09-07T23:59:59Z,"CN=www.linkedin.com, O=LinkedIn Corporation, L=Sunnyvale, ST=California, C=US",www.linkedin.com,LinkedIn Corporation,www.linkedin-measure.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7eb3cbac015363672717f482f365b968,06a0e72c9d2e7adc582c43dce02611f8552d976ef1f1674a0e46ad1af1c32865,ctls,px.ads.linkedin.com,443,https://snap.licdn.com:443,https,,image/gif,GET,23.55.161.151,/,-696586294,2a02:26f0:3400::1703:59d0,,1,False,,,https://px.ads.linkedin.com/,,,,,
https://static.licdn.com,LinkedIn,404,344126,AS701,UUNET,US,152.196.0.0/14,static.licdn.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-23T00:00:00Z,2023-08-24T23:59:59Z,"CN=*.licdn.com, O=LinkedIn Corporation, L=Sunnyvale, ST=California, C=US",*.licdn.com,LinkedIn Corporation,licdn.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3860502a7d2d12a7b760a58e9526c944,f53a91d82b400713124c84638e3ec36269d9026ddac74c362abb66bc2920bc40,ctls,static.licdn.com,443,https://static.licdn.com:443,https,nginx,text/html,GET,152.199.21.118,/,425052263,2606:2800:233:6a53:4ac1:3bc8:ee4e:5990,Nginx,8,False,,,,,,True,,
https://syndication.twitter.com,,404,,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,syndication.twitter.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-05T00:00:00Z,2024-02-05T23:59:59Z,"CN=syndication.twitter.com, O=Twitter\, Inc., L=San Francisco, ST=California, C=US",syndication.twitter.com,"Twitter, Inc.",syndication-o.twimg.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,ce5aef419403501571e889b8b0c72b5a,d022b2064580c09bdbb72d75b2d43e48f41aa3d9dd384dab1d66b2a1e360ce77,ctls,syndication.twitter.com,443,https://syndication.twitter.com:443,https,tsa_o,,GET,104.244.42.200,/,-1831547740,104.244.42.136,,1,False,,,,,,,,
https://track.adform.net,,404,43,AS198622,ADFORM,DK,37.157.4.0/24,track.adform.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-20T00:00:00Z,2023-09-20T23:59:59Z,"CN=track.adform.net, O=Adform A/S, L=København, C=DK",track.adform.net,Adform A/S,us.adform.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d214ef99f0ca8b99ef196ebd13aeaca2,3faaac436892b50d03bee73344cbd830f05b33e2f1c2f430f0fda0732bdd8097,ctls,track.adform.net,443,https://track.adform.net:443,https,nginx,image/gif,GET,37.157.4.25,/,1668832054,37.157.4.23,Nginx,1,False,,,,,,,,
https://twitter.com,,302,23,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,twitter.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-05T00:00:00Z,2024-02-05T23:59:59Z,"CN=twitter.com, O=Twitter\, Inc., L=San Francisco, ST=California, C=US",twitter.com,"Twitter, Inc.",www.twitter.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,f44dd55f5a9d6a377da880b15565eae8,1b9c10ffea12c496646edc2a4f95e55570a92aba953f3144624ba0d5781e614d,ctls,twitter.com,443,https://twitter.com:443,https,tsa_o,text/plain,GET,104.244.42.65,/,-1831547740,104.244.42.65,Node.js,1,False,,,https://twitter.com/,,,,/,
https://w3.org,World Wide Web Consortium (W3C),200,28571,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.w3.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-01T00:00:00Z,2023-06-30T23:59:59Z,"CN=w3.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",w3.org,"Cloudflare, Inc.",*.w3.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",8469e4fdaf04390a28421bf661eac92d,143a4caccbeec6d6e3cf93502c3a1838fa6f8ef5911b9784079ad8b89ff2ee25,ctls,www.w3.org,443,https://w3.org:443,https,cloudflare,text/html,GET,104.18.23.19,/,-15365615,2606:4700::6812:1713,HTTP/3,391,False,cloudflare,True,https://www.w3.org/,,,True,,
https://www.danskebank.dk,Privatkunde | Danske Bank,200,214656,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,danskebank.dk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-18T01:12:09Z,2023-12-20T00:48:11Z,"CN=www.danskebank.dk, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",www.danskebank.dk,Danske Bank A/S,danskebank.dk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,cbeb8243ade727e582bd900c7ba025c1,c843d43f2e9238d631c479917465182e747106cb68b8aefa8f05a6e40823b7c5,ctls,danskebank.dk,443,https://www.danskebank.dk:443,https,,text/html,GET,212.93.59.104,/,355682820,212.93.61.104,ZURB Foundation,2870,False,,,https://danskebank.dk/privat,https://owner-service-dev.sunday.dk,,,,
https://www.linkedin.com,LinkedIn: Log In or Sign Up,200,139607,AS8068,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.107.42.0/23,www.linkedin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-07T00:00:00Z,2023-09-07T23:59:59Z,"CN=www.linkedin.com, O=LinkedIn Corporation, L=Sunnyvale, ST=California, C=US",www.linkedin.com,LinkedIn Corporation,www.linkedin-measure.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7eb3cbac015363672717f482f365b968,06a0e72c9d2e7adc582c43dce02611f8552d976ef1f1674a0e46ad1af1c32865,ctls,www.linkedin.com,443,https://www.linkedin.com:443,https,,text/html,GET,13.107.42.14,/,-696586294,2620:1ec:21::14,Java,2359,False,,,,https://www.linkedin.com/security/csp?f=gg,,,,
june.dk,June - intelligent opsparing,200,202816,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,june.dk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-03T03:17:08Z,2024-02-04T03:02:40Z,"CN=june.dk, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",june.dk,Danske Bank A/S,www.tilmeld.junespara.se,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,63e3488c95c5e4cf75b8b2424e40cb5d,bfebe7fad6a1242f93c158396812259ee1d4d96512e11ef9935335a51204a656,ctls,june.dk,443,https://june.dk:443,https,nginx,text/html,GET,212.93.38.100,/,1285115772,212.93.47.100,Nginx,71,False,,,,,,,,
kyc-api.danskebank.com,,404,34,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,kyc-api.danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-12T06:12:06Z,2024-02-13T05:54:59Z,"CN=kyc-api.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",kyc-api.danskebank.com,Danske Bank A/S,kyc-api.danskebank.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,a118e642dde63fabee0429150f3a3133,37d37745029a75e8be5bd38225a61217623dd3ed30d09c94cbccd34bb03fc90c,ctls,kyc-api.danskebank.com,80,http://kyc-api.danskebank.com:80,http,Apache,application/json,GET,212.93.59.165,/,-1390378778,212.93.59.165,HSTS,1,False,,,https://kyc-api.danskebank.com/,,,,,
link.commail.danskebank.dk,404 Not Found,404,552,AS16509,AS16509,Unknown,54.154.0.0/15,link.commail.danskebank.dk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-11T00:00:00Z,2023-11-12T23:59:59Z,CN=*.et.e.sparkpost.com,*.et.e.sparkpost.com,,*.et.e.sparkpost.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,a2030b649a66615a6f18cf8a2f9afacf,52e719b69c67c6e54ae9fb9df4e7275c19212879e0ed5c782362aa5fd04ed3ac,ctls,link.commail.danskebank.dk,443,https://link.commail.danskebank.dk:443,https,msys-http,text/html,GET,54.154.39.204,/,1593207841,54.171.7.69,,14,False,,,,,True,True,,
login-kyc.danskebank.com,KYC Login,200,2763,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,login-kyc.danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-12T06:07:02Z,2024-02-13T05:55:59Z,"CN=login-kyc.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",login-kyc.danskebank.com,Danske Bank A/S,login-kyc.danskebank.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,edb1241e0a4a9a1a58f39067438603f7,fa9ef0dc0de089d66874d2600df4b865dad925308fe847c062de826dc8b3738b,ctls,login-kyc.danskebank.com,443,https://login-kyc.danskebank.com:443,https,nginx,text/html,GET,212.93.59.167,/,190856733,212.93.61.167,Nginx,39,False,,,,danskebank.com,,,,
m.danskebank.com,Danske Bank,200,89499,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-17T19:27:07Z,2023-12-19T19:14:37Z,"CN=www.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",www.danskebank.com,Danske Bank A/S,danskebank.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,2e772f59fca0c792b15298f36076f8c8,e543690c445f715736ad4ead97759143670899ca6a1da831eb0fa14d79ad7fd5,ctls,danskebank.com,80,http://m.danskebank.com:80,http,,text/html,GET,212.93.59.102,/,355682820,212.93.61.102,Vue.js,1137,False,,,https://danskebank.com/,https://twitter.com,,,,
m.onetrader.danskebank.com,FX Mobile,200,7396,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,m.onetrader.danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-24T13:57:02Z,2023-10-26T13:36:52Z,"CN=m.onetrader.danskebank.dk, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",m.onetrader.danskebank.dk,Danske Bank A/S,m.onetrader.danskebank.se,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,cf974f1d8bebe35439b962e648dc44f7,f1e8f9a1e542392c0a22ee81b9c29b588e3c8e3d69a4c3aa1ff65659f3ae53f3,ctls,m.onetrader.danskebank.com,443,https://m.onetrader.danskebank.com:443,https,Apache/2.4.6 (Red Hat Enterprise Linux),text/html,GET,212.93.38.56,/,811000160,212.93.47.56,Red Hat,159,False,,,,,,,,
m.onetrader.danskebank.dk,FX Mobile,200,7396,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,m.onetrader.danskebank.dk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-24T13:37:01Z,2023-10-26T13:36:52Z,"CN=m.onetrader.danskebank.dk, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",m.onetrader.danskebank.dk,Danske Bank A/S,m.onetrader.danskebank.se,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,58765b6daa2b23ca1e73c768c56584e1,e28006e2d5128efb6acb37d851096315ef07ddbedb36e56e1da0b790a5d4aee8,ctls,m.onetrader.danskebank.dk,443,https://m.onetrader.danskebank.dk:443,https,Apache/2.4.6 (Red Hat Enterprise Linux),text/html,GET,212.93.47.56,/,811000160,212.93.38.56,Red Hat,159,False,,,,,,,,
markets.danskebank.com,Danske Bank Group,404,1165,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,markets.danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-20T17:20:03Z,2024-03-23T17:20:02Z,"CN=onetrader.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",onetrader.danskebank.com,Danske Bank A/S,markets.danskebank.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,64e96991b76eea0e70460b5a2a7714a8,7cba766318bdf2e33b96e11800eac7f35baf8621a147871241994ec50b80ecd5,ctls,markets.danskebank.com,80,http://markets.danskebank.com:80,http,Microsoft-IIS/10.0,text/html,GET,212.93.61.169,/,758975187,212.93.61.169,Windows Server,26,False,,,https://markets.danskebank.com/,,,,,
mb.danskebank.dk,,200,,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,mb.danskebank.dk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-08T07:21:05Z,2023-12-10T07:21:04Z,"CN=mb.danskebank.dk, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",mb.danskebank.dk,Danske Bank A/S,mb.danskebank.dk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,09a7e420d929aa4f8c785d032b996806,517d7469b0807abba19ccc43f52743ca923dd90b6a46040fc31f420a1b49be9a,ctls,mb.danskebank.dk,443,https://mb.danskebank.dk:443,https,,,GET,212.93.59.152,/,690093196,212.93.61.152,HSTS,1,False,,,,,,,,
meeting.danskebank.com,Adobe Connect Central Login,200,32243,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,meeting.danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-10T04:07:02Z,2024-01-11T03:52:00Z,"CN=meeting.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",meeting.danskebank.com,Danske Bank A/S,meeting04.danskebank.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,b06b22260538462430d1134d3ec3b80a,32eef6c877bd80e62e3857e0837e7332eb302fcec76a612eda7ceaf926dbeaeb,ctls,meeting.danskebank.com,80,http://meeting.danskebank.com:80,http,,text/html,GET,212.93.59.85,/,-974364617,212.93.61.85,HSTS,680,False,,,https://meeting.danskebank.com/system/login?domain=meeting.danskebank.com&next=%2Fadmin%3Fdomain%3Dmeeting.danskebank.com&set-lang=en,,,,,
