input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,final_url,cdn_name,cdn,csp_domains_,tls_mismatched,location
rk6fkgl-stage.evernote.com,,403,94,AS15169,GOOGLE,US,34.160.0.0/16,rk6fkgl-stage.evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-27T21:22:56Z,2023-07-26T22:16:29Z,CN=rk6fkgl-stage.evernote.com,rk6fkgl-stage.evernote.com,,rk6fkgl-stage.evernote.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,5e468f7935a92731629c61972a4ba43a,9b8c196e48dd1269a5f5083645e615ebb36ef2c9828fdfaf76b4a313ab2e9f72,,ctls,rk6fkgl-stage.evernote.com,443,https://rk6fkgl-stage.evernote.com:443,https,,text/html,GET,34.160.63.231,/,2056581550,34.160.63.231,HTTP/3,5,False,,google,True,,,
sandbox.evernote.com,,302,2,AS16625,AKAMAI-AS,US,88.221.168.0/22,sandbox.evernote.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-22T00:00:00Z,2024-01-23T23:59:59Z,"CN=*.evernote.com, O=Evernote Corporation, L=Redwood City, ST=California, C=US",*.evernote.com,Evernote Corporation,evernote.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,98ebfde89bcc623d2bbe589dc02ace15,2637630ede658430d643ec7e6543d831907340959cbbef08bde124bcc9f16e17,True,ctls,sandbox.evernote.com,443,https://sandbox.evernote.com:443,https,AkamaiGHost,text/plain,GET,88.221.168.234,/,-1545075354,88.221.168.234,,1,False,https://sandbox.evernote.com/Login.action?err=true&message=login.error.suspicious,,,,,/Login.action?err=true&message=login.error.suspicious
schools.evernote.com,Note Taking App for Students - 40% off Evernote Professional,200,53838,AS15169,GOOGLE,US,35.186.192.0/18,evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-17T00:00:00Z,2023-11-01T23:59:59Z,"CN=*.evernote.com, O=Evernote Corporation, L=Redwood City, ST=California, C=US",*.evernote.com,Evernote Corporation,evernote.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,239a5382573c71bf645958fc85a8a0fc,bce3ca8be39b946ccadc1447533aafd3a9ab773641e661c420c65700d9960796,True,ctls,evernote.com,443,https://schools.evernote.com:443,https,Google Frontend,text/html,GET,35.186.237.46,/,-2052138675,35.186.237.46,HTTP/3,1387,False,https://evernote.com/students,google,True,,,
sectraining.evernote.com,OneLogin,200,2608,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.80.0.0/12,evernote.onelogin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.onelogin.com, O=OneLogin\, Inc., L=San Francisco, ST=California, C=US",*.onelogin.com,"OneLogin, Inc.",onelogin.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c1952a341e37e60484119d18f4b2051d,f78c96dac6d76696f3eecae6e0f5f543d6e4c6aafc8d2dfb1168a08860b6419b,True,ctls,evernote.onelogin.com,443,https://sectraining.evernote.com:443,https,AmazonS3,text/html,GET,34.83.167.50,/,-780928015,34.83.167.50,HSTS,52,False,https://evernote.onelogin.com/login2/?return=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1cmkiOiJodHRwczovL2V2ZXJub3RlLm9uZWxvZ2luLmNvbS9sb2dpbiIsImlzcyI6Ik1PTk9SQUlMIiwiYnJhbmRfaWQiOiJtYXN0ZXIiLCJhdWQiOiJBQ0NFU1MiLCJleHAiOjE2ODM3NDY0MjgsInBhcmFtcyI6e30sImZmX211bHRpcGxlX2JyYW5kcyI6ZmFsc2UsIm1ldGhvZCI6ImdldCJ9.QjGAz-smMlLJsJgX9pAB2Z1ObR0XWG3dUVchQoyTDck#app=,google,True,,,
skitch.evernote.com,Skitch | Evernote,200,35575,AS15169,GOOGLE,US,35.186.192.0/18,evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-17T00:00:00Z,2023-11-01T23:59:59Z,"CN=*.evernote.com, O=Evernote Corporation, L=Redwood City, ST=California, C=US",*.evernote.com,Evernote Corporation,evernote.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,239a5382573c71bf645958fc85a8a0fc,bce3ca8be39b946ccadc1447533aafd3a9ab773641e661c420c65700d9960796,True,ctls,evernote.com,443,https://skitch.evernote.com:443,https,Google Frontend,text/html,GET,35.186.237.46,/,1768159574,35.186.237.46,HTTP/3,1011,False,https://evernote.com/products/skitch,google,True,,,
slack.svc.evernote.com,,200,196,AS15169,GOOGLE,US,216.239.56.0/22,slack.svc.evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-20T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.svc.evernote.com, O=Evernote Corporation, L=Redwood City, ST=California, C=US",*.svc.evernote.com,Evernote Corporation,svc.evernote.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b919ac9bdd23a55f879c0d07842249fc,67a8acfc33a7c55e135042c55922254a3c359920678f746e5e28bb73c971c70f,True,ctls,slack.svc.evernote.com,443,https://slack.svc.evernote.com:443,https,Google Frontend,text/html,GET,216.239.32.21,/,235266059,216.239.38.21,Google Cloud Trace,11,False,,,,,,
sp.account.evernote.com,404 Not Found,404,552,AS16509,AS16509,Unknown,52.88.0.0/15,sp.account.evernote.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-11-23T23:59:59Z,CN=spgo.io,spgo.io,,spgo1.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b48d2faa8da96be2c64964e60e5b333f,24aec451a732f9ce5cc82cdefd7dd980c9959bcba2bbe70c2fb5803680f2528b,True,ctls,sp.account.evernote.com,443,https://sp.account.evernote.com:443,https,msys-http,text/plain,GET,52.88.110.2,/,-1840324437,35.166.255.90,,14,False,,,,,True,
sp.comms.evernote.com,404 Not Found,404,150,AS16509,AMAZON-02,US,54.184.0.0/13,sp.comms.evernote.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-11-23T23:59:59Z,CN=spgo.io,spgo.io,,spgo1.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b48d2faa8da96be2c64964e60e5b333f,24aec451a732f9ce5cc82cdefd7dd980c9959bcba2bbe70c2fb5803680f2528b,True,ctls,sp.comms.evernote.com,443,https://sp.comms.evernote.com:443,https,msys-http,text/plain,GET,54.187.134.7,/,-1840324437,52.88.110.2,,8,False,,,,,True,
stage-content.evernote.com,Best Note Taking App - Organize Your Notes with Evernote,200,82186,AS20940,AKAMAI-ASN1,NL,23.8.0.0/13,stage-corp.evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-17T00:00:00Z,2023-11-01T23:59:59Z,"CN=*.evernote.com, O=Evernote Corporation, L=Redwood City, ST=California, C=US",*.evernote.com,Evernote Corporation,evernote.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,239a5382573c71bf645958fc85a8a0fc,bce3ca8be39b946ccadc1447533aafd3a9ab773641e661c420c65700d9960796,True,ctls,stage-corp.evernote.com,443,https://stage-content.evernote.com:443,https,Google Frontend,text/html,GET,23.3.108.212,/,-1545075354,23.3.108.212,HTTP/3,2405,False,https://stage-corp.evernote.com/,,,,,
stage-corp.evernote.com,Best Note Taking App - Organize Your Notes with Evernote,200,82186,AS15169,GOOGLE,US,35.190.0.0/17,stage-corp.evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-17T00:00:00Z,2023-11-01T23:59:59Z,"CN=*.evernote.com, O=Evernote Corporation, L=Redwood City, ST=California, C=US",*.evernote.com,Evernote Corporation,evernote.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,239a5382573c71bf645958fc85a8a0fc,bce3ca8be39b946ccadc1447533aafd3a9ab773641e661c420c65700d9960796,True,ctls,stage-corp.evernote.com,443,https://stage-corp.evernote.com:443,https,Google Frontend,text/html,GET,35.190.0.228,/,1637080272,35.190.0.228,HTTP/3,2405,False,,google,True,,,
stage-email-assets.evernote.com,,200,96,AS15169,GOOGLE,US,35.201.64.0/18,stage-email-assets.evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-24T07:23:24Z,2023-06-22T08:16:37Z,CN=stage-email-assets.evernote.com,stage-email-assets.evernote.com,,stage-email-assets.evernote.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,c070f82fd5c883dffec42d314b1bc0d3,b5de218731280448bd480939c4ff417c852f81078b250bbcba82f6437c67e65c,,ctls,stage-email-assets.evernote.com,443,https://stage-email-assets.evernote.com:443,https,UploadServer,text/html,GET,35.201.122.161,/,1637080272,35.201.122.161,HTTP/3,5,False,,google,True,,,
stage.blog.evernote.com,Evernote Blog,200,105126,AS14618,AMAZON-AES,US,52.0.0.0/13,stage.blog.evernote.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-08T22:07:49Z,2023-08-06T22:07:48Z,CN=stage.blog.evernote.com,stage.blog.evernote.com,,stage.blog.evernote.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f5b5dfa0222b163da3c46e0443872ed5,def47d2583492be49fdc2aa1c0a66421e2bbbe0ef64d20f36c56ce1cbfec7426,,ctls,stage.blog.evernote.com,443,https://stage.blog.evernote.com:443,https,Pagely-ARES/1.10.28,text/html,GET,52.3.191.43,/,1494302000,52.3.191.43,Yoast SEO:19.13,953,False,,,,,,
static.evernote.com,,403,243,AS16509,AMAZON-02,US,52.222.248.0/22,static.evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-08T00:00:00Z,2023-12-07T23:59:59Z,CN=*.cloudfront.net,*.cloudfront.net,,*.cloudfront.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3ce77498ac0d9db2c0fbac4ace488223,0e61dc9128a6d01c3583e46cb871e9590ca7636f3b394e60b910fdb249e90465,True,ctls,static.evernote.com,443,https://static.evernote.com:443,https,AmazonS3,application/xml,GET,52.222.250.211,/,-1670567598,52.222.250.157,Amazon Web Services,2,False,,cloudfront,True,,True,
status.evernote.com,Evernote Status,200,78829,AS2635,AUTOMATTIC,US,74.114.155.2/32,status.evernote.com,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2023-03-08T17:26:39Z,2023-06-06T17:26:38Z,CN=status.evernote.com,status.evernote.com,,status.evernote.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c6d0e8260f44b2959c42e253b0b3e238,d614bc81229e6a3c8e70c92c15c58642ca60e0c9ffcdebf088a6f8e6f3e64dab,,ctls,status.evernote.com,443,https://status.evernote.com:443,https,openresty,text/html,GET,74.114.154.18,/,1429438888,74.114.154.22,Tumblr,918,False,,,,,,
store.evernote.com,Best Note Taking App - Organize Your Notes with Evernote,200,82106,AS15169,GOOGLE,US,35.186.192.0/18,evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-17T00:00:00Z,2023-11-01T23:59:59Z,"CN=*.evernote.com, O=Evernote Corporation, L=Redwood City, ST=California, C=US",*.evernote.com,Evernote Corporation,evernote.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,239a5382573c71bf645958fc85a8a0fc,bce3ca8be39b946ccadc1447533aafd3a9ab773641e661c420c65700d9960796,True,ctls,evernote.com,443,https://store.evernote.com:443,https,Google Frontend,text/html,GET,35.186.237.46,/,-1304024864,35.186.237.46,HTTP/3,2405,False,https://evernote.com/,google,True,,,
support.evernote.com,Security check,403,7800,AS15169,GOOGLE,US,35.186.192.0/18,help.evernote.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-22T00:00:00Z,2023-08-31T23:59:59Z,"CN=help.evernote.com, O=Evernote Corporation, L=Redwood City, ST=California, C=US",help.evernote.com,Evernote Corporation,help.evernote.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f8647bcadbf856ff19f314cf6c9915db,ca13fc6da843fa7d812a65b7f389ed2869b9ecdcc1ed98375f3c270f5535f953,,ctls,help.evernote.com,443,https://support.evernote.com:443,https,cloudflare,text/html,GET,35.186.237.46,/,-2053575773,35.186.237.46,Cloudflare,103,False,https://help.evernote.com/hc/en-us,google,True,,,
t.mail-svc.evernote.com,404 Not Found,404,552,AS16509,AMAZON-02,US,54.184.0.0/13,t.mail-svc.evernote.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-11-23T23:59:59Z,CN=spgo.io,spgo.io,,spgo1.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b48d2faa8da96be2c64964e60e5b333f,24aec451a732f9ce5cc82cdefd7dd980c9959bcba2bbe70c2fb5803680f2528b,True,ctls,t.mail-svc.evernote.com,443,https://t.mail-svc.evernote.com:443,https,msys-http,text/plain,GET,54.187.134.7,/,-1840324437,35.166.255.90,,14,False,,,,,True,
templates.svc.stage.evernote.com,Error,404,139,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.120.0.0/14,templates.svc.stage.evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-21T00:00:00Z,2023-11-29T23:59:59Z,"CN=*.svc.stage.evernote.com, O=Evernote Corporation, L=Redwood City, ST=California, C=US",*.svc.stage.evernote.com,Evernote Corporation,svc.stage.evernote.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d8208d0250b01156cad35734dbaba868,7f017201ee751c7d75de6a1943e3864841ab6f870a2e335d5bd70e70d999db7b,True,ctls,templates.svc.stage.evernote.com,443,https://templates.svc.stage.evernote.com:443,https,istio-envoy,text/html,GET,34.120.198.253,/,1593207841,34.120.198.253,Node.js,11,False,,google,True,,,
templates.svc.www.evernote.com,Error,404,139,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.102.0.0/15,templates.svc.www.evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-25T00:00:00Z,2024-02-02T23:59:59Z,"CN=*.svc.www.evernote.com, O=Evernote Corporation, L=Redwood City, ST=California, C=US",*.svc.www.evernote.com,Evernote Corporation,svc.www.evernote.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,873d27db78df14a85280ee9fe26c4bfb,e895491aeb66a7c02b09b2e2f240466a86577ce0ce84453f8cdc732a4e6c8ab2,True,ctls,templates.svc.www.evernote.com,443,https://templates.svc.www.evernote.com:443,https,istio-envoy,text/html,GET,34.102.138.201,/,1593207841,34.102.138.201,Node.js,11,False,,google,True,,,
translate.stage.evernote.com,502 Server Error,502,332,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.98.128.0/21,translate.stage.evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-29T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.stage.evernote.com, O=Evernote Corporation, L=Redwood City, ST=California, C=US",*.stage.evernote.com,Evernote Corporation,stage.evernote.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a5f3122ff4a10bcf2e409c406ca5808e,a2148590df1dfe40708f1be1e7bb6dc8e5717074ebaf71e7e23ff0eef0cae65e,True,ctls,translate.stage.evernote.com,443,https://translate.stage.evernote.com:443,https,,text/html,GET,34.96.80.155,/,-670719049,34.96.80.155,HTTP/3,11,False,,google,True,,,
trunk.evernote.com,Useful apps and products integrated with Evernote - Evernote App Center,200,19320,AS15169,GOOGLE,US,130.211.32.0/20,,,,,,,,,,,,,,,,,,,,443,https://trunk.evernote.com:443,https,Apache,text/html,GET,130.211.18.199,/,361626099,130.211.18.199,Google Cloud CDN,479,False,http://appcenter.evernote.com/,google,True,,,
update.evernote.com,,403,275,AS20940,AKAMAI-ASN1,NL,23.208.0.0/12,update.evernote.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-22T00:00:00Z,2024-01-23T23:59:59Z,"CN=*.evernote.com, O=Evernote Corporation, L=Redwood City, ST=California, C=US",*.evernote.com,Evernote Corporation,evernote.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,98ebfde89bcc623d2bbe589dc02ace15,2637630ede658430d643ec7e6543d831907340959cbbef08bde124bcc9f16e17,True,ctls,update.evernote.com,443,https://update.evernote.com:443,https,AmazonS3,application/xml,GET,23.213.164.209,/,,23.213.164.209,Amazon Web Services,2,False,,,,,,
vault.evernote.com,Vault,200,588123,AS15169,GOOGLE,US,34.160.0.0/16,vault.evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-20T09:16:29Z,2023-06-18T09:46:28Z,CN=vault.evernote.com,vault.evernote.com,,vault.evernote.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,e32f9591a7ea077a934f1e874b4bfb95,d069fca3aff6905940eadf640d4a9326055a330f185fbe157a6b80a842c00240,,ctls,vault.evernote.com,443,https://vault.evernote.com:443,https,,text/html,GET,34.160.247.191,/,-1921754247,34.160.247.191,HTTP/3,38,False,https://vault.evernote.com/ui/,google,True,,,
wiki.evernote.com,Log in with Atlassian account,200,6775,AS15169,GOOGLE,US,35.186.192.0/18,id.atlassian.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-05-10T00:00:00Z,2023-06-10T23:59:59Z,"CN=*.atlassian.com, O=Atlassian Pty Ltd, L=Sydney, ST=New South Wales, C=AU",*.atlassian.com,Atlassian Pty Ltd,atlassian.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,3edf964b3c1544df6bc04b41c5d25da5,e235541fefa6308aeb87159dd7969b5fc42d9794aea6dbcd35a83d242a5ddd53,True,ctls,id.atlassian.com,443,https://wiki.evernote.com:443,https,AtlassianEdge,text/html,GET,35.186.237.46,/,1177579151,35.186.237.46,HSTS,1,False,https://id.atlassian.com/login?continue=https%3A%2F%2Fid.atlassian.com%2Fjoin%2Fuser-access%3Fresource%3Dari%253Acloud%253Aconfluence%253A%253Asite%252F1479fed8-e338-49d3-a2fd-53196b004ccf%26continue%3Dhttps%253A%252F%252Fevernote.jira.com%252Fwiki%252Fdashboard.action&application=confluence,google,True,https://web-security-reports.services.atlassian.com/csp-report/sign-in-service,,
wpadmin.evernote.com,Evernote Blog,200,116471,AS15169,GOOGLE,US,35.186.192.0/18,evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-17T00:00:00Z,2023-11-01T23:59:59Z,"CN=*.evernote.com, O=Evernote Corporation, L=Redwood City, ST=California, C=US",*.evernote.com,Evernote Corporation,evernote.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,239a5382573c71bf645958fc85a8a0fc,bce3ca8be39b946ccadc1447533aafd3a9ab773641e661c420c65700d9960796,True,ctls,evernote.com,443,https://wpadmin.evernote.com:443,https,Pagely-ARES/1.10.28,text/html,GET,35.186.237.46,/,-2047087982,35.186.237.46,Yoast SEO:19.13,1184,False,https://evernote.com/blog/,google,True,,,
ws.evernote.com,Best Note Taking App - Organize Your Notes with Evernote,200,81621,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.102.0.0/15,evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-17T00:00:00Z,2023-11-01T23:59:59Z,"CN=*.evernote.com, O=Evernote Corporation, L=Redwood City, ST=California, C=US",*.evernote.com,Evernote Corporation,evernote.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,239a5382573c71bf645958fc85a8a0fc,bce3ca8be39b946ccadc1447533aafd3a9ab773641e661c420c65700d9960796,True,ctls,evernote.com,443,https://ws.evernote.com:443,https,Google Frontend,text/html,GET,34.102.163.70,/,-1545075354,34.102.163.70,HTTP/3,2392,False,https://evernote.com/,google,True,,,
ws.sandbox.evernote.com,,302,2,AS15169,GOOGLE,US,34.160.0.0/16,sandbox.evernote.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-22T00:00:00Z,2024-01-23T23:59:59Z,"CN=*.evernote.com, O=Evernote Corporation, L=Redwood City, ST=California, C=US",*.evernote.com,Evernote Corporation,evernote.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,98ebfde89bcc623d2bbe589dc02ace15,2637630ede658430d643ec7e6543d831907340959cbbef08bde124bcc9f16e17,True,ctls,sandbox.evernote.com,443,https://ws.sandbox.evernote.com:443,https,AkamaiGHost,text/plain,GET,34.160.17.180,/,-1545075354,34.160.17.180,,1,False,https://sandbox.evernote.com/Login.action?err=true&message=login.error.suspicious,google,True,,,/Login.action?err=true&message=login.error.suspicious
ws.www.evernote.com,Best Note Taking App - Organize Your Notes with Evernote,200,82106,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.102.0.0/15,evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-17T00:00:00Z,2023-11-01T23:59:59Z,"CN=*.evernote.com, O=Evernote Corporation, L=Redwood City, ST=California, C=US",*.evernote.com,Evernote Corporation,evernote.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,239a5382573c71bf645958fc85a8a0fc,bce3ca8be39b946ccadc1447533aafd3a9ab773641e661c420c65700d9960796,True,ctls,evernote.com,443,https://ws.www.evernote.com:443,https,Google Frontend,text/html,GET,34.102.163.70,/,-1545075354,34.102.163.70,HTTP/3,2405,False,https://evernote.com/,google,True,,,
www.evernote.com,Best Note Taking App - Organize Your Notes with Evernote,200,81621,AS20940,AKAMAI-ASN1,NL,23.208.0.0/12,evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-17T00:00:00Z,2023-11-01T23:59:59Z,"CN=*.evernote.com, O=Evernote Corporation, L=Redwood City, ST=California, C=US",*.evernote.com,Evernote Corporation,evernote.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,239a5382573c71bf645958fc85a8a0fc,bce3ca8be39b946ccadc1447533aafd3a9ab773641e661c420c65700d9960796,True,ctls,evernote.com,443,https://www.evernote.com:443,https,Google Frontend,text/html,GET,23.218.209.197,/,-1545075354,23.218.209.197,HTTP/3,2392,False,https://evernote.com/,,,,,
xml.evernote.com,,403,243,AS20940,AKAMAI-ASN1,NL,184.24.0.0/13,xml.evernote.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-22T00:00:00Z,2024-01-23T23:59:59Z,"CN=*.evernote.com, O=Evernote Corporation, L=Redwood City, ST=California, C=US",*.evernote.com,Evernote Corporation,evernote.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,98ebfde89bcc623d2bbe589dc02ace15,2637630ede658430d643ec7e6543d831907340959cbbef08bde124bcc9f16e17,True,ctls,xml.evernote.com,443,https://xml.evernote.com:443,https,AmazonS3,application/xml,GET,184.30.25.217,/,210282058,184.30.25.217,Amazon Web Services,2,False,,,,,,
zenapi.evernote.com,,200,1,AS15169,GOOGLE,US,35.190.0.0/17,zenapi.evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-17T00:00:00Z,2023-11-01T23:59:59Z,"CN=*.evernote.com, O=Evernote Corporation, L=Redwood City, ST=California, C=US",*.evernote.com,Evernote Corporation,evernote.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,239a5382573c71bf645958fc85a8a0fc,bce3ca8be39b946ccadc1447533aafd3a9ab773641e661c420c65700d9960796,True,ctls,zenapi.evernote.com,443,https://zenapi.evernote.com:443,https,Apache,text/html,GET,35.190.11.201,/,-572644357,35.190.11.201,HTTP/3,2,False,,google,True,,,
zendesk1.evernote.com,,403,16,AS13335,CLOUDFLARENET,US,162.159.160.0/24,zendesk1.evernote.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-07T00:00:00Z,2024-05-06T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.evernote.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1b67f7525504eaa8d2024f9f169123d2,e980ebbaa9211545f771869084df834874082547df65e39043a1e436fbd8f135,True,ctls,zendesk1.evernote.com,443,https://zendesk1.evernote.com:443,https,cloudflare,text/plain,GET,162.159.128.7,/,,162.159.138.6,Cloudflare,1,False,,cloudflare,True,,,
zendesk1.help.evernote.com,,403,16,AS13335,CLOUDFLARENET,US,162.159.160.0/24,,,,,,,,,,,,,,,,,,,,80,http://zendesk1.help.evernote.com:80,http,cloudflare,text/plain,GET,162.159.128.7,/,,162.159.138.6,Cloudflare,1,False,,cloudflare,True,,,
