new,host,a,aaaa,cname,soa,caa,status_code,cdn,cdn-name,ns,has_internal_ips,internal_ips,mx,txt
[x],licensing-api.nutanix.com,104.81.99.168,"2a02:26f0:d8:1091::376f, 2a02:26f0:d8:1081::376f","licensing-api.nutanix.com.edgekey.net, e14191.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],licensing.nutanix.com,,,"licensing.nutanix.com.edgekey.net, e14191.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],link.jiratest.nutanix.com,,,track.smtp2go.net,"ns4.smtpcorp.com, hostmaster.smtp2go.com",letsencrypt.org,NOERROR,,,,,,track.smtp2go.net,v=spf1 include:spf.smtp2go.com -all
[x],link.nutanix.com,,,sendgrid.net,,"godaddy.com, amazonaws.com",NOERROR,,,,,,,
[x],links.nutanix.com,"151.101.1.195, 151.101.65.195",,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,fastly,,,,,
[x],logging-staging.console.nutanix.com,"95.101.74.149, 95.101.74.143","2a02:26f0:c900:9::5f65:4a8f, 2a02:26f0:c900:9::5f65:4a95","staging.console.nutanix.com.edgekey.net, e28941.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],login-staging.console.nutanix.com,"95.101.111.130, 95.101.111.149","2a02:26f0:3500:14::1724:a24c, 2a02:26f0:3500:14::1724:a251","staging.console.nutanix.com.edgekey.net, e28941.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],login.cloud.nutanix.com,23.36.239.36,"2a02:26f0:1700:19d::181c, 2a02:26f0:1700:18f::181c","cloud.nutanix.com.edgekey.net, e6172.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],login.console.nutanix.com,"2.17.100.147, 2.17.100.251","2a02:26f0:ab00::5c7a:d718, 2a02:26f0:ab00::5c7a:d76a","console.nutanix.com.edgekey.net, e28784.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],login.epoch.nutanix.com,,,,"ns-1660.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],login.frame.nutanix.com,"54.81.63.74, 44.215.82.39, 52.200.151.81",,,"ns-335.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1125.awsdns-12.org, ns-2043.awsdns-63.co.uk, ns-335.awsdns-41.com, ns-628.awsdns-14.net",,,,
[x],login.staging.frame.nutanix.com,"54.197.59.113, 3.220.113.27, 54.84.138.1",,,"ns-625.awsdns-14.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],login.xlabs.nutanix.com,192.146.154.44,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],m.nutanix.com,64.202.189.170,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],magellan.nutanix.com,35.196.10.14,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,google,"ns-109.awsdns-13.com, ns-1511.awsdns-60.org, ns-1902.awsdns-45.co.uk, ns-742.awsdns-28.net",,,,
[x],mail.newsondemand.nutanix.com,109.203.101.227,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],mcp01.nutanix.com,192.146.154.1,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],media-erpalt.xi.nutanix.com,"95.101.111.146, 95.101.111.147","2a02:26f0:480:23::1726:62b1, 2a02:26f0:480:23::1726:6297","xi.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],media-fra5-1.xi.nutanix.com,"23.61.11.175, 23.61.11.184","2600:1408:7400::17de:4ff3, 2600:1408:7400::17de:4fa9","xi.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],melgp.nutanix.com,49.255.130.54,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],mercury02.nutanix.com,192.146.155.72,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],messaging-staging.console.nutanix.com,"2.17.100.241, 2.17.100.139","2a02:26f0:ab00::214:8e79, 2a02:26f0:ab00::214:8e72","staging.console.nutanix.com.edgekey.net, e28941.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],meta.epoch.nutanix.com,35.244.254.46,,,"ns-1660.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,google,"ns-1361.awsdns-42.org, ns-1660.awsdns-15.co.uk, ns-203.awsdns-25.com, ns-651.awsdns-17.net",,,,
[x],metrics.testdrive.nutanix.com,10.41.70.156,,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,NOERROR,,,,True,10.41.70.156,,
[x],mgmt.veritas.nutanix.com,"10.197.24.100, 10.197.24.209, 205.251.192.184, 205.251.194.65, 205.251.196.92, 205.251.199.40",,,"ns-1832.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-577.awsdns-08.net, ns-184.awsdns-23.com, ns-1832.awsdns-37.co.uk, ns-1116.awsdns-11.org",True,"10.197.24.100, 10.197.24.209",,
[x],mobile-order.xi.nutanix.com,"2.17.100.152, 2.17.100.224","2a02:26f0:ab00::214:8e48, 2a02:26f0:ab00::214:8e70","xi.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],monitoring-prod.cloud-internal.nutanix.com,10.246.11.157,,,"ns-1502.awsdns-59.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,True,10.246.11.157,,
[x],monitoring-prod.frame.nutanix.com,10.224.44.118,,,"ns-335.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,True,10.224.44.118,,
[x],msoid.nutanix.com,"20.190.159.71, 40.126.31.67, 20.190.159.64, 40.126.31.71, 40.126.31.69, 20.190.159.4, 20.190.159.0, 20.190.159.2",,"clientconfig.microsoftonline-p.net, a.privatelink.msidentity.com, prda.aadg.msidentity.com, www.tm.a.prd.aadg.akadns.net","internal.akadns.net, hostmaster.akamai.com",,NOERROR,True,azure,,,,,
[x],nats.ndb.nutanix.com,"44.206.39.12, 3.212.243.169, 54.88.253.15",,nats-cluster1-cdb362cfde04ff11.elb.us-east-1.amazonaws.com,"ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],ncxportal.nutanix.com,"3.216.88.215, 174.129.74.215, 44.198.105.115, 34.199.17.76, 52.207.176.234",,"741f2336259d711540ecb5fba9ae7750.freshservice.com, fserv-use1-lb25.freshservice.com","ns-1687.awsdns-18.co.uk, awsdns-hostmaster.amazon.com","letsencrypt.org, amazon.com",NOERROR,,,,,,,
[x],ndb.nutanix.com,"34.225.137.115, 44.194.165.71, 184.73.192.152",,ndb-api-gateway-762345694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],newsondemand.nutanix.com,109.203.101.227,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,mail.newsondemand.nutanix.com,v=spf1 a mx -all
[x],notification-api.xready.nutanix.com,35.243.134.198,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,google,,,,,
[x],nrlab.nutanix.com,,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],ns01.nutanix.com,66.151.134.225,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],nuschoollabs.nutanix.com,192.146.154.92,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],nutanix.com,192.146.155.35,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com","mailto:security@nutanix.com, amazon.com, digicert.com, letsencrypt.org, pki.goog, sectigo.com",NOERROR,,,"ns-109.awsdns-13.com, ns-742.awsdns-28.net, ns-1511.awsdns-60.org, ns-1902.awsdns-45.co.uk",,,"mxa-002c1b01.gslb.pphosted.com, mxb-002c1b01.gslb.pphosted.com","8qtY1/gLg=, OSSRH-80586, asv=a5d64091be780abb42720289df9deb05, apple-domain-verification=OUnH6YW0Xxc7bNb8, amazonses:jetYgeYUjmE8lkSvVJD557aFH/wfjFb7ID, status-page-domain-verification=15w49qss6pg9, docusign=03007c10-b780-42a0-8435-72560ec62aca, docusign=1261074d-16ac-43a5-bf22-1f89fe3601f9, google-site-verification=D-rneUwU0RQXb7VQFMw4bLEdmFl9THJv21apaxot0G0, google-site-verification=Mj-imIPFf73_77h3qLuAMxHWr74agvc4_JQ_Qt__qD0, google-site-verification=Mn85dqgjPxR_j-sgu5jwUZFibTAqHMPvcRQ2UBf3dz0, google-site-verification=Qy2LraoFdhTc-l8UEyBrHsjnHNXIoqkXnbNh01bZ67M, google-site-verification=_rMwmOsa2qc53PgXA7VHka8yI3X5TWafzjvxdpr1tn0, google-site-verification=etfNh0iNF6Mg5mqpfkjM1YcSllAiwcu6TsWbSxFHALk, google-site-verification=lCjDe5ptg-Hw_5XQ4BQDUOcRZODaJRHkjlVXQtCymSQ, google-site-verification=n97fXx0qBvhcakDumW9Va9l04fcoxnswIs8aSWVVclE, _globalsign-domain-verification=GpdGjvrQ-2CyIzFc1VTKNfEyFwW9qncr7E0G0gcTFS, wiz-domain-verification=07f49e505191c15d6ec8df428fd56fb34f4f4651bf2eedd4245e9d4597703509, adobe-idp-site-verification=63d2dc3345e765e927c4154d13b0c4f1a2031093dd26d6c25c5ac193c2512f73, cisco-ci-domain-verification=6212a84f06e521d2dbac72930db8e3e365a362ca95f13408dcb8b4936ffa62d9, webexdomainverification.4C675B88D520B136E053AB06FC0A3F65=244816c9-0e81-4731-b7e9-46fe46b49c53, atlassian-domain-verification=3JWXfPKlKFn3xoviwcavuh9FmqJa8TMIwa2jKA2BBGgcc/OGlmS/l8buPN2rYy7d, atlassian-domain-verification=8rXtqbIJFq8DYBSvp1uCXmJGbfqgaTOasR5tciYODfTrydUIcF/dBC1uHiaTmDij, atlassian-domain-verification=aJdiPwGJY2uCbjssxtMdYEo7YNOuzWEDBCsp9tSrfdd5tgJOd8upna6iUelGQbdz, wrike-verification=NDkxMTk1MjoyNDg3NWI2ZjEyMTgyNzJmYWY4ZGQ2NTczYTgxZjYzN2EwZWRjNzE1NmZiNDQxNGY0ZGI4NWRkMTY5OGUzNTll, v=spf1 include:spfa.nutanix.com include:spfb.nutanix.com include:spf.protection.outlook.com include:mktomail.com include:mailsenders.netsuite.com include:_spf.salesforce.com include:spf-002c1b01.pphosted.com -all"
[x],nutanixready.nutanix.com,66.151.148.11,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],nx-gcp.nutanix.com,34.96.109.194,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,google,,,,,
[x],o1.dev.nutanix.com,198.21.4.205,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],o44.ptr1794.next2021.nutanix.com,167.89.54.28,,,"ns-1684.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],oag-dev.nutanix.com,192.146.155.41,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],oag.nutanix.com,192.146.155.41,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],operations.nutanix.com,95.100.66.77,"2a02:26f0:3100:1af::376f, 2a02:26f0:3100:1b5::376f","operations.nutanix.com.edgekey.net, e14191.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],opsoceania.xi.nutanix.com,"2.20.143.80, 2.20.142.17","2a02:26f0:e8::6856:6ec2, 2a02:26f0:e8::6856:6ec1","xi.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],origin-xpress.nutanix.com,35.196.10.160,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,google,,,,,
[x],origin.beam.nutanix.com,"54.86.28.88, 18.206.113.227",,beam-api-gateway-2049309847.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],ovpn.nutanix.com,206.169.130.228,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],partnerportal.nutanix.com,"18.66.122.102, 18.66.122.77, 18.66.122.53, 18.66.122.97",,d29uylgmlax07z.cloudfront.net,,,NOERROR,True,cloudfront,,,,,
[x],partnerxtribe.nutanix.com,"52.204.233.198, 52.23.59.102, 34.192.229.91",,nutanixpartner.influitive.com,"ns-1354.awsdns-41.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],passport-origin.nutanix.com,34.73.160.227,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,google,,,,,
[x],passport.nutanix.com,104.106.224.41,,"passport.nutanix.com.edgekey.net, e14191.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],pekgp.nutanix.com,1.203.93.38,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],phx-ras.xlabs.nutanix.com,192.146.154.30,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],phx-vpn.xlabs.nutanix.com,192.146.154.31,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],pigeon.nutanix.com,"2.17.100.152, 2.17.100.224",,"pigeon.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],portal-dev.saas.nutanix.com,,"2a02:26f0:b200::58dd:1932, 2a02:26f0:b200::58dd:1913","portal-dev.saas.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],portal-origin.saas.nutanix.com,"44.194.63.251, 107.23.154.165, 23.22.225.43",,"portal-green-origin.saas.nutanix.com, k8s-prodgree-saasport-1770ce5de6-1485562502.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],portal.frame.nutanix.com,"3.226.169.143, 34.239.218.54",,,"ns-335.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],portal.nutanix.com,104.81.239.107,,"portal.nutanix.com.edgekey.net, e9966.b.akamaiedge.net",,,NOERROR,,,,,,,
[x],portaldata-api.nutanix.com,35.197.105.196,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,google,,,,,
[x],preview.nutanix.com,34.95.101.23,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,google,,,,,
[x],pricer.nutanix.com,95.101.45.166,,"pricer.nutanix.com.edgekey.net, e14191.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],prod-db-postgresgit.xi.nutanix.com,"2.17.100.224, 2.17.100.152","2a02:26f0:ab00::214:8e48, 2a02:26f0:ab00::214:8e70","xi.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],productsizer.nutanix.com,"104.71.130.33, 104.71.130.57",,"productsizer.nutanix.com.edgekey.net, e26240.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],qa-licensing-api.nutanix.com,104.88.29.162,,"qa-licensing-api.nutanix.com.edgekey.net, e14191.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],qa-test.epoch.nutanix.com,34.107.177.0,,,"ns-1660.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,google,,,,,
[x],redirect.nutanix.com,192.146.154.70,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],release-api.nutanix.com,104.102.35.93,,"release-api.nutanix.com.edgekey.net, e9966.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],rnd-billing-api.nutanix.com,"95.101.74.137, 95.101.74.158",,"rnd-billing-api.nutanix.com.edgekey.net, e26240.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],rnd-billing-jobs.nutanix.com,"95.101.74.158, 95.101.74.137",,"rnd-billing-jobs.nutanix.com.edgekey.net, e26240.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],rnd-billing.nutanix.com,"104.71.130.33, 104.71.130.57",,"rnd-billing.nutanix.com.edgekey.net, e26240.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],rnd-portal.nutanix.com,104.105.47.201,,"rnd-portal.nutanix.com.edgekey.net, e9966.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],rs.nutanix.com,212.54.155.58,,us01.rocketseed.com,"pdns05.domaincontrol.com, dns.jomax.net",,NOERROR,,,,,,,
[x],rtppocgp.nutanix.com,216.109.223.4,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-109.awsdns-13.com, ns-1511.awsdns-60.org, ns-1902.awsdns-45.co.uk, ns-742.awsdns-28.net",,,,
[x],rundeck.insights.nutanix.com,"54.212.155.242, 54.201.75.127, 54.188.18.22",,,"ns-711.awsdns-24.net, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1534.awsdns-63.org, ns-1949.awsdns-51.co.uk, ns-257.awsdns-32.com, ns-711.awsdns-24.net",,,,
[x],rx.nutanix.com,192.146.154.35,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],s3-updatessomy-external-domain.xi.nutanix.com,"2.17.100.152, 2.17.100.224","2a02:26f0:480:23::1726:62b1, 2a02:26f0:480:23::1726:6297","xi.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],sa.beam.nutanix.com,"18.66.122.13, 18.66.122.71, 18.66.122.110, 18.66.122.40","2600:9000:2250:7400:16:5b6a:96c0:93a1, 2600:9000:2250:d400:16:5b6a:96c0:93a1, 2600:9000:2250:c800:16:5b6a:96c0:93a1, 2600:9000:2250:7000:16:5b6a:96c0:93a1, 2600:9000:2250:2e00:16:5b6a:96c0:93a1, 2600:9000:2250:e400:16:5b6a:96c0:93a1, 2600:9000:2250:4800:16:5b6a:96c0:93a1, 2600:9000:2250:7a00:16:5b6a:96c0:93a1",d1lhoaalcpyc0r.cloudfront.net,"ns-1575.awsdns-04.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,"ns-1284.awsdns-32.org, ns-1575.awsdns-04.co.uk, ns-198.awsdns-24.com, ns-648.awsdns-17.net",,,,
[x],saas.nutanix.com.edgekey.net,"92.123.189.67, 92.123.189.49",,e26240.b.akamaiedge.net,"n0b.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],sales-navigator.nutanix.com,104.81.99.168,"2a02:26f0:d8:1081::376f, 2a02:26f0:d8:1091::376f","expansion-explorer.nutanix.com.edgekey.net, e14191.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],sales.nutanix.com,"35.86.25.2, 34.208.251.35, 54.189.137.219",,"9c91e487-124c-43b1-b106-b9c9a7f1f75d.outrch.com, app1a.outrch.com","ns-2.awsdns-00.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],salesportal-api-origin.nutanix.com,35.237.112.96,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,google,,,,,
[x],salesportal-api.nutanix.com,95.101.45.166,"2a02:26f0:c900:28d::376f, 2a02:26f0:c900:284::376f","salesportal-api.nutanix.com.edgekey.net, e14191.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],salesportal.nutanix.com,104.105.88.220,"2600:1408:7400:2a7::376f, 2600:1408:7400:294::376f","salesportal.nutanix.com.edgekey.net, e14191.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],sc-dev.flow.nutanix.com,"104.18.211.56, 104.18.210.56","2606:4700::6812:d238, 2606:4700::6812:d338",ssl.readmessl.com,"jeremy.ns.cloudflare.com, dns.cloudflare.com","digicert.com, pki.goog; cansignhttpexchanges=yes, letsencrypt.org, comodoca.com",NOERROR,True,cloudflare,,,,,
[x],sc.beam.nutanix.com,,,beam.nutanix.com.edgekey.net,,,NOERROR,,,,,,,
[x],se.frame.nutanix.com,"34.239.218.54, 3.226.169.143",,,"ns-335.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1125.awsdns-12.org, ns-2043.awsdns-63.co.uk, ns-335.awsdns-41.com, ns-628.awsdns-14.net",,,,
[x],seagp.nutanix.com,66.193.132.66,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-109.awsdns-13.com, ns-1511.awsdns-60.org, ns-1902.awsdns-45.co.uk, ns-742.awsdns-28.net",,,,
[x],searchhead.corp.splunk.xi.nutanix.com,10.50.36.23,,,"ns-397.awsdns-49.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,True,10.50.36.23,,
[x],searchhead.main.splunk.dev-xi.nutanix.com,35.86.16.106,,searchhead-main-dev-splunk-2112973500.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],searchhead.main.splunk.xi.nutanix.com,44.240.157.27,,searchhead-main-prod-splunk-77541982.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],searchlight.beam.nutanix.com,"54.174.219.165, 18.211.246.67",,sc-nx-laser-service-grpc-809056249.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],secadvisories.nutanix.com,95.101.45.166,"2a02:26f0:1700:1ab::376f, 2a02:26f0:1700:19d::376f","secadvisories.nutanix.com.edgekey.net, e14191.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],securemail.nutanix.com,148.163.151.68,,pe-002c1b01.gslb.pphosted.com,"ns-sc4.proofpoint.com, ops.proofpoint.com",,NOERROR,,,,,,,
[x],service-partners.nutanix.com,34.117.168.233,,"www213.wixdns.net, gcdn0.wixdns.net, td-ccm-168-233.wixdns.net","dns1.p02.nsone.net, hostmaster.nsone.net",,NOERROR,True,google,,,,,abuseipdb-verification=8qJ6WeEM
[x],services.nutanix.com,"2.17.100.224, 2.17.100.152",,"services.nutanix.com.edgekey.net, e26240.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],sftp1.nutanix.com,23.253.76.61,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],sgt.nutanix.com,216.223.175.74,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],sharefilepoc.nutanix.com,66.161.134.238,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],sherlock.nutanix.com,,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,google,,,,,
[x],sherlock.user-authn-testingbranch7-2.dev.dev-iam.xi.nutanix.com,"2.16.187.105, 2.16.187.56","2a02:26f0:3100::1735:2b70, 2a02:26f0:3100::1735:2b61","xi.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],showback-ssl.beam.nutanix.com,"44.239.198.98, 52.13.143.27",,calm-sb-service-d33f9ee2fd75ccc5.elb.us-west-2.amazonaws.com,"ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],sichuan.nutanix.com,192.146.154.29,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],signin.user-authn-testingbranch7-2.dev.dev-iam.xi.nutanix.com,"95.101.111.146, 95.101.111.147","2a02:26f0:3500:14::1724:a247, 2a02:26f0:3500:14::1724:a24a","xi.nutanix.com.edgekey.net, e26240.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],sip.nutanix.com,52.112.192.11,2603:1027:0:3::b,sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",,NOERROR,,,,,,,
[x],sites.nutanix.com,142.250.185.83,2a00:1450:4001:80e::2013,ghs.google.com,"ns1.google.com, dns-admin.google.com",,NOERROR,,,,,,,
[x],sizer.nutanix.com,"2.19.195.184, 104.110.240.24",,"sizer.nutanix.com.edgekey.net, e26240.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],smart.nutanix.com,147.135.46.73,,"whs.sendergen.com, www-c0.sendergen.com, vin3-relay.sendergen.com, can3-relay.sendergen.com","ns-971.awsdns-57.net, awsdns-hostmaster.amazon.com","digicert.com, letsencrypt.org",NOERROR,,,,,,,
[x],smtp1.pulse.nutanix.com,206.169.130.240,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-109.awsdns-13.com, ns-1511.awsdns-60.org, ns-1902.awsdns-45.co.uk, ns-742.awsdns-28.net",,,,
[x],smtp3.pulse.nutanix.com,66.151.134.234,,,"ns-1902.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
[x],splunk.dev-xi.nutanix.com,,,,"ns-832.awsdns-40.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
