input,title,status_code,content_length,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,tech_,tls_subject_org_,tls_wildcard_certificate,cdn_name,cdn,tls_mismatched,final_url,tls_self_signed,csp_domains_,location,tls_expired
exe-6-1-1.mini5-1.opera-mini.net,,200,,80,http://exe-6-1-1.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exe-7-1-1.beta.opera-mini.net,,200,,80,http://exe-7-1-1.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exe-7-1-1.mini5-1.opera-mini.net,,200,,80,http://exe-7-1-1.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exe-7-1-2.beta.opera-mini.net,,200,,80,http://exe-7-1-2.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.242,/,-21967118,82.145.209.242,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exe-7-1-2.mini5-1.opera-mini.net,,200,,80,http://exe-7-1-2.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.242,/,-21967118,82.145.209.242,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exe-7-1-3.beta.opera-mini.net,,200,,80,http://exe-7-1-3.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.243,/,-21967118,82.145.209.243,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exe-7-1-3.mini5-1.opera-mini.net,,200,,80,http://exe-7-1-3.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.243,/,-21967118,82.145.209.243,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ext-autoupdate.opera.com,,405,,443,https://ext-autoupdate.opera.com:443,https,nginx,text/xml,GET,18.66.112.33,/,791509167,2600:9000:223f:f000:1b:91af:2880:93a1,1,False,ext-autoupdate.opera.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2024-02-09T23:59:59Z,"CN=autoupdate.geo.opera.com, O=Opera Norway AS, L=Oslo, ST=Oslo, C=NO",autoupdate.geo.opera.com,ext-autoupdate.opera.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,92959286a2900f4c5ed16e105235e0e1,9aabd676a6f4c93f9a333d2a9f4902c6df6a31da026768239bba6f6670bf3e09,ctls,ext-autoupdate.opera.com,Nginx,Opera Norway AS,,cloudfront,True,,,,,,
ext-download.opera.com,Download Opera for computers - Opera,200,64694,443,https://ext-download.opera.com:443,https,,text/html,GET,18.66.147.21,/,-982486337,2600:9000:225e:ae00:8:1e61:b640:93a1,2128,False,www.opera.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2022-06-14T00:00:00Z,2023-06-29T23:59:59Z,"CN=www.opera.com, O=Opera Norway AS, L=Oslo, ST=Oslo, C=NO",www.opera.com,opera.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,48fa4becf140b517586f8337e19d7de1,d2d9d979e6770d25c592082abe57af569dfea075542a4e5af8b198c8af393327,ctls,www.opera.com,HSTS,Opera Norway AS,,cloudfront,True,,https://www.opera.com/legacy,,https://*.opera.com,,
extension-updates.geo.opera.com,404 Not Found,404,146,443,https://extension-updates.geo.opera.com:443,https,nginx,text/html,GET,185.26.182.93,/,1494302000,185.26.182.94,8,False,extension-updates.geo.opera.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2021-09-23T11:51:38Z,2031-09-21T11:51:38Z,CN=n03-03-01.lb.opera.technology,n03-03-01.lb.opera.technology,n03-03-01.lb.opera.technology,CN=n03-03-01.lb.opera.technology,n03-03-01.lb.opera.technology,,e932be3dfe114231fd6469c45b1baa1f,1138ef9c33db33da6a817fcbd0fc2fdba007913961799e883ae1cdc549a04043,ctls,extension-updates.geo.opera.com,Nginx,,,,,True,,True,,,
external-dft4-2.beta.opera-mini.net,,200,,80,http://external-dft4-2.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.242,/,-21967118,82.145.209.242,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
external-dft4-2.mini5-1.opera-mini.net,,200,,80,http://external-dft4-2.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.242,/,-21967118,82.145.209.242,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f.ns.e.opera.com,,404,60,443,https://f.ns.e.opera.com:443,https,nginx,text/html,GET,185.26.182.110,/,791509167,185.26.182.109,1,False,f.ns.e.opera.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-03T00:00:00Z,2024-01-10T23:59:59Z,"CN=*.opera.com, O=Opera Norway AS, L=Oslo, ST=Oslo, C=NO",*.opera.com,opera.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,498a2cdd017c633028562cc8e297a95c,f8531f669432cb19e801603b6eb7542ec69409eeb9b8e225664ae6fc6e9c0879,ctls,f.ns.e.opera.com,Nginx,Opera Norway AS,True,,,True,,,,,
f0-3-5-7.beta.opera-mini.net,,200,,80,http://f0-3-5-7.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.250,/,-21967118,82.145.211.250,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0-7-8-4.beta.opera-mini.net,,200,,80,http://f0-7-8-4.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0-7-8-4.mini5-1.opera-mini.net,,200,,80,http://f0-7-8-4.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f1-9-9-7.beta.opera-mini.net,,200,,80,http://f1-9-9-7.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.250,/,-21967118,82.145.211.250,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f1-9-9-7.mini5-1.opera-mini.net,,200,,80,http://f1-9-9-7.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.250,/,-21967118,82.145.211.250,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f10-5-10-5.beta.opera-mini.net,,200,,80,http://f10-5-10-5.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.254,/,-21967118,82.145.209.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f10-5-10-5.mini5-1.opera-mini.net,,200,,80,http://f10-5-10-5.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.254,/,-21967118,82.145.209.254,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fa1-1-78-2.beta.opera-mini.net,,200,,80,http://fa1-1-78-2.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.242,/,-21967118,82.145.209.242,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fa2-1-7-4.beta.opera-mini.net,,200,,80,http://fa2-1-7-4.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fa2-1-7-4.mini5-1.opera-mini.net,,200,,80,http://fa2-1-7-4.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facc1-1.beta.opera-mini.net,,200,,80,http://facc1-1.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facc1-1.mini5-1.opera-mini.net,,200,,80,http://facc1-1.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facebook-messenger-for-windows-7.beta.opera-mini.net,,200,,80,http://facebook-messenger-for-windows-7.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.250,/,-21967118,82.145.211.250,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facebook-messenger-for-windows-7.mini5-1.opera-mini.net,,200,,80,http://facebook-messenger-for-windows-7.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.250,/,-21967118,82.145.211.250,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facebook-windows-10.beta.opera-mini.net,,200,,80,http://facebook-windows-10.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facebook-windows-10.mini5-1.opera-mini.net,,200,,80,http://facebook-windows-10.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.211.253,/,-21967118,82.145.211.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facebook.labs-turbo-speed.beta.opera-mini.net,,200,,80,http://facebook.labs-turbo-speed.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.253,/,-21967118,82.145.209.253,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fai-ext.ams.opera.technology,403 Forbidden,403,555,443,https://fai-ext.ams.opera.technology:443,https,nginx/1.18.0,text/html,GET,185.26.182.142,/,630417597,185.26.182.142,14,False,fai-ext.ams.opera.technology,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2023-05-05T00:00:00Z,2024-05-03T23:59:59Z,"CN=fai-ext.ams.opera.technology, O=Opera Norway AS, L=Oslo, ST=Oslo, C=NO",fai-ext.ams.opera.technology,fai-ext.ams.opera.technology,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,9f331be6b346f07697be287b1799e3d0,3e4ec1fa94a41545fe345586b6eaf70f2643b12a6b9ea782de5d01388d9c6d55,ctls,fai-ext.ams.opera.technology,Nginx:1.18.0,Opera Norway AS,,,,,,,,,
famd15-1.beta.opera-mini.net,,200,,80,http://famd15-1.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faqp3-1.beta.opera-mini.net,,200,,80,http://faqp3-1.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faqp3-1.mini5-1.opera-mini.net,,200,,80,http://faqp3-1.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faru2-1.beta.opera-mini.net,,200,,80,http://faru2-1.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faru2-1.mini5-1.opera-mini.net,,200,,80,http://faru2-1.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faru6-1.beta.opera-mini.net,,200,,80,http://faru6-1.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faru6-1.mini5-1.opera-mini.net,,200,,80,http://faru6-1.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbbi1-1.beta.opera-mini.net,,200,,80,http://fbbi1-1.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbbi1-1.mini5-1.opera-mini.net,,200,,80,http://fbbi1-1.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbbi1-2.beta.opera-mini.net,,200,,80,http://fbbi1-2.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.242,/,-21967118,82.145.209.242,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbbi1-2.mini5-1.opera-mini.net,,200,,80,http://fbbi1-2.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.242,/,-21967118,82.145.209.242,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbc-7-10-4.beta.opera-mini.net,,200,,80,http://fbc-7-10-4.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbc-9-10-3.beta.opera-mini.net,,200,,80,http://fbc-9-10-3.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.243,/,-21967118,82.145.209.243,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbc-9-10-3.mini5-1.opera-mini.net,,200,,80,http://fbc-9-10-3.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.243,/,-21967118,82.145.209.243,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbc-9-10-4.beta.opera-mini.net,,200,,80,http://fbc-9-10-4.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbc-9-10-4.mini5-1.opera-mini.net,,200,,80,http://fbc-9-10-4.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbcn12-1.beta.opera-mini.net,,200,,80,http://fbcn12-1.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbcn12-1.mini5-1.opera-mini.net,,200,,80,http://fbcn12-1.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbdj5-1.beta.opera-mini.net,,200,,80,http://fbdj5-1.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbdj5-1.mini5-1.opera-mini.net,,200,,80,http://fbdj5-1.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbdo2-1.beta.opera-mini.net,,200,,80,http://fbdo2-1.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbdo2-1.mini5-1.opera-mini.net,,200,,80,http://fbdo2-1.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbdq2-1.mini5-1.opera-mini.net,,200,,80,http://fbdq2-1.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fben4-1.beta.opera-mini.net,,200,,80,http://fben4-1.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fben4-1.mini5-1.opera-mini.net,,200,,80,http://fben4-1.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbey11-1.beta.opera-mini.net,,200,,80,http://fbey11-1.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbey20-1.beta.opera-mini.net,,200,,80,http://fbey20-1.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbey20-1.mini5-1.opera-mini.net,,200,,80,http://fbey20-1.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbga1-4.beta.opera-mini.net,,200,,80,http://fbga1-4.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbga1-4.mini5-1.opera-mini.net,,200,,80,http://fbga1-4.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.244,/,-21967118,82.145.209.244,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbhx1-1.beta.opera-mini.net,,200,,80,http://fbhx1-1.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbhx1-1.mini5-1.opera-mini.net,,200,,80,http://fbhx1-1.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbkk10-1.beta.opera-mini.net,,200,,80,http://fbkk10-1.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbkl1-1.beta.opera-mini.net,,200,,80,http://fbkl1-1.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbkl1-1.mini5-1.opera-mini.net,,200,,80,http://fbkl1-1.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fblr1-3.beta.opera-mini.net,,200,,80,http://fblr1-3.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.243,/,-21967118,82.145.209.243,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fblr17-1.beta.opera-mini.net,,200,,80,http://fblr17-1.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fblr17-1.mini5-1.opera-mini.net,,200,,80,http://fblr17-1.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbma1-1.beta.opera-mini.net,,200,,80,http://fbma1-1.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbma1-1.mini5-1.opera-mini.net,,200,,80,http://fbma1-1.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbog13-1.beta.opera-mini.net,,200,,80,http://fbog13-1.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbog13-1.mini5-1.opera-mini.net,,200,,80,http://fbog13-1.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbom18-1.mini5-1.opera-mini.net,,200,,80,http://fbom18-1.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbom19-2.beta.opera-mini.net,,200,,80,http://fbom19-2.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.242,/,-21967118,82.145.209.242,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbom19-2.mini5-1.opera-mini.net,,200,,80,http://fbom19-2.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.242,/,-21967118,82.145.209.242,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbrm1-1.mini5-1.opera-mini.net,,200,,80,http://fbrm1-1.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbrs1-1.mini5-1.opera-mini.net,,200,,80,http://fbrs1-1.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbru4-1.mini5-1.opera-mini.net,,200,,80,http://fbru4-1.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc10-2.beta.opera-mini.net,,200,,80,http://fc10-2.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.242,/,-21967118,82.145.209.242,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc10-2.mini5-1.opera-mini.net,,200,,80,http://fc10-2.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.242,/,-21967118,82.145.209.242,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc8-2.mini5-1.opera-mini.net,,200,,80,http://fc8-2.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.242,/,-21967118,82.145.209.242,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc9-2.beta.opera-mini.net,,200,,80,http://fc9-2.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.242,/,-21967118,82.145.209.242,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc9-2.mini5-1.opera-mini.net,,200,,80,http://fc9-2.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.242,/,-21967118,82.145.209.242,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fcai10-1.beta.opera-mini.net,,200,,80,http://fcai10-1.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fcai10-1.mini5-1.opera-mini.net,,200,,80,http://fcai10-1.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fcai11-1.mini5-1.opera-mini.net,,200,,80,http://fcai11-1.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fcai2-1.beta.opera-mini.net,,200,,80,http://fcai2-1.beta.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fcai2-1.mini5-1.opera-mini.net,,200,,80,http://fcai2-1.mini5-1.opera-mini.net:80,http,Pike v8.0 release 908: HTTP Server module,application/octet-stream,GET,82.145.209.241,/,-21967118,82.145.209.241,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
