new,host,a,ns,status_code,soa,aaaa,cname,txt,cdn,cdn-name,mx,has_internal_ips,internal_ips,caa
,et-9-1-2.mini5-1.opera-mini.net,82.145.209.242,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,et-9-1-5.beta.opera-mini.net,,,NOERROR,,,,,,,,,,
,et-9-2-1.mini5-1.opera-mini.net,,,NOERROR,,,,,,,,,,
,et-9-3-1.beta.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,et-9-3-2.beta.opera-mini.net,82.145.209.242,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,et0-3-5-7.mini5-1.opera-mini.net,"82.145.211.250, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,et0-7-8-4.beta.opera-mini.net,82.145.209.244,"n15-10-07.opera-mini.net, n14-10-08.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,et0-7-8-4.mini5-1.opera-mini.net,82.145.209.244,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,et1-9-9-7.beta.opera-mini.net,185.26.181.236,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,et6-1.beta.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,ete-0-1-1.mini5-1.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,ete-0-1-2.beta.opera-mini.net,82.145.209.242,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, n14-10-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,ete-0-1-2.mini5-1.opera-mini.net,82.145.209.242,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,ete-1-1-1.beta.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, n14-10-08.opera-mini.net, h14-04-06.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,ete-1-1-1.mini5-1.opera-mini.net,82.145.209.241,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,ete-1-1-2.mini5-1.opera-mini.net,82.145.209.242,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,eth-1-1.beta.opera-mini.net,82.145.209.241,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,eth-1-1.mini5-1.opera-mini.net,82.145.209.241,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,eth-1-4.mini5-1.opera-mini.net,82.145.209.244,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,eth14-19-bas-1-apg.dnsecho.opera.com,172.71.245.60,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,ethdenver2021.opera.com,,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,ethos-canary-ha-production1-ap-northeast-1.beta.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,ethos-canary-ha-production1-ap-northeast-1.dnsecho.opera.com,84.200.69.80,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,ethos-canary-ha-production1-ap-northeast-1.ncnd.opera.com,82.145.215.95,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,etisalat.com.ng.beta.opera-mini.net,185.26.181.253,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,etisalat.com.ng.mini5-1.opera-mini.net,82.145.209.253,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,etna-yz.dnsecho.opera.com,208.69.33.82,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,eu-api.elysium.opera.com,"185.26.182.112, 185.26.182.111",,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,eu-autoupdate.opera.com,"185.26.182.124, 185.26.182.123",,NOERROR,"nic1.opera.com, hostmaster.opera.com","2001:4c28:4000:722:185:26:182:123, 2001:4c28:4000:722:185:26:182:124",,,,,,,,
,eu-cdnbroker.opera.com,"185.26.182.111, 185.26.182.112",,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,eu-central-1.mini5-1.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,eu-download.opera.com,"185.26.182.117, 185.26.182.122",,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,eu-dr-portal.dnsecho.opera.com,192.29.200.168,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,eu-east-1.mini5-1.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,eu-extension-updates.opera.com,"185.26.182.93, 185.26.182.94",,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,v=spf1 -all,,,,,,
,eu-icb.opera.com,"185.26.182.111, 185.26.182.112",,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,eu-storefront.dnsecho.opera.com,172.217.44.132,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,eu-west-1.mini5-1.opera-mini.net,82.145.209.241,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,eu.af.opera.com,,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,"v=DKIM1; p=, v=spf1 -all",,,,,,
,eu.get.opera.com,"185.26.182.71, 185.26.182.72",,NOERROR,"nic1.opera.com, hostmaster.opera.com","2001:4c28:4000:722:185:26:182:71, 2001:4c28:4000:722:185:26:182:72",,,,,,,,
,eu.net.opera.com,"185.26.182.111, 185.26.182.112",,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,eu.tvstore.opera.com,82.145.212.21,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,eu114.sec-tunnel.com,,,NOERROR,"ns.nscluster.at, hostmaster.nscluster.at",,,"v=spf1 -all, v=DKIM1; p=",,,,,,
,eu127.sec-tunnel.com,,,NOERROR,"ns.nscluster.at, hostmaster.nscluster.at",,,"v=DKIM1; p=, v=spf1 -all",,,,,,
,eu142.sec-tunnel.com,,,NOERROR,"ns.nscluster.at, hostmaster.nscluster.at",,,"v=DKIM1; p=, v=spf1 -all",,,,,,
,eu164.sec-tunnel.com,,,NOERROR,"ns.nscluster.at, hostmaster.nscluster.at",,,"v=DKIM1; p=, v=spf1 -all",,,,,,
,eu2-autoupdate.opera.com,"82.145.216.19, 82.145.216.20",,NOERROR,"nic1.opera.com, hostmaster.opera.com","2001:4c28:1:430:82:145:216:20, 2001:4c28:1:430:82:145:216:19",,,,,,,,
,eu22.sec-tunnel.com,,,NOERROR,"ns.nscluster.at, hostmaster.nscluster.at",,,"v=DKIM1; p=, v=spf1 -all",,,,,,
,eu24.sec-tunnel.com,,"anycast1.dnsres.net, anycast2.dnsres.net, ns.nscluster.de, ns.nscluster.at, dns2.cloudns.net, dns1.cloudns.net",NOERROR,"ns.nscluster.at, hostmaster.nscluster.at",,,"v=DKIM1; p=, v=spf1 -all",,,,,,
,eu34.sec-tunnel.com,,,NOERROR,"ns.nscluster.at, hostmaster.nscluster.at",,,"v=DKIM1; p=, v=spf1 -all",,,,,,
,eu63.sec-tunnel.com,,,NOERROR,"ns.nscluster.at, hostmaster.nscluster.at",,,"v=DKIM1; p=, v=spf1 -all",,,,,,
,eu92.sec-tunnel.com,,"dns1.cloudns.net, anycast1.dnsres.net, ns.nscluster.at, ns.nscluster.de, dns2.cloudns.net, anycast2.dnsres.net",NOERROR,"ns.nscluster.at, hostmaster.nscluster.at",,,"v=spf1 -all, v=DKIM1; p=",,,,,,
,eu95.sec-tunnel.com,,,NOERROR,"ns.nscluster.at, hostmaster.nscluster.at",,,"v=DKIM1; p=, v=spf1 -all",,,,,,
,eur-p-gen-6-126-118-2.beta.opera-mini.net,82.145.209.242,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,eur-p-gen-6-126-118-2.mini5-1.opera-mini.net,"82.145.209.242, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","h11-09-08.opera-mini.net, n15-10-07.opera-mini.net, n14-10-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,eur-p-gen-6-126-12-4.beta.opera-mini.net,82.145.209.244,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,eur-p-gen-6-126-123-7.beta.opera-mini.net,82.145.211.250,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,eur-p-gen-6-126-123-7.mini5-1.opera-mini.net,82.145.211.250,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,eur-p-gen-6-126-160-10.beta.opera-mini.net,,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,eur-p-gen-6-126-2-8.beta.opera-mini.net,,,NOERROR,,,,,,,,,,
,eur-p-gen-6-126-2-8.mini5-1.opera-mini.net,82.145.211.251,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,eur-p-gen-6-126-227-10.beta.opera-mini.net,,,NOERROR,,,,,,,,,,
,eur-p-gen-6-126-228-9.beta.opera-mini.net,82.145.211.252,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,eur-p-gen-6-126-233-5.beta.opera-mini.net,82.145.209.254,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,eur-p-gen-6-126-233-5.mini5-1.opera-mini.net,82.145.209.254,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,eur-p-gen-6-126-59-3.mini5-1.opera-mini.net,82.145.209.243,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,eur-p-gen-6-126-6-12.mini5-1.opera-mini.net,82.145.212.253,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,eur-p-gen-6-126-84-6.beta.opera-mini.net,,,NOERROR,,,,,,,,,,
,eur-p-gen-6-126-84-6.mini5-1.opera-mini.net,82.145.211.249,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,eur-p-gen-6-126-94-3.dnsecho.opera.com,"205.171.9.236, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,eur-p-gen-6-126-94-3.mini5-1.opera-mini.net,82.145.209.243,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,eur-p-gen-6-127-180-3.beta.opera-mini.net,,,NOERROR,,,,,,,,,,
,eur-p-gen-6-127-180-3.mini5-1.opera-mini.net,82.145.209.243,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,eur-p-gen-6-127-240-92.dnsecho.opera.com,,,NOERROR,,,,,,,,,,
,eur-p-gen-6-127-35-9.beta.opera-mini.net,82.145.211.252,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,eur-p-gen-6-127-35-9.mini5-1.opera-mini.net,82.145.211.252,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,eur-p-gen-6-127-53-12.beta.opera-mini.net,82.145.212.253,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,eur-p-gen-6-127-53-12.mini5-1.opera-mini.net,82.145.212.253,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,eur-p-gen-6-127-57-2.beta.opera-mini.net,82.145.209.242,"h14-04-06.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,eur-p-gen-6-64-23-3.beta.opera-mini.net,82.145.209.243,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,eurmnz-134-232-184-3.beta.opera-mini.net,82.145.209.243,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,eurmnz-134-232-184-3.mini5-1.opera-mini.net,82.145.209.243,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,eurwbn-134-232-164-6.beta.opera-mini.net,82.145.211.249,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,eurwbn-134-232-164-6.mini5-1.opera-mini.net,82.145.211.249,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,eurwbn-134-232-211-2.mini5-1.opera-mini.net,82.145.209.242,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,eurwbn-134-232-22-11.beta.opera-mini.net,82.145.211.254,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,eurwbn-134-232-35-4.mini5-1.opera-mini.net,"82.145.209.244, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","h11-09-08.opera-mini.net, n15-10-07.opera-mini.net, n14-10-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,eurwbn-134-232-36-4.beta.opera-mini.net,82.145.209.244,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,eurwbn-134-232-36-4.mini5-1.opera-mini.net,"82.145.209.244, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","n14-10-08.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,eurwbn-134-232-38-2.mini5-1.opera-mini.net,"82.145.209.242, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,eurwbn-134-232-51-15config.dnsecho.opera.com,208.69.33.69,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,eurwbn-134-232-52-4.beta.opera-mini.net,82.145.209.244,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,eurwbn-134-232-52-4.mini5-1.opera-mini.net,82.145.209.244,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,eurwbn-134-232-58-8.beta.opera-mini.net,82.145.211.251,"h14-04-06.opera-mini.net, n15-10-07.opera-mini.net, n14-10-08.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,eurwbn01-134-232-154-89.ncnd.opera.com,82.145.215.95,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,eurwbn01-134-232-158-10.dnsecho.opera.com,"205.171.9.236, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,eurwbn01-134-232-158-10.ncnd.opera.com,82.145.215.95,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,eventsgit.dnsecho.opera.com,156.154.77.146,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,exchange-live.dnsecho.opera.com,74.63.24.213,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,exchange.opera.com,"185.26.182.111, 185.26.182.106, 185.26.182.112, 185.26.182.118",,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,exchangesecure-clients-stats-corp.dnsecho.opera.com,84.200.70.40,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,exe-0-1-1.beta.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,exe-0-1-1.mini5-1.opera-mini.net,82.145.209.241,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,exe-0-1-2.beta.opera-mini.net,82.145.209.242,"n15-10-07.opera-mini.net, n14-10-08.opera-mini.net, h14-04-06.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,exe-0-1-2.mini5-1.opera-mini.net,82.145.209.242,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,exe-0-1-3.beta.opera-mini.net,82.145.209.243,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,exe-0-1-3.mini5-1.opera-mini.net,82.145.209.243,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,exe-0-1-4.mini5-1.opera-mini.net,,,NOERROR,,,,,,,,,,
,exe-0-1-5.beta.opera-mini.net,82.145.209.254,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,exe-0-1-5.mini5-1.opera-mini.net,82.145.209.254,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,exe-0-1-7.beta.opera-mini.net,82.145.211.250,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,exe-0-1-7.mini5-1.opera-mini.net,"82.145.211.250, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","n15-10-07.opera-mini.net, h14-04-06.opera-mini.net, h11-09-08.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,exe-0-1-8.mini5-1.opera-mini.net,82.145.211.251,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,exe-0-2-1.mini5-1.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,exe-1-1-1.beta.opera-mini.net,"82.145.209.241, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","h11-09-08.opera-mini.net, n14-10-08.opera-mini.net, h14-04-06.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,exe-1-1-1.mini5-1.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,exe-1-1-2.beta.opera-mini.net,"82.145.209.242, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,exe-1-2-1.mini5-1.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,exe-1-3-1.beta.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,exe-1-3-2.beta.opera-mini.net,82.145.209.242,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,exe-2-1-1.mini5-1.opera-mini.net,82.145.209.241,"n14-10-08.opera-mini.net, h11-09-08.opera-mini.net, n15-10-07.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,exe-2-1-2.beta.opera-mini.net,82.145.209.242,"n14-10-08.opera-mini.net, h14-04-06.opera-mini.net, h11-09-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,exe-2-1-2.mini5-1.opera-mini.net,82.145.209.242,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,exe-2-2-2.beta.opera-mini.net,82.145.209.242,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h14-04-06.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,exe-2-2-2.mini5-1.opera-mini.net,82.145.209.242,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,exe-2-3-1.beta.opera-mini.net,82.145.209.241,"n14-10-08.opera-mini.net, h11-09-08.opera-mini.net, n15-10-07.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,exe-2-3-1.mini5-1.opera-mini.net,,,NOERROR,,,,,,,,,,
,exe-4-1-3.beta.opera-mini.net,82.145.209.243,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,exe-4-1-3.mini5-1.opera-mini.net,82.145.209.243,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,exe-5-1-6.mini5-1.opera-mini.net,82.145.211.249,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,exe-6-1-1.beta.opera-mini.net,82.145.209.241,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,exe-7-1-1.beta.opera-mini.net,82.145.209.241,,NOERROR,,,,,,,,,,
,exe-7-1-1.mini5-1.opera-mini.net,,"h14-04-06.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,exe-7-1-2.beta.opera-mini.net,82.145.209.242,"n15-10-07.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,exe-7-1-2.mini5-1.opera-mini.net,82.145.209.242,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,exe-7-1-3.beta.opera-mini.net,185.26.181.243,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
