input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,csp_domains_,tls_mismatched,tls_self_signed,tls_expired
asset-alias.app.sbb.ch,,503,2503,AS16509,AS16509,Unknown,3.144.0.0/13,asset-alias.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-10-14T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5e44b89aa5dd3f1199c3d0ba43b1df52,5085a6f4206c40ea19b433360f836aec3fcde70d698c81ae2280adbcf14ce846,True,ctls,asset-alias.app.sbb.ch,,443,https://asset-alias.app.sbb.ch:443,https,,text/html,GET,3.123.94.26,/,1539244717,52.57.26.73,,94,False,,,,,,
atg.event.sbb.ch,ATG-Abschluss,200,39098,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.80.0.0/12,atg.event.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-16T03:18:20Z,2023-07-15T03:18:19Z,CN=atg.event.sbb.ch,atg.event.sbb.ch,,atg.event.sbb.ch,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,069ff5b50e7c83c873a3149b84a602c9,c900b6bb8db0cc092000bc4f63672c8879389062c63cea226695cdea8c1bf308,,ctls,atg.event.sbb.ch,google,443,https://atg.event.sbb.ch:443,https,,text/html,GET,34.65.78.110,/,-1840324437,34.65.78.110,,177,False,True,,,,,
atla-xps-ag01.app.sbb.ch,,503,2503,AS16509,AMAZON-02,US,18.160.192.0/24,atla-xps-ag01.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,atla-xps-ag01.app.sbb.ch,,443,https://atla-xps-ag01.app.sbb.ch:443,https,,text/html,GET,18.156.0.176,/,1539244717,35.157.98.202,,94,False,,,,,,
atlas.app.sbb.ch,atlas,200,4747,AS16509,AS16509,Unknown,52.60.0.0/16,atlas.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-10-14T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5e44b89aa5dd3f1199c3d0ba43b1df52,5085a6f4206c40ea19b433360f836aec3fcde70d698c81ae2280adbcf14ce846,True,ctls,atlas.app.sbb.ch,,443,https://atlas.app.sbb.ch:443,https,nginx/1.20.1,text/html,GET,52.57.26.73,/,-1084615682,18.194.68.34,Nginx:1.20.1,26,False,,,,,,
ato-ts-tcp-poc.app.sbb.ch,,503,2503,AS16509,AS16509,Unknown,35.160.0.0/13,ato-ts-tcp-poc.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,ato-ts-tcp-poc.app.sbb.ch,,443,https://ato-ts-tcp-poc.app.sbb.ch:443,https,,text/html,GET,35.157.98.202,/,1539244717,3.124.89.17,,94,False,,,,,,
auth.sbb.ch,404 Not Found,404,713,AS31004,SBB-CFF-FFS Telecom SBB,CH,194.150.244.0/23,auth.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-02T06:04:51Z,2024-05-02T06:04:51Z,"CN=auth.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",auth.sbb.ch,Schweizerische Bundesbahnen SBB,authtest.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,0f48ff5b11b0a6d4163481354393fff6,dcd1b12ae937e30b4f01f45529586acbebcc4322f50d2c735e84f0e998d3312a,,ctls,auth.sbb.ch,,443,https://auth.sbb.ch:443,https,Apache,text/html,GET,194.150.245.39,/,1850484816,194.150.245.39,Apache,20,False,,,,,,
authint.sbb.ch,404 Not Found,404,713,AS31004,SBB-CFF-FFS Telecom SBB,CH,193.203.120.0/23,authint.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-02T06:04:51Z,2024-05-02T06:04:51Z,"CN=auth.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",auth.sbb.ch,Schweizerische Bundesbahnen SBB,authtest.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,0f48ff5b11b0a6d4163481354393fff6,dcd1b12ae937e30b4f01f45529586acbebcc4322f50d2c735e84f0e998d3312a,,ctls,authint.sbb.ch,,443,https://authint.sbb.ch:443,https,Apache,text/html,GET,193.203.121.65,/,250374878,193.203.121.65,Apache,20,False,,,,,,
authtest.sbb.ch,404 Not Found,404,713,AS31004,SBB-CFF-FFS Telecom SBB,CH,194.150.244.0/23,authtest.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-02T06:04:51Z,2024-05-02T06:04:51Z,"CN=auth.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",auth.sbb.ch,Schweizerische Bundesbahnen SBB,authtest.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,0f48ff5b11b0a6d4163481354393fff6,dcd1b12ae937e30b4f01f45529586acbebcc4322f50d2c735e84f0e998d3312a,,ctls,authtest.sbb.ch,,443,https://authtest.sbb.ch:443,https,Apache,text/html,GET,194.150.245.65,/,507032510,194.150.245.65,Apache,20,False,,,,,,
autodiscover.sbb.ch,Sign in to Outlook,200,198502,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,52.105.196.0/23,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,,ctls,login.microsoftonline.com,,80,http://autodiscover.sbb.ch:80,http,,text/html,GET,52.98.175.8,/,-1249852061,2603:1026:c0d:829::8,HSTS,173,False,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=c8918bd8-002f-3ddd-9bd8-b2231b3696a2&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=sbb.ch&nonce=638193056304685452.87d4c13f-943a-41b9-b972-10c2892e04d3&state=Dcs5DoMwEEBRO7lJCjrD2DNepkA5i7cIJCJLkMD1cfF-96UQ4tk9Ogk9wjsMmhGsQyAXLFkzBl8oa_woJoyKdGKV2BulIZvApgIVlP19Te2K03uvcfvOR0pjXoazzPH_a2U9cjvrfgM,,,,
autodiscover.swisspass.ch,Sign in to Outlook,200,198581,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,52.105.196.0/23,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,,ctls,login.microsoftonline.com,,80,http://autodiscover.swisspass.ch:80,http,,text/html,GET,52.98.175.8,/,-1249852061,2603:1026:c0d:806::8,HSTS,173,False,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=65a693a0-0ba2-fd98-2058-d1fb16e2b547&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=swisspass.ch&nonce=638193056305017208.bb4ed9f7-096d-406e-90b8-63f86f4e4dde&state=DctBDsIgEEBR0LsYN7RTwQEWjWeBzhCbaDAdba_vLN7ffWuMOauTsqAxEX2asoc7KpjiDdJQa2DKLTrISC4AsstQk0PfErbAgYitvtexH2V8bFxe71mOVeRTRIbledlpLr9vp1WWvvP2Bw,,,,
automatenint.sbb.ch,SBB Login - automatenint.sbb.ch,200,3827,AS31004,SBB-CFF-FFS Telecom SBB,CH,194.150.244.0/23,automatenint.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-11T05:22:43Z,2023-07-11T05:22:43Z,"CN=automaten.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",automaten.sbb.ch,Schweizerische Bundesbahnen SBB,automatenint.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,9ae12ccb61b52c49511c91a916696a37,1edf06fbbee4319f3758ffb016926c2783b2a2bb045fc7905ab5d2c34e49d1c0,,ctls,automatenint.sbb.ch,,443,https://automatenint.sbb.ch:443,https,Apache,text/html,GET,194.150.244.212,/,749342088,194.150.244.212,HSTS,199,False,,https://automatenint.sbb.ch/authiam/login?roleattr=adl&Location=https%3A%2F%2Fautomatenint%2Esbb%2Ech%2Fbats%2Fsolo%2Fsm%2Fadmin,,,,
automatentest.sbb.ch,SBB Login - automatentest.sbb.ch,200,3629,AS31004,SBB-CFF-FFS Telecom SBB,CH,194.150.244.0/23,automatentest.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-11T05:22:43Z,2023-07-11T05:22:43Z,"CN=automaten.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",automaten.sbb.ch,Schweizerische Bundesbahnen SBB,automatenint.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,9ae12ccb61b52c49511c91a916696a37,1edf06fbbee4319f3758ffb016926c2783b2a2bb045fc7905ab5d2c34e49d1c0,,ctls,automatentest.sbb.ch,,443,https://automatentest.sbb.ch:443,https,Apache,text/html,GET,194.150.244.165,/,171468864,194.150.244.165,HSTS,198,False,,https://automatentest.sbb.ch/authiam/login?roleattr=adl&Location=https%3A%2F%2Fautomatentest%2Esbb%2Ech%2Fbats%2Fsolo%2Fsm%2Fadmin,,,,
b2p-int.app.sbb.ch,SBB B2P Status,200,8116,AS16509,AS16509,Unknown,18.184.0.0/15,b2p-int.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-13T00:00:00Z,2023-08-26T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4e9ea70095a2079e51b2cb315fc146a2,b0d37560ff3fc1884fb4fd56c586c468852dde032f9b99fe1f8694294443aded,True,ctls,b2p-int.app.sbb.ch,,443,https://b2p-int.app.sbb.ch:443,https,istio-envoy,text/html,GET,18.184.231.249,/,-450129723,52.29.41.140,HSTS,188,False,,https://b2p-int.app.sbb.ch/check/status,,,,
b2p.app.sbb.ch,SBB B2P Status,200,11329,AS16509,AS16509,Unknown,52.60.0.0/16,b2p.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2023-12-01T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,c906382a38a82cef964a1686c01124d3,04eb151c75ac6cae38e3fcda4c8d2a35b476d7ed23cadbadb91c601ca13bd499,True,ctls,b2p.app.sbb.ch,,443,https://b2p.app.sbb.ch:443,https,istio-envoy,text/html,GET,52.57.250.55,/,1086260467,3.121.187.110,HSTS,247,False,,https://b2p.app.sbb.ch/check/status,,,,
besichtigunghaegendorf.event.sbb.ch,Besichtigung Bahntechnik Center Hägendorf.,200,30820,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.80.0.0/12,besichtigunghaegendorf.event.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-05T06:28:41Z,2023-06-03T06:28:40Z,CN=besichtigunghaegendorf.event.sbb.ch,besichtigunghaegendorf.event.sbb.ch,,besichtigunghaegendorf.event.sbb.ch,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,734e4295cb9006bed8d20aba666d3ede,a3bc5c19212ad0b346582785c82150a3527ff62cd264028736c1d420b29349eb,,ctls,besichtigunghaegendorf.event.sbb.ch,google,443,https://besichtigunghaegendorf.event.sbb.ch:443,https,,text/html,GET,34.65.78.110,/,-1840324437,34.65.78.110,,151,False,True,,,,,
bestellportal-sprachdienst-int.sbb.ch,Sign in to your account,200,205158,AS20988,MTF-CLOUD,CH,217.148.8.0/21,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,,ctls,login.microsoftonline.com,,443,https://bestellportal-sprachdienst-int.sbb.ch:443,https,,text/html,GET,217.148.9.78,/,1631801191,217.148.9.78,HSTS,174,False,,https://login.microsoftonline.com/2cda5d11-f0ac-46b3-967d-af1b2e1bd01a/oauth2/v2.0/authorize?client_id=5007f80e-82df-4767-8611-7bdc986be116&redirect_uri=https%3A%2F%2Fbestellportal-sprachdienst-int.sbb.ch%2Fsignin-oidc&response_type=code&scope=openid&state=OpenIdConnect.AuthenticationProperties%3DkJizQkQASUW0qa6dN_Yz8fKmnnFwA8prpswl00-3fdxpyNVXgwSpIq-ltIatpb-4KnSC7KCLbU8_J9vNH2XlbtiBndjbKUJAwjUeYc1z9XySPOX2hBgzll1tJQCEws-XNzudYoIn5O48V2kNH_LeBB8KKgf3r_PVXNfPGOpucRUFBAhzBV0qbR4wTndGPqeSsN-GdBiB42gX3pszuqhJ1A&nonce=638193056297977284.ODkyNDIwMjAtOWY3MS00YjkwLWFmYjctODNkNzUxNzJkZjRlYmEzZWNmZWQtZWJiZS00ODY3LWI5M2YtM2U5ODJhZWUwNGUz&x-client-SKU=ID_NET451&x-client-ver=5.3.0.0,,,,
bestellportal-sprachdienst.sbb.ch,Redirecting,200,157014,AS20988,MTF-CLOUD,CH,217.148.8.0/21,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,,ctls,login.microsoftonline.com,,443,https://bestellportal-sprachdienst.sbb.ch:443,https,,text/html,GET,217.148.9.66,/,1631801191,217.148.9.66,HSTS,86,False,,https://login.microsoftonline.com/2cda5d11-f0ac-46b3-967d-af1b2e1bd01a/oauth2/v2.0/authorize?client_id=a8646112-6515-4dba-bc44-7244426c37b2&redirect_uri=https%3A%2F%2Fbestellportal-sprachdienst.sbb.ch%2Fsignin-oidc&response_type=code&scope=openid&state=OpenIdConnect.AuthenticationProperties%3DXMYHAM8b-dNNPsnuMG1q8RcFta9PcyTDnLTEes4_Z44EphN1AWvmx_0oCkYyDPQ7vz98HQAV6RSwpzlQf6RthMIFq3EmmYFHSLQMiB9HkDl5bLMLJrUji1Rj-4SkLm-FSXpQdKbqdNTZYRsnQP99M0Fy0B-jF2ZiC6si6iGBCuxkFBLyjBRGNk7oyLUtB1oFpfUVm2n_5xFBeNOahb_tjA&nonce=638193056298577020.ZDc4NmU3MmItZTdlOC00MDg4LWI0ZDctNTU4Y2UxODdhMDM5ZDZhOWY5ZmYtNDVjOS00M2VhLWJjNjYtZWY3NWE3NjE2Yzdl&x-client-SKU=ID_NET451&x-client-ver=5.3.0.0,,,,
beta.sbb.ch,,200,72730,AS16509,AMAZON-02,US,13.32.132.0/24,beta.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-05T00:00:00Z,2024-05-03T23:59:59Z,CN=beta.sbb.ch,beta.sbb.ch,,graphql.beta.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,217e2137a2fceec72605e5e150f60835,47c4473631fde9ce7ef243129b1d179a7a8f97ddd18caa7300193db6250dbfa4,True,ctls,beta.sbb.ch,cloudfront,443,https://beta.sbb.ch:443,https,none,text/html,GET,13.32.121.30,/,1502823238,13.32.121.123,HSTS,6,False,True,,,,,
bfbflp.event.sbb.ch,Berufsinfoveranstaltung Lokführer:in mit Besichtigung Führerstand - 13. Mai 2023,200,53564,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.80.0.0/12,bfbflp.event.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-07T03:00:05Z,2023-08-05T03:00:04Z,CN=bfbflp.event.sbb.ch,bfbflp.event.sbb.ch,,bfbflp.event.sbb.ch,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,5573d01ec6a3e02fdc7e1261e5e078d3,e783e10aafdda68e7c9f044c8a4eebce3450ddf32c0b0b7aa72ce8aa29ebcc30,,ctls,bfbflp.event.sbb.ch,google,443,https://bfbflp.event.sbb.ch:443,https,,text/html,GET,34.65.78.110,/,-1840324437,34.65.78.110,,141,False,True,,,,,
bimchange.sbb.ch,Informationen zu BIM in der Schweiz | BIMCHange,200,65683,AS31004,SBB-CFF-FFS Telecom SBB,CH,193.203.120.0/23,bimchange.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-31T12:45:02Z,2024-01-31T12:45:02Z,"CN=bimchange.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",bimchange.sbb.ch,Schweizerische Bundesbahnen SBB,dev-bimchange.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,de478220f31362955d1e2739bbd10ef7,3a8440b347451d9aeb58fd8c61e4a197f3b8ca8e7fb3e54d81859b6037db7293,,ctls,bimchange.sbb.ch,,443,https://bimchange.sbb.ch:443,https,Apache,text/html,GET,193.203.120.161,/,-491310996,193.203.120.161,HSTS,1460,False,,,,,,
bin-ext-i.sbb.ch,,503,11,AS16509,AS16509,Unknown,52.60.0.0/16,bin-ext-i.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-15T13:04:59Z,2023-06-15T13:04:59Z,"CN=bin-ext.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",bin-ext.sbb.ch,Schweizerische Bundesbahnen SBB,bin-ext-i.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,467a90c412f244df47e2e8335d371f96,e56276ba6d032144a0d00ca85937499ced99d5eac70ccd77c1fcd10e428d1554,True,ctls,bin-ext-i.sbb.ch,,443,https://bin-ext-i.sbb.ch:443,https,awselb/2.0,text/plain,GET,52.58.21.197,/,-254156498,2a00:4bc0:2104:1:8821:1d81:3eb9:1f66,,1,False,,,,,,
bin-ext.sbb.ch,,503,11,AS16509,AS16509,Unknown,52.60.0.0/16,bin-ext.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-15T13:04:59Z,2023-06-15T13:04:59Z,"CN=bin-ext.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",bin-ext.sbb.ch,Schweizerische Bundesbahnen SBB,bin-ext-i.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,467a90c412f244df47e2e8335d371f96,e56276ba6d032144a0d00ca85937499ced99d5eac70ccd77c1fcd10e428d1554,True,ctls,bin-ext.sbb.ch,,443,https://bin-ext.sbb.ch:443,https,awselb/2.0,text/plain,GET,52.57.73.201,/,-254156498,2a00:4bc0:2103:0:9a99:efd1:fc03:f1cd,,1,False,,,,,,
biv-zvl-25042022.event.sbb.ch,Berufsinfoveranstaltung Zugverkehrsleiter:in - 25.4.2022,200,39605,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.80.0.0/12,biv-zvl-25042022.event.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-23T05:12:57Z,2023-07-22T05:12:56Z,CN=biv-zvl-25042022.event.sbb.ch,biv-zvl-25042022.event.sbb.ch,,biv-zvl-25042022.event.sbb.ch,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,cd97937b349166a1ba309de9ef09d681,024b7c56966b72c1ad6e0bd4e4fe3659ae8b79f44765b8e4b9729a972bd8e981,,ctls,biv-zvl-25042022.event.sbb.ch,google,443,https://biv-zvl-25042022.event.sbb.ch:443,https,,text/html,GET,34.65.78.110,/,-1840324437,34.65.78.110,,155,False,True,,,,,
bonuspass.info.sbb.ch,,503,107,AS47372,BIG3AS,DE,93.191.160.0/21,bonuspass.info.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2021-04-15T08:50:01Z,2031-04-13T08:50:01Z,"CN=inxmail.de, O=Inxmail GmbH, L=Freiburg im Breisgau, C=DE",inxmail.de,Inxmail GmbH,,"CN=inxmail.de, O=Inxmail GmbH, L=Freiburg im Breisgau, C=DE",inxmail.de,Inxmail GmbH,74c7a3f8267388658b067e0796dd35a3,9b84d9c3563d26f8955c5bf8feee84d136586d46700e855e86104c2cfee7e146,,ctls,bonuspass.info.sbb.ch,,443,https://bonuspass.info.sbb.ch:443,https,,text/html,GET,93.191.164.121,/,-1654418437,93.191.164.121,,4,False,,,,True,True,
bonuspass.sbb.ch,Login | SwissPass,200,24686,AS31004,SBB-CFF-FFS Telecom SBB,CH,193.203.120.0/23,www.swisspass.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-09T11:59:41Z,2024-01-09T11:59:41Z,"CN=www.swisspass.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",www.swisspass.ch,Schweizerische Bundesbahnen SBB,swisspass.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,c57c36815a4db5a39042e5482b3f3c7a,fa41402449888861eccd7b4edc738118d9571ae7cd87fb513c830e03017faa98,,ctls,www.swisspass.ch,,443,https://bonuspass.sbb.ch:443,https,Apache,text/html,GET,193.203.121.178,/,-1182326143,193.203.121.178,HSTS,748,False,,https://www.swisspass.ch/oevlogin/login,,,,
boxenstopp.sbb.ch,Just a moment...,403,7164,AS3303,SWISSCOM Swisscom Switzerland Ltd,CH,194.209.236.0/24,zoon.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-27T00:00:00Z,2023-09-27T23:59:59Z,"CN=zoon.sbb.ch, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",zoon.sbb.ch,"Cloudflare, Inc.",zoon.sbb.ch,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4a0f9d6f40cc65362c843c6638b2487b,6f813bb8ef7f88c3695791c4ad9329e69468efc801cb76bd033c24d16abff616,,ctls,zoon.sbb.ch,,443,https://boxenstopp.sbb.ch:443,https,cloudflare,text/html,GET,194.209.222.161,/,-938558077,194.209.222.161,Cloudflare,87,False,,https://zoon.sbb.ch/community/boxenstopp/,,,,
brand.sbb.ch,Login - SBB AG,200,382894,AS16509,AS16509,Unknown,18.184.0.0/15,brand.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-01T07:50:08Z,2024-02-01T07:50:08Z,"CN=brand.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",brand.sbb.ch,Schweizerische Bundesbahnen SBB,www.brand.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,25c0503c97297f4159d3ea2fe7f1e625,8d0a6a3a32d1bbdc359db02d2c73e6b4af256c28dec04bb7844ad80e9909fde3,,ctls,brand.sbb.ch,,443,https://brand.sbb.ch:443,https,frontify,text/html,GET,18.184.122.170,/,,35.158.248.72,Sqreen,181,False,,https://brand.sbb.ch/auth/?referer=%2F,,,,
