input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,tls_wildcard_certificate,csp_domains_,final_url,tls_self_signed,tls_expired
pay.gold-sandbox.razer.com,The New Razer Gold & Silver,200,52916,pay.gold-sandbox.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-10-18T23:59:59Z,CN=gold-sandbox.razer.com,gold-sandbox.razer.com,,*.silver-sandbox.razer.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,237f424aa7bd7d623ace21cde8785af3,5b5e81dc253f9dc0984fe3e5b8800ff42de82cd7eaad21fe53d8d1cd99812a50,ctls,pay.gold-sandbox.razer.com,,443,https://pay.gold-sandbox.razer.com:443,https,Microsoft-IIS/10.0,text/html,GET,34.195.165.30,/,1772087922,34.203.118.148,Windows Server,723,False,,,True,,https://pay.gold-sandbox.razer.com/Error,,
pay.zvault.razer.com,,404,,pay.zvault.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-17T00:00:00Z,2023-08-30T23:59:59Z,CN=zvault.razer.com,zvault.razer.com,,*.zvault.razer.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ae10ed18691baf11ecdcdc29c05d2420,f65f4b6c955161607e2309b377e9bdee16c7bf73f80b8bd0e32d9d73f6a9462a,ctls,pay.zvault.razer.com,,443,https://pay.zvault.razer.com:443,https,awselb/2.0,text/plain,GET,3.216.165.241,/,-1840324437,3.212.97.204,,1,False,,True,True,,,,
paychannel-7connect.gold.razer.com,,404,,,,,,,,,,,,,,,,,,,,,80,http://paychannel-7connect.gold.razer.com:80,http,awselb/2.0,text/plain,GET,3.216.165.241,/,-1840324437,3.212.97.204,,1,False,,,,,,,
paychannel-ovo.gold.razer.com,,404,,paychannel-ovo.gold.razer.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-09T00:00:00Z,2023-07-19T23:59:59Z,"CN=gold.razer.com, O=Razer (Asia-Pacific) Pte. Ltd., L=Singapore, C=SG",gold.razer.com,Razer (Asia-Pacific) Pte. Ltd.,zmerchant.gold.razer.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b412a3e0b7fd907851db3f644a0e9e99,02b1d3c9190db196b31a1f5b2c245147fd35ec64317c256a43d17baebfdc4306,ctls,paychannel-ovo.gold.razer.com,,443,https://paychannel-ovo.gold.razer.com:443,https,awselb/2.0,text/plain,GET,2.17.100.203,/,-1840324437,2a02:26f0:7100::210:152,,1,False,,,,,,,
paychn.gold-sandbox.razer.com,,404,,paychn.gold-sandbox.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-10-18T23:59:59Z,CN=gold-sandbox.razer.com,gold-sandbox.razer.com,,*.silver-sandbox.razer.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,237f424aa7bd7d623ace21cde8785af3,5b5e81dc253f9dc0984fe3e5b8800ff42de82cd7eaad21fe53d8d1cd99812a50,ctls,paychn.gold-sandbox.razer.com,,443,https://paychn.gold-sandbox.razer.com:443,https,awselb/2.0,text/plain,GET,100.25.254.133,/,-1840324437,34.195.165.30,,1,False,,,True,,,,
paychn.gold.razer.com,,404,,paychn.gold.razer.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-09T00:00:00Z,2023-07-19T23:59:59Z,"CN=gold.razer.com, O=Razer (Asia-Pacific) Pte. Ltd., L=Singapore, C=SG",gold.razer.com,Razer (Asia-Pacific) Pte. Ltd.,zmerchant.gold.razer.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b412a3e0b7fd907851db3f644a0e9e99,02b1d3c9190db196b31a1f5b2c245147fd35ec64317c256a43d17baebfdc4306,ctls,paychn.gold.razer.com,,443,https://paychn.gold.razer.com:443,https,envoy,,GET,2.17.100.163,/,-1840324437,2a02:26f0:7100::210:152,Envoy,1,False,,,,,,,
picpay-proxy.gold.razer.com,,404,,picpay-proxy.gold.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-08-28T23:59:59Z,CN=gold.razer.com,gold.razer.com,,silver.razer.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f387ab5cd1833a4b7f11c925010051d3,1e22ca6139f2b92ee230bebeb0eea892b2c160b6c0bd55bf780279978d2723ce,ctls,picpay-proxy.gold.razer.com,,443,https://picpay-proxy.gold.razer.com:443,https,awselb/2.0,text/plain,GET,35.175.14.230,/,-1840324437,3.216.165.241,,1,False,,True,True,,,,
preprod.mobile.razer.com,,404,10,preprod.mobile.razer.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-30T00:00:00Z,2023-08-02T23:59:59Z,"CN=sandbox.razer.com, O=Razer (Asia-Pacific) Pte. Ltd., L=Singapore, C=SG",sandbox.razer.com,Razer (Asia-Pacific) Pte. Ltd.,cortex-staging.razer.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,97b82cbd57c9f165763f4f74e88199b2,df0be0ef204b3ab5474cdbdaf778162c4d80582766158ebfcd148ca7c02f5ddd,ctls,preprod.mobile.razer.com,,443,https://preprod.mobile.razer.com:443,https,Skipper,text/plain,GET,2.17.100.192,/,-573464491,2a02:26f0:7100::210:163,HSTS,2,False,,,,,,,
prerc-lb.mobile.razer.com,,502,12,prerc-lb.mobile.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2024-01-22T23:59:59Z,CN=*.mobile.razer.com,*.mobile.razer.com,,*.mobileservices.razerzone.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e0f94b840c1321bed5f3f062a6d06891,5c9b1d12b9e822d6cbac82fd2aa9f733c8e934fd718f6cc3d5a444c990e85184,ctls,prerc-lb.mobile.razer.com,,80,http://prerc-lb.mobile.razer.com:80,http,Skipper,text/plain,GET,52.11.190.220,/,1937561348,44.238.7.244,,1,False,,,True,,https://prerc-lb.mobile.razer.com/,,
prerc.layout.razer.com,,502,12,prerc.layout.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-11T23:59:59Z,CN=layout.razer.com,layout.razer.com,,preprod.layout.razer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,4bfa8b900609164043c4f8a8231c5d94,ac5aa111ba156b2b6ea57cc31bfd9e7647faf45f953aaaf23f794e62b504ca68,ctls,prerc.layout.razer.com,,443,https://prerc.layout.razer.com:443,https,Skipper,text/plain,GET,52.11.190.220,/,1937561348,44.238.7.244,,1,False,,,True,,,,
press.razer.com,Razer Press – For Gamers. By Gamers.,200,81035,press.razer.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",press.razer.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",36a90d4f33d3b1706505041962f7a70b,04b1f32d2c2d32a1937ec52e454720bf5291091748a56adb9f338524be03b1e3,ctls,press.razer.com,cloudflare,443,https://press.razer.com:443,https,cloudflare,text/html,GET,104.16.190.67,/,-1343691678,2606:4700::6810:be43,WordPress:6.1.1,766,False,True,,,,,,
prod.mobile.razer.com,,502,12,prod.mobile.razer.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-13T00:00:00Z,2023-08-30T23:59:59Z,"CN=www.razer.com, O=Razer (Asia-Pacific) Pte. Ltd., L=Singapore, C=SG",www.razer.com,Razer (Asia-Pacific) Pte. Ltd.,www2.razer.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b91c77f9384c5ed8bd624e642706c7dc,a2314316b52c5b3e214b4857bed6412785ff81ab7afe7df9d32ff03c6684f472,ctls,prod.mobile.razer.com,,443,https://prod.mobile.razer.com:443,https,Skipper,text/plain,GET,2.16.187.154,/,1937561348,2.16.187.34,HSTS,1,False,,,,,,,
promotions.zgold-qa.razer.com,404 Not Found,404,413,promotions.zgold-qa.razer.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-16T00:00:00Z,2023-06-16T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1b4929aa2a416a7899ec56d956e6d231,28a844663ffa3caa37a255bced45dc164b21e7625e569df7deffb67945b169c8,ctls,promotions.zgold-qa.razer.com,cloudflare,443,https://promotions.zgold-qa.razer.com:443,https,cloudflare,text/html,GET,104.16.191.67,/,1382677327,2606:4700::6810:be43,Cloudflare,15,False,True,,,,,,
provider-console-ei.zgold-qa.razer.com,502 Bad Gateway,502,552,provider-console-ei.zgold-qa.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-06T16:24:51Z,2023-06-04T16:24:50Z,CN=api-easy2pay.zgold-qa.razer.com,api-easy2pay.zgold-qa.razer.com,,sea-sdk-molthailand.zgold-qa.razer.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,65b6b3d10d260b3c4509cc377c722fdb,b90c326c167ceaa494dc8e6a07cc8340ec3c4353fb78464d91ab5018377ddfbe,ctls,provider-console-ei.zgold-qa.razer.com,,443,https://provider-console-ei.zgold-qa.razer.com:443,https,nginx,text/html,GET,61.47.41.163,/,1172015762,61.47.41.163,Nginx,14,False,,,,,,,
raffle.zvault.razer.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://raffle.zvault.razer.com:80,http,CloudFront,text/html,GET,65.9.66.101,/,1408351490,65.9.66.96,Amazon Web Services,20,False,True,,,,,,
razer-alexa-dev.razer.com,React App,200,2666,razer-alexa-dev.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-15T00:00:00Z,2024-04-13T23:59:59Z,CN=*.razer.com,*.razer.com,,*.razerzone.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,65ee08530694d09e07df5e0c99131615,ed5cdb1358bb1acbb714e6bc537e3160c6adc2f8caa3c7418725280596e3b293,ctls,razer-alexa-dev.razer.com,,443,https://razer-alexa-dev.razer.com:443,https,nginx/1.23.0,text/html,GET,34.233.241.69,/,-2009722838,18.205.86.135,Nginx:1.23.0,15,False,,,True,,,,
razer.com,Razer United States | For Gamers. By Gamers.,200,136050,www.razer.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-12T00:00:00Z,2023-06-12T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",91e6b3947f1cd447b9b421edba745d26,ba9ec19578f88fc42371b5f5a5e2e89cc67566187d77fe0c8341218cb23338ef,ctls,www.razer.com,,443,https://razer.com:443,https,cloudflare,text/html,GET,13.52.84.170,/,1362191788,13.52.84.170,SAP Commerce Cloud,320,False,,,,https://www.razer.com,https://www.razer.com/,,
razercarestore.razer.com,10 results for Audio,200,194062,www.razer.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-12T00:00:00Z,2023-06-12T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",91e6b3947f1cd447b9b421edba745d26,ba9ec19578f88fc42371b5f5a5e2e89cc67566187d77fe0c8341218cb23338ef,ctls,www.razer.com,,443,https://razercarestore.razer.com:443,https,cloudflare,text/html,GET,54.177.48.143,/,304303542,52.52.100.77,SAP Commerce Cloud,42,False,,,,https://www.razer.com,https://www.razer.com/shop/replacement-parts/replacement-parts-audio,,
razerid.razer.com,Razer ID,200,5811,razerid.razer.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-13T00:00:00Z,2023-08-30T23:59:59Z,"CN=www.razer.com, O=Razer (Asia-Pacific) Pte. Ltd., L=Singapore, C=SG",www.razer.com,Razer (Asia-Pacific) Pte. Ltd.,www2.razer.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b91c77f9384c5ed8bd624e642706c7dc,a2314316b52c5b3e214b4857bed6412785ff81ab7afe7df9d32ff03c6684f472,ctls,razerid.razer.com,,443,https://razerid.razer.com:443,https,,text/html,GET,2.17.100.139,/,-246146968,2.17.100.242,HSTS,42,False,,,,*.gamepay.de,,,
rc.layout.razer.com,,502,12,rc.layout.razer.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-08T00:00:00Z,2024-02-07T23:59:59Z,"CN=razerapi.com, O=Razer (Asia-Pacific) Pte. Ltd., L=Singapore, C=SG",razerapi.com,Razer (Asia-Pacific) Pte. Ltd.,www.razerzone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7101d44d0c34eb338a9eb76a60f2e974,238626cf8fc9b233bdf70dbcdd8c55575097b30b99af452b0200c63ebe094550,ctls,rc.layout.razer.com,,443,https://rc.layout.razer.com:443,https,Skipper,text/plain,GET,23.213.161.8,/,1937561348,23.213.161.22,,1,False,,,,,,,
reseller-api-distribution.gold.razer.com,,404,,reseller-api-distribution.gold.razer.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-09T00:00:00Z,2023-07-19T23:59:59Z,"CN=gold.razer.com, O=Razer (Asia-Pacific) Pte. Ltd., L=Singapore, C=SG",gold.razer.com,Razer (Asia-Pacific) Pte. Ltd.,zmerchant.gold.razer.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b412a3e0b7fd907851db3f644a0e9e99,02b1d3c9190db196b31a1f5b2c245147fd35ec64317c256a43d17baebfdc4306,ctls,reseller-api-distribution.gold.razer.com,,443,https://reseller-api-distribution.gold.razer.com:443,https,awselb/2.0,text/plain,GET,2.17.100.203,/,-1840324437,2a02:26f0:7100::210:152,,1,False,,,,,,,
reseller.gold.razer.com,Login - Razer Gold Reseller,200,3706,reseller.gold.razer.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-09T00:00:00Z,2023-07-19T23:59:59Z,"CN=gold.razer.com, O=Razer (Asia-Pacific) Pte. Ltd., L=Singapore, C=SG",gold.razer.com,Razer (Asia-Pacific) Pte. Ltd.,zmerchant.gold.razer.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b412a3e0b7fd907851db3f644a0e9e99,02b1d3c9190db196b31a1f5b2c245147fd35ec64317c256a43d17baebfdc4306,ctls,reseller.gold.razer.com,,443,https://reseller.gold.razer.com:443,https,,text/html,GET,2.17.100.163,/,1772087922,2a02:26f0:7100::210:112,HSTS,89,False,,,,,https://reseller.gold.razer.com/Account/Login?returnUrl=%2F,,
resource.razer.com,MediaValet,200,2845,resource.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-18T00:00:00Z,2023-11-07T23:59:59Z,CN=resource.razer.com,resource.razer.com,,www.resource.razer.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,9f7c43598cb38047295bf16a84814db0,0ca34aac15966590f809ef7a1935c5edeaf1f8149b1b5fc6afb43d2936d1be86,ctls,resource.razer.com,azure,443,https://resource.razer.com:443,https,,text/html,GET,52.237.214.221,/,-666934459,52.237.214.221,HSTS,56,False,True,,,login.live.com,,,
rw.zvault.razer.com,zVaultStore,200,220,rw.zvault.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-17T00:00:00Z,2023-08-30T23:59:59Z,CN=zvault.razer.com,zvault.razer.com,,*.zvault.razer.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ae10ed18691baf11ecdcdc29c05d2420,f65f4b6c955161607e2309b377e9bdee16c7bf73f80b8bd0e32d9d73f6a9462a,ctls,rw.zvault.razer.com,,443,https://rw.zvault.razer.com:443,https,,text/html,GET,3.212.97.204,/,1837455413,35.175.14.230,HSTS,16,False,,True,True,,,,
sea-api.gold-sandbox.razer.com,,404,,sea-api.gold-sandbox.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-03T00:00:00Z,2024-05-31T23:59:59Z,CN=*.gold-sandbox.razer.com,*.gold-sandbox.razer.com,,*.gold-sandbox.razer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e5e19aa374d21728dba0c6e4c4de0812,4561d3e09d54873495841b0febc70320a77275296fc56b29c66e8f1967bbcfc4,ctls,sea-api.gold-sandbox.razer.com,,443,https://sea-api.gold-sandbox.razer.com:443,https,awselb/2.0,text/plain,GET,13.251.187.162,/,-1840324437,52.221.130.131,,1,False,,,True,,,,
sea-s2s-molthailand.zgold-qa.razer.com,502 Bad Gateway,502,552,,,,,,,,,,,,,,,,,,,,80,http://sea-s2s-molthailand.zgold-qa.razer.com:80,http,nginx,text/html,GET,61.47.41.163,/,1172015762,61.47.41.163,Nginx,14,False,,,,,,,
sea-sdk-molthailand.zgold-qa.razer.com,502 Bad Gateway,502,552,,,,,,,,,,,,,,,,,,,,80,http://sea-sdk-molthailand.zgold-qa.razer.com:80,http,nginx,text/html,GET,61.47.41.163,/,1172015762,61.47.41.163,Nginx,14,False,,,,,,,
service.zgold-qa.razer.com,,404,,service.zgold-qa.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-14T23:59:59Z,CN=zgold-qa.razer.com,zgold-qa.razer.com,,*.zgold-qa.razer.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,d6da04ce6f7c1c8b41dd100c9a54946d,cda3116753289de95b4f218cedbf5bceb83108cc7f76c0da75732db3741c7245,ctls,service.zgold-qa.razer.com,,443,https://service.zgold-qa.razer.com:443,https,awselb/2.0,text/plain,GET,35.153.121.209,/,-1840324437,18.215.216.1,,1,False,,,True,,,,
silver.razer.com,The New Razer Gold & Silver,200,21243,gold.razer.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-09T00:00:00Z,2023-07-19T23:59:59Z,"CN=gold.razer.com, O=Razer (Asia-Pacific) Pte. Ltd., L=Singapore, C=SG",gold.razer.com,Razer (Asia-Pacific) Pte. Ltd.,zmerchant.gold.razer.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b412a3e0b7fd907851db3f644a0e9e99,02b1d3c9190db196b31a1f5b2c245147fd35ec64317c256a43d17baebfdc4306,ctls,gold.razer.com,,443,https://silver.razer.com:443,https,,text/html,GET,2.16.187.153,/,-823236185,2a02:26f0:7100::210:152,HSTS,418,False,,,,https://webapp.gameloop.com,https://gold.razer.com/silver/redeem,,
silver.zgold-qa.razer.com,,404,,silver.zgold-qa.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-14T23:59:59Z,CN=zgold-qa.razer.com,zgold-qa.razer.com,,*.zgold-qa.razer.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,d6da04ce6f7c1c8b41dd100c9a54946d,cda3116753289de95b4f218cedbf5bceb83108cc7f76c0da75732db3741c7245,ctls,silver.zgold-qa.razer.com,,443,https://silver.zgold-qa.razer.com:443,https,awselb/2.0,text/plain,GET,18.215.216.1,/,-1840324437,35.153.121.209,,1,False,,,True,,,,
silverconsole.gold.razer.com,Access Denied,403,282,silverconsole.gold.razer.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-09T00:00:00Z,2023-07-19T23:59:59Z,"CN=gold.razer.com, O=Razer (Asia-Pacific) Pte. Ltd., L=Singapore, C=SG",gold.razer.com,Razer (Asia-Pacific) Pte. Ltd.,zmerchant.gold.razer.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b412a3e0b7fd907851db3f644a0e9e99,02b1d3c9190db196b31a1f5b2c245147fd35ec64317c256a43d17baebfdc4306,ctls,silverconsole.gold.razer.com,,443,https://silverconsole.gold.razer.com:443,https,AkamaiGHost,text/html,GET,2.17.100.203,/,-1850189813,2a02:26f0:7100::210:152,,10,False,,,,,,,
silvermerchant.gold.razer.com,Sign in to your account,200,202139,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,,443,https://silvermerchant.gold.razer.com:443,https,,text/html,GET,2.16.187.152,/,-1803844600,2a02:26f0:7100::210:152,HSTS,174,False,,,,,https://login.microsoftonline.com/fdadce6e-7f5e-49db-8f22-6a87331a9135/oauth2/authorize?client_id=4f3bf107-edb5-4202-b990-b233d075462e&redirect_uri=https%3A%2F%2Fsilvermerchant.gold.razer.com%2Foauth2%2Fidpresponse&response_type=code&scope=openid&state=Et6mVdXrg3%2F5HDqWLa992LmeHAehCH2xM6mtgztICnFDQM314y1JTkDmduuvs8X1jgoram4rHEXRfsPIx95%2FsdJX802yBpXDon%2FGDdy1cQGemeln0jsPmNvY2W7Uq4VwNGPi%2F8XecD9eWafo341MWPHd%2Bg3G7meiCc%2FWsSR3QKrFrIM0K48yK2I0LNuFxwFJXhOhyykqTw%3D%3D,,
sip.razer.com,,404,75,sip.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-03-28T19:00:19Z,2024-03-22T19:00:19Z,"CN=sipfed.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",sipfed.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,6e32f8be92e2cf4aff781cff883f13f7,c7f7a0fb5d80892059f25bab5abeb7ffbef9ec512abd9475cf96c0bacc21d3c7,ctls,sip.razer.com,,443,https://sip.razer.com:443,https,RTC/7.0,text/plain,GET,52.112.193.13,/,-1326853754,2603:1027:0:3::b,HSTS,4,False,,True,True,,,,
sonar-test.phoenix.razer.com,404 Not Found,404,146,,,,,,,,,,,,,,,,,,,,80,http://sonar-test.phoenix.razer.com:80,http,,text/html,GET,20.96.73.80,/,1494302000,20.96.73.80,,8,False,,,,,,,
sp1.merchant.razer.com,Forbidden,403,6609,sp1.merchant.razer.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-03T00:00:00Z,2024-04-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sp1.merchant.razer.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f03c047b02b69f120f2007975d58f4c9,edc342a8dae5ddec5412918c6edf04bda151001d1f46e1c0b3b05c8cd9818235,ctls,sp1.merchant.razer.com,cloudflare,443,https://sp1.merchant.razer.com:443,https,cloudflare,text/html,GET,172.67.6.33,/,-1840324437,2606:4700:10::6816:42ef,HSTS,37,False,True,,,,https://sp1.merchant.razer.com/authenticate,,
spintowin.silver.razer.com,,404,,spintowin.silver.razer.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-09T00:00:00Z,2023-07-19T23:59:59Z,"CN=gold.razer.com, O=Razer (Asia-Pacific) Pte. Ltd., L=Singapore, C=SG",gold.razer.com,Razer (Asia-Pacific) Pte. Ltd.,zmerchant.gold.razer.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b412a3e0b7fd907851db3f644a0e9e99,02b1d3c9190db196b31a1f5b2c245147fd35ec64317c256a43d17baebfdc4306,ctls,spintowin.silver.razer.com,,443,https://spintowin.silver.razer.com:443,https,awselb/2.0,text/plain,GET,23.3.88.25,/,-1840324437,2a02:26f0:7100::210:112,,1,False,,,,,,,
status.merchant.razer.com,Announcement,200,176058,status.merchant.razer.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-03T00:00:00Z,2024-04-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3f33eb4f8b2bfdb58fbd3f63afde147c,57abed497fea52b3bacdb07fbca941b4645301523f54fadd59b7fb7428bb7e5f,ctls,status.merchant.razer.com,cloudflare,443,https://status.merchant.razer.com:443,https,cloudflare,text/html,GET,104.22.66.239,/,-506348301,2606:4700:10::ac43:621,PHP,3387,False,True,,,,,,
