new,host,a,soa,status_code,cname,cdn,cdn-name,aaaa,ns,caa,mx,txt,has_internal_ips,internal_ips
,guides.mapmyrun.com,"18.154.227.50, 18.154.227.11, 18.154.227.15, 18.154.227.54, 205.251.193.87, 205.251.194.37, 205.251.197.231, 205.251.199.26","ns-549.awsdns-04.net, awsdns-hostmaster.amazon.com",NOERROR,d27a63z3kwtwjb.cloudfront.net,True,cloudfront,,"ns-1511.awsdns-60.org, ns-549.awsdns-04.net, ns-343.awsdns-42.com, ns-1818.awsdns-35.co.uk",,,,,
,guiltfree.myfitnesspal.com,"104.18.27.189, 104.18.26.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,"sectigo.com, digicert.com, letsencrypt.org",,,,
,gymshark.myfitnesspal.com,"104.18.26.189, 104.18.27.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1abd, 2606:4700::6812:1bbd",,"sectigo.com, letsencrypt.org, digicert.com",,,,
,gymsharkaud.myfitnesspal.com,"104.18.27.189, 104.18.26.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,"digicert.com, letsencrypt.org, sectigo.com",,,,
,h-135-207-225-234.underarmour.co.uk,204.74.99.103,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
,hackathon.ecm.underarmour.com,"76.76.21.9, 76.76.21.61","dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,cname.vercel-dns.com,,,,,"globalsign.com, sectigo.com, letsencrypt.org",,,,
,happiness.myfitnesspal.com,"104.18.27.189, 104.18.26.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1abd, 2606:4700::6812:1bbd",,"digicert.com, letsencrypt.org, sectigo.com",,,,
,happytimes.myfitnesspal.com,"104.18.27.189, 104.18.26.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,"digicert.com, sectigo.com, letsencrypt.org",,,,
,health.ua.com,,,NOERROR,,,,,,,,,,
,healthathand.myfitnesspal.com,"104.18.26.189, 104.18.27.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1abd, 2606:4700::6812:1bbd",,"digicert.com, letsencrypt.org, sectigo.com",,,,
,heid.myfitnesspal.com,"104.18.27.189, 104.18.26.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,"digicert.com, sectigo.com, letsencrypt.org",,,,
,hellofreshireland.myfitnesspal.com,"104.18.26.189, 104.18.27.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,"digicert.com, letsencrypt.org, sectigo.com",,,,
,help.underarmour.com,,"dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,"help.underarmour.com.00d6g000005jfl0eaa.live.siteforce.com, n.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com",,,,,,,,,
,hk-uaconnect.underarmour.com,27.111.195.122,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,hk.guest.underarmour.com,10.8.7.64,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,True,10.8.7.64
,hkgucvcse01.underarmour.com,27.111.195.10,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,hkgucvcse02.underarmour.com,27.111.195.11,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,hkgucvcse03.underarmour.com,54.144.128.85,,NOERROR,,,,,,,,,,
,homojen.underarmour.co.uk,204.74.99.103,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,"udns1.cscdns.net, udns2.cscdns.uk",,,,,
,humble.myfitnesspal.com,"104.18.27.189, 104.18.26.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,"digicert.com, letsencrypt.org, sectigo.com",,,,
,husband.myfitnesspal.com,"104.18.27.189, 104.18.26.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1abd, 2606:4700::6812:1bbd",,"letsencrypt.org, digicert.com, sectigo.com",,,,
,icon.ua.com,"96.45.83.103, 96.45.83.195, 96.45.82.74, 96.45.82.161","ns20.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,,
,icon.underarmour.com,"96.45.82.74, 96.45.82.161, 96.45.83.195, 96.45.83.103","ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,idea.ua.com,,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,,
,idea.underarmour.com,"96.45.83.195, 96.45.82.74, 96.45.82.161, 96.45.83.103","ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,ideahouse.ua.com,"34.201.81.34, 54.243.129.215, 54.224.34.30, 54.208.186.182","dns1.p03.nsone.net, hostmaster.nsone.net",NOERROR,ua-commercialization.herokuapp.com,,,,,,,,,
,identity-api.myfitnesspal.com,"18.66.147.20, 18.66.147.27, 18.66.147.73, 18.66.147.8","ns-120.awsdns-15.com, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,,,,,,,
,identity-test.api.ua.com,"65.9.86.97, 65.9.86.53, 65.9.86.74, 65.9.86.19","ns-1446.awsdns-52.org, awsdns-hostmaster.amazon.com",NOERROR,d2xl6ehboipzew.cloudfront.net,True,cloudfront,"2600:9000:2104:8400:e:d348:6200:93a1, 2600:9000:2104:ec00:e:d348:6200:93a1, 2600:9000:2104:7e00:e:d348:6200:93a1, 2600:9000:2104:e600:e:d348:6200:93a1, 2600:9000:2104:7c00:e:d348:6200:93a1, 2600:9000:2104:400:e:d348:6200:93a1, 2600:9000:2104:9a00:e:d348:6200:93a1, 2600:9000:2104:de00:e:d348:6200:93a1","ns-282.awsdns-35.com, ns-546.awsdns-04.net, ns-1446.awsdns-52.org, ns-1719.awsdns-22.co.uk",,,,,
,identity.api.ua.com,"108.156.184.96, 108.156.184.104, 108.156.184.106, 108.156.184.120",,NOERROR,,True,cloudfront,"2600:9000:24fd:400:3:5ac9:a2c0:93a1, 2600:9000:24fd:200:3:5ac9:a2c0:93a1, 2600:9000:24fd:7200:3:5ac9:a2c0:93a1, 2600:9000:24fd:fa00:3:5ac9:a2c0:93a1, 2600:9000:24fd:e000:3:5ac9:a2c0:93a1, 2600:9000:24fd:f200:3:5ac9:a2c0:93a1, 2600:9000:24fd:5600:3:5ac9:a2c0:93a1, 2600:9000:24fd:9e00:3:5ac9:a2c0:93a1",,,,,,
,image-assets.myfitnesspal.com,"13.32.121.72, 13.32.121.69, 13.32.121.68, 13.32.121.11","ns-120.awsdns-15.com, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,,,,,,,
,image-resize-assets.myfitnesspal.com,"18.160.18.104, 18.160.18.32, 18.160.18.89, 18.160.18.120","ns-120.awsdns-15.com, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,,,,,,,
,image.e.underarmour.co.uk,23.46.113.65,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"akamai-san7.exacttarget.com.edgekey.net, e1141.x.akamaiedge.net",,,,,,,,,
,image.em.underarmour.com,104.102.20.126,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"akamai-san12.exacttarget.com.edgekey.net, e2115.x.akamaiedge.net",,,,,,,,,
,image.emails.underarmour.com,104.102.20.126,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"akamai-san12.exacttarget.com.edgekey.net, e2115.x.akamaiedge.net",,,,,,,,,
,image.mapmyfitness.underarmour.com,,"n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,"akamai-san208.exacttarget.com.edgekey.net, e119460.dscx.akamaiedge.net",,,,,,,,,
,image.mfp.underarmour.com,"2.21.242.221, 2.21.242.213","n0g.akamai.net, hostmaster.akamai.com",NOERROR,"images.s7.exacttarget.com.edgesuite.net, a1843.g.akamai.net",,,,,,,,,
,image.uarecord.underarmour.com,"2.21.242.221, 2.21.242.213","n0g.akamai.net, hostmaster.akamai.com",NOERROR,"images.s7.exacttarget.com.edgesuite.net, a1843.g.akamai.net",,,,,,,,,
,images.myfitnesspal.com,"52.217.124.16, 54.231.163.48, 52.216.62.24, 52.216.210.112, 52.216.42.0, 52.217.109.110, 52.217.125.24, 54.231.204.176, 205.251.192.63, 205.251.195.3, 205.251.197.20, 205.251.198.43","ns-1579.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,s3.amazonaws.com,,,,"ns-1300.awsdns-34.org, ns-63.awsdns-07.com, ns-771.awsdns-32.net, ns-1579.awsdns-05.co.uk",,,7703efd3bf07ae13a5fb88055d75ed49,,
,images.underarmour.com,"2.16.187.56, 2.16.187.34","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"san6-ion.scene7.com.edgekey.net, e117630.dsca.akamaiedge.net",,,"2a02:26f0:1700:11::b856:6792, 2a02:26f0:1700:11::b856:6789",,,,,,
,impact.myfitnesspal.com,"104.18.27.189, 104.18.26.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,"digicert.com, letsencrypt.org, sectigo.com",,,,
,impact.underarmour.com,23.185.0.4,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,"2620:12a:8000::4, 2620:12a:8001::4",,,,,,
,inbox-api.myfitnesspal.com,"34.238.132.74, 107.23.100.216, 54.211.107.175","ns-1752.awsdns-27.co.uk, awsdns-hostmaster.amazon.com",NOERROR,ingress.external.us.mfp.dev,,,,,,,,,
,info.myfitnesspal.com,"205.251.193.48, 205.251.195.7, 205.251.197.81, 205.251.199.63","ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sparkpostmail.com,,,,"ns-1855.awsdns-39.co.uk, ns-1361.awsdns-42.org, ns-304.awsdns-38.com, ns-775.awsdns-32.net",,smtp.sparkpostmail.com,"202302022219254qla4yzx4awoxw73s19xih2o24lp6tgsj8j3sdxwoboq1lpkyr, google-site-verification=yCMV3z3BhBaINi0V033HnfTi9xkQjpIZ4DM4ywSlwUs, v=spf1 exists:%{i}._spf.sparkpostmail.com ~all",,
,instacart.myfitnesspal.com,"104.18.27.189, 104.18.26.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1abd, 2606:4700::6812:1bbd",,"digicert.com, letsencrypt.org, sectigo.com",,,,
,intbeacon.underarmour.com,54.144.128.85,,NOERROR,,,,,,,,,,
,integ-mapmyrun.api.ua.com,,"ns-1155.awsdns-16.org, awsdns-hostmaster.amazon.com",NOERROR,us-green-external.uacf.io,,,,,,,,,
,integrate-staging.underarmour.com,23.206.89.32,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"san.underarmour.com.edgekey.net, e5142.b.akamaiedge.net",,,,,,,,,
,integrate.underarmour.com,23.64.230.62,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"san.underarmour.com.edgekey.net, e5142.b.akamaiedge.net",,,,,,,,,
,investors.underarmour.com,104.102.39.168,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"uarm.client.shareholder.com, underarmourinc.gcs-web.com, wildcard.gcs-web.com, wildcard.gcs-web.edgekey.net, e11065.dsca.akamaiedge.net",,,"2a02:26f0:3500:890::2b39, 2a02:26f0:3500:88f::2b39",,,,,,
,isds-reader.mapmyfitness.com,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,d1urwkbvoybnu9.cloudfront.net,,,,,,,,,
,isds-rs.mapmyfitness.com,72.32.139.224,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,it.mapmywalk.com,"65.9.86.126, 65.9.86.32, 65.9.86.19, 65.9.86.42","ns-1576.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,mapmywalk.com,True,cloudfront,,"ns-1310.awsdns-35.org, ns-1576.awsdns-05.co.uk, ns-436.awsdns-54.com, ns-650.awsdns-17.net",,inbound-smtp.us-east-1.amazonaws.com,,,
,itchy.myfitnesspal.com,"104.18.26.189, 104.18.27.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1abd, 2606:4700::6812:1bbd",,"digicert.com, letsencrypt.org, sectigo.com",,,,
,iwill.ua.com,"96.45.83.103, 96.45.83.195, 96.45.82.74, 96.45.82.161","ns20.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,,
,jandh.myfitnesspal.com,"104.18.27.189, 104.18.26.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1abd, 2606:4700::6812:1bbd",,"digicert.com, letsencrypt.org, sectigo.com",,,,
,jazminegarcia.myfitnesspal.com,"104.18.27.189, 104.18.26.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1abd, 2606:4700::6812:1bbd",,"digicert.com, letsencrypt.org, sectigo.com",,,,
,jcvd-q.underarmour.com,204.29.196.52,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,jeans.ua.com,,,NOERROR,,,,,,,,,,
,jira.ua.com,50.57.23.152,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,,
,jobs.ua.com,"96.45.83.195, 96.45.82.74, 96.45.82.161, 96.45.83.103","ns20.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,,
,joie.myfitnesspal.com,"104.18.27.189, 104.18.26.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,"digicert.com, letsencrypt.org, sectigo.com",,,,
,jp.mapmyfitness.com,"13.224.189.41, 13.224.189.31, 13.224.189.49, 13.224.189.52",,NOERROR,mapmyfitness.com,True,cloudfront,,"ns-1108.awsdns-10.org, ns-408.awsdns-51.com, ns-1855.awsdns-39.co.uk, ns-654.awsdns-17.net",,,"facebook-domain-verification=c3gbdfdjok9dh5lqbj38d3rz5irepr, include:_spf.google.com ip4:208.73.5.15 ip4:198.101.229.105 ?all, google-site-verification=Q2epMmOxfdLgt5cIquPR7VyixmA7p_92IsLurJX21FU, v=spf1 a mx include:sendgrid.net include:mailseat.com include:mail.zendesk.com include:spf.protection.outlook.com  ~all, MS=ms37790606, o3dRlQD190cP20HQ1wEDj22KvS55eknscjOSL5bIa7s4tbGBnAn8fd6koJFZA7wy96iNYThgeqNWX2od53JMmw==",,
,jp.mapmyride.com,"65.9.86.42, 65.9.86.126, 65.9.86.19, 65.9.86.32","ns-616.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,mapmyride.com,True,cloudfront,,"ns-1291.awsdns-33.org, ns-193.awsdns-24.com, ns-2002.awsdns-58.co.uk, ns-616.awsdns-13.net",,"mx2.emailsrvr.com, mx1.emailsrvr.com",facebook-domain-verification=eohyqzox3bbhdq3palr74wbo38xt0m,,
,js.mapmyfitness.com,"99.86.4.87, 99.86.4.9, 99.86.4.12, 99.86.4.121","ns-1077.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,d3r2hbt87loi6e.cloudfront.net,True,cloudfront,"2600:9000:2057:f800:17:66b8:c180:93a1, 2600:9000:2057:8200:17:66b8:c180:93a1, 2600:9000:2057:2000:17:66b8:c180:93a1, 2600:9000:2057:1e00:17:66b8:c180:93a1, 2600:9000:2057:e000:17:66b8:c180:93a1, 2600:9000:2057:de00:17:66b8:c180:93a1, 2600:9000:2057:2800:17:66b8:c180:93a1, 2600:9000:2057:7600:17:66b8:c180:93a1","ns-1077.awsdns-06.org, ns-152.awsdns-19.com, ns-1866.awsdns-41.co.uk, ns-682.awsdns-21.net",,,,,
,jss-dev.underarmour.com,,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"uadev.jamfcloud.com, usw2-uadev-alb-775689432.us-west-2.elb.amazonaws.com",,,,,,,,,
,jss-prd.underarmour.com,"35.161.11.180, 52.37.37.45","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"uaprd.jamfcloud.com, usw2-uaprd-alb-796201121.us-west-2.elb.amazonaws.com",,,,,,,,,
,kalyn.myfitnesspal.com,"104.18.26.189, 104.18.27.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,"digicert.com, letsencrypt.org, sectigo.com",,,,
,ketofasho.myfitnesspal.com,"104.18.26.189, 104.18.27.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1abd, 2606:4700::6812:1bbd",,"letsencrypt.org, digicert.com, sectigo.com",,,,
,krowdfit.myfitnesspal.com,"188.114.98.229, 188.114.99.229","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2a06:98c1:3123:e000::5, 2a06:98c1:3122:e000::5",,"letsencrypt.org, sectigo.com, digicert.com",,,,
,kyevstar.ua.com,,,NOERROR,,,,,,,,,,
,ldaps.underarmour.com,54.144.128.85,,NOERROR,,,,,,,,,,
,legacy.underarmour.com,204.29.196.89,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,legacyhk.underarmour.com,125.252.105.230,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,lenalifts.myfitnesspal.com,,"burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,,,,,,,
,li.mapmyfitness.com,"2.16.186.58, 2.16.186.65, 2.16.186.105, 2.16.186.99, 2.16.186.57, 2.16.186.56, 2.16.186.73","n0g1.akamai.net, hostmaster.akamai.com",NOERROR,"5b1ef3ddbc6fc473c6ad4bf3484038b2.edgesuite.net, a1907.g1.akamai.net",,,,,,,,,
,lightstep-collector.api.ua.com,35.194.92.215,,NOERROR,,True,google,,,,,,,
,link.email.myfitnesspal.com,"13.56.46.112, 52.52.238.220, 50.18.202.186, 54.183.236.66","ns-1925.awsdns-48.co.uk, awsdns-hostmaster.amazon.com",NOERROR,thirdparty.bnc.lt,,,,,"digicert.com, entrust.net, letsencrypt.org",,v=spf1 -all,,
,love.ua.com,,,NOERROR,,,,,,,,,,
,loved.myfitnesspal.com,"104.18.27.189, 104.18.26.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1abd, 2606:4700::6812:1bbd",,"letsencrypt.org, digicert.com, sectigo.com",,,,
,ls.underarmour.com,204.29.196.88,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,lyncdiscover.underarmour.com,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,madeforthis.myfitnesspal.com,"104.18.27.189, 104.18.26.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,,,,,
,magic.myfitnesspal.com,"104.18.27.189, 104.18.26.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1abd, 2606:4700::6812:1bbd",,"letsencrypt.org, sectigo.com, digicert.com",,,,
,magnusmethod.myfitnesspal.com,"104.18.26.189, 104.18.27.189","burt.ns.cloudflare.com, dns.cloudflare.com",NOERROR,secure.pageserve.co,True,cloudflare,"2606:4700::6812:1abd, 2606:4700::6812:1bbd",,"letsencrypt.org, sectigo.com, digicert.com",,,,
,mail.mapmyfitness.com,72.3.205.131,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"mail4546.mapmyfitness.mkt5144.com, mail4547.mapmyfitness.mkt5145.com, reply.mail.mapmyfitness.com, reply.mapmyfitness.mkt5144.com",v=spf1 ip4:208.73.5.15 ip4:208.73.5.15 a:zgateway.zuora.com -all,,
,mail.mapmyride.com,72.3.205.132,"ns-616.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"reply.fit.underarmour.com, mail4546.fit.underarmour.com, mail5382.cf.underarmour.com, mail5383.pth.underarmour.com",v=spf1 ip4:208.73.5.15 ip4:74.112.71.44 ip4:74.112.71.47 -all,,
,mail.mapmyrun.com,72.3.205.133,"ns-1621.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"mail5382.cf.underarmour.com, mail5383.pth.underarmour.com, reply.fit.underarmour.com, mail4546.fit.underarmour.com",v=spf1 ip4:208.73.5.15 include:mailseat.com IP4:72.32.70.9 ip4:74.112.71.44 ip4:74.112.71.47 -all,,
,mail.mapmywalk.com,72.3.205.130,"ns-1576.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"reply.fit.underarmour.com, mail4546.fit.underarmour.com, mail5382.cf.underarmour.com, mail5383.pth.underarmour.com",v=spf1 ip4:208.73.5.15 ip4:74.112.71.44 ip4:74.112.71.47 -all,,
,mail.myfitnesspal.com,64.235.53.8,"ns-120.awsdns-15.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,v=spf1 a -all,,
,mail.underarmour.co.uk,65.111.92.24,"udns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,
,mail.underarmour.com,104.130.47.83,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,,
,mail2.myfitnesspal.com,64.235.53.9,"ns-120.awsdns-15.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,mail5382.cf.underarmour.com,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,mail5382.cf.underarmour.com,v=spf1 ip4:74.112.71.47 -all,,
,mail5383.pth.underarmour.com,74.112.71.44,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,mail5383.pth.underarmour.com,v=spf1 ip4:74.112.71.44 -all,,
,maint.ua.com,"13.32.121.127, 13.32.121.112, 13.32.121.5, 13.32.121.115","ns-1037.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,d1eay8juyf429z.cloudfront.net,True,cloudfront,"2600:9000:236e:f200:d:b7ee:e1c0:93a1, 2600:9000:2240:7e00:d:b7ee:e1c0:93a1, 2600:9000:236e:8800:d:b7ee:e1c0:93a1, 2600:9000:236e:c200:d:b7ee:e1c0:93a1, 2600:9000:236e:a800:d:b7ee:e1c0:93a1, 2600:9000:2240:9a00:d:b7ee:e1c0:93a1, 2600:9000:236e:9600:d:b7ee:e1c0:93a1, 2600:9000:2240:1e00:d:b7ee:e1c0:93a1","ns-1037.awsdns-01.org, ns-1624.awsdns-11.co.uk, ns-438.awsdns-54.com, ns-704.awsdns-24.net",,,,,
,mapmy-api-docs.api.ua.com,,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,ua.com,True,cloudfront,,,,,"facebook-domain-verification=ui9r2bgwh8o4kurtviq6o1jpxy1wb8, apple-domain-verification=UZa5ckzBUiP5KPa0, 9DdqACTWDnoKi5LSwVeLwqNm1PxfRMDRCZ4SUPRZQ4iNwQn+FfdCkB4xEC3j1z1TUx7NbNFSMMjzlSaQJw5n2g==, MS=ms17390637, v=spf1 include:spf.protection.outlook.com -all, have-i-been-pwned-verification=243e68d7e85525bcdebedd488795f0d0",,
,mapmy-internal.api.ua.com,"54.80.69.143, 35.172.152.119, 34.236.65.196","ns-1155.awsdns-16.org, awsdns-hostmaster.amazon.com",NOERROR,us-green-external.uacf.io,,,,,,,,,
,mapmyfitness.api.ua.com,"99.86.4.111, 99.86.4.59, 99.86.4.19, 99.86.4.17",,NOERROR,,True,cloudfront,,,,,,,
,mapmyfitness.com,"13.224.189.31, 13.224.189.41, 13.224.189.49, 13.224.189.52","ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,,"ns-408.awsdns-51.com, ns-654.awsdns-17.net, ns-1108.awsdns-10.org, ns-1855.awsdns-39.co.uk",,"mx1.ua.iphmx.com, mx2.ua.iphmx.com","MS=ms37790606, facebook-domain-verification=c3gbdfdjok9dh5lqbj38d3rz5irepr, include:_spf.google.com ip4:208.73.5.15 ip4:198.101.229.105 ?all, google-site-verification=Q2epMmOxfdLgt5cIquPR7VyixmA7p_92IsLurJX21FU, o3dRlQD190cP20HQ1wEDj22KvS55eknscjOSL5bIa7s4tbGBnAn8fd6koJFZA7wy96iNYThgeqNWX2od53JMmw==, v=spf1 a mx include:sendgrid.net include:mailseat.com include:mail.zendesk.com include:spf.protection.outlook.com  ~all",,
,mapmyfitness.underarmour.com,136.147.129.27,"ns-752.awsdns-30.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-752.awsdns-30.net, ns-1242.awsdns-27.org, ns-1573.awsdns-04.co.uk, ns-166.awsdns-20.com",,reply-mx.s7.exacttarget.com,"spf2.0/pra include:cust-senderid.exacttarget.com -all, v=spf1 include:cust-spf.exacttarget.com -all, google-site-verification=N7Ei_y_mcbH1BbbyHNf77sEaJOyQyVJ3kXrll7d7yEY, google-site-verification=T7tzDkg8dPv67T78ftSi9LapZn0BbBuYBuinQ9EjWOw, google-site-verification=mYz91ejUj0SeYhoYIUsO_t2t00GDYP4DBNjbEB9Bbwc",,
,mapmyrun.api.ua.com,"52.222.174.38, 52.222.174.24, 52.222.174.119, 52.222.174.31",,NOERROR,,True,cloudfront,,,,,,,
,mapmyrun.com,,"ns-1621.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,,"ns-748.awsdns-29.net, ns-1621.awsdns-10.co.uk, ns-1360.awsdns-42.org, ns-440.awsdns-55.com",,inbound-smtp.us-east-1.amazonaws.com,"v=spf1 include:sendgrid.net ~all, v=spf1 mx include:_spf.salesforce.com ~all, facebook-domain-verification=qvbnlgsph3fvcvuzw08eflxidi94cm, v=spf1 a mx include:spf.mtasv.net ~all, v=spf1 include:mail.zendesk.com ~all",,
,mapmywalk.api.ua.com,"52.222.174.119, 52.222.174.38, 52.222.174.24, 52.222.174.31",,NOERROR,,True,cloudfront,,,,,,,
,mapmywalk.com,"13.224.189.49, 13.224.189.41, 13.224.189.52, 13.224.189.31","ns-1576.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,,"ns-1576.awsdns-05.co.uk, ns-650.awsdns-17.net, ns-1310.awsdns-35.org, ns-436.awsdns-54.com",,inbound-smtp.us-east-1.amazonaws.com,,,
,mapmyweb-clientevents.api.ua.com,"99.86.4.59, 99.86.4.111, 99.86.4.19, 99.86.4.17",,NOERROR,,True,cloudfront,,,,,,,
