input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,tls_subject_org_,tls_wildcard_certificate,cdn_name,cdn,final_url
integrate-staging.underarmour.com,Page Not Available | Under Armour®,200,14851,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,,integrate-staging.underarmour.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-21T00:00:00Z,2024-03-19T23:59:59Z,"CN=www.underarmour.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US, serialNumber=D04444345, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US",www.underarmour.com,admin.underarmour.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,49f794f5e21a3137c8b87c17470c451f,db3610613361f0e4ed80b45f8540a35c6e8f170307761c5f5b4acd65077a188c,ctls,integrate-staging.underarmour.com,443,https://integrate-staging.underarmour.com:443,https,AkamaiNetStorage,text/html,GET,23.55.231.171,/,-1800969441,23.55.231.171,,256,False,,"Under Armour, Inc.",,,,
integrate.underarmour.com,Page Not Available | Under Armour®,200,14851,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,,integrate.underarmour.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-21T00:00:00Z,2024-03-19T23:59:59Z,"CN=www.underarmour.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US, serialNumber=D04444345, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US",www.underarmour.com,admin.underarmour.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,49f794f5e21a3137c8b87c17470c451f,db3610613361f0e4ed80b45f8540a35c6e8f170307761c5f5b4acd65077a188c,ctls,integrate.underarmour.com,443,https://integrate.underarmour.com:443,https,AkamaiNetStorage,text/html,GET,23.55.231.171,/,-1800969441,23.55.231.171,,256,False,,"Under Armour, Inc.",,,,
investors.underarmour.com,Invalid URL,400,208,AS20940,AKAMAI-ASN1,NL,23.208.0.0/12,,,,,,,,,,,,,,,,,,,80,http://investors.underarmour.com:80,http,AkamaiGHost,text/html,GET,23.210.119.207,/,1426810041,2a02:26f0:3500:88f::2b39,,8,False,,,,,,
it.mapmyrun.com,ERROR: The request could not be satisfied,403,915,AS0,Not routed,None,13.224.192.0/21,,,,,,,,,,,,,,,,,,,80,http://it.mapmyrun.com:80,http,CloudFront,text/html,GET,13.224.189.41,/,583717499,13.224.189.52,Amazon Web Services,20,False,,,,cloudfront,True,
it.mapmywalk.com,ERROR: The request could not be satisfied,403,915,AS0,Not routed,None,13.224.192.0/21,,,,,,,,,,,,,,,,,,,80,http://it.mapmywalk.com:80,http,CloudFront,text/html,GET,13.224.189.52,/,-1799753450,13.224.189.41,Amazon Web Services,20,False,,,,cloudfront,True,
itchy.myfitnesspal.com,MyFitnessPal x Itchy Podcast,200,38520,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,itchy.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T02:42:20Z,2023-08-08T02:42:19Z,CN=itchy.myfitnesspal.com,itchy.myfitnesspal.com,itchy.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fc832529698a4639169261fc0ae0ba3d,163c9148d7490b0592ef0993d98486b8ca4386231ab952fd0b0b6b31e229eefa,ctls,itchy.myfitnesspal.com,443,https://itchy.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.27.189,/,-1468854848,2606:4700::6812:1bbd,YouTube,496,False,,,,cloudflare,True,
jandh.myfitnesspal.com,MyFitnessPal X Julia & Hunter,200,38524,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,jandh.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T05:00:41Z,2023-08-08T05:00:40Z,CN=jandh.myfitnesspal.com,jandh.myfitnesspal.com,jandh.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,87a55a63dd98850a6432b6648bf603ec,7649ef4dbc512952863300541fcde947f6bd85d7add64fb5dbd5205380d58f1d,ctls,jandh.myfitnesspal.com,443,https://jandh.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.27.189,/,-1468854848,2606:4700::6812:1abd,YouTube,496,False,,,,cloudflare,True,
jazminegarcia.myfitnesspal.com,MyFitnessPal X Jazmine Garcia,200,38604,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,jazminegarcia.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T07:36:01Z,2023-08-08T07:36:00Z,CN=jazminegarcia.myfitnesspal.com,jazminegarcia.myfitnesspal.com,jazminegarcia.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,be63e3d4b146d4fccc2f6a9cd33816f7,659ba33ec4a14f9b811f9db3785d289492e0ec9dd8fa2bdd406dfec6489099bc,ctls,jazminegarcia.myfitnesspal.com,443,https://jazminegarcia.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.26.189,/,-1468854848,2606:4700::6812:1abd,YouTube,496,False,,,,cloudflare,True,
joie.myfitnesspal.com,MyFitnessPal X Joie In Life,200,38501,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,joie.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T01:27:53Z,2023-08-08T01:27:52Z,CN=joie.myfitnesspal.com,joie.myfitnesspal.com,joie.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,1e7f08f69f5b0f276ad0fc8f7c2319d9,f5a4bb7dfd5c2b1b61f9b1ed5e06a9abb6f295c6f3f25ed7bb3e9cd05c3465a5,ctls,joie.myfitnesspal.com,443,https://joie.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.27.189,/,-1468854848,2606:4700::6812:1abd,YouTube,496,False,,,,cloudflare,True,
jp.mapmyfitness.com,ERROR: The request could not be satisfied,403,915,AS0,Not routed,None,13.224.192.0/21,,,,,,,,,,,,,,,,,,,80,http://jp.mapmyfitness.com:80,http,CloudFront,text/html,GET,13.224.189.31,/,1439109368,13.224.189.52,Amazon Web Services,20,False,,,,cloudfront,True,
jp.mapmyride.com,ERROR: The request could not be satisfied,403,915,AS0,Not routed,None,13.224.192.0/21,,,,,,,,,,,,,,,,,,,80,http://jp.mapmyride.com:80,http,CloudFront,text/html,GET,13.224.189.31,/,1578156703,13.224.189.52,Amazon Web Services,20,False,,,,cloudfront,True,
js.mapmyfitness.com,,200,244391,AS0,Not routed,None,99.86.8.0/24,,js.mapmyfitness.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-28T00:00:00Z,2024-02-26T23:59:59Z,CN=*.mapmyfitness.com,*.mapmyfitness.com,*.mapmyfitness.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,518b9d355f63dd62dc1e0da71f2cce1f,9679fcb8924b76086acebc3eb7c4993c6307dfe4bfe51e16afcd6d4271a72f74,ctls,js.mapmyfitness.com,443,https://js.mapmyfitness.com:443,https,AmazonS3,application/xml,GET,99.86.4.9,/,53896735,2600:9000:2057:3000:17:66b8:c180:93a1,Amazon Web Services,2,False,,,True,cloudfront,True,
jss-dev.underarmour.com,Jamf Pro Login,401,5652,AS16509,AS16509,Unknown,52.40.0.0/14,,jss-dev.underarmour.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2024-02-08T23:59:59Z,"CN=jss-dev.underarmour.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US",jss-dev.underarmour.com,jss-dev.underarmour.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,75428563c920d1753ec903e28966a848,af2963c4b727b1336474093eafbec7141c12ef8a09121813185578d7012ee3d2,ctls,jss-dev.underarmour.com,443,https://jss-dev.underarmour.com:443,https,Jamf Cloud Node,text/html,GET,52.34.34.55,/,1262005940,44.241.83.234,Java,183,False,,"Under Armour, Inc.",,,,
kalyn.myfitnesspal.com,MyFitnessPal X Kalyn Nicholson,200,38518,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,kalyn.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T07:11:22Z,2023-08-08T07:11:21Z,CN=kalyn.myfitnesspal.com,kalyn.myfitnesspal.com,kalyn.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d685aa3dace90337fe5be306bf0d639c,bd664c76ef903f76ee73d4444cb31521593ea4a793b65593a419afc838a2f11d,ctls,kalyn.myfitnesspal.com,443,https://kalyn.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.26.189,/,-1468854848,2606:4700::6812:1abd,YouTube,496,False,,,,cloudflare,True,
ketofasho.myfitnesspal.com,MyFitnessPal X Keto Fasho,200,38552,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,ketofasho.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T03:09:37Z,2023-08-08T03:09:36Z,CN=ketofasho.myfitnesspal.com,ketofasho.myfitnesspal.com,ketofasho.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,24654abe4af4037f599dc1fefc3bd1b1,5fab6f5bb7c51f6c90d06fe7ea66326c108478945ea0acda0705601ee7d296d1,ctls,ketofasho.myfitnesspal.com,443,https://ketofasho.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.26.189,/,-1468854848,2606:4700::6812:1bbd,YouTube,496,False,,,,cloudflare,True,
krowdfit.myfitnesspal.com,Krowdfit x MFP,200,41717,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,krowdfit.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-12T10:23:31Z,2023-06-10T10:23:30Z,CN=krowdfit.myfitnesspal.com,krowdfit.myfitnesspal.com,krowdfit.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,69e94e67602dd6b435bb3b6b9747c73b,a63bb17db1e51779ca3c1a68246bd9d0f6c12d7d4ba59f8c4f0a58cc967874e3,ctls,krowdfit.myfitnesspal.com,443,https://krowdfit.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.26.189,/,-1468854848,2606:4700::6812:1abd,YouTube,550,False,,,,cloudflare,True,
lenalifts.myfitnesspal.com,MyFitnessPal X LenaLifts,200,38550,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,lenalifts.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T05:45:31Z,2023-08-08T05:45:30Z,CN=lenalifts.myfitnesspal.com,lenalifts.myfitnesspal.com,lenalifts.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9092244b746591408d15fc694e291edd,ac4c3a93b154aa4208f824059c711f54344c88d7f074f30f111f90820d461883,ctls,lenalifts.myfitnesspal.com,443,https://lenalifts.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.27.189,/,-1468854848,2606:4700::6812:1bbd,YouTube,496,False,,,,cloudflare,True,
li.mapmyfitness.com,,404,9,AS20940,AKAMAI-ASN1,NL,23.8.0.0/13,,p.liadm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-27T00:00:00Z,2023-05-27T23:59:59Z,CN=p.liadm.com,p.liadm.com,www.p.liadm.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d16a1e9323e1339aff338a6e781693f,7866cb02570ea26f7b05b9284ccd580aed321623f3566603f5194c77e24b72f2,ctls,p.liadm.com,443,https://li.mapmyfitness.com:443,https,nginx,,GET,23.2.13.49,/,-738705486,23.2.13.40,Nginx,1,False,,,,,,https://p.liadm.com/?_li_uuid=MRNVVG4GJ6I26657LVXK5TW57Y&
link.email.myfitnesspal.com,MyFitnessPal | MyFitnessPal,200,492116,AS16509,AMAZON-02,US,54.184.0.0/13,https://csp-report.browser-intake-datadoghq.com/api/v2/logs?dd-api-key=pub6bacd8a3d2ff4a25d741e639b3320206&dd-evp-origin=content-security-policy&ddsource=csp-report&ddtags=env:nutrition-prod,www.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-09-12T23:59:59Z,CN=myfitnesspal.com,myfitnesspal.com,*.myfitnesspal.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e043ec437e382b9efee09821cb804d16,61159d332a5026841992ef53f4ceb7d2b69e1681ef174ae6ce3e7e7a0842129c,ctls,www.myfitnesspal.com,443,https://link.email.myfitnesspal.com:443,https,,text/html,GET,54.183.236.66,/,-1218353842,52.52.238.220,HSTS,1,False,,,True,,,https://www.myfitnesspal.com/
loved.myfitnesspal.com,MyFitnessPal x Radically Loved Podcast,200,38529,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,loved.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T01:55:03Z,2023-08-08T01:55:02Z,CN=loved.myfitnesspal.com,loved.myfitnesspal.com,loved.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,14fb6e0d933133d01fe51b299b2a75e0,200f204747ba9bf5853b4edbf803264007c58857e8d6c771f29c9482e8392473,ctls,loved.myfitnesspal.com,443,https://loved.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.26.189,/,-1468854848,2606:4700::6812:1bbd,YouTube,496,False,,,,cloudflare,True,
madeforthis.myfitnesspal.com,Origin DNS error | madeforthis.myfitnesspal.com | Cloudflare,530,6237,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,80,http://madeforthis.myfitnesspal.com:80,http,cloudflare,text/html,GET,104.18.27.189,/,1268665859,2606:4700::6812:1abd,Cloudflare,93,False,,,,cloudflare,True,
magic.myfitnesspal.com,Origin DNS error | magic.myfitnesspal.com | Cloudflare,530,6219,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,80,http://magic.myfitnesspal.com:80,http,cloudflare,text/html,GET,104.18.27.189,/,-941327948,2606:4700::6812:1abd,Cloudflare,93,False,,,,cloudflare,True,
magnusmethod.myfitnesspal.com,MyFitnessPal X Magnus Method,200,38591,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,magnusmethod.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T03:29:41Z,2023-08-08T03:29:40Z,CN=magnusmethod.myfitnesspal.com,magnusmethod.myfitnesspal.com,magnusmethod.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,066fb2a1f74cbd3c96b03059598cbcef,abca6c4746e105e7f428645fa976f004d7428a0e033967e6631946e7de359ab1,ctls,magnusmethod.myfitnesspal.com,443,https://magnusmethod.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.27.189,/,-1468854848,2606:4700::6812:1bbd,YouTube,496,False,,,,cloudflare,True,
maint.ua.com,Page Not Available | Under Armour®,200,19526,AS16509,AMAZON-02,US,13.32.132.0/24,,maint.ua.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2023-08-09T23:59:59Z,CN=maint.ua.com,maint.ua.com,www.underarmour.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f98cf41cd94ca4f28e54875f99b2be7a,5fbcbc6d1be4d3d4e339c95899810e6426baa560fa630391924b2ab18c9a3e50,ctls,maint.ua.com,443,https://maint.ua.com:443,https,AmazonS3,text/html,GET,13.32.121.115,/,1953228415,2600:9000:2240:5400:d:b7ee:e1c0:93a1,Amazon Web Services,276,False,,,,cloudfront,True,
mapmy-api-docs.api.ua.com,ERROR: The request could not be satisfied,403,915,AS16509,AMAZON-02,US,18.160.192.0/24,,,,,,,,,,,,,,,,,,,80,http://mapmy-api-docs.api.ua.com:80,http,CloudFront,text/html,GET,18.160.10.44,/,1359793460,18.160.10.54,Amazon Web Services,20,False,,,,cloudfront,True,
mapmy-internal.api.ua.com,Map your runs,200,38944,AS14618,AMAZON-AES,US,34.224.0.0/12,,mapmy-internal.api.ua.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-01-20T23:59:59Z,CN=*.uacf.io,*.uacf.io,*.mfpaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,09af9846ec0622631d7a46fa73e9a575,202d98e92e1b8bc33c1e45c59e0b7330e9c1c136bfb700fa7b511a646fa77f7a,ctls,mapmy-internal.api.ua.com,443,https://mapmy-internal.api.ua.com:443,https,,text/html,GET,34.236.65.196,/,566218143,54.80.69.143,HSTS,1044,False,True,,True,,,
mapmyfitness.api.ua.com,Map your runs,200,38944,AS0,Not routed,None,99.86.8.0/24,,mapmyfitness.api.ua.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.uacf.io,*.uacf.io,*.mfpaws.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f59d672cefc6b7b99571046d7f555bf5,04a049c2d88f45e3ef08be5a54c5ba5f29d45119da981a31f375f4353a87e44d,ctls,mapmyfitness.api.ua.com,443,https://mapmyfitness.api.ua.com:443,https,,text/html,GET,99.86.4.111,/,566218143,99.86.4.19,HSTS,1044,False,True,,True,cloudfront,True,
mapmyfitness.com,MapMyFitness,200,15914,AS0,Not routed,None,13.224.192.0/21,,www.mapmyfitness.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-08-09T23:59:59Z,CN=*.uacf.io,*.uacf.io,*.mfpaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f8baab3f922f4c5ab997930791b50570,a9c62cf163925b1ee46f1c2a29a77d8aad078ddb3c8a242e66dd7a48f4f9b07f,ctls,www.mapmyfitness.com,443,https://mapmyfitness.com:443,https,,text/html,GET,13.224.189.49,/,1494302000,13.224.189.52,Sentry:6.17.5,151,False,True,,True,cloudfront,True,https://www.mapmyfitness.com/
mapmyrun.api.ua.com,Map your runs,200,38944,AS0,Not routed,None,99.86.8.0/24,,mapmyrun.api.ua.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.uacf.io,*.uacf.io,*.mfpaws.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f59d672cefc6b7b99571046d7f555bf5,04a049c2d88f45e3ef08be5a54c5ba5f29d45119da981a31f375f4353a87e44d,ctls,mapmyrun.api.ua.com,80,http://mapmyrun.api.ua.com:80,http,,text/html,GET,99.86.4.19,/,566218143,99.86.4.111,HSTS,1044,False,True,,True,cloudfront,True,https://mapmyrun.api.ua.com/
mapmyrun.com,MapMyRun,200,15856,AS0,Not routed,None,13.224.192.0/21,,www.mapmyrun.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-08-09T23:59:59Z,CN=*.uacf.io,*.uacf.io,*.mfpaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f8baab3f922f4c5ab997930791b50570,a9c62cf163925b1ee46f1c2a29a77d8aad078ddb3c8a242e66dd7a48f4f9b07f,ctls,www.mapmyrun.com,443,https://mapmyrun.com:443,https,,text/html,GET,13.224.189.41,/,566218143,13.224.189.49,Sentry:6.17.5,151,False,True,,True,cloudfront,True,https://www.mapmyrun.com/
mapmywalk.api.ua.com,Map your runs,200,38944,AS0,Not routed,None,99.86.8.0/24,,mapmywalk.api.ua.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.uacf.io,*.uacf.io,*.mfpaws.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f59d672cefc6b7b99571046d7f555bf5,04a049c2d88f45e3ef08be5a54c5ba5f29d45119da981a31f375f4353a87e44d,ctls,mapmywalk.api.ua.com,443,https://mapmywalk.api.ua.com:443,https,,text/html,GET,99.86.4.111,/,566218143,99.86.4.19,HSTS,1044,False,True,,True,cloudfront,True,
mapmywalk.com,MapMyWalk,200,15868,AS0,Not routed,None,13.224.192.0/21,,www.mapmywalk.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-08-09T23:59:59Z,CN=*.uacf.io,*.uacf.io,*.mfpaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f8baab3f922f4c5ab997930791b50570,a9c62cf163925b1ee46f1c2a29a77d8aad078ddb3c8a242e66dd7a48f4f9b07f,ctls,www.mapmywalk.com,443,https://mapmywalk.com:443,https,,text/html,GET,13.224.189.31,/,1494302000,13.224.189.41,Sentry:6.17.5,151,False,True,,True,cloudfront,True,https://www.mapmywalk.com/
mapmyweb-clientevents.api.ua.com,,404,42,AS0,Not routed,None,99.86.8.0/24,,mapmyweb-clientevents.api.ua.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.uacf.io,*.uacf.io,*.mfpaws.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f59d672cefc6b7b99571046d7f555bf5,04a049c2d88f45e3ef08be5a54c5ba5f29d45119da981a31f375f4353a87e44d,ctls,mapmyweb-clientevents.api.ua.com,443,https://mapmyweb-clientevents.api.ua.com:443,https,,text/plain,GET,99.86.4.59,/,1382809587,99.86.4.111,Amazon Web Services,1,False,True,,True,cloudfront,True,
maxx.myfitnesspal.com,MyFitnessPal X Maxx Chewning,200,38503,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,maxx.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T01:12:08Z,2023-08-08T01:12:07Z,CN=maxx.myfitnesspal.com,maxx.myfitnesspal.com,maxx.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,63c0c20c3f4e4db34a8b32abbacb87af,d4f8512870f02ce25c4b3df39b18ea80b6dadd5c75db941ed67c077f75e526ab,ctls,maxx.myfitnesspal.com,443,https://maxx.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.27.189,/,-1468854848,2606:4700::6812:1bbd,YouTube,496,False,,,,cloudflare,True,
mbelia.underarmour.co.uk,,404,91,AS44788,ASN-CRITEO-EUROPE,FR,178.250.0.0/23,,mbelia.underarmour.co.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2023-06-15T23:59:59Z,"CN=mbelia.underarmour.co.uk, O=Criteo SA, L=Paris, ST=Île-de-France, C=FR",mbelia.underarmour.co.uk,mbelia.underarmour.co.uk,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,b45e66096de258eaae7b85cbc2b6de60,7b88155fa5fe7b2d1b68918e973d1ce12a9819f2293addb3539285f31b24add1,ctls,mbelia.underarmour.co.uk,443,https://mbelia.underarmour.co.uk:443,https,Kestrel,text/html,GET,178.250.1.11,/,-1947197333,2a02:2638:3::c,Microsoft ASP.NET,1,False,,Criteo SA,,,,
mi.underarmour.com,Movable Ink Domain,200,79,AS16509,AMAZON-02,US,52.222.236.0/23,,mi.underarmour.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-31T00:00:00Z,2024-04-28T23:59:59Z,CN=mi.underarmour.com,mi.underarmour.com,mi.underarmour.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,df807c5253bdf7fc4b21a09540cda7a0,9f554578addef7b8fd4d17ef780bc4d8ef3256b3e5eace2b4b9252fd65883200,ctls,mi.underarmour.com,443,https://mi.underarmour.com:443,https,,,GET,52.222.236.76,/,-1542678720,52.222.236.104,Amazon Web Services,1,False,,,,cloudfront,True,
miller.myfitnesspal.com,MyFitnessPal X Cody Miller,200,38521,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,miller.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T03:17:18Z,2023-08-08T03:17:17Z,CN=miller.myfitnesspal.com,miller.myfitnesspal.com,miller.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,49c4921108406e96ea6723ab5821d3e1,a66ed3d0b05e022353a31e3aacda7322436d40951086cd5162b2bd13dfadc953,ctls,miller.myfitnesspal.com,443,https://miller.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.27.189,/,-1468854848,2606:4700::6812:1bbd,YouTube,496,False,,,,cloudflare,True,
missfit.myfitnesspal.com,MyFitnessPal X MissFitAndNerdy,200,38540,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,missfit.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T02:16:20Z,2023-08-08T02:16:19Z,CN=missfit.myfitnesspal.com,missfit.myfitnesspal.com,missfit.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ca717e18fa79b6ea4de0b45533e3947c,8036baf10693e2d28e3e795959fd84fb47646b02a14ae7a0d53e6fb2f357bb49,ctls,missfit.myfitnesspal.com,443,https://missfit.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.27.189,/,-1468854848,2606:4700::6812:1abd,YouTube,496,False,,,,cloudflare,True,
