input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_self_signed,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,cdn,tls_issuer_org_,webserver,tech_,csp_domains_,tls_subject_org_,tls_wildcard_certificate,final_url,tls_expired
gochrome.engelvoelkers.com,dGPS3,200,940,gochrome.engelvoelkers.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,,2023-02-10T00:00:00Z,2023-09-30T23:59:59Z,CN=gochrome.engelvoelkers.com,gochrome.engelvoelkers.com,go3-ieonchrome.engelvoelkers.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,2416abca7d3141b3adeb056ea8341122,9d575807e9c9f4f0003357d77c4043ec34e9ec874ddd5378d9acec1f040d0557,ctls,gochrome.engelvoelkers.com,,443,https://gochrome.engelvoelkers.com:443,https,text/html,GET,35.157.112.131,/,1847548740,52.59.88.223,25,False,,Amazon,nginx,Nginx,,,,,
goelevate.engelvoelkers.com,,404,19,goelevate.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-11T16:09:50Z,2024-05-10T16:09:50Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,9be987b88f80a778640ac17ccbf2f854.45f636d79f7e3029cd05c1d91ae34917.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,547780ff73e5c8b95846886f89b58bc9,ae89a0e6304337d2b223ac0a337afdcdeed0f729560e6af005c8445bf63f8f77,ctls,goelevate.engelvoelkers.com,google,443,https://goelevate.engelvoelkers.com:443,https,text/plain,GET,35.186.199.237,/,-138391155,35.186.199.237,2,False,True,,,,,,,,
google-oauth.engelvoelkers.com,Anmelden – Google Konten,200,104724,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,ctls,accounts.google.com,google,443,https://google-oauth.engelvoelkers.com:443,https,text/html,GET,35.186.199.237,/,,35.186.199.237,1885,False,True,Google Trust Services LLC,GSE,OpenGSE,,,True,https://accounts.google.com/InteractiveLogin?continue=https://accounts.google.com/signin/oauth/legacy/consent?authuser%3Dunknown%26part%3DAJi8hANrSLA6SlFz8Rqh0rN8GhfKoXM4WVzZTKSqJp3wITzFKq4cnN_7NGG_ipWtWb1f9AJlxg1Oc5mvPtGmAScOzrkP-7LgxFfZLTMzMrruUgP_jvciqByWsgj9IjGsxbO0sGuj5CnzAOyq_HSxt64S_P1nI8cFZRJQFT_tvzaXJacrzkKuo0LhVJJ2BVM3Dp4JY3ZaBSWyfADr-7YbKngQkWcChjBO6GZAbg0qJG579fJhyiosAfi_Nd3WpXaB-kKl_zk1CE5bkaFmVUg2J1dkSaH2szZFdDN1Doea0c1knV_qqk5cCP5JB0TKNrrCfc3SchopLrN0-Vio37Vd1MJH8SY8BvXulwP9IZOYiQJ079VrvWK4VPwNKPH20zouvlcHwXr7ERPoxdTd52-RgRV9jWu8prVFXNArCSrKwuCsroieQBw459c8BEZG7xcI0Jjl_aSmtRhqyDKqFKG5a9Uz7wvKb9eH51nx-U5jIM9pk2VlWeh6BRA%26as%3DS1728886558%253A1683841969642169%26client_id%3D839442732665-b91s0m56hg1a560i6pbrs9ol0lsrejqf.apps.googleusercontent.com%23&oauth=1&rip=1&sacu=1&ifkv=Af_xneGd4LQ_49yoXsD-WxVznn0r7LqG3SjFc4QnZcf8ANGIsUXAknZEWFSotOYIIiDyXNERc5LwiA,
gtm.engelvoelkers.com,,404,19,gtm.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-26T16:10:50Z,2023-07-25T16:10:49Z,CN=gtm.engelvoelkers.com,gtm.engelvoelkers.com,gtm.engelvoelkers.com,"CN=R3, O=Let's Encrypt, C=US",R3,b06658fe7b3b6e600e3c9178633a05b1,df7c658180e38e2ff9afee4fba0233356cf7ed377f61240babf7d055fadb420b,ctls,gtm.engelvoelkers.com,google,443,https://gtm.engelvoelkers.com:443,https,text/plain,GET,35.186.199.237,/,-138391155,35.186.199.237,2,False,True,Let's Encrypt,,,,,,,
hlsjel.engelvoelkers.com,,404,91,hlsjel.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2023-03-15T00:00:00Z,2023-06-09T23:59:59Z,"CN=ukgfxw.satofull.jp, O=Criteo SA, L=Paris, ST=Île-de-France, C=FR",ukgfxw.satofull.jp,ukgfxw.satofull.jp,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,8b03c6d92541424f65ca5dba004ef56a,058faf8ebb7996c6a0d3b2fd228fb7ef6bce0edd47432ac27557707ed1286da5,ctls,hlsjel.engelvoelkers.com,,443,https://hlsjel.engelvoelkers.com:443,https,text/html,GET,178.250.1.11,/,-1947197333,2a02:2638:3::c,1,False,,DigiCert Inc,Kestrel,Microsoft ASP.NET,,Criteo SA,,,
holidayhomes.engelvoelkers.com,Engel & Völkers | Ihr Immobilienmakler an über 1.000 Standorten,200,194138,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,cloudflare,443,https://holidayhomes.engelvoelkers.com:443,https,text/html,GET,104.22.23.187,/,1518341517,2606:4700:10::6816:16bb,4601,False,True,DigiCert Inc,cloudflare,jQuery,,,True,https://www.engelvoelkers.com/de/?default,
holidayrentals.engelvoelkers.com,Engel & Völkers | Ihr Immobilienmakler an über 1.000 Standorten,200,193742,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,cloudflare,443,https://holidayrentals.engelvoelkers.com:443,https,text/html,GET,172.67.23.104,/,-632867812,2606:4700:10::6816:16bb,4601,False,True,DigiCert Inc,cloudflare,jQuery,,,True,https://www.engelvoelkers.com/de/?default,
hqfw01.engelvoelkers.com,FortiGate,200,3382,hqfw01.engelvoelkers.com,4443,True,tls13,TLS_AES_256_GCM_SHA384,True,True,2022-01-24T10:30:22Z,2024-04-28T10:30:22Z,"CN=FortiGate, O=Fortinet Ltd.",FortiGate,,"CN=FortiGate, O=Fortinet Ltd.",FortiGate,20ed3e4f9415837fd55404313a18deb8,f7b6e60e9d2311a4ef8b556383c30d39e9e896c69ddf03cc3d4c52cbb4034e81,ctls,hqfw01.engelvoelkers.com,,80,http://hqfw01.engelvoelkers.com:80,http,text/html,GET,92.79.85.60,/,-1840324437,92.79.85.60,42,False,,Fortinet Ltd.,,HSTS,,Fortinet Ltd.,,https://hqfw01.engelvoelkers.com:4443/,
hub.engelvoelkers.com,Engel & Völkers Hub - Qualify your request,404,132509,hub.engelvoelkers.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,,,2023-03-20T09:22:15Z,2023-06-18T09:22:14Z,CN=hub.engelvoelkers.com,hub.engelvoelkers.com,hub.engelvoelkers.com,"CN=R3, O=Let's Encrypt, C=US",R3,0a383357b3f3723a09497e74d812b2b2,12a25da09efe7c3d1dff231602d7df5bd14bdcfd40d7a464d584a321f70a6281,ctls,hub.engelvoelkers.com,,443,https://hub.engelvoelkers.com:443,https,text/html,GET,76.76.21.9,/,-1501662671,76.76.21.142,190,False,,Let's Encrypt,Vercel,Vercel,,,,https://hub.engelvoelkers.com/en/,
infodesk-mmc-api.engelvoelkers.com,,404,19,infodesk-mmc-api.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-16T12:16:00Z,2023-07-15T12:15:59Z,CN=infodesk-mmc-api.engelvoelkers.com,infodesk-mmc-api.engelvoelkers.com,infodesk-mmc-api.engelvoelkers.com,"CN=R3, O=Let's Encrypt, C=US",R3,74e28064e6035ffec135f840e5226d42,c0e7cac17cfb5d950e9cef54946c48d4856158346f2962d374458ee55c7f78e2,ctls,infodesk-mmc-api.engelvoelkers.com,google,443,https://infodesk-mmc-api.engelvoelkers.com:443,https,text/plain,GET,35.186.199.237,/,-138391155,35.186.199.237,2,False,True,Let's Encrypt,,,,,,,
itservices-dev.engelvoelkers.com,Engel & Völkers maintenance page,503,150569,itservices-dev.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,True,2022-11-10T00:00:00Z,2023-12-11T23:59:59Z,CN=*.envdevel.com,*.envdevel.com,envdevel.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,fa483451f17eaa03bcafe08b714c4fa2,e07a8778ffe3e5ee878cf4144dc32ae14a004be6e273cc1a287fe405d8351022,ctls,itservices-dev.engelvoelkers.com,google,443,https://itservices-dev.engelvoelkers.com:443,https,text/html,GET,130.211.18.191,/,1045177360,130.211.18.191,397,False,True,DigiCert Inc,Varnish,HTTP/3,,,True,,
itservices.engelvoelkers.com,,404,19,itservices.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-11T04:43:30Z,2023-08-09T04:43:29Z,CN=itservices.engelvoelkers.com,itservices.engelvoelkers.com,itservices.engelvoelkers.com,"CN=R3, O=Let's Encrypt, C=US",R3,539cf594671fc66da018d4d2444d41e0,81767e127995acd0523428ebf69b90defa5e30854274222d63e69880e33bd356,ctls,itservices.engelvoelkers.com,google,443,https://itservices.engelvoelkers.com:443,https,text/plain,GET,35.186.199.237,/,-138391155,35.186.199.237,2,False,True,Let's Encrypt,,,,,,,
jira.engelvoelkers.com,Log in with Atlassian account,200,6712,id.atlassian.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-05-10T00:00:00Z,2023-06-10T23:59:59Z,"CN=*.atlassian.com, O=Atlassian Pty Ltd, L=Sydney, ST=New South Wales, C=AU",*.atlassian.com,atlassian.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,3edf964b3c1544df6bc04b41c5d25da5,e235541fefa6308aeb87159dd7969b5fc42d9794aea6dbcd35a83d242a5ddd53,ctls,id.atlassian.com,google,443,https://jira.engelvoelkers.com:443,https,text/html,GET,35.190.46.123,/,-2004516092,35.190.46.123,1,False,True,DigiCert Inc,AtlassianEdge,HSTS,https://web-security-reports.services.atlassian.com/csp-report/sign-in-service,Atlassian Pty Ltd,True,https://id.atlassian.com/login?continue=https%3A%2F%2Fid.atlassian.com%2Fjoin%2Fuser-access%3Fresource%3Dari%253Acloud%253Ajira%253A%253Asite%252F9a3fe7a2-73c3-402e-903b-47a02beebcfe%26continue%3Dhttps%253A%252F%252Fengelvoelkers.atlassian.net&application=jira,
jobs.engelvoelkers.com,Immobilienmakler werden - Engel & Völkers Stellenangebote - Karriere / Jobs,200,75506,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,google,443,https://jobs.engelvoelkers.com:443,https,text/html,GET,35.190.46.123,/,-711159197,35.190.46.123,1476,False,True,DigiCert Inc,cloudflare,Google Tag Manager,,,True,https://www.engelvoelkers.com/de-de/karriere/,
join.engelvoelkers.com,,404,47,join.engelvoelkers.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,,2023-04-28T07:02:10Z,2023-07-27T07:02:09Z,CN=join.engelvoelkers.com,join.engelvoelkers.com,join.engelvoelkers.com,"CN=R3, O=Let's Encrypt, C=US",R3,182ba7cf77834b82192eb080b63464f7,93edb343bfae57c455cd06f344cccaca1b762b01a7b3c4a232742896242256ff,ctls,join.engelvoelkers.com,,443,https://join.engelvoelkers.com:443,https,text/plain,GET,3.69.136.55,/,-1335621053,3.126.202.50,1,False,,Let's Encrypt,,,,,,,
kariera.engelvoelkers.com,Software de Recursos Humanos para pyme y gran empresa • Bizneo HR,200,199388,www.bizneo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-19T07:37:29Z,2023-07-18T07:37:28Z,CN=bizneo.com,bizneo.com,*.bizneo.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,4946aac8e45bc391536afb0ca4a94692,824354e0e285689a3f853756c6a16250e80a43682c3a115c1657079cd083c23d,ctls,www.bizneo.com,,443,https://kariera.engelvoelkers.com:443,https,text/html,GET,34.254.136.44,/,481588749,34.254.136.44,1415,False,,Google Trust Services LLC,cloudflare,Google Tag Manager,,,True,https://www.bizneo.com,
karlsruhe.engelvoelkers.com,Engel & Völkers | Ihr Immobilienmakler an über 1.000 Standorten,200,193742,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,google,443,https://karlsruhe.engelvoelkers.com:443,https,text/html,GET,35.190.46.123,/,-632867812,35.190.46.123,4601,False,True,DigiCert Inc,cloudflare,jQuery,,,True,https://www.engelvoelkers.com/de/?default,
kassel.engelvoelkers.com,Engel & Völkers | Ihr Immobilienmakler an über 1.000 Standorten,200,193742,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,google,443,https://kassel.engelvoelkers.com:443,https,text/html,GET,35.190.46.123,/,-667957671,35.190.46.123,4601,False,True,DigiCert Inc,cloudflare,jQuery,,,True,https://www.engelvoelkers.com/de/?default,
kyc-api.engelvoelkers.com,,401,,kyc-api.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-06T13:42:02Z,2023-08-04T13:42:01Z,CN=kyc-api.engelvoelkers.com,kyc-api.engelvoelkers.com,kyc-api.engelvoelkers.com,"CN=R3, O=Let's Encrypt, C=US",R3,94ca1e7d4f7d79615a5d95eca0058dca,3ae9f3bc9f1794e4e3730c70cd577f295da1133213734518de3aa0a5c61884d0,ctls,kyc-api.engelvoelkers.com,google,443,https://kyc-api.engelvoelkers.com:443,https,,GET,35.186.199.237,/,-1840324437,35.186.199.237,1,False,True,Let's Encrypt,,HSTS,,,,,
kyc.engelvoelkers.com,,200,2157,kyc.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-05-09T09:44:42Z,2023-08-07T09:44:41Z,CN=kyc.engelvoelkers.com,kyc.engelvoelkers.com,kyc.engelvoelkers.com,"CN=R3, O=Let's Encrypt, C=US",R3,b1c9dfd108140fc0391cdc1b348398f7,4eb8ee3e910448ae46bb88ed8531c6993ef4d419266780a2636d5a4da292aecd,ctls,kyc.engelvoelkers.com,google,443,https://kyc.engelvoelkers.com:443,https,text/html,GET,35.186.199.237,/,-1079527957,35.186.199.237,1,False,True,Let's Encrypt,,webpack,,,,,
lavoroitalia.engelvoelkers.com,Engel & Voelkers Italia,200,2856,lavoroitalia.engelvoelkers.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,,2023-04-13T12:12:37Z,2023-07-12T12:12:36Z,CN=lavoroitalia.engelvoelkers.com,lavoroitalia.engelvoelkers.com,lavoroitalia.engelvoelkers.com,"CN=R3, O=Let's Encrypt, C=US",R3,3c9014247ee357fac03dc90bb1ce4c45,de1b26ef728f65f4fcc0e7da6ca843ba4ed20d0dc0f8e279d589e08a4af5dfbc,ctls,lavoroitalia.engelvoelkers.com,,443,https://lavoroitalia.engelvoelkers.com:443,https,text/html,GET,34.254.136.44,/,-1840324437,34.254.136.44,17,False,,Let's Encrypt,,Ruby on Rails,*.zopim.com,,,https://lavoroitalia.engelvoelkers.com/jobs,
lavororoma.engelvoelkers.com,Engel & Völkers Roma,200,3636,lavororoma.engelvoelkers.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,,2023-04-13T12:12:43Z,2023-07-12T12:12:42Z,CN=lavororoma.engelvoelkers.com,lavororoma.engelvoelkers.com,lavororoma.engelvoelkers.com,"CN=R3, O=Let's Encrypt, C=US",R3,2176e5d93a19918b854d432d86d8346f,5cf4b0f3004004dcacc1f43ec2e509f4cfc15975aa4cfa1045cfbf7347d09a6b,ctls,lavororoma.engelvoelkers.com,,443,https://lavororoma.engelvoelkers.com:443,https,text/html,GET,34.254.136.44,/,-1840324437,34.254.136.44,33,False,,Let's Encrypt,,Ruby on Rails,*.youtube.com,,,https://lavororoma.engelvoelkers.com/jobs,
leadapi.engelvoelkers.com,Error,404,68,leadapi.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-10T15:01:29Z,2023-07-09T15:01:28Z,CN=hasura.engelvoelkers.com,hasura.engelvoelkers.com,leadapi.engelvoelkers.com,"CN=R3, O=Let's Encrypt, C=US",R3,d35a516cb62884fddf4a5b3ef9311616,5a72ff3bb1753b87d93dacb3e496fc4ed4b818dc6b2b35232018fca831ca51e6,ctls,leadapi.engelvoelkers.com,google,443,https://leadapi.engelvoelkers.com:443,https,text/html,GET,35.186.199.237,/,758704772,35.186.199.237,1,False,True,Let's Encrypt,,HSTS,,,,,
leadhub.engelvoelkers.com,,200,4553,leadhub.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-03-30T13:32:10Z,2023-06-28T13:32:09Z,CN=leadhub.engelvoelkers.com,leadhub.engelvoelkers.com,leadhub.engelvoelkers.com,"CN=R3, O=Let's Encrypt, C=US",R3,e2f272d77d1faf85e4f9735962d5046c,374117789ab99e65b3a28459fc857a58591d6636a13de3a128c81a054707fc31,ctls,leadhub.engelvoelkers.com,google,443,https://leadhub.engelvoelkers.com:443,https,text/html,GET,35.186.199.237,/,-896078128,35.186.199.237,1,False,True,Let's Encrypt,,webpack,,,,,
life.engelvoelkers.com,Sign in to Engel & Völkers,200,3816,login.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-01-16T00:00:00Z,2024-02-16T23:59:59Z,CN=login.engelvoelkers.com,login.engelvoelkers.com,login.engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,39841e1f344d7901213e84571f3f44fd,2d6eb4b657382c53c8ab8273093ec3642706cd2b0c7bda0b6fd160ba56b4ea32,ctls,login.engelvoelkers.com,google,443,https://life.engelvoelkers.com:443,https,text/html,GET,34.78.181.240,/,-1840324437,34.78.181.240,89,False,True,DigiCert Inc,,HTTP/3,,,,https://login.engelvoelkers.com/realms/ev/protocol/saml?RelayState=https%3A%2F%2Flife.engelvoelkers.com%2Fportal%2Fcas%2Fcallback&SAMLRequest=lZJbT8IwFMff%2FRRL30dZdQwbNkIkJiR4CRcffKvdGTR27WzPUL%2B9ZQSDiSH6cF56zv%2BSXzoaf9Q62oHzypqcJL0%2BicBIWyqzycl6dRsPybi4GHlR64ZPWtyaBby14DGaeA8Og%2BzGGt%2FW4JbgdkrCejHPyRax8ZxSrSrogdmA3lnQryGnJ21NG%2BtQaCqFD6P1i5CvJJoGV2UEdk2%2BDexGmV8c9lJVNrRxtlIa6HJyN2d0AaVyIJEulw8kmk1zkg6Ta8gGIhlmVTnM0j7L4sGVqMLW%2BxZmxqMwmBPWZ5dxP42TZMUSnjKeJr1scPVMoqcjHLaHE3AZzzscOWmd4VZ45bkRNXiOku978HDJQzG00mpSdPB4F%2BdO9Ofl4kiXFP9nOaInkYd81vD7EDKbPlqt5Gc00dq%2B3zgQCDlB1wKJbq2rBZ6vtX9RZVx1pxydMF6BwVMu7K9gaHHo%2BfNfFV8%3D,
liquidhome.engelvoelkers.com,Immobilien-Teilverkauf | Engel & Völkers LiquidHome,200,170474,ev-liquidhome.de,443,True,tls13,TLS_AES_256_GCM_SHA384,,,2023-05-07T22:48:16Z,2023-08-05T23:47:36Z,CN=ev-liquidhome.com,ev-liquidhome.com,www.ev-liquidhome.de,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,24d07a2bcd44c580133af9ae1ac97362,e6b986af003a367b3af22cb542dec71e677d7b2cbdd5bf5f4796a0fc9c9a1066,ctls,ev-liquidhome.de,google,443,https://liquidhome.engelvoelkers.com:443,https,text/html,GET,34.95.111.165,/,-1060197062,34.95.111.165,1,False,True,Google Trust Services LLC,Google Frontend,HTTP/3,https://googleads.g.doubleclick.net,,,https://ev-liquidhome.de/,
live-keycloak.engelvoelkers.com,Welcome to Keycloak,200,4033,live-keycloak.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-20T20:06:38Z,2023-07-19T20:58:10Z,CN=live-keycloak.engelvoelkers.com,live-keycloak.engelvoelkers.com,live-keycloak.engelvoelkers.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,40ad60d751b6054b3c2851b81cf1c43d,d182f6c02ad442a9416f6181eabd4a03ee658b114d7b89cf27a835df3ad28b3f,ctls,live-keycloak.engelvoelkers.com,google,443,https://live-keycloak.engelvoelkers.com:443,https,text/html,GET,34.111.193.173,/,2039456110,34.111.193.173,89,False,True,Google Trust Services LLC,,HTTP/3,,,,,
lmt.engelvoelkers.com,,200,10933,lmt.engelvoelkers.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,,,2023-03-26T04:19:17Z,2023-06-24T04:19:16Z,CN=lmt.engelvoelkers.com,lmt.engelvoelkers.com,lmt.engelvoelkers.com,"CN=R3, O=Let's Encrypt, C=US",R3,528c5a4432d87ecbacef26755fa4ff03,a611056e0b4bf867064a3e8061010dc014549e957cf9aa516553d78d0d300c77,ctls,lmt.engelvoelkers.com,,443,https://lmt.engelvoelkers.com:443,https,text/html,GET,76.76.21.241,/,1284290598,76.76.21.164,1,False,,Let's Encrypt,Vercel,webpack,,,,https://lmt.engelvoelkers.com/licence-contracts,
login.engelvoelkers.com,Login to Engel & Völkers,200,12825,login.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-01-16T00:00:00Z,2024-02-16T23:59:59Z,CN=login.engelvoelkers.com,login.engelvoelkers.com,login.engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,39841e1f344d7901213e84571f3f44fd,2d6eb4b657382c53c8ab8273093ec3642706cd2b0c7bda0b6fd160ba56b4ea32,ctls,login.engelvoelkers.com,google,443,https://login.engelvoelkers.com:443,https,text/html,GET,34.110.218.13,/,-780928015,34.110.218.13,237,False,True,DigiCert Inc,Apache/2.4.57 (Unix) OpenSSL/1.1.1n,UNIX,https://*.engelvoelkers.com,,,https://login.engelvoelkers.com/cas/login,
luxembourg.engelvoelkers.com,Engel & Völkers | Ihr Immobilienmakler an über 1.000 Standorten,200,193564,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,google,443,https://luxembourg.engelvoelkers.com:443,https,text/html,GET,35.190.46.123,/,-667957671,35.190.46.123,4595,False,True,DigiCert Inc,cloudflare,jQuery,,,True,https://www.engelvoelkers.com/de/?default,
mallorca.engelvoelkers.com,Immobilien auf Mallorca | Immobilienmakler Engel & Völkers,200,140271,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,google,443,https://mallorca.engelvoelkers.com:443,https,text/html,GET,35.190.46.123,/,1685073662,35.190.46.123,3072,False,True,DigiCert Inc,cloudflare,Google Tag Manager,,,True,https://www.engelvoelkers.com/de-es/mallorca/,
marbella.engelvoelkers.com,Real estate in Marbella – Your real estate agent Engel & Völkers,200,164349,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,google,443,https://marbella.engelvoelkers.com:443,https,text/html,GET,34.95.111.165,/,-1913596705,34.95.111.165,3315,False,True,DigiCert Inc,cloudflare,Google Tag Manager,,,True,https://www.engelvoelkers.com/en-es/marbella/,
