input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,tls_expired,tls_subject_org_,tls_wildcard_certificate,final_url,tls_mismatched,tls_self_signed
homes.stanford.edu,Stanford Homes,200,45964,homes.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=stanford.edu, O=Stanford University, ST=California, C=US",stanford.edu,sites.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,ba79de701433a1bbb7ae5adf8ba7cbe3,73b5d7a20c9dad276dfbf9c390ec5ad3ab464de77150592f2ab56cb1c8c561c2,ctls,homes.stanford.edu,,443,https://homes.stanford.edu:443,https,nginx,text/html,GET,34.215.171.12,/,997500400,34.215.171.12,Varnish,335,False,,,,Stanford University,True,,True,
housing.stanford.edu,Student Housing | Stanford R&DE,200,273074,rde.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=stanford.edu, O=Stanford University, ST=California, C=US",stanford.edu,sites.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,ba79de701433a1bbb7ae5adf8ba7cbe3,73b5d7a20c9dad276dfbf9c390ec5ad3ab464de77150592f2ab56cb1c8c561c2,ctls,rde.stanford.edu,,443,https://housing.stanford.edu:443,https,nginx,text/html,GET,52.13.186.5,/,-1168159237,52.11.47.172,Varnish,4049,False,,,,Stanford University,True,https://rde.stanford.edu/studenthousing/,True,
hpe.stanford.edu,Page not found : Stanford University,404,5847,hpe.stanford.edu,443,True,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=stanford.edu, O=Stanford University, ST=California, C=US",stanford.edu,www-v6.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,6e50ace6409cd02ee665f3112237bb52,d4d0b2f39624e14730b74d57fc150a18d3fed5c1f24754ee9bea40b3d7df8e6e,ctls,hpe.stanford.edu,,443,https://hpe.stanford.edu:443,https,Apache,text/html,GET,171.67.215.200,/,-117420658,2607:f6d0:0:925a::ab43:d7c8,HSTS,125,False,,,,Stanford University,True,,,
hpl.stanford.edu,Human Perception Lab | Stanford Human Perception Lab | Stanford Medicine,200,95526,med.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-06T00:00:00Z,2023-07-06T23:59:59Z,"CN=med.stanford.edu, O=Stanford University, ST=California, C=US",med.stanford.edu,www.med.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,9ddce5a5445ca997dcc8c8f9588f0ad1,6a4dee8c79cba97a16d8717d5d6fa58db970cc4688c34417e6c9fcd3a3062bfe,ctls,med.stanford.edu,,443,https://hpl.stanford.edu:443,https,Apache/2.4.46 () Communique/4.3.3,text/html,GET,44.238.247.54,/,631524574,34.208.110.96,Java,3423,False,,,,Stanford University,True,https://med.stanford.edu/hpl.html,,
hr.stanford.edu,HR at Stanford,200,71949,hr.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-05T00:00:00Z,2024-04-04T23:59:59Z,"CN=*.stanford.edu, O=Stanford University, L=Stanford, ST=California, C=US",*.stanford.edu,stanford.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4cc9a13ec99950cda50f52e941fe35d7,9b175938543ac36ab48c8a4139ccef0ae972fc801c46bd95526ab7b8d9854eb0,ctls,hr.stanford.edu,,443,https://hr.stanford.edu:443,https,,text/html,GET,23.32.238.26,/,997500400,23.32.238.65,React,552,False,,,,Stanford University,True,,,
hrtex.med.stanford.edu,Anmelden – Google Konten,200,104539,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,ctls,accounts.google.com,google,443,https://hrtex.med.stanford.edu:443,https,GSE,text/html,GET,34.111.22.211,/,-1446740353,34.111.22.211,OpenGSE,1885,False,True,,,,True,https://accounts.google.com/InteractiveLogin?continue=https://accounts.google.com/signin/oauth/legacy/consent?authuser%3Dunknown%26part%3DAJi8hAM4CO3NYMveeNvtG5A3mg12b8FSffk_98bKOXxH3w4cn8A1dfZpZcnlWGA7_Mfxo300g227fhdSt3yrOyGQ07LyxC86zDEkUUzKW-SJPue5zx22j_B2oxniZjV34orJ7LLggDN6hR92tyyttXL_AslFtRoH4_18S8e42gzaft_ef3BdTQghcBxbDWtWjfIajyTfOu_s51Acms-_uoHR57ku4tZiWUTpZTQfSLA5MZiE1upfYted-M4AH6N9bRG9NeIX2YNzpzEl0ldp3LYhshvjRGE-dc43JsRcaCNXdzX0T8g9H8rAL9gHgn-jtSwogGfAprDVx4uVeVWPZWAJ-0f03nFJBDxEdlYE1C0vPh1MgBpxE2fRJDXQZbx7UAphJuWWopbVFUG0KpEaXl2MzGu1S072Gjft33DOMCxdkj_D-yiLVWrG7kes4NIHh5fcvU-6Vb7h6rBU1trbxcFrDSeBJcrGNg%26as%3DS134596911%253A1683842562437840%26client_id%3D1084088253492-sdje01grmnpl2i1v9mk6t7du3i85814g.apps.googleusercontent.com%23&oauth=1&rip=1&sacu=1&ifkv=Af_xneGvy4FlLPJCMHRsdYqb0k1GWBJsT-yQbPW4AotVKbfKXRFZMSVRCwJgJrUdkVQJP3RgXmmsmQ,,
humbio.stanford.edu,Human Biology,200,90977,humanbiology.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=stanford.edu, O=Stanford University, ST=California, C=US",stanford.edu,sites.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,ba79de701433a1bbb7ae5adf8ba7cbe3,73b5d7a20c9dad276dfbf9c390ec5ad3ab464de77150592f2ab56cb1c8c561c2,ctls,humanbiology.stanford.edu,,443,https://humbio.stanford.edu:443,https,nginx,text/html,GET,54.81.116.232,/,1494302000,54.81.116.232,Varnish,973,False,,,,Stanford University,True,https://humanbiology.stanford.edu,True,
hummer.stanford.edu,IT WORKS,200,103,hummer.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2019-09-19T09:29:29Z,2020-09-18T09:29:29Z,"emailAddress=root@ccarh.stanford.edu, CN=ccarh.stanford.edu, OU=SomeOrganizationalUnit, O=SomeOrganization, L=SomeCity, ST=SomeState, C=--, emailAddress=root@ccarh.stanford.edu",ccarh.stanford.edu,,"emailAddress=root@ccarh.stanford.edu, CN=ccarh.stanford.edu, OU=SomeOrganizationalUnit, O=SomeOrganization, L=SomeCity, ST=SomeState, C=--, emailAddress=root@ccarh.stanford.edu",ccarh.stanford.edu,SomeOrganization,1cff1c20e2f10473b04bcca1241e7337,bd87ea340cdedea3c339740bba18fd411c2fa1f00f56877331a52a04e5ea6ac0,ctls,hummer.stanford.edu,,443,https://hummer.stanford.edu:443,https,Apache,text/html,GET,171.67.229.81,/,-780928015,171.67.229.81,Apache,10,False,,,True,SomeOrganization,,,True,True
humsci-assets.stanford.edu,Web Site Not Found,404,970,humsci-assets.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-25T21:03:22Z,2023-07-24T21:03:21Z,CN=prod.10.slot.cdn.salesforce-communities.com,prod.10.slot.cdn.salesforce-communities.com,zelispardot.zelis.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2e690f36861882864d844396526dd488,7fcaa1b484c3bb3ee7f345ab064276c9cfc98741e58c78454fcb2cef71843a89,ctls,humsci-assets.stanford.edu,,443,https://humsci-assets.stanford.edu:443,https,,text/html,GET,104.126.37.123,/,-1883206912,2a02:26f0:1700:11::b856:6799,HSTS,27,False,,,,,,,,
hungarian.stanford.edu,Special Language Program | Language Center,200,137128,language.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=stanford.edu, O=Stanford University, ST=California, C=US",stanford.edu,sites.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,ba79de701433a1bbb7ae5adf8ba7cbe3,73b5d7a20c9dad276dfbf9c390ec5ad3ab464de77150592f2ab56cb1c8c561c2,ctls,language.stanford.edu,,443,https://hungarian.stanford.edu:443,https,nginx,text/html,GET,54.81.116.232,/,566218143,54.81.116.232,Varnish,1273,False,,,,Stanford University,True,https://language.stanford.edu/programs-languages/special-language-program,True,
hydro.stanford.edu,Water Resources and Hydrogeology,200,69612,hydro.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=stanford.edu, O=Stanford University, ST=California, C=US",stanford.edu,sites.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,ba79de701433a1bbb7ae5adf8ba7cbe3,73b5d7a20c9dad276dfbf9c390ec5ad3ab464de77150592f2ab56cb1c8c561c2,ctls,hydro.stanford.edu,,443,https://hydro.stanford.edu:443,https,nginx,text/html,GET,34.215.171.12,/,997500400,34.215.171.12,Varnish,466,False,,,,Stanford University,True,,True,
iam.slac.stanford.edu,IAM | Identity and Access Management Program |,200,28349,iam.slac.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=*.slac.stanford.edu, O=Stanford University, ST=California, C=US",*.slac.stanford.edu,*.slac.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,2fb23e7aa76daa4eca70069e07769ea3,44521133638bad3159159b500ab848787f04806b89073750ae5f54be0ff01c48,ctls,iam.slac.stanford.edu,,443,https://iam.slac.stanford.edu:443,https,Apache,text/html,GET,134.79.138.12,/,-1008140686,2620:114:d000:c08a::9,PHP,383,False,,,,Stanford University,True,,,
iapps.stanford.edu,iApps Project | Stanford University,200,10571,iapps.stanford.edu,443,True,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=stanford.edu, O=Stanford University, ST=California, C=US",stanford.edu,www-v6.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,6e50ace6409cd02ee665f3112237bb52,d4d0b2f39624e14730b74d57fc150a18d3fed5c1f24754ee9bea40b3d7df8e6e,ctls,iapps.stanford.edu,,443,https://iapps.stanford.edu:443,https,Apache,text/html,GET,171.67.215.200,/,,2607:f6d0:0:925a::ab43:d7c8,HSTS,158,False,,,,Stanford University,True,,,
icf.stanford.edu,James D. Plummer and Peter B. Griffin,200,3910,plummergriffinbook.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2024-02-08T23:59:59Z,"CN=plummergriffinbook.stanford.edu, O=Stanford University, ST=California, C=US",plummergriffinbook.stanford.edu,plummerbook.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,06c09389d27abea2fb03b025e19ebd69,9a5cf1726b27b5ad79ef740c5b57afc7aa4697fa87de0b2bb1b018a189207264,ctls,plummergriffinbook.stanford.edu,,443,https://icf.stanford.edu:443,https,nginx/1.18.0 (Ubuntu),text/html,GET,171.64.88.16,/,226563334,171.64.88.16,Ubuntu,86,False,,,,Stanford University,,https://plummergriffinbook.stanford.edu/,,
icme.stanford.edu,Stanford Institute for Computational & Mathematical Engineering,200,117561,icme.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=stanford.edu, O=Stanford University, ST=California, C=US",stanford.edu,sites.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,ba79de701433a1bbb7ae5adf8ba7cbe3,73b5d7a20c9dad276dfbf9c390ec5ad3ab464de77150592f2ab56cb1c8c561c2,ctls,icme.stanford.edu,,443,https://icme.stanford.edu:443,https,nginx,text/html,GET,34.215.171.12,/,997500400,34.215.171.12,Varnish,1159,False,,,,Stanford University,True,,True,
icoportal.stanford.edu,4th Dimension Web server Welcome Page,200,1721,icoportal.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-06T00:00:00Z,2023-10-06T23:59:59Z,"CN=otlportal.stanford.edu, O=Stanford University, ST=California, C=US",otlportal.stanford.edu,otl-db-prd15.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,56063394b497fefbd8935417718112a7,73718e58ab5d761a9b2bbe12c5b74020f0a2a55920d8152dacc1a3eb24180378,ctls,icoportal.stanford.edu,,443,https://icoportal.stanford.edu:443,https,4D/19.8.0,text/html,GET,171.66.249.15,/,,171.66.249.15,,1,False,,,,Stanford University,,,True,
icy.stanford.edu,icy.stanford.edu,200,325,,,,,,,,,,,,,,,,,,,80,http://icy.stanford.edu:80,http,Apache/2.2.3 (CentOS),text/html,GET,171.67.166.18,/,1923052154,171.67.166.18,CentOS,11,False,,,,,,,,
identity-dev.stanford.edu,Identity Guide,200,45791,identity-dev.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-07T15:39:00Z,2023-07-06T15:38:59Z,CN=auth-sites-dev.stanford.edu,auth-sites-dev.stanford.edu,livestream-dev.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77199fbfea666c29e01afab506078ae,db366d3b418cd91790293bc2400579e81aa04d87d0cd612804341f88a07cdda1,ctls,identity-dev.stanford.edu,,443,https://identity-dev.stanford.edu:443,https,nginx,text/html,GET,23.185.0.3,/,1198047028,2620:12a:8001::3,WordPress:6.1.1,613,False,,,,,,,,
identity-test.stanford.edu,Identity Guide,200,45865,identity-test.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-07T15:38:36Z,2023-07-06T15:38:35Z,CN=auth-sites-test.stanford.edu,auth-sites-test.stanford.edu,livestream-test.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9bddc5fa76b965b8397b96803e32b84a,32e06fc23f8358b2cd54c0966c4fa9c30c74746e56eb676d2da3e76e1d9d8147,ctls,identity-test.stanford.edu,,443,https://identity-test.stanford.edu:443,https,nginx,text/html,GET,23.185.0.4,/,1198047028,2620:12a:8001::4,WordPress:6.1.1,613,False,,,,,,,,
identity.slac.stanford.edu,Home,200,23180,identity.slac.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=*.slac.stanford.edu, O=Stanford University, ST=California, C=US",*.slac.stanford.edu,*.slac.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,2fb23e7aa76daa4eca70069e07769ea3,44521133638bad3159159b500ab848787f04806b89073750ae5f54be0ff01c48,ctls,identity.slac.stanford.edu,,443,https://identity.slac.stanford.edu:443,https,Apache,text/html,GET,134.79.138.144,/,-941853914,134.79.138.144,PHP,763,False,,,,Stanford University,True,https://identity.slac.stanford.edu/registry/,,
identity.stanford.edu,Identity Guide,200,72420,identity.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-18T18:56:23Z,2023-07-17T18:56:22Z,CN=*.stanford.edu,*.stanford.edu,*.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fc6e6381f3968c92adf183a57499572e,0cace0ce31cd0898ef31ab7632cac86d6929f1ab37c1b6ceecce7979068578f9,ctls,identity.stanford.edu,fastly,443,https://identity.stanford.edu:443,https,nginx,text/html,GET,151.101.2.133,/,1198047028,2a04:4e42:600::645,WordPress:6.1.1,613,False,True,,,,True,,,
idhlab.stanford.edu,Information Design for Human Lab - Home,200,25993,www.idhlab.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-02T12:31:28Z,2023-07-31T12:31:27Z,CN=www.idhlab.org,www.idhlab.org,www.idhlab.org,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ee62681602b4d5560e7939e9199146a8,3aad9796aa83c2e0c61486c464a7ebf0c0d76b009f0588afbdbab2ee09a14945,ctls,www.idhlab.org,,443,https://idhlab.stanford.edu:443,https,Apache,text/html,GET,54.81.116.232,/,1494302000,54.81.116.232,Google Tag Manager,544,False,,,,,,https://www.idhlab.org/,,
idoc.slac.stanford.edu,IIS 10.0 Detailed Error - 401.2 - Unauthorized,401,5954,www-internal.slac.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=*.slac.stanford.edu, O=Stanford University, ST=California, C=US",*.slac.stanford.edu,*.slac.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,2fb23e7aa76daa4eca70069e07769ea3,44521133638bad3159159b500ab848787f04806b89073750ae5f54be0ff01c48,ctls,www-internal.slac.stanford.edu,,443,https://idoc.slac.stanford.edu:443,https,Microsoft-IIS/10.0,text/html,GET,134.79.138.78,/,1840842986,134.79.138.78,Windows Server,101,False,,,,Stanford University,True,https://www-internal.slac.stanford.edu/scidoc,,
idp-google.stanford.edu,,200,102,idp-google.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=login.stanford.edu, O=Stanford University, ST=California, C=US",login.stanford.edu,weblogin.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,f9b8ece1f754fd432d44de5f1fe848e3,9ecf5abe95a63c37baa1d6224f0b25c58b7200da0b7fbd8d143be42cb447dd8e,ctls,idp-google.stanford.edu,google,443,https://idp-google.stanford.edu:443,https,Apache,text/html,GET,34.82.201.164,/,-780928015,34.82.201.164,HSTS,6,False,True,url=https://saml.stanford.edu/,,Stanford University,,,,
idp.itlab.stanford.edu,Bandar Toto Togel Online 4D > Pasaran Togel Toto Terlengkap 2023,200,56518,idp.itlab.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-15T12:25:32Z,2023-07-14T12:25:31Z,CN=assets.itlab.stanford.edu,assets.itlab.stanford.edu,assets.itlab.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,009ce42e6f275321377cee6f4955824b,979fff24aee61c7521d1081c462506bde89c3fe8c6b6a02d4b80e46791db43cd,ctls,idp.itlab.stanford.edu,,443,https://idp.itlab.stanford.edu:443,https,AmazonS3,text/html,GET,54.218.42.51,/,1255439326,54.218.42.51,Amazon Web Services,1186,False,,,,,,,True,
idp.stanford.edu,,200,102,idp.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=login.stanford.edu, O=Stanford University, ST=California, C=US",login.stanford.edu,weblogin.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,f9b8ece1f754fd432d44de5f1fe848e3,9ecf5abe95a63c37baa1d6224f0b25c58b7200da0b7fbd8d143be42cb447dd8e,ctls,idp.stanford.edu,google,443,https://idp.stanford.edu:443,https,Apache,text/html,GET,34.82.201.164,/,-780928015,34.82.201.164,HSTS,6,False,True,url=https://saml.stanford.edu/,,Stanford University,,,,
iearth.stanford.edu,Web Site Not Found,404,970,iearth.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.enterprise-g1.acquia-sites.com, O=Acquia Inc., L=Boston, ST=Massachusetts, C=US",*.enterprise-g1.acquia-sites.com,enterprise-g1.acquia-sites.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,9430678ee2c5075f3dd552f5787de621,4946ccfc9536032e35af7fa35a2021103de3d1f9a0bb78d5d2e2b0e0a28f299e,ctls,iearth.stanford.edu,,443,https://iearth.stanford.edu:443,https,nginx,text/html,GET,34.215.171.12,/,-1883206912,34.215.171.12,Nginx,27,False,,,,Acquia Inc.,True,,True,
ieee.stanford.edu,Access forbidden : Stanford University,403,5471,ieee.stanford.edu,443,True,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=stanford.edu, O=Stanford University, ST=California, C=US",stanford.edu,www-v6.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,6e50ace6409cd02ee665f3112237bb52,d4d0b2f39624e14730b74d57fc150a18d3fed5c1f24754ee9bea40b3d7df8e6e,ctls,ieee.stanford.edu,,443,https://ieee.stanford.edu:443,https,Apache,text/html,GET,171.67.215.200,/,1495961220,2607:f6d0:0:925a::ab43:d7c8,HSTS,123,False,,,,Stanford University,True,,,
igbo.stanford.edu,African and Middle Eastern Languages | Language Center,200,113846,language.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=stanford.edu, O=Stanford University, ST=California, C=US",stanford.edu,sites.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,ba79de701433a1bbb7ae5adf8ba7cbe3,73b5d7a20c9dad276dfbf9c390ec5ad3ab464de77150592f2ab56cb1c8c561c2,ctls,language.stanford.edu,,443,https://igbo.stanford.edu:443,https,nginx,text/html,GET,54.81.116.232,/,1494302000,54.81.116.232,Varnish,1053,False,,,,Stanford University,True,https://language.stanford.edu/programs-languages/african-and-middle-eastern-languages,True,
ilac.stanford.edu,"Iberian and Latin American Cultures | Division of Literatures, Cultures, and Languages",200,112448,dlcl.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=stanford.edu, O=Stanford University, ST=California, C=US",stanford.edu,sites.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,ba79de701433a1bbb7ae5adf8ba7cbe3,73b5d7a20c9dad276dfbf9c390ec5ad3ab464de77150592f2ab56cb1c8c561c2,ctls,dlcl.stanford.edu,,443,https://ilac.stanford.edu:443,https,nginx,text/html,GET,54.81.116.232,/,1494302000,54.81.116.232,Varnish,793,False,,,,Stanford University,True,https://dlcl.stanford.edu/departments/iberian-and-latin-american-cultures,True,
ima.stanford.edu,Innovative Medicines Accelerator,200,61921,ima.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=stanford.edu, O=Stanford University, ST=California, C=US",stanford.edu,sites.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,ba79de701433a1bbb7ae5adf8ba7cbe3,73b5d7a20c9dad276dfbf9c390ec5ad3ab464de77150592f2ab56cb1c8c561c2,ctls,ima.stanford.edu,,443,https://ima.stanford.edu:443,https,nginx,text/html,GET,34.215.171.12,/,997500400,34.215.171.12,Varnish,429,False,,,,Stanford University,True,,True,
imaging.itlab.stanford.edu,IT Lab MFA Tests,200,12884,imaging.itlab.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T12:32:13Z,2023-07-12T12:32:12Z,CN=webapp.itlab.stanford.edu,webapp.itlab.stanford.edu,webapp.itlab.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f20aa61a92c0b24bc7828f47ed8075d2,bde2ef6b6f0b2a28378a88bc289840679728732d1363dfac0e86d1ae9504077a,ctls,imaging.itlab.stanford.edu,,443,https://imaging.itlab.stanford.edu:443,https,Apache/2.4.18 (Ubuntu) mod_fastcgi/mod_fastcgi-SNAP-0910052141 OpenSSL/1.0.2g,text/html,GET,35.87.45.7,/,448459647,35.87.45.7,mod_fastcgi,302,False,,,,,,,True,
imaging.stanford.edu,Stanford Imaging,200,172,imaging.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-04T00:00:00Z,2023-08-04T23:59:59Z,"CN=imaging.stanford.edu, O=Stanford University, ST=California, C=US",imaging.stanford.edu,imaging.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,26b3e4114aff69fdfd7e1e7b7ea8015d,50a031941bcd43e75fc2bac26dad099768b3e25bf72e3235cddc52e40f57d917,ctls,imaging.stanford.edu,,443,https://imaging.stanford.edu:443,https,Apache,text/html,GET,171.67.36.35,/,-2025568614,171.67.36.35,HSTS,10,False,,url=https://imaging.stanford.edu/NolijWeb/,,Stanford University,,,,
