new,host,a,soa,has_internal_ips,internal_ips,status_code,cname,ns,mx,aaaa,cdn,cdn-name,txt,caa
[x],geophysics.stanford.edu,52.36.131.229,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,sustainability-prod.stanford.edu,,,,,,,
[x],geoportal.stanford.edu,171.67.37.3,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,swp.stanford.edu,,,,,,,
[x],geowebservices.stanford.edu,171.67.37.35,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],gep.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],ges.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],gfd.stanford.edu,171.67.166.75,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,pangea.stanford.edu,,,,,,,
[x],gfp.stanford.edu,"171.66.68.141, 171.66.68.104, 171.66.68.107, 171.66.69.164","argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,legacy-ciw.stanford.edu,,,,,,,
[x],gfs.stanford.edu,159.89.149.97,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.reclaimhosting.com,,stanford.reclaimhosting.com,,,,"google-site-verification=cAV9agp48wlwXaboyxjLPpnrJbTONZ-VqyF-Whbnwq4, v=spf1 ip4:159.89.149.97 ~all",
[x],ggg.stanford.edu,34.215.171.12,"ns-821.awsdns-38.net, awsdns-hostmaster.amazon.com",,,NOERROR,"ggg2022.cardinalsites.acsitefactory.com, cardinalsites01live.enterprise-g1.acquia-sites.com",,,,,,,
[x],ghost.stanford.edu,10.126.142.201,"argus.stanford.edu, hostmaster.stanford.edu",True,10.126.142.201,NOERROR,gman-MBP-OLD.stanford.edu,,,,,,,
[x],gi.stanford.edu,171.64.64.64,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,CS.stanford.edu,,"smtp1.cs.stanford.edu, smtp2.cs.stanford.edu, CS.stanford.edu",,,,"google-site-verification=YIH2F20_EHKOHisVDZe512ysZEOoBNYp1OXPWwNK8XM, v=spf1 mx a ip4:171.64.0.0/14 ip4:176.31.145.254 include:_spf.google.com include:_spf.elasticemail.com ip4:148.163.149.245 ip4:148.163.153.235 ip4:148.163.135.119 ip4:148.163.139.119 ~all",
[x],gift.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],gifts.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],gin.stanford.edu,171.64.64.64,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,CS.stanford.edu,,"smtp1.cs.stanford.edu, smtp2.cs.stanford.edu, CS.stanford.edu",,,,"google-site-verification=YIH2F20_EHKOHisVDZe512ysZEOoBNYp1OXPWwNK8XM, v=spf1 mx a ip4:171.64.0.0/14 ip4:176.31.145.254 include:_spf.google.com include:_spf.elasticemail.com ip4:148.163.149.245 ip4:148.163.153.235 ip4:148.163.135.119 ip4:148.163.139.119 ~all",
[x],ginger.stanford.edu,171.64.22.56,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],gis.slac.stanford.edu,134.79.76.72,"dnsmaster1.slac.stanford.edu, postmaster.slac.stanford.edu",,,NOERROR,,,,,,,,
[x],git.scs.stanford.edu,,"market.scs.stanford.edu, hostmaster.scs.stanford.edu",,,NOERROR,,,,,,,,
[x],git.slac.stanford.edu,134.79.196.19,"dnsmaster1.slac.stanford.edu, postmaster.slac.stanford.edu",,,NOERROR,version01.slac.stanford.edu,,,,,,,
[x],git.stanford.edu,171.67.18.9,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],gitlab.med.stanford.edu,34.105.103.200,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,gitlab-prod.med.stanford.edu,,,,True,google,,
[x],gitlab.slac.stanford.edu,134.79.196.90,"dnsmaster1.slac.stanford.edu, postmaster.slac.stanford.edu",,,NOERROR,docker.slac.stanford.edu,,,,,,,
[x],gitlab.stanford.edu,35.233.234.95,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,code-prod.svc.stanford.edu,,,,True,google,"heritage=external-dns,external-dns/owner=prod-us-west1,external-dns/resource=service/gitlab/gitlab-svc",
[x],giving.stanford.edu,"18.156.161.35, 52.28.22.142","dns1.p02.nsone.net, hostmaster.nsone.net",,,NOERROR,stanford.netlifyglobalcdn.com,,,"2a05:d014:275:cb01:949b:27e2:ac2c:f10b, 2a05:d014:275:cb01:190c:7f02:2b97:3b21",,,,
[x],givingto.stanford.edu,,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],givingtostanford.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],gk.stanford.edu,128.12.170.80,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],glam-sp300.stanford.edu,171.67.100.196,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],glast.slac.stanford.edu,134.79.138.23,"dnsmaster1.slac.stanford.edu, postmaster.slac.stanford.edu",,,NOERROR,fgst.slac.stanford.edu,,,,,,,
[x],glast.stanford.edu,171.64.109.192,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,glast4.stanford.edu,,glast4.stanford.edu,,,,,
[x],global.stanford.edu,34.215.171.12,"ns-821.awsdns-38.net, awsdns-hostmaster.amazon.com",,,NOERROR,"gbs.cardinalsites.acsitefactory.com, cardinalsites01live.enterprise-g1.acquia-sites.com","ns-1123.awsdns-12.org, ns-1923.awsdns-48.co.uk, ns-24.awsdns-03.com, ns-821.awsdns-38.net",,,,,,
[x],globaleducation.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],globalhealth.stanford.edu,35.185.223.236,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,newsmblogs.stanford.edu,,,,True,google,,
[x],gloworm.stanford.edu,171.67.72.26,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],gm2.stanford.edu,172.24.70.108,"argus.stanford.edu, hostmaster.stanford.edu",True,172.24.70.108,NOERROR,gates-sw-mdf-2.stanford.edu,,,,,,,
[x],go.stanford.edu,171.64.75.45,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,InfoLabWebServices.stanford.edu,,,,,,,
[x],go3.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],gob.stanford.edu,171.64.164.204,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],gocanvas.stanford.edu,34.215.171.12,"ns-821.awsdns-38.net, awsdns-hostmaster.amazon.com",,,NOERROR,"gocanvas.cardinalsites.acsitefactory.com, cardinalsites01live.enterprise-g1.acquia-sites.com",,,,,,,
[x],gooseberry.stanford.edu,172.24.72.113,"argus.stanford.edu, hostmaster.stanford.edu",True,172.24.72.113,NOERROR,,,,,,,,
[x],goto.slac.stanford.edu,134.79.138.12,"dnsmaster1.slac.stanford.edu, postmaster.slac.stanford.edu",,,NOERROR,drupal-prod.slac.stanford.edu,,,2620:114:d000:c08a::9,,,,
[x],governance.stanford.edu,35.161.221.23,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,sites-pro.stanford.edu,,,,,,,
[x],gp.stanford.edu,171.67.166.75,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,pangea.stanford.edu,,,,,,,
[x],gpbops.stanford.edu,171.64.110.20,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],gpc.stanford.edu,34.215.171.12,"ns-821.awsdns-38.net, awsdns-hostmaster.amazon.com",,,NOERROR,"gpc13.cardinalsites.acsitefactory.com, cardinalsites01live.enterprise-g1.acquia-sites.com",,,,,,,
[x],gpo.stanford.edu,171.67.77.18,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],gps.stanford.edu,34.215.171.12,"ns-821.awsdns-38.net, awsdns-hostmaster.amazon.com",,,NOERROR,"gpslab.cardinalsites.acsitefactory.com, cardinalsites01live.enterprise-g1.acquia-sites.com",,,,,,,
[x],gradapps.stanford.edu,171.64.88.14,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],gradonline.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],gradrcc.stanford.edu,171.67.107.145,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,selection.stanford.edu,,,,,,,
[x],gradstudentunionization-md.stanford.edu,23.185.0.3,"ns-644.awsdns-16.net, awsdns-hostmaster.amazon.com",,,NOERROR,"sradsdeploy-stanford-auth-sites.pantheonsite.io, fe3.edge.pantheon.io",,,"2620:12a:8000::3, 2620:12a:8001::3",,,,
[x],gradstudentunionization.stanford.edu,23.185.0.1,"ns-644.awsdns-16.net, awsdns-hostmaster.amazon.com",,,NOERROR,"live-stanford-auth-sites.pantheonsite.io, fe1.edge.pantheon.io",,,"2620:12a:8001::1, 2620:12a:8000::1",,,,
[x],grafana.slac.stanford.edu,134.79.138.139,"dnsmaster1.slac.stanford.edu, postmaster.slac.stanford.edu",,,NOERROR,lb01-sdf-k8s01.slac.stanford.edu,,,,,,,
[x],grandtour.stanford.edu,54.201.241.220,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,humscigryphon.stanford.edu,,,,,,,
[x],granite.stanford.edu,171.65.17.123,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],granted-uat.stanford.edu,171.67.55.38,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],grasp.stanford.edu,171.67.46.171,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],graviton.stanford.edu,171.67.76.22,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],gre.stanford.edu,171.65.224.12,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],green.stanford.edu,171.65.225.180,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],gregor.stanford.edu,34.215.171.12,"ns-821.awsdns-38.net, awsdns-hostmaster.amazon.com",,,NOERROR,"gregord9.cardinalsites.acsitefactory.com, cardinalsites01live.enterprise-g1.acquia-sites.com",,,,,,,
[x],grilletlab.stanford.edu,171.65.104.128,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,med4.irt-dr.med.stanford.edu,,,,,,,
[x],groot.stanford.edu,171.66.73.69,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,badtzmaru.stanford.edu,,,,,,,
[x],groups.itlab.stanford.edu,64.233.165.121,"ns1.google.com, dns-admin.google.com",,,NOERROR,ghs.google.com,,,2a00:1450:4010:c03::79,,,,
[x],groups.stanford.edu,35.222.218.46,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,True,google,,
[x],grow.stanford.edu,23.185.0.4,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,"2620:12a:8001::4, 2620:12a:8000::4",,,,
[x],gs-uat.stanford.edu,171.65.225.188,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,integration-test2-buster.stanford.edu,,,,,,,
[x],gs.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],gsb-av-audiaflex-cm-01579000.stanford.edu,10.75.216.219,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.216.219,NOERROR,,,,,,,,
[x],gsb-av-b203-tx200.stanford.edu,10.75.217.220,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.217.220,NOERROR,,,,,,,,
[x],gsb-av-b205-tx200.stanford.edu,10.75.217.226,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.217.226,NOERROR,,,,,,,,
[x],gsb-av-b216-rmc200.stanford.edu,10.75.218.80,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.218.80,NOERROR,,,,,,,,
[x],gsb-av-b217-tx200.stanford.edu,10.75.217.223,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.217.223,NOERROR,,,,,,,,
[x],gsb-av-b301-rmc200.stanford.edu,"10.75.218.214, 171.64.7.115, 171.64.7.61, 204.63.224.53","argus.stanford.edu, hostmaster.stanford.edu",True,10.75.218.214,NOERROR,,"ns7.dnsmadeeasy.com, ns6.dnsmadeeasy.com, atalante.stanford.edu, avallone.stanford.edu, ns5.dnsmadeeasy.com, argus.stanford.edu",,"2607:f6d0:0:9113::ab40:773, 2607:f6d0:0:d32::ab40:73d",,,,
[x],gsb-av-b302-rmc100.stanford.edu,10.75.218.62,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.218.62,NOERROR,,,,,,,,
[x],gsb-av-b302-tx200.stanford.edu,10.75.217.222,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.217.222,NOERROR,,,,,,,,
[x],gsb-av-b303-rmc100.stanford.edu,10.75.218.69,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.218.69,NOERROR,,,,,,,,
[x],gsb-av-b303-tx200.stanford.edu,10.75.217.229,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.217.229,NOERROR,,,,,,,,
[x],gsb-av-b305-rmc100.stanford.edu,10.75.218.65,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.218.65,NOERROR,,,,,,,,
[x],gsb-av-b305-tx200.stanford.edu,10.75.216.178,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.216.178,NOERROR,,,,,,,,
[x],gsb-av-b306-rmc100.stanford.edu,10.75.216.183,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.216.183,NOERROR,,,,,,,,
[x],gsb-av-b306-tx200.stanford.edu,10.75.216.158,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.216.158,NOERROR,,,,,,,,
[x],gsb-av-b307-rmc100.stanford.edu,,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],gsb-av-b308-rmc200.stanford.edu,10.75.218.215,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.218.215,NOERROR,,,,,,,,
[x],gsb-av-b315-rmc100.stanford.edu,10.75.218.63,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.218.63,NOERROR,,,,,,,,
[x],gsb-av-b315-tx200.stanford.edu,10.75.217.113,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.217.113,NOERROR,,,,,,,,
[x],gsb-av-b316-tx200.stanford.edu,"10.75.217.228, 171.64.7.115, 171.64.7.61, 204.63.224.53","argus.stanford.edu, hostmaster.stanford.edu",True,10.75.217.228,NOERROR,,"ns6.dnsmadeeasy.com, ns5.dnsmadeeasy.com, argus.stanford.edu, atalante.stanford.edu, avallone.stanford.edu, ns7.dnsmadeeasy.com",,"2607:f6d0:0:9113::ab40:773, 2607:f6d0:0:d32::ab40:73d",,,,
[x],gsb-av-b317-rmc100.stanford.edu,10.75.218.60,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.218.60,NOERROR,,,,,,,,
[x],gsb-av-b318-rmc100.stanford.edu,10.75.218.66,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.218.66,NOERROR,,,,,,,,
[x],gsb-av-b320-rmc100.stanford.edu,"10.75.218.67, 171.64.7.115, 171.64.7.61, 204.63.224.53","argus.stanford.edu, hostmaster.stanford.edu",True,10.75.218.67,NOERROR,,"ns5.dnsmadeeasy.com, argus.stanford.edu, ns7.dnsmadeeasy.com, ns6.dnsmadeeasy.com, atalante.stanford.edu, avallone.stanford.edu",,"2607:f6d0:0:9113::ab40:773, 2607:f6d0:0:d32::ab40:73d",,,,
[x],gsb-av-b320-tx200.stanford.edu,10.75.217.230,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.217.230,NOERROR,,,,,,,,
[x],gsb-av-c104-rmc200.stanford.edu,10.75.217.164,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.217.164,NOERROR,,,,,,,,
[x],gsb-av-c108-rmc200.stanford.edu,10.75.217.163,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.217.163,NOERROR,,,,,,,,
[x],gsb-av-c209-rmc200.stanford.edu,10.75.217.151,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.217.151,NOERROR,,,,,,,,
[x],gsb-av-e140-rmc100.stanford.edu,10.75.218.59,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.218.59,NOERROR,,,,,,,,
[x],gsb-av-e140-tx200.stanford.edu,10.75.217.224,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.217.224,NOERROR,,,,,,,,
[x],gsb-av-e333-rmc200.stanford.edu,10.75.218.74,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.218.74,NOERROR,,,,,,,,
[x],gsb-av-g104-tx200.stanford.edu,"10.75.217.87, 171.64.7.115, 171.64.7.61, 204.63.224.53","argus.stanford.edu, hostmaster.stanford.edu",True,10.75.217.87,NOERROR,,"ns5.dnsmadeeasy.com, ns6.dnsmadeeasy.com, ns7.dnsmadeeasy.com, argus.stanford.edu, atalante.stanford.edu, avallone.stanford.edu",,"2607:f6d0:0:9113::ab40:773, 2607:f6d0:0:d32::ab40:73d",,,,
[x],gsb-av-g105-rmc100.stanford.edu,10.75.216.14,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.216.14,NOERROR,,,,,,,,
[x],gsb-av-g105-tx200.stanford.edu,10.75.217.92,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.217.92,NOERROR,,,,,,,,
[x],gsb-av-g106-rmc100.stanford.edu,10.75.216.11,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.216.11,NOERROR,,,,,,,,
[x],gsb-av-g107-rmc100.stanford.edu,10.75.216.8,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.216.8,NOERROR,,,,,,,,
[x],gsb-av-g107-tx200.stanford.edu,10.75.217.94,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.217.94,NOERROR,,,,,,,,
[x],gsb-av-m102-rmc200.stanford.edu,10.75.217.156,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.217.156,NOERROR,,,,,,,,
[x],gsb-av-m103-rmc100.stanford.edu,10.75.216.83,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.216.83,NOERROR,,,,,,,,
[x],gsb-av-m107-rmc200.stanford.edu,10.75.217.184,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.217.184,NOERROR,,,,,,,,
[x],gsb-av-m108-rmc100.stanford.edu,10.75.216.86,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.216.86,NOERROR,,,,,,,,
[x],gsb-av-m108-tx200.stanford.edu,10.75.217.97,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.217.97,NOERROR,,,,,,,,
[x],gsb-av-m328-rmc100.stanford.edu,10.75.216.89,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.216.89,NOERROR,,,,,,,,
[x],gsb-av-n1t1-tx300.stanford.edu,"10.75.216.200, 171.64.7.115, 171.64.7.61, 204.63.224.53","argus.stanford.edu, hostmaster.stanford.edu",True,10.75.216.200,NOERROR,,"atalante.stanford.edu, ns7.dnsmadeeasy.com, ns6.dnsmadeeasy.com, ns5.dnsmadeeasy.com, argus.stanford.edu, avallone.stanford.edu",,"2607:f6d0:0:9113::ab40:773, 2607:f6d0:0:d32::ab40:73d",,,,
[x],gsb-av-n215-rmc200.stanford.edu,10.75.218.193,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.218.193,NOERROR,,,,,,,,
[x],gsb-av-p103-rmc100.stanford.edu,10.75.216.192,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.216.192,NOERROR,,,,,,,,
[x],gsb-av-p104-rmc100.stanford.edu,10.75.216.193,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.216.193,NOERROR,,,,,,,,
[x],gsb-av-p104-tx200.stanford.edu,,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],gsb-av-p105-tx200.stanford.edu,10.75.217.98,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.217.98,NOERROR,,,,,,,,
[x],gsb-av-p108-rmc200.stanford.edu,10.75.217.109,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.217.109,NOERROR,,,,,,,,
[x],gsb-av-p109-rmc200.stanford.edu,10.75.217.172,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.217.172,NOERROR,,,,,,,,
[x],gsb-av-p111-rmc200.stanford.edu,10.75.217.115,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.217.115,NOERROR,,,,,,,,
[x],gsb-av-p113-rmc200.stanford.edu,,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],gsb-av-p114-rmc200.stanford.edu,10.75.217.187,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.217.187,NOERROR,,,,,,,,
[x],gsb-av-snc-rz50n-111400.stanford.edu,10.75.218.181,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.218.181,NOERROR,,,,,,,,
[x],gsb-av-soundweblondon-blu-100.stanford.edu,10.75.216.210,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.216.210,NOERROR,,,,,,,,
[x],gsb-av-w103-rmc200.stanford.edu,10.75.217.5,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.217.5,NOERROR,,,,,,,,
[x],gsb-av-w136-rmc200.stanford.edu,10.75.218.225,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.218.225,NOERROR,,,,,,,,
[x],gsb-av-w138-rmc100.stanford.edu,10.75.218.10,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.218.10,NOERROR,,,,,,,,
[x],gsb-av-w138-tx200.stanford.edu,10.75.218.54,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.218.54,NOERROR,,,,,,,,
[x],gsb-av-w256-rmc100.stanford.edu,10.75.216.185,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.216.185,NOERROR,,,,,,,,
[x],gsb-av-w256-tx200.stanford.edu,10.75.216.121,"argus.stanford.edu, hostmaster.stanford.edu",True,10.75.216.121,NOERROR,,,,,,,,
[x],gsb-av-w356-rmc100.stanford.edu,10.75.218.61,,True,10.75.218.61,NOERROR,,,,,,,,
[x],gsb-cms.stanford.edu,171.64.217.234,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],gsb-crm-b400.stanford.edu,"171.64.223.12, 10.35.44.250, 171.66.144.77","argus.stanford.edu, hostmaster.stanford.edu",True,10.35.44.250,NOERROR,,,,,,,,
[x],gsb-db.stanford.edu,171.67.168.2,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,gsb-kina-prd.stanford.edu,,,,,,,
[x],gsb-dev.stanford.edu,171.67.55.60,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],gsb-owa.stanford.edu,171.67.37.57,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,exch-lb.stanford.edu,,,,,,,
[x],gsb-taka.stanford.edu,,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],gsb-test.stanford.edu,171.64.4.70,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],gsb-zc-9f2dn608000.stanford.edu,171.66.146.21,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],gsb.stanford.edu,171.67.37.93,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,"mxa-00000d03.gslb.pphosted.com, mxb-00000d03.gslb.pphosted.com",,,,"v=spf1 ip4:171.67.219.64/27 ip4:171.67.224.0/28 ip4:171.67.214.160/27 ip4:171.67.216.240/28 ip4:148.163.149.245 ip4:148.163.153.235 ip4:148.163.135.119 ip4:148.163.139.119 include:aspmx.pardot.com include:spf.pantheon.io ~all, v=verifydomain MS=ms13BC86",
[x],gsbapps-dev.stanford.edu,171.65.224.147,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],gsbapps.stanford.edu,171.67.50.2,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],gsbdashboard.stanford.edu,"34.212.220.196, 54.148.203.13, 100.20.36.177","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,,NOERROR,alb-gsbapex-1073686130.us-west-2.elb.amazonaws.com,,,,,,,
[x],gsbmedia.stanford.edu,"162.159.136.91, 162.159.135.91","ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,"2063281.mediaspace.kaltura.com, nvp1.ms-cf.kaltura.com.cdn.cloudflare.net",,,"2606:4700:7::a29f:885b, 2606:4700:7::a29f:875b",True,cloudflare,,
[x],gsbphoto.stanford.edu,171.67.50.5,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],gsbproxy-auth-a.stanford.edu,171.67.35.124,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],gsbproxy-auth-b.stanford.edu,171.67.35.125,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],gsbproxy-test.stanford.edu,,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],gsbproxy.stanford.edu,171.67.36.49,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,ezproxy.stanford.edu,,,,,,,
[x],gsbresources.stanford.edu,"3.126.202.50, 3.69.136.55","ns-748.awsdns-29.net, awsdns-hostmaster.amazon.com",,,NOERROR,unbouncepages.com,"ns-1575.awsdns-04.co.uk, ns-362.awsdns-45.com, ns-748.awsdns-29.net, ns-1465.awsdns-55.org",,,,,google-site-verification=OR1Dxjz7lXfsMSTzdmscdUNH56xGM9k7kpj72k7ERAs,"comodoca.com, globalsign.com, letsencrypt.org, amazon.com"
[x],gsbsic.stanford.edu,"198.185.159.144, 198.49.23.144, 198.49.23.145, 198.185.159.145","dns1.p06.nsone.net, dns-admin.squarespace.com",,,NOERROR,ext-cust.squarespace.com,,,,,,,
[x],gsbtech.stanford.edu,,"argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,www-v6.stanford.edu,,,,,,,
[x],gsc.stanford.edu,"198.49.23.144, 198.49.23.145, 198.185.159.144, 198.185.159.145","argus.stanford.edu, hostmaster.stanford.edu",,,NOERROR,,,,,,,,
[x],gse-ask-a-question.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
[x],gse-ice.stanford.edu,54.81.116.232,"ns-1434.awsdns-51.org, awsdns-hostmaster.amazon.com",,,NOERROR,stanford.dns.bl.ink,,,,,,,
