new,host,a,soa,ns,status_code,cname,has_internal_ips,internal_ips,mx,aaaa,cdn,cdn-name,txt,caa
[x],js.grammarly.com,"108.157.229.4, 108.157.229.47, 108.157.229.50, 108.157.229.125","ns-1308.awsdns-35.org, awsdns-hostmaster.amazon.com","ns-1308.awsdns-35.org, ns-1604.awsdns-08.co.uk, ns-752.awsdns-30.net, ns-99.awsdns-12.com",NOERROR,,,,,,True,cloudfront,,
[x],keihou.grammarly.io,,"ns-1675.awsdns-17.co.uk, awsdns-hostmaster.amazon.com","ns-1348.awsdns-40.org, ns-138.awsdns-17.com, ns-1675.awsdns-17.co.uk, ns-744.awsdns-29.net",NOERROR,,,,,,,,,
[x],localhost.em.grammarly.com,127.0.0.1,"ns1.exacttarget.com, hostmaster.exacttarget.com",,NOERROR,,True,127.0.0.1,,,,,,
[x],mail.grammarly.com,142.250.185.147,"ns1.google.com, dns-admin.google.com",,NOERROR,ghs.google.com,,,,2a00:1450:4001:810::2013,,,,
[x],metrics.grammarly.io,"10.64.4.197, 10.64.2.36, 10.64.3.108, 10.64.7.235, 10.64.6.124, 10.64.5.232","ns-549.awsdns-04.net, awsdns-hostmaster.amazon.com","ns-1244.awsdns-27.org, ns-1679.awsdns-17.co.uk, ns-441.awsdns-55.com, ns-549.awsdns-04.net",NOERROR,,True,"10.64.4.197, 10.64.2.36, 10.64.3.108, 10.64.7.235, 10.64.6.124, 10.64.5.232",,,,,,
[x],ms96324907.grammarly.com,,"admin.nsatc.net, dns.level3.net",,NOERROR,"ps.microsoftonline.com, p-r0-ps.msods.nsatc.net",,,,,,,,
[x],msync-private.grammarly.com,"10.12.42.8, 10.12.6.20, 10.12.18.158","ns-1757.awsdns-27.co.uk, awsdns-hostmaster.amazon.com","ns-1184.awsdns-20.org, ns-973.awsdns-57.net, ns-155.awsdns-19.com, ns-1757.awsdns-27.co.uk",NOERROR,,True,"10.12.42.8, 10.12.6.20, 10.12.18.158",,,,,,
[x],mta10.send.grammarly.com,13.111.123.186,"ns1.exacttarget.com, hostmaster.exacttarget.com",,NOERROR,,,,,,,,,
[x],mta11.send.grammarly.com,13.111.123.187,"ns1.exacttarget.com, hostmaster.exacttarget.com",,NOERROR,,,,,,,,,
[x],mta13.send.grammarly.com,13.111.27.231,"ns1.exacttarget.com, hostmaster.exacttarget.com",,NOERROR,,,,,,,,,
[x],mta14.send.grammarly.com,13.111.27.232,"ns1.exacttarget.com, hostmaster.exacttarget.com",,NOERROR,,,,,,,,,
[x],mta17.send.grammarly.com,13.111.27.235,"ns1.exacttarget.com, hostmaster.exacttarget.com",,NOERROR,,,,,,,,,
[x],mta2.send.grammarly.com,199.122.124.187,"ns1.exacttarget.com, hostmaster.exacttarget.com","ns1.exacttarget.com, ns3.exacttarget.com, ns2.exacttarget.com",NOERROR,,,,,,,,,
[x],mta3.send.grammarly.com,13.111.6.89,"ns1.exacttarget.com, hostmaster.exacttarget.com",,NOERROR,,,,,,,,,
[x],mta4.send.grammarly.com,13.111.122.9,"ns1.exacttarget.com, hostmaster.exacttarget.com","ns1.exacttarget.com, ns2.exacttarget.com, ns3.exacttarget.com",NOERROR,,,,,,,,,
[x],mta6.send.grammarly.com,13.111.27.229,"ns1.exacttarget.com, hostmaster.exacttarget.com",,NOERROR,,,,,,,,,
[x],mta7.send.grammarly.com,13.111.27.230,"ns1.exacttarget.com, hostmaster.exacttarget.com",,NOERROR,,,,,,,,,
[x],mta8.send.grammarly.com,13.111.123.184,"ns1.exacttarget.com, hostmaster.exacttarget.com",,NOERROR,,,,,,,,,
[x],new.anagram.grammarly.io,"52.23.115.110, 52.6.250.8, 3.213.160.199","ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],nexus.grammarly.com,"10.0.22.209, 10.0.7.158","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,internal-pl-nexus-prod-elb-637744670.us-east-1.elb.amazonaws.com,True,"10.0.22.209, 10.0.7.158",,,,,,
[x],ngrams.grammarly.com,"10.5.19.137, 10.5.42.135, 10.5.37.118, 10.5.0.35, 10.5.17.102, 10.5.42.252, 10.5.35.12, 10.5.33.42","ns-2033.awsdns-62.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,ngrams.core-prod.grammarlyaws.com,True,"10.5.19.137, 10.5.42.135, 10.5.37.118, 10.5.0.35, 10.5.17.102, 10.5.42.252, 10.5.35.12, 10.5.33.42",,,,,,
[x],nlp-club.grammarly.ai,"107.23.217.172, 34.192.234.83","ns-711.awsdns-24.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],nspl.grammarly.com,"52.202.128.53, 107.20.125.9, 3.223.165.96, 3.217.204.102, 3.223.241.95, 52.7.8.62, 18.232.240.46, 3.212.208.125","ns-1504.awsdns-60.org, awsdns-hostmaster.amazon.com","ns-1504.awsdns-60.org, ns-2002.awsdns-58.co.uk, ns-86.awsdns-10.com, ns-965.awsdns-56.net",NOERROR,,,,,,,,,
[x],odincovo-1747277.artifactory-public.artifactory.grammarly.io,"10.84.176.75, 10.84.168.218, 10.84.185.200, 10.84.171.172, 10.84.154.102, 10.84.147.210, 10.84.164.146, 10.84.160.82","ns-590.awsdns-09.net, awsdns-hostmaster.amazon.com",,NOERROR,,True,"10.84.176.75, 10.84.168.218, 10.84.185.200, 10.84.171.172, 10.84.154.102, 10.84.147.210, 10.84.164.146, 10.84.160.82",,,,,,
[x],odincovo-web12862.18ilovegirl.artifactory-public.artifactory.grammarly.io,"10.84.171.172, 10.84.168.218, 10.84.168.212, 10.84.160.82, 10.84.148.237, 10.84.183.95, 10.84.160.72, 10.84.154.102","ns-590.awsdns-09.net, awsdns-hostmaster.amazon.com",,NOERROR,,True,"10.84.171.172, 10.84.168.218, 10.84.168.212, 10.84.160.82, 10.84.148.237, 10.84.183.95, 10.84.160.72, 10.84.154.102",,,,,,
[x],officeaddin.grammarly.com,"52.85.132.65, 52.85.132.106, 52.85.132.100, 52.85.132.128","ns-422.awsdns-52.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,True,cloudfront,,
[x],pages.send.grammarly.com,13.111.38.63,"ns1.exacttarget.com, hostmaster.exacttarget.com",,NOERROR,,,,,,,,,
[x],passport.private.grammarly.com,"10.15.16.31, 10.15.43.254","ns-1151.awsdns-15.org, awsdns-hostmaster.amazon.com","ns-1151.awsdns-15.org, ns-1943.awsdns-50.co.uk, ns-391.awsdns-48.com, ns-954.awsdns-55.net",NOERROR,,True,"10.15.16.31, 10.15.43.254",,,,,,
[x],prism.grammarly.io,"54.237.161.17, 44.209.120.220, 52.21.74.150","ns-632.awsdns-15.net, awsdns-hostmaster.amazon.com","ns-469.awsdns-58.com, ns-632.awsdns-15.net, ns-1331.awsdns-38.org, ns-1879.awsdns-42.co.uk",NOERROR,,,,,,,,,
[x],private.api.payments.grammarly.com,"10.14.20.215, 10.14.3.181","ns-778.awsdns-33.net, awsdns-hostmaster.amazon.com",,NOERROR,,True,"10.14.20.215, 10.14.3.181",,,,,,
[x],prod-gnar-fridge-index-spark.grammarly.io,"10.13.45.253, 10.13.6.206, 10.13.17.165","ns-1851.awsdns-39.co.uk, awsdns-hostmaster.amazon.com","ns-1851.awsdns-39.co.uk, ns-437.awsdns-54.com, ns-603.awsdns-11.net, ns-1364.awsdns-42.org",NOERROR,,True,"10.13.45.253, 10.13.6.206, 10.13.17.165",,,,,,
[x],prod-gnar-gnar-ingestion-spark.grammarly.io,,"ns-125.awsdns-15.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],prod-gnar-index-events-compaction-spark.grammarly.io,"10.13.28.5, 10.13.8.5, 10.13.42.125","ns-1883.awsdns-43.co.uk, awsdns-hostmaster.amazon.com","ns-1310.awsdns-35.org, ns-1883.awsdns-43.co.uk, ns-441.awsdns-55.com, ns-685.awsdns-21.net",NOERROR,,True,"10.13.28.5, 10.13.8.5, 10.13.42.125",,,,,,
[x],prod-gnar-index-events-spark.grammarly.io,,"ns-968.awsdns-57.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],prod-gnar-index-ips-spark.grammarly.io,"10.13.1.68, 10.13.24.168, 10.13.41.36, 205.251.193.122, 205.251.195.217, 205.251.196.88, 205.251.199.130","ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com","ns-378.awsdns-47.com, ns-1922.awsdns-48.co.uk, ns-1112.awsdns-11.org, ns-985.awsdns-59.net",NOERROR,,True,"10.13.1.68, 10.13.24.168, 10.13.41.36",,,,,,
[x],prod-gnar-index-lite-spark.grammarly.io,,"ns-1258.awsdns-29.org, awsdns-hostmaster.amazon.com","ns-328.awsdns-41.com, ns-1576.awsdns-05.co.uk, ns-545.awsdns-04.net, ns-1258.awsdns-29.org",NOERROR,,,,,,,,,
[x],prod-gnar-index-redzone-spark.grammarly.io,"10.13.46.217, 10.13.0.57, 10.13.18.92","ns-1532.awsdns-63.org, awsdns-hostmaster.amazon.com","ns-1532.awsdns-63.org, ns-1732.awsdns-24.co.uk, ns-460.awsdns-57.com, ns-803.awsdns-36.net",NOERROR,,True,"10.13.46.217, 10.13.0.57, 10.13.18.92",,,,,,
[x],prod-gnar-index-samsung-spark.grammarly.io,"10.13.26.82, 10.13.38.238, 10.13.8.88","ns-1354.awsdns-41.org, awsdns-hostmaster.amazon.com","ns-1003.awsdns-61.net, ns-1354.awsdns-41.org, ns-1743.awsdns-25.co.uk, ns-449.awsdns-56.com",NOERROR,,True,"10.13.26.82, 10.13.38.238, 10.13.8.88",,,,,,
[x],prod-gnar-ingestion-codex-spark.grammarly.io,"10.13.24.173, 10.13.34.27, 10.13.0.101","ns-423.awsdns-52.com, awsdns-hostmaster.amazon.com","ns-423.awsdns-52.com, ns-689.awsdns-22.net, ns-1053.awsdns-03.org, ns-1610.awsdns-09.co.uk",NOERROR,,True,"10.13.24.173, 10.13.34.27, 10.13.0.101",,,,,,
[x],prod-gnar-ingestion-main-spark.grammarly.io,"10.13.42.124, 10.13.6.161, 10.13.30.173","ns-733.awsdns-27.net, awsdns-hostmaster.amazon.com","ns-1353.awsdns-41.org, ns-1923.awsdns-48.co.uk, ns-390.awsdns-48.com, ns-733.awsdns-27.net",NOERROR,,True,"10.13.42.124, 10.13.6.161, 10.13.30.173",,,,,,
[x],prod-gnar-ingestion-samsung-spark.grammarly.io,"10.13.26.38, 10.13.32.242, 10.13.4.217","ns-798.awsdns-35.net, awsdns-hostmaster.amazon.com","ns-798.awsdns-35.net, ns-2010.awsdns-59.co.uk, ns-126.awsdns-15.com, ns-1131.awsdns-13.org",NOERROR,,True,"10.13.26.38, 10.13.32.242, 10.13.4.217",,,,,,
[x],prod-gnar-pipeline-adjust-spark.grammarly.io,"10.13.3.72, 10.13.34.208, 10.13.27.36","ns-1146.awsdns-15.org, awsdns-hostmaster.amazon.com","ns-57.awsdns-07.com, ns-721.awsdns-26.net, ns-1146.awsdns-15.org, ns-1879.awsdns-42.co.uk",NOERROR,,True,"10.13.3.72, 10.13.34.208, 10.13.27.36",,,,,,
[x],prod-gnar-pipeline-attribution-spark.grammarly.io,"10.13.8.65, 10.13.37.228, 10.13.19.115","ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com","ns-1411.awsdns-48.org, ns-197.awsdns-24.com, ns-2005.awsdns-58.co.uk, ns-950.awsdns-54.net",NOERROR,,True,"10.13.8.65, 10.13.37.228, 10.13.19.115",,,,,,
[x],prod-gnar-pipeline-attribution-v2-spark.grammarly.io,,"ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com","ns-1181.awsdns-19.org, ns-448.awsdns-56.com, ns-1800.awsdns-33.co.uk, ns-724.awsdns-26.net",NOERROR,,,,,,,,,
[x],prod-gnar-pipeline-compact-split-spark.grammarly.io,,"ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com","ns-289.awsdns-36.com, ns-699.awsdns-23.net, ns-1411.awsdns-48.org, ns-1846.awsdns-38.co.uk",NOERROR,,,,,,,,,
[x],prod-gnar-pipeline-enrichment-spark.grammarly.io,,"ns-1967.awsdns-53.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],prod-gnar-pipeline-enrichment-v2-spark.grammarly.io,,"ns-1714.awsdns-22.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],prod-gnar-pipeline-events-enrich-spark.grammarly.io,,"ns-1114.awsdns-11.org, awsdns-hostmaster.amazon.com","ns-1746.awsdns-26.co.uk, ns-36.awsdns-04.com, ns-643.awsdns-16.net, ns-1114.awsdns-11.org",NOERROR,,,,,,,,,
[x],prod-gnar-pipeline-events-index-spark.grammarly.io,,"ns-758.awsdns-30.net, awsdns-hostmaster.amazon.com","ns-320.awsdns-40.com, ns-758.awsdns-30.net, ns-1495.awsdns-58.org, ns-2020.awsdns-60.co.uk",NOERROR,,,,,,,,,
[x],prod-gnar-pipeline-ga-spark.grammarly.io,"10.13.39.162, 10.13.7.250, 10.13.21.116","ns-840.awsdns-41.net, awsdns-hostmaster.amazon.com","ns-111.awsdns-13.com, ns-1405.awsdns-47.org, ns-1803.awsdns-33.co.uk, ns-840.awsdns-41.net",NOERROR,,True,"10.13.39.162, 10.13.7.250, 10.13.21.116",,,,,,
[x],prod-gnar-pipeline-lite-spark.grammarly.io,,"ns-1355.awsdns-41.org, awsdns-hostmaster.amazon.com","ns-1811.awsdns-34.co.uk, ns-185.awsdns-23.com, ns-824.awsdns-39.net, ns-1355.awsdns-41.org",NOERROR,,,,,,,,,
[x],prod-gnar-pipeline-projection-spark.grammarly.io,"10.13.17.215, 10.13.11.252, 10.13.36.62","ns-1577.awsdns-05.co.uk, awsdns-hostmaster.amazon.com","ns-1511.awsdns-60.org, ns-1577.awsdns-05.co.uk, ns-385.awsdns-48.com, ns-744.awsdns-29.net",NOERROR,,True,"10.13.17.215, 10.13.11.252, 10.13.36.62",,,,,,
[x],prod-gnar-pipeline-salesforce-spark.grammarly.io,"10.13.10.126, 10.13.39.137, 10.13.20.246","ns-549.awsdns-04.net, awsdns-hostmaster.amazon.com","ns-549.awsdns-04.net, ns-1467.awsdns-55.org, ns-1939.awsdns-50.co.uk, ns-476.awsdns-59.com",NOERROR,,True,"10.13.10.126, 10.13.39.137, 10.13.20.246",,,,,,
[x],prod-gnar-pipeline-samsung-spark.grammarly.io,,"ns-645.awsdns-16.net, awsdns-hostmaster.amazon.com","ns-101.awsdns-12.com, ns-1181.awsdns-19.org, ns-1882.awsdns-43.co.uk, ns-645.awsdns-16.net",NOERROR,,,,,,,,,
[x],prod-gnar-pipeline-trash-can-spark.grammarly.io,"205.251.193.9, 205.251.194.203, 205.251.196.121, 205.251.198.34","ns-715.awsdns-25.net, awsdns-hostmaster.amazon.com","ns-1145.awsdns-15.org, ns-1570.awsdns-04.co.uk, ns-265.awsdns-33.com, ns-715.awsdns-25.net",NOERROR,,,,,,,,,
[x],prod-gnar-query-gdpr-0-spark.grammarly.io,"10.13.12.143, 10.13.22.120, 10.13.41.59","ns-1317.awsdns-36.org, awsdns-hostmaster.amazon.com","ns-1317.awsdns-36.org, ns-1897.awsdns-45.co.uk, ns-542.awsdns-03.net, ns-83.awsdns-10.com",NOERROR,,True,"10.13.12.143, 10.13.22.120, 10.13.41.59",,,,,,
[x],prod-gnar-query-notebook-1-spark.grammarly.io,"10.13.39.83, 10.13.9.50, 10.13.26.255","ns-1924.awsdns-48.co.uk, awsdns-hostmaster.amazon.com","ns-1434.awsdns-51.org, ns-1924.awsdns-48.co.uk, ns-412.awsdns-51.com, ns-631.awsdns-14.net",NOERROR,,True,"10.13.39.83, 10.13.9.50, 10.13.26.255",,,,,,
[x],prod-gnar-query-notebook-2-spark.grammarly.io,"10.13.7.224, 10.13.29.182, 10.13.39.119","ns-319.awsdns-39.com, awsdns-hostmaster.amazon.com","ns-1944.awsdns-51.co.uk, ns-319.awsdns-39.com, ns-983.awsdns-58.net, ns-1195.awsdns-21.org",NOERROR,,True,"10.13.7.224, 10.13.29.182, 10.13.39.119",,,,,,
[x],prod-gnar-query-notebook-3-spark.grammarly.io,"10.13.35.109, 10.13.12.0, 10.13.18.213, 205.251.193.201, 205.251.199.228","ns-703.awsdns-23.net, awsdns-hostmaster.amazon.com","ns-703.awsdns-23.net, ns-457.awsdns-57.com, ns-2020.awsdns-60.co.uk, ns-1413.awsdns-48.org",NOERROR,,True,"10.13.35.109, 10.13.12.0, 10.13.18.213",,,,,,
[x],prod-gnar-query-scheduler-ep-spark.grammarly.io,,"ns-1269.awsdns-30.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],prod-gnar-query-scheduler-spark.grammarly.io,"10.13.4.204, 10.13.19.191, 10.13.34.120","ns-1093.awsdns-08.org, awsdns-hostmaster.amazon.com","ns-154.awsdns-19.com, ns-1666.awsdns-16.co.uk, ns-974.awsdns-57.net, ns-1093.awsdns-08.org",NOERROR,,True,"10.13.4.204, 10.13.19.191, 10.13.34.120",,,,,,
[x],prod-gnar-query-timeline-0-spark.grammarly.io,,"ns-457.awsdns-57.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],prod-gnar-query-timeline-1-spark.grammarly.io,"10.13.8.81, 10.13.25.47, 10.13.44.231","ns-1060.awsdns-04.org, awsdns-hostmaster.amazon.com","ns-933.awsdns-52.net, ns-1060.awsdns-04.org, ns-1852.awsdns-39.co.uk, ns-412.awsdns-51.com",NOERROR,,True,"10.13.8.81, 10.13.25.47, 10.13.44.231",,,,,,
[x],prom.vminsert.grammarly.io,"10.64.4.16, 10.64.7.12, 10.64.5.183, 10.64.6.37, 10.64.2.185, 10.64.3.165","ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",,NOERROR,,True,"10.64.4.16, 10.64.7.12, 10.64.5.183, 10.64.6.37, 10.64.2.185, 10.64.3.165",,,,,,
[x],prometheus.grammarly.io,"10.64.3.242, 10.64.4.8, 10.64.5.88, 10.64.2.54, 10.64.6.15, 10.64.7.66","ns-1694.awsdns-19.co.uk, awsdns-hostmaster.amazon.com","ns-1020.awsdns-63.net, ns-1220.awsdns-24.org, ns-1694.awsdns-19.co.uk, ns-9.awsdns-01.com",NOERROR,,True,"10.64.3.242, 10.64.4.8, 10.64.5.88, 10.64.2.54, 10.64.6.15, 10.64.7.66",,,,,,
[x],proofit.grammarly.io,"3.211.86.139, 54.167.49.238, 54.86.173.188","ns-1843.awsdns-38.co.uk, awsdns-hostmaster.amazon.com","ns-1212.awsdns-23.org, ns-1843.awsdns-38.co.uk, ns-370.awsdns-46.com, ns-846.awsdns-41.net",NOERROR,,,,,,,,,
[x],properties.grammarly.com,"35.168.92.184, 54.160.236.198, 54.226.73.239, 54.237.209.135, 3.211.133.157, 3.227.163.234, 23.22.202.178, 34.224.204.210","ns-422.awsdns-52.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],public-static.it.grammarly.io,"18.154.63.78, 18.154.63.75, 18.154.63.32, 18.154.63.85","ns-871.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,True,cloudfront,,
[x],public.artifactory.grammarly.io,"10.84.156.74, 10.84.175.240, 10.84.148.237, 10.84.183.95, 10.84.191.93, 10.84.154.102, 10.84.157.37, 10.84.147.210","ns-590.awsdns-09.net, awsdns-hostmaster.amazon.com",,NOERROR,,True,"10.84.156.74, 10.84.175.240, 10.84.148.237, 10.84.183.95, 10.84.191.93, 10.84.154.102, 10.84.157.37, 10.84.147.210",,,,,,
[x],q2cvgvu1r1-1-1365.artifactory.grammarly.io,"10.84.190.42, 10.84.147.210, 10.84.151.167, 10.84.160.72, 10.84.175.240, 10.84.180.70, 10.84.183.94, 10.84.187.114","ns-590.awsdns-09.net, awsdns-hostmaster.amazon.com",,NOERROR,,True,"10.84.190.42, 10.84.147.210, 10.84.151.167, 10.84.160.72, 10.84.175.240, 10.84.180.70, 10.84.183.94, 10.84.187.114",,,,,,
[x],redirect-admin.grammarly.io,"10.12.36.207, 10.12.17.30","ns-405.awsdns-50.com, awsdns-hostmaster.amazon.com","ns-918.awsdns-50.net, ns-1357.awsdns-41.org, ns-1617.awsdns-10.co.uk, ns-405.awsdns-50.com",NOERROR,,True,"10.12.36.207, 10.12.17.30",,,,,,
[x],rrvmalert.grammarly.io,"10.64.4.74, 10.64.6.222, 10.64.2.243, 10.64.5.117, 10.64.7.11, 10.64.3.222","ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com","ns-384.awsdns-48.com, ns-1018.awsdns-63.net, ns-1202.awsdns-22.org, ns-1541.awsdns-00.co.uk",NOERROR,,True,"10.64.4.74, 10.64.6.222, 10.64.2.243, 10.64.5.117, 10.64.7.11, 10.64.3.222",,,,,,
[x],rwsgfy.grammarly.com,"3.223.241.95, 34.195.140.51, 34.199.128.77, 54.225.83.253, 3.85.67.177, 3.95.83.77, 3.212.208.125, 3.223.165.96","ns-1044.awsdns-02.org, awsdns-hostmaster.amazon.com","ns-96.awsdns-12.com, ns-737.awsdns-28.net, ns-1044.awsdns-02.org, ns-1832.awsdns-37.co.uk",NOERROR,,,,,,,,,
[x],security.grammarly.com,198.245.82.46,"ns1.exacttarget.com, hostmaster.exacttarget.com","ns2.exacttarget.com, ns3.exacttarget.com, ns4.exacttarget.com, ns1.exacttarget.com",NOERROR,,,,inbound-reply.s6.exacttarget.com,,,,"spf2.0/pra include:cust-senderid.exacttarget.com -all, google-site-verification=KMYD8Wa4lNIdgNZqN8aPfMANYDr4GZ-O-a7xWDvNx_Y, v=spf1 include:cust-spf.exacttarget.com -all",
[x],sensei.grammarly.com,,"ns-814.awsdns-37.net, awsdns-hostmaster.amazon.com","ns-1674.awsdns-17.co.uk, ns-814.awsdns-37.net, ns-184.awsdns-23.com, ns-1231.awsdns-25.org",NOERROR,,,,,,,,,
[x],sensu-server.grammarly.io,"44.207.72.13, 18.211.253.220","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com","ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net, ns-112.awsdns-14.com, ns-1503.awsdns-59.org, ns-1862.awsdns-40.co.uk, ns-665.awsdns-19.net",NOERROR,pl-sensu-prod-alb-897300018.us-east-1.elb.amazonaws.com,,,,,,,,
[x],sensu.grammarly.io,10.0.24.62,"ns-1503.awsdns-59.org, awsdns-hostmaster.amazon.com",,NOERROR,,True,10.0.24.62,,,,,,
[x],sentinel-private.grammarly.com,"10.15.5.191, 10.15.31.226, 10.15.36.79","ns-1483.awsdns-57.org, awsdns-hostmaster.amazon.com",,NOERROR,,True,"10.15.5.191, 10.15.31.226, 10.15.36.79",,,,,,
[x],sentinel.grammarly.com,"100.25.232.243, 44.209.216.28, 54.234.225.19","ns-1834.awsdns-37.co.uk, awsdns-hostmaster.amazon.com","ns-18.awsdns-02.com, ns-771.awsdns-32.net, ns-1090.awsdns-08.org, ns-1834.awsdns-37.co.uk",NOERROR,,,,,,,,,
[x],sentinel.private.grammarly.com,"10.15.36.79, 10.15.5.191, 10.15.31.226","ns-656.awsdns-18.net, awsdns-hostmaster.amazon.com","ns-1447.awsdns-52.org, ns-1832.awsdns-37.co.uk, ns-282.awsdns-35.com, ns-656.awsdns-18.net",NOERROR,,True,"10.15.36.79, 10.15.5.191, 10.15.31.226",,,,,,
[x],sentry.grammarly.com,54.144.128.85,,,NOERROR,,,,,,,,,
[x],sso.private.grammarly.com,"10.15.26.21, 10.15.6.129, 10.15.46.86, 205.251.192.26, 205.251.195.235, 205.251.197.240, 205.251.199.204","ns-1520.awsdns-62.org, awsdns-hostmaster.amazon.com","ns-1996.awsdns-57.co.uk, ns-1003.awsdns-61.net, ns-26.awsdns-03.com, ns-1520.awsdns-62.org",NOERROR,,True,"10.15.26.21, 10.15.6.129, 10.15.46.86",,,,,,
[x],static-id.grammarly.com,,"ns-1547.awsdns-01.co.uk, awsdns-hostmaster.amazon.com","ns-1455.awsdns-53.org, ns-1547.awsdns-01.co.uk, ns-4.awsdns-00.com, ns-643.awsdns-16.net",NOERROR,d1fziggc3ugjm3.cloudfront.net,,,,,True,cloudfront,,
[x],static.fridge.grammarly.com,"18.173.233.119, 18.173.233.116, 18.173.233.95, 18.173.233.77","ns-997.awsdns-60.net, awsdns-hostmaster.amazon.com","ns-222.awsdns-27.com, ns-997.awsdns-60.net, ns-1132.awsdns-13.org, ns-1764.awsdns-28.co.uk",NOERROR,d1h7q7vlgjujkz.cloudfront.net,,,,"2600:9000:2440:d600:10:1700:68c0:93a1, 2600:9000:2440:ec00:10:1700:68c0:93a1, 2600:9000:2440:7800:10:1700:68c0:93a1, 2600:9000:2440:e000:10:1700:68c0:93a1, 2600:9000:2440:ba00:10:1700:68c0:93a1, 2600:9000:2440:5400:10:1700:68c0:93a1, 2600:9000:2440:7400:10:1700:68c0:93a1, 2600:9000:2440:d400:10:1700:68c0:93a1",True,cloudfront,,
[x],static.grammarly.com,"18.66.122.92, 18.66.122.30, 18.66.122.21, 18.66.122.13","ns-1378.awsdns-44.org, awsdns-hostmaster.amazon.com","ns-913.awsdns-50.net, ns-1378.awsdns-44.org, ns-1950.awsdns-51.co.uk, ns-212.awsdns-26.com",NOERROR,d1vo1zpued4nei.cloudfront.net,,,,"2600:9000:2250:a600:e:c925:1e80:93a1, 2600:9000:2250:f000:e:c925:1e80:93a1, 2600:9000:2250:f800:e:c925:1e80:93a1, 2600:9000:2250:3000:e:c925:1e80:93a1, 2600:9000:2250:4e00:e:c925:1e80:93a1, 2600:9000:2250:d000:e:c925:1e80:93a1, 2600:9000:2250:d400:e:c925:1e80:93a1, 2600:9000:2250:4a00:e:c925:1e80:93a1",True,cloudfront,,
[x],static.institution.grammarly.com,"13.225.34.50, 13.225.34.116, 13.225.34.7, 13.225.34.126","ns-1583.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,d26jsmhd2vbe7j.cloudfront.net,,,,,True,cloudfront,,
[x],static.sensei.grammarly.com,"13.224.132.13, 13.224.132.40, 13.224.132.76, 13.224.132.25","ns-1478.awsdns-56.org, awsdns-hostmaster.amazon.com","ns-1478.awsdns-56.org, ns-2020.awsdns-60.co.uk, ns-41.awsdns-05.com, ns-546.awsdns-04.net, ns-1231.awsdns-25.org, ns-1674.awsdns-17.co.uk, ns-184.awsdns-23.com, ns-814.awsdns-37.net",NOERROR,dkehurnoli1nk.cloudfront.net,,,,"2600:9000:2133:ce00:3:c8e7:7800:93a1, 2600:9000:2133:6a00:3:c8e7:7800:93a1, 2600:9000:2133:7600:3:c8e7:7800:93a1, 2600:9000:2133:be00:3:c8e7:7800:93a1, 2600:9000:2133:cc00:3:c8e7:7800:93a1, 2600:9000:2133:3a00:3:c8e7:7800:93a1, 2600:9000:2133:1e00:3:c8e7:7800:93a1, 2600:9000:2133:ca00:3:c8e7:7800:93a1",True,cloudfront,,
[x],status.grammarly.com,52.215.192.131,"ns-1711.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,z8tsnsg80b0g.stspg-customer.com,,,,,,,,"letsencrypt.org, globalsign.com;"
[x],support.grammarly.com,"104.16.51.111, 104.16.53.111","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",,NOERROR,grammarly.zendesk.com,,,mail-pod-13.int.zendesk.com,,True,cloudflare,"v=spf1 include:mail.zendesk.com ~all, pod=13",
[x],support.grammarly.io,,"ns-994.awsdns-60.net, awsdns-hostmaster.amazon.com",,NOERROR,support.subscription.grammarlyaws.com,,,,,,,,
