input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_expired,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,tls_mismatched,final_url,tls_self_signed
gll001-prod-rcdn.cisco.com,Cisco Learning Locator,200,4906,,gll001-prod-rcdn.cisco.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-10-13T00:00:32Z,2023-10-12T23:59:32Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=gll001-prod-rcdn.cisco.com",gll001-prod-rcdn.cisco.com,Cisco Systems Inc.,gll001-prod-rcdn.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,a2e6bb30d0297b9f4f054af038163ffc,2d150a5b2d5f9e94875e9f6a008094d10895409e2e251a76dc6aa68bff474132,ctls,gll001-prod-rcdn.cisco.com,,443,https://gll001-prod-rcdn.cisco.com:443,https,,text/html,GET,72.163.15.137,/,899457975,72.163.15.137,HSTS,135,False,,,,,
gll001-prod-rtp.cisco.com,,503,2503,,gll001-prod-rtp.cisco.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-09-28T04:37:15Z,2023-09-28T04:36:15Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=gll001-prod-rtp.cisco.com",gll001-prod-rtp.cisco.com,Cisco Systems Inc.,gll001-prod-rtp.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,169e710b126b915a19ffd3ce2331942d,aff8d43a0fb40e5d88980d56ae98176ccd26e3e80dc375f970a083b960eb6f97,ctls,gll001-prod-rtp.cisco.com,,80,http://gll001-prod-rtp.cisco.com:80,http,,text/html,GET,192.133.220.120,/,1539244717,192.133.220.120,HSTS,94,False,,,,https://gll001-prod-rtp.cisco.com/,
glms-lt.cisco.com,Submit Form,200,1673,,cloudsso-test.cisco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-25T07:50:54Z,2024-01-25T07:49:54Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=cloudsso-test.cisco.com",cloudsso-test.cisco.com,Cisco Systems Inc.,cloudsso-test-new.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,6439976551e6fe1dd2cb774555f70320,d02946170803c601465c00457cc3eb6c5f4b5160f6ef15972e79d964ad159da2,ctls,cloudsso-test.cisco.com,,443,https://glms-lt.cisco.com:443,https,Apache,text/html,GET,173.37.221.249,/,1421053566,173.37.221.249,HSTS,26,False,,,,https://cloudsso-test.cisco.com/idp/SSO.saml2?SAMLRequest=fVPBbtswDL33KwzfHVt23DhCYiBLMCxAtxhJusMugyzRrQBb8kR5zf5%2Bkps2KbBFFwEk3%2BN7FLVA1rU9XQ32We3h1wBo74Lg1LUK6ZhahoNRVDOUSBXrAKnl9LD6%2BkDTSUJ7o63mug0%2FgG5jGCIYK7XyoO1mGW4edz8FTCHhWUGKWc1IU%2BQsy6CuizyB5p7MCzKfz9KkmLKMTHk2d6dI83yW5GJ%2B39QN8VzfwaCjXYauy8iNOMBWoWXKumCSZlGSR4QcSUqnCSXkh6%2FaOMtSMTsin63tkcYxb%2FUgEHVkXXbCJXI94bqLpejjw2E38S5Tj67OA%2FgklZDq6bbz%2BrUI6ZfjsYqq3eHoKVZv81hrhUMH5gDmt%2BTwuH%2B4CBLqKVJ9ZLhQV3IYxzgsHUcQLLwkOlo25W1UB5YJZlm8iK9BF5qefnPat5tKt5L%2FGeP%2BfNamY%2Fb%2FFsmEjBEpomYspYPCHrhsJIjwnWbVtvplbYBZWIbWDBAG8Yfm5z0EMW6lm4qFkw3WuuuZkeifCU6M27Pxi%2Fnr8nXr1mwPTXlzEznlvs6FK3e9aCP8ewJ3vY%2BGOfHa2POQ%2Fkn%2Bqjq%2BIbu8e0tff7HyLw%3D%3D&RelayState=xuvEx8soPMhHg4BjnU2RMm8XfQKAbeYFKWLJzW9r,
globalcontacts.cloudapps.cisco.com,Global Contacts - Cisco,200,73698,*.itquotes.ie,www.cisco.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-01T20:46:02Z,2024-02-29T20:45:02Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=www.cisco.com",www.cisco.com,Cisco Systems Inc.,www-stage-cloud-cdn.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,2095ed5e7fbed926ee6a682a2d0ec023,0091c3c1252ad53de85b01bc79773e95a4edc306be18e71b50d884c5fc01847c,ctls,www.cisco.com,,80,http://globalcontacts.cloudapps.cisco.com:80,http,Apache,text/html,GET,72.163.4.154,/,438597992,2001:420:1101:1::b,HSTS,1406,False,,,,https://www.cisco.com/c/en/us/about/contact-cisco.html,
gmail.meraki.com,Meraki Dashboard Login,200,5593,https://hcaptcha.com,account.meraki.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-25T00:00:00Z,2024-04-23T23:59:59Z,"CN=*.meraki.com, O=Meraki LLC, L=San Francisco, ST=California, C=US",*.meraki.com,Meraki LLC,meraki.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,1134171ef4944977cf9e3b2de371466c,8e2bedcff39444cab1b69659ab7baa912275dc724832a374942c615380e96ac3,ctls,account.meraki.com,,443,https://gmail.meraki.com:443,https,nginx,text/html,GET,13.56.242.22,/,163842882,13.56.242.22,hCaptcha,152,False,,True,,https://account.meraki.com/login/dashboard_login?go=,
gmoq.artifactory.int.ikarem.io,403 Forbidden,403,520,,gmoq.artifactory.int.ikarem.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-10-29T00:00:00Z,2023-11-28T23:59:59Z,CN=*.artifactory.int.ikarem.io,*.artifactory.int.ikarem.io,,closest.artifactory.int.ikarem.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c5f1074a48a6a674dc2d2047d90dbf2b,47597525fbb9236f449971a075209403f667fefedbfa5aa79df903ab184a933b,ctls,gmoq.artifactory.int.ikarem.io,,443,https://gmoq.artifactory.int.ikarem.io:443,https,awselb/2.0,text/html,GET,54.215.169.169,/,2095155567,54.215.162.74,,13,False,,True,,,
gov.cdo.cisco.com,Cisco Defense Orchestrator,200,5724,,gov.cdo.cisco.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-03T00:00:00Z,2024-05-01T23:59:59Z,CN=gov.cdo.cisco.com,gov.cdo.cisco.com,,edge.gov.cdo.cisco.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,faa66f7b8668ab216c64edd5b5f2155b,45ca503a9bfe2ec456fcdf52299906e7145f338d0ec7b40b67577ff52ee434d2,ctls,gov.cdo.cisco.com,cloudfront,443,https://gov.cdo.cisco.com:443,https,AmazonS3,text/html,GET,52.222.236.20,/,614995634,52.222.236.112,Amazon Web Services,176,False,True,,,,
govbc-bci.cisco.com,,200,5383,,govbc-bci.cisco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-22T08:30:46Z,2023-09-22T08:29:46Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=bci-c3.cisco.com",bci-c3.cisco.com,Cisco Systems Inc.,charter-spectrum-enterprise-bci.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,008b1d16be3c4081c367aa043ed269e9,3cbd04100849b3ca8b214dc8ded3f35d35a9fca874a61ac5356d6dc54f75dab9,ctls,govbc-bci.cisco.com,,443,https://govbc-bci.cisco.com:443,https,Splunkd,text/html,GET,173.36.109.209,/,-316785925,173.36.109.209,Splunkd,1,False,,,,https://govbc-bci.cisco.com/en-US/account/login?return_to=%2Fen-US%2F,
gps-channel.xglb.cisco.com,Not Found,404,2474,,gps-channel.xglb.cisco.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-09-27T00:07:00Z,2023-09-27T00:06:00Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=a2q-prod-rtp.cisco.com",a2q-prod-rtp.cisco.com,Cisco Systems Inc.,a2q-prod-rtp.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,1a330b4356137db026a7be059ba8a558,0bb267274d03eb0326f5ba176712af2b266831b885a1deda1b2b83650d240a81,ctls,gps-channel.xglb.cisco.com,,80,http://gps-channel.xglb.cisco.com:80,http,,text/html,GET,192.133.220.120,/,-317419861,192.133.220.120,HSTS,70,False,,,True,https://gps-channel.xglb.cisco.com/,
grafana-dev.ikarem.io,,403,34,,grafana-dev.ikarem.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-10T00:00:00Z,2023-10-19T23:59:59Z,CN=*.ikarem.io,*.ikarem.io,,*.ikarem.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2034fda2309a93cbaf2f883e04daf11a,6dc6581b8ac2c69c011dad6b77f277274499fd095b22122d8d3ac8191a46115e,ctls,grafana-dev.ikarem.io,,443,https://grafana-dev.ikarem.io:443,https,awselb/2.0,text/html,GET,54.177.174.58,/,-1706037981,13.56.37.94,,1,False,,True,,,
grafana-prod.ikarem.io,,403,34,,grafana-prod.ikarem.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-09T00:00:00Z,2023-10-19T23:59:59Z,CN=*.ikarem.io,*.ikarem.io,,*.ikarem.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7488e93b572b8967304e1e464a8395a1,8654d39ca6580481d1868991279a36f61cbfd8a6bd9b33069e32c6c9db5c8504,ctls,grafana-prod.ikarem.io,,443,https://grafana-prod.ikarem.io:443,https,awselb/2.0,text/html,GET,54.219.148.99,/,-1706037981,54.183.7.136,,1,False,,True,,,
grafana-staging.ikarem.io,,403,34,,grafana-staging.ikarem.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-09T00:00:00Z,2023-10-19T23:59:59Z,CN=*.ikarem.io,*.ikarem.io,,*.ikarem.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7488e93b572b8967304e1e464a8395a1,8654d39ca6580481d1868991279a36f61cbfd8a6bd9b33069e32c6c9db5c8504,ctls,grafana-staging.ikarem.io,,443,https://grafana-staging.ikarem.io:443,https,awselb/2.0,text/html,GET,52.52.56.214,/,-1706037981,52.52.225.35,,1,False,,True,,,
grafana.ikarem.io,,403,34,,grafana.ikarem.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-09T00:00:00Z,2023-10-19T23:59:59Z,CN=*.ikarem.io,*.ikarem.io,,*.ikarem.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7488e93b572b8967304e1e464a8395a1,8654d39ca6580481d1868991279a36f61cbfd8a6bd9b33069e32c6c9db5c8504,ctls,grafana.ikarem.io,,443,https://grafana.ikarem.io:443,https,awselb/2.0,text/html,GET,54.219.148.99,/,-1706037981,54.183.7.136,,1,False,,True,,,
gs-sso.cisco.com,Error,403,1776,,gs-sso.cisco.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-10-07T18:30:30Z,2023-10-07T18:29:30Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=gs-sso.cisco.com",gs-sso.cisco.com,Cisco Systems Inc.,gs-sso.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,911be941f445db317768d25d419307af,1fc8b8bc1d68c3fff0ea07d31ede600c5e915fe0a42d5080f44f5d43997181e5,ctls,gs-sso.cisco.com,,443,https://gs-sso.cisco.com:443,https,,text/html,GET,64.102.249.196,/,2066412882,64.102.249.196,HSTS,56,False,,,,,
gsa-bci.cisco.com,,200,5390,,gsa-bci.cisco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-08-24T07:03:16Z,2023-08-24T07:02:16Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=bci-c2.cisco.com",bci-c2.cisco.com,Cisco Systems Inc.,telstra-rdn-sep-pcs-bci.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,605e827ef2d500b9d3eb506138b92586,ea13cde584139b42a7a114a29c8310ac5c0d8a76c51fd4e37a1c2ec0e0a24a84,ctls,gsa-bci.cisco.com,,443,https://gsa-bci.cisco.com:443,https,Splunkd,text/html,GET,173.37.221.171,/,-316785925,173.37.221.171,Splunkd,1,False,,,,https://gsa-bci.cisco.com/en-US/account/login?return_to=%2Fen-US%2F,
gslink.cisco.com,404 Not Found,404,564,,gslink.cisco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-12-14T18:12:57Z,2024-01-15T17:57:31Z,CN=*.sendgrid.net,*.sendgrid.net,,sendgrid.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",5b6add9e6e69e62589480ba3bd94b267,53aadc5910a6619d5102afbe44af32ecae87d4ef77fea8317be1ddc34b349e10,ctls,gslink.cisco.com,,443,https://gslink.cisco.com:443,https,nginx,text/html,GET,167.89.118.83,/,1506877856,167.89.118.52,Nginx,14,False,,True,True,,
gsmbaao-stage-b2x.cloudapps.cisco.com,Cisco,200,112995,,id.cisco.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-13T00:36:04Z,2024-01-13T00:35:04Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=id.cisco.com",id.cisco.com,Cisco Systems Inc.,identity.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,2422dc1068d4b630bebbf608ec9387d5,df8817f1dbda4012c55dadda699a9c1ab3fb9785f2529ffdf58645fe864c6f4d,ctls,id.cisco.com,,443,https://gsmbaao-stage-b2x.cloudapps.cisco.com:443,https,nginx,text/html,GET,192.133.220.120,/,-1251232796,192.133.220.120,Nginx,2332,False,,,,https://id.cisco.com/oauth2/default/v1/authorize?response_type=code&scope=openid%20profile%20coimemberOf%20offline_access&client_id=cae-okta-web-rtp-02&state=f0em8jHoDcZ_9e5sZmdMbE24mq0&redirect_uri=https%3A%2F%2Fgsmbaao-stage-b2x.cloudapps.cisco.com%2Fcb%2Fsso&nonce=RAXZjftAhhJURaFzHJ0CE75K6rTLG_0GqpYKfi3fefU,
gsonpi-stage.cloudapps.cisco.com,Submit Form,200,1673,,cloudsso-test.cisco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-25T07:50:54Z,2024-01-25T07:49:54Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=cloudsso-test.cisco.com",cloudsso-test.cisco.com,Cisco Systems Inc.,cloudsso-test-new.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,6439976551e6fe1dd2cb774555f70320,d02946170803c601465c00457cc3eb6c5f4b5160f6ef15972e79d964ad159da2,ctls,cloudsso-test.cisco.com,,443,https://gsonpi-stage.cloudapps.cisco.com:443,https,Apache,text/html,GET,173.36.109.243,/,-364742550,173.36.109.243,HSTS,26,False,,,,https://cloudsso-test.cisco.com/idp/SSO.saml2?SAMLRequest=fVPBbtswDL33KwzfHduy3cZCEiBLMCxAtxixu0MvhSIxrQBb8kR5zf5%2Bkps2KbBFFwEk3%2BN7FDVD1rU9XQ72Re3g1wBob4Lg2LUK6Ziah4NRVDOUSBXrAKnltF5%2Bv6dkktDeaKu5bsNPoOsYhgjGSq08aLOeh%2BuH7ROBElg2LfN9QTjJklyk4u6OEcizkpQlADlkyb4EwplgnB%2FSNM%2BSspjeFvltmRe55%2FoJBh3tPHRdRm7EATYKLVPWBROSRUkRpWmTEponNJ0%2B%2Bqq1sywVsyPyxdoeaRzzVg8CUUfWZSdcItcTrrtYij6u6%2B3EuyQeXZ0G8EUqIdXzdef7tyKk35qmiqpt3XiK5fs8Vlrh0IGpwfyWHB5292dBQj1Hqo9Y26oLOYxjHC4cRxDMvCQ6WjaL66gOrBuiZfEsvgSdaXr6w2nfrCvdSv5njPvzVZuO2f9bTCfpGJEiOoyldFDYA5cHCSL8oFm2rX5dGWAW5qE1A4RB%2FKn5aQ9BjFvppmLhaIOV7npmJPpngiPj9mT8bP6yfNW6NdvBYXF1Eznlvs6FK3e9aiP8ewJ3vRvDnHht7GlI%2FyR%2FUx1fkb24eU9ffrHFXw%3D%3D&RelayState=UgapAfma41shxGEF99JRfpPAcfenVTYP5EawUc66,
gtmbrkval-test-api.cisco.com,Policy Error,403,2449,,gtmbrkval-test-api.cisco.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-09-19T00:04:56Z,2023-09-19T00:03:56Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=gtmbrkval-test-api.cisco.com",gtmbrkval-test-api.cisco.com,Cisco Systems Inc.,gtmbrkval-test-api.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,0baf6049e1cb63d200bd588e1dabf948,31debbe39733d3b117f7a8b8996fa072301fc4c73956202987fb7fce7527ee82,ctls,gtmbrkval-test-api.cisco.com,,443,https://gtmbrkval-test-api.cisco.com:443,https,,text/html,GET,192.133.220.120,/,21397185,192.133.220.120,HSTS,70,False,,,,,
gtmbv.xglb.cisco.com,Not Found,404,1463,,gtmbv.xglb.cisco.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-10-08T00:06:16Z,2023-10-08T00:05:16Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=3p-innovations-webex-ea-tester.cisco.com",3p-innovations-webex-ea-tester.cisco.com,Cisco Systems Inc.,3p-innovations-webex-ea-tester.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,fddb5231093c8964aea88f9d768bf10f,b4180f87e0b3c7aa230ce3b25a6c48333b84be973569ea77801e99644b1badbf,ctls,gtmbv.xglb.cisco.com,,80,http://gtmbv.xglb.cisco.com:80,http,,text/html,GET,72.163.15.137,/,-2037009600,72.163.15.137,HSTS,52,False,,,True,https://gtmbv.xglb.cisco.com/,
gtmdocs-test.cisco.com,Access Denied,403,306,,id.cisco.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-13T00:36:04Z,2024-01-13T00:35:04Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=id.cisco.com",id.cisco.com,Cisco Systems Inc.,identity.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,2422dc1068d4b630bebbf608ec9387d5,df8817f1dbda4012c55dadda699a9c1ab3fb9785f2529ffdf58645fe864c6f4d,ctls,id.cisco.com,,443,https://gtmdocs-test.cisco.com:443,https,AkamaiGHost,text/html,GET,192.133.220.120,/,569831401,192.133.220.120,,10,False,,,,https://id.cisco.com/oauth2/default/v1/authorize?response_type=code&scope=openid%20profile%20coimemberOf%20offline_access&client_id=cae-okta-web-rtp-02&state=QmmIbQepkZfuG5WPmUjjF0VYLbs&redirect_uri=https%3A%2F%2Fgtmdocs-test.cisco.com%2Fcb%2Fsso&nonce=49_VbndDcNNkjZt-Y-pFVeCwDjtuzTQBmmvoPLnCLvQ,
gtmdocs.xglb.cisco.com,Not Found,404,1463,,gtmdocs.xglb.cisco.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-11-26T00:01:36Z,2023-11-26T00:00:36Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=1p-scimbridge.cisco.com",1p-scimbridge.cisco.com,Cisco Systems Inc.,1p-scimbridge.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,2d17d6ae3789913a3e8a67912138d40e,1f7cbb5d06bb8bca570aa00c97a26db6dae3c7eab74cc07bf4ac0c6e0e61be0d,ctls,gtmdocs.xglb.cisco.com,,443,https://gtmdocs.xglb.cisco.com:443,https,,text/html,GET,173.36.127.32,/,-235570734,173.36.127.32,HSTS,52,False,,,True,,
gtmgeo-dev.cloudapps.cisco.com,Submit Form,200,1673,,cloudsso-test.cisco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-25T07:50:54Z,2024-01-25T07:49:54Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=cloudsso-test.cisco.com",cloudsso-test.cisco.com,Cisco Systems Inc.,cloudsso-test-new.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,6439976551e6fe1dd2cb774555f70320,d02946170803c601465c00457cc3eb6c5f4b5160f6ef15972e79d964ad159da2,ctls,cloudsso-test.cisco.com,,443,https://gtmgeo-dev.cloudapps.cisco.com:443,https,Apache,text/html,GET,173.37.221.249,/,-1732696748,173.37.221.249,HSTS,26,False,,,,https://cloudsso-test.cisco.com/idp/SSO.saml2?SAMLRequest=fVPBjpswEL3vVyDuBDAk2VoJUpqoaqRtgxK2h14qYw%2B7lsCmHtNN%2F742m22yUosvlmbmvXlvPF4h69qebgb7rI7wcwC0d0Fw7lqFdEytw8EoqhlKpIp1gNRyetp8eaBkltDeaKu5bsN3oGkMQwRjpVYetN%2Btw93j4QdkeQaC32fzBWmyOqtrTvIlSZtkmSdJDgTInAkQHyCrF0lNhFgIntZNnS7FPTSZ5%2FoGBh3tOnRdRm7EAfYKLVPWBROSRck8StMqJTRPKEm%2F%2B6qdsywVsyPy2doeaRzzVg8CUUfWZWdcItczrrtYij4%2BnQ4z75J4dHkZwEephFRP087r1yKkn6uqjMrDqfIUm7d5bLXCoQNzAvNLcng8PlwFCfUUqT4yXKgbOYxjHBaOIwhWXhIdLZtiGtWBZYJZFq%2FiW9CVpqdfnfb9rtSt5L%2FHuD%2BftOmY%2Fb%2FFdJaOESmiZiylg8IeuGwkiPAvzaZt9cvWALOwDq0ZIAzid80vewhi3Eo3FQtnG2x11zMj0T8TnBm3F%2BNX87fl29at2RGaYnITOeW%2BzoVLd71oI%2Fx7Ane9K8OceG3sZUj%2FJH9VHU%2FILu7e0rdfrPgD&RelayState=gugW6DJMM7TyKlIeYywPM1Szpw2xkHdGiHq89Ozx,
gtmintbv.xglb.cisco.com,Not Found,404,1463,,gtmintbv.xglb.cisco.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-10-08T00:06:16Z,2023-10-08T00:05:16Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=3p-innovations-webex-ea-tester.cisco.com",3p-innovations-webex-ea-tester.cisco.com,Cisco Systems Inc.,3p-innovations-webex-ea-tester.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,fddb5231093c8964aea88f9d768bf10f,b4180f87e0b3c7aa230ce3b25a6c48333b84be973569ea77801e99644b1badbf,ctls,gtmintbv.xglb.cisco.com,,443,https://gtmintbv.xglb.cisco.com:443,https,,text/html,GET,72.163.15.137,/,-2037009600,72.163.15.137,HSTS,52,False,,,True,,
gve-sfdc-api.xglb.cisco.com,Not Found,404,1463,,gve-sfdc-api.xglb.cisco.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-10-08T00:06:16Z,2023-10-08T00:05:16Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=3p-innovations-webex-ea-tester.cisco.com",3p-innovations-webex-ea-tester.cisco.com,Cisco Systems Inc.,3p-innovations-webex-ea-tester.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,fddb5231093c8964aea88f9d768bf10f,b4180f87e0b3c7aa230ce3b25a6c48333b84be973569ea77801e99644b1badbf,ctls,gve-sfdc-api.xglb.cisco.com,,80,http://gve-sfdc-api.xglb.cisco.com:80,http,,text/html,GET,72.163.15.137,/,-317419861,72.163.15.137,HSTS,52,False,,,True,https://gve-sfdc-api.xglb.cisco.com/,
gve.xglb.cisco.com,Not Found,404,1463,,gve.xglb.cisco.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-10-08T00:06:16Z,2023-10-08T00:05:16Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=3p-innovations-webex-ea-tester.cisco.com",3p-innovations-webex-ea-tester.cisco.com,Cisco Systems Inc.,3p-innovations-webex-ea-tester.cisco.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,fddb5231093c8964aea88f9d768bf10f,b4180f87e0b3c7aa230ce3b25a6c48333b84be973569ea77801e99644b1badbf,ctls,gve.xglb.cisco.com,,443,https://gve.xglb.cisco.com:443,https,,text/html,GET,72.163.15.137,/,-317419861,72.163.15.137,HSTS,52,False,,,True,,
gxssl.cisco.com,www.gxssl.cisco.com,200,200,,gxssl.cisco.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2020-03-05T21:58:47Z,2022-03-05T21:08:47Z,"CN=gxssl.cisco.com, O=Cisco Systems, L=San Jose, ST=California, C=US",gxssl.cisco.com,Cisco Systems,gxssl.cisco.com,"CN=Cisco XSSL-R2, O=Cisco Systems, C=US",Cisco XSSL-R2,Cisco Systems,9e4f26c45bc5471c9907c4cd510b97d4,e4fa5d65b14df85ee79915b0a6b67ee29af55a6201576058351355ddc7e392c4,ctls,gxssl.cisco.com,,443,https://gxssl.cisco.com:443,https,Apache,text/html,GET,173.38.118.24,/,-366337701,173.38.118.24,Apache,10,False,,,,,
