input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,webserver,final_url,cdn,tls_expired,tls_mismatched,csp_domains_,tls_self_signed,tls_emails_,location
appsclub.mtnonline.com,Apps Club,200,35227,appsclub.mtnonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-11-08T23:59:59Z,CN=*.mtnonline.com,*.mtnonline.com,,*.mtnonline.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,fd74437834530d21d7fcbd232b1981a8,24388777498b2834dbda43d0f229a2d303444193dfefe74ed9f6b82e529b6a1a,True,ctls,appsclub.mtnonline.com,443,https://appsclub.mtnonline.com:443,https,text/html,GET,99.83.135.122,/,-778066184,75.2.83.2,Java,497,False,,,https://appsclub.mtnonline.com/message/OMS_PLATFORM_NOT_SUPPORTED,,,,,,,
argocd.sandbox-infra.sandbox.westeurope.api.mtn.com,Argo CD,200,3122,argocd.sandbox-infra.sandbox.westeurope.api.mtn.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-17T06:47:20Z,2023-07-16T06:47:19Z,CN=argocd.sandbox-infra.sandbox.westeurope.api.mtn.com,argocd.sandbox-infra.sandbox.westeurope.api.mtn.com,,argocd.sandbox-infra.sandbox.westeurope.api.mtn.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b21778ee9b4cc42f0ef5024b51247ad9,722005dce0e1bdbc65c7807797c1922e07438486293cd96e37daf4e0d3b5768b,,ctls,argocd.sandbox-infra.sandbox.westeurope.api.mtn.com,443,https://argocd.sandbox-infra.sandbox.westeurope.api.mtn.com:443,https,text/html,GET,20.164.222.205,/,-138391155,20.164.222.205,,2,False,,,,,,,,,,
ascacti.mtn.com.gh,Login to Cacti,200,13689,ascacti.mtn.com.gh,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-23T08:59:38Z,2024-03-08T08:59:38Z,"CN=*.mtn.com.gh, O=MTN Ghana, L=Accra, C=GH",*.mtn.com.gh,MTN Ghana,mtn.com.gh,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",c35cfe2dcb71a2e4bea9b4e929364a9a,da6d29f2664eff70901e4e30d040e5e048612cd28ebc4a73550f22980f36d21f,True,ctls,ascacti.mtn.com.gh,443,https://ascacti.mtn.com.gh:443,https,text/html,GET,196.201.56.226,/,-780928015,196.201.56.226,PHP:7.2.24,262,False,,Apache,,,,,,,,
association.mtn.com.gh,Association Bundles - Admin Login,200,8013,association.mtn.com.gh,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-23T08:59:38Z,2024-03-08T08:59:38Z,"CN=*.mtn.com.gh, O=MTN Ghana, L=Accra, C=GH",*.mtn.com.gh,MTN Ghana,mtn.com.gh,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",c35cfe2dcb71a2e4bea9b4e929364a9a,da6d29f2664eff70901e4e30d040e5e048612cd28ebc4a73550f22980f36d21f,True,ctls,association.mtn.com.gh,443,https://association.mtn.com.gh:443,https,text/html,GET,196.201.56.61,/,-1840324437,196.201.56.61,UIKit,169,False,,nginx,https://association.mtn.com.gh/Authentication/Admin,,,,,,,
atsmokeping.mtn.com.gh,SmokePing Latency Page for Network Latency Grapher,200,3415,atsmokeping.mtn.com.gh,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-23T08:59:38Z,2024-03-08T08:59:38Z,"CN=*.mtn.com.gh, O=MTN Ghana, L=Accra, C=GH",*.mtn.com.gh,MTN Ghana,mtn.com.gh,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",c35cfe2dcb71a2e4bea9b4e929364a9a,da6d29f2664eff70901e4e30d040e5e048612cd28ebc4a73550f22980f36d21f,True,ctls,atsmokeping.mtn.com.gh,443,https://atsmokeping.mtn.com.gh:443,https,text/html,GET,196.201.56.62,/,-780928015,196.201.56.62,PHP:8.1.17,68,False,,Apache/2.4.56 (FreeBSD) OpenSSL/1.1.1k-freebsd PHP/8.1.17 mod_fcgid/2.3.9,,,,,,,,
attendant.ims.mtn.co.ug,404 Not Found,404,198,,,,,,,,,,,,,,,,,,,,80,http://attendant.ims.mtn.co.ug:80,http,text/html,GET,41.210.160.17,/,-366337701,41.210.160.17,Apache,8,False,,Apache,,,,,,,,
auction.mtn.com.gh,Auction,200,5766,auction.mtn.com.gh,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-23T08:59:38Z,2024-03-08T08:59:38Z,"CN=*.mtn.com.gh, O=MTN Ghana, L=Accra, C=GH",*.mtn.com.gh,MTN Ghana,mtn.com.gh,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",c35cfe2dcb71a2e4bea9b4e929364a9a,da6d29f2664eff70901e4e30d040e5e048612cd28ebc4a73550f22980f36d21f,True,ctls,auction.mtn.com.gh,443,https://auction.mtn.com.gh:443,https,text/html,GET,196.201.32.225,/,344737000,196.201.32.225,Microsoft ASP.NET,96,False,,Apache,,,,,,,,
auctionapi.mtn.com.gh,,404,,auctionapi.mtn.com.gh,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-23T08:59:38Z,2024-03-08T08:59:38Z,"CN=*.mtn.com.gh, O=MTN Ghana, L=Accra, C=GH",*.mtn.com.gh,MTN Ghana,mtn.com.gh,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",c35cfe2dcb71a2e4bea9b4e929364a9a,da6d29f2664eff70901e4e30d040e5e048612cd28ebc4a73550f22980f36d21f,True,ctls,auctionapi.mtn.com.gh,443,https://auctionapi.mtn.com.gh:443,https,,GET,196.201.32.225,/,-1840324437,196.201.32.225,Microsoft ASP.NET,1,False,,Apache,,,,,,,,
auth.lonestarcell.com,MTN LCC,200,4047,auth.lonestarcell.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-29T14:58:40Z,2024-03-29T14:58:40Z,"CN=*.lonestarcell.com, O=Lonestar Communications Corporation, L=Monrovia, C=LR",*.lonestarcell.com,Lonestar Communications Corporation,*.lonestarcell.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",8dd5c37d5ce9cb0c574ee7e76dd361c3,71966fb1154a425ad895f3a922079737418e1537e80704893f17575e0ba7040e,True,ctls,auth.lonestarcell.com,443,https://auth.lonestarcell.com:443,https,text/html,GET,41.57.87.244,/,-1202748918,41.57.87.244,Nginx,109,False,,nginx,,,,,cdn.jsdelivr.net,,,
auth.mtn.bj,Y'ello Connect | MTN Bénin,200,5532,auth.mtn.bj,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-06T00:00:00Z,2023-07-06T23:59:59Z,CN=*.mtn.bj,*.mtn.bj,,mtn.bj,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,c4f1431c169ce99e633b5bcf04b93db4,155d346f874780a42b87b0cd26f2670933be454dabf383aa7b6477d31fc459d5,True,ctls,auth.mtn.bj,443,https://auth.mtn.bj:443,https,text/html,GET,41.79.216.79,/,-2043929545,41.79.216.79,Apache,1,False,,Apache,,,,,,,,
auth.mtn.ci,Principal - MTN CI,200,82804,www.mtn.ci,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-27T00:00:00Z,2023-11-26T23:59:59Z,"CN=mtn.ci, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",mtn.ci,"Cloudflare, Inc.",*.mtn.ci,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ebf952a75daf5eb53cc64932d0663250,ed6ad2f18d7e5744f246ccdf68438e3701cd225c1260ac429ce5c360899da75d,True,ctls,www.mtn.ci,443,https://auth.mtn.ci:443,https,text/html,GET,104.18.20.174,/,-738705486,2606:4700::6812:14ae,Yoast SEO:20.5,1291,False,cloudflare,cloudflare,https://www.mtn.ci/,True,,,,,,
auth.mtn.co.za,MTN South Africa,200,2655,www.mtn.co.za,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,2023-01-18T00:00:00Z,2024-01-18T23:59:59Z,"CN=*.mtn.co.za, O=Mobile Telephone Networks (Pty) Ltd, L=Johannesburg, ST=Gauteng, C=ZA",*.mtn.co.za,Mobile Telephone Networks (Pty) Ltd,*.mtn.co.za,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,b893b810a60082ec575777216de2b77a,c2513f5c4a5c53389a1396f1f85218efb35695bda14ca9c2be68983658705eba,True,ctls,www.mtn.co.za,443,https://auth.mtn.co.za:443,https,text/html,GET,104.18.21.174,/,-738705486,2606:4700::6812:14ae,HSTS,67,False,cloudflare,,https://www.mtn.co.za/home/,True,,,https:,,,
auth.uc.mtn.com,HTTP Status 404 – Not Found,404,431,w4b.uc.mtn.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-07T00:00:00Z,2023-11-22T23:59:59Z,"CN=*.uc.mtn.com, O=MTN Group Management Services (Pty) Ltd, L=ROODEPOORT, ST=Gauteng, C=ZA",*.uc.mtn.com,MTN Group Management Services (Pty) Ltd,*.uc.mtn.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,bb4b56a0ec8e9a9b00dfd7751cb8318a,0fda5d64181661fe0af1746827366f065413a38a0972c324b908490104632bf6,True,ctls,w4b.uc.mtn.com,443,https://auth.uc.mtn.com:443,https,text/html,GET,196.30.50.3,/,-230353730,196.30.50.131,,1,False,,HTTP Server,https://w4b.uc.mtn.com/,,,,,,,
auth0.mtngbissau.com,,409,16,,,,,,,,,,,,,,,,,,,,80,http://auth0.mtngbissau.com:80,http,text/plain,GET,104.18.20.174,/,1000520165,2606:4700::6812:14ae,Cloudflare,1,False,cloudflare,cloudflare,,True,,,,,,
autodiscover.mtn.com,Outlook,200,58727,autodiscover.mtn.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,2022-12-05T00:00:00Z,2023-12-04T23:59:59Z,"CN=*.mtn.com, O=Mobile Telephone Networks (Pty) Ltd, L=Johannesburg, ST=Gauteng, C=ZA",*.mtn.com,Mobile Telephone Networks (Pty) Ltd,*.mtn.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,b9ba362a004cfcab6e3e538bdfc61210,39e7b0952a868aa083815907ae0a2e51c9942a19f7c8061285fcd3995684dd4c,True,ctls,autodiscover.mtn.com,443,https://autodiscover.mtn.com:443,https,text/html,GET,196.11.240.6,/,502644194,196.13.230.144,Windows Server,1404,False,,Microsoft-IIS/10.0,https://autodiscover.mtn.com/owa/auth/logon.aspx?url=https%3a%2f%2fautodiscover.mtn.com%2fowa%2f&reason=0,,,,,,,
autodiscover.mtn.com.af,Sign in to Outlook,200,198140,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,,ctls,login.microsoftonline.com,80,http://autodiscover.mtn.com.af:80,http,text/html,GET,40.99.150.88,/,-1249852061,2603:1026:c0d:c29::8,HSTS,174,False,,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=9d2870ce-0a78-70e3-eba9-d836a26f5e08&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=mtn.com.af&nonce=638194077394156567.eb72008b-1144-4bc8-9bd6-cce33f36826d&state=DctBDsIgEEBR0Lt0B4XOdAYWjWeBgSYmIkmt9fqyeH_3tVLqPtwG7UYUEwQf0TFDRL_SSmxr5sW5kI33iAazBBNzISNSAXagsFDR453m_kvz46jp1bZ2vq30ZtM-XWVL37OX50f6VY8_,,,,,,,
autodiscover.uc.mtn.com,Sign in to Outlook,200,199198,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,,ctls,login.microsoftonline.com,80,http://autodiscover.uc.mtn.com:80,http,text/html,GET,52.98.175.24,/,-1249852061,2603:1026:c0d:806::8,HSTS,173,False,,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=9f6500f5-1c1c-a785-e2ce-9f244347d0fb&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=uc.mtn.com&nonce=638194077394627686.9fe912f0-9e13-4acd-aa57-f6b3b6432aeb&state=DctNDoMgEEBhqHdxBwJDZ2RhepbhL2lSSmLVXl8W39s9KYSYhscgzYgghNUGb4ggeHSEK-pQS7CuGhWKBeU5ZcX8JFUxQkQPjkuU452X_ufltRf-tO1Muh1fnXqbr7zxefT8_qV-lf0G,,,,,,,
axdas.mtn.ci,Axon GUI,200,1105,axdas.mtn.ci,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-24T00:00:00Z,2023-06-24T23:59:59Z,"CN=*.mtn.ci, O=MOBILE TELEPHONE NETWORK COTE D'IVOIRE SA, L=Abidjan, C=CI",*.mtn.ci,MOBILE TELEPHONE NETWORK COTE D'IVOIRE SA,*.mtn.ci,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3d61a0fd67df40aac3b4e41e6b996b27,0ef67fee52b4a3def5634a65573b2e13abfb1e4532ae0d555d03c404ad3a5b85,True,ctls,axdas.mtn.ci,443,https://axdas.mtn.ci:443,https,text/html,GET,196.47.184.44,/,-1678064335,196.47.184.44,Nginx,23,False,,nginx,,,,,,,,
axonf2f-acceptor.mtn.com.gh,403 Forbidden,403,199,axonf2f-acceptor.mtn.com.gh,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-23T08:59:38Z,2024-03-08T08:59:38Z,"CN=*.mtn.com.gh, O=MTN Ghana, L=Accra, C=GH",*.mtn.com.gh,MTN Ghana,mtn.com.gh,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",c35cfe2dcb71a2e4bea9b4e929364a9a,da6d29f2664eff70901e4e30d040e5e048612cd28ebc4a73550f22980f36d21f,True,ctls,axonf2f-acceptor.mtn.com.gh,443,https://axonf2f-acceptor.mtn.com.gh:443,https,text/html,GET,196.201.56.226,/,-855688948,196.201.56.226,Apache,8,False,,Apache,,,,,,,,
axonf2f-api.mtn.com.gh,403 Forbidden,403,199,axonf2f-api.mtn.com.gh,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-23T08:59:38Z,2024-03-08T08:59:38Z,"CN=*.mtn.com.gh, O=MTN Ghana, L=Accra, C=GH",*.mtn.com.gh,MTN Ghana,mtn.com.gh,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",c35cfe2dcb71a2e4bea9b4e929364a9a,da6d29f2664eff70901e4e30d040e5e048612cd28ebc4a73550f22980f36d21f,True,ctls,axonf2f-api.mtn.com.gh,443,https://axonf2f-api.mtn.com.gh:443,https,text/html,GET,196.201.56.226,/,-855688948,196.201.56.226,Apache,8,False,,Apache,,,,,,,,
axonf2f-guitest.mtn.com.gh,403 Forbidden,403,199,axonf2f-guitest.mtn.com.gh,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-23T08:59:38Z,2024-03-08T08:59:38Z,"CN=*.mtn.com.gh, O=MTN Ghana, L=Accra, C=GH",*.mtn.com.gh,MTN Ghana,mtn.com.gh,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",c35cfe2dcb71a2e4bea9b4e929364a9a,da6d29f2664eff70901e4e30d040e5e048612cd28ebc4a73550f22980f36d21f,True,ctls,axonf2f-guitest.mtn.com.gh,443,https://axonf2f-guitest.mtn.com.gh:443,https,text/html,GET,196.201.56.226,/,-855688948,196.201.56.226,Apache,8,False,,Apache,,,,,,,,
ayobamicroapp.lonestarcell.com,Vite + Vue + TS,200,1008,ayobamicroapp.lonestarcell.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-04T17:38:50Z,2023-11-04T17:38:50Z,"CN=ayobamicroapp.lonestarcell.com, O=Lonestar Communications Corporation, L=Monrovia, C=LR",ayobamicroapp.lonestarcell.com,Lonestar Communications Corporation,ayobamicroapp.lonestarcell.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",81a70cd6305cd9b4a554f683cd3b17b8,3423494067e621e80c48682d9d48220879f24438164791f66d4c536c99a4ecfc,,ctls,ayobamicroapp.lonestarcell.com,443,https://ayobamicroapp.lonestarcell.com:443,https,text/html,GET,41.57.87.244,/,-923655122,41.57.87.244,Nginx,23,False,,nginx,,,,,,,,
azure.developers.mtn.com,401 Authorization Required,401,172,,,,,,,,,,,,,,,,,,,,80,http://azure.developers.mtn.com:80,http,text/html,GET,102.37.210.55,/,-1710455754,102.37.210.55,Nginx,8,False,,nginx,,,,,,,,
b2b.mtn.bj,MTN Concierge,200,7165,b2b.mtn.bj,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-06T00:00:00Z,2023-07-06T23:59:59Z,CN=*.mtn.bj,*.mtn.bj,,mtn.bj,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,c4f1431c169ce99e633b5bcf04b93db4,155d346f874780a42b87b0cd26f2670933be454dabf383aa7b6477d31fc459d5,True,ctls,b2b.mtn.bj,443,https://b2b.mtn.bj:443,https,text/html,GET,41.79.216.119,/,-1392343849,41.79.216.119,Apache,1,False,,Apache,,,,,,,,
bemobi.mtnonline.com,MTN NG,200,121778,,,,,,,,,,,,,,,,,,,,443,https://bemobi.mtnonline.com:443,https,text/html,GET,54.72.47.234,/,-1840324437,52.17.189.60,jQuery,4021,False,,nginx,http://engage2.mtn.ng/nc/?time_stamp=1683810952638,,,,,,,
billmap.mtn.ci,BillMap,200,15584,billmap.mtn.ci,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-24T00:00:00Z,2023-06-24T23:59:59Z,"CN=*.mtn.ci, O=MOBILE TELEPHONE NETWORK COTE D'IVOIRE SA, L=Abidjan, C=CI",*.mtn.ci,MOBILE TELEPHONE NETWORK COTE D'IVOIRE SA,*.mtn.ci,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3d61a0fd67df40aac3b4e41e6b996b27,0ef67fee52b4a3def5634a65573b2e13abfb1e4532ae0d555d03c404ad3a5b85,True,ctls,billmap.mtn.ci,443,https://billmap.mtn.ci:443,https,text/html,GET,196.47.188.131,/,-993165615,196.47.188.131,HSTS,323,False,,CPWS,https://billmap.mtn.ci/Account/Login?ReturnUrl=%2F,,,,https:,,,
billmaptest.mtn.ci,403 Forbidden,403,199,,,,,,,,,,,,,,,,,,,,443,https://billmaptest.mtn.ci:443,https,text/html,GET,196.47.188.131,/,-993165615,196.47.188.131,HSTS,8,False,,CPWS,http://billmaptest.mtn.ci/Account/Login?ReturnUrl=%2F,,,,,,,
biznoc.mtn.bj,SolarWinds Orion,200,17061,biznoc.mtn.bj,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-02-04T00:00:00Z,2023-02-04T23:59:59Z,CN=biznoc.mtn.bj,biznoc.mtn.bj,,www.biznoc.mtn.bj,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,f7145ff84a5b524d742009ac6dfa3402,9df2f13e010f62367ed04d1771177c6edd5c8b619ef5469403bdf382daf01a8f,,ctls,biznoc.mtn.bj,443,https://biznoc.mtn.bj:443,https,text/html,GET,41.79.216.47,/,-1776962843,41.79.216.47,Microsoft ASP.NET,359,False,,,https://biznoc.mtn.bj/Orion/Login.aspx?ReturnUrl=%2f,,True,,,,,
bldaccess.mtn.bj,Login,200,6590,bldaccess.mtn.bj,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-06T00:00:00Z,2023-07-06T23:59:59Z,CN=*.mtn.bj,*.mtn.bj,,mtn.bj,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,c4f1431c169ce99e633b5bcf04b93db4,155d346f874780a42b87b0cd26f2670933be454dabf383aa7b6477d31fc459d5,True,ctls,bldaccess.mtn.bj,443,https://bldaccess.mtn.bj:443,https,text/html,GET,41.79.216.131,/,-78350340,41.79.216.131,Python,217,False,,nginx,https://bldaccess.mtn.bj/fr/login/?next=/fr/,,,,,,,
blob.staging-my.mtn.com,,404,24,blob.staging-my.mtn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T04:54:31Z,2023-08-08T04:54:30Z,CN=help.staging-my.mtn.com,help.staging-my.mtn.com,,transaction.staging-my.mtn.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7524417141c9126a963d73644f43ca65,0a8a5ae4e0cc8ddae3e1b6f98943f6031bd0f9d711fe19d5abf35da22dd5be76,,ctls,blob.staging-my.mtn.com,443,https://blob.staging-my.mtn.com:443,https,application/json,GET,20.87.205.64,/,849111655,20.87.205.64,Envoy,2,False,,istio-envoy,,,,,,,,
bms-gr.mtn.co.za,Login,200,2129,bms-gr.mtn.co.za,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-18T00:00:00Z,2024-01-18T23:59:59Z,"CN=*.mtn.co.za, O=Mobile Telephone Networks (Pty) Ltd, L=Johannesburg, ST=Gauteng, C=ZA",*.mtn.co.za,Mobile Telephone Networks (Pty) Ltd,*.mtn.co.za,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,b893b810a60082ec575777216de2b77a,c2513f5c4a5c53389a1396f1f85218efb35695bda14ca9c2be68983658705eba,True,ctls,bms-gr.mtn.co.za,443,https://bms-gr.mtn.co.za:443,https,text/html,GET,196.13.230.132,/,1991562061,196.13.230.132,Java,63,False,,,https://bms-gr.mtn.co.za/prelogin,,,,,,,
bmsapi-hwcn.mtn.co.za,,404,136,bmsapi-hwcn.mtn.co.za,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-18T00:00:00Z,2024-01-18T23:59:59Z,"CN=*.mtn.co.za, O=Mobile Telephone Networks (Pty) Ltd, L=Johannesburg, ST=Gauteng, C=ZA",*.mtn.co.za,Mobile Telephone Networks (Pty) Ltd,*.mtn.co.za,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,b893b810a60082ec575777216de2b77a,c2513f5c4a5c53389a1396f1f85218efb35695bda14ca9c2be68983658705eba,True,ctls,bmsapi-hwcn.mtn.co.za,443,https://bmsapi-hwcn.mtn.co.za:443,https,application/json,GET,196.13.230.132,/,1391897038,196.13.230.132,,1,False,,,,,,,,,,
