new,host,a,soa,txt,status_code,cname,aaaa,ns,cdn,cdn-name,mx,has_internal_ips,internal_ips,caa
[x],ip-153-95.charts.mongodb.com,"52.206.222.245, 54.175.147.155, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],ipv4-c001-sea001-wholesail-isp.charts.mongodb.com,"54.175.147.155, 52.206.222.245, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,"ns-1047.awsdns-02.org, ns-1636.awsdns-12.co.uk, ns-276.awsdns-34.com, ns-868.awsdns-44.net",,,,,,
[x],ipv4-c028-atl004-ix.charts.mongodb.com,"54.175.147.155, 52.206.222.245, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,"ns-1047.awsdns-02.org, ns-1636.awsdns-12.co.uk, ns-276.awsdns-34.com, ns-868.awsdns-44.net",,,,,,
[x],ipv4-c083-nyc005-ix.charts.mongodb.com,"54.175.147.155, 52.206.222.245, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],ipv4-c084-nyc005-ix.charts.mongodb.com,"54.175.147.155, 52.206.222.245, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],ipv4-c397-dfw001-ix.charts.mongodb.com,"52.21.89.200, 52.206.222.245, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com, ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],ipv6-c081-tpa001-ix.stitch-staging.mongodb.com,"54.175.147.155, 52.21.89.200, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],ipv6-c149-lhr004-ix.charts.mongodb.com,"52.21.89.200, 54.175.147.155, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],it.corp.mongodb.com,"52.21.89.200, 52.206.222.245, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],it.mongodb.com,"52.206.222.245, 52.21.89.200, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],itc14.charts.mongodb.com,"54.175.147.155, 52.206.222.245, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],jenkins-china.charts.mongodb.com,"52.21.89.200, 54.175.147.155, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],jenkins-datacontroller-sql.charts.mongodb.com,"52.206.222.245, 54.175.147.155, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],jenkinschefrepositoryoceania-mx.charts.mongodb.com,"54.175.147.155, 52.206.222.245, 52.21.89.200","ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com, ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],jenkinscms.charts.mongodb.com,"52.206.222.245, 54.175.147.155, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],jetbrains.corp.mongodb.com,"3.231.128.237, 23.23.148.58, 54.196.127.54, 3.226.71.163, 54.88.124.138","ns-460.awsdns-57.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:prod,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,lb-p.prod.corp.mongodb.com,,,,,,,,
[x],jira-ford.charts.mongodb.com,"52.21.89.200, 54.175.147.155, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],jira-staging.corp.mongodb.com,"34.226.95.112, 44.211.8.17","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,atlassian-1441440509.us-east-1.elb.amazonaws.com,,,,,,,,
[x],jira-upgrade.corp.mongodb.com,"54.204.203.8, 34.200.111.39","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,jira-698692846.us-east-1.elb.amazonaws.com,,,,,,,,
[x],jira.mongodb.com,"52.71.39.43, 54.144.115.131","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,jira-prod-715809791.us-east-1.elb.amazonaws.com,,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,,
[x],jrss-215-70-137-76.charts.mongodb.com,"52.21.89.200, 52.206.222.245, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],jrss-215-70-2-44.charts.mongodb.com,"52.21.89.200, 52.206.222.245, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],jrss-215-71-11-27.charts.mongodb.com,"52.206.222.245, 54.175.147.155, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],jrss-215-71-119-13.charts.mongodb.com,"54.175.147.155, 52.21.89.200, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],jrss-215-71-94-60.charts.mongodb.com,"54.175.147.155, 52.206.222.245, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],jrss-215-72-122-67.charts.mongodb.com,"52.206.222.245, 54.175.147.155, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],jrss-215-72-250-55.charts.mongodb.com,"52.21.89.200, 54.175.147.155, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],jrss-215-73-119-51.charts.mongodb.com,"54.175.147.155, 52.206.222.245, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],jrss-215-74-149-68.charts.mongodb.com,"54.175.147.155, 52.206.222.245, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],jss-admin.corp.mongodb.com,,"ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],jss.corp.mongodb.com,"54.196.127.54, 3.226.71.163, 54.88.124.138, 23.23.148.58, 3.231.128.237","ns-460.awsdns-57.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:prod,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,lb-p.prod.corp.mongodb.com,,,,,,,,
[x],jss.mongodb.com,10.4.119.36,"ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,True,10.4.119.36,
[x],kartrocket.charts.mongodb.com,"52.21.89.200, 54.175.147.155, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],kb.corp.mongodb.com,"3.226.71.163, 3.231.128.237, 23.23.148.58, 54.88.124.138, 54.196.127.54","ns-460.awsdns-57.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:prod,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,lb-p.prod.corp.mongodb.com,,,,,,,,
[x],kingroot.charts.mongodb.com,"54.175.147.155, 52.21.89.200, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],knowit.charts.mongodb.com,"52.21.89.200, 54.175.147.155, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],knowledgematters.charts.mongodb.com,"52.21.89.200, 52.206.222.245, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],lb-p.prod.corp.mongodb.com,"54.88.124.138, 54.196.127.54, 3.231.128.237, 23.23.148.58, 3.226.71.163","ns-460.awsdns-57.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:prod,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],lb01c.charts.mongodb.com,"52.21.89.200, 54.175.147.155, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],learn-api.mongodb.com,,"ns-915.awsdns-50.net, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1703.awsdns-20.co.uk, ns-915.awsdns-50.net, ns-45.awsdns-05.com, ns-1298.awsdns-34.org",,,,,,
[x],learn-sandbox.mongodb.com,"104.18.2.172, 104.18.3.172","brett.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,www.thoughtindustriesproxy.com,"2606:4700::6812:3ac, 2606:4700::6812:2ac",,True,cloudflare,,,,
[x],learn-staging.mongodb.com,"13.32.121.48, 13.32.121.117, 13.32.121.124, 13.32.121.35","ns-856.awsdns-43.net, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-153.awsdns-19.com, ns-856.awsdns-43.net, ns-1062.awsdns-04.org, ns-2026.awsdns-61.co.uk",True,cloudfront,,,,
[x],learn.mongodb.com,"99.86.4.119, 99.86.4.59, 99.86.4.63, 99.86.4.65","ns-1889.awsdns-44.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-69.awsdns-08.com, ns-939.awsdns-53.net, ns-1434.awsdns-51.org, ns-1889.awsdns-44.co.uk",True,cloudfront,,,,
[x],leclerctestold.charts.mongodb.com,"52.21.89.200, 54.175.147.155, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],lef17-1-pdb.charts.mongodb.com,"54.175.147.155, 52.206.222.245, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],lef3-4-grc.charts.mongodb.com,"54.175.147.155, 52.21.89.200, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],lef31-2-pdd.charts.mongodb.com,"54.175.147.155, 52.206.222.245, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],legacy.support.mongodb.com,146.75.118.133,"ns1.fastly.net, hostmaster.fastly.com",,NOERROR,mongodb.map.fastly.net,,,True,fastly,,,,
[x],linto-se.charts.mongodb.com,"54.175.147.155, 52.21.89.200, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],live.mongodb.com,"108.138.17.90, 108.138.17.115, 108.138.17.37, 108.138.17.78","ns-495.awsdns-61.com, awsdns-hostmaster.amazon.com",,NOERROR,d2jnlzg2p5cnbx.cloudfront.net,"2600:9000:2491:6000:f:c312:8740:93a1, 2600:9000:2491:7a00:f:c312:8740:93a1, 2600:9000:2491:aa00:f:c312:8740:93a1, 2600:9000:2491:4e00:f:c312:8740:93a1, 2600:9000:2491:d800:f:c312:8740:93a1, 2600:9000:2491:2800:f:c312:8740:93a1, 2600:9000:2491:2200:f:c312:8740:93a1, 2600:9000:2491:b400:f:c312:8740:93a1","ns-697.awsdns-23.net, ns-495.awsdns-61.com, ns-1808.awsdns-34.co.uk, ns-1169.awsdns-18.org",True,cloudfront,,,,
[x],login.corp.mongodb.com,"54.88.124.138, 3.231.128.237, 23.23.148.58, 54.196.127.54, 3.226.71.163","ns-460.awsdns-57.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:prod,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,lb-p.prod.corp.mongodb.com,,,,,,,,
[x],login.staging.corp.mongodb.com,"52.22.111.228, 52.45.195.111, 35.174.255.218","ns-397.awsdns-49.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:staging,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],m01-splunkhfw.infosec.mongodb.com,"3.221.165.65, 54.91.252.99","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],m5-sydprod1.charts.mongodb.com,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com, ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],mail01.elq.mongodb.com,142.0.164.211,"ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1047.awsdns-02.org, ns-1636.awsdns-12.co.uk, ns-276.awsdns-34.com, ns-868.awsdns-44.net",,,,,,
[x],mail02.elq.mongodb.com,142.0.164.212,"ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1047.awsdns-02.org, ns-1636.awsdns-12.co.uk, ns-276.awsdns-34.com, ns-868.awsdns-44.net",,,,,,
[x],mail04.elq.mongodb.com,,"ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com, ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",,NOERROR,,,,,,,,,
[x],managetemp-storage.charts.mongodb.com,"52.206.222.245, 52.21.89.200, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],marchesa.charts.mongodb.com,"54.175.147.155, 52.206.222.245, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],mars.prod.corp.mongodb.com,"3.231.128.237, 54.196.127.54, 54.88.124.138, 23.23.148.58, 3.226.71.163","ns-460.awsdns-57.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:prod,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],mars.staging.corp.mongodb.com,"35.174.255.218, 52.22.111.228, 52.45.195.111","ns-397.awsdns-49.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:staging,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],marvin-git-service.charts.mongodb.com,"54.175.147.155, 52.206.222.245, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,"ns-1047.awsdns-02.org, ns-1636.awsdns-12.co.uk, ns-276.awsdns-34.com, ns-868.awsdns-44.net",,,,,,
[x],maryshero.charts.mongodb.com,"52.21.89.200, 52.206.222.245, 54.175.147.155","ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com, ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],mas.corp.mongodb.com,"23.23.148.58, 54.88.124.138, 3.226.71.163, 54.196.127.54, 3.231.128.237","ns-460.awsdns-57.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:prod,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,lb-p.prod.corp.mongodb.com,,,,,,,,
[x],master-mirror-my-oceania.charts.mongodb.com,"52.21.89.200, 52.206.222.245, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],masterbiero.charts.mongodb.com,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com, ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],mdatabasevpn.charts.mongodb.com,"52.206.222.245, 52.21.89.200, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],mdl.corp.mongodb.com,"54.196.127.54, 54.88.124.138, 23.23.148.58, 3.226.71.163, 3.231.128.237","ns-460.awsdns-57.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:prod,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,lb-p.prod.corp.mongodb.com,,,,,,,,
[x],meetcmsdb1-origin.charts.mongodb.com,"54.175.147.155, 52.21.89.200, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],met-8-3-2.charts.mongodb.com,"52.206.222.245, 54.175.147.155, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],met-9-3-1.charts.mongodb.com,"52.206.222.245, 54.175.147.155, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],metal.charts.mongodb.com,"54.175.147.155, 52.206.222.245, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],metallic.charts.mongodb.com,"52.206.222.245, 52.21.89.200, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],microsoft-office-professional-plus.charts.mongodb.com,"54.175.147.155, 52.206.222.245, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],mide-staging.corp.mongodb.com,34.196.12.40,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,mide-stage-lb-202602627.us-east-1.elb.amazonaws.com,,,,,,,,
[x],mms.mongodb.com,54.147.76.65,"ns-695.awsdns-22.net, awsdns-hostmaster.amazon.com",,NOERROR,us-east-1.lb-f.r53.aws.cloud.mongodb.com,,,,,,,,
[x],mongodb.com,54.175.147.155,"ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com","google-site-verification=Vsgbzf-MCnquFOd4oZBWtjHSzO3XY77ek5S7i3FMAMg, google-site-verification=rUNGIOiX1yMv9Pn9vZgn9vzLt_parHbOq9J7z7B9I9Y, h1-domain-verification=jJ5AyTFx2Rx8wFXachJe9WWNTThNHdwJag4rjzwa6qoCmJM8, hfdd82dys1cxnrpmvkj5fbdqdnxtcd30, hj-ownership=7FLwwv83eh7TVJu, hj-ownership=FXi7nSi9V6pghnW, knowbe4-site-verification=9a9a209d4202465d4bf7d6ce836f106a, meltwater_sso_20210421_T3-5315, miro-verification=da61ff1c05dc48f901de87b0f36c23312aaf3f7f, stripe-verification=35be7ed98dade87dc28b55fcdc21230c86399013d4c4098e6d95698b5cc07e5c, stripe-verification=6d2ac874436248aa663c1d44801f7f2c1d036bff74ec6c2756069651013cbae5, stripe-verification=7a201a06f242afc951e529da65b2780fdcc738010d75f835ce9dc1ea5074fb78, stripe-verification=83f31955cb78c08fd120241a0e5cd78804f8ab1948ed9c54bf089fa101e36160, stripe-verification=930a6043d62002295bc26665767006c55db27c4552a596d3ee5e3cd13de67d9c, stripe-verification=a01cdcb0cc84e6786d1bd68bad7ed6d54908a9888215b406fa9e20251ec28a2d, stripe-verification=c8842b6e2c46106c2194def809035717df5705c5fa9d204924a2f6f97b548f1f, stripe-verification=cba14c9dca9c8c6b9f0ace0d5bc98b7bf5dd65448b9d2ef73cf695a13b089ec3, stripe-verification=eae03c5b0c4d5950e779400cf7dd8ca8949b1bd1ea48192233bd0c1417af0fef, v=spf1 include:%{i}._ip.%{h}._ehlo.%{d}._spf.vali.email -all, wrike-verification=MzY5MjcwNTo5NDRjZGYxZjIwYjY3NjVhMmY0YWUxZmQxY2Q5Njg0M2Y5ZmEyZGFmYmYxOTU3YmI3OWNkYjMyNzAxOTdkYWMy, 1password-site-verification=VA2TUKKDPVDXBIFWIS2RTCJAGA, MS=4CA8CA205115A2802524B6229479E81155C7B144, _globalsign-domain-verification=BahbT-Pu-HaLP9bBimZ0MGe-4CPc4Z_MXqKNUajBmF, _globalsign-domain-verification=eoEm4eIVawgCAi8WJocwgs97Q4gCe0777TT7zqoOtu, adobe-idp-site-verification=7e49cd3f28a1fb6739adb46fc0d29c0f8f859b72d54064ef4149961c515b21ca, adobe-sign-verification=3f1248c7698bca493febd6f5a735253e, apple-domain-verification=tNOOw2iPl2LUfcMu, atlassian-domain-verification=5lWCtlSDbmHGBCWNRa0buLQdsVorZW1J7NFasVSNmaUN/yNKp9GJ/ZpIEoxyclot, cisco-ci-domain-verification=1b3023202cc0b31aa5939adc27eae7212a7c7dfa42ecc98dfd0f381c384a503f, docker-verification=83b08d26-b419-4ad2-bbf5-6642a9c58bd9, fastly-domain-delegation-r6zgE6qXzBYA6fY4S0ku-336644-20210119, google-site-verification=8nKw09t6kqtmo-syWEsejuM0xpNaowHAzIYt-z1x3tw, google-site-verification=HrlMCZusdWpxviJtgBQgfALccbHyTu_m1t0OYxXfBDo, google-site-verification=SvmqGQerYRQUsIJxQw6p_cBN6oarDd5eb-yuYaifGxM",NOERROR,,,"ns-276.awsdns-34.com, ns-868.awsdns-44.net, ns-1047.awsdns-02.org, ns-1636.awsdns-12.co.uk",,,"aspmx3.googlemail.com, aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com",,,
[x],mop.corp.mongodb.com,"54.88.124.138, 3.231.128.237, 54.196.127.54, 3.226.71.163, 23.23.148.58","ns-460.awsdns-57.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:prod,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,lb-p.prod.corp.mongodb.com,,,,,,,,
[x],mothra.corp.mongodb.com,"54.196.127.54, 3.226.71.163, 23.23.148.58, 54.88.124.138, 3.231.128.237","ns-460.awsdns-57.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:prod,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,lb-p.prod.corp.mongodb.com,,,,,,,,
[x],mr11p01ls-mwpc2-mr11-ssl.charts.mongodb.com,"54.175.147.155, 52.206.222.245, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,"ns-1047.awsdns-02.org, ns-1636.awsdns-12.co.uk, ns-276.awsdns-34.com, ns-868.awsdns-44.net",,,,,,
[x],mwp6-sy02-ssl.charts.mongodb.com,"54.175.147.155, 52.206.222.245, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,"ns-1047.awsdns-02.org, ns-1636.awsdns-12.co.uk, ns-276.awsdns-34.com, ns-868.awsdns-44.net",,,,,,
[x],my22-preview-stage.charts.mongodb.com,"54.175.147.155, 52.21.89.200, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],my6-preview-stage.charts.mongodb.com,"54.175.147.155, 52.206.222.245, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],mytime-mobile.charts.mongodb.com,"54.175.147.155, 52.206.222.245, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],na-tunnel-mx.charts.mongodb.com,"54.175.147.155, 52.21.89.200, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],naoe.charts.mongodb.com,"52.206.222.245, 54.175.147.155, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],naper.charts.mongodb.com,"52.21.89.200, 52.206.222.245, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],ncp-gw-finance.charts.mongodb.com,"52.21.89.200, 52.206.222.245, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],new-iouat.charts.mongodb.com,"52.206.222.245, 52.21.89.200, 54.175.147.155","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],new-private-metasql.charts-dev.mongodb.com,"54.175.147.155, 52.21.89.200, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],nimbus.prod.corp.mongodb.com,"54.88.124.138, 3.231.128.237, 23.23.148.58, 3.226.71.163, 54.196.127.54","ns-460.awsdns-57.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:prod,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],nimbus.staging.corp.mongodb.com,"52.22.111.228, 35.174.255.218, 52.45.195.111","ns-397.awsdns-49.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=cluster:staging,external-dns/resource=service/routing/router-public-elb-traefik",NOERROR,,,,,,,,,
[x],nlams2-ns1.charts.mongodb.com,"52.206.222.245, 54.175.147.155, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],nodeconfigstorebackups.charts.mongodb.com,"52.21.89.200, 54.175.147.155, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],norvec-kronu.charts.mongodb.com,"54.175.147.155, 52.206.222.245, 52.21.89.200","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],novi.charts.mongodb.com,"54.175.147.155, 52.21.89.200, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com, ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],nts-cert-testcontent-test.charts.mongodb.com,"52.21.89.200, 54.175.147.155, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],o24.charts.mongodb.com,,"ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],obiwan-wc.charts.mongodb.com,"52.21.89.200, 54.175.147.155, 52.206.222.245","ns-868.awsdns-44.net, awsdns-hostmaster.amazon.com",,NOERROR,glb.mongodb.com,,,,,,,,
[x],occ-2-27-28.corp.mongodb.com,"52.21.89.200, 54.175.147.155, 52.206.222.245","ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",,NOERROR,glb.mongodb.com,,,,,,,,
