input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,tls_mismatched,tls_wildcard_certificate,cdn_name,tech_,cdn,tls_expired,final_url,location
intelpartneralliance.intel.com,Accelerate Your Growth with Intel® Partner Alliance,200,151807,www.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,www.intel.com,443,https://intelpartneralliance.intel.com:443,https,Apache,text/html,GET,130.35.201.120,/,-1270699277,130.35.201.120,4740,False,*.intel.com,,True,oracle,Java,True,,https://www.intel.com/content/www/us/en/partner-alliance/overview.html,
iotasia.intel.com,Access Denied,403,344,www.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,www.intel.com,80,http://iotasia.intel.com:80,http,AkamaiGHost,text/html,GET,198.175.96.183,/,-654634739,198.175.96.183,10,False,https://c0.avaamo.com,,True,,HSTS,,,https://www.intel.com/content/www/us/en/internet-of-things/overview.html,
iotdk.intel.com,,200,,iotdk.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,iotdk.intel.com,443,https://iotdk.intel.com:443,https,nginx,text/html,GET,23.37.37.239,/,190856733,2a02:26f0:64:58b::1ea2,1,False,,,True,,Nginx,,,,
iotsolutionsalliance.intel.com,Intel Solutions Marketplace,200,332114,www.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,www.intel.com,443,https://iotsolutionsalliance.intel.com:443,https,Apache,text/html,GET,13.91.95.74,/,323261720,13.91.95.74,10155,False,*.intel.com,,True,azure,Java,True,,https://www.intel.com/content/www/us/en/partner/showcase-overview.html,
iotworkshop.intel.com,"Edge, IoT & 5G Development",200,272761,www.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,www.intel.com,443,https://iotworkshop.intel.com:443,https,Apache,text/html,GET,23.201.251.4,/,755922915,2a02:26f0:480:586::1ea2,7802,False,https://c0.avaamo.com,,True,,Java,,,https://www.intel.com/content/www/us/en/developer/topic-technology/edge-5g/overview.html,
ipaas.intel.com,,502,11755,ipaas.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-02-05T23:59:59Z,CN=us-e1.cloudhub.io,us-e1.cloudhub.io,,*.mr.cloudhub.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ddd464839873c781167c4c41ca0b1e16,7d04c23cd7556b4784fa8b90714d6b6081fafd536e267229be7868224cd43b33,ctls,ipaas.intel.com,443,https://ipaas.intel.com:443,https,nginx,text/html,GET,3.218.60.204,/,825100104,34.237.226.95,3,False,,True,True,,Nginx,,,,
ipcs.trustedservices.intel.com,,401,129,ipcs.trustedservices.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-22T00:00:00Z,2023-09-22T23:59:59Z,"CN=ipcs.trustedservices.intel.com, O=Intel Corporation, ST=California, C=US",ipcs.trustedservices.intel.com,Intel Corporation,*.blackkeyprd.adsdcsp.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,c2dcfa7658f676ade818027ef10062e8,ecbdd07a2a1ad30ea39ad1d0a942f89353476cd7217d981d807cc67143795f2f,ctls,ipcs.trustedservices.intel.com,443,https://ipcs.trustedservices.intel.com:443,https,,application/json,GET,3.210.148.4,/,-2030847404,44.208.190.167,1,False,,,True,,HSTS,,,,
ircws.intel.com,403 - Forbidden: Access is denied.,403,1233,ircws.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-10T00:00:00Z,2024-03-09T23:59:59Z,"CN=lemcenter.intel.com, O=Intel Corporation, ST=California, C=US",lemcenter.intel.com,Intel Corporation,wsregcenter.prod.rc2.infra-host.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,805e186c375508b90257075db97ec1d1,4c996da7336b7427c343f1e769318c41dccfa2906f550ad2892c4208b274fa67,ctls,ircws.intel.com,443,https://ircws.intel.com:443,https,Microsoft-IIS/10.0,text/html,GET,54.201.57.125,/,1631801191,54.201.57.125,30,False,,,,,Windows Server,,,,
irps.intel.com,Sign in to your account,200,204571,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,443,https://irps.intel.com:443,https,,text/html,GET,192.198.164.118,/,635848187,192.198.164.118,174,False,,,,,HSTS,,,https://login.microsoftonline.com/46c98d88-e344-4ed4-8496-4ed7712e255d/oauth2/v2.0/authorize?client_id=a50f1486-a65a-4f95-9dd2-df522fbf8e24&redirect_uri=https%3A%2F%2Firps.intel.com&response_type=code&scope=email%20openid%20profile%20offline_access%20User.Read&code_challenge=CzLTHICorL-XVYH3eaAa37IEcg4Q00Lhh2dC_fA0O7Y&code_challenge_method=S256&state=OpenIdConnect.AuthenticationProperties%3DNM2s3YCb7ad-5yd9_YcljBVh400X0m4OEqvShcfzUlOwqGfeBKgi-p5spzbjh-CMOHHg23nhObBMHuytugbSMO9NgIMxoW7BkdVrQmEhcIAPQVy9z_jI15sWWJTok3AjTZqeuoWh53lJ0l2y4sdUiQtdr5g-vzP04EQl7tQp4jzc33PrNvzxsBqIigTpujtN4n_GNCEsFZ7Hc2nB3VJ_t-qKhsiFxDiYrBDaK6RO3yHF5_LMssLAY1mSAV0Huyq1G5bji_IxaJHwebxRk6_nqg&response_mode=form_post&nonce=638194142716925834.NDAzMTZmMGEtMTNjZS00Mjg1LThmNDctMmM0MDQzYWY3NzgyZDFlOTZhYmEtZjYzMi00NmVkLTg5OTQtNWViMzg5MjEyNWJj&myNewParameter=its%20Value&x-client-SKU=ID_NET472&x-client-ver=6.25.1.0,
issdk.intel.com,Index,200,164,issdk.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-30T00:00:00Z,2023-06-30T23:59:59Z,"CN=issdk.intel.com, O=Intel Corporation, ST=California, C=US",issdk.intel.com,Intel Corporation,issdk.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,ddc6be68693009d0740754a5452f3b67,1f7bf95f34418851dabcaa11a57b4d798bcd84aab5ca503f4e9fe995c9e3dea0,ctls,issdk.intel.com,443,https://issdk.intel.com:443,https,,text/html,GET,192.198.160.117,/,785098126,192.198.160.117,1,False,https:,,,,HSTS,,,,
itmg2.intel.com,Error: Page Not Found,404,117098,www.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,www.intel.com,80,http://itmg2.intel.com:80,http,Apache,text/html,GET,192.198.165.191,/,-1047308503,192.198.165.191,3198,False,https://premiersupport.intel.com,,True,,Java,,,https://www.intel.com/content/www/us/en/404.html?ref=http://itmg2.intel.com/,
jira-jdc-t2.devtools.intel.com,,200,3610,jira-jdc-t2.devtools.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-28T00:00:00Z,2023-06-28T23:59:59Z,"CN=jira-jdc-t2.devtools.intel.com, O=Intel Corporation, ST=California, C=US",jira-jdc-t2.devtools.intel.com,Intel Corporation,jira-jdc-t2.devtools.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,9c3e4774c2415dd27eb89b69554922e2,9e8ea24cc75d370aab32290f889f8f90fbc4b9bcc18bee94f2047e902d06720f,ctls,jira-jdc-t2.devtools.intel.com,443,https://jira-jdc-t2.devtools.intel.com:443,https,BigIP,text/html,GET,192.198.166.53,/,878647854,192.198.166.53,99,False,,,,,F5 BigIP,,,https://jira-jdc-t2.devtools.intel.com/my.logout.php3?errorcode=19,
jira.idoc.eglb.intel.com,,200,3610,jira.idoc.eglb.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-11T00:00:00Z,2024-05-10T23:59:59Z,"CN=jira.intel.com, O=Intel Corporation, ST=California, C=US",jira.intel.com,Intel Corporation,jira.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,9a3c42c5d2b1b39d43190c73ffa8540c,688a46cad758e50778bf0d18f66a7743f6f4481bf40915a893e1333941dc6972,ctls,jira.idoc.eglb.intel.com,443,https://jira.idoc.eglb.intel.com:443,https,BigIP,text/html,GET,192.198.165.212,/,878647854,192.198.165.212,99,False,,True,,,F5 BigIP,,,https://jira.idoc.eglb.intel.com/my.logout.php3?errorcode=19,
jira.intel.com,,200,3610,jira.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-11T00:00:00Z,2024-05-10T23:59:59Z,"CN=jira.intel.com, O=Intel Corporation, ST=California, C=US",jira.intel.com,Intel Corporation,jira.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,9a3c42c5d2b1b39d43190c73ffa8540c,688a46cad758e50778bf0d18f66a7743f6f4481bf40915a893e1333941dc6972,ctls,jira.intel.com,443,https://jira.intel.com:443,https,BigIP,text/html,GET,192.198.165.212,/,878647854,192.198.165.212,99,False,,,,,F5 BigIP,,,https://jira.intel.com/my.logout.php3?errorcode=19,
jupyter.devcloud.intel.com,JupyterHub,200,5032,jupyter.oneapi.devcloud.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-08T00:00:00Z,2024-02-08T23:59:59Z,"CN=*.devcloud.intel.com, O=Intel Corporation, ST=California, C=US",*.devcloud.intel.com,Intel Corporation,*.testing.devcloud.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,fa4eb8f961ea782ad83acd5d13d07b6e,6386dc000361a2ada6799e2402794fdec668cd671a41f5f663fe5746d68ca07b,ctls,jupyter.oneapi.devcloud.intel.com,443,https://jupyter.devcloud.intel.com:443,https,,text/html,GET,12.229.61.118,/,1248917303,12.229.61.118,186,False,,True,True,,HSTS,,,https://jupyter.oneapi.devcloud.intel.com/hub/login?next=%2Fhub%2F,
jupyter.edge.devcloud.intel.com,502 Bad Gateway,502,556,jupyter.edge.devcloud.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-08T00:00:00Z,2024-02-08T23:59:59Z,"CN=*.devcloud.intel.com, O=Intel Corporation, ST=California, C=US",*.devcloud.intel.com,Intel Corporation,*.testing.devcloud.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,fa4eb8f961ea782ad83acd5d13d07b6e,6386dc000361a2ada6799e2402794fdec668cd671a41f5f663fe5746d68ca07b,ctls,jupyter.edge.devcloud.intel.com,443,https://jupyter.edge.devcloud.intel.com:443,https,,text/html,GET,12.229.61.118,/,47524573,12.229.61.118,14,False,,True,True,,HSTS,,,,
kenya.intel.com,"Intel | Data Center Solutions, IoT, and PC Innovation",200,137822,www.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,www.intel.com,80,http://kenya.intel.com:80,http,Apache,text/html,GET,192.198.165.191,/,813181967,192.198.165.191,3818,False,*.intel.com,,True,,Java,,,https://www.intel.com/content/www/us/en/homepage.html,
laasfespa.laas.intel.com,,404,133,laasfespa.laas.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T21:21:59Z,2023-07-30T22:14:32Z,CN=laasfespa.laas.intel.com,laasfespa.laas.intel.com,,laasfespa.laas.intel.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7975429a73480c849d40cd7e081bb95a,f6626b5a823e2bf4e942eea5058b66cd86bc51feecf72b2dbf2ad1b26f361d70,ctls,laasfespa.laas.intel.com,443,https://laasfespa.laas.intel.com:443,https,UploadServer,application/xml,GET,34.149.43.245,/,867864438,34.149.43.245,1,False,,,,google,HTTP/3,True,,,
lbauto-192-198-160-21.cps.intel.com,,404,87,lbauto-192-198-160-21.cps.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-06T00:00:00Z,2024-02-06T23:59:59Z,"CN=chatbotbcp.intel.com, O=Intel Corporation, ST=California, C=US",chatbotbcp.intel.com,Intel Corporation,chatbotbcp.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1f7cc52cc35a0695caabec518b683a10,53a30523640d30a9fea39b6f8875dab342ffc42b819643acd02efeadc2f1656e,ctls,lbauto-192-198-160-21.cps.intel.com,443,https://lbauto-192-198-160-21.cps.intel.com:443,https,,text/plain,GET,192.198.160.21,/,-996711116,192.198.160.21,2,False,,True,,,,,,,
lbauto-192-198-160-86.cps.intel.com,Request Rejected,200,247,lbauto-192-198-160-86.cps.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-10-18T23:59:59Z,"CN=cdrdv2.intel.com, O=Intel Corporation, ST=California, C=US",cdrdv2.intel.com,Intel Corporation,tst-cdrv2.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,7d2e834276359ad13fae91c7f5afec48,67734bf8bd90a8b0fce8a55258b47a20f35ea4e2d2600e62b88514a5e5548940,ctls,lbauto-192-198-160-86.cps.intel.com,443,https://lbauto-192-198-160-86.cps.intel.com:443,https,,text/html,GET,192.198.160.86,/,66372367,192.198.160.86,1,False,,True,,,,,,,
lbauto-192-198-172-47.cps.intel.com,,404,87,lbauto-192-198-172-47.cps.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-10-18T23:59:59Z,"CN=cdrdv2.intel.com, O=Intel Corporation, ST=California, C=US",cdrdv2.intel.com,Intel Corporation,tst-cdrv2.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,7d2e834276359ad13fae91c7f5afec48,67734bf8bd90a8b0fce8a55258b47a20f35ea4e2d2600e62b88514a5e5548940,ctls,lbauto-192-198-172-47.cps.intel.com,443,https://lbauto-192-198-172-47.cps.intel.com:443,https,,text/plain,GET,192.198.172.47,/,-700887871,192.198.172.47,2,False,,True,,,,,,,
learn.cps.intel.com,Not Found,404,315,learn.cps.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-06T00:00:00Z,2024-02-06T23:59:59Z,"CN=learn.intel.com, O=Intel Corporation, ST=California, C=US",learn.intel.com,Intel Corporation,upskill.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,a6157494345f39dffaf48d7df9778d2a,5b0959ddfb841cc6573425357eef3f019e789b04c5212ed14fb3cfc36713fa87,ctls,learn.cps.intel.com,443,https://learn.cps.intel.com:443,https,,text/html,GET,198.175.96.209,/,225052475,198.175.96.209,7,False,,True,,,,,,,
learn.eglb.intel.com,Not Found,404,315,learn.eglb.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-06T00:00:00Z,2024-02-06T23:59:59Z,"CN=learn.intel.com, O=Intel Corporation, ST=California, C=US",learn.intel.com,Intel Corporation,upskill.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,a6157494345f39dffaf48d7df9778d2a,5b0959ddfb841cc6573425357eef3f019e789b04c5212ed14fb3cfc36713fa87,ctls,learn.eglb.intel.com,443,https://learn.eglb.intel.com:443,https,,text/html,GET,192.198.165.101,/,225052475,192.198.165.101,7,False,,True,,,,,,,
learn.intel.com,Loading...,200,329119,consumer.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-25T00:00:00Z,2023-08-25T23:59:59Z,CN=consumer.intel.com,consumer.intel.com,,consumer.intel.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",26679bac7c5048213fbb1048e4846d9d,daeba4848b956b3e0d3762b9d591645175f88221b21cb3f6ff234ca3f9630e65,ctls,consumer.intel.com,443,https://learn.intel.com:443,https,,text/html,GET,192.198.165.101,/,-1776786141,192.198.165.101,4272,False,,,,,Handlebars,,,https://consumer.intel.com/intelcorpb2c.onmicrosoft.com/B2C_1A_UnifiedLogin_SISU_STD_SAML/samlp/sso/login?SAMLRequest=fVLLbtswEPwVgXe9JUQhbAOOjaIC3FaI5BxyEWhqnRCgSIVLpcnfR6Kd1D04N2J3dmdmhwtkvRzoerTP6h5eRkDrldslaaE7dOkh437MIfez24T7rChSP56qyU2U3uZZQbwHMCi0WpIkiIhXIo5QKrRM2akUJakf5X4cN3FOo4ymeVAU2SPxthOLUMy6yWdrB6RhyLXCsQcTCGVBBlz3oXtxbYZDwgOtesGNRn20rnmXbNp43e6VOArodvpJqLYu631bN9u2Xv%2Fahc5aiKhDOXeJ90MbDs7qkhyZRJglVwxRvMJXpTLaaq7lnVCdUE9LMhpFNUOBVLEekFpO5%2FV0skwPJxDSn01T%2BdWfuiHeGhHM7G1zdlSDeRUc9ve7f24lMKMurM4qz%2FiA4fBGvLdeKqTOw%2FcahrNgslrMaOpSMBfz34%2BzT7lkdUXcIrzYeyIZ6O9pUbmttBT8fT5sz%2Bx1njiIXUV0%2FtFB6ahwAO6imy4mpf67McDsFIM145RCuDqx%2Fv81Vx8%3D&RelayState=https%3A%2F%2Flearn.intel.com%2Fsso%2FAuthenticate.aspx%3Fredirecturl%3Dhttps%3A%2F%2Flearn.intel.com%2F,
learn2.cps.intel.com,Not Found,404,315,learn2.cps.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-06T00:00:00Z,2024-02-06T23:59:59Z,"CN=learn.intel.com, O=Intel Corporation, ST=California, C=US",learn.intel.com,Intel Corporation,upskill.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,a6157494345f39dffaf48d7df9778d2a,5b0959ddfb841cc6573425357eef3f019e789b04c5212ed14fb3cfc36713fa87,ctls,learn2.cps.intel.com,443,https://learn2.cps.intel.com:443,https,,text/html,GET,198.175.96.210,/,225052475,198.175.96.210,7,False,,True,,,,,,,
learn2.eglb.intel.com,Not Found,404,315,learn2.eglb.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-06T00:00:00Z,2024-02-06T23:59:59Z,"CN=learn.intel.com, O=Intel Corporation, ST=California, C=US",learn.intel.com,Intel Corporation,upskill.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,a6157494345f39dffaf48d7df9778d2a,5b0959ddfb841cc6573425357eef3f019e789b04c5212ed14fb3cfc36713fa87,ctls,learn2.eglb.intel.com,443,https://learn2.eglb.intel.com:443,https,,text/html,GET,192.198.160.109,/,225052475,192.198.160.109,7,False,,True,,,,,,,
learn2.intel.com,403 - Forbidden: Access is denied.,403,1233,learn2.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-06T00:00:00Z,2024-02-06T23:59:59Z,"CN=learn.intel.com, O=Intel Corporation, ST=California, C=US",learn.intel.com,Intel Corporation,upskill.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,a6157494345f39dffaf48d7df9778d2a,5b0959ddfb841cc6573425357eef3f019e789b04c5212ed14fb3cfc36713fa87,ctls,learn2.intel.com,443,https://learn2.intel.com:443,https,,text/html,GET,192.198.160.109,/,1631801191,192.198.160.109,30,False,,,,,,,,,
learning-stg.intel.com,,200,65857,learning-stg.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-30T00:00:00Z,2023-05-30T23:59:59Z,"CN=learning-stg.intel.com, O=Intel Corporation, L=Folsom, ST=California, C=US",learning-stg.intel.com,Intel Corporation,learning-stg.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,581054d85e1c0889ae1dc160a745dd58,ab19bc1faeb4facde75b727689f691e340260c90c32f734de2bb8dd0d2c7ae78,ctls,learning-stg.intel.com,443,https://learning-stg.intel.com:443,https,,text/html,GET,54.90.38.173,/,-1840324437,54.152.17.105,678,False,learning-stg.intel.com,,,,Yii,,,https://learning-stg.intel.com/lms/,
learning.intel.com,,200,38981,learning.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-17T00:00:00Z,2024-01-17T23:59:59Z,"CN=learning.intel.com, O=Intel Corporation, ST=California, C=US",learning.intel.com,Intel Corporation,learning.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,8a57b4f0aed7f201a5a9fab9ee7fbcd9,7d87a32a26d29a67af6adaa914dc0ac9d555a51d8b4ed2439daffa59cad03e67,ctls,learning.intel.com,443,https://learning.intel.com:443,https,,text/html,GET,100.24.157.224,/,-1840324437,18.208.39.163,525,False,,,,,Yii,,,https://learning.intel.com/lms/,
learningstudio.intel.com,Social Impact and Educational Initiatives with Intel® Innovation...,200,162979,www.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,www.intel.com,80,http://learningstudio.intel.com:80,http,Apache,text/html,GET,198.175.96.183,/,-241187945,198.175.96.183,4787,False,*.intel.com,,True,,Java,,,https://www.intel.com/content/www/us/en/corporate-responsibility/social-impact-and-educational-initiatives/overview.html,
