new,host,a,soa,status_code,cname,aaaa,ns,txt,cdn,cdn-name,mx,caa,has_internal_ips,internal_ips
,m10.updates.rbs.co.uk,"52.48.161.67, 52.51.110.220","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"m10.updates.rbs.co.uk.cname.campaign.adobe.com, rbs-rt-prod10-alb-1836416833.eu-west-1.elb.amazonaws.com",,"ns-1053.awsdns-03.org, ns-2023.awsdns-60.co.uk, ns-341.awsdns-42.com, ns-739.awsdns-28.net",,,,,,,
,m11.banklinenotifications.rbs.co.uk,,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"m11.banklinenotifications.rbs.co.uk.cname.campaign.adobe.com, rbs-rt-prod11-alb-1039951713.eu-west-1.elb.amazonaws.com",,,,,,,,,
,m11.updates.rbs.co.uk,"52.18.112.154, 54.76.137.66","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"m11.updates.rbs.co.uk.cname.campaign.adobe.com, rbs-rt-prod11-alb-1039951713.eu-west-1.elb.amazonaws.com",,,,,,,,,
,m12.updates.rbs.co.uk,"54.72.125.233, 54.171.235.92","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"m12.updates.rbs.co.uk.cname.campaign.adobe.com, rbs-rt-prod12-alb-216743780.eu-west-1.elb.amazonaws.com",,"ns-1053.awsdns-03.org, ns-2023.awsdns-60.co.uk, ns-341.awsdns-42.com, ns-739.awsdns-28.net",,,,,,,
,m9.banklinenotifications.rbs.co.uk,"52.30.12.119, 34.255.230.201","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"m9.banklinenotifications.rbs.co.uk.cname.campaign.adobe.com, rbs-rt-prod9-alb-1045439245.eu-west-1.elb.amazonaws.com",,,,,,,,,
,m9.updates.rbs.co.uk,"52.30.12.119, 34.255.230.201","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"m9.updates.rbs.co.uk.cname.campaign.adobe.com, rbs-rt-prod9-alb-1045439245.eu-west-1.elb.amazonaws.com",,,,,,,,,
,mac.digitalbanking.rbs.co.uk,11.159.176.111,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mail-communications.rbs.com,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,v=spf1 ip4:194.72.14.226 ip4:194.72.14.227 ip4:217.68.19.142 ip4:217.68.19.143 ip4:217.68.19.144 ip4:217.68.19.145 ip4:217.68.19.146 mx:mail.stoneshot.com mx:mail03.stoneshot.com mx:mail04.stoneshot.com -all,,,mail.stoneshot.com,,,
,mail.treats.rbs.co.uk,185.197.62.122,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mail01.rbs.com,155.136.80.2,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mail02.rbs.com,155.136.80.5,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mail03.rbs.com,155.136.80.27,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mail04.rbs.com,155.136.80.114,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mail05.rbs.com,155.136.80.30,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mail06.rbs.com,155.136.80.31,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mail07.rbs.com,155.136.80.58,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mail08.rbs.com,155.136.80.59,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mail09.rbs.com,155.136.80.33,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mail10.rbs.com,155.136.80.34,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mail12.rbs.com,155.136.80.63,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mail13.rbs.com,155.136.80.101,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mail14.rbs.com,155.136.80.104,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,"udns1.cscdns.net, udns2.cscdns.uk",,,,,,,
,mail15.rbs.com,155.136.80.107,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mail16.rbs.com,155.136.80.110,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mail17.rbs.com,155.136.80.105,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mail18.rbs.com,155.136.80.102,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mail19.rbs.com,155.136.80.108,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mail20.rbs.com,155.136.80.111,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mail9963.mail.rbs.co.uk,129.41.77.115,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,v=spf1 ip4:129.41.77.115 -all,,,mail9963.mail.rbs.co.uk,,,
,mailhost.rbs.co.uk,194.129.55.113,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mailhost2.rbs.co.uk,155.136.219.124,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mailhost2.rbs.com,155.136.80.59,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mailhost3.rbs.co.uk,155.136.80.30,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mailhost3.rbs.com,155.136.80.185,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mailhost3e.rbs.com,155.136.80.186,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mailhost3f.rbs.com,155.136.80.187,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mailhost4.rbs.co.uk,155.136.80.31,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mailhost4e.rbs.com,155.136.80.192,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,"udns1.cscdns.net, udns2.cscdns.uk",,,,,,,
,mailhost4f.rbs.com,155.136.80.193,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mailhost5.rbs.com,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mailhost6.rbs.com,155.136.80.176,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mailhost7.rbs.com,155.136.80.126,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,v=spf1 ip4:155.136.80.0/24,,,,,,
,mailhost7a.rbs.com,155.136.80.121,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,v=spf1 ip4:155.136.80.0/24,,,,,,
,mailhost7b.rbs.com,155.136.80.122,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mailhost7c.rbs.com,155.136.80.123,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mailhost7e.rbs.com,155.136.80.127,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mailhost7f.rbs.com,155.136.80.128,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mailhost8.rbs.com,155.136.80.197,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,v=spf1 ip4:155.136.80.0/24,,,,,,
,mailhost8a.rbs.com,155.136.80.166,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,"udns1.cscdns.net, udns2.cscdns.uk",v=spf1 ip4:155.136.80.0/24,,,,,,
,mailhost8b.rbs.com,155.136.80.167,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mailhost8c.rbs.com,155.136.80.168,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mailhost8e.rbs.com,155.136.80.198,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mailhost8f.rbs.com,155.136.80.199,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mailhostk1.rbs.com,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mailhostk2.rbs.com,155.136.225.29,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,managemycard.digidocs.rbs.co.uk,107.154.251.63,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,managemycard-digidocs-rbs-co-uk.vscreen.org,,,v=spf1 a:lon-a-smtp-1.vscreen.org a:lon-a-smtp-2.vscreen.org a:lon-b-smtp-1.vscreen.org a:lon-b-smtp-2.vscreen.org -all,True,incapsula,"mail03.rbs.com, mail01.rbs.com, mail15.rbs.com, mail14.rbs.com, mail13.rbs.com, mail04.rbs.com, mail16.rbs.com, mail02.rbs.com",,,
,marketindex.rbs.com,147.114.225.140,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mbtest.rbs.co.uk,213.133.146.173,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mediacentre.rbs.com,155.136.80.223,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,meet.rbs.com,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,membershipbenefits.rbs.co.uk,"34.246.28.188, 34.240.120.169","udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,"v=spf1 include:spf.traveltek.net -all, MS=ms36060087",,,"mxa-006be801.gslb.pphosted.com, mxb-006be801.gslb.pphosted.com",,,
,mets.rbs.com,147.114.46.28,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mfa.gateway.rbs.com,155.136.19.251,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,wsinbound.rbs.com,,,,,,,,,
,mfanft.gateway.rbs.com,155.136.225.48,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mfatest.gateway.rbs.com,155.136.225.70,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mib.rbs.com,20.49.208.53,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,True,azure,,,,
,mibevents.rbs.com,147.114.46.17,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,junction.rbs.com,,,,,,,,,
,mortgages.rbs.co.uk,"3.11.182.44, 18.133.46.202","ns-889.awsdns-47.net, awsdns-hostmaster.amazon.com",NOERROR,"rbsmortgages.wip.hdd2.co.uk, rbsbtl-web-elb.prod.hdexternal.co.uk",,,,,,,,,
,mta.emails.rbs.co.uk,68.232.195.10,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mta1.em.rbs.co.uk,94.72.211.239,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mta1.eml.rbs.co.uk,94.72.211.65,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mta2.em.rbs.co.uk,83.100.128.179,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mta2.eml.rbs.co.uk,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mta2.rbspersonalbanking.rbs.co.uk,83.100.128.150,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mta3.rbspersonalbanking.rbs.co.uk,83.100.128.152,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,mybusinessprofile-dev.rbs.co.uk,155.136.201.152,"ac0.glb2d.managedtest.com, hostmaster.ac0.glb2d.managedtest.com",NOERROR,mybusinessprofile-dev.rbs.co.uk.glb2d.managedtest.com,,,,,,,,,
,mybusinessprofile-nft.rbs.co.uk,155.136.201.213,"ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,mybusinessprofile-nft.rbs.co.uk.glb2t.managedtest.com,,,,,,,,,
,mybusinessprofile-sit.rbs.co.uk,155.136.203.213,"ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,mybusinessprofile-sit.rbs.co.uk.glb2t.managedtest.com,,,,,,,,,
,mybusinessprofile-sit2.rbs.co.uk,155.136.201.213,"ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,mybusinessprofile-sit2.rbs.co.uk.glb2t.managedtest.com,,,,,,,,,
,mybusinessprofile.natwest.com.glb2p.rbs.com,,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,,,,,,,,,,
,mybusinessprofile.rbs.co.uk,155.136.200.16,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,mybusinessprofile.rbs.co.uk.glb2p.rbs.com,,,,,,,,,
,mybusinessprofile.rbs.co.uk.glb2p.rbs.com,155.136.200.16,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,,,,,,,,,,
,mybusinessprofile.ulsterbank.co.uk.glb2p.rbs.com,155.136.200.15,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,,,,,,,,,,
,myns1.rbs.com,147.114.44.228,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,"udns1.cscdns.net, udns2.cscdns.uk",,,,,,,
,myns3.rbs.com,146.121.23.31,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,myrewards.rbs.co.uk,,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,ualaq.x.incapdns.net,,,globalsign-domain-verification=94B600F8EAE55597E124799825505C7D,True,incapsula,,,,
,myrewards.rbs.com,45.60.1.158,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,hynrp.x.incapdns.net,,,globalsign-domain-verification=67CB6A23A4C74ED5506FA6727D68B604,True,incapsula,,,,
,myspace.rbs.com,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,"udns1.cscdns.net, udns2.cscdns.uk",,,,,,,
,nft-api.rbs.co.uk,104.155.118.226,"ns-1671.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"bankofapis-test-nft.apigee.net, bankofapis-test-dev.dn.apigee.net, ageu1rt001-3-routers.dn.apigee.net",,,,True,google,,,,
,nft-openapi.rbs.co.uk,104.155.118.226,"ns-1671.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"bankofapis-test-nft.apigee.net, bankofapis-test-dev.dn.apigee.net, ageu1rt001-3-routers.dn.apigee.net",,,,True,google,,,,
,nft-spa.mortgages.rbs.co.uk,155.136.203.213,"ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,nft-spa.mortgages.rbs.co.uk.glb2t.managedtest.com,,,,,,,,,
,nft-supportingyou.rbs.co.uk,155.136.203.213,"ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,nft-supportingyou.rbs.co.uk.glb2t.managedtest.com,,,,,,,,,
,nft.mobileapp.rbs.co.uk,155.136.225.97,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,nft.webapptest.digitalbanking.rbs.co.uk,"99.86.4.92, 99.86.4.121, 99.86.4.47, 99.86.4.79","ns-643.awsdns-16.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,nielsen.rbs.com,62.189.244.254,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,"udns2.cscdns.uk, udns1.cscdns.net",,,,"relay1.netnames.net, relay2.netnames.net",,,
,noa.secure1.rbs.co.uk,155.136.23.242,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,secure1.rbs.co.uk,,,,,,,,,
,notifications.rbs.co.uk,192.243.228.1,"ns-435.awsdns-54.com, awsdns-hostmaster.amazon.com",NOERROR,notifications.rbs.co.uk.cname.campaign.adobe.com,,,"google-site-verification=VkihIZnh4y7vj2jrOTcYcxfd9Zpc8GFAcHU1AGu9aPA, v=spf1 ip4:130.248.154.0/24 -all",,,inbound.campaign.adobe.com,,,
,notifications.rbs.com,,"ns-1439.awsdns-51.org, awsdns-hostmaster.amazon.com",NOERROR,rbs.neolane.net,,,"google-site-verification=naZkJjOhACT4dFoqBpq6nzwV_5k4gHtDO2D9O1gUmLc, google-site-verification=owiCcSMazjvpVrroa5XsvoFGMMA0lx4PAWVK89KI0Ns, v=spf1 ip4:130.248.154.0/24 -all, google-site-verification=0YyM44fz_8cHVfe3qxWXNW5k8F1tyIqfTMWENEdMgPY, google-site-verification=QzPfTPicx14Jtxs2t_tNzHKyOqaZts-CAdgf15V3td4, google-site-verification=VkihIZnh4y7vj2jrOTcYcxfd9Zpc8GFAcHU1AGu9aPA, google-site-verification=ahihVYK67gOfJaPEbW1P_buB5fx2m-53sIWxQuOhyCY, google-site-verification=eofoZDkJuWl129MPhQ-Ur-CBC6HHbqSVUn4p0t4TwCQ, google-site-verification=gkMt_dppJjwb62BmF2gNtGSNr0AN28nG7KyhDWlXYY8, google-site-verification=hJgZ4pOHcfou-BRScctQmvC7T56Gg6TWmeWr8TAZ8hM, google-site-verification=lnb_aX--zKMHMg_rgVEXWzc7Avvly1iJzuEuCtL3w6o",,,inbound.campaign.adobe.com,,,
,nsc.rbs.co.uk,"63.140.38.139, 63.140.38.219, 63.140.38.237, 63.140.38.137, 63.140.38.232, 63.140.38.151, 63.140.38.128, 63.140.38.229, 63.140.38.100, 63.140.38.163","ns201.adobe.net, hostmaster.adobe.com",NOERROR,rbs.co.uk.d2.sc.omtrdc.net,,,,,,,,,
,nsc.rbs.com,"63.140.38.149, 63.140.38.180, 63.140.38.169, 63.140.38.12, 63.140.38.201, 63.140.38.225, 63.140.38.165, 63.140.38.160, 63.140.38.186, 63.140.38.123","ns201.adobe.net, dnsadmin.omniture.com, hostmaster.adobe.com",NOERROR,rbs.com.122.2o7.net,,,,,,,,,
,nwg-dt3.cddilm.rbs.co.uk,"13.41.84.160, 18.170.146.204, 18.134.225.146","ns-1866.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,nwg-cdd-dt3.pegacloud.net,,"ns-1501.awsdns-59.org, ns-1866.awsdns-41.co.uk, ns-216.awsdns-27.com, ns-734.awsdns-27.net",,,,,,,
,nwg-nft.cddilm.rbs.co.uk,"35.177.241.205, 18.133.200.7, 13.41.8.27","ns-1866.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,nwg-cdd-prod.pegacloud.net,,,,,,,,,
,nwg-prod.cddilm.rbs.co.uk,"18.168.24.30, 18.170.154.125, 13.42.67.38","ns-1866.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,nwg-cdd-ilm-prod.pegacloud.net,,,,,,,,,
,nwgdebitcardtest.rbs.com,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,nwgpbba.rbs.com,155.136.19.251,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,o3.insight.rbs.co.uk,198.37.157.216,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,ob.sandbox.acc.rbs.co.uk,"54.171.252.181, 54.171.76.47, 52.51.10.91","ns-1084.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,ob.rbs.acc.useinfinite.io,,"ns-1084.awsdns-07.org, ns-1938.awsdns-50.co.uk, ns-217.awsdns-27.com, ns-682.awsdns-21.net",,,,,,,
,ob.sandbox.rbs.co.uk,"54.171.189.40, 52.17.255.181, 108.128.131.28","ns-1655.awsdns-14.co.uk, awsdns-hostmaster.amazon.com",NOERROR,ob.rbs.useinfinite.io,,"ns-1128.awsdns-13.org, ns-117.awsdns-14.com, ns-1655.awsdns-14.co.uk, ns-965.awsdns-56.net",,,,,,,
,omniture.rbs.com,"63.140.36.14, 63.140.36.101, 63.140.36.104, 63.140.36.112, 63.140.36.117, 63.140.36.119, 63.140.36.148, 63.140.36.130, 63.140.36.197, 63.140.36.138","ns201.adobe.net, dnsadmin.omniture.com, hostmaster.adobe.com",NOERROR,rbs.com.112.2o7.net,,,,,,,,,
,online.rbs.co.uk,192.243.228.1,"ns-435.awsdns-54.com, awsdns-hostmaster.amazon.com",NOERROR,online.rbs.co.uk.cname.campaign.adobe.com,,,"v=spf1 ip4:130.248.207.0/24 -all, google-site-verification=dtwMfOpa3YvKq47drdob8bCa-rusASqxVCq-I6ZHW-M",,,inbound.campaign.adobe.com,,,
,openaccount.rbs.co.uk,155.136.22.102,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,"udns1.cscdns.net, udns2.cscdns.uk",,,,,,,
,openapi2.bankofapis.com.glb2p.rbs.com,155.136.200.19,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,,,,,,,,,,
,openapi3.bankofapis.com.glb2p.rbs.com,155.136.200.20,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,,,,,,,,,,
,original-bankline-faq.rbs.co.uk,34.250.71.57,"ns-124.awsdns-15.com, awsdns-hostmaster.amazon.com",NOERROR,"rbs.nanorep.co, eu1-4.nanorep.co",,,,,,,,,
,pages.emails.rbs.co.uk,66.231.94.111,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,pages.virt.s4.exacttarget.com,,,,,,,,,
,panelfirms.rbs.com,20.49.208.53,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,True,azure,,,,
,payadvicedirect.rbs.co.uk,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,payit-sendingpayments.natwest.com.glb2p.rbs.com,155.136.202.13,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,,,,,,,,,,
,payroll.rbs.co.uk,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,personal.rbs.co.uk,20.49.211.36,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,v=spf1 ip4:155.136.80.0/24 -all,True,azure,,,,
,pigby.rbs.co.uk,80.193.75.215,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,pilot.webapp.digitalbanking.rbs.co.uk,"108.138.17.7, 108.138.17.35, 108.138.17.28, 108.138.17.88","ns-905.awsdns-49.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1472.awsdns-56.org, ns-1772.awsdns-29.co.uk, ns-458.awsdns-57.com, ns-905.awsdns-49.net",,True,cloudfront,,,,
,pnf1.bankofapis.com.glb2p.rbs.com,155.136.202.6,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,,,,,,,,,,
,pnf2.bankofapis.com.glb2p.rbs.com,155.136.200.7,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,,,,,,,,,,
,pnf3.bankofapis.com.glb2p.rbs.com,155.136.202.8,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,,,,,,,,,,
,pnf4.bankofapis.com.glb2p.rbs.com,155.136.202.56,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,,,,,,,,,,
,pnf5.bankofapis.com.glb2p.rbs.com,155.136.200.57,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,,,,,,,,,,
,pnfpingz2.businessprofile.rbs.co.uk,155.136.202.65,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,"auth0z2.securebanking.rbs.co.uk, auth0z2.securebanking.rbs.co.uk.glb2p.rbs.com",,,,,,,,,
,pnfpingz2.openaccount.rbs.co.uk,155.136.200.65,"ac0.glb2p.rbs.com, hostmaster.ac0.glb2p.rbs.com",NOERROR,"auth0z2.securebanking.rbs.co.uk, auth0z2.securebanking.rbs.co.uk.glb2p.rbs.com",,,,,,,,,
,pps-01.mobilebanking.rbs.co.uk,155.136.21.34,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,qa-api.rbs.co.uk,104.155.118.226,"ns-1671.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"bankofapis-test-qa.apigee.net, bankofapis-test-dev.dn.apigee.net, ageu1rt001-3-routers.dn.apigee.net",,,,True,google,,,,
,qa-openapi.rbs.co.uk,104.155.118.226,"ns-1671.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"bankofapis-test-qa.apigee.net, bankofapis-test-dev.dn.apigee.net, ageu1rt001-3-routers.dn.apigee.net",,,,True,google,,,,
,qa-spa.mortgages.rbs.co.uk,155.136.201.213,"ac0.glb2t.managedtest.com, hostmaster.ac0.glb2t.managedtest.com",NOERROR,qa-spa.mortgages.rbs.co.uk.glb2t.managedtest.com,,,,,,,,,
,qa.ratemanager.rbs.co.uk,,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,r218.notifications.rbs.co.uk,130.248.154.218,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,r219.notifications.rbs.co.uk,130.248.154.219,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,r74.banklinenotifications.rbs.co.uk,63.140.43.74,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
,rbs-cit2.cddilm.rbs.co.uk,"18.133.39.39, 13.41.212.91, 3.11.216.152","ns-1866.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,rbs-cdd-cit2.pegacloud.net,,,,,,,,,
,rbs-dt1.cddilm.rbs.co.uk,"35.177.96.128, 18.134.20.228, 18.133.2.216","ns-1866.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,rbs-cdd-dt1.pegacloud.net,,,,,,,,,
,rbs-dt2.cddilm.rbs.co.uk,"18.133.218.3, 18.133.69.134, 18.132.25.132","ns-1866.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,rbs-cdd-dt2.pegacloud.net,,,,,,,,,
,rbs-sit.cddilm.rbs.co.uk,"52.56.189.240, 35.179.50.130, 18.169.211.73","ns-1866.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,rbs-cdd-sit.pegacloud.net,,,,,,,,,
,rbs-sit2.cddilm.rbs.co.uk,"13.42.89.2, 18.132.74.62, 3.11.199.89","ns-1866.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,rbs-cdd-sit2.pegacloud.net,,,,,,,,,
,rbs-suppliers.rbs.com,155.136.19.38,"udns1.cscdns.net, premiumdns.support.neustar",NOERROR,,,,,,,,,,
