input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,webserver,tech_,tls_expired,tls_mismatched,cdn_name,cdn,final_url,tls_self_signed,tls_wildcard_certificate
business-bb-universalmandate.rbs.co.uk,,200,408723,AS15169,GOOGLE,US,142.250.0.0/15,business-bb-universalmandate.rbs.co.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-15T00:00:00Z,2023-07-16T23:59:59Z,"CN=business-bb-universalmandate.rbs.co.uk, O=Natwest Group Plc, L=Edinburgh, ST=Midlothian, C=GB",business-bb-universalmandate.rbs.co.uk,Natwest Group Plc,www.business-bb-universalmandate.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,20ba3e9ab58706065947ae309b933d07,5cffc933cdee8a7e1d494b80feaeb6337c4f3b54eec874ff134a86b435eb313d,ctls,business-bb-universalmandate.rbs.co.uk,80,http://business-bb-universalmandate.rbs.co.uk:80,http,text/html,GET,142.250.185.211,/,80118870,2a00:1450:4001:827::2013,93,False,api.addressnow.co.uk,Google Frontend,Python,,,,,https://business-bb-universalmandate.rbs.co.uk/,,
business-certificates.rbs.co.uk,,200,30526,AS15169,GOOGLE,US,142.250.0.0/15,business-certificates.rbs.co.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-03T00:00:00Z,2023-11-03T23:59:59Z,"CN=business-certificates.rbs.co.uk, O=Natwest Group Plc, ST=Midlothian, C=GB",business-certificates.rbs.co.uk,Natwest Group Plc,www.business-certificates.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,74322d6c5cfd4f4b38c6d431e1b996cc,365213ced7f86172de2d9d39541e165ccbba59007c4f3d6aac04e183f333bcb6,ctls,business-certificates.rbs.co.uk,443,https://business-certificates.rbs.co.uk:443,https,text/html,GET,142.250.186.51,/,-1397734217,2a00:1450:4001:827::2013,93,False,accounts.google.com,Google Frontend,Python,,,,,,,
business-change-details.rbs.co.uk,,200,60444,AS15169,GOOGLE,US,142.250.0.0/15,business-change-details.rbs.co.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-03T00:00:00Z,2023-11-03T23:59:59Z,"CN=business-change-details.rbs.co.uk, O=Natwest Group Plc, ST=Midlothian, C=GB",business-change-details.rbs.co.uk,Natwest Group Plc,www.business-change-details.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,d709e7e9654eea54a712b12be8c5c97f,34fad515b4185c92f8e37bcdbe46eaeeae6636bd98988de64ef1707e7589acb8,ctls,business-change-details.rbs.co.uk,443,https://business-change-details.rbs.co.uk:443,https,text/html,GET,142.250.186.83,/,758005072,2a00:1450:4001:80e::2013,93,False,privacyportal-eu.onetrust.com,Google Frontend,Python,,,,,,,
business-standing-order.rbs.co.uk,,200,57380,AS15169,GOOGLE,US,142.250.0.0/15,business-standing-order.rbs.co.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-29T00:00:00Z,2023-10-30T23:59:59Z,"CN=business-standing-order.rbs.co.uk, O=Natwest Group Plc, ST=Midlothian, C=GB",business-standing-order.rbs.co.uk,Natwest Group Plc,www.business-standing-order.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,d492ec751c47ef1f0c3774ed404c079c,77bbc2bc58f2fa8891dc3aa92ce680ab9423ddbc7f48648fa2c1e5f071d30102,ctls,business-standing-order.rbs.co.uk,80,http://business-standing-order.rbs.co.uk:80,http,text/html,GET,142.250.185.243,/,-1393154934,2a00:1450:4001:812::2013,93,False,*.adobedtm.com,Google Frontend,Python,,,,,https://business-standing-order.rbs.co.uk/,,
business-stationery.rbs.co.uk,,200,42881,AS15169,GOOGLE,US,142.250.0.0/15,business-stationery.rbs.co.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-03T00:00:00Z,2023-11-03T23:59:59Z,"CN=business-stationery.rbs.co.uk, O=Natwest Group Plc, ST=Midlothian, C=GB",business-stationery.rbs.co.uk,Natwest Group Plc,www.business-stationery.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,dd73510082eacadce3c0270f42e63c21,4e761fbe908249d85f9ef46133665633f0b2ffa3ab138da3705da59747239b0c,ctls,business-stationery.rbs.co.uk,443,https://business-stationery.rbs.co.uk:443,https,text/html,GET,142.250.184.243,/,-489669725,2a00:1450:4001:80e::2013,93,False,track.linksynergy.com,Google Frontend,Python,,,,,,,
business.rbs.co.uk,,502,25,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.95.80.0/21,www.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-05T00:00:00Z,2023-08-27T23:59:59Z,"CN=rbs.co.uk, O=Natwest Group Plc, L=Edinburgh, ST=Midlothian, C=GB",rbs.co.uk,Natwest Group Plc,www.rbsif.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,53e83b966aba8b5b1bd5d3407447942c,ee72b9537ad11eeedf95c83935d0ef05f8adde8a7f126d128c13208951ac1606,ctls,www.rbs.co.uk,443,https://business.rbs.co.uk:443,https,,GET,40.90.65.32,/,,2620:1ec:4f:1::45,1,False,,,Azure Front Door,,,,,https://www.rbs.co.uk/business.html,,
businessbankingswitch.rbs.co.uk,Business | Royal Bank of Scotland,200,1157931,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,51.144.0.0/15,www.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-05T00:00:00Z,2023-08-27T23:59:59Z,"CN=rbs.co.uk, O=Natwest Group Plc, L=Edinburgh, ST=Midlothian, C=GB",rbs.co.uk,Natwest Group Plc,www.rbsif.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,53e83b966aba8b5b1bd5d3407447942c,ee72b9537ad11eeedf95c83935d0ef05f8adde8a7f126d128c13208951ac1606,ctls,www.rbs.co.uk,443,https://businessbankingswitch.rbs.co.uk:443,https,text/html,GET,51.145.108.17,/,-2090488054,51.145.108.17,9686,False,,,ZURB Foundation,,,azure,True,https://www.rbs.co.uk/business.html,,
businessprofile.rbs.co.uk,Royal Bank of Scotland,200,154,AS21054,RBSG-UK-AS Edinburgh,GB,155.136.48.0/21,businessprofile.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-20T00:00:00Z,2024-04-19T23:59:59Z,"CN=businessprofile.rbs.co.uk, O=Natwest Group Plc, ST=Midlothian, C=GB",businessprofile.rbs.co.uk,Natwest Group Plc,www.businessprofile.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,38213b26706dde3aa08ede396f7bb8ce,f9504d23cac18b1050b5f29ec47c0a8776085447e8f59ce15eb951008f961d92,ctls,businessprofile.rbs.co.uk,443,https://businessprofile.rbs.co.uk:443,https,text/html,GET,155.136.22.235,/,1145522579,155.136.22.235,13,False,,Apache PivotalWebServer,Apache,,,,,,,
cardswitchdigidocs.rbs.co.uk,Login,200,10053,AS19551,AS19551,Unknown,45.60.172.0/23,cardswitchdigidocs.rbs.co.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T00:00:00Z,2024-05-14T23:59:59Z,"CN=cardswitchdigidocs.rbs.co.uk, O=Natwest Group Plc, ST=Midlothian, C=GB",cardswitchdigidocs.rbs.co.uk,Natwest Group Plc,www.cardswitchdigidocs.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,1b9a2ff0d776ba8867b5686bc60799ff,1dd3722e82eaf71e1e641b794fcef08779cfe0d87998630f7b1360a84eb2a099,ctls,cardswitchdigidocs.rbs.co.uk,443,https://cardswitchdigidocs.rbs.co.uk:443,https,text/html,GET,45.60.123.18,/,1772087922,45.60.123.18,215,False,cdn.cookielaw.org,,Imperva,,,incapsula,True,https://cardswitchdigidocs.rbs.co.uk/Login?ReturnUrl=%2F,,
cdn.cookielaw.org,,400,351,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,cdn.cookielaw.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-01T00:00:00Z,2024-03-31T23:59:59Z,"CN=cookielaw.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",cookielaw.org,"Cloudflare, Inc.",*.cookielaw.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",37ab0e71043c8086e3dd0c243ddc96a0,5d2949ef89a4f8bcb4cd2993b031af4344263b2d584da9f9139d2aae7c6cbed2,ctls,cdn.cookielaw.org,443,https://cdn.cookielaw.org:443,https,application/xml,GET,104.19.187.97,/,533479335,2606:4700::6813:bc61,3,False,,cloudflare,HSTS,,,cloudflare,True,,,True
cdn.login.uat.ratemanager.rbs.co.uk,ERROR: The request could not be satisfied,403,915,AS16509,AMAZON-02,US,143.204.104.0/24,,,,,,,,,,,,,,,,,,,80,http://cdn.login.uat.ratemanager.rbs.co.uk:80,http,text/html,GET,143.204.89.75,/,1215977632,143.204.89.50,20,False,,CloudFront,Amazon Web Services,,,cloudfront,True,,,
cdn.uat.ratemanager.rbs.co.uk,ERROR: The request could not be satisfied,403,915,AS16509,AMAZON-02,US,52.222.236.0/23,,,,,,,,,,,,,,,,,,,80,http://cdn.uat.ratemanager.rbs.co.uk:80,http,text/html,GET,52.222.236.15,/,-1684973673,52.222.236.98,20,False,,CloudFront,Amazon Web Services,,,cloudfront,True,,,
cdn.www.ratemanager.rbs.co.uk,ERROR: The request could not be satisfied,403,915,AS16509,AMAZON-02,US,13.32.132.0/24,,,,,,,,,,,,,,,,,,,80,http://cdn.www.ratemanager.rbs.co.uk:80,http,text/html,GET,13.32.121.88,/,-698964086,13.32.121.72,20,False,,CloudFront,Amazon Web Services,,,cloudfront,True,,,
clearspend.secure1.rbs.co.uk,Error,403,1857,AS21054,RBSG-UK-AS Edinburgh,GB,155.136.48.0/21,clearspend.secure1.rbs.co.uk,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-21T00:00:00Z,2023-11-21T23:59:59Z,"CN=secure1.rbs.co.uk, O=Natwest Group Plc, ST=Midlothian, C=GB",secure1.rbs.co.uk,Natwest Group Plc,voa.secure1.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,fef641c3d5f32ecf1cf4c0d3c8f1dc3b,6c402aef7ec74209f6e57707b66a0d95c24639c84fa0c89ecf1109913022e578,ctls,clearspend.secure1.rbs.co.uk,443,https://clearspend.secure1.rbs.co.uk:443,https,text/html,GET,155.136.23.242,/,402176077,155.136.23.242,57,False,,,HSTS,,,,,,,
click.emails.rbs.co.uk,403 - Forbidden: Access is denied.,403,1233,AS22606,EXACT-7,US,66.231.80.0/20,click.emails.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-15T00:00:00Z,2023-07-16T23:59:59Z,"CN=click.virt.s4.exacttarget.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",click.virt.s4.exacttarget.com,"SALESFORCE.COM, INC.",click.virt.s4.exacttarget.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0bd31163b1cf1e7754cc9ab9ac7871ed,2e6452d61623cc34cc118a41aa7589b01f955e740a2b861bad5d52fb2138e0e9,ctls,click.emails.rbs.co.uk,443,https://click.emails.rbs.co.uk:443,https,text/html,GET,66.231.94.105,/,1631801191,66.231.94.105,30,False,,,HSTS,,True,,,,,
cloud.mail.insights.rbs.co.uk,403 - Forbidden: Access is denied.,403,1233,AS14340,SALESFORCE,US,161.71.146.0/24,cloud.mail.insights.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-14T00:00:00Z,2023-07-14T23:59:59Z,"CN=cloud.mail.insights.rbs.co.uk, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",cloud.mail.insights.rbs.co.uk,"SALESFORCE.COM, INC.",cloud.mail.insights.rbs.co.uk,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,177adb5d74cbc1f80a876b60e4f0cc46,66e55ed35089ff5c727c2eb2891b355d48d10b907e841cc902710518d0f4c683,ctls,cloud.mail.insights.rbs.co.uk,443,https://cloud.mail.insights.rbs.co.uk:443,https,text/html,GET,161.71.94.112,/,1631801191,161.71.94.112,30,False,,,,,,,,,,
communications.rbs.com,,409,16,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,80,http://communications.rbs.com:80,http,text/plain,GET,104.18.33.2,/,1000520165,172.64.154.254,1,False,,cloudflare,Cloudflare,,,cloudflare,True,,,
consent.rbs.co.uk,403 Forbidden,403,548,AS21054,RBSG-UK-AS Edinburgh,GB,155.136.202.0/23,consent.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-18T00:00:00Z,2023-06-18T23:59:59Z,"CN=beta-consent.rbs.co.uk, O=Natwest Group Plc, L=Edinburgh, ST=Midlothian, C=GB",beta-consent.rbs.co.uk,Natwest Group Plc,www.consent.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,0e6b63d88e3205d730529f442769858c,508bf867c984af0d4cf67fcb6e0f803f0b10ab35faf50c624df174f57d50c62d,ctls,consent.rbs.co.uk,443,https://consent.rbs.co.uk:443,https,text/html,GET,155.136.202.16,/,566218143,155.136.202.16,14,False,,,HSTS,,,,,,,
cookie-cdn.cookiepro.com,,400,351,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,cookie-cdn.cookiepro.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-20T00:00:00Z,2024-03-19T23:59:59Z,"CN=cookiepro.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",cookiepro.com,"Cloudflare, Inc.",*.at.cookiepro.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",2a10444817dd067732b84a82922fb603,12163307f24eaad43e81e7975df8723a813f89c9e565d884a266c245248cd6d6,ctls,cookie-cdn.cookiepro.com,443,https://cookie-cdn.cookiepro.com:443,https,application/xml,GET,104.18.40.148,/,1121179017,2606:4700:4400::6812:2894,3,False,,cloudflare,HSTS,,,cloudflare,True,,,True
creditdocs.rbs.com,404 Not Found,404,179,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,creditdocs.rbs.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-04T00:00:00Z,2023-12-05T23:59:59Z,"CN=www.business.natwest.com, O=Natwest Group Plc, ST=Midlothian, C=GB",www.business.natwest.com,Natwest Group Plc,www.tools-rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,2d36ede3c59c7bb6eb5463bd8c1b8d4d,f0d6aec5fcae8bbb3db09d45c266facceb4745507b3246cb9c3cdd97f5a76f22,ctls,creditdocs.rbs.com,443,https://creditdocs.rbs.com:443,https,text/html,GET,20.49.208.53,/,-1646985303,20.49.208.53,8,False,,Microsoft-Azure-Application-Gateway/v2,,,True,azure,True,,,
defender-sit.rbs.com,Forbidden,403,1359,AS21054,RBSG-UK-AS Edinburgh,GB,155.136.202.0/23,defender-sit.rbs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-14T00:00:00Z,2024-04-13T23:59:59Z,"CN=defender-sit.natwest.com, O=Natwest Group Plc, ST=Midlothian, C=GB",defender-sit.natwest.com,Natwest Group Plc,defender-sit.rbs.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,a75c8944a503354a7b2fedfb2c6e8dc4,0e2480576c557e4579fe4eb321432d08037ccec4f05558123b26ef7a4bc5f727,ctls,defender-sit.rbs.com,443,https://defender-sit.rbs.com:443,https,text/html,GET,155.136.203.207,/,-1253009535,155.136.203.207,43,False,,,HSTS,,,,,,,
demo.bankline.rbs.co.uk,404 Not Found,404,581,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,demo.bankline.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-04T00:00:00Z,2023-12-05T23:59:59Z,"CN=www.business.natwest.com, O=Natwest Group Plc, ST=Midlothian, C=GB",www.business.natwest.com,Natwest Group Plc,www.tools-rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,2d36ede3c59c7bb6eb5463bd8c1b8d4d,f0d6aec5fcae8bbb3db09d45c266facceb4745507b3246cb9c3cdd97f5a76f22,ctls,demo.bankline.rbs.co.uk,443,https://demo.bankline.rbs.co.uk:443,https,text/html,GET,20.49.208.53,/,1129692473,20.49.208.53,14,False,,Microsoft-Azure-Application-Gateway/v2,,,True,azure,True,,,
demo.cms.rbs.co.uk,Client Account Manager | Royal Bank of Scotland,200,410870,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,www.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-05T00:00:00Z,2023-08-27T23:59:59Z,"CN=rbs.co.uk, O=Natwest Group Plc, L=Edinburgh, ST=Midlothian, C=GB",rbs.co.uk,Natwest Group Plc,www.rbsif.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,53e83b966aba8b5b1bd5d3407447942c,ee72b9537ad11eeedf95c83935d0ef05f8adde8a7f126d128c13208951ac1606,ctls,www.rbs.co.uk,80,http://demo.cms.rbs.co.uk:80,http,text/html,GET,20.49.208.53,/,-1510540111,20.49.208.53,7325,False,,,ZURB Foundation,,,azure,True,https://www.rbs.co.uk/business/savings/client-account-manager.html,,
dev.mplatformtest.rbs.co.uk,403 Forbidden,403,520,AS16509,AS16509,Unknown,34.240.0.0/12,dev.mplatformtest.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-29T00:00:00Z,2024-04-28T23:59:59Z,"CN=mplatformtest.natwest.com, O=Natwest Group Plc, ST=Midlothian, C=GB",mplatformtest.natwest.com,Natwest Group Plc,*.mplatformtest.ulsterbank.ie,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,f1e0a2ba71dee38b2765d04e554a3042,bfbcec8f0fd92cd261297f2782379e2969cf3505c2dbf63b313ab1607cbe954c,ctls,dev.mplatformtest.rbs.co.uk,443,https://dev.mplatformtest.rbs.co.uk:443,https,text/html,GET,34.240.110.42,/,2095155567,52.50.184.63,13,False,,awselb/2.0,,,,,,,,True
dev.webapptest.digitalbanking.rbs.co.uk,,403,1877,AS16509,AMAZON-02,US,18.66.102.0/24,dev.webapptest.digitalbanking.rbs.co.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-10T00:00:00Z,2023-09-10T23:59:59Z,"CN=webapptest.digitalbanking.rbs.co.uk, O=Natwest Group Plc, L=Edinburgh, ST=Midlothian, C=GB",webapptest.digitalbanking.rbs.co.uk,Natwest Group Plc,www.webapptest.digitalbanking.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,7198d8d48242cfad05537446b0813ca9,d5dbde0394c9f2885dfd395eecd04848f14b3554409c6a61f47deda2d1ee8e65,ctls,dev.webapptest.digitalbanking.rbs.co.uk,80,http://dev.webapptest.digitalbanking.rbs.co.uk:80,http,text/html,GET,18.66.97.119,/,216121364,18.66.97.27,46,False,https://*.anytimebanking.ulsterbank.ie,AmazonS3,HSTS,,,cloudfront,True,https://dev.webapptest.digitalbanking.rbs.co.uk/,,
digidocs.rbs.co.uk,Login,200,10213,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,digidocs.rbs.co.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-02T00:00:00Z,2023-08-15T23:59:59Z,"CN=digidocs.rbs.co.uk, O=Natwest Group Plc, L=Edinburgh, ST=Midlothian, C=GB",digidocs.rbs.co.uk,Natwest Group Plc,www.digidocs.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,aaf9cb24f50c5e423aabc8264c2eda54,f5e55aa19588eff937ed0bd18d3ccf6eba75e0b5351509daa49815cccb58531b,ctls,digidocs.rbs.co.uk,443,https://digidocs.rbs.co.uk:443,https,text/html,GET,107.154.251.77,/,1772087922,107.154.251.77,230,False,*.userzoom.com,,Imperva,,,incapsula,True,https://digidocs.rbs.co.uk/Login?ReturnUrl=%2F,,
digitalbanking.rbs.co.uk,,200,6954,AS21054,RBSG-UK-AS Edinburgh,GB,155.136.48.0/21,digitalbanking.rbs.co.uk,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-13T00:00:00Z,2024-02-04T23:59:59Z,"CN=digitalbanking.rbs.co.uk, O=Natwest Group Plc, ST=Midlothian, C=GB, businessCategory=Private Organization, jurisdictionStateOrProvince=Scotland, jurisdictionCountry=GB, serialNumber=SC045551, businessCategory=Private Organization, jurisdictionStateOrProvince=Scotland, jurisdictionCountry=GB",digitalbanking.rbs.co.uk,Natwest Group Plc,www.rbsdigital.com,"CN=COMODO RSA Extended Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Extended Validation Secure Server CA,COMODO CA Limited,275666a2e369981bec309c3c0ebda034,a66b4e88aff21727c18805d5d54415133209bcaeb9b342f219ab1d035cd0bd22,ctls,digitalbanking.rbs.co.uk,443,https://digitalbanking.rbs.co.uk:443,https,text/html,GET,155.136.22.27,/,-302853565,155.136.22.27,33,False,,,,,,,,,,
digitalbankingapp.rbs.co.uk,,200,6998,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,51.144.0.0/15,www.rbsdigital.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-13T00:00:00Z,2024-02-04T23:59:59Z,"CN=digitalbanking.rbs.co.uk, O=Natwest Group Plc, ST=Midlothian, C=GB, businessCategory=Private Organization, jurisdictionStateOrProvince=Scotland, jurisdictionCountry=GB, serialNumber=SC045551, businessCategory=Private Organization, jurisdictionStateOrProvince=Scotland, jurisdictionCountry=GB",digitalbanking.rbs.co.uk,Natwest Group Plc,www.rbsdigital.com,"CN=COMODO RSA Extended Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Extended Validation Secure Server CA,COMODO CA Limited,275666a2e369981bec309c3c0ebda034,a66b4e88aff21727c18805d5d54415133209bcaeb9b342f219ab1d035cd0bd22,ctls,www.rbsdigital.com,80,http://digitalbankingapp.rbs.co.uk:80,http,text/html,GET,51.145.108.17,/,-19317797,51.145.108.17,33,False,,,,,,azure,True,https://www.rbsdigital.com/OnlineEnrolmentRegister.aspx,,
eds.securebusiness.rbs.co.uk,Bankline - Logon,200,704,AS21054,RBSG-UK-AS Edinburgh,GB,155.136.48.0/21,bankline.securebusiness.rbs.co.uk,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-23T00:00:00Z,2023-06-23T23:59:59Z,"CN=auth0.securebusiness.rbs.co.uk, O=Natwest Group Plc, L=Edinburgh, ST=Midlothian, C=GB",auth0.securebusiness.rbs.co.uk,Natwest Group Plc,www.bankline.securebusiness.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,3b13b94c458efbcb0cdaba9f57546a78,a1776f80b9e9c31288ecf4a3a605c9725b5c99127994d8a84f8e46392957a781,ctls,bankline.securebusiness.rbs.co.uk,443,https://eds.securebusiness.rbs.co.uk:443,https,text/html,GET,155.136.22.167,/,1145522579,155.136.22.167,30,False,,,Java,,,,,https://bankline.securebusiness.rbs.co.uk/CWSLogon/logon.do?channel=NBL&brand=RBS&ct_orig_uri=https%3A%2F%2Feds.securebusiness.rbs.co.uk%2Fcontent%2Fsecure%2Findex.html,,
