input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,csp_domains_,tls_expired,final_url,tls_mismatched,tls_wildcard_certificate,tls_emails_,tls_self_signed
preprod2.webhook.hvmi.marriott.com,,403,42,preprod2.webhook.hvmi.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-02T20:14:39Z,2023-11-30T20:14:39Z,"CN=www.mi-perftest1.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",www.mi-perftest1.com,auth-perf1.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",738b5444e59690bea4c10e9ee78528b5,8bd6f487f5eb0aa3186ee21344fffcd71f12029d17a39642cb5b07f3a3ccf226,ctls,preprod2.webhook.hvmi.marriott.com,,443,https://preprod2.webhook.hvmi.marriott.com:443,https,,application/json,GET,23.36.236.241,/,768769774,23.36.236.241,,1,False,,Marriott International Inc.,,,,,,,
promos.marriott.com,,404,14,promos.marriott.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=promos.marriott.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",promos.marriott.com,promos.marriott.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",157ac83342f10de9dcffd15a1629be42,9f44ce68d316f3e86011d0d10d88a4e85ca48006e08a6fdeff806cf56a3208f7,ctls,promos.marriott.com,cloudflare,443,https://promos.marriott.com:443,https,cloudflare,text/html,GET,104.18.162.83,/,-133660447,2606:4700::6812:a153,PHP,1,False,True,"Cloudflare, Inc.",,,,,,,
promotions.marriott.co.uk,Hotel & Resorts | Book your Hotel directly with Marriott Bonvoy,200,313741,www.marriott.co.uk,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T15:51:56Z,2023-11-10T15:51:55Z,"CN=www.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",www.marriott.com,www.travelagents.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",fd366a77b3660f5f6b811c10c3af0d0f,009c340640383743bf6b3472aa4670e123f1412491729b65467ad2fe88e8dd9d,ctls,www.marriott.co.uk,,443,https://promotions.marriott.co.uk:443,https,nginx,text/html,GET,34.207.237.73,/,-1019274063,34.207.237.73,React,6518,False,,Marriott International Inc.,,,https://www.marriott.co.uk/default.mi,,,,
protea.marriott.com,Hotel Accommodation in South Africa| Protea Hotels by Marriott,200,1298412,protea.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-08T20:45:22Z,2023-06-06T20:45:21Z,CN=protea.marriott.com,protea.marriott.com,protea.marriott.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,afeaeef123eea3a57130c57c39bd1c4e,8c12f0c2b68f61b0b19572c3da87db3d2129917594bf644a4ab868339ce5cbba,ctls,protea.marriott.com,google,443,https://protea.marriott.com:443,https,nginx,text/html,GET,35.227.51.119,/,-1840324437,35.227.51.119,WordPress,1671,False,True,,,,,,,,
psbar.xwip.marriott.com,Marriott Extranet - Error,403,22899,psbar.xwip.marriott.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-11T17:21:44Z,2024-01-11T17:21:42Z,"CN=extranetcloud.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",extranetcloud.marriott.com,extranetcloudprod13.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",1fd8b39fca88ffe92f0da171a3b6f092,89e310e6e452cc005aa321ebab25a4dd76d01a3d2201e6c5ca9c99f96911c5f1,ctls,psbar.xwip.marriott.com,,443,https://psbar.xwip.marriott.com:443,https,,text/html,GET,184.73.74.215,/,-1767202519,54.85.174.4,Amazon Web Services,185,False,,Marriott International Inc.,,,,True,,,
psepb.marriott.com,Marriott Extranet Login,200,27895,extranetcloud.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-10T22:54:42Z,2024-03-22T22:54:42Z,"CN=cn-san.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",cn-san.marriott.com,salesnetcloud.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",7033751cf00caece9609660e0bbb2bfe,3a0e221eefa6b31438866d8fe79ff1af527af005285370fb1a66e6d73fe9aced,ctls,extranetcloud.marriott.com,,80,http://psepb.marriott.com:80,http,,text/html,GET,104.126.37.176,/,-1840324437,104.126.37.185,HSTS,432,False,,Marriott International Inc.,,,https://extranetcloud.marriott.com/userauth/as/authorization.oauth2?response_type=code&code_challenge=hKWcgoAYiuw0SeP4RQfKTicK6NwpXvBTh8hcVfnkAy0&code_challenge_method=S256&client_id=PA_EXT_WAM&redirect_uri=https%3A%2F%2Fpsepb.marriott.com%2Fpa%2Foidc%2Fcb&state=eyJ6aXAiOiJERUYiLCJhbGciOiJkaXIiLCJlbmMiOiJBMTI4Q0JDLUhTMjU2Iiwia2lkIjoiSkNWNllWaUVseTNxOEx6WjdEazA2bEZxblNZIiwic3VmZml4IjoiSkJObGwwLjE2ODM5MTIxNTAifQ..wN9oWMNMjPy9hXdivgVKfg.MLquIhZFBaFG1dkZQ1PyZnqcBlyXaZK_1WcPjJfvca2XC_Pix3IvV34-n08CwbfbJETy6IrQQ-I1CvX_aOyNR6Qlvi3xL0ed6DJTo1p5JgQZv70g4PFm4peDbb14xmNX0T6z5fBUNev6CPjm2YRivG1_bgy_Tgi0nWBWxbk7gyq7N45iSe_UY7XXEjuHD0wDVC083T1x79s23_AMTjOoDA.l0vCnT52d-Ro8rj9IfoqtA&nonce=HdM8jiU5_8t4wWy6QDkS85PI8c0iIV6qj5H47x-PWKg&acr_values=RED%20X509&scope=openid%20address%20email%20phone%20profile&vnd_pi_requested_resource=https%3A%2F%2Fpsepb.marriott.com%2F&vnd_pi_application_name=PeopleSoft+EPM%28epf2%29+-+Virtual+Host,,,,
psepm.marriott.com,Marriott Extranet Login,200,27895,extranetcloud.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-10T22:54:42Z,2024-03-22T22:54:42Z,"CN=cn-san.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",cn-san.marriott.com,salesnetcloud.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",7033751cf00caece9609660e0bbb2bfe,3a0e221eefa6b31438866d8fe79ff1af527af005285370fb1a66e6d73fe9aced,ctls,extranetcloud.marriott.com,,80,http://psepm.marriott.com:80,http,,text/html,GET,104.126.37.176,/,-1840324437,104.126.37.185,HSTS,432,False,,Marriott International Inc.,,,https://extranetcloud.marriott.com/userauth/as/authorization.oauth2?response_type=code&code_challenge=kR3W78o24f5TxQpOJhlRscrMjrm1X_O6QNcGzhJeRT8&code_challenge_method=S256&client_id=PA_EXT_WAM&redirect_uri=https%3A%2F%2Fpsepm.marriott.com%2Fpa%2Foidc%2Fcb&state=eyJ6aXAiOiJERUYiLCJhbGciOiJkaXIiLCJlbmMiOiJBMTI4Q0JDLUhTMjU2Iiwia2lkIjoiSkNWNllWaUVseTNxOEx6WjdEazA2bEZxblNZIiwic3VmZml4IjoiYlhGZHZyLjE2ODM5MTIxNTAifQ..Od94-fe8lZyfFNsqF4cbkA.nzLgsY4UCFIEXCSjeVczGIkKdmna-5LQDfdD6rQFMwPvhba6saR5Rn8Bl_fd4DB-FUXP2EMiOBF0gJqSYxKvzS9BnzLpZ4znyC5W_VEV_tiVTwYO7GIKRdP2qig-ouxfpwjcXDJL_MVziAU3isytytJlupC3ve0NaI6B77bpOFLTa4A2X7Qz6jkKQXnKtitIyNSa_eLmbK2lZRG_UAB1MQ.tXAtFSKLngHXCSISfIHzTw&nonce=w7WkgNc9pPt5LXnRyKat42UIIKDoRNrGPAXREYtlRoU&acr_values=RED%20X509&scope=openid%20address%20email%20phone%20profile&vnd_pi_requested_resource=https%3A%2F%2Fpsepm.marriott.com%2F&vnd_pi_application_name=peoplesoft++EPM+-+Virtual+Host,,,,
psfin.marriott.com,Marriott Extranet Login,200,27895,extranetcloud.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-10T22:54:42Z,2024-03-22T22:54:42Z,"CN=cn-san.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",cn-san.marriott.com,salesnetcloud.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",7033751cf00caece9609660e0bbb2bfe,3a0e221eefa6b31438866d8fe79ff1af527af005285370fb1a66e6d73fe9aced,ctls,extranetcloud.marriott.com,,443,https://psfin.marriott.com:443,https,,text/html,GET,104.126.37.176,/,-1840324437,104.126.37.185,HSTS,432,False,,Marriott International Inc.,,,https://extranetcloud.marriott.com/userauth/as/authorization.oauth2?response_type=code&code_challenge=2bq_AXSNcfRGmtnHH3P70fCfOkf28z6pMoiUdc5KOTc&code_challenge_method=S256&client_id=PA_EXT_WAM&redirect_uri=https%3A%2F%2Fpsfin.marriott.com%2Fpa%2Foidc%2Fcb&state=eyJ6aXAiOiJERUYiLCJhbGciOiJkaXIiLCJlbmMiOiJBMTI4Q0JDLUhTMjU2Iiwia2lkIjoiSkNWNllWaUVseTNxOEx6WjdEazA2bEZxblNZIiwic3VmZml4IjoibDFmanRnLjE2ODM5MTIxNDkifQ..fO5A0FYtA3ycLpy70Xi2Tg.hR_2srZxknH618aQXnQo21jORIe8kvFzsxkeY10YzrtQ-MKGRzWtI8gFLfYV7Jayx2gkW62b5O7OkLhv_ba7OFKuIVLWURW8Jrh_aCoA0OendDDSnOoZHRJhh3Iq3JW-bqLbycDCkqNVWWWWUFWkfuFzIPe2SwnW7RNw2R4odVOIVZ9QjnU5hQaXplzyT51lwxZiD2e4b_RHD67GHLUZCVlFQh1Wfl_jyHW57KZDJms.14--rnOwDjf93BFuVOcLdw&nonce=LXzpuGHDOImLIotbn96nML1kz6HwPllUx_X7ZPZhbxM&acr_values=RED%20X509&scope=openid%20address%20email%20phone%20profile&vnd_pi_requested_resource=https%3A%2F%2Fpsfin.marriott.com%2F&vnd_pi_application_name=PeopleSoft+Enterprise+AP+%28+and+AM%29+-+Virtual+Host,,,,
psmgl.marriott.com,Marriott Extranet Login,200,27895,extranetcloud.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-10T22:54:42Z,2024-03-22T22:54:42Z,"CN=cn-san.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",cn-san.marriott.com,salesnetcloud.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",7033751cf00caece9609660e0bbb2bfe,3a0e221eefa6b31438866d8fe79ff1af527af005285370fb1a66e6d73fe9aced,ctls,extranetcloud.marriott.com,,80,http://psmgl.marriott.com:80,http,,text/html,GET,104.126.37.176,/,-1840324437,104.126.37.185,HSTS,432,False,,Marriott International Inc.,,,https://extranetcloud.marriott.com/userauth/as/authorization.oauth2?response_type=code&code_challenge=BTQLl5wjyT6sRopyeghiFUaIbK2GPsYaIWMqDyqH_8U&code_challenge_method=S256&client_id=PA_EXT_WAM&redirect_uri=https%3A%2F%2Fpsmgl.marriott.com%2Fpa%2Foidc%2Fcb&state=eyJ6aXAiOiJERUYiLCJhbGciOiJkaXIiLCJlbmMiOiJBMTI4Q0JDLUhTMjU2Iiwia2lkIjoiSkNWNllWaUVseTNxOEx6WjdEazA2bEZxblNZIiwic3VmZml4IjoiY1FtcWVHLjE2ODM5MTIxNTAifQ.._Dig9XJzW_tU_tQEIPTLwA.9weWUMGcNiK_9o60uvb_00gt050pHdlT-uejgKqg7nkqDqlXNjG2rd4-7Wva0NR0h05ghZer3mz3KrEiF3js1XT2zBw1WG7rVBPNUol9hJ1-w8OnqdpkTS-jEBTZvx_sAEIzfJq2_YJ18y5vyxg9Oaj4XKYDFDCR3l5oBMttBKra7Q48Kebn_5QOSxYHIApXK6cFT0pO1VjtfvmKcGF9kA.92pqwfmHnnPyatXn5PHIfQ&nonce=O8NSruyEcwsUjUvRz3RxIMri5LBMURohVQtanheSmcY&acr_values=RED%20X509&scope=openid%20address%20email%20phone%20profile&vnd_pi_requested_resource=https%3A%2F%2Fpsmgl.marriott.com%2F&vnd_pi_application_name=PEOPLESOFT+MGL+-+Virtual+Host,,,,
psmosaic.marriott.com,Marriott Extranet Login,200,27896,extranetcloud.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-10T22:54:42Z,2024-03-22T22:54:42Z,"CN=cn-san.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",cn-san.marriott.com,salesnetcloud.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",7033751cf00caece9609660e0bbb2bfe,3a0e221eefa6b31438866d8fe79ff1af527af005285370fb1a66e6d73fe9aced,ctls,extranetcloud.marriott.com,,80,http://psmosaic.marriott.com:80,http,,text/html,GET,104.126.37.176,/,-1840324437,104.126.37.185,HSTS,432,False,,Marriott International Inc.,,,https://extranetcloud.marriott.com/userauth/as/authorization.oauth2?response_type=code&code_challenge=Xigu7bGqxLHTHJs6Y_nbW7uP9xt26uzASWJjxpqNC78&code_challenge_method=S256&client_id=PA_EXT_WAM&redirect_uri=https%3A%2F%2Fpsmosaic.marriott.com%2Fpa%2Foidc%2Fcb&state=eyJ6aXAiOiJERUYiLCJhbGciOiJkaXIiLCJlbmMiOiJBMTI4Q0JDLUhTMjU2Iiwia2lkIjoiSkNWNllWaUVseTNxOEx6WjdEazA2bEZxblNZIiwic3VmZml4IjoiYlVxejJqLjE2ODM5MTIxNTAifQ..5SbD7BCBYeRaQuz7C_SpRQ.3NYG-1iN1em8JdsVxy8A6vhj_z9VEKSw7s-HzcoVxR4fSzfSa2IiIZh4-b3LOJaFlE46cxRJE_qzsO-ymPzled5s3D_8rEXZSJoRLOZzVE1x-9A_wlERsjacueQ10sqomB3Xn0HVmSMmDrzol1zhlRF1YZX0M_7Bt-SpSW43WKLpvQh_aH-yr33uqr9-gZaMrFwD22BRzBJG5MuSjR5HKw.9gmg-ccnu8z_-LVByaysBg&nonce=6tw_RCvPxw7HLrNj4_HaDQuoPLTJhKvcNEnWeUYKE2w&acr_values=RED%20X509&scope=openid%20address%20email%20phone%20profile&vnd_pi_requested_resource=https%3A%2F%2Fpsmosaic.marriott.com%2F&vnd_pi_application_name=PEOPLESOFT+Mosaic-+Virtual+Host,,,,
psp.marriott.com,,200,195,psp.marriott.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-31T15:20:51Z,2023-05-31T15:20:51Z,"CN=psp.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",psp.marriott.com,psp.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",2eb122bf01df993b93aa6bafa88ba3d5,6725990102c5c297fa7d31f693799dafb7a40041dcebbd64b66f0a7ada4c9ac6,ctls,psp.marriott.com,,443,https://psp.marriott.com:443,https,Server,text/html,GET,108.166.32.194,/,-297069493,108.166.32.194,Java,9,False,,Marriott International Inc.,URL=https://extranet.marriott.com/2FAmarrsso/idp/startSSO.ping?PartnerSpId=Marriott-SAML2-SP-EverestRCD-PROD,,,,,,
pspperfb.marriott.com,,200,37,pspperfb.marriott.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-02-11T02:51:20Z,2024-02-11T03:21:20Z,"CN=pspperfb.marriott.com, OU=everestrcd, OU=MIPKI_Certificates, OU=applications, DC=marriott, DC=com, DC=marriott, DC=com",pspperfb.marriott.com,pspperfb.marriott.com,"CN=MarriottTestSubCA1, OU=Entrust, OU=Applications, DC=Marriott, DC=com, DC=Marriott, DC=com",MarriottTestSubCA1,,40ac19a313799cda1af464ea85a084c9,56e976a0e87d469abfe1c1fef40cc9c09d8ac40b3ccf45b66a9a5b5c0b5567a8,ctls,pspperfb.marriott.com,,443,https://pspperfb.marriott.com:443,https,Server,text/html,GET,207.97.192.131,/,-297069493,207.97.192.131,Java,9,False,,,,,,,,Jesus.Lopez@marriott.com,
pspperfc-ws.marriott.com,,200,37,pspperfc-ws.marriott.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2021-09-21T02:59:07Z,2023-09-21T03:29:07Z,"CN=pspperfc-ws.marriott.com, OU=everestrcd, OU=MIPKI_Certificates, OU=applications, DC=marriott, DC=com, DC=marriott, DC=com",pspperfc-ws.marriott.com,,"CN=MarriottTestSubCA1, OU=Entrust, OU=Applications, DC=Marriott, DC=com, DC=Marriott, DC=com",MarriottTestSubCA1,,dcf74ee78edf7040d5fb5cfcc2a7d56a,e68e6ed69747770b2a0881f9b9959472fb475149b6f8bb239c35365eca697e92,ctls,pspperfc-ws.marriott.com,,443,https://pspperfc-ws.marriott.com:443,https,Apache/2.4.56 (Unix) OpenSSL/1.1.1t,text/html,GET,207.97.192.136,/,-297069493,207.97.192.136,UNIX,9,False,,,,,,,,Jesus.Lopez@marriott.com,
pspperfc.marriott.com,,200,37,pspperfc.marriott.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2021-09-21T02:55:37Z,2023-09-21T03:25:37Z,"CN=pspperfc.marriott.com, OU=everestrcd, OU=MIPKI_Certificates, OU=applications, DC=marriott, DC=com, DC=marriott, DC=com",pspperfc.marriott.com,,"CN=MarriottTestSubCA1, OU=Entrust, OU=Applications, DC=Marriott, DC=com, DC=Marriott, DC=com",MarriottTestSubCA1,,f0021d9eea83d3d13d1c057ea08acc26,8e0662734d21ec51ae2a5b00594ec8e8e90b89af5b8973ebfb26a011270160f9,ctls,pspperfc.marriott.com,,443,https://pspperfc.marriott.com:443,https,Apache/2.4.56 (Unix) OpenSSL/1.1.1t,text/html,GET,207.97.192.140,/,-297069493,207.97.192.140,UNIX,9,False,,,,,,,,Jesus.Lopez@marriott.com,
pspqa1-ws.marriott.com,,200,45,,,,,,,,,,,,,,,,,,,80,http://pspqa1-ws.marriott.com:80,http,Apache/2.4.56 (Unix) OpenSSL/1.1.1t,text/html,GET,204.232.245.213,/,-780928015,204.232.245.213,UNIX,2,False,,,,,,,,,
pspqa2.marriott.com,,200,190,pspqa2.marriott.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-17T20:21:43Z,2024-03-17T20:21:43Z,"CN=pspqa1.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",pspqa1.marriott.com,pspqa1.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",7bf3f2db14c818ecf2dd1589b11dd23f,b462240485241ce988191ea7ce1c484128e9473140a0c4f625caae4a13a15357,ctls,pspqa2.marriott.com,,443,https://pspqa2.marriott.com:443,https,Server,text/html,GET,204.232.245.197,/,-297069493,204.232.245.197,Java,10,False,,Marriott International Inc.,URL=https://extranetdev.marriott.com/marrsso/idp/startSSO.ping?PartnerSpId=Marriott-SAML2-SP-AC-RCD-QA,,,True,,,
pspqa4.marriott.com,,200,105,,,,,,,,,,,,,,,,,,,80,http://pspqa4.marriott.com:80,http,Apache/2.4.56 (Unix) OpenSSL/1.1.1t,text/html,GET,207.97.192.139,/,-780928015,207.97.192.139,UNIX,1,False,,,,,,,,,
qa.marriott.com,Marriott Extranet Login,200,27899,extranetcloud.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-10T22:54:42Z,2024-03-22T22:54:42Z,"CN=cn-san.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",cn-san.marriott.com,salesnetcloud.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",7033751cf00caece9609660e0bbb2bfe,3a0e221eefa6b31438866d8fe79ff1af527af005285370fb1a66e6d73fe9aced,ctls,extranetcloud.marriott.com,,443,https://qa.marriott.com:443,https,,text/html,GET,167.219.5.22,/,1021576243,167.219.5.22,HSTS,432,False,,Marriott International Inc.,,,https://extranetcloud.marriott.com/2FAmarrsso/idp/startSSO.ping?PartnerSpId=https://trueview.deloitte.com,,,,
qa.ritzcarlton.com,Access Forbidden,401,18581,qa.ritzcarlton.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-22T00:00:00Z,2023-08-22T23:59:59Z,"CN=stage.ritzcarlton.com, O=The Ritz-Carlton Hotel Company\,L.L.C., L=Chevy Chase, ST=Maryland, C=US",stage.ritzcarlton.com,uat.ritzcarlton.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,aa44ff99f14f1356d7659928cd9eaf60,a3139baaa95cccce9c3d6867af948dd2b76151a009523acbdb18958fa23b64c8,ctls,qa.ritzcarlton.com,,443,https://qa.ritzcarlton.com:443,https,Apache,text/html,GET,23.37.57.193,/,-1510540111,23.37.57.193,ZURB Foundation,701,False,,"The Ritz-Carlton Hotel Company,L.L.C.",,,,,,,
qa1-channel-portal.hvmi.marriott.com,Homes & Villas | Marriott Bonvoy,200,6201,qa1-channel-portal.hvmi.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-02T20:14:39Z,2023-11-30T20:14:39Z,"CN=www.mi-perftest1.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",www.mi-perftest1.com,auth-perf1.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",738b5444e59690bea4c10e9ee78528b5,8bd6f487f5eb0aa3186ee21344fffcd71f12029d17a39642cb5b07f3a3ccf226,ctls,qa1-channel-portal.hvmi.marriott.com,,80,http://qa1-channel-portal.hvmi.marriott.com:80,http,,text/html,GET,23.36.236.241,/,-1061113312,23.36.236.241,HSTS,72,False,,Marriott International Inc.,,,https://qa1-channel-portal.hvmi.marriott.com/en/listings,,,,
qa1.hvmi.marriott.com,Homes & Villas | Marriott Bonvoy,503,2791,qa1.hvmi.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-04T19:19:21Z,2023-11-04T19:19:21Z,"CN=uat.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",uat.marriott.com,auth-uat2.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",0051572dc553b8d0d5d7f537f1719283,55d474e1bb58e62b4a9ae76acf6d0665385bdd92a6d92cdeb75432dce5236551,ctls,qa1.hvmi.marriott.com,,443,https://qa1.hvmi.marriott.com:443,https,AmazonS3,text/html,GET,104.70.84.122,/,1445260115,104.70.84.122,HSTS,70,False,,Marriott International Inc.,,,,,,,
qa2-channel-portal.hvmi.marriott.com,Service Unavailable,503,268,qa2-channel-portal.hvmi.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-27T17:35:37Z,2023-12-27T17:35:37Z,"CN=www.swi-bpv.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",www.swi-bpv.marriott.com,qa2-channel-portal.hvmi.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",0255249a9dd425563b8ed6a740f782f1,59219a0198e434e345b617295d02ac7adfb34ab41ebdf00f7e990f9645f2c2c8,ctls,qa2-channel-portal.hvmi.marriott.com,,80,http://qa2-channel-portal.hvmi.marriott.com:80,http,,text/html,GET,104.70.80.13,/,110382329,104.70.80.13,HSTS,9,False,,Marriott International Inc.,,,https://qa2-channel-portal.hvmi.marriott.com/en/listings,,,,
qa2.webhook.hvmi.marriott.com,,403,42,qa2.webhook.hvmi.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-02T20:14:39Z,2023-11-30T20:14:39Z,"CN=www.mi-perftest1.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",www.mi-perftest1.com,auth-perf1.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",738b5444e59690bea4c10e9ee78528b5,8bd6f487f5eb0aa3186ee21344fffcd71f12029d17a39642cb5b07f3a3ccf226,ctls,qa2.webhook.hvmi.marriott.com,,443,https://qa2.webhook.hvmi.marriott.com:443,https,,application/json,GET,23.36.236.241,/,768769774,23.36.236.241,,1,False,,Marriott International Inc.,,,,,,,
qrcode.marriott.com,,200,148,qrcode.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T15:51:56Z,2023-11-10T15:51:55Z,"CN=www.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",www.marriott.com,www.travelagents.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",fd366a77b3660f5f6b811c10c3af0d0f,009c340640383743bf6b3472aa4670e123f1412491729b65467ad2fe88e8dd9d,ctls,qrcode.marriott.com,,443,https://qrcode.marriott.com:443,https,,text/html,GET,23.192.152.75,/,-1585678919,2a02:26f0:1700:387::b49,HSTS,8,False,,Marriott International Inc.,,,,,,,
