new,host,a,soa,status_code,ns,cname,txt,aaaa,cdn,cdn-name,mx,has_internal_ips,internal_ips,caa
[x],assetseucontrollerclients-stats-corp.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],assetsprivate-mach131-87-236-28.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],atds.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],atl-prd-ngw-01a-eth3.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],atl-prd-soc-oob.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],atlcout5.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],atlh9nddora-c02-ilo.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],atr8.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],audio-fa-h3svcb-ofl.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],audio-sp-bma.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],aus-fs2.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ausuldpnovoap12.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],auth-accessrelay-config-redirect.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],auth-alpha-cms.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],auth-europe-us.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],auth-exampleminerva.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],auth-new-elasticbeanstalk.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1436.awsdns-51.org, ns-1614.awsdns-09.co.uk, ns-504.awsdns-63.com, ns-737.awsdns-28.net",,,,,,,,,
[x],auth-userdemo-beta.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1436.awsdns-51.org, ns-1614.awsdns-09.co.uk, ns-504.awsdns-63.com, ns-737.awsdns-28.net",,,,,,,,,
[x],auth68.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],authbridge.olacabs.com,"13.233.43.153, 15.206.217.207","ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,prod-kong-oss-internal-811489588.ap-south-1.elb.amazonaws.com,,,,,,,,
[x],author-abbvie-aem65-stage.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],author-jhins-qa.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],author-ups-stage-62.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],authprod-burn.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],authz.olacabs.com,"3.6.215.142, 65.2.52.12","ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,kong-oss-pub-629000357.ap-south-1.elb.amazonaws.com,,,,,,,,
[x],authz.olamoney.com,"65.2.52.12, 3.6.215.142","ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,kong-oss-pub-629000357.ap-south-1.elb.amazonaws.com,,,,,,,,
[x],autopro2.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],avec.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],avira-free-antivirus.vi.olacabs.com,52.77.108.192,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],aws-client-vpn.corp.olacabs.com,18.139.245.182,"ns-1030.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ayat-emas.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],az.corp.olacabs.com,137.116.149.37,"ns-1030.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,azure,,,,
[x],azstg.olacabs.com,52.77.83.98,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],b149.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],b2bpbzml-rno.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],b2brcx-801-31-025-026-idc.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],b40.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],backupsconfigstorebackups-www-test.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],barschief.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],base2.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bbplism.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bcg293.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bcvhaproxy-ch2-01q.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bd77exd.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bd77fe3.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bd77fed.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bd77fnf.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],beautyday.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],belchatow.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bender.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],benderjwl.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],benning-150-226-46-93.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bestantivirussoftware.olacabs.com,52.77.108.192,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],beta-database.olaelectric.in,,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],beta.olacabs.com,52.77.108.192,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],beta2018intra.olaelectric.in,,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],betabackupcrm-dns.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],betaconfigmedia.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],beyondvirus.olacabs.com,13.250.167.31,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bid460o.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bid464f.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bid46cn.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1436.awsdns-51.org, ns-1614.awsdns-09.co.uk, ns-504.awsdns-63.com, ns-737.awsdns-28.net",,,,,,,,,
[x],bid46ii.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1436.awsdns-51.org, ns-1614.awsdns-09.co.uk, ns-504.awsdns-63.com, ns-737.awsdns-28.net",,,,,,,,,
[x],bid472x.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bid47kl.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bid47qd.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bid47rm.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bid47s6.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bike.olacabs.com,52.220.130.50,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],billingstgapp01-vm.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bkp.app.olacabs.com,10.14.200.125,"ns-988.awsdns-59.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,True,10.14.200.125,
[x],blackswan-mitigator.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],blddcyz162222.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],blddcyz162252.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],blddcyz163252.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],block.olacabs.com,52.77.108.192,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],blocks.olacabs.com,52.220.130.50,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],blog-partners.olacabs.com,52.77.83.98,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],blog.corporate.olacabs.com,35.247.88.243,"jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,olacorporate.wpengine.com,,,True,google,,,,
[x],blog.ola.institute,35.247.88.243,"jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,olainstitutebl.wpengine.com,,,True,google,,,,
[x],blog.olacabs.com,"141.193.213.11, 141.193.213.10","darwin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,wp.wpenginepowered.com,,,,,,,,
[x],blog.olamoney.com,35.247.88.243,"jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,olamoneyblog.wpengine.com,,,True,google,,,,
[x],blogs.olacabs.com,52.77.83.98,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],blue-gbt-ablue-gbt-hktralia.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],blueice4n6.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],booked.olacabs.com,52.77.41.139,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],booking.olacabs.com,"52.74.245.212, 54.169.103.83","ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1486.awsdns-57.org, ns-1814.awsdns-34.co.uk, ns-236.awsdns-29.com, ns-541.awsdns-03.net",,,,,,,,,
[x],books.olacabs.com,52.220.130.50,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],botsepa.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bpan9.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bpdx.olacabs.com,18.139.245.182,"ns-1030.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,bpd-ui-6090a.corp.olacabs.com,,,,,,,,
[x],bpf52sqf0f32fnvm9qug-s0u8g7cptj9xgsj0nf3c.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bragg-147-166-14-51.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bragg-55-120-126-56.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],braintree-webhooks.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],branch.olamoney.com,"54.183.120.48, 52.52.6.53, 54.153.86.152, 13.56.72.192, 13.56.2.175, 13.56.24.14, 52.52.216.11, 54.177.162.174","ns-1925.awsdns-48.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,custom.bnc.lt,,,,,,,,"digicert.com, entrust.net, letsencrypt.org"
[x],breadfool.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],brooklynworks.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bucket-demoadmingcpmy.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bucket-lassu.olaelectric.in,,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bucket413105g5.olacabs.com,52.77.83.98,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bucketma4-b2bp-bz-lweb03.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],buildpiper-api.corp.olacabs.com,"3.7.187.17, 15.206.37.33","ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,bp-alb-139265076.ap-south-1.elb.amazonaws.com,,,,,,,,
[x],buildpiper-repository.corp.olacabs.com,"15.206.37.33, 3.7.187.17","ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,bp-alb-139265076.ap-south-1.elb.amazonaws.com,,,,,,,,
[x],buildpiper.corp.olacabs.com,"3.7.187.17, 15.206.37.33","ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,bp-alb-139265076.ap-south-1.elb.amazonaws.com,,,,,,,,
[x],bunchofgifhunts.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],business.beta.olacabs.com,52.77.108.192,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],business.olacabs.com,52.77.108.192,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bxfintech16pic.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bzkey.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cabinfo03.prod.sg1.olacabs.com,13.250.167.31,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cache3446270g20.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cache547412g12.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1436.awsdns-51.org, ns-1614.awsdns-09.co.uk, ns-504.awsdns-63.com, ns-737.awsdns-28.net",,,,,,,,,
[x],cacheconfig-statuspartner.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cachedvjdqlu702vti.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cacti.eng.olacabs.com,52.77.108.192,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cafe12ui-dt-2q.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],calanderpic.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],calendar.olacabs.com,142.250.186.115,"ns1.google.com, dns-admin.google.com",NOERROR,,ghs.google.com,,2a00:1450:4001:829::2013,,,,,,
[x],capmed-47-125-38.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],capmed-47-86-29.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],capp-images.olacabs.com,"108.156.46.100, 108.156.46.6, 108.156.46.7, 108.156.46.54","ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
[x],cappings.olacabs.com,,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],care-ameyo.olacabs.com,"121.243.89.126, 122.15.227.222","ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],care-outcall.corp.olacabs.com,192.168.5.249,"ns-1030.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,True,192.168.5.249,
[x],care-outcall.olacabs.com,13.250.167.31,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1486.awsdns-57.org, ns-1814.awsdns-34.co.uk, ns-236.awsdns-29.com, ns-541.awsdns-03.net",,,,,,,,,
[x],care.olacabs.com,"13.32.121.93, 13.32.121.16, 13.32.121.71, 13.32.121.103","ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
[x],careerexpress.olacabs.com,52.77.83.98,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],carrier-unlock-uat.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],castel-goffredo.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cbusdevsmtp04.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cc1.olacabs.com,,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cchsa.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cdn-wan.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cdn.olacabs.com,52.77.108.192,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],central.olacabs.com,20.53.106.199,"ns4.sap-ag.de, dns.sap-ag.de",NOERROR,,custom-jam10.sapjam.com,,,True,azure,,,,
[x],chef-adminjenkins-relaysql.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],chef-bucketpanel.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],chef-dev-elkjop.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1436.awsdns-51.org, ns-1614.awsdns-09.co.uk, ns-504.awsdns-63.com, ns-737.awsdns-28.net",,,,,,,,,
[x],chefdev-v4auth.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cidm.corp.olacabs.com,13.232.132.69,"ns-1030.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cidm.olacabs.com,"18.173.233.61, 18.173.233.50, 18.173.233.102, 18.173.233.36","ns-620.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1750.awsdns-26.co.uk, ns-352.awsdns-44.com, ns-620.awsdns-13.net, ns-1333.awsdns-38.org",dxi2czmr5ujc9.cloudfront.net,,"2600:9000:2440:9200:4:d9d3:9a40:93a1, 2600:9000:2440:ae00:4:d9d3:9a40:93a1, 2600:9000:2440:ec00:4:d9d3:9a40:93a1, 2600:9000:2440:f600:4:d9d3:9a40:93a1, 2600:9000:2440:c200:4:d9d3:9a40:93a1, 2600:9000:2440:2c00:4:d9d3:9a40:93a1, 2600:9000:2440:7400:4:d9d3:9a40:93a1, 2600:9000:2440:f200:4:d9d3:9a40:93a1",True,cloudfront,,,,
[x],cifs.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ciprod7.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],clamp-s4a.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],clarisftp.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],clients-mapi.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cloudflare.olacabs.com,13.250.167.31,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cloudtest-vm148.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cmp-ed2go-prod-ext-com.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cms-web.olacabs.com,"13.225.34.53, 13.225.34.35, 13.225.34.29, 13.225.34.3","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-775.awsdns-32.net, ns-1053.awsdns-03.org, ns-1972.awsdns-54.co.uk, ns-221.awsdns-27.com",d21w8j6pr75zni.cloudfront.net,,"2600:9000:219c:2a00:5:601:af80:93a1, 2600:9000:219c:e800:5:601:af80:93a1, 2600:9000:219c:b400:5:601:af80:93a1, 2600:9000:219c:c000:5:601:af80:93a1, 2600:9000:219c:ac00:5:601:af80:93a1, 2600:9000:219c:4800:5:601:af80:93a1, 2600:9000:219c:7400:5:601:af80:93a1, 2600:9000:219c:9800:5:601:af80:93a1",True,cloudfront,,,,
[x],cmslogsmaildb2.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cmsusers-vps1-crm.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cofs-fly-cache-metr.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],colegiolosada.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],comec.olaelectric.in,,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],committesque.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],compuneri-u.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],computer-virus-verwijderen.olacabs.com,52.77.108.192,"ns-541.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],computing.app.olacabs.com,10.14.200.68,"ns-988.awsdns-59.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,True,10.14.200.68,
[x],config-489418g18.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],config-na-ab46.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],config-netsvnpostgresgit.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],configbeta-host63wc39887561kxglpj3c-heytsmrygy3dmnc.olaelectric.in,20.212.146.181,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
