input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,cdn,webserver,csp_domains_,tls_mismatched,tls_wildcard_certificate,tls_expired
bt--euportal-vipu.twp.rabobank.com,NetScaler AAA,200,42775,AS8211,RABOBANK Rabobank ICT,NL,145.72.120.0/22,bt--euportal-vipu.twp.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-10T00:00:00Z,2023-10-10T23:59:59Z,"CN=euportal.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",euportal.rabobank.com,Cooperatieve Rabobank U.A.,bx-euportal-vip.twp.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6e2592049b0a80d6e590b31d3d515bfa,081d6c6c9d2211904d63ecab35629a3fd9c2176ee0ef61dd7cc475c164bc29e0,ctls,bt--euportal-vipu.twp.rabobank.com,,443,https://bt--euportal-vipu.twp.rabobank.com:443,https,text/html,GET,145.72.122.20,/,12023395,https://bt--euportal-vipu.twp.rabobank.com/logon/LogonPoint/tmindex.html,145.72.122.20,HSTS,721,False,,Apache,,True,,
bx--eudevportal-vip.twp.rabobank.com,Citrix Gateway,200,42802,AS8211,RABOBANK Rabobank ICT,NL,145.72.120.0/22,bx--eudevportal-vip.twp.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-10T00:00:00Z,2023-10-10T23:59:59Z,"CN=euportal.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",euportal.rabobank.com,Cooperatieve Rabobank U.A.,bx-euportal-vip.twp.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6e2592049b0a80d6e590b31d3d515bfa,081d6c6c9d2211904d63ecab35629a3fd9c2176ee0ef61dd7cc475c164bc29e0,ctls,bx--eudevportal-vip.twp.rabobank.com,,443,https://bx--eudevportal-vip.twp.rabobank.com:443,https,text/html,GET,145.72.123.19,/,12023395,https://bx--eudevportal-vip.twp.rabobank.com/logon/LogonPoint/index.html,145.72.123.19,HSTS,718,False,,Apache,,True,,
bx--euuatportal-vip.twp.rabobank.com,NetScaler AAA,200,42775,AS8211,RABOBANK Rabobank ICT,NL,145.72.120.0/22,bx--euuatportal-vip.twp.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-10T00:00:00Z,2023-10-10T23:59:59Z,"CN=euportal.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",euportal.rabobank.com,Cooperatieve Rabobank U.A.,bx-euportal-vip.twp.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6e2592049b0a80d6e590b31d3d515bfa,081d6c6c9d2211904d63ecab35629a3fd9c2176ee0ef61dd7cc475c164bc29e0,ctls,bx--euuatportal-vip.twp.rabobank.com,,443,https://bx--euuatportal-vip.twp.rabobank.com:443,https,text/html,GET,145.72.123.20,/,12023395,https://bx--euuatportal-vip.twp.rabobank.com/logon/LogonPoint/tmindex.html,145.72.123.20,HSTS,721,False,,Apache,,True,,
bx-eudevportal-vip.twp.rabobank.com,Citrix Gateway,200,42802,AS8211,RABOBANK Rabobank ICT,NL,145.72.120.0/22,bx-eudevportal-vip.twp.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-10T00:00:00Z,2023-10-10T23:59:59Z,"CN=euportal.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",euportal.rabobank.com,Cooperatieve Rabobank U.A.,bx-euportal-vip.twp.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6e2592049b0a80d6e590b31d3d515bfa,081d6c6c9d2211904d63ecab35629a3fd9c2176ee0ef61dd7cc475c164bc29e0,ctls,bx-eudevportal-vip.twp.rabobank.com,,443,https://bx-eudevportal-vip.twp.rabobank.com:443,https,text/html,GET,145.72.123.19,/,12023395,https://bx-eudevportal-vip.twp.rabobank.com/logon/LogonPoint/index.html,145.72.123.19,HSTS,718,False,,Apache,,,,
bx-euportal-vipu.twp.rabobank.com,NetScaler AAA,200,42775,AS8211,RABOBANK Rabobank ICT,NL,145.72.120.0/22,bx-euportal-vipu.twp.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-10T00:00:00Z,2023-10-10T23:59:59Z,"CN=euportal.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",euportal.rabobank.com,Cooperatieve Rabobank U.A.,bx-euportal-vip.twp.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6e2592049b0a80d6e590b31d3d515bfa,081d6c6c9d2211904d63ecab35629a3fd9c2176ee0ef61dd7cc475c164bc29e0,ctls,bx-euportal-vipu.twp.rabobank.com,,443,https://bx-euportal-vipu.twp.rabobank.com:443,https,text/html,GET,145.72.123.20,/,12023395,https://bx-euportal-vipu.twp.rabobank.com/logon/LogonPoint/tmindex.html,145.72.123.20,HSTS,721,False,,Apache,,,,
bxtlsae02.rabobank.com,IIS Windows Server,200,701,AS8211,RABOBANK Rabobank ICT,NL,145.72.120.0/21,,,,,,,,,,,,,,,,,,,,80,http://bxtlsae02.rabobank.com:80,http,text/html,GET,145.72.124.82,/,1631801191,,145.72.124.85,Windows Server,32,False,,Microsoft-IIS/8.5,,,,
bxtlswc02.rabobank.com,IIS Windows Server,200,701,AS8211,RABOBANK Rabobank ICT,NL,145.72.120.0/21,,,,,,,,,,,,,,,,,,,,80,http://bxtlswc02.rabobank.com:80,http,text/html,GET,145.72.124.86,/,1631801191,,145.72.124.83,Windows Server,32,False,,Microsoft-IIS/8.5,,,,
calculationengine.cloudbr.rabobank.com,,404,54,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,191.232.0.0/13,calculationengine.cloudbr.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-08T00:00:00Z,2024-03-07T23:59:59Z,"CN=calculationengine.cloudbr.rabobank.com, O=Cooperatieve Rabobank U.A., ST=Utrecht, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL, serialNumber=09003091, businessCategory=Private Organization, jurisdictionCountry=NL",calculationengine.cloudbr.rabobank.com,Cooperatieve Rabobank U.A.,calculationengine.cloudbr.rabobank.com,"CN=Sectigo RSA Extended Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Extended Validation Secure Server CA,Sectigo Limited,ba6e6f9028b07227a29ec459c7fe6486,1e11802081f6f742912cf11482a10038eaa59c11941d31e548df16d009338a48,ctls,calculationengine.cloudbr.rabobank.com,azure,443,https://calculationengine.cloudbr.rabobank.com:443,https,application/json,GET,191.233.28.160,/,-326256188,,191.233.28.160,,1,False,True,,,,,
calculationengine.cloudbrdev.rabobank.com,,404,54,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,191.232.0.0/13,calculationengine.cloudbrdev.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-31T00:00:00Z,2024-01-31T23:59:59Z,"CN=calculationengine.cloudbrdev.rabobank.com, O=Cooperatieve Rabobank U.A., ST=Utrecht, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL, serialNumber=09003091, businessCategory=Private Organization, jurisdictionCountry=NL",calculationengine.cloudbrdev.rabobank.com,Cooperatieve Rabobank U.A.,www.calculationengine.cloudbrdev.rabobank.com,"CN=Sectigo RSA Extended Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Extended Validation Secure Server CA,Sectigo Limited,590f2a849e3f220ea62523268a185e4a,96c1a9db71557f1f314675d7879df67513bc71a709d3c98eab89deaacf5fe218,ctls,calculationengine.cloudbrdev.rabobank.com,azure,443,https://calculationengine.cloudbrdev.rabobank.com:443,https,application/json,GET,191.235.206.105,/,-326256188,,191.235.206.105,,1,False,True,,,,,
caps-pcy.rabobank.com,Redirect,200,469,AS36464,RABO-NA-BGP01,US,74.118.216.0/22,caps-pcy.rabobank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-30T00:00:00Z,2023-06-30T23:59:59Z,"CN=caps.rabobank.com, OU=Rabobank WRR, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",caps.rabobank.com,Cooperatieve Rabobank U.A.,www.caps.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e7ae3b27ae2fb9d27ac79077831ad02e,edad23c1a4f34ecccd65c5ed791d1dd417748880d4dd11cc6add109618611890,ctls,caps-pcy.rabobank.com,,443,https://caps-pcy.rabobank.com:443,https,text/html,GET,74.118.216.78,/,633513293,,74.118.216.78,,14,False,,,url=https://caps.rabobank.com/CEWeb/SYS_index.htm,True,,
capsdev.rabobank.com,IBM HTTP Server 8.5.5,200,3493,AS36464,RABO-NA-BGP01,US,74.118.216.0/22,capsdev.rabobank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-22T00:00:00Z,2023-06-22T23:59:59Z,"CN=capsdev.rabobank.com, OU=Rabobank Wholesale and Rural, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",capsdev.rabobank.com,Cooperatieve Rabobank U.A.,capsdev.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,213f81f0b5b50a1715d841e204daf936,9bb4f626766f946ae5ba7fe5bee1168e513c6168c4950e9f49ada5ec4a57d697,ctls,capsdev.rabobank.com,,443,https://capsdev.rabobank.com:443,https,text/html,GET,74.118.216.77,/,-674398755,,74.118.216.77,,106,False,,,,,,
car.rabobank.com,Mendix,200,8597,AS16509,AS16509,Unknown,3.144.0.0/13,car.rabobank.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-05T00:00:00Z,2024-01-04T23:59:59Z,"CN=car.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",car.rabobank.com,Cooperatieve Rabobank U.A.,car.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,432ee295840841900bd66c9d99747e87,8134c86d04df17b69e71931aecc7352abce710edf197f100f774c8c0b2345665,ctls,car.rabobank.com,,443,https://car.rabobank.com:443,https,text/html,GET,3.126.216.110,/,496617746,,2a05:d014:145:aa00:63e4:ad8e:c1c7:8675,Nginx,71,False,,nginx,*.mendixcloud.com,,,
client.cloudbrdev.rabobank.com,,404,54,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,191.232.0.0/13,client.cloudbrdev.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-31T00:00:00Z,2023-11-01T23:59:59Z,"CN=client.cloudbrdev.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL, serialNumber=30046259, businessCategory=Private Organization, jurisdictionCountry=NL, businessCategory=Private Organization, jurisdictionCountry=NL",client.cloudbrdev.rabobank.com,Cooperatieve Rabobank U.A.,client.cloudbrdev.rabobank.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,0fd34546747a2e6ee8c23a1e508202d1,7e66ff93c0cd359b3da981295d679b0f2de36aa8779858ab63a0a8be13a56661,ctls,client.cloudbrdev.rabobank.com,azure,443,https://client.cloudbrdev.rabobank.com:443,https,application/json,GET,191.235.206.105,/,-326256188,,191.235.206.105,,1,False,True,,,,,
client.cloudbrsit.rabobank.com,,404,54,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,191.232.0.0/13,client.cloudbrsit.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-03T00:00:00Z,2023-11-03T23:59:59Z,"CN=client.cloudbrsit.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL, serialNumber=30046259, businessCategory=Private Organization, jurisdictionCountry=NL, businessCategory=Private Organization, jurisdictionCountry=NL",client.cloudbrsit.rabobank.com,Cooperatieve Rabobank U.A.,client.cloudbrsit.rabobank.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,b69102501a3f5134bfa24997a6baeec2,2f644176c1760ce0228722a42c412c452eff1d6982d8927f2b7f19cc97942c41,ctls,client.cloudbrsit.rabobank.com,azure,443,https://client.cloudbrsit.rabobank.com:443,https,application/json,GET,191.233.245.124,/,-326256188,,191.233.245.124,,1,False,True,,,,,
cloudguide.rabobank.nl,CCC Cloud Guide,200,6824,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.107.252.0/23,cloudguide.rabobank.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-10T00:00:00Z,2023-11-10T23:59:59Z,"CN=cloudguide.rabobank.nl, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",cloudguide.rabobank.nl,Cooperatieve Rabobank U.A.,cloudguide.rabobank.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,60d854664565f71ab5861576a3ed7892,77462675ef8353b50baae67cea93abe3a6896e8db61b32e8e27e54f972d2559f,ctls,cloudguide.rabobank.nl,,443,https://cloudguide.rabobank.nl:443,https,text/html,GET,13.107.237.45,/,607694577,,2620:1ec:27::cafe:2250,Microsoft ASP.NET,60,False,,,,,,
co2dev-rac.rabobank.nl,Authentication Redirect,200,3515,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,co2dev-rac.rabobank.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-10T14:32:31Z,2023-12-05T14:32:31Z,"CN=co2dev-rac.rabobank.nl, OU=SYS RF DETECTIE CO2, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",co2dev-rac.rabobank.nl,Cooperatieve Rabobank U.A.,co2-rcm-decoupled-srv,"CN=RI Intranet Issuing CA2 02, O=Rabobank International",RI Intranet Issuing CA2 02,Rabobank International,31a6e247f4ee22ad7ac1b6d4275f17ef,315c0c44c15f1942da2636071d1dd470dddcde6e777eb4fa6e3c44b8b8259126,ctls,co2dev-rac.rabobank.nl,,443,https://co2dev-rac.rabobank.nl:443,https,text/html,GET,20.126.153.97,/,-2050307785,,20.126.153.97,Java,1,False,,JBoss-EAP/7,,,,
collateralservices.cloudbrsit.rabobank.com,,404,54,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,191.232.0.0/13,collateralservices.cloudbrsit.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-06T00:00:00Z,2023-09-07T23:59:59Z,"CN=collateralservices.cloudbrsit.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL, serialNumber=30046259, businessCategory=Private Organization, jurisdictionCountry=NL, businessCategory=Private Organization, jurisdictionCountry=NL",collateralservices.cloudbrsit.rabobank.com,Cooperatieve Rabobank U.A.,collateralservices.cloudbrsit.rabobank.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,101b954bb0ce7077ccee82b62b7b535c,7c2a8c9e2c9ddba8fe044a523ba8ff561b24bfd48b5b9c52e408a92a690cfd95,ctls,collateralservices.cloudbrsit.rabobank.com,azure,443,https://collateralservices.cloudbrsit.rabobank.com:443,https,application/json,GET,191.233.245.124,/,-326256188,,191.233.245.124,,1,False,True,,,,,
comms.notification.rabobank.com,Log In,200,5245,AS140062,VISION6-AS-AP Vision 6 Pty Ltd,AU,203.14.199.0/24,comms.notification.rabobank.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-25T11:39:11Z,2023-07-24T11:39:10Z,CN=comms.notification.rabobank.com,comms.notification.rabobank.com,,comms.notification.rabobank.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9ba9b9984201f7802689190c56295ae2,11f14ffd951f08963d7c96ca9325b83041334ff1196db60cb50d14e230eb2e41,ctls,comms.notification.rabobank.com,,443,https://comms.notification.rabobank.com:443,https,text/html,GET,203.14.199.85,/,1972867906,https://comms.notification.rabobank.com/login,203.14.199.85,Nginx,61,False,,nginx,https://fonts.googleapis.com,,,
crmrural.cloudbrdev.rabobank.com,,404,54,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,191.232.0.0/13,crmrural.cloudbrdev.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-01T00:00:00Z,2023-11-01T23:59:59Z,"CN=crmrural.cloudbrdev.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL, serialNumber=30046259, businessCategory=Private Organization, jurisdictionCountry=NL, businessCategory=Private Organization, jurisdictionCountry=NL",crmrural.cloudbrdev.rabobank.com,Cooperatieve Rabobank U.A.,crmrural.cloudbrdev.rabobank.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,4a6eb9c6f36518aa8799bb4370be4097,120afc60e273121618132145dd074278c35e7c959c1d7f2f6c69c49d08e030f4,ctls,crmrural.cloudbrdev.rabobank.com,azure,443,https://crmrural.cloudbrdev.rabobank.com:443,https,application/json,GET,191.235.206.105,/,-326256188,,191.235.206.105,,1,False,True,,,,,
ctxcloud-test-adaptiveauth.rabobank.com,Citrix Gateway,200,42802,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,ctxcloud-test-adaptiveauth.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-19T00:00:00Z,2023-07-19T23:59:59Z,"CN=ctxcloud-test-adaptiveauth.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",ctxcloud-test-adaptiveauth.rabobank.com,Cooperatieve Rabobank U.A.,ctxcloud-test-adaptiveauth.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ee761d55094ac650673488028b725442,640197b3025480c5d6176fd689b889f09c334225c782327ee0f27af92b603233,ctls,ctxcloud-test-adaptiveauth.rabobank.com,,443,https://ctxcloud-test-adaptiveauth.rabobank.com:443,https,text/html,GET,20.67.229.72,/,12023395,https://ctxcloud-test-adaptiveauth.rabobank.com/logon/LogonPoint/index.html,20.67.229.72,HSTS,718,False,,Apache,,,,
customersupport.rabobank.com,,404,2,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,customersupport.rabobank.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-06T00:00:00Z,2023-09-07T23:59:59Z,"CN=customersupport.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",customersupport.rabobank.com,Cooperatieve Rabobank U.A.,customersupport.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b6abc7ac43882188f6ff4551df12b4cd,ad2c43f33bb0ec9ef7fcc5818438972a69c872a67e3319a651ed74b0c8c6501b,ctls,customersupport.rabobank.com,,443,https://customersupport.rabobank.com:443,https,text/html,GET,2.16.187.32,/,413844272,,2.16.187.19,HSTS,1,False,,Apache,,,,
da.rabobank.nl,,200,35,AS16509,AMAZON-02,US,18.66.144.0/22,da.rabobank.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-02-29T23:59:59Z,"CN=da.rabobank.nl, O=Cooperatieve Rabobank U.A., ST=Utrecht, C=NL",da.rabobank.nl,Cooperatieve Rabobank U.A.,da.rabobank.nl,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,fc2e52dde7ba7e7e0c16f1f1f138a5f6,80d9a6ade452d6871f518efb0960912a00370155132472a104658ba9bcd0ab2f,ctls,da.rabobank.nl,cloudfront,443,https://da.rabobank.nl:443,https,image/gif,GET,18.66.147.3,/,1857154093,https://da.rabobank.nl/?Rdt=On,18.66.147.29,HSTS,1,False,True,,,,,
daredigizine.rabobank.nl,,404,1552,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.80.0.0/12,daredigizine.rabobank.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2020-10-06T00:00:00Z,2021-10-14T12:00:00Z,"CN=daredigizine.rabobank.nl, OU=communication, O=Cooperatieve Rabobank U.A., L=Utrecht, C=NL",daredigizine.rabobank.nl,Cooperatieve Rabobank U.A.,daredigizine.rabobank.nl,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,da8c000fa522ec1a96a192cc9588582e,51f9d98d6de4d270cc4c50eb204b20fd3603460967e481927283f990c1e1f743,ctls,daredigizine.rabobank.nl,google,80,http://daredigizine.rabobank.nl:80,http,text/html,GET,34.91.151.1,/,-822532597,https://daredigizine.rabobank.nl//,34.91.151.1,Typekit,61,False,True,,,,,True
dashboard.omnikassa.rabobank.nl,Rabo OmniKassa dashboard,200,7388,AS8677,WORLDLINE,FR,160.92.76.0/23,cas.merchant-extranet.sips-services.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-06T14:18:48Z,2024-04-05T14:18:48Z,"CN=office-extranet.sips-services.com, serialNumber=509 750 105, businessCategory=Private Organization, O=Worldline France SAS, jurisdictionCountry=FR, L=Bezons, C=FR, businessCategory=Private Organization, jurisdictionCountry=FR",office-extranet.sips-services.com,Worldline France SAS,cas.sips-services.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",8f696c464675506cad85a7d1cddae50b,f73cb553b5c22011d3ab87b23cac4585c4abbe0c3d247b14d357b04323b6e77d,ctls,cas.merchant-extranet.sips-services.com,,443,https://dashboard.omnikassa.rabobank.nl:443,https,text/html,GET,160.92.14.71,/,35682499,https://cas.merchant-extranet.sips-services.com/cas/login?service=https%3A%2F%2Fdashboard.omnikassa.rabobank.nl%2Fgui-mex%2Fportal%2Fhome,160.92.14.71,HSTS,216,False,,Apache,https://dashboard.omnikassa.rabobank.nl/gui-mex/portal/home,,,
data-uat.rabobank.com,,400,194,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.107.252.0/23,,,,,,,,,,,,,,,,,,,,80,http://data-uat.rabobank.com:80,http,,GET,13.107.237.45,/,459242285,,2620:1ec:4f:1::45,,1,False,,,,,,
dev.cppp.rabobank.com,Sign in to your account,200,200852,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,,443,https://dev.cppp.rabobank.com:443,https,text/html,GET,20.73.130.199,/,-870827318,https://login.microsoftonline.com/6e93a626-8aca-4dc1-9191-ce291b4b75a1/oauth2/authorize?response_type=id_token&redirect_uri=https%3A%2F%2Fapp-cppp-dev-frontend.azurewebsites.net%2F.auth%2Flogin%2Faad%2Fcallback&client_id=461f18f5-2d13-4648-a429-a29dce64a9c8&scope=openid+profile+email&response_mode=form_post&nonce=cbc6c925b4334d59aacfdb8b0de664b9_20230510082043&state=redir%3D%252F,20.73.130.199,HSTS,174,False,,,,,,
dev.ecolytiq.carboninsights.rabobank.nl,404 Not Found,404,548,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,52.160.0.0/11,dev.ecolytiq.carboninsights.rabobank.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-03-25T00:00:00Z,2023-03-28T23:59:59Z,"CN=dev.ecolytiq.carboninsights.rabobank.nl, OU=Rabobank ITN, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",dev.ecolytiq.carboninsights.rabobank.nl,Cooperatieve Rabobank U.A.,dev.ecolytiq.carboninsights.rabobank.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f6f35bd9986cb9cb97d47e2b62ef188c,767879e8a69321e1a77a1fb4636dda3ef29d518dae3d36830842e02edcb5a607,ctls,dev.ecolytiq.carboninsights.rabobank.nl,azure,443,https://dev.ecolytiq.carboninsights.rabobank.nl:443,https,text/html,GET,52.164.220.161,/,566218143,,52.164.220.161,HSTS,14,False,True,,,,,True
