new,host,a,cname,soa,status_code,cdn,cdn-name,txt,ns,has_internal_ips,internal_ips,mx,caa,aaaa
[x],grafana.ue1az.tinderops.net,"54.235.147.40, 54.152.74.147, 54.210.202.90, 54.145.160.83",,"ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],grafana.uw2.tinderops.net,"52.43.73.206, 52.40.101.67",grafana-prd-1248907771.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],grapidfire-hop1.ue1.tinderops.net,"3.230.133.17, 44.197.48.121, 3.219.77.192","noncust-tools.ue1.tinderops.net, noncust-tools-prod-ue1-1359180843.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],grapidfire-hop2.ue1.tinderops.net,"44.197.48.121, 3.230.133.17, 3.219.77.192","noncust-tools.ue1.tinderops.net, noncust-tools-prod-ue1-1359180843.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],grapidfirehop1.ue1.staging-data.tstaging.tools,"44.207.228.74, 3.234.195.34, 52.86.0.243","noncust-tools.ue1.staging-data.tstaging.tools, noncust-tools-staging-data-ue1-1742077721.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],grapidfirehop1b.ue1.d1.tstaging.tools,"107.21.47.185, 52.3.138.130","noncust-tools.ue1.d1.tstaging.tools, noncust-tools-d1-ue1-1957583412.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],grapidfirehop2.ue1.d1.tstaging.tools,"54.82.95.240, 34.231.146.107","rapidfirehop2-alb.ue1.d1.tstaging.tools, rapidfirehop2-alb-292668215.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],grapidfirehop2.ue1.d4.tstaging.tools,"52.45.227.84, 54.164.223.21, 3.81.244.122","rapidfirehop2-alb.ue1.d4.tstaging.tools, rapidfirehop2-alb-1753958675.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],grapidfirehop2.ue1.staging-data.tstaging.tools,"3.234.195.34, 44.207.228.74, 52.86.0.243","noncust-tools.ue1.staging-data.tstaging.tools, noncust-tools-staging-data-ue1-1742077721.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],grapidfirehop2a.ue1.d2.tstaging.tools,"54.146.142.229, 54.156.173.230","rapidfirehop2a-alb.ue1.d2.tstaging.tools, rapidfirehop2a-alb-1751453314.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],grapidfirehop2a.ue1.d4.tstaging.tools,,"rapidfirehop2a-alb.ue1.d4.tstaging.tools, rapidfirehop2a-alb-544107525.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],grapidfirehop2a.ue1az.tinderops.net,"10.68.75.20, 10.68.98.238, 10.68.81.189, 10.68.119.219",,"ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=prd-ue1az-d-v1,external-dns/resource=ingress/internalrelaypxy/internalrelaypxy",,True,"10.68.75.20, 10.68.98.238, 10.68.81.189, 10.68.119.219",,,
[x],grapidfirehop2b.ue1.d4.tstaging.tools,,"noncust-tools.ue1.d4.tstaging.tools, noncust-tools-d4-ue1-2093356731.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],grecs-prod.ue1.d1.tstaging.tools,"52.3.138.130, 107.21.47.185","noncust-tools.ue1.d1.tstaging.tools, noncust-tools-d1-ue1-1957583412.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],grecs-prod.ue1.d2.tstaging.tools,,"recs-prod-alb.ue1.d2.tstaging.tools, recs-prod-alb-453015471.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],grecs-prod.ue1.d4.tstaging.tools,"52.1.134.18, 34.238.73.172, 3.215.18.30","recs-prod-alb.ue1.d4.tstaging.tools, recs-prod-alb-784871271.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],grecs-prod.ue1az.tinderops.net,"3.232.40.213, 34.238.56.214, 52.44.167.90, 35.153.174.17","recs-prod-alb.ue1az.tinderops.net, recs-prod-alb-968704547.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],growth-alb.ue1.d1.tstaging.tools,"10.48.97.214, 10.48.96.155",,"ns-1602.awsdns-08.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,"10.48.97.214, 10.48.96.155",,,
[x],guardrails.security.k8s.tinderops.net,"34.205.94.111, 184.73.246.138",guardrails-2105530363.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],hcauldronloader.ue1.d1.tstaging.tools,"52.3.138.130, 107.21.47.185","noncust-tools.ue1.d1.tstaging.tools, noncust-tools-d1-ue1-1957583412.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],hcauldronloader.ue1.stg1.tstaging.tools,"54.85.252.134, 34.194.135.148, 54.175.25.13","cauldronloader-alb.ue1.stg1.tstaging.tools, cauldronloader-alb-1005281161.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],hcauldronloader.ue1az.tinderops.net,"34.202.169.85, 34.197.52.150, 54.236.66.33, 3.209.220.219","cauldronloader-alb.ue1az.tinderops.net, cauldronloader-alb-1508674993.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,
[x],hcrm.ue1.tinderops.net,"44.197.48.121, 3.230.133.17, 3.219.77.192","noncust-tools.ue1.tinderops.net, noncust-tools-prod-ue1-1359180843.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],hcrossfire-data.ue1.d1.tstaging.tools,"3.225.157.18, 52.73.213.183","crossfire-data-alb.ue1.d1.tstaging.tools, crossfire-data-alb-1728091354.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,
[x],hcrossfire-data.ue1.d2.tstaging.tools,"3.219.150.40, 18.207.147.202","crossfire-data-alb.ue1.d2.tstaging.tools, crossfire-data-alb-49472697.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,
[x],hcrossfire-data.ue1.d4.tstaging.tools,"54.237.1.25, 52.55.118.193, 34.230.141.52","noncust-tools.ue1.d4.tstaging.tools, noncust-tools-d4-ue1-2093356731.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],hcrossfire-data.ue1.tinderops.net,,"noncust-tools.ue1.tinderops.net, noncust-tools-prod-ue1-1359180843.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],hcrossfire-ml.ue1.tinderops.net,"3.230.133.17, 44.197.48.121, 3.219.77.192","noncust-tools.ue1.tinderops.net, noncust-tools-prod-ue1-1359180843.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],hdata-infra-b.ue1.d2.tstaging.tools,"54.210.2.14, 52.55.169.127","data-infra-b-alb.ue1.d2.tstaging.tools, data-infra-b-alb-1330243506.us-east-1.elb.amazonaws.com",,NOERROR,,,,,,,,,
[x],hdata-infra-b.ue1az.tinderops.net,"52.203.50.247, 44.215.81.204, 3.212.69.230, 34.200.190.68","data-infra-b-alb.ue1az.tinderops.net, data-infra-b-alb-1706588109.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],hdata-infra-c.ue1.d2.tstaging.tools,"34.198.79.172, 52.7.188.205","data-infra-c-alb.ue1.d2.tstaging.tools, data-infra-c-alb-102283831.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],hdata-infra-c.ue1az.tinderops.net,"3.219.239.154, 52.4.233.195, 34.201.232.206, 34.225.57.216","data-infra-c-alb.ue1az.tinderops.net, data-infra-c-alb-1328378271.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],hdata-infra.ue1.d1.tstaging.tools,"52.3.138.130, 107.21.47.185","noncust-tools.ue1.d1.tstaging.tools, noncust-tools-d1-ue1-1957583412.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,
[x],hdata-infra.ue1.d2.tstaging.tools,"34.196.154.37, 35.171.219.187","data-infra-alb.ue1.d2.tstaging.tools, data-infra-alb-1733263537.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],hdata-infra.ue1.d4.tstaging.tools,"107.23.236.217, 52.22.79.176, 52.206.168.199","data-infra-alb.ue1.d4.tstaging.tools, data-infra-alb-985035706.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],hdata-infra.ue1.staging-data.tstaging.tools,"44.207.228.74, 52.86.0.243, 3.234.195.34","noncust-tools.ue1.staging-data.tstaging.tools, noncust-tools-staging-data-ue1-1742077721.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],hdata-infra.ue1.stg1.tstaging.tools,"54.162.34.31, 3.226.115.207, 44.205.102.122","data-infra-alb.ue1.stg1.tstaging.tools, data-infra-alb-1485658420.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],hdata-ml.ue1.tinderops.net,"3.230.133.17, 3.219.77.192, 44.197.48.121","noncust-tools.ue1.tinderops.net, noncust-tools-prod-ue1-1359180843.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,
[x],hemrtest.ue1az.tinderops.net,"10.68.81.189, 10.68.119.219, 10.68.98.238, 10.68.75.20",,"ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=prd-ue1az-d-v1,external-dns/resource=ingress/internalrelaypxy/internalrelaypxy",,True,"10.68.81.189, 10.68.119.219, 10.68.98.238, 10.68.75.20",,,
[x],hgdpr.ue1.d1.tstaging.tools,"3.225.51.218, 107.23.58.142","gdpr-alb.ue1.d1.tstaging.tools, gdpr-alb-1852466293.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],hhiggsloader.ue1.d1.tstaging.tools,"107.21.47.185, 52.3.138.130","noncust-tools.ue1.d1.tstaging.tools, noncust-tools-d1-ue1-1957583412.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net, ns-1047.awsdns-02.org, ns-1602.awsdns-08.co.uk, ns-469.awsdns-58.com, ns-641.awsdns-16.net",,,,,
[x],hhiggsloader.ue1.staging-membership.tstaging.tools,"52.72.246.143, 52.54.56.216, 52.203.118.254","noncust-tools.ue1.staging-membership.tstaging.tools, noncust-tools-s2-ue1-57316436.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],hhiggsloader.ue1.staging-recs.tstaging.tools,"3.219.127.150, 35.168.175.63, 34.227.184.176","noncust-tools.ue1.staging-recs.tstaging.tools, noncust-tools-staging-recs-ue1-1298596128.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],hhiggsloader.ue1.staging-trust.tstaging.tools,"54.90.36.68, 52.44.244.134, 3.210.122.148","noncust-tools.ue1.staging-trust.tstaging.tools, noncust-tools-staging-trust-ue1-1827401201.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],hinfra.ue1.staging-data.tstaging.tools,"44.207.228.74, 3.234.195.34, 52.86.0.243","noncust-tools.ue1.staging-data.tstaging.tools, noncust-tools-staging-data-ue1-1742077721.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],hml-development.ue1.tinderops.net,"44.197.48.121, 3.219.77.192, 3.230.133.17","noncust-tools.ue1.tinderops.net, noncust-tools-prod-ue1-1359180843.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],hml-infra.ue1.d1.tstaging.tools,"52.1.213.163, 3.232.66.36","ml-infra-alb.ue1.d1.tstaging.tools, ml-infra-alb-608945251.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],hmlrecs-prod.ue1az.tinderops.net,"54.242.246.120, 107.23.228.8, 54.147.251.213, 18.211.152.59","mlrecs-prod-alb.ue1az.tinderops.net, mlrecs-prod-alb-1008557428.us-east-1.elb.amazonaws.com",,NOERROR,,,,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,
[x],hmlrecsprodapps-prod.ue1az.tinderops.net,"100.24.146.201, 18.208.41.3, 44.207.53.224, 52.205.82.238","mlrecsprodapps-prod-alb.ue1az.tinderops.net, mlrecsprodapps-prod-alb-1714254692.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],hmlrevenue.ue1az.tinderops.net,"52.203.220.116, 34.195.105.164, 54.158.198.143, 44.206.68.133","noncust-tools.ue1az.tinderops.net, noncust-tools-prd-ue1az-1004193043.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],hmlrevenueapplication.ue1az.tinderops.net,"35.168.104.199, 54.159.100.5, 23.23.130.138, 52.45.34.142","mlrevenueapplication-alb.ue1az.tinderops.net, mlrevenueapplication-alb-145483647.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],hoperations-v2.ue1.tinderops.net,"3.219.77.192, 3.230.133.17, 44.197.48.121","noncust-tools.ue1.tinderops.net, noncust-tools-prod-ue1-1359180843.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,
[x],hoperations.ue1az.tinderops.net,"44.206.68.133, 54.158.198.143, 34.195.105.164, 52.203.220.116","noncust-tools.ue1az.tinderops.net, noncust-tools-prd-ue1az-1004193043.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],houses.ue1.d1.tstaging.tools,"107.21.47.185, 52.3.138.130","noncust-tools.ue1.d1.tstaging.tools, noncust-tools-d1-ue1-1957583412.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],hprod-crossfire-data.ue1az.tinderops.net,,"prod-crossfire-data-alb.ue1az.tinderops.net, prod-crossfire-data-alb-1852348951.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],hprod-qt.ue1.d1.tstaging.tools,"44.208.222.202, 52.70.127.170","prod-qt-alb.ue1.d1.tstaging.tools, prod-qt-alb-1796735660.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],hprod-qt.ue1.d2.tstaging.tools,"3.212.10.193, 34.200.208.27","prod-qt-alb.ue1.d2.tstaging.tools, prod-qt-alb-924729664.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],hprod-qt.ue1az.tinderops.net,"3.223.155.63, 3.232.180.144, 54.147.73.116, 44.211.108.141","prod-qt-alb.ue1az.tinderops.net, prod-qt-alb-498135342.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],hrapidfire-hop2.ue1.tinderops.net,"3.230.133.17, 3.219.77.192, 44.197.48.121","noncust-tools.ue1.tinderops.net, noncust-tools-prod-ue1-1359180843.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],hrapidfirehop1.ue1.d4.tstaging.tools,"23.20.58.214, 35.171.204.130, 52.4.152.120","rapidfirehop1-alb.ue1.d4.tstaging.tools, rapidfirehop1-alb-2072934410.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,
[x],hrapidfirehop1b.ue1.d1.tstaging.tools,"107.21.47.185, 52.3.138.130","noncust-tools.ue1.d1.tstaging.tools, noncust-tools-d1-ue1-1957583412.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],hrapidfirehop2a.ue1.d1.tstaging.tools,"107.21.47.185, 52.3.138.130","noncust-tools.ue1.d1.tstaging.tools, noncust-tools-d1-ue1-1957583412.us-east-1.elb.amazonaws.com",,NOERROR,,,,,,,,,
[x],hrapidfirehop2a.ue1az.tinderops.net,"10.68.81.189, 10.68.119.219, 10.68.75.20, 10.68.98.238",,"ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=prd-ue1az-d-v1,external-dns/resource=ingress/internalrelaypxy/internalrelaypxy",,True,"10.68.81.189, 10.68.119.219, 10.68.75.20, 10.68.98.238",,,
[x],hrapidfirehop2b.ue1az.tinderops.net,"52.5.79.197, 18.215.94.196, 18.214.58.92, 3.232.68.145","rapidfirehop2b-alb.ue1az.tinderops.net, rapidfirehop2b-alb-2048484955.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],hrecs-prod.ue1.d1.tstaging.tools,"107.21.47.185, 52.3.138.130","noncust-tools.ue1.d1.tstaging.tools, noncust-tools-d1-ue1-1957583412.us-east-1.elb.amazonaws.com",,NOERROR,,,,,,,,,
[x],hrecs-prod.ue1az.tinderops.net,"52.44.167.90, 3.232.40.213, 35.153.174.17, 34.238.56.214","recs-prod-alb.ue1az.tinderops.net, recs-prod-alb-968704547.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,
[x],identity.tinderwebstaging.com,"99.84.108.123, 99.84.108.20, 99.84.108.94, 99.84.108.105",,"ns-71.awsdns-08.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],idx1.security.k8s.tinderops.net,54.172.207.174,prod-splunk-alb-idx1-ext-1096203252.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],images-ssl-v2.gotinder.com,,d2eg9tcoa55djo.cloudfront.net,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,,,,,,
[x],images-ssl-v2.ue1.d3.tstaging.com,"99.86.91.95, 99.86.91.60, 99.86.91.7, 99.86.91.58",djsfzvz667f07.cloudfront.net,,NOERROR,True,cloudfront,,,,,,,"2600:9000:2117:3800:7:f1b5:6dc0:93a1, 2600:9000:2117:c200:7:f1b5:6dc0:93a1, 2600:9000:2117:ee00:7:f1b5:6dc0:93a1, 2600:9000:2117:0:7:f1b5:6dc0:93a1, 2600:9000:2117:2e00:7:f1b5:6dc0:93a1, 2600:9000:2117:2800:7:f1b5:6dc0:93a1, 2600:9000:2117:3400:7:f1b5:6dc0:93a1, 2600:9000:2117:5c00:7:f1b5:6dc0:93a1"
[x],imageupload-cloudfront.gotinder.com,"54.156.81.83, 54.85.69.137, 3.210.187.122, 34.192.196.185, 174.129.65.100, 18.214.35.219, 23.21.171.201, 100.24.111.60","api-ue1az.gotinder.com, api.d.ue1az.gotinder.com, api.c.ue1az.gotinder.com, api.a.ue1az.gotinder.com","ns-1371.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],imageupload-oceania.gotinder.com,,,,NOERROR,,,,,,,,,
[x],imageupload.gotinder.com,"13.224.189.94, 13.224.189.19, 13.224.189.50, 13.224.189.25","api-cloudfront-failover.gotinder.com, dzf1174d4gjln.cloudfront.net","ns-1088.awsdns-08.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"ns-1088.awsdns-08.org, ns-1693.awsdns-19.co.uk, ns-285.awsdns-35.com, ns-875.awsdns-45.net",,,,,"2600:9000:2104:1200:f:5c67:cec0:93a1, 2600:9000:2104:8800:f:5c67:cec0:93a1, 2600:9000:2104:1e00:f:5c67:cec0:93a1, 2600:9000:2104:9600:f:5c67:cec0:93a1, 2600:9000:2104:ee00:f:5c67:cec0:93a1, 2600:9000:2104:c600:f:5c67:cec0:93a1, 2600:9000:2104:0:f:5c67:cec0:93a1, 2600:9000:2104:ba00:f:5c67:cec0:93a1"
[x],inboxcrm-ssl.gotinder.com,"52.222.236.36, 52.222.236.41, 52.222.236.91, 52.222.236.19",,"ns-1990.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],infoblox-mgmt.uw1.neteng.tstaging.tools,10.148.200.235,,"ns-1687.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,10.148.200.235,,,
[x],infra-api.staging.k8s.tinderops.net,10.10.97.35,internal-staging-infra-info-server-624249604.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,10.10.97.35,,,
[x],ingestion.staging8.k8s.tinderops.net,,,"ns-886.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=staging-k8s",,,,,,
[x],inside.ue1.d2.tstaging.com,,,"ns-1354.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=d2-ue1,external-dns/resource=service/ingress-nginx/inside-ingress",,,,,,
[x],internal.ue1.d2.tstaging.com,,,"ns-1354.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=d2-ue1,external-dns/resource=service/internal/internal",,,,,,
[x],invite.tinder.com,"99.80.227.4, 52.209.121.193, 34.246.127.31","tinderinvite.customlinks.appsflyer.com, cdproxy-336a18f93cd83100.elb.eu-west-1.amazonaws.com",,NOERROR,,,,,,,,,
[x],jaeger.ue1.d1.tstaging.tools,"34.234.109.125, 3.227.60.180",,"ns-1602.awsdns-08.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=d1-ue1-a-v1,external-dns/resource=ingress/tracing/alb-ingress",,,,,,
[x],jaeger.ue1.d2.tstaging.tools,"174.129.28.151, 3.232.86.79",,"ns-443.awsdns-55.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],jaeger.ue1.d3.tstaging.tools,"52.54.186.141, 54.144.21.156",,"ns-715.awsdns-25.net, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=d3-ue1,external-dns/resource=ingress/tracing/alb-ingress",,,,,,
[x],jaeger.ue1.d4.tstaging.tools,"18.208.77.78, 44.196.241.137, 3.225.224.133",,"ns-22.awsdns-02.com, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=d4-ue1,external-dns/resource=ingress/tracing/alb-ingress",,,,,,
[x],jaeger.ue1.stg1.tstaging.tools,"34.232.2.158, 34.192.16.107, 3.230.45.120",,"ns-95.awsdns-11.com, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=stg1-ue1,external-dns/resource=ingress/tracing/alb-ingress","ns-1514.awsdns-61.org, ns-1848.awsdns-39.co.uk, ns-792.awsdns-35.net, ns-95.awsdns-11.com",,,,,
[x],jaeger.ue1.tinderops.net,"3.219.77.192, 3.230.133.17, 44.197.48.121","noncust-tools.ue1.tinderops.net, noncust-tools-prod-ue1-1359180843.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],jaeger.ue1az.tinderops.net,"54.158.198.143, 44.206.68.133, 52.203.220.116, 34.195.105.164","noncust-tools.ue1az.tinderops.net, noncust-tools-prd-ue1az-1004193043.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],jenkins-deployer-production.prodv2-b.k8s.tinderops.net,"54.236.154.16, 54.144.47.89",jenkins-deployer-production-2017993542.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],jenkins.tinderops.net,54.225.242.60,jenkins-external-197021769.us-east-1.elb.amazonaws.com,,NOERROR,,,,,,,,,
