input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_self_signed,tls_mismatched,tls_subject_org_,final_url,csp_domains_
retail.wifi.staging.gymshark.com,ERROR: The request could not be satisfied,403,986,retail.wifi.staging.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-08-06T23:59:59Z,CN=retail.wifi.staging.gymshark.com,retail.wifi.staging.gymshark.com,*.retail.wifi.staging.gymshark.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7ee1a82940f1850accde0b4a4c2abcaa,15c8a3fb150bd90d0c3241bbd399b71ee9a58b845b9f59783275fb20e4400e68,True,ctls,retail.wifi.staging.gymshark.com,cloudfront,443,https://retail.wifi.staging.gymshark.com:443,https,CloudFront,text/html,GET,18.66.122.41,/,262808552,18.66.122.83,Amazon Web Services,20,False,True,,,,,
reviews.api.staging.gymshark.com,,404,160,reviews.api.staging.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-12T00:00:00Z,2024-04-09T23:59:59Z,CN=reviews.api.staging.gymshark.com,reviews.api.staging.gymshark.com,reviews.api.staging.gymshark.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9a8787886ba58765b00aed3bd08f565c,cae1868f78b4775ccd204a1c945dd92c76b5c1a57ad71fc304a541ebdc417d17,,ctls,reviews.api.staging.gymshark.com,cloudfront,443,https://reviews.api.staging.gymshark.com:443,https,,application/json,GET,13.32.99.49,/,2056346530,13.32.99.70,HSTS,1,False,True,,,,,
row.checkout.gymshark.com,Gymshark Official Store | Gym Clothes & Workout Wear | Gymshark,200,3031451,row.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T07:38:05Z,2023-07-27T07:38:04Z,CN=row.gymshark.com,row.gymshark.com,row.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8385a7a89bf06d036b7643d8b08ea168,22f3e6e75ac003afc7ef07ea0c529556400a2dc966afaf904e293936bdcd8467,,ctls,row.gymshark.com,,443,https://row.checkout.gymshark.com:443,https,cloudflare,text/html,GET,23.227.38.74,/,-1840324437,23.227.38.74,Shopify,10924,False,,,,,https://row.gymshark.com/,
row.shop.staging.gymshark.com,Gymshark | Login required,200,6942,row.shop.staging.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-03T00:00:00Z,2024-03-31T23:59:59Z,CN=headless.staging.gymshark.com,headless.staging.gymshark.com,*.shop.staging.gymshark.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9240ea268b44d4cf47df99a2ebea5223,6cfe4aa5d33c28adce0e6ae25a5b91f015559724c02a3cd02b731f68b2729b70,True,ctls,row.shop.staging.gymshark.com,cloudfront,443,https://row.shop.staging.gymshark.com:443,https,,text/html,GET,13.225.78.124,/,-1289784965,13.225.78.3,webpack,1,False,True,,,,,
s.gymshark.com,404 Not Found,404,564,s.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-03T00:00:00Z,2023-12-02T23:59:59Z,CN=s.gymshark.com,s.gymshark.com,ablink.s.gymshark.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,4aa2093fecf44db468f978e3d75c59bc,5fc0a48f2dbb8246c26f7855a5da07844e13fa428acc04ad0d80f1040839009f,,ctls,s.gymshark.com,cloudfront,443,https://s.gymshark.com:443,https,nginx,text/html,GET,13.32.99.4,/,1506877856,13.32.99.8,Nginx,14,False,True,,,,,
script.hotjar.com,Hotjar: Website Heatmaps & Behavior Analytics Tools,200,283605,www.hotjar.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-11-23T23:59:59Z,CN=*.hotjar.com,*.hotjar.com,hotjar.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,54638f1f3a40f685a2b7e2152ab03579,a25dec72ea3e5a283b6a53a564ea2ef61d08e33d461848a68334173dbe669213,True,ctls,www.hotjar.com,cloudfront,443,https://script.hotjar.com:443,https,,text/html,GET,52.222.236.74,/,644859663,52.222.236.43,webpack,590,False,True,,,,https://www.hotjar.com,
se.checkout.gymshark.com,Gymshark Official Store | Gym Clothes & Workout Wear | Gymshark,200,3167770,se.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T05:13:20Z,2023-07-16T05:13:19Z,CN=se.gymshark.com,se.gymshark.com,se.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fe720af5e1cd9123ea9640651a5c21f8,cf9381ab10be59c30cc41c7584a14412682eed7dd33e2e861bddaf1f3ccbb3dd,,ctls,se.gymshark.com,,443,https://se.checkout.gymshark.com:443,https,cloudflare,text/html,GET,23.227.38.74,/,-1840324437,23.227.38.74,Shopify,11697,False,,,,,https://se.gymshark.com/,
se.gymshark.com,Gymshark Official Store | Gym Clothes & Workout Wear | Gymshark,200,3167770,se.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T05:13:20Z,2023-07-16T05:13:19Z,CN=se.gymshark.com,se.gymshark.com,se.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fe720af5e1cd9123ea9640651a5c21f8,cf9381ab10be59c30cc41c7584a14412682eed7dd33e2e861bddaf1f3ccbb3dd,,ctls,se.gymshark.com,,443,https://se.gymshark.com:443,https,cloudflare,text/html,GET,23.227.38.74,/,-1840324437,23.227.38.74,Shopify,11697,False,,,,,,
se.shop.gymshark.com,Gymshark Official Store | Gym Clothes & Workout Wear | Gymshark,200,452439,se.shop.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-20T00:00:00Z,2024-04-17T23:59:59Z,CN=headless.gymshark.com,headless.gymshark.com,*.gymshark.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2732849fb5dc7ceafa44ba221e75b64b,c06947fececf9b8076964820dd6d787e9383c6ac42b08c52b497e715fb23c6ad,True,ctls,se.shop.gymshark.com,cloudfront,443,https://se.shop.gymshark.com:443,https,,text/html,GET,13.32.121.98,/,-2012923829,13.32.121.74,webpack,2,False,True,,,,,
se.shop.staging.gymshark.com,Gymshark | Login required,200,6942,se.shop.staging.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-03T00:00:00Z,2024-03-31T23:59:59Z,CN=headless.staging.gymshark.com,headless.staging.gymshark.com,*.shop.staging.gymshark.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9240ea268b44d4cf47df99a2ebea5223,6cfe4aa5d33c28adce0e6ae25a5b91f015559724c02a3cd02b731f68b2729b70,True,ctls,se.shop.staging.gymshark.com,cloudfront,443,https://se.shop.staging.gymshark.com:443,https,,text/html,GET,13.225.78.124,/,1853431182,13.225.78.125,webpack,1,False,True,,,,,
seamless.gymshark.com,Seamless for Women - Gymshark Seamless Gym Wear,200,193132,www.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-29T08:40:53Z,2023-07-28T08:40:52Z,CN=www.gymshark.com,www.gymshark.com,www.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0f957f2ff3dd89188170f1e4d8ed94b1,6b10c564f15330d292b4fbadb3fda2a7d0008a68069c0a57eaabd0cad1bc19b4,,ctls,www.gymshark.com,cloudfront,443,https://seamless.gymshark.com:443,https,cloudflare,text/html,GET,13.32.121.27,/,-620023674,13.32.121.51,Shopify,2414,False,True,,,,https://www.gymshark.com/collections/seamless/womens,
seamless.staging.gymshark.com,What Is Seamless Clothing? | Seamless | Gymshark,200,54752,seamless.staging.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-11T23:59:59Z,CN=staging.gymshark.com,staging.gymshark.com,*.staging.gymshark.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0fd2de0c81526763b93a5449d7b4cee4,850fd1e9304d2c886a5f0724b5f7d692a40a895e98f8576325cb16f0e127106f,True,ctls,seamless.staging.gymshark.com,cloudfront,443,https://seamless.staging.gymshark.com:443,https,AmazonS3,text/html,GET,143.204.215.54,/,-432002409,143.204.215.105,Amazon Web Services,207,False,True,,,,,
share.training.gymshark.com,Gymshark Training App,404,5516,share.training.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-03T00:00:00Z,2024-04-30T23:59:59Z,CN=training.gymshark.com,training.gymshark.com,*.training.gymshark.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,34d97c41ef48b8fee86d6b9104518fee,ae1dad4b0f8855a76df75cd3f60adfa9147c5eb5a508786e91bd7539407eb7f2,True,ctls,share.training.gymshark.com,cloudfront,443,https://share.training.gymshark.com:443,https,,text/html,GET,108.138.7.94,/,-1440051443,108.138.7.76,Amazon Web Services,27,False,True,,,,,
share.training.staging.gymshark.com,Gymshark Training App,404,5516,share.training.staging.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-07-26T23:59:59Z,CN=*.training.staging.gymshark.com,*.training.staging.gymshark.com,*.training.staging.gymshark.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eb7109f309ff70fed14f4d416fe885b6,88e4a80cf88b6dfc5febdd0c2e540a9df5993651783c57b4fbb31728d3c9d9c9,True,ctls,share.training.staging.gymshark.com,cloudfront,443,https://share.training.staging.gymshark.com:443,https,,text/html,GET,13.32.121.87,/,-1440051443,13.32.121.60,Amazon Web Services,27,False,True,,,,,
sip.gymshark.com,,404,75,sip.gymshark.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-03-28T19:00:19Z,2024-03-22T19:00:19Z,"CN=sipfed.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",sipfed.online.lync.com,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,6e32f8be92e2cf4aff781cff883f13f7,c7f7a0fb5d80892059f25bab5abeb7ffbef9ec512abd9475cf96c0bacc21d3c7,True,ctls,sip.gymshark.com,,443,https://sip.gymshark.com:443,https,RTC/7.0,text/plain,GET,52.112.196.46,/,323444651,2603:1027::b,HSTS,4,False,,,True,Microsoft Corporation,,
size-guide.api.gymshark.com,,400,26,size-guide.api.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T07:55:20Z,2023-08-07T07:55:19Z,CN=size-guide.api.gymshark.com,size-guide.api.gymshark.com,size-guide.api.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8599757a61304d02343a7750b64da1a1,3d91a48bd32237bd6068f090820bdbec649ba5fd99a3ae2c02a95d7473890cfe,,ctls,size-guide.api.gymshark.com,,443,https://size-guide.api.gymshark.com:443,https,,application/json,GET,34.231.42.99,/,849111655,54.90.23.11,HSTS,2,False,,,,,,
size-guide.api.staging.gymshark.com,,400,26,size-guide.api.staging.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-04T06:31:28Z,2023-08-02T06:31:27Z,CN=size-guide.api.staging.gymshark.com,size-guide.api.staging.gymshark.com,size-guide.api.staging.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6448128e7267a6a9467ff0755eb6aa00,4ae48c0785aa787323604ce81dc6f9c53868daad73c2fca638050b54466ec43b,,ctls,size-guide.api.staging.gymshark.com,,443,https://size-guide.api.staging.gymshark.com:443,https,,application/json,GET,23.23.98.157,/,849111655,52.86.35.25,HSTS,2,False,,,,,,
sportsbras.develop.gymshark.com,Sports Bra Fit Finder | How A Supportive Sports Bra Should Fit | Gymshark,200,51943,sportsbras.develop.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-10-23T23:59:59Z,CN=develop.gymshark.com,develop.gymshark.com,*.develop.gymshark.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,95a3ccbfcf09ebf37a5e6dda9e5cc895,f057f1f3d4ca0366ffab288309240676ca183ebf8fb778dd168001ed00112d2c,True,ctls,sportsbras.develop.gymshark.com,cloudfront,443,https://sportsbras.develop.gymshark.com:443,https,CloudFront,text/html,GET,108.138.17.14,/,-432002409,108.138.17.13,webpack,182,False,True,,,,,
sportsbras.gymshark.com,Sports Bra Fit Finder | How A Supportive Sports Bra Should Fit | Gymshark,200,51324,sportsbras.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-06T10:33:43Z,2023-07-05T10:33:42Z,CN=sportsbras.gymshark.com,sportsbras.gymshark.com,sportsbras.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,74cc8760dff47b3de8546e3b33ee3da4,4b80582fa7cd0f6db398563c834d45aa76d30863063f265ed01b1ab4d096bc66,,ctls,sportsbras.gymshark.com,,443,https://sportsbras.gymshark.com:443,https,,text/html,GET,18.208.237.247,/,-432002409,34.231.42.99,webpack,182,False,,,,,,
staging3.gymshark.com,| Gymshark,200,6710,staging3.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-18T04:01:24Z,2023-06-16T04:01:23Z,CN=staging3.gymshark.com,staging3.gymshark.com,staging3.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,20b155e06ce6e92e5934f14306311956,992ea7a24fb9f483f9a0541bf12c954cc5ef89a2475590804819868e276ac422,,ctls,staging3.gymshark.com,,443,https://staging3.gymshark.com:443,https,cloudflare,text/html,GET,23.227.38.74,/,-1840324437,23.227.38.74,Shopify,162,False,,,,,https://staging3.gymshark.com/password,
staging4.gymshark.com,| Gymshark,200,6859,staging4.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-18T04:31:23Z,2023-06-16T04:31:22Z,CN=staging4.gymshark.com,staging4.gymshark.com,staging4.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3fc68552c4d0a39bc4cba2bd141aaa24,f15cbc22ecf5e9f9052b546d3e1380a9113021d72c1ec38512163d4aac7088fb,,ctls,staging4.gymshark.com,,443,https://staging4.gymshark.com:443,https,cloudflare,text/html,GET,23.227.38.74,/,-1840324437,23.227.38.74,Shopify,164,False,,,,,https://staging4.gymshark.com/password,
static.hotjar.com,Hotjar: Website Heatmaps & Behavior Analytics Tools,200,283605,www.hotjar.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-11-23T23:59:59Z,CN=*.hotjar.com,*.hotjar.com,hotjar.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,54638f1f3a40f685a2b7e2152ab03579,a25dec72ea3e5a283b6a53a564ea2ef61d08e33d461848a68334173dbe669213,True,ctls,www.hotjar.com,cloudfront,443,https://static.hotjar.com:443,https,,text/html,GET,18.66.97.49,/,-138391155,18.66.97.53,webpack,590,False,True,,,,https://www.hotjar.com,
stock-finder.api.staging.gymshark.com,,401,130,stock-finder.api.staging.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-20T06:18:12Z,2023-07-19T06:18:11Z,CN=stock-finder.api.staging.gymshark.com,stock-finder.api.staging.gymshark.com,stock-finder.api.staging.gymshark.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2aeca37cca03055142c360d980be59f5,322cd7d1bbd145ac3135ea2748e14c84ec02fa74b5cec24c7872f5e2dc39f61a,,ctls,stock-finder.api.staging.gymshark.com,,443,https://stock-finder.api.staging.gymshark.com:443,https,,application/json,GET,54.159.247.48,/,849111655,3.216.57.230,,2,False,,,,,,
store.gymshark.com,404 Not Found,404,564,store.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-25T00:00:00Z,2024-04-22T23:59:59Z,CN=store.gymshark.com,store.gymshark.com,ablink.store.gymshark.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8715b8a82e9a3befd8b10a454535bbc1,b62d315787464d9e34d4c45a5f3ed0de6355f877b074d167a64452f1bbc439f5,,ctls,store.gymshark.com,cloudfront,443,https://store.gymshark.com:443,https,nginx,text/html,GET,13.32.121.114,/,1506877856,13.32.121.118,Nginx,14,False,True,,,,,
storesync2.gymshark.io,,200,20415,storesync2.gymshark.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T03:17:44Z,2023-06-19T03:17:43Z,CN=storesync2.gymshark.io,storesync2.gymshark.io,storesync2.gymshark.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c1765bedc9c394aee1c15fbe440e4095,1fdc1b5dd0233462021d3fad8e39b8cde9ed3862b903b64f9d70487fccdfb2db,,ctls,storesync2.gymshark.io,,443,https://storesync2.gymshark.io:443,https,,text/html,GET,54.198.84.103,/,909536006,18.208.237.247,,4,False,,,,,,
storesync2.staging.gymshark.io,,200,20444,storesync2.staging.gymshark.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-26T22:28:53Z,2023-07-25T22:28:52Z,CN=storesync2.staging.gymshark.io,storesync2.staging.gymshark.io,storesync2.staging.gymshark.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e55fb575ab2aea9a01b8bb401aaf0504,bc2b5c18e2ec778a0d4909ec198b6a45d05c373c566b4edc2e741eaeb3cb87f4,,ctls,storesync2.staging.gymshark.io,,443,https://storesync2.staging.gymshark.io:443,https,,text/html,GET,54.159.247.48,/,909536006,67.202.47.151,,4,False,,,,,,
summary-creators.gymshark.com,403 Forbidden,403,146,summary-creators.gymshark.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-30T00:00:00Z,2024-05-29T23:59:59Z,CN=team-creators.gymshark.com,team-creators.gymshark.com,creators.gymshark.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,36a3948d20d556152e91745328ea57e4,8549a505e744c9d14a20aa5f14a9027c022744adc5feb14621818538fd1086da,,ctls,summary-creators.gymshark.com,,443,https://summary-creators.gymshark.com:443,https,nginx,text/html,GET,54.177.137.208,/,1494302000,52.53.122.32,Nginx,8,False,,,,,,
support.gymshark.com,Gymshark Support,200,42678,support.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-26T00:00:00Z,2024-05-25T23:59:59Z,CN=support.gymshark.com,support.gymshark.com,*.support.gymshark.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d2d3614836e44d6c2ddd2636bd1bbacf,0da8f09fdeeaadf9c8c5650d927459866d2f2b01312c9cee2ebdf7e218d573e8,True,ctls,support.gymshark.com,cloudfront,443,https://support.gymshark.com:443,https,CloudFront,text/html,GET,18.66.97.53,/,1877607873,18.66.97.66,webpack,112,False,True,,,,https://support.gymshark.com/en-US,
surveystats.hotjar.io,,200,,surveystats.hotjar.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-08-16T23:59:59Z,CN=*.hotjar.io,*.hotjar.io,*.hotjar.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0a8797a00a6560f3e860859ff9574566,4127172a233a2a50f7edd3e074db168af8e27e0bf753035d4dd4284f5267a91e,True,ctls,surveystats.hotjar.io,cloudfront,443,https://surveystats.hotjar.io:443,https,AmazonS3,text/plain,GET,18.155.153.82,/,-1335593146,18.155.153.103,Amazon Web Services,1,False,True,,,,,
sustainability.gymshark.com,Home,200,89787,sustainability.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-30T00:00:00Z,2024-02-28T23:59:59Z,CN=sustainability.gymshark.com,sustainability.gymshark.com,sustainability.gymshark.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7453781dd666f44af686b0d9511e9d92,2538519d4cc2b8f81ae8284d220f46744b7b31cfac014cf34fd3e5bf7ea6140a,,ctls,sustainability.gymshark.com,cloudfront,443,https://sustainability.gymshark.com:443,https,,text/html,GET,65.9.66.4,/,1594035772,65.9.66.118,webpack,4,False,True,,,,,https://*.rmp.rakuten.com
switchon.gymshark.com,,200,28063,switchon.gymshark.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-01T00:00:00Z,2023-10-02T23:59:59Z,"CN=switchon.gymshark.com, O=Gymshark Limited, L=Solihull, C=GB",switchon.gymshark.com,switchon.gymshark.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,30956fc3fef04ff5c719c9c95ce46ade,5d12dcb5f2953f7c5ce26cc778acf2d669e82bdc679b2aa19df896d664a7fa22,,ctls,switchon.gymshark.com,,443,https://switchon.gymshark.com:443,https,,text/html,GET,18.132.26.251,/,-1840324437,18.132.25.37,Yii,550,False,,,,Gymshark Limited,https://switchon.gymshark.com/lms/,switchon.gymshark.com
tableau.gymshark.io,,200,1584,tableau.gymshark.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-18T23:59:59Z,CN=tableau.gymshark.io,tableau.gymshark.io,admin.tableau.gymshark.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,977d07069979c504202829e7a63e1c21,fd442261de38c4125da86cee2d8c8757d5ba7499c13d92f9040ee9a5bb4508a1,,ctls,tableau.gymshark.io,,443,https://tableau.gymshark.io:443,https,Tableau,text/html,GET,52.71.127.65,/,-1441956789,54.236.167.86,,14,False,,,,,,https://api.mapbox.com
teabreak.gymshark.io,Gymshark Virtual Tea Break Service,200,2380,teabreak.gymshark.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-16T00:00:00Z,2024-04-13T23:59:59Z,CN=teabreak.gymshark.io,teabreak.gymshark.io,*.teabreak.gymshark.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,cd5e3afb74a1282d2bed41cf877f75b6,adcac252e750010b1e36c965a6730381da90e488d09e8081742fda264d81595e,True,ctls,teabreak.gymshark.io,cloudfront,443,https://teabreak.gymshark.io:443,https,Gymshark,text/html,GET,52.222.236.96,/,106412418,52.222.236.80,HSTS,1,False,True,,,,,auth.gshq.gymshark.io
teabreak.staging.gymshark.io,Gymshark Virtual Tea Break Service,200,2380,teabreak.staging.gymshark.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-15T00:00:00Z,2024-04-12T23:59:59Z,CN=teabreak.staging.gymshark.io,teabreak.staging.gymshark.io,*.teabreak.staging.gymshark.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,96c4feab051de45e5d2673877dd40d97,bfc35a4ef7c41a75fef8e4d9ab2ffff80a1fb8fc5460fe8c2075746597bface5,True,ctls,teabreak.staging.gymshark.io,cloudfront,443,https://teabreak.staging.gymshark.io:443,https,Gymshark,text/html,GET,13.224.189.72,/,106412418,13.224.189.85,HSTS,1,False,True,,,,,https://fonts.gstatic.com
team-creators.gymshark.com,United We Sweat,200,13835,team-creators.gymshark.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-30T00:00:00Z,2024-05-29T23:59:59Z,CN=team-creators.gymshark.com,team-creators.gymshark.com,creators.gymshark.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,36a3948d20d556152e91745328ea57e4,8549a505e744c9d14a20aa5f14a9027c022744adc5feb14621818538fd1086da,,ctls,team-creators.gymshark.com,,443,https://team-creators.gymshark.com:443,https,nginx,text/html,GET,13.56.36.95,/,-531112152,52.52.16.237,Nginx,281,False,,,,,,Pinterest.
team3.develop.gymshark.io,,200,,,,,,,,,,,,,,,,,,,,,80,http://team3.develop.gymshark.io:80,http,AmazonS3,text/html,GET,52.216.220.29,/,-504542714,52.217.18.35,Amazon Web Services,1,False,,,,,,
thriftplus.gymshark.com,Thrift+,200,63883,thriftplus.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-16T23:59:59Z,CN=thriftplus.gymshark.com,thriftplus.gymshark.com,thriftplus.gymshark.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a0f641ae78ab9c1dd91a9ddab5557bbe,18b8fdc5bf30f6e0e0b7a9cef0f4b3a9b68d78b8f35ba9474a712fbe61747b34,,ctls,thriftplus.gymshark.com,cloudfront,443,https://thriftplus.gymshark.com:443,https,AmazonS3,text/html,GET,13.32.27.16,/,1766030474,13.32.27.96,Amazon Web Services,191,False,True,,,,,
tours.gymshark.com,The Gymshark Experience,200,32139,tours.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-02T00:00:00Z,2024-04-30T23:59:59Z,CN=tours.gymshark.com,tours.gymshark.com,*.tours.gymshark.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6efa2a71f82a162c964337c373b58f8b,5dbda894db5187ffc0956844255d7f55e25111d333caba33f4ae65994527c5dc,True,ctls,tours.gymshark.com,cloudfront,443,https://tours.gymshark.com:443,https,AmazonS3,text/html,GET,13.32.27.109,/,-432002409,13.32.27.7,Amazon Web Services,95,False,True,,,,,
tours.staging.gymshark.com,The Gymshark Experience,200,32139,tours.staging.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-11T23:59:59Z,CN=staging.gymshark.com,staging.gymshark.com,*.staging.gymshark.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0fd2de0c81526763b93a5449d7b4cee4,850fd1e9304d2c886a5f0724b5f7d692a40a895e98f8576325cb16f0e127106f,True,ctls,tours.staging.gymshark.com,cloudfront,443,https://tours.staging.gymshark.com:443,https,AmazonS3,text/html,GET,13.225.78.6,/,-432002409,13.225.78.37,Amazon Web Services,95,False,True,,,,,
track.gymshark.com,Track order status - Gymshark,200,49382,track.gymshark.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-08T00:00:00Z,2024-03-07T23:59:59Z,"CN=track.gymshark.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",track.gymshark.com,track.gymshark.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",e5e6fe3d5d6cfe0902d8fb2cb5b3c11e,72d963807d17bdd0bb6f1e742f116c7506a7c3d19809bf843a5eb75b0627f9b3,,ctls,track.gymshark.com,cloudflare,443,https://track.gymshark.com:443,https,cloudflare,text/html,GET,104.17.140.107,/,-1840324437,2606:4700::6811:8b6b,Kong:2.5.1,140,False,True,,,"Cloudflare, Inc.",,
