new,host,a,soa,ns,status_code,mx,txt,cdn,cdn-name,cname,has_internal_ips,internal_ips,aaaa,caa
[x],x8o64ufr-ios-113-0-0.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],x8o64ufr-ios-124-0-0.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],x8o64ufr-ios-146-0-0.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],x8o64ufr-ios-58-0-0.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],x8o64ufr-ios-59-0-0.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],x8o64ufr-ios-60-0-0.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],x8o64ufr-ios-65-0-0.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],x8o64ufr-ios-69-0-0.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],x8o64ufr-ios-79-0-0.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],x9j9k4l7-android-1-1-0-1-3-3.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],xawv0n6r-ios-10-1.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],xf58euqd-android-0-1-2-6-0.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com","ns-1156.awsdns-16.org, ns-1896.awsdns-45.co.uk, ns-25.awsdns-03.com, ns-945.awsdns-54.net",NOERROR,,,,,,,,,
[x],xf58euqd-android-0-1-2-6-5.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],xf58euqd-android-0-1-2-7-2.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],xf58euqd-android-0-1-2-7-5.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com","ns-1156.awsdns-16.org, ns-1896.awsdns-45.co.uk, ns-25.awsdns-03.com, ns-945.awsdns-54.net",NOERROR,,,,,,,,,
[x],xh9bvj6n-ios.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],xhnn6n6y-android-2-0-2-3-2-0-1-8-0-5-0-5.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],xo5tdz0y-android-1-4-8.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],xp2o4llo-ios.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],xw3x06wa-ios-0-2.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],yfhkly83-ios-2-5-3.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],yhisve4w-android.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],yju0pucw-android-5-1-3.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],ymoia45i-android.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],ymoia45i-ios-4-3-2.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],z08qgmx4-android-1-3-1-1.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],z6a86tef-ios-7-1-0.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],z6a86tef-ios-7-5-0.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com","ns-1156.awsdns-16.org, ns-1896.awsdns-45.co.uk, ns-25.awsdns-03.com, ns-945.awsdns-54.net",NOERROR,,,,,,,,,
[x],z6abja6l-android-1-5-5.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],z9hve9nj-android-2-1-1-2.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],zdotpjus-android.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],zendesk.intercom.io,"50.17.241.181, 34.231.52.238","ns-97.awsdns-12.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],zorz11ml-ios-1-16-0.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],zorz11ml-ios-1-18-1.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],zorz11ml-ios-1-25-0.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],zorz11ml-ios-1-29-0.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],zorz11ml-ios-1-33-0.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],zqscjrfr-android-1-0-7.mobile-sdk-api.intercom.io,"34.197.199.101, 52.86.133.128","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],ztawwxuu-android.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],ztawwxuu-ios.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],zyggvuts-android-1-5.mobile-sdk-api.intercom.io,"52.86.133.128, 34.197.199.101","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
