input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,webserver,final_url,csp_domains_
software.ivanti.com,,403,16,software.ivanti.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-18T00:00:00Z,2024-03-17T23:59:59Z,"CN=*.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",*.ivanti.com,"Ivanti, Inc.",ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,820d4f3e2b0fcc02413ea8405358ce58,d3b5a1e9df9a88f92f38b3b1ac3fd4ae2c880dd66cfc3a4ad8d06d8fcf4be2c1,True,ctls,software.ivanti.com,cloudflare,443,https://software.ivanti.com:443,https,text/plain,GET,104.17.137.107,/,1253481126,2606:4700::6811:896b,Cloudflare,1,False,True,cloudflare,,
solutionsdirectory.ivanti.com,WaveLink Solutions Directory,200,5642,solutionsdirectory.ivanti.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-18T00:00:00Z,2024-03-17T23:59:59Z,"CN=*.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",*.ivanti.com,"Ivanti, Inc.",ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,820d4f3e2b0fcc02413ea8405358ce58,d3b5a1e9df9a88f92f38b3b1ac3fd4ae2c880dd66cfc3a4ad8d06d8fcf4be2c1,True,ctls,solutionsdirectory.ivanti.com,cloudflare,443,https://solutionsdirectory.ivanti.com:443,https,text/html,GET,104.17.137.107,/,966578491,2606:4700::6811:8a6b,Handlebars,196,False,True,cloudflare,,
status.ivanti.com,Ivanti Cloud Status,200,1759401,status.ivanticloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-26T03:43:53Z,2023-06-24T03:43:52Z,CN=alpaca.status.merchlogix.com,alpaca.status.merchlogix.com,,steampipe.wtf,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a47a9ce44256265540c2ed2a848cc8e2,610b68fb87a28691506dd3bf5a62f2030a8ee43eb4a32032b21f65d85828b2f5,,ctls,status.ivanticloud.com,cloudflare,443,https://status.ivanti.com:443,https,text/html,GET,104.17.137.107,/,302120425,2606:4700::6811:8a6b,HSTS,17429,False,True,,https://status.ivanticloud.com,
stlicense.ivanti.com,Manually Activate a License,200,5857,stlicense.ivanti.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-19T00:00:00Z,2024-03-18T23:59:59Z,"CN=stlicense.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",stlicense.ivanti.com,"Ivanti, Inc.",stlicense.ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,5eee1e815dde0fc1f0c86e60bfb7120c,c2dbb3f9ac4533ff031fa9de75c1788eaa7635ba082cae4db1e51375df086e46,,ctls,stlicense.ivanti.com,,80,http://stlicense.ivanti.com:80,http,text/html,GET,67.199.253.117,/,1477423824,67.199.253.117,Windows Server,137,False,,Microsoft-IIS/8.5,https://stlicense.ivanti.com/OfflineActivation,
surveys.ivanti.com,Ivanti Community,200,428400,forums.ivanti.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-22T00:00:00Z,2023-07-22T23:59:59Z,"CN=forums.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",forums.ivanti.com,"Ivanti, Inc.",forums.ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1c99ff3cea93dcbea742cc83436e504c,d8441c29a7d6fd1bdf9d05711c60604ef3954f70936a3f17e5442b9d797cc119,,ctls,forums.ivanti.com,cloudflare,443,https://surveys.ivanti.com:443,https,text/html,GET,104.17.138.107,/,-49130120,2606:4700::6811:8a6b,HSTS,526,False,True,sfdcedge,https://forums.ivanti.com/s/?language=en_US,https://usageanalytics.coveo.com
tracking.info.ivanti.com,404 - Not found or no permission to access,404,1330,tracking.info.ivanti.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-10-24T00:00:00Z,2023-10-24T23:59:59Z,"CN=info.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",info.ivanti.com,"Ivanti, Inc.",tracking.info.ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d01c4d56865e1cd40208f0514377e1e2,8d485c0fb18d68bed5da65d7158eecae3839590e82bdf76cef5b5e7622a7a463,,ctls,tracking.info.ivanti.com,oracle,443,https://tracking.info.ivanti.com:443,https,text/html,GET,147.154.45.177,/,-1270699277,147.154.45.177,Bootstrap,33,False,True,,,
trust.ivanti.com,Ivanti Cloud Status,200,1759401,status.ivanticloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-26T03:43:53Z,2023-06-24T03:43:52Z,CN=alpaca.status.merchlogix.com,alpaca.status.merchlogix.com,,steampipe.wtf,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a47a9ce44256265540c2ed2a848cc8e2,610b68fb87a28691506dd3bf5a62f2030a8ee43eb4a32032b21f65d85828b2f5,,ctls,status.ivanticloud.com,cloudflare,443,https://trust.ivanti.com:443,https,text/html,GET,104.17.137.107,/,302120425,2606:4700::6811:896b,HSTS,17429,False,True,,https://status.ivanticloud.com,
usergroups.ivanti.com,Ivanti Innovators Connect | Ivanti Innovators Connect,200,257773,usergroups.ivanti.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-25T10:40:21Z,2023-06-23T11:33:35Z,CN=usergroups.ivanti.com,usergroups.ivanti.com,,usergroups.ivanti.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,5bbe7a822df9c087097d3f1f462bff1f,b2beb2ca8a02dcb79972d06b8c796bc12bc2f27a97486056062aaab7d893635c,,ctls,usergroups.ivanti.com,google,80,http://usergroups.ivanti.com:80,http,text/html,GET,34.111.32.115,/,1494302000,34.111.32.115,Nginx,1278,False,True,nginx,https://usergroups.ivanti.com/,
wavelinksolutions.ivanti.com,Page Redirection,200,553,wavelinksolutions.ivanti.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-07T00:00:00Z,2024-04-06T23:59:59Z,"CN=wavelinksolutions.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",wavelinksolutions.ivanti.com,"Ivanti, Inc.",wavelinksolutions.ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d86e199a034afe2dd8bc73f91ff0c851,23abbe5d1157647686da4240a675e354fb0b08f40104748a6fbcd9272bfbda04,,ctls,wavelinksolutions.ivanti.com,cloudfront,443,https://wavelinksolutions.ivanti.com:443,https,text/html,GET,143.204.215.22,/,679202724,2600:9000:214f:9c00:0:a48b:c280:93a1,Amazon Web Services,15,False,True,AmazonS3,,url=http://ivanti.com
welcome.ivanti.com,,204,,welcome.ivanti.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-06T09:27:58Z,2023-07-05T09:27:57Z,CN=welcome.ivanti.com,welcome.ivanti.com,,welcome.ivanti.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9f95f0c5f474fa5c6d6f46e95122bfbb,637aea293365db7bcca06151daaccb597bddc2f89fc79af385f8913e831fcf81,,ctls,welcome.ivanti.com,,443,https://welcome.ivanti.com:443,https,,GET,54.185.21.100,/,-1840324437,54.189.137.219,HSTS,1,False,,,,
