new,host,a,soa,status_code,ns,txt,aaaa,cdn,cdn-name,cname,caa,has_internal_ips,internal_ips,mx
[x],gliderbim.dio.mcn.ice.mod.gov.uk,"35.177.5.38, 3.9.129.96","ns-295.awsdns-36.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1511.awsdns-60.org, ns-1855.awsdns-39.co.uk, ns-295.awsdns-36.com, ns-602.awsdns-11.net",,,,,,,,,
[x],graph.vi-preprod.ice.mod.gov.uk,"13.41.85.119, 18.168.83.131","ns-1924.awsdns-48.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hasura-internal.main.prod.r2d2.alpha.digital.mod.uk,"3.11.202.255, 18.132.134.61, 35.177.115.150","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,cluster.prod.r2d2.alpha.digital.mod.uk,,,,
[x],hasura-internal.main.stage.r2d2.alpha.digital.mod.uk,"18.170.167.7, 18.135.78.46, 3.10.44.248","ns-562.awsdns-06.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,cluster.stage.r2d2.alpha.digital.mod.uk,,,,
[x],hasura.main.stage.r2d2.alpha.digital.mod.uk,"18.170.167.7, 3.10.44.248, 18.135.78.46","ns-562.awsdns-06.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,cluster.stage.r2d2.alpha.digital.mod.uk,,,,
[x],helpdesk.defencegateway.mod.uk,"104.18.14.198, 104.18.15.198","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,True,cloudflare,,,,,
[x],henosis-dev.raf.dev.iace.mod.gov.uk,51.11.168.96,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,"ns1-05.azure-dns.com, ns2-05.azure-dns.net, ns3-05.azure-dns.org, ns4-05.azure-dns.info",,,True,azure,,,,,
[x],hts1.army.mod.uk,195.130.1.223,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],hybrid.mod.gov.uk,,"ns0170.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],hybrid.ovs.mod.gov.uk,195.130.1.231,"ns0170.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],i-site.mod.uk,213.120.218.34,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],ias.ahe.mod.uk,62.172.134.202,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],ice.mod.gov.uk,,"ns-1008.awsdns-62.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-323.awsdns-40.com, ns-1008.awsdns-62.net, ns-1674.awsdns-17.co.uk, ns-1406.awsdns-47.org",gp5jkqbc340kagr794j4ll939h,,,,,,,,
[x],ideas.mod.uk,146.75.120.144,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,2a04:4e42:8e::144,True,fastly,"www.science.mod.uk, redirector-cdn.production.govuk.service.gov.uk, www-gov-uk.map.fastly.net",,,,
[x],identity.royalnavy.mod.uk,"104.18.16.76, 104.18.17.76","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,"2606:4700::6812:114c, 2606:4700::6812:104c",True,cloudflare,,,,,
[x],idp.mod.gov.uk,195.130.1.245,"ns0170.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],idp.modnetpp.mod.uk,,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],idp.modsitnet.mod.uk,,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],indirect.gcbps.mod.uk,"195.130.1.228, 195.130.1.227","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,BPS PSN N3 outbound,,,,,,,,
[x],induction.mod.uk,162.13.214.32,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],innovative.ideas.mod.uk,78.136.47.207,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,mail.innovative.ideas.mod.uk
[x],intassess.recruitment.mod.uk,20.90.220.126,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],intpg1.recruitment.mod.uk,,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],issbdazbhbrdp1.azurepp.mod.gov.uk,195.130.26.52,"ns0170.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],jackspeak.royalnavy.mod.uk,,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,"2606:4700::6812:104c, 2606:4700::6812:114c",True,cloudflare,,,,,
[x],jdlmo.mod.uk,188.39.31.91,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],jenkins.dev.pads.ice.mod.gov.uk,35.178.62.86,"ns-451.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],jfc.defencegateway.mod.uk,"104.18.14.198, 104.18.15.198","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,True,cloudflare,,,,,
[x],jira.modcloud.mcn.ice.mod.gov.uk,"18.168.165.144, 13.41.31.6","ns-319.awsdns-39.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],jive.defencegateway.mod.uk,"18.169.116.207, 3.9.252.255","ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,ice-c0078-prod-alb-nginx-pub-1070173841.eu-west-2.elb.amazonaws.com,,,,
[x],jivetest.defencegateway.mod.uk,"3.9.252.255, 18.169.116.207","ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,ice-c0078-prod-alb-nginx-pub-1070173841.eu-west-2.elb.amazonaws.com,,,,
[x],jobs.army.mod.uk,"104.18.23.40, 104.18.22.40","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,"2606:4700::6812:1628, 2606:4700::6812:1728",True,cloudflare,,,,,
[x],kilpeck-dev.cii.ice.mod.gov.uk,"13.42.202.22, 18.135.231.74","ns-1164.awsdns-17.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1164.awsdns-17.org, ns-1947.awsdns-51.co.uk, ns-741.awsdns-28.net, ns-87.awsdns-10.com",,,,,,,,,
[x],landopensystems.mod.uk,37.143.140.16,"ns1.datacenta.net, dns.datacenta.net",NOERROR,"ns1.datacenta.net, ns2.datacenta.net, ns3.datacenta.net",v=spf1 a:mail.datacenta.net include:datacenta.net ~all,,,,,,,,
[x],learning.bader.mod.uk,"104.18.21.53, 104.18.20.53","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,"2606:4700::6812:1435, 2606:4700::6812:1535",True,cloudflare,,,,,
[x],leave.defencegateway.mod.uk,"104.18.14.198, 104.18.15.198","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,True,cloudflare,,,,,
[x],letacciscwe-preprod.uksc.ice.mod.gov.uk,"3.8.72.200, 18.169.164.170","ns-1195.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1195.awsdns-21.org, ns-1992.awsdns-57.co.uk, ns-311.awsdns-38.com, ns-531.awsdns-02.net",,,,,,,,,
[x],letacciscwe.uksc.ice.mod.gov.uk,"18.132.131.95, 13.41.168.70","ns-1494.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1805.awsdns-33.co.uk, ns-1494.awsdns-58.org, ns-29.awsdns-03.com, ns-835.awsdns-40.net",amazonses:kngQ1gfLljFdmzW23HZzNtgRYYSeXOKrVCym8F7L6PE=,,,,,,,,inbound-smtp.us-east-1.amazonaws.com
[x],logs.stars.dev.iace.mod.gov.uk,51.104.254.70,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,True,azure,,,,,
[x],logs.stars.iace.mod.gov.uk,20.49.149.184,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,True,azure,,,,,
[x],lyneham.raf.mod.uk,213.171.219.53,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],m.acsa.mod.uk,86.188.163.110,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],mail.amd.mod.uk,82.152.73.82,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],mail.awc.mod.uk,81.149.98.190,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],mail.dean.mod.gov.uk,195.99.199.236,"ns0170.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],mail.defencegateway.mod.uk,18.133.210.238,"ns-608.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,nlb-email-788480c833f2183a.elb.eu-west-2.amazonaws.com,,,,
[x],mail.defenceimagedatabase.mod.uk,217.77.187.15,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],mail.dinsa.mod.uk,81.138.106.154,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],mcn.ace.mod.gov.uk,,"ns1-02.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,"ns1-02.azure-dns.com, ns2-02.azure-dns.net, ns3-02.azure-dns.org, ns4-02.azure-dns.info",,,,,,,,,
[x],mmvh-dev.metoffice.ice.mod.gov.uk,"13.42.169.79, 18.170.162.59","ns-1309.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1309.awsdns-35.org, ns-229.awsdns-28.com, ns-639.awsdns-15.net, ns-1622.awsdns-10.co.uk",,,,,,,,,
[x],mmvh1-sb.metoffice.ice.mod.gov.uk,"3.11.120.204, 3.9.49.177","ns-695.awsdns-22.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mobile.army.mod.uk,20.90.220.219,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],mod-cloud.service.mod.gov.uk,20.90.66.223,"ns1-08.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,foundry-product-page-mod-cloud-product-pages.apps.ocp2.azure.dso.digital.mod.uk,,,,
[x],mod.gov.uk,94.236.30.16,"ns0170.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,"ns0047.secondary.cloudflare.com, ns0170.secondary.cloudflare.com","ca3-52661960150f48a197960912bb094267, ca3-cdf21a9410ba4c42b17c16a321bd3720, v=spf1 a:hybrid.mod.gov.uk a:hybrid.ovs.mod.gov.uk include:spf.protection.outlook.com ip4:82.109.66.128/26 ip4:82.110.109.192/26 , a:mx1.gcbps.mod.uk a:mx2.gcbps.mod.uk a:mx.defencegateway.mod.uk a:out.defencegateway.mod.uk ip4:163.164.64.56 ip4:195.130.1.0/25 , ip4:195.130.1.128/26 ip4:195.130.1.192/27 ip4:195.130.1.224 include:spf-wg.ecase.co.uk -all",,,,,,,,mod-gov-uk.mail.protection.outlook.com
[x],mod.uk,"151.101.128.204, 151.101.64.204, 151.101.192.204, 151.101.0.204, 185.13.50.196, 185.13.50.200","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,"7q7078saaf3sbqr8ps946vp396, a42p99lkamslgtvcl724imraij, aggegnrvk0pa10bdkie8lrftv, ca3-703450e5fafe4540b5bc2e598e4e1d27, ca3-e3a93adb24374d4695e87e3076998b73, efeapj8i3ja1t54f8ha9g7hqbi, facebook-domain-verification=ok5xm6sdetmh3bncb2palaz6kpssd6, v=spf1 include:spf1.mod.uk include:spf2.mod.uk -all",,True,fastly,,,,,"mx1.gcbps.mod.uk, mx2.gcbps.mod.uk"
[x],monitor-dr.stars.iace.mod.gov.uk,51.11.112.30,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,True,azure,,,,,
[x],monitor.stars.dev.iace.mod.gov.uk,51.104.254.70,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,True,azure,,,,,
[x],monitor.stars.iace.mod.gov.uk,20.49.149.184,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,True,azure,,,,,
[x],monitoring.main.prod.r2d2.alpha.digital.mod.uk,"35.177.115.150, 18.132.134.61, 3.11.202.255","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,cluster.prod.r2d2.alpha.digital.mod.uk,,,,
[x],monitoring.main.stage.r2d2.alpha.digital.mod.uk,"18.170.167.7, 3.10.44.248, 18.135.78.46","ns-562.awsdns-06.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,cluster.stage.r2d2.alpha.digital.mod.uk,,,,
[x],msoid.mod.gov.uk,"20.190.159.2, 20.190.159.4, 20.190.159.73, 20.190.159.75, 40.126.31.69, 40.126.31.71, 40.126.31.73, 20.190.159.0","internal.akadns.net, hostmaster.akamai.com",NOERROR,,,,True,azure,"clientconfig.microsoftonline-p.net, a.privatelink.msidentity.com, prda.aadg.msidentity.com, www.tm.a.prd.aadg.akadns.net",,,,
[x],mta-sts-enforcing.dgwmail.mod.uk,"104.18.6.106, 104.18.7.106","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,"2606:4700::6812:76a, 2606:4700::6812:66a",True,cloudflare,,,,,
[x],mta-sts-testing.dgwmail.mod.uk,"104.18.7.106, 104.18.6.106",,NOERROR,,,"2606:4700::6812:66a, 2606:4700::6812:76a",True,cloudflare,,,,,
[x],mta-sts.bader.mod.uk,"104.18.21.53, 104.18.20.53","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,"2606:4700::6812:1535, 2606:4700::6812:1435",True,cloudflare,,,,,
[x],mta-sts.cadetmail.mod.uk,"188.114.99.229, 188.114.98.229","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,"2a06:98c1:3122:e000::5, 2a06:98c1:3123:e000::5",True,cloudflare,,,,,
[x],mta-sts.mod.uk,"172.67.195.107, 104.21.92.158","dale.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,"2606:4700:3031::ac43:c36b, 2606:4700:3033::6815:5c9e",True,cloudflare,mod-uk-mta-sts.mod118.workers.dev,,,,
[x],mta-sts.rafac.mod.gov.uk,"13.107.253.45, 13.107.226.45","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.fb-t-msedge.net",NOERROR,,,"2620:1ec:4e:1::45, 2620:1ec:4f:1::45",,,"ep-mtasts-rafac-mod-gov-uk.azureedge.net, ep-mtasts-rafac-mod-gov-uk.afd.azureedge.net, star-azureedge-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net",,,,
[x],mx.defencegateway.mod.uk,162.13.69.31,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,v=spf1 a:mx.defencegateway.mod.uk ~all,,,,,,,,
[x],mx1.defencegateway.mod.uk,94.236.30.140,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],mx1.gcbps.mod.uk,185.13.50.196,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],mx2.gcbps.mod.uk,185.13.50.200,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],myadmin.defencegateway.mod.uk,"104.18.15.198, 104.18.14.198","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,True,cloudflare,,,,,
[x],myfitness-dev.dgw-dev.mod.uk,20.49.157.82,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,True,azure,,,,,
[x],myfitness-test.dgw-dev.mod.uk,20.49.157.82,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,True,azure,,,,,
[x],myfitness.defencegateway.mod.uk,51.11.1.97,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,True,azure,,,,,
[x],mynavy.mod.uk,,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,"ns0170.secondary.cloudflare.com, ns0047.secondary.cloudflare.com",,,,,,,,,
[x],ncb.mod.uk,217.204.64.131,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,v=spf1 ip4:217.204.64.128/28 ~all,,,,,,,,
[x],ns0.da.mod.uk,208.94.148.2,"ns0.defenceacademy.mod.uk, hostmaster.defenceacademy.mod.uk",NOERROR,,,,,,,,,,
[x],ns0.defenceacademy.mod.uk,208.94.148.2,"ns0.defenceacademy.mod.uk, hostmaster.defenceacademy.mod.uk",NOERROR,,,,,,,,,,
[x],ns1.da.mod.uk,208.80.124.2,"ns0.defenceacademy.mod.uk, hostmaster.defenceacademy.mod.uk",NOERROR,,,,,,,,,,
[x],ns2.mod.uk,94.236.30.112,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],ns3.da.mod.uk,208.80.125.2,"ns0.defenceacademy.mod.uk, hostmaster.defenceacademy.mod.uk",NOERROR,,,,,,,,,,
[x],ns4.da.mod.uk,208.80.127.2,"ns0.defenceacademy.mod.uk, hostmaster.defenceacademy.mod.uk",NOERROR,,,,,,,,,,
[x],ns4.defenceacademy.mod.uk,208.80.127.2,"ns0.defenceacademy.mod.uk, hostmaster.defenceacademy.mod.uk",NOERROR,,,,,,,,,,
[x],oauth-openshift.apps.ocp1.azure.dso.digital.mod.uk,20.108.108.248,"ns1-08.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,,,
[x],oauth-openshift.apps.ocp2.azure.dso.digital.mod.uk,20.90.66.223,"ns1-08.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,,,
[x],oauth-openshift.apps.ocp3.azure.dso.digital.mod.uk,20.117.219.10,"ns1-08.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,,,
[x],oauth.defencegateway.mod.uk,"18.134.114.27, 52.56.102.206","ns-608.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,ice-c0074-prod-nlb-nginx-pub-04a9a61cae73fc1d.elb.eu-west-2.amazonaws.com,,,,
[x],oauth2.defencegateway.mod.uk,"104.18.14.198, 104.18.15.198","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,True,cloudflare,,,,,
[x],pd.da.mod.uk,,"tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,,,,True,azure,"pd-damoduk.msappproxy.net, 267e129b-fd11-41b9-a908-15fc6967cf17.tenant.runtime.msappproxy.net, cwap-eur1-runtime.routing.msappproxy.net, eur.proxy-3.appproxy.msidentity.com, www.tm.eur.proxy-3.appproxy.trafficmanager.net",,,,
[x],photos.mod.uk,5.187.26.88,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,v=spf1 a:photos.mod.uk include:_spf.iomartcloud.com ~all,,,,,,,,"mx1.iomartcloud.com, mx2.iomartcloud.com"
[x],pixel.royalnavy.mod.uk,"104.18.16.76, 104.18.17.76","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,"2606:4700::6812:104c, 2606:4700::6812:114c",True,cloudflare,,,,,
[x],preprod.leidos-core.mcn.ice.mod.gov.uk,"13.41.133.93, 18.168.119.56","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1439.awsdns-51.org, ns-1849.awsdns-39.co.uk, ns-392.awsdns-49.com, ns-571.awsdns-07.net",,,,,,,,,
[x],preprodf.scip.mcn.ice.mod.gov.uk,"18.170.143.122, 3.11.231.81, 3.11.75.229","ns-561.awsdns-06.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1414.awsdns-48.org, ns-1765.awsdns-28.co.uk, ns-345.awsdns-43.com, ns-561.awsdns-06.net",,,,,,,,,
[x],press.mod.uk,192.5.30.135,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],prod.r2d2.alpha.digital.mod.uk,,"ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1157.awsdns-16.org, ns-1911.awsdns-46.co.uk, ns-233.awsdns-29.com, ns-566.awsdns-06.net",,,,,,,,,
[x],projects.toms.mod.uk,94.236.30.137,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],qbp.army.mod.uk,54.76.226.24,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],qhm.mod.uk,"151.101.128.204, 151.101.192.204, 151.101.64.204, 151.101.0.204","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,v=spf1 a:mx.defencegateway.mod.uk a:mx1.defencegateway.mod.uk ip4:18.135.218.159 include:authsmtp.com ~all,,True,fastly,,,,,mx2.defencegateway.mod.uk
[x],r2d2.main.stage.r2d2.alpha.digital.mod.uk,"18.170.167.7, 18.135.78.46, 3.10.44.248","ns-562.awsdns-06.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,cluster.stage.r2d2.alpha.digital.mod.uk,,,,
[x],r2d2.prod.r2d2.alpha.digital.mod.uk,"3.11.202.255, 35.177.115.150, 18.132.134.61","ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,cluster.prod.r2d2.alpha.digital.mod.uk,,,,
[x],rafmail.mod.uk,"104.18.6.106, 104.18.7.106","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,"google-site-verification=E8PIBSUFDTnnR6F2TBqSZDN2JTjtIeb1QfDIJHe9YTg, v=spf1 mx a:mx.defencegateway.mod.uk a:mx1.defencegateway.mod.uk ip4:18.135.218.159 -all","2606:4700::6812:76a, 2606:4700::6812:66a",True,cloudflare,,,,,mx2.defencegateway.mod.uk
[x],rao.da.mod.uk,193.240.17.4,"ns0.defenceacademy.mod.uk, hostmaster.defenceacademy.mod.uk",NOERROR,,,,,,,,,,
[x],rdgw.c0054-tt.mcn.ice.mod.gov.uk,10.3.144.166,"ns-1967.awsdns-53.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,True,10.3.144.166,
[x],rdpgw.scrm.iace.mod.gov.uk,51.11.1.97,"ns1-06.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,True,azure,,,,,
[x],recruit.preprod.raf.mod.uk,"35.176.138.82, 18.130.93.54, 3.8.25.125","ns-1866.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,ukmod-astra-prod1-mirror.pegacloud.net,,,,
[x],recruit.preprod.royalnavy.mod.uk,"3.8.25.125, 18.130.93.54, 35.176.138.82","ns-1866.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1501.awsdns-59.org, ns-1866.awsdns-41.co.uk, ns-216.awsdns-27.com, ns-734.awsdns-27.net",,,,,ukmod-astra-prod1-mirror.pegacloud.net,,,,
[x],recruit.royalnavy.mod.uk,"3.10.35.73, 18.133.17.219, 35.178.79.78","ns-1866.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,ukmod-astra-prod1.pegacloud.net,,,,
[x],recruitment.raf.mod.uk,"104.18.14.16, 104.18.15.16","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,"2606:4700::6812:f10, 2606:4700::6812:e10",True,cloudflare,,,,,
[x],relay-old.mod.uk,,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],remote.ctcfrimley.mod.uk,84.45.221.20,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],remote.ctcfrimleypark.mod.uk,84.45.221.20,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],remote.nsv.mod.uk,163.164.64.72,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,,,,,,,,
[x],reports.bader.mod.uk,"104.18.21.53, 104.18.20.53","ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,"2606:4700::6812:1435, 2606:4700::6812:1535",True,cloudflare,,,,,
[x],res.recruitment-campaigns.mod.uk,"143.204.68.97, 143.204.68.61, 143.204.68.121, 143.204.68.67","ns-1411.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1411.awsdns-48.org, ns-1570.awsdns-04.co.uk, ns-373.awsdns-46.com, ns-849.awsdns-42.net",,"2600:9000:225d:e000:1b:d8e5:70c0:93a1, 2600:9000:225d:e400:1b:d8e5:70c0:93a1, 2600:9000:225d:3200:1b:d8e5:70c0:93a1, 2600:9000:225d:1a00:1b:d8e5:70c0:93a1, 2600:9000:225d:9800:1b:d8e5:70c0:93a1, 2600:9000:225d:ae00:1b:d8e5:70c0:93a1, 2600:9000:225d:f400:1b:d8e5:70c0:93a1, 2600:9000:225d:f800:1b:d8e5:70c0:93a1",True,cloudfront,d1ooukc5fnsddv.cloudfront.net,,,,
[x],rncom.mod.uk,,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,"2606:4700::6812:76a, 2606:4700::6812:66a",True,cloudflare,,,,,
[x],rnreference.mod.uk,,"ns0047.secondary.cloudflare.com, lf-cbm-ais-webexteammailbox.mod.uk",NOERROR,,,"2606:4700::6812:66a, 2606:4700::6812:76a",True,cloudflare,,,,,
