input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,final_url,csp_domains_,tls_expired
jobs.army.mod.uk,,403,16,jobs.army.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2023-06-19T23:59:59Z,"CN=army.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",army.mod.uk,"Cloudflare, Inc.",army.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",dc8376dcd78c9032556e5e14280e38c0,45b298ece76e1bf6a5f4f2164298d7c3d498e20e5b1fefa707a6d8cb1780a3fb,True,ctls,jobs.army.mod.uk,cloudflare,443,https://jobs.army.mod.uk:443,https,cloudflare,text/plain,GET,104.18.23.40,/,1253481126,2606:4700::6812:1728,Cloudflare Bot Management,1,False,True,,,,
learning.bader.mod.uk,Just a moment...,403,6965,learning.bader.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-24T00:00:00Z,2023-12-24T23:59:59Z,"CN=bader.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bader.mod.uk,"Cloudflare, Inc.",*.bader.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",363ea6c354f47fde1c19227f10e2c3a1,5fbf6bdb6ace7b0d9f3f68f3f1840134ab2bdbb6ba9b780138d525b16d0b79aa,True,ctls,learning.bader.mod.uk,cloudflare,443,https://learning.bader.mod.uk:443,https,cloudflare,text/html,GET,104.18.21.53,/,258482563,2606:4700::6812:1435,HTTP/3,87,False,True,,,,
leave.defencegateway.mod.uk,MyLeave,200,1326,leave.defencegateway.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-24T00:00:00Z,2023-12-24T23:59:59Z,"CN=defencegateway.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",defencegateway.mod.uk,"Cloudflare, Inc.",*.defencegateway.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ade585c94fcace13e36abf522273e48a,cecf7c1f04442e3f058a0c140a110a4c802d18bb61336d3626bed5dda4b8711b,True,ctls,leave.defencegateway.mod.uk,cloudflare,443,https://leave.defencegateway.mod.uk:443,https,cloudflare,text/html,GET,104.18.15.198,/,774682316,104.18.14.198,Cloudflare Bot Management,1,False,True,,,,
logs.stars.dev.iace.mod.gov.uk,403 Forbidden,403,146,logs.stars.dev.iace.mod.gov.uk,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-02T01:09:20Z,2023-07-01T01:09:19Z,CN=logs.stars.dev.iace.mod.gov.uk,logs.stars.dev.iace.mod.gov.uk,,logs.stars.dev.iace.mod.gov.uk,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,51f09f569925623b6beaeb02773ceac5,83cdf74dc6878369b0a60cb960b12cd401ba1bd83a7a165683794cea71eb444b,,ctls,logs.stars.dev.iace.mod.gov.uk,azure,80,http://logs.stars.dev.iace.mod.gov.uk:80,http,,text/html,GET,51.104.254.70,/,-1561873722,51.104.254.70,HSTS,8,False,True,,https://logs.stars.dev.iace.mod.gov.uk,,
logs.stars.iace.mod.gov.uk,403 Forbidden,403,146,logs.stars.iace.mod.gov.uk,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-09T17:52:39Z,2023-07-08T17:52:38Z,CN=logs.stars.iace.mod.gov.uk,logs.stars.iace.mod.gov.uk,,logs.stars.iace.mod.gov.uk,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b4fd74dd5e24dea00738e6d04c22744c,198f06abf4b38e9c03a3f1d3a79fcb830740aa17ca05bc09da85a9d92286cf31,,ctls,logs.stars.iace.mod.gov.uk,azure,443,https://logs.stars.iace.mod.gov.uk:443,https,,text/html,GET,20.49.149.184,/,-1561873722,20.49.149.184,HSTS,8,False,True,,,,
mail.defencegateway.mod.uk,400 The plain HTTP request was sent to HTTPS port,400,650,,,,,,,,,,,,,,,,,,,,,80,http://mail.defencegateway.mod.uk:80,http,nginx,text/html,GET,18.133.210.238,/,-1500728618,18.133.210.238,Nginx,15,False,,,,,
mod-cloud.service.mod.gov.uk,Ministry of Defence,200,17522,mod-cloud.service.mod.gov.uk,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-20T00:00:00Z,2024-02-20T23:59:59Z,CN=*.service.mod.gov.uk,*.service.mod.gov.uk,,service.mod.gov.uk,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,52cb8dc96ba711d919572fa7d3d1e291,ead51e9390a290147361a6a7196dbe4d6f68a21542b88b302c7cba3e5ed55016,True,ctls,mod-cloud.service.mod.gov.uk,,443,https://mod-cloud.service.mod.gov.uk:443,https,nginx/1.20.1,text/html,GET,20.90.66.223,/,1483217389,20.90.66.223,Nginx:1.20.1,394,False,,,,,
mod.uk,Ministry of Defence - GOV.UK,200,178877,www.gov.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-18T14:45:01Z,2024-01-01T17:26:01Z,"CN=www.gov.uk, O=Government Digital Service, L=London, ST=Greater London, C=GB",www.gov.uk,Government Digital Service,gov.uk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,04141fbc02d876dd10d1b2bc547f8a35,9f1e807971573e98a2a2934d1aafb50857e4957d43f0106e63fb2d8b9d6d1a79,True,ctls,www.gov.uk,fastly,80,http://mod.uk:80,http,nginx,text/html,GET,151.101.64.204,/,1472757244,151.101.128.204,Varnish,2668,False,True,,https://www.gov.uk/government/organisations/ministry-of-defence,www.youtube-nocookie.com,
monitor.stars.dev.iace.mod.gov.uk,403 Forbidden,403,548,monitor.stars.dev.iace.mod.gov.uk,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-24T18:31:19Z,2023-06-22T18:31:18Z,CN=monitor.stars.dev.iace.mod.gov.uk,monitor.stars.dev.iace.mod.gov.uk,,monitor.stars.dev.iace.mod.gov.uk,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7f410630541bd189927cc4551a939c90,7e4c063c68a7392888be30ca3b48dd2dddcd53cfc8a8f147b090e569e4b51f3e,,ctls,monitor.stars.dev.iace.mod.gov.uk,azure,443,https://monitor.stars.dev.iace.mod.gov.uk:443,https,,text/html,GET,51.104.254.70,/,586998417,51.104.254.70,HSTS,14,False,True,,,,
monitor.stars.iace.mod.gov.uk,403 Forbidden,403,146,monitor.stars.iace.mod.gov.uk,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-24T18:49:33Z,2023-06-22T18:49:32Z,CN=monitor.stars.iace.mod.gov.uk,monitor.stars.iace.mod.gov.uk,,monitor.stars.iace.mod.gov.uk,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,388d1efef17f3da0aac9b6a2a3b3c865,f41840b13f5ba514237d2b9c083a5b3b09310d0b4321531760b278f9fa0d768d,,ctls,monitor.stars.iace.mod.gov.uk,azure,443,https://monitor.stars.iace.mod.gov.uk:443,https,,text/html,GET,20.49.149.184,/,-1561873722,20.49.149.184,HSTS,8,False,True,,,,
msoid.mod.gov.uk,Sign in to your account,200,206444,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,,ctls,login.microsoftonline.com,azure,443,https://msoid.mod.gov.uk:443,https,,text/html,GET,40.126.32.68,/,-1840324437,20.190.160.22,HSTS,173,False,True,,https://login.microsoftonline.com/common/oauth2/v2.0/authorize?client_id=4765445b-32c6-49b0-83e6-1d93765276ca&redirect_uri=https%3A%2F%2Fwww.office.com%2Flandingv2&response_type=code%20id_token&scope=openid%20profile%20https%3A%2F%2Fwww.office.com%2Fv2%2FOfficeHome.All&response_mode=form_post&nonce=638194245926526660.YTNjNzQ2OGUtNGNiNi00OGVkLWFlY2EtYWFhMDk3OTIxNTk3Y2UxYWFjNWMtY2JjYS00NWViLWI5MWUtZDFkZDI2YzgwNTEy&ui_locales=en-US&mkt=en-US&state=DA0T2tOUzQfxdMJ2HFD4rol1mtYdyY143nSiBvi22rYWOMzBrRwmR8YDFkXr4voiKrhGfWgOBw22_opK_cCwVljA8IUYpjyLyn--H2ZPED2wxUcU7RXbNrLbcalI4I9lGW0m5WyXk9WxTVj2gOjIw1fleI06UIF005QxZWx_SkJKn3eIyZj3Xmmbw_2skXxpWjoO43Mhj8ja4d2PLkr1UhupIHjeQ5Aq0kVWZj0sOLoV0bVXtkGDevi7iLmf6ilGhzCI2e-OIbhPx3UI0SCzYA&x-client-SKU=ID_NET6_0&x-client-ver=6.26.1.0,,
mta-sts.bader.mod.uk,Just a moment...,403,6973,mta-sts.bader.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-24T00:00:00Z,2023-12-24T23:59:59Z,"CN=bader.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bader.mod.uk,"Cloudflare, Inc.",*.bader.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",363ea6c354f47fde1c19227f10e2c3a1,5fbf6bdb6ace7b0d9f3f68f3f1840134ab2bdbb6ba9b780138d525b16d0b79aa,True,ctls,mta-sts.bader.mod.uk,cloudflare,443,https://mta-sts.bader.mod.uk:443,https,cloudflare,text/html,GET,104.18.20.53,/,-2110196506,2606:4700::6812:1435,HTTP/3,87,False,True,,,,
mta-sts.cadetmail.mod.uk,,200,135,mta-sts.cadetmail.mod.uk,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2023-07-12T23:59:59Z,"CN=mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",mod.uk,"Cloudflare, Inc.",mta-sts.armymail.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",edb310625a19ffb09ede4c94047086b0,aa4b9d1c2a2bce6ac60da13d309283b28d84db0680d63126572fd1ff8ebf60dc,,ctls,mta-sts.cadetmail.mod.uk,cloudflare,443,https://mta-sts.cadetmail.mod.uk:443,https,cloudflare,text/plain,GET,104.18.7.106,/,-395382629,2606:4700::6812:66a,Cloudflare Bot Management,7,False,True,,,,
mta-sts.rafac.mod.gov.uk,Nothing to see,200,108,mta-sts.rafac.mod.gov.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-15T00:00:00Z,2023-10-15T23:59:59Z,"CN=mta-sts.rafac.mod.gov.uk, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",mta-sts.rafac.mod.gov.uk,Microsoft Corporation,mta-sts.rafac.mod.gov.uk,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,092f8d81cd9a62179cface02052377af,170b0d9b15de2673b526b821a5c8004ad79a69e2770356dac8413b2b56e7667a,,ctls,mta-sts.rafac.mod.gov.uk,,443,https://mta-sts.rafac.mod.gov.uk:443,https,,text/html,GET,13.107.253.45,/,-898338523,2620:1ec:48:1::45,Azure Front Door,1,False,,,,,
myadmin.defencegateway.mod.uk,MyAdmin,200,1642,myadmin.defencegateway.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-24T00:00:00Z,2023-12-24T23:59:59Z,"CN=defencegateway.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",defencegateway.mod.uk,"Cloudflare, Inc.",*.defencegateway.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ade585c94fcace13e36abf522273e48a,cecf7c1f04442e3f058a0c140a110a4c802d18bb61336d3626bed5dda4b8711b,True,ctls,myadmin.defencegateway.mod.uk,cloudflare,80,http://myadmin.defencegateway.mod.uk:80,http,cloudflare,text/html,GET,104.18.14.198,/,774682316,104.18.15.198,Cloudflare Bot Management,1,False,True,,https://myadmin.defencegateway.mod.uk/,,
myfitness-dev.dgw-dev.mod.uk,My Army Fitness,200,3011,myfitness-dev.dgw-dev.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-24T08:55:19Z,2023-06-24T08:55:19Z,CN=myfitness-dev.dgw-dev.mod.uk,myfitness-dev.dgw-dev.mod.uk,,www.myfitness-dev.dgw-dev.mod.uk,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",e3af35f8d79db8254a53f613c87c627d,c21e663577c4a92a5c068c00aeb88c922a6feaa613bbd364028443d09e3ebe59,,ctls,myfitness-dev.dgw-dev.mod.uk,azure,80,http://myfitness-dev.dgw-dev.mod.uk:80,http,,text/html,GET,20.49.157.82,/,1214527551,20.49.157.82,React,1,False,True,,https://myfitness-dev.dgw-dev.mod.uk,,
myfitness-test.dgw-dev.mod.uk,502 Bad Gateway,502,585,myfitness-test.dgw-dev.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-24T08:55:19Z,2023-06-24T08:55:19Z,CN=myfitness-dev.dgw-dev.mod.uk,myfitness-dev.dgw-dev.mod.uk,,www.myfitness-dev.dgw-dev.mod.uk,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",e3af35f8d79db8254a53f613c87c627d,c21e663577c4a92a5c068c00aeb88c922a6feaa613bbd364028443d09e3ebe59,,ctls,myfitness-test.dgw-dev.mod.uk,azure,443,https://myfitness-test.dgw-dev.mod.uk:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.49.157.82,/,872412094,20.49.157.82,,14,False,True,True,,,
myfitness.defencegateway.mod.uk,My Army Fitness,200,3011,myfitness.defencegateway.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-24T08:56:37Z,2023-06-24T08:56:37Z,CN=myfitness.defencegateway.mod.uk,myfitness.defencegateway.mod.uk,,www.myfitness.defencegateway.mod.uk,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",0f219d5a37a8a185135c8b7395f67633,15a7d31b8a8e22707d38aa15b012cefcf1d4eb0381c5393328f62d440a84b1e1,,ctls,myfitness.defencegateway.mod.uk,azure,443,https://myfitness.defencegateway.mod.uk:443,https,,text/html,GET,51.11.1.97,/,488297037,51.11.1.97,React,1,False,True,,,,
ncb.mod.uk,United Kingdom National Codification Bureau,200,55348,ncb.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-14T18:48:35Z,2024-04-14T18:48:35Z,"CN=www.ncb.mod.uk, O=CGI Information Systems and Management Consultants\, Inc., L=Ottawa, ST=Ontario, C=CA",www.ncb.mod.uk,"CGI Information Systems and Management Consultants, Inc.",www.ncb.mod.uk,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",967b0597051f5cd7720a1fe4c00a01f2,2bc8cb0f230fdce5e017fb3f7b6ab7bad19292197449e7dcbd1604c9b4bdd3ce,,ctls,ncb.mod.uk,,443,https://ncb.mod.uk:443,https,Apache/2.4.56 (Unix) OpenSSL/3.1.0 mod_jk/1.2.48,text/html,GET,217.204.64.131,/,-780928015,217.204.64.131,mod_jk:1.2.48,1033,False,,True,https://ncb.mod.uk/ncbportal/,,
oauth-openshift.apps.ocp1.azure.dso.digital.mod.uk,,403,185,oauth-openshift.apps.ocp1.azure.dso.digital.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-10T00:00:00Z,2023-11-10T23:59:59Z,CN=*.apps.ocp1.azure.dso.digital.mod.uk,*.apps.ocp1.azure.dso.digital.mod.uk,,apps.ocp1.azure.dso.digital.mod.uk,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,28944e9614a23d4c02b450f8dd5e4691,f16ca7a5d3f998509937d6ed591b6696abcb8ef644959785f6e3db49e815a35e,True,ctls,oauth-openshift.apps.ocp1.azure.dso.digital.mod.uk,,443,https://oauth-openshift.apps.ocp1.azure.dso.digital.mod.uk:443,https,,application/json,GET,20.108.108.248,/,1103282595,20.108.108.248,HSTS,2,False,,,,,
oauth.defencegateway.mod.uk,403 - Forbidden: Access is denied.,403,1233,oauth.defencegateway.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-12-16T23:59:59Z,CN=*.defencegateway.mod.uk,*.defencegateway.mod.uk,,*.defencegateway.mod.uk,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,73601e79d0f5c9ec57d2586a589100c8,512c3560cd4f1533d634a79d6c42d32905363d210f9694ed8f02788e9830aac5,True,ctls,oauth.defencegateway.mod.uk,,80,http://oauth.defencegateway.mod.uk:80,http,nginx,text/html,GET,18.134.114.27,/,1631801191,52.56.102.206,Nginx,30,False,,,https://oauth.defencegateway.mod.uk/,,
photos.mod.uk,"Home Page - Welcome to Defence Imagery, where official Royal Navy, Army, RAF, and Ministry of Defence images and videos are available for download.",200,86978,www.defenceimagery.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-28T00:00:00Z,2024-03-27T23:59:59Z,"CN=www.defenceimagery.mod.uk, O=UK Ministry of Defence, L=London, C=GB",www.defenceimagery.mod.uk,UK Ministry of Defence,www.defenceimagery.mod.uk,"CN=Thawte TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte TLS RSA CA G1,DigiCert Inc,63f907bb2c59a264c2e03bf37b86bc6f,c6482d35609bde1b354e677f1d680a8542a0cb861946e8b0545ee356f7741676,,ctls,www.defenceimagery.mod.uk,,443,https://photos.mod.uk:443,https,Kestrel,text/html,GET,5.187.26.88,/,1714103864,5.187.26.88,Microsoft ASP.NET,798,False,,,https://www.defenceimagery.mod.uk/,,
pixel.royalnavy.mod.uk,,403,16,pixel.royalnavy.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-21T00:00:00Z,2023-12-21T23:59:59Z,"CN=royalnavy.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",royalnavy.mod.uk,"Cloudflare, Inc.",royalnavy.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9b2d678a376e30878eb1cf0ce956fd7b,84b15625f3783b00ab76033e749a52d928f05c30ab166f339083ac097024b122,True,ctls,pixel.royalnavy.mod.uk,cloudflare,443,https://pixel.royalnavy.mod.uk:443,https,cloudflare,text/plain,GET,104.18.16.76,/,1253481126,2606:4700::6812:114c,Cloudflare Bot Management,1,False,True,,,,
qbp.army.mod.uk,Official King’s Birthday Parade 2023 | Trooping the Colour -  Home,200,58454,kbp.army.mod.uk,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-06T00:00:00Z,2024-01-06T23:59:59Z,CN=kbp.army.mod.uk,kbp.army.mod.uk,,www.kbp.army.mod.uk,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,c0f0d62aabe3bca958084132d6efbf87,3886041207e863e1ea3b57cc37d34f09e43d10878425a4cf818c851a912c29e9,,ctls,kbp.army.mod.uk,,80,http://qbp.army.mod.uk:80,http,,text/html,GET,54.76.226.24,/,699102408,54.76.226.24,Java,1511,False,,,https://kbp.army.mod.uk/,,
qhm.mod.uk,King's Harbour Master - GOV.UK,200,87103,www.gov.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-18T14:45:01Z,2024-01-01T17:26:01Z,"CN=www.gov.uk, O=Government Digital Service, L=London, ST=Greater London, C=GB",www.gov.uk,Government Digital Service,gov.uk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,04141fbc02d876dd10d1b2bc547f8a35,9f1e807971573e98a2a2934d1aafb50857e4957d43f0106e63fb2d8b9d6d1a79,True,ctls,www.gov.uk,fastly,80,http://qhm.mod.uk:80,http,nginx,text/html,GET,151.101.64.204,/,1472757244,151.101.0.204,Varnish,1114,False,True,,https://www.gov.uk/government/organisations/kings-harbour-master,www.gov.uk,
rdpgw.scrm.iace.mod.gov.uk,404 Not Found,404,581,,,,,,,,,,,,,,,,,,,,azure,80,http://rdpgw.scrm.iace.mod.gov.uk:80,http,Microsoft-Azure-Application-Gateway/v2,text/html,GET,51.11.1.97,/,1129692473,51.11.1.97,,14,False,True,,,,
recruit.preprod.raf.mod.uk,404,404,520,recruit.preprod.raf.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-16T00:00:00Z,2024-02-15T23:59:59Z,CN=recruit.preprod.raf.mod.uk,recruit.preprod.raf.mod.uk,,recruit.preprod.royalnavy.mod.uk,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,d0bf08617b930f8a45df326360c8aa0b,c0c0956b9f8ea43c57888c036311479e4fcd9442d1a173b94b85fe34143c0d02,True,ctls,recruit.preprod.raf.mod.uk,,443,https://recruit.preprod.raf.mod.uk:443,https,,text/html,GET,18.130.93.54,/,-556001533,35.176.138.82,Amazon Web Services,26,False,,,,,
recruit.preprod.royalnavy.mod.uk,404,404,520,recruit.preprod.royalnavy.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-16T00:00:00Z,2024-02-15T23:59:59Z,CN=recruit.preprod.raf.mod.uk,recruit.preprod.raf.mod.uk,,recruit.preprod.royalnavy.mod.uk,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,d0bf08617b930f8a45df326360c8aa0b,c0c0956b9f8ea43c57888c036311479e4fcd9442d1a173b94b85fe34143c0d02,True,ctls,recruit.preprod.royalnavy.mod.uk,,80,http://recruit.preprod.royalnavy.mod.uk:80,http,,text/html,GET,18.130.93.54,/,-556001533,35.176.138.82,Amazon Web Services,26,False,,,https://recruit.preprod.royalnavy.mod.uk:443/,,
recruitment.raf.mod.uk,,403,16,recruitment.raf.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-21T00:00:00Z,2023-12-21T23:59:59Z,"CN=raf.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",raf.mod.uk,"Cloudflare, Inc.",*.raf.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",148f1cbcf150ff9fb37e193e4e15d298,cae3dfad76b325ecd875d978be2581dc8f0f4b681c5fe2de7baccc30b459e535,True,ctls,recruitment.raf.mod.uk,cloudflare,443,https://recruitment.raf.mod.uk:443,https,cloudflare,text/plain,GET,104.18.15.16,/,1253481126,2606:4700::6812:e10,Cloudflare Bot Management,1,False,True,,,,
reports.bader.mod.uk,Just a moment...,403,7018,reports.bader.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-24T00:00:00Z,2023-12-24T23:59:59Z,"CN=bader.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bader.mod.uk,"Cloudflare, Inc.",*.bader.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",363ea6c354f47fde1c19227f10e2c3a1,5fbf6bdb6ace7b0d9f3f68f3f1840134ab2bdbb6ba9b780138d525b16d0b79aa,True,ctls,reports.bader.mod.uk,cloudflare,443,https://reports.bader.mod.uk:443,https,cloudflare,text/html,GET,104.18.21.53,/,1798862182,2606:4700::6812:1435,HTTP/3,87,False,True,,,,
res.recruitment-campaigns.mod.uk,404 Not Found,404,196,res.recruitment-campaigns.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-30T00:00:00Z,2023-12-31T23:59:59Z,CN=t.recruitment-campaigns.mod.uk,t.recruitment-campaigns.mod.uk,,res.recruitment-campaigns.mod.uk,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,2ef36c28737095a809ae101f62d95b57,05b7305cad688b2d08792ec32d53e152e6c6e027544729288d846a939dacaecf,,ctls,res.recruitment-campaigns.mod.uk,cloudfront,443,https://res.recruitment-campaigns.mod.uk:443,https,Apache,text/html,GET,18.66.147.9,/,-780928015,2600:9000:225e:ec00:1b:d8e5:70c0:93a1,Apache,8,False,True,,,,
royalnavy.mod.uk,,403,16,royalnavy.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-21T00:00:00Z,2023-12-21T23:59:59Z,"CN=royalnavy.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",royalnavy.mod.uk,"Cloudflare, Inc.",royalnavy.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9b2d678a376e30878eb1cf0ce956fd7b,84b15625f3783b00ab76033e749a52d928f05c30ab166f339083ac097024b122,True,ctls,royalnavy.mod.uk,cloudflare,443,https://royalnavy.mod.uk:443,https,cloudflare,text/plain,GET,104.18.17.76,/,1253481126,2606:4700::6812:114c,Cloudflare Bot Management,1,False,True,,,,
