new,host,soa,status_code,a,cname,cdn,cdn-name,ns,caa,mx,txt,aaaa
[x],payment.irishrail-b-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],payment.ouibus-acc.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],payment.ouibus-b-acc.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],payment.ouibus-preprod.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],payment.ouigo-acc.sqills.com,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,"3.69.57.190, 18.158.147.225",api.ouigo-acc.cloud.sqills.com,,,"ns-1352.awsdns-41.org, ns-2025.awsdns-61.co.uk, ns-300.awsdns-37.com, ns-926.awsdns-51.net",,,,
[x],payment.ouigo-b-acc.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],payment.ouigo-preprod.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],payment.ouigo-training-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],payment.sqills-dev-x-dev-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],payment.sqills-dev-x-patch-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],paymentengine.test07.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],pm-bounces.sqills.com,"ns-1077.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,138.197.30.54,pm.mtasv.net,,,,,"p-pm-bounce-smtp01a-aws-useast2a.mtasv.net, p-pm-bounce-smtp01c-aws-useast2c.mtasv.net","google-site-verification=2ltbW8iunE_pv1YaZoVYbntlT_hNyiAaBkhcO9fgZ8s, google-site-verification=pViDNqSauXskObXnIyWwa2KxIP-CAA9GWpasGALiYek, mailru-verification: 7e478ddcd067e847, v=spf1 include:spf.mtasv.net -all",
[x],portal.irishrail-a-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],portal.irishrail-b-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],portal.irishrail-data-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],portal.irishrail-patch-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],portal.queenslandrail-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],prod.s3.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],prod.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],prod06.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],proxy.accept.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,84.241.158.138,ext-138.vdc.sqills.com,,,,,,,
[x],pure-energie.prod.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,84.241.158.135,ext-135.vdc.sqills.com,,,,,,,
[x],pure-energie.prod03.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],qbuzz.accept.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,ext-138.vdc.sqills.com,,,,,,,
[x],qvic.s3.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],qvic.s3demo.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ras.rip.sqills.team,"ns-632.awsdns-15.net, awsdns-hostmaster.amazon.com",NOERROR,"3.120.20.45, 52.58.177.90",,,,,,,,
[x],ras.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],rdg-availability.rdg-ref-mi-acc.dev-v.sqills.team,"ns-1255.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,"3.68.245.200, 54.93.148.9",,,,,,,,
[x],rdg-bat-tp-acc.cloud.sqills.com,,NOERROR,,,,,,,,,
[x],rdg-dist-prod.cloud.sqills.com,,NOERROR,,,,,,,,,
[x],rdgtti-debugger.dev-v-integration.dev-v.sqills.team,"ns-1255.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],rdgtti-debugger.rdg-bat-mi-acc.dev-v.sqills.team,"ns-1255.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,"3.124.174.36, 35.157.83.29",,,,,,,,
[x],rdgtti-debugger.rdg-dev-mi-test.dev-v.sqills.team,"ns-1255.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,"3.73.240.232, 35.156.81.254",,,,,,,,
[x],rdgtti-debugger.rdg-dev-test.dev-v.sqills.team,"ns-1255.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,"3.122.160.52, 3.125.208.174",,,,,,,,
[x],rdgtti-debugger.rdg-ref-mi-acc.dev-v.sqills.team,"ns-1255.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,"3.67.233.229, 18.185.224.137",,,,,,,,
[x],rdgtti-debugger.rdg-uk-mi-prod.dev-v.sqills.team,"ns-1255.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,"52.29.141.82, 52.58.12.46",,,,,,,,
[x],re-fine.dev-v-hullie-dev.dev-v.sqills.team,"ns-1255.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,"52.28.190.148, 3.120.44.232",,,,,,,,
[x],re-fine.devv-integration-test.dev-v.sqills.team,"ns-1255.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,"18.185.201.248, 3.67.103.242",,,,,,,,
[x],re-fine.ouigo-acc.dev-v.sqills.team,"ns-1255.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,"3.68.58.34, 18.159.172.18",,,,,,,,
[x],red.sqills.team,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,"205.251.193.108, 205.251.194.162, 205.251.197.65, 205.251.199.38",,,,"ns-364.awsdns-45.com, ns-1345.awsdns-40.org, ns-674.awsdns-20.net, ns-1830.awsdns-36.co.uk",,,,
[x],rittenregister.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],rm.demo.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],rma.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3-portal.eurostar-acc.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3-portal.eurostar-dev-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3-portal.eurostar-integration-2-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3-portal.eurostar-integration-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3-portal.irishrail-b-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3-portal.irishrail-patch-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3-portal.juniorcie-acc.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3-portal.oce-acc.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3-portal.ocebo-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3-portal.ouibus-acc.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3-portal.ouibus-b-acc.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3-portal.ouibus-b-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3-portal.ouibus-patch-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3-portal.ouigo-acc.sqills.com,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,"18.158.147.225, 3.69.57.190",api.ouigo-acc.cloud.sqills.com,,,,,,,
[x],s3-portal.ouigo-b-acc.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3-portal.ouigo-preprod.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3-portal.ouigo-training-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3-portal.queenslandrail-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3-portal.sj-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3-portal.sqills-coe-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3-portal.sqills-deep-purple-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3-portal.sqills-demo-prod.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3-portal.sqills-demo-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3-portal.sqills-dev-x-dev-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3-portal.sqills-infra-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3-portal.sqills-integration-dev-test.cloud.sqills.com,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,"3.64.141.11, 18.193.207.143",,,,,,,,
[x],s3-portal.sqills-integration-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3-portal.sqills-patch-1-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3-portal.sqills-patch-2-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3-portal.sqills-patch-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3.ouigo-acc.sqills.com,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,"3.69.57.190, 18.158.147.225",api.ouigo-acc.cloud.sqills.com,,,,,,,
[x],s3a-backoffice.test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,84.241.158.137,ext-137.vdc.sqills.com,,,,,,,
[x],s3accept-b.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3archi.cloud.sqills.com,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3demo.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3mgmtspacewalk.saas.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-abc.izy-acc.cloud.sqills.com,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-abc.izy-prod.cloud.sqills.com,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-abc.izy-test.cloud.sqills.com,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-amplifier.ocebo-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-amplifier.ouibus-acc.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-amplifier.ouibus-b-acc.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-amplifier.ouibus-preprod.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-amplifier.ouigo-acc.sqills.com,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,"3.69.57.190, 18.158.147.225",api.ouigo-acc.cloud.sqills.com,,,,,,,
[x],s3p-amplifier.ouigo-b-acc.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-amplifier.ouigo-preprod.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-amplifier.ouigo-training-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-amplifier.sqills-dev-x-dev-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-amplifier.sqills-dev-x-patch-1-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-amplifier.sqills-dev-x-patch-2-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-amplifier.sqills-dev-x-patch-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-care.irishrail-b-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-care.ocebo-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-care.ouibus-acc.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-care.ouibus-b-acc.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-care.ouibus-preprod.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-care.ouigo-acc.sqills.com,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,"18.158.147.225, 3.69.57.190",api.ouigo-acc.cloud.sqills.com,,,,,,,
[x],s3p-care.ouigo-b-acc.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-care.ouigo-preprod.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-care.ouigo-training-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-care.sqills-dev-x-dev-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-care.sqills-dev-x-patch-1-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-care.sqills-dev-x-patch-2-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-care.sqills-dev-x-patch-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-cat.sqills.team,"ns-1255.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,"3.77.65.234, 3.125.220.153",,,,,,,,
[x],s3p-cgi.ter-hno-dev-test.cloud.sqills.com,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,"52.29.218.168, 3.64.100.239",,,,,,,,
[x],s3p-cgi.ter-hno-preprod-acc.cloud.sqills.com,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,"18.195.83.154, 18.198.163.243",,,,,,,,
[x],s3p-cgi.ter-hno-prod.cloud.sqills.com,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,"3.127.143.39, 54.93.201.85",,,,,,,"heritage=external-dns,external-dns/owner=dns-controller,external-dns/resource=ingress/ter-hno-prod/ter-hno-prod-external-ingress",
[x],s3p-cgi.ter-hno-training-test.cloud.sqills.com,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,"52.29.122.85, 18.196.98.242",,,,,,,,
[x],s3p-core.irishrail-b-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-core.ocebo-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-core.ouibus-acc.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-core.ouibus-preprod.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-core.ouigo-b-acc.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-core.ouigo-preprod.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-core.ouigo-training-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-core.sqills-dev-x-dev-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-core.sqills-dev-x-patch-1-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-core.sqills-dev-x-patch-2-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-core.sqills-dev-x-patch-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-deep-purple.eurostar-dev-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-deep-purple.eurostar-integration-2-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-deep-purple.eurostar-integration-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-deep-purple.sqills-coe-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-deep-purple.sqills-deep-purple-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-flipper.sqills-multi-tenant-prod.cloud.sqills.com,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-jdarpo.irishrail-b-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-jdarpo.ocebo-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-jdarpo.ouibus-acc.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-jdarpo.ouibus-b-acc.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-jdarpo.ouigo-acc.sqills.com,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,"18.158.147.225, 3.69.57.190",api.ouigo-acc.cloud.sqills.com,,,,,,,
[x],s3p-jdarpo.ouigo-b-acc.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-jdarpo.ouigo-preprod.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-jdarpo.sqills-dev-x-dev-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-jdarpo.sqills-dev-x-patch-1-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-jdarpo.sqills-dev-x-patch-2-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-jdarpo.sqills-dev-x-patch-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-jenkins.oce-acc.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-jenkins.ocebo-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-jenkins.ouibus-acc.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-jenkins.ouibus-b-acc.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-jenkins.ouibus-preprod.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-jenkins.ouigo-acc.sqills.com,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,"3.69.57.190, 18.158.147.225",api.ouigo-acc.cloud.sqills.com,,,,,,,
[x],s3p-jenkins.ouigo-b-acc.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-jenkins.ouigo-preprod.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-jenkins.ouigo-training-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-jenkins.queenslandrail-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-jenkins.sqills-deep-purple-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-jenkins.sqills-demo-prod.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-jenkins.sqills-dev-x-patch-2-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-jenkins.sqills-dev-x-patch-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-jenkins.sqills-infra-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-jenkins.sqills-integration-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-jenkins.sqills-patch-1-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-orientation.irishrail-b-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-orientation.ocebo-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-orientation.ouibus-acc.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-orientation.ouibus-preprod.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-orientation.ouigo-b-acc.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-orientation.ouigo-preprod.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-orientation.ouigo-training-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-orientation.sqills-dev-x-dev-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-orientation.sqills-dev-x-patch-1-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-orientation.sqills-dev-x-patch-2-test.sqills.com,"ns-1304.awsdns-35.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],s3p-osdm.cloud.sqills.com,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,52.58.74.127,,,,,,,,
[x],s3p-sbsg.falbala-dev-test.cloud.sqills.com,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,"3.65.167.227, 3.64.243.92",,,,,,,,
[x],s3p-sbsg.falbala-preprod-test.cloud.sqills.com,"ns-1352.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,"3.124.20.251, 3.73.151.53",,,,,,,,
[x],s3p-sbsg.ouigoespana-prod.cloud.sqills.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"3.74.232.170, 3.74.22.64",s3p-sbsg-ouigoespana-prod-2102164912.eu-central-1.elb.amazonaws.com,,,,,,,
[x],s3p-shield-kube-rollouts-webhook-61f49a6.dev-p.sqills.team,,NOERROR,,,,,,,,,
[x],s3p-shield-kube-rollouts-webhook-7e5b25c.dev-p.sqills.team,,NOERROR,54.144.128.85,,,,,,,,
[x],s3p-shield-kube-rollouts-webhook-c3d44c7.dev-p.sqills.team,,NOERROR,,,,,,,,,
