input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,tls_wildcard_certificate,tls_mismatched,cdn_name,cdn,csp_domains_,tls_self_signed
spowa.htc.com,404 - File or directory not found.,404,1245,AS9924,AS9924,Unknown,175.98.192.0/21,spowa.htc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2022-06-27T00:00:00Z,2023-07-28T23:59:59Z,"CN=*.htc.com, O=HTC Corporation, ST=Taoyuan City, C=TW",*.htc.com,HTC Corporation,htc.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,160310875a8b8b3133032517f4f9de3f,985e234e490e5a872a4b8684bef9cbd55c10d77fd246d535d5cc95ca291b11c6,ctls,spowa.htc.com,443,https://spowa.htc.com:443,https,Microsoft-IIS/8.5,text/html,GET,175.98.157.216,/,1631801191,,175.98.157.216,Windows Server,30,False,True,,,,,
sqa.htc.com,,403,75,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,sqa.htc.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-03-22T00:00:00Z,2024-03-22T23:59:59Z,"CN=start.htc.com, O=HTC Corporation, ST=Taoyuan City, C=TW",start.htc.com,HTC Corporation,zoodles.htc.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7ee503258672f8257a240894be73a593,c7d81d078a120d00bb80f6034c88e9b995baf0cb38e1afc0df755eb5cd1056ec,ctls,sqa.htc.com,443,https://sqa.htc.com:443,https,,text/html,GET,23.37.37.162,/,-297782484,,23.37.37.162,,3,False,,,,,,
sso.htc.com,HTC – System,200,6575,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,sso.htc.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-03-22T00:00:00Z,2024-03-22T23:59:59Z,"CN=start.htc.com, O=HTC Corporation, ST=Taoyuan City, C=TW",start.htc.com,HTC Corporation,zoodles.htc.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7ee503258672f8257a240894be73a593,c7d81d078a120d00bb80f6034c88e9b995baf0cb38e1afc0df755eb5cd1056ec,ctls,sso.htc.com,443,https://sso.htc.com:443,https,istio-envoy,text/html,GET,23.37.37.162,/,-673375688,https://sso.htc.com/sso/login,2a02:26f0:1700:184::1e5e,HSTS,94,False,,,,,,
ssrs-apac-e2e.htc.com,,403,75,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,,,,,,,,,,,,,,,,,,,80,http://ssrs-apac-e2e.htc.com:80,http,,text/html,GET,23.37.37.162,/,-297782484,,23.37.37.162,,3,False,,,,,,
ssrs-eu-e2e.htc.com,,403,75,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,ssrs-eu-e2e.htc.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-03-22T00:00:00Z,2024-03-22T23:59:59Z,"CN=start.htc.com, O=HTC Corporation, ST=Taoyuan City, C=TW",start.htc.com,HTC Corporation,zoodles.htc.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7ee503258672f8257a240894be73a593,c7d81d078a120d00bb80f6034c88e9b995baf0cb38e1afc0df755eb5cd1056ec,ctls,ssrs-eu-e2e.htc.com,443,https://ssrs-eu-e2e.htc.com:443,https,,text/html,GET,23.37.37.162,/,-297782484,,23.37.37.162,,3,False,,,,,,
stage-blog.htc.com,BLOG,200,102263,AS20940,AKAMAI-ASN1,NL,23.208.0.0/12,www.htc.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-05T00:00:00Z,2024-01-05T23:59:59Z,"CN=www.htc.com, O=HTC Corporation, ST=Taoyuan City, C=TW",www.htc.com,HTC Corporation,www.recamera.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1995c5fe3a1e85dbac518a77402336b1,2e96443015ab6679b142f939a84d3c1893419723ccf127592b0013a0bd624095,ctls,www.htc.com,443,https://stage-blog.htc.com:443,https,nginx,text/html,GET,23.212.216.237,/,60899838,https://www.htc.com/blog/,23.212.216.237,Nginx,2508,False,,,,,https:,
start.htc.com,Error,503,176,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,start.htcsense.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-05T00:00:00Z,2024-01-05T23:59:59Z,"CN=*.htcsense.com, O=HTC Corporation, ST=Taoyuan City, C=TW",*.htcsense.com,HTC Corporation,htcsense.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2630d4eeabdb192a0d1ddca461207e00,3b942951e366e5cd1dda62f33eac2d17842765fdf9ecbc423fe8222f76aa4735,ctls,start.htcsense.com,80,http://start.htc.com:80,http,AkamaiGHost,text/html,GET,23.37.37.162,/,811324479,https://start.htcsense.com/message/,23.37.37.162,,5,False,True,,,,,
store.htc.com,404 Not Found,404,275,AS19551,AS19551,Unknown,45.60.60.0/24,,,,,,,,,,,,,,,,,,,80,http://store.htc.com:80,http,Apache,text/html,GET,45.60.33.126,/,-1555758716,,45.60.33.126,Varnish:6.6,8,False,,,incapsula,True,*.digitalriver.com,
surveys.htc.com,,200,173,AS14618,AMAZON-AES,US,34.224.0.0/12,www.surveygizmo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-03T07:39:41Z,2024-03-06T07:39:41Z,CN=*.surveygizmo.com,*.surveygizmo.com,,surveygizmo.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",667770d81bd8f9f4d516b6318f668c13,e6d834abb29da0a09413e64091b20a2b832677d664038cc8769f4863fcde4d9c,ctls,www.surveygizmo.com,443,https://surveys.htc.com:443,https,AmazonS3,text/html,GET,34.233.217.125,/,971170376,https://www.surveygizmo.com/,184.72.127.201,Amazon Web Services,8,False,True,,,,url='https://www.alchemer.com',
test.e2e.htc.com,404 - File or directory not found.,404,1245,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,test.e2e.htc.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-03-22T00:00:00Z,2024-03-22T23:59:59Z,"CN=start.htc.com, O=HTC Corporation, ST=Taoyuan City, C=TW",start.htc.com,HTC Corporation,zoodles.htc.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7ee503258672f8257a240894be73a593,c7d81d078a120d00bb80f6034c88e9b995baf0cb38e1afc0df755eb5cd1056ec,ctls,test.e2e.htc.com,443,https://test.e2e.htc.com:443,https,istio-envoy,text/html,GET,23.37.37.162,/,1631801191,https://test.e2e.htc.com/E2ECCWS/index.html,23.37.37.162,Microsoft ASP.NET,30,False,,,,,,
todoproxy.htc.com,HTTP Status 404 – Not Found,404,431,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,todoproxy.htc.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-03-22T00:00:00Z,2024-03-22T23:59:59Z,"CN=start.htc.com, O=HTC Corporation, ST=Taoyuan City, C=TW",start.htc.com,HTC Corporation,zoodles.htc.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7ee503258672f8257a240894be73a593,c7d81d078a120d00bb80f6034c88e9b995baf0cb38e1afc0df755eb5cd1056ec,ctls,todoproxy.htc.com,443,https://todoproxy.htc.com:443,https,istio-envoy,text/html,GET,23.37.37.162,/,-230353730,,23.37.37.162,Envoy,1,False,,,,,,
tracking.e2e.asia.htc.com,Not Found,404,315,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,tracking.e2e.asia.htc.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-03-22T00:00:00Z,2024-03-22T23:59:59Z,"CN=start.htc.com, O=HTC Corporation, ST=Taoyuan City, C=TW",start.htc.com,HTC Corporation,zoodles.htc.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7ee503258672f8257a240894be73a593,c7d81d078a120d00bb80f6034c88e9b995baf0cb38e1afc0df755eb5cd1056ec,ctls,tracking.e2e.asia.htc.com,443,https://tracking.e2e.asia.htc.com:443,https,istio-envoy,text/html,GET,23.37.37.162,/,225052475,,23.37.37.162,Envoy,7,False,,,,,,
ualmt.htc.com,,403,75,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,ualmt.htc.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-03-22T00:00:00Z,2024-03-22T23:59:59Z,"CN=start.htc.com, O=HTC Corporation, ST=Taoyuan City, C=TW",start.htc.com,HTC Corporation,zoodles.htc.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7ee503258672f8257a240894be73a593,c7d81d078a120d00bb80f6034c88e9b995baf0cb38e1afc0df755eb5cd1056ec,ctls,ualmt.htc.com,443,https://ualmt.htc.com:443,https,,text/html,GET,23.37.37.162,/,-297782484,,23.37.37.162,,3,False,,,,,,
util-e2e-asia.htc.com,,200,39,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,util-e2e-asia.htc.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-03-22T00:00:00Z,2024-03-22T23:59:59Z,"CN=start.htc.com, O=HTC Corporation, ST=Taoyuan City, C=TW",start.htc.com,HTC Corporation,zoodles.htc.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7ee503258672f8257a240894be73a593,c7d81d078a120d00bb80f6034c88e9b995baf0cb38e1afc0df755eb5cd1056ec,ctls,util-e2e-asia.htc.com,443,https://util-e2e-asia.htc.com:443,https,istio-envoy,text/html,GET,23.37.37.162,/,1631801191,,23.37.37.162,Microsoft ASP.NET,5,False,,,,,,
util-e2e.htc.com,,200,39,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,util-e2e.htc.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-03-22T00:00:00Z,2024-03-22T23:59:59Z,"CN=start.htc.com, O=HTC Corporation, ST=Taoyuan City, C=TW",start.htc.com,HTC Corporation,zoodles.htc.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7ee503258672f8257a240894be73a593,c7d81d078a120d00bb80f6034c88e9b995baf0cb38e1afc0df755eb5cd1056ec,ctls,util-e2e.htc.com,443,https://util-e2e.htc.com:443,https,istio-envoy,text/html,GET,23.37.37.162,/,1631801191,,23.37.37.162,Microsoft ASP.NET,5,False,,,,,,
util.e2e.htc.com,,200,39,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,util.e2e.htc.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-03-22T00:00:00Z,2024-03-22T23:59:59Z,"CN=start.htc.com, O=HTC Corporation, ST=Taoyuan City, C=TW",start.htc.com,HTC Corporation,zoodles.htc.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7ee503258672f8257a240894be73a593,c7d81d078a120d00bb80f6034c88e9b995baf0cb38e1afc0df755eb5cd1056ec,ctls,util.e2e.htc.com,443,https://util.e2e.htc.com:443,https,istio-envoy,text/html,GET,23.37.37.162,/,1631801191,,23.37.37.162,Microsoft ASP.NET,5,False,,,,,,
ws1.e2e.asia.htc.com,,200,248,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,,,,,,,,,,,,,,,,,,,80,http://ws1.e2e.asia.htc.com:80,http,istio-envoy,text/html,GET,23.37.37.162,/,1631801191,http://ws1.e2e.asia.htc.com/NoPermissions.html?aspxerrorpath=/E2EIntegration.asmx,23.37.37.162,Microsoft ASP.NET,11,False,,,,,,
ws1.e2e.htc.com,,200,248,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,ws1.e2e.htc.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-03-22T00:00:00Z,2024-03-22T23:59:59Z,"CN=start.htc.com, O=HTC Corporation, ST=Taoyuan City, C=TW",start.htc.com,HTC Corporation,zoodles.htc.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7ee503258672f8257a240894be73a593,c7d81d078a120d00bb80f6034c88e9b995baf0cb38e1afc0df755eb5cd1056ec,ctls,ws1.e2e.htc.com,443,https://ws1.e2e.htc.com:443,https,istio-envoy,text/html,GET,23.37.37.162,/,1631801191,https://ws1.e2e.htc.com/NoPermissions.html?aspxerrorpath=/E2EIntegration.asmx,23.37.37.162,Microsoft ASP.NET,11,False,,,,,,
ws2-e2e-asia.htc.com,,200,248,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,ws2-e2e-asia.htc.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-03-22T00:00:00Z,2024-03-22T23:59:59Z,"CN=start.htc.com, O=HTC Corporation, ST=Taoyuan City, C=TW",start.htc.com,HTC Corporation,zoodles.htc.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7ee503258672f8257a240894be73a593,c7d81d078a120d00bb80f6034c88e9b995baf0cb38e1afc0df755eb5cd1056ec,ctls,ws2-e2e-asia.htc.com,443,https://ws2-e2e-asia.htc.com:443,https,istio-envoy,text/html,GET,23.37.37.162,/,1631801191,https://ws2-e2e-asia.htc.com/NoPermissions.html?aspxerrorpath=/E2EIntegration.asmx,23.37.37.162,Microsoft ASP.NET,11,False,,,,,,
ws2-e2e.htc.com,,200,248,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,,,,,,,,,,,,,,,,,,,80,http://ws2-e2e.htc.com:80,http,istio-envoy,text/html,GET,23.37.37.162,/,1631801191,http://ws2-e2e.htc.com/NoPermissions.html?aspxerrorpath=/E2EIntegration.asmx,23.37.37.162,Microsoft ASP.NET,11,False,,,,,,
ws2.e2e.asia.htc.com,,200,248,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,ws2.e2e.asia.htc.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-03-22T00:00:00Z,2024-03-22T23:59:59Z,"CN=start.htc.com, O=HTC Corporation, ST=Taoyuan City, C=TW",start.htc.com,HTC Corporation,zoodles.htc.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7ee503258672f8257a240894be73a593,c7d81d078a120d00bb80f6034c88e9b995baf0cb38e1afc0df755eb5cd1056ec,ctls,ws2.e2e.asia.htc.com,443,https://ws2.e2e.asia.htc.com:443,https,istio-envoy,text/html,GET,23.37.37.162,/,1631801191,https://ws2.e2e.asia.htc.com/NoPermissions.html?aspxerrorpath=/E2EIntegration.asmx,23.37.37.162,Microsoft ASP.NET,11,False,,,,,,
ws2.e2e.htc.com,,200,248,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,ws2.e2e.htc.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-03-22T00:00:00Z,2024-03-22T23:59:59Z,"CN=start.htc.com, O=HTC Corporation, ST=Taoyuan City, C=TW",start.htc.com,HTC Corporation,zoodles.htc.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7ee503258672f8257a240894be73a593,c7d81d078a120d00bb80f6034c88e9b995baf0cb38e1afc0df755eb5cd1056ec,ctls,ws2.e2e.htc.com,443,https://ws2.e2e.htc.com:443,https,istio-envoy,text/html,GET,23.37.37.162,/,1631801191,https://ws2.e2e.htc.com/NoPermissions.html?aspxerrorpath=/E2EIntegration.asmx,23.37.37.162,Microsoft ASP.NET,11,False,,,,,,
www.csr.htc.com,永續發展 - 宏達電,200,55919,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,www.htc.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-05T00:00:00Z,2024-01-05T23:59:59Z,"CN=www.htc.com, O=HTC Corporation, ST=Taoyuan City, C=TW",www.htc.com,HTC Corporation,www.recamera.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1995c5fe3a1e85dbac518a77402336b1,2e96443015ab6679b142f939a84d3c1893419723ccf127592b0013a0bd624095,ctls,www.htc.com,443,https://www.csr.htc.com:443,https,nginx,text/html,GET,23.37.37.162,/,-73975831,https://www.htc.com/tw/esg/,23.37.37.162,Nginx,1307,False,,,,,https:,
www.htc.com,HTC Deutschland,200,46584,AS20940,AKAMAI-ASN1,NL,23.208.0.0/12,www.htc.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-05T00:00:00Z,2024-01-05T23:59:59Z,"CN=www.htc.com, O=HTC Corporation, ST=Taoyuan City, C=TW",www.htc.com,HTC Corporation,www.recamera.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1995c5fe3a1e85dbac518a77402336b1,2e96443015ab6679b142f939a84d3c1893419723ccf127592b0013a0bd624095,ctls,www.htc.com,443,https://www.htc.com:443,https,nginx,text/html,GET,23.212.216.237,/,1288394194,https://www.htc.com/de/,23.212.216.237,Nginx,1074,False,,,,,https:,
zendesk1.htc.com,,409,16,AS13335,CLOUDFLARENET,US,162.159.160.0/24,,,,,,,,,,,,,,,,,,,80,http://zendesk1.htc.com:80,http,cloudflare,text/plain,GET,162.159.138.6,/,1000520165,,162.159.128.7,Cloudflare,1,False,,,cloudflare,True,,
zendesk3.htc.com,,409,16,AS13335,CLOUDFLARENET,US,162.159.160.0/24,,,,,,,,,,,,,,,,,,,80,http://zendesk3.htc.com:80,http,cloudflare,text/plain,GET,162.159.128.7,/,1000520165,,162.159.138.6,Cloudflare,1,False,,,cloudflare,True,,
