new,host,a,soa,status_code,cdn,cdn-name,cname,ns,mx,txt,aaaa,has_internal_ips,internal_ips,caa
[x],apigee.expedia.com,23.46.125.47,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"apigee.expedia.com.edgekey.net, e5369.x.akamaiedge.net",,,,,,,
[x],apiicrs.hotwire.com,"10.139.80.70, 10.139.80.234","ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,,internal-apiicrs-1143159657.us-west-1.elb.amazonaws.com,"ns-1036.awsdns-01.org, ns-1850.awsdns-39.co.uk, ns-467.awsdns-58.com, ns-699.awsdns-23.net",,,,True,"10.139.80.70, 10.139.80.234",
[x],apim-uswest2.prod-p.expedia.com,23.201.255.202,"n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"apim.expedia.com.edgekey.net, e9052.dscx.akamaiedge.net",,,,"2a02:26f0:480:68d::235c, 2a02:26f0:480:698::235c",,,
[x],apim.expedia.com,23.37.42.228,,NOERROR,,,"apim-proxy.prod-p.expedia.com, apim-uswest2.prod-p.expedia.com, apim.expedia.com.edgekey.net, e9052.dscx.akamaiedge.net",,,,,,,
[x],apim.int.expedia.com,23.37.42.228,"n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"apim.int.expedia.com.edgekey.net, e9052.dscx.akamaiedge.net",,,,"2a02:26f0:ab00:3a9::235c, 2a02:26f0:ab00:39c::235c",,,
[x],apim.prod.expedia.com,88.221.36.221,,NOERROR,,,"apim.prod.expedia.com.edgekey.net, e9052.dscx.akamaiedge.net",,,,"2001:2030:21:1a4::235c, 2001:2030:21:1b5::235c",,,
[x],apim.uswest2.expedia.com,23.201.255.202,"n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"apim-uswest2.prod-p.expedia.com, apim.expedia.com.edgekey.net, e9052.dscx.akamaiedge.net",,,,"2a02:26f0:480:698::235c, 2a02:26f0:480:68d::235c",,,
[x],apis.travelconnect-lab.expediagroup.com,,"ns-1333.awsdns-38.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1850.awsdns-39.co.uk, ns-456.awsdns-57.com, ns-614.awsdns-12.net, ns-1333.awsdns-38.org",,,,,,
[x],apis.travelconnect.expediagroup.com,,"ns-1278.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],apiv2.carrentals.com,104.81.109.190,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"api.carrentals.com.edgekey.net, e7572.x.akamaiedge.net",,,,,,,
[x],apiv3.bookabach.co.nz,,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],app-travelagencies.hoteles.com,"184.86.251.22, 184.86.251.16","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"ipv6.hotels.com.edgekey.net, e65465.dscx.akamaiedge.net",,,,"2a02:26f0:3500:1b::1724:a389, 2a02:26f0:3500:1b::1724:a384",,,
[x],app-travelagencies.hotels.com,"95.101.74.155, 95.101.74.144","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"ipv6.hotels.com.edgekey.net, e65465.dscx.akamaiedge.net",,,,"2a02:26f0:c900:9::5f65:4a9b, 2a02:26f0:c900:9::5f65:4a90",,,
[x],app.mailaway.homeaway.com,142.0.160.14,"ns1.p201.dns.oraclecloud.net, hostmaster.t.en25.com",NOERROR,,,"s225508597.t.en25.com, p03.t.en25.com",,,,,,,
[x],apps-metadata.expediapartnersolutions.com,"2.21.79.26, 23.11.206.75","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"apps-metadata.expediapartnersolutions.com-v1.edgekey.net, e69563.x.akamaiedge.net",,,,,,,
[x],apps.expediapartnercentral.com,104.102.35.104,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"www.expediapartnercentral.com.edgekey.net, e9977.x.akamaiedge.net",,,,,,,
[x],apws.orbitz.com,23.46.123.243,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"orbitz-partner.edgekey.net, e5051.x.akamaiedge.net",,,,,,,
[x],ar.hoteles.com,23.210.116.25,"n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"ipv6-global.hotels.com.edgekey.net, e10109.dscx.akamaiedge.net",,,,"2a02:26f0:1700:384::277d, 2a02:26f0:1700:383::277d",,,
[x],ar.hotels.com,,"n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"ipv6-global.hotels.com.edgekey.net, e10109.dscx.akamaiedge.net",,,,,,,
[x],aroundtheworld.expedia.com,50.57.202.210,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],as2.expedia.com,216.251.114.32,"dns1.p01.nsone.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],asia.homeaway.com,199.247.90.163,"dns1.p01.nsone.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],asia.hotels.com,"88.221.132.208, 88.221.132.82","n0b.akamai.net, hostmaster.akamai.com",NOERROR,,,"asia.hotels.com.edgesuite.net, a908.b.akamai.net",,,,,,,
[x],asiapress.hotels.com,62.255.175.122,,NOERROR,,,,"pdns3.ultradns.org, pdns4.ultradns.org, pdns5.ultradns.info, pdns6.ultradns.co.uk, dns1.p09.nsone.net, dns2.p09.nsone.net, dns3.p09.nsone.net, dns4.p09.nsone.net, pdns1.ultradns.net, pdns2.ultradns.net",,,,,,
[x],assets.ebookers.com,"2.16.186.113, 2.16.186.88",,NOERROR,,,"assets.ebookers.com.edgesuite.net, a1340.g.akamai.net",,,,,,,
[x],assets.test.epsdecaf.expedia.com,"65.9.66.46, 65.9.66.125, 65.9.66.62, 65.9.66.129","ns-1426.awsdns-50.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,"2600:9000:206f:400:10:41cd:3e80:93a1, 2600:9000:206f:8e00:10:41cd:3e80:93a1, 2600:9000:206f:5c00:10:41cd:3e80:93a1, 2600:9000:206f:9e00:10:41cd:3e80:93a1, 2600:9000:206f:200:10:41cd:3e80:93a1, 2600:9000:206f:e800:10:41cd:3e80:93a1, 2600:9000:206f:b400:10:41cd:3e80:93a1, 2600:9000:206f:ca00:10:41cd:3e80:93a1",,,
[x],at.hotels.com,23.206.98.167,"n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"ipv6-global.hotels.com.edgekey.net, e10109.dscx.akamaiedge.net",,,,"2a02:26f0:c900:289::277d, 2a02:26f0:c900:280::277d",,,
[x],attribute-content-processor.us-east-1.test.epsdecaf.expedia.com,"10.1.188.165, 10.1.169.140, 10.1.182.227","ns-1426.awsdns-50.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1426.awsdns-50.org, ns-1946.awsdns-51.co.uk, ns-557.awsdns-05.net, ns-8.awsdns-01.com",,,,True,"10.1.188.165, 10.1.169.140, 10.1.182.227",
[x],auth-stage.vrbo.com,"13.248.244.122, 76.223.106.8","ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ciam-expediagroup-test.customdomains.oktapreview.com, op3-custom-crtrs.oktapreview.com, op3-custom-crtrs.oktaedge.oktapreview.com, a556120ce37110a35.awsglobalaccelerator.com",,,,,,,
[x],auth-test.expedia.com,"76.223.106.8, 13.248.244.122","ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ciam-expediagroup-test.customdomains.oktapreview.com, op3-custom-crtrs.oktapreview.com, op3-custom-crtrs.oktaedge.oktapreview.com, a556120ce37110a35.awsglobalaccelerator.com",,,,,,,
[x],auth.abritel.fr,"76.223.112.12, 13.248.245.245","ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ciam-expediagroup.customdomains.okta.com, ok14-custom-crtrs.okta.com, ok14-custom-crtrs.oktaedge.okta.com, aea892e467587cd82.awsglobalaccelerator.com",,,,,,,
[x],auth.apis.expediagroup.com,"3.33.152.248, 15.197.151.86","ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,"apisexpediagroup.customdomains.okta.com, ok7-custom-crtrs.okta.com, ok7-custom-crtrs.oktaedge.okta.com, a9d4dea8e2661b2ed.awsglobalaccelerator.com",,,,,,,
[x],auth.bookabach.co.nz,"76.223.112.12, 13.248.245.245","ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ciam-expediagroup.customdomains.okta.com, ok14-custom-crtrs.okta.com, ok14-custom-crtrs.oktaedge.okta.com, aea892e467587cd82.awsglobalaccelerator.com",,,,,,,
[x],auth.fewo-direkt.de,"13.248.245.245, 76.223.112.12",,NOERROR,,,"ciam-expediagroup.customdomains.okta.com, ok14-custom-crtrs.okta.com, ok14-custom-crtrs.oktaedge.okta.com, aea892e467587cd82.awsglobalaccelerator.com",,,,,,,
[x],auth.hotels.com,"76.223.112.12, 13.248.245.245","ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ciam-expediagroup.customdomains.okta.com, ok14-custom-crtrs.okta.com, ok14-custom-crtrs.oktaedge.okta.com, aea892e467587cd82.awsglobalaccelerator.com",,,,,,,
[x],auth.playground.apis.expediagroup.com,,"edns5.ultradns.com, hostmaster.okta.com, ns-97.awsdns-12.com, awsdns-hostmaster.amazon.com, ns-1826.awsdns-36.co.uk",NOERROR,,,"apisexpediagroup.customdomains.oktapreview.com, op-crtr-tls1-nlb-b2a68736d40ebadf.elb.us-east-1.amazonaws.com",,,,,,,
[x],auth.stayz.com.au,"76.223.112.12, 13.248.245.245","ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ciam-expediagroup.customdomains.okta.com, ok14-custom-crtrs.okta.com, ok14-custom-crtrs.oktaedge.okta.com, aea892e467587cd82.awsglobalaccelerator.com",,,,,,,
[x],auth.test.apigw.expediagroup.com,"76.223.106.183, 13.248.236.251",,NOERROR,,,"dev-587826.customdomains.oktapreview.com, op1-custom-crtrs.oktapreview.com, op1-custom-crtrs.oktaedge.oktapreview.com, a9dcaea81ce6d4aa6.awsglobalaccelerator.com",,,,,,,
[x],auth.test.apis.expediagroup.com,"76.223.106.183, 13.248.236.251",,NOERROR,,,"dev-587826.customdomains.oktapreview.com, op1-custom-crtrs.oktapreview.com, op1-custom-crtrs.oktaedge.oktapreview.com, a9dcaea81ce6d4aa6.awsglobalaccelerator.com",,,,,,,
[x],auth.test.hotels.com,,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,"mx1a.expedia.com, mx1b.expedia.com",,,,,
[x],auth.travelconnect-lab.expediagroup.com,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,d1oe0mfgxzy648.cloudfront.net,,,,,,,
[x],auth.travelconnect.expediagroup.com,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,dnxixuh0kql0h.cloudfront.net,,,,,,,
[x],auth.vrbo.com,"13.248.245.245, 76.223.112.12",,NOERROR,,,"ciam-expediagroup.customdomains.okta.com, ok14-custom-crtrs.okta.com, ok14-custom-crtrs.oktaedge.okta.com, aea892e467587cd82.awsglobalaccelerator.com",,,,,,,
[x],authentication.expediapartnersolutions.com,"2.23.209.132, 2.23.209.174","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"authentication.expediapartnersolutions.com-v2.edgekey.net, e84941.dscx.akamaiedge.net",,,,"2a02:26f0:480:22::1726:62de, 2a02:26f0:480:22::1726:62ee",,,
[x],authoring.cgs.expedia.com,"52.37.25.148, 52.42.230.141","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,"cgs-tt-service-authoring.us-west-2.prod.lodgingshared.expedia.com, cgs-tt-service-p-160jzdh6qxz-0f1-1100691210.us-west-2.elb.amazonaws.com",,,,,,,
[x],autocomplete.expediapartnersolutions.com,"2.16.241.146, 2.16.241.142","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"autocomplete.expediapartnersolutions.com.edgekey.net, e130535.x.akamaiedge.net",,,,,,,
[x],autodiscover.bookabach.co.nz,"40.101.12.136, 40.99.204.8, 52.97.176.8, 40.101.18.24","ns1-34.azure-dns.com, azuredns-hostmaster.microsoft.com, ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,,,"autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,,,"2603:1026:c03:3032::8, 2603:1026:207::8, 2603:1026:c03:6026::8, 2603:1026:206:7::8",,,
[x],autodiscover.ean.com,216.251.112.226,"dns1.p01.nsone.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],autodiscover.ebookers.com,"40.99.150.40, 40.99.149.216, 52.98.152.248, 52.98.228.56, 52.98.243.56, 52.98.241.184, 52.98.152.184, 52.98.241.168","ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,,,"autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,,,"2603:1026:c0d:c03::8, 2603:1026:c0d:c2d::8, 2603:1026:c0d:803::8, 2603:1026:c0d:82d::8, 2603:1026:c0d:c2f::8, 2603:1026:c0d:c06::8, 2603:1026:c0d:c2c::8, 2603:1026:c0d:82f::8",,,
[x],autodiscover.expedia.com,"40.99.149.168, 40.99.149.152, 40.99.157.40, 52.97.189.104, 40.99.157.8, 52.97.188.72, 52.97.189.72, 40.99.155.232",,NOERROR,,,"autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,,,"2603:1026:c03:7067::8, 2603:1026:c03:7065::8, 2603:1026:207:177::8, 2603:1026:c03:7066::8",,,
[x],autodiscover.fewo-direkt.de,"52.98.241.168, 52.98.152.168, 52.98.175.24, 40.99.150.40, 52.98.152.184, 52.98.228.56, 52.98.241.200, 52.98.243.40","ns1-34.azure-dns.com, azuredns-hostmaster.microsoft.com, ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,,,"autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,,,"2603:1026:c0d:c30::8, 2603:1026:c0d:82c::8, 2603:1026:c0d:c2b::8, 2603:1026:c0d:82e::8",,,
[x],autodiscover.homeaway.com,"52.98.171.248, 40.99.150.56, 40.99.150.72, 52.98.243.24","ns1-ms-acdc.office.com, hostmaster.microsoft.com, ns1-34.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,"autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,,,"2603:1026:c0d:82c::8, 2603:1026:c0d:c1c::8, 2603:1026:c0d:82b::8, 2603:1026:c0d:829::8",,,
[x],autodiscover.lastminute.com.au,49.128.1.209,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,mail.wotifgroup.com,,,,,,,
[x],autodiscover.mrjet.se,"40.99.149.216, 52.98.228.56, 40.99.150.40, 52.98.152.248, 52.98.241.184, 52.98.243.56, 52.98.152.184, 52.98.241.168","ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,,,"autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,,,"2603:1026:c0d:c2f::8, 2603:1026:c0d:82f::8, 2603:1026:c0d:c2c::8, 2603:1026:c0d:c06::8, 2603:1026:c0d:c2d::8, 2603:1026:c0d:82d::8, 2603:1026:c0d:c03::8, 2603:1026:c0d:803::8",,,
[x],autodiscover.orbitz.com,"40.99.149.168, 40.99.157.40, 40.99.157.8, 40.99.157.24, 40.99.149.184, 40.99.157.56, 40.99.149.104, 52.97.188.72","ns1-34.azure-dns.com, azuredns-hostmaster.microsoft.com, ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,,,"autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,,,"2603:1026:c0d:c28::8, 2603:1026:c0d:82b::8, 2603:1026:c0d:c2d::8, 2603:1026:c0d:807::8",,,
[x],autodiscover.stayz.com.au,"40.99.149.136, 40.99.157.24, 52.97.189.72, 52.97.188.72, 40.99.149.152, 40.99.157.8, 52.97.189.104, 40.99.157.40",,NOERROR,,,"autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,,,"2603:1026:c0d:2a::8, 2603:1026:c0d:75::8, 2603:1026:c0d:76::8",,,
[x],autodiscover.travelocity.com,151.193.220.71,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],autodiscover.vrbo.com,"52.98.243.40, 40.99.150.88, 40.99.150.40, 40.99.150.104","ns1-ms-acdc.office.com, hostmaster.microsoft.com, ns1-34.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,"autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,,,"2603:1026:c0d:c2d::8, 2603:1026:c0d:82d::8, 2603:1026:c0d:81a::8, 2603:1026:c0d:806::8",,,
[x],autodiscover.wotif.com,49.128.1.209,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,mail.wotifgroup.com,,,,,,,
[x],av.expedia.com,216.251.112.205,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],avis-vacances.abritel.fr,87.98.144.179,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],aws.carrentals.com,,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],awstats.abritel.fr,212.43.223.61,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],backstage.kmc-default.us-west-2.test.cicddev.expedia.com,"35.163.24.153, 35.161.239.85, 54.186.2.128",,NOERROR,,,,,,,,,,
[x],backstage.kmc-default.us-west-2.test.cicdtools.expedia.com,,"ns-754.awsdns-30.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],badges.abritel.fr,50.56.84.8,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],badges.fewo-direkt.de,50.56.84.8,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],bam.prod.meso.expedia.com,100.125.0.45,"ns-984.awsdns-59.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,True,100.125.0.45,
[x],bam.test.meso.expedia.com,35.93.57.41,"ns-1750.awsdns-26.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],be.hotels.com,23.47.27.62,"n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"ipv6-global.hotels.com.edgekey.net, e10109.dscx.akamaiedge.net",,,,"2600:1408:9000:6be::277d, 2600:1408:9000:689::277d",,,
[x],be.service.hotels.com,"44.231.225.87, 35.82.156.173","ns-50.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,,,redirect.expecsp.com,,"mx.expedia.com, smtp.expedia.com",,,,,
[x],belctx.expedia.com,199.3.115.35,"dns1.p01.nsone.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],belctxsg.expedia.com,199.3.115.36,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],best.expedia.com,216.251.121.219,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],best.hotels.com,"2.19.204.202, 2.19.205.24","n0b.akamai.net, hostmaster.akamai.com",NOERROR,,,"best.hotels.com.edgesuite.net, a1835.b.akamai.net",,,,,,,
[x],beta.cheaptickets.com,,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,origin-www.cheaptickets.com,,,,,,,
[x],beta.sure.ean.com,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,d1bebkydoj04ig.cloudfront.net,,,,,,,
[x],betarequests.expedia.com,"3.130.163.141, 3.137.34.102, 13.59.110.76","udns1.ultradns.net, domains.neustarsecurityservices.com",NOERROR,,,crs.ultradns.net,,,v=spf1 exists:%{i}._i.%{d}._d.espf.agari.com include:%{d}.79.spf-protect.agari.com -all,,,,
[x],bex-api-loom.us-west-2.test.customer-experience.expediagroup.com,"54.185.148.240, 54.148.187.109, 52.24.19.110","ns-1956.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bigdata.expedia.com,,"ns-1539.awsdns-00.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],billpaypay-publishcert.com.com.expediagroup.com,,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],biz.orbitz.com,64.73.18.4,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],blcrs03.karmalab.net.ar.expedia.com,65.212.175.135,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],blog.abritel.fr,"198.49.23.145, 198.185.159.145, 198.185.159.144, 198.49.23.144","dns1.p06.nsone.net, dns-admin.squarespace.com",NOERROR,,,ext-cust.squarespace.com,,,,,,,
[x],blog.advertising.expedia.com,"199.60.103.226, 199.60.103.30","jerry.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,"149354g4.secure0024.hubspot.net, 149354.group4.sites.hubspot.net, group4.sites.hscoscdn00.net",,,,"2606:2c40::c73c:671e, 2606:2c40::c73c:67e2",,,
[x],blog.expedia.com,78.141.207.61,,NOERROR,,,r1.expediacdn.com,,,,,,,
[x],blog.hotels.com,84.53.165.94,,NOERROR,,,"ipv6-global.hotels.com.edgekey.net, e10109.dscx.akamaiedge.net",,,,,,,
[x],blog.hotwire.com,35.209.218.238,"ns01.hotwire.com, hostmaster.hotwire.com",NOERROR,True,google,,,,,,,,
[x],blueprints.homeaway.com,"2.20.142.130, 92.122.215.60","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"homeaway.com.edgekey.net, e111201.x.akamaiedge.net",,,,,,,
[x],bne-mx.lastminute.com.au,49.128.1.198,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],boards.travelocity.com,199.204.31.83,,NOERROR,,,origin-www.travelocity.com,,,,,,,
[x],bodell.templates.prod.expediapartnersolutions.com,"62.115.252.19, 62.115.252.8",,NOERROR,,,"templates-backend.prod.expediapartnersolutions.com.edgekey.net, e86704.x.akamaiedge.net",,,,,,,
[x],book.api.ean.com,"2.20.143.40, 2.20.142.4",,NOERROR,,,"book.api.ean.com.edgekey.net, e83114.x.akamaiedge.net",,,,,,,
[x],book.ebookers.com,83.245.36.30,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],book.homeaway.com,"216.146.46.11, 216.146.46.10","pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],book.mrjet.se,83.245.36.102,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],book2.carrentals.com,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,d2oxc602kdglma.cloudfront.net,,,,,,,
[x],bookabach.co.nz,199.247.90.18,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],booking-kayak-book-service.cloud.hotwire.com,"52.9.91.187, 54.183.145.154","ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,,dualstack.kayak-book-service-prod-454407901.us-west-1.elb.amazonaws.com,"ns-1036.awsdns-01.org, ns-1850.awsdns-39.co.uk, ns-467.awsdns-58.com, ns-699.awsdns-23.net, ns-109.awsdns-13.com, ns-1400.awsdns-47.org, ns-1692.awsdns-19.co.uk, ns-979.awsdns-58.net",,,,,,
[x],bookingchanges.expedia.com,193.192.51.66,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],bookings.hotels.com,216.251.126.253,,NOERROR,,,,,,,,,,
[x],bookings.lastminute.com.au,202.125.108.25,"dns1.p01.nsone.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],bookit.stayz.com.au,103.254.47.57,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],bookv2.carrentals.com,"13.227.219.126, 13.227.219.63, 13.227.219.124, 13.227.219.85","ns-2029.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],bounce.expediagroup.com,192.28.150.108,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,bounce.expediagroup.com,v=spf1 include:mktomail.com -all,,,,
[x],bounce.mk.fewo-direkt.de,192.28.145.96,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,bounce.mk.fewo-direkt.de,v=spf1 include:mktomail.com ~all,,,,
[x],bounce.mk.vrbo.com,192.28.145.94,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
[x],br.ac.mrjet.se,"52.52.238.220, 13.56.46.112, 50.18.202.186, 54.183.236.66",,NOERROR,,,thirdparty.bnc.lt,,,,,,,
[x],br.ac2.cheaptickets.com,"54.183.236.66, 13.56.46.112, 50.18.202.186, 52.52.238.220","ns-1925.awsdns-48.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,thirdparty.bnc.lt,,,v=spf1 -all,,,,"digicert.com, entrust.net, letsencrypt.org"
[x],br.hoteles.com,204.74.99.101,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],br.hotels.com,"13.59.110.76, 3.130.163.141, 3.137.34.102","pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,,,,
[x],brand.expediagroup.com,34.117.168.233,"dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,True,google,"www116.wixdns.net, gcdn0.wixdns.net, td-ccm-168-233.wixdns.net",,,abuseipdb-verification=8qJ6WeEM,,,,
[x],brand.travelocity.com,204.74.99.101,"pdns1.ultradns.net, domains.expediagroup.com, dns1.p01.nsone.net",NOERROR,,,,,,,"2600:1f16:b2f:b02:9b08:2deb:5138:48b9, 2600:1f16:b2f:b01:6009:191:1157:4316, 2600:1f16:b2f:b00:5d80:5bd:b992:973f",,,
[x],bridge.expediagroup.com,"44.232.160.226, 52.24.82.255","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,bridge-pm-epc-2134167311.us-west-2.elb.amazonaws.com,,,,,,,
[x],bridge.expediapartnercentral.com,104.102.35.104,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"bridge.expediapartnercentral.com.edgekey.net, e9977.x.akamaiedge.net",,,,,,,
[x],britishcolumbia.expedia.com,,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,expedia-vb-634821915.eu-west-1.elb.amazonaws.com,,,,,,,
[x],britishconciergeservice.sv.hotels.com,162.13.61.217,"dns1.p01.nsone.net, domains.expediagroup.com, pdns1.ultradns.net",NOERROR,,,,,,,,,,
[x],broker-sandbox-origin.homeaway.com,199.247.89.98,"pdns1.ultradns.net, domains.expediagroup.com",NOERROR,,,,,,,,,,
