input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,tls_mismatched,csp_domains_,tls_expired,tls_self_signed,location
military.expedia.com,"Expedia Travel: Vacation Homes, Hotels, Car Rentals, Flights & More",200,1411367,www.expedia.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-15T00:00:00Z,2023-08-18T23:59:59Z,"CN=www.expedia.com, O=Expedia Group\, Inc., L=Seattle, ST=Washington, C=US",www.expedia.com,"Expedia Group, Inc.",apim.int-stage.expedia.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,7f906bc90afd57b3f933e6a231a0a1e4,0bf92a21a90b39fb8ff5b37a1a776dcafce31a2eab895929dab79d2a71b38158,,ctls,www.expedia.com,,80,http://military.expedia.com:80,http,istio-envoy,text/html,GET,204.74.99.101,/,-1505168120,2600:1f16:b2f:b01:6009:191:1157:4316,Zipkin,13,False,,https://www.expedia.com/,,,,,
mk.expedia.com,404 - Page not found,404,1505,mk.expedia.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-09T00:00:00Z,2024-04-08T23:59:59Z,"CN=mk.expedia.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",mk.expedia.com,"Cloudflare, Inc.",mk.expedia.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4d77a17f1a03636a2d306c7f45e1d169,9626413e204636b8fd26ce5b7588cd4a91be7cccfb48d4f65617299220e390c5,,ctls,mk.expedia.com,cloudflare,443,https://mk.expedia.com:443,https,cloudflare,text/html,GET,104.17.72.206,/,-1652635829,104.17.71.206,Cloudflare Bot Management,52,False,True,,,,,,
mob.expedia.com,Bot or Not?,429,345599,mob.expedia.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-16T00:00:00Z,2023-08-22T23:59:59Z,"CN=www.expedia.com, O=Expedia Group\, Inc., L=Seattle, ST=Washington, C=US",www.expedia.com,"Expedia Group, Inc.",a.travel-assets.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,72330b8084ec4bb39435c771cf217ba7,2e5efe72d9e1b3ed3a504b317ff5ac9e33ebbb509d56d67bc21a7651cbc3e0b8,,ctls,mob.expedia.com,,443,https://mob.expedia.com:443,https,istio-envoy,text/html,GET,23.3.109.70,/,608638169,23.3.109.70,Zipkin,182,False,,,,,,,
mobile.abritel.fr,Invalid URL,400,207,mobile.abritel.fr,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-22T00:00:00Z,2023-11-23T23:59:59Z,"CN=vrbo.com, O=Expedia Group\, Inc., L=Seattle, ST=Washington, C=US",vrbo.com,"Expedia Group, Inc.",*.abritel.fr,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f3306348945341114b2ce2d109cee5cb,845899a7094f15ed1b5514bd39b89e447e12a30999c0a6dbc3163106fc9c1db6,True,ctls,mobile.abritel.fr,,443,https://mobile.abritel.fr:443,https,AkamaiGHost,text/html,GET,2.23.209.192,/,-1148069609,2.23.209.154,,8,False,,,True,,,,
mobile.fewo-direkt.de,Invalid URL,400,207,mobile.fewo-direkt.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-22T00:00:00Z,2023-11-23T23:59:59Z,"CN=vrbo.com, O=Expedia Group\, Inc., L=Seattle, ST=Washington, C=US",vrbo.com,"Expedia Group, Inc.",*.abritel.fr,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f3306348945341114b2ce2d109cee5cb,845899a7094f15ed1b5514bd39b89e447e12a30999c0a6dbc3163106fc9c1db6,True,ctls,mobile.fewo-direkt.de,,443,https://mobile.fewo-direkt.de:443,https,AkamaiGHost,text/html,GET,23.11.206.59,/,-1435170456,23.11.206.73,,8,False,,,True,,,,
mobile.homeaway.com,Download the Vrbo Mobile App,200,207444,www.vrbo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-22T00:00:00Z,2023-11-23T23:59:59Z,"CN=vrbo.com, O=Expedia Group\, Inc., L=Seattle, ST=Washington, C=US",vrbo.com,"Expedia Group, Inc.",*.abritel.fr,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f3306348945341114b2ce2d109cee5cb,845899a7094f15ed1b5514bd39b89e447e12a30999c0a6dbc3163106fc9c1db6,True,ctls,www.vrbo.com,,443,https://mobile.homeaway.com:443,https,,text/html,GET,23.11.206.73,/,1207090519,23.11.206.59,webpack,46,False,,https://www.vrbo.com/mobile,True,,,,
mobile.vrbo.com,"Vrbo | Book your vacation rentals: beach houses, cabins, condos & more",200,1142693,www.vrbo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-22T00:00:00Z,2023-11-23T23:59:59Z,"CN=vrbo.com, O=Expedia Group\, Inc., L=Seattle, ST=Washington, C=US",vrbo.com,"Expedia Group, Inc.",*.abritel.fr,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f3306348945341114b2ce2d109cee5cb,845899a7094f15ed1b5514bd39b89e447e12a30999c0a6dbc3163106fc9c1db6,True,ctls,www.vrbo.com,,443,https://mobile.vrbo.com:443,https,istio-envoy,text/html,GET,2.23.209.153,/,-124858428,2.23.209.193,Zipkin,15,False,,https://www.vrbo.com/,True,,,,
movableink.hotwire.com,Movable Ink Domain,200,79,movableink.hotwire.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-05T00:00:00Z,2024-05-03T23:59:59Z,CN=movableink.hotwire.com,movableink.hotwire.com,,movableink.hotwire.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ea96c98678e21b9b7471899906550236,0c54709fd64b5d4fdb6a15bf80fb2c85e0b50293e5c68d0b71ec8da1e0e4abd5,,ctls,movableink.hotwire.com,cloudfront,443,https://movableink.hotwire.com:443,https,,,GET,143.204.215.52,/,-1542678720,143.204.215.49,Amazon Web Services,1,False,True,,,,,,
mrjet.se,Boka resor och hitta erbjudanden på resor - mrjet.se,200,955208,www.mrjet.se,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T00:00:00Z,2024-04-27T23:59:59Z,"CN=www.ebookers.com, O=Expedia Group\, Inc., L=Seattle, ST=Washington, C=US",www.ebookers.com,"Expedia Group, Inc.",ebookers.fi,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,78149e42161699980de0c137e39630c4,65122c83c9e1143e88b187a0bb59d151a4478f85be09627ed2cc1ec06b7bd3c0,,ctls,www.mrjet.se,,443,https://mrjet.se:443,https,istio-envoy,text/html,GET,184.25.219.94,/,828739843,184.25.219.94,Zipkin,40,False,,https://www.mrjet.se/,,,,,
mslps.expedia.com,MSLPS,200,172,mslps.expedia.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-16T00:00:00Z,2024-01-17T23:59:59Z,"CN=*.expedia.com, O=Expedia Group\, Inc., L=Seattle, ST=Washington, C=US",*.expedia.com,"Expedia Group, Inc.",expedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,871129a167111aa920e2c4facf176ae4,71254c06b2c598503dd7e44265197d57be0b0c4f9f9a1270401981a14e9c933b,True,ctls,mslps.expedia.com,,443,https://mslps.expedia.com:443,https,nginx/1.18.0,text/html,GET,184.30.128.133,/,2072983049,184.30.128.133,Zipkin,17,False,,,,,,,
msntravel.expedia.com,"Expedia Travel: Vacation Homes, Hotels, Car Rentals, Flights & More",200,1364283,www.expedia.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-15T00:00:00Z,2023-08-18T23:59:59Z,"CN=www.expedia.com, O=Expedia Group\, Inc., L=Seattle, ST=Washington, C=US",www.expedia.com,"Expedia Group, Inc.",apim.int-stage.expedia.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,7f906bc90afd57b3f933e6a231a0a1e4,0bf92a21a90b39fb8ff5b37a1a776dcafce31a2eab895929dab79d2a71b38158,,ctls,www.expedia.com,,80,http://msntravel.expedia.com:80,http,istio-envoy,text/html,GET,204.74.99.100,/,-1502270497,204.74.99.100,Zipkin,13,False,,https://www.expedia.com/,,,,,
msoid.ebookers.com,Sign in to your account,200,205229,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,,ctls,login.microsoftonline.com,azure,443,https://msoid.ebookers.com:443,https,,text/html,GET,20.190.160.20,/,-1840324437,40.126.32.74,HSTS,174,False,True,https://login.microsoftonline.com/common/oauth2/v2.0/authorize?client_id=4765445b-32c6-49b0-83e6-1d93765276ca&redirect_uri=https%3A%2F%2Fwww.office.com%2Flandingv2&response_type=code%20id_token&scope=openid%20profile%20https%3A%2F%2Fwww.office.com%2Fv2%2FOfficeHome.All&response_mode=form_post&nonce=638194144118826499.MTNhMWEyOWYtNWY4Yi00NTQ4LTg1YzEtOGYxZGFkMDk0YmY4YWE2ZTJjOWMtYjA2Ni00ODc0LTg3YjgtNGVkOWU4ZmVhNmQx&ui_locales=en-US&mkt=en-US&state=mIWXV7cjbgPddqRCZBh8phCDwErLCjSwKNq4yq2e63yVcO6AUVxC51lyTTaZlMEUIEsePMJcYeBb4LIzICd9KPKOPldfSLDAWi-gxcP2CGi73XLrPHzNYOso43s1UapCh-rahrMvFU201Ln8JlNlRnqRbdoaMfBrm2nCe2wqvWTyoEOWGiSHsNO1qD6tKp7Fj1wc2VUplLg9RmOdWueCrRLiutcZPqnH9SEjsXNqLWYmGzr9aeokiHeNS5zhPlw_SFd_7pG9c68s9cu43oTscg&x-client-SKU=ID_NET6_0&x-client-ver=6.26.1.0,,,,,
msoid.mrjet.se,Sign in to your account,200,203513,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,,ctls,login.microsoftonline.com,azure,443,https://msoid.mrjet.se:443,https,,text/html,GET,20.190.159.0,/,-1840324437,20.190.159.2,HSTS,173,False,True,https://login.microsoftonline.com/common/oauth2/v2.0/authorize?client_id=4765445b-32c6-49b0-83e6-1d93765276ca&redirect_uri=https%3A%2F%2Fwww.office.com%2Flandingv2&response_type=code%20id_token&scope=openid%20profile%20https%3A%2F%2Fwww.office.com%2Fv2%2FOfficeHome.All&response_mode=form_post&nonce=638194144117426921.MzUyYzNmOTItNGU2Ni00NTJhLTliYzYtMGEyZDgxOTEyZDNjZDRkYTAxOGItMzZjOS00NDkyLTljM2QtOTAwZjJjZDZmMzAx&ui_locales=en-US&mkt=en-US&state=Q0Tav54ZK8Lf75FjFpoUuG8bbpQsNJG7AASVKBExM9hlFkwulTfDf2Ykl4Jy76zftb-K2qfz4v3OrVYtfFlVxrQT4NuiqW3S1cpQm5oKDwmJwiWwLwbdvV5B6ZbhtuLqwVCne8DTQBs8E5Sf9OADKvpSP0LsgWpo2dQKngY_POmNIvlYgyYi1QlKmjcrowbnET2EgPnxci2SAynIwZFjr8IcxbsOA-avNagIi1s3lgayrWjVGC6n_vC-SlN0BVQggmgr3lFb1gApmQ35AnunVQ&x-client-SKU=ID_NET6_0&x-client-ver=6.26.1.0,,,,,
msoid.orbitz.com,Sign in to your account,200,205101,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,,ctls,login.microsoftonline.com,azure,443,https://msoid.orbitz.com:443,https,,text/html,GET,20.190.160.20,/,-1840324437,40.126.32.138,HSTS,173,False,True,https://login.microsoftonline.com/common/oauth2/v2.0/authorize?client_id=4765445b-32c6-49b0-83e6-1d93765276ca&redirect_uri=https%3A%2F%2Fwww.office.com%2Flandingv2&response_type=code%20id_token&scope=openid%20profile%20https%3A%2F%2Fwww.office.com%2Fv2%2FOfficeHome.All&response_mode=form_post&nonce=638194144122861917.YzQxMjAzZmMtOGUyMC00MTFkLWJhNzYtZWEwMjM4MzM3YjQwMDNhMGJiYjEtMzI2My00NTM1LTgzZjctNWIyZjQyMDY1YjIw&ui_locales=en-US&mkt=en-US&state=Z4sFd_RHFZo-F8257S0lJN6yaWem1ckHcM6K140AajYZ6Mwc7uZKxY2Zy4i1CpHeeYH2Cibvj6BesS0kq9MriSS0V_Dy4A7H9JD0rGqbNxmGrPFrDYJ3kQ6yfYaNblDQ70qdEolD4vEPOpbOiBtr9YxIlrD8hIMnpC-nGIaBCjr7WK5tRzRWJo7SYPfkeCDFU2grVUkg2tAl6JqGTVB75uYEgHlZxIQDSiUny96GRgrV-M26BqyxRDnszhexK4QLp23baC73FqWwBaBScCslgg&x-client-SKU=ID_NET6_0&x-client-ver=6.26.1.0,,,,,
msoid.stayz.com.au,Sign in to your account,200,203898,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,,ctls,login.microsoftonline.com,azure,443,https://msoid.stayz.com.au:443,https,,text/html,GET,40.126.32.134,/,-1840324437,40.126.32.138,HSTS,174,False,True,https://login.microsoftonline.com/common/oauth2/v2.0/authorize?client_id=4765445b-32c6-49b0-83e6-1d93765276ca&redirect_uri=https%3A%2F%2Fwww.office.com%2Flandingv2&response_type=code%20id_token&scope=openid%20profile%20https%3A%2F%2Fwww.office.com%2Fv2%2FOfficeHome.All&response_mode=form_post&nonce=638194144120084725.NTAyNjc5ODEtYzNhZi00Y2M5LWI1ODMtYjBkOTc2ZTYzYmY4N2U0ZGQ0YWItYjVkNS00ZTk1LWEzMmYtMTljZTZlNjNiYWU3&ui_locales=en-US&mkt=en-US&state=Q0hNFCAq5178mYV0OLY3G1dHnjy1ttBA78o4FdnIkRT7bDf0NAmFuiMGqdN8W6cVha6dwYY8i0iq1KJyvNLHpRuLjPEl_6KDqlV15t78tEKzTySUHkuTTSSJIyaGkPnzfNVI115bm9QLl2IggdZE0M83vl3nojRmF8CVzCEPOSjyIeIHYCoNb5bLxnF34211qYco3j-BVgx3gjesm25AmkASZGRJS6B9vhDFFQRron2MvGJ9DbvETbbWv9Cjd3iMt6PoW7DVsgQzqF-GwlyWdA&x-client-SKU=ID_NET6_0&x-client-ver=6.26.1.0,,,,,
mtx.lastminute.com.au,,200,,mtx.lastminute.com.au,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-03-08T23:59:59Z,"CN=*.sc.omtrdc.net, O=Adobe Systems Incorporated, L=San Jose, ST=California, C=US",*.sc.omtrdc.net,Adobe Systems Incorporated,sc.omtrdc.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5aea0482f5687fba1e7b20b2977a3e7a,1a773e957c8bb8819956df96b254fce6c3d34e51c3a7073ffe3ac7833bfc089f,True,ctls,mtx.lastminute.com.au,,443,https://mtx.lastminute.com.au:443,https,jag,,GET,63.140.62.160,/,1936786007,63.140.62.135,,1,False,,,True,,,,
my.ean.com,EPS Portal,200,1714,portal.expediapartnersolutions.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-19T01:37:51Z,2023-07-18T01:37:50Z,CN=portal.expediapartnersolutions.com,portal.expediapartnersolutions.com,,portal.expediapartnersolutions.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec70c840444ea2cce6bc1808c2cfe148,8a92a27f69b42d201a8ae23e415a226de6c5e2c7d7c1fcbb9a0989165d6ddd8a,,ctls,portal.expediapartnersolutions.com,,443,https://my.ean.com:443,https,AmazonS3,text/html,GET,23.37.226.112,/,1735935222,23.53.43.186,HSTS,7,False,,https://portal.expediapartnersolutions.com/,,wss://*.epsdecaf.expedia.com,,,
my.expediapartnersolutions.com,EPS Portal,200,1714,portal.expediapartnersolutions.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-19T01:37:51Z,2023-07-18T01:37:50Z,CN=portal.expediapartnersolutions.com,portal.expediapartnersolutions.com,,portal.expediapartnersolutions.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec70c840444ea2cce6bc1808c2cfe148,8a92a27f69b42d201a8ae23e415a226de6c5e2c7d7c1fcbb9a0989165d6ddd8a,,ctls,portal.expediapartnersolutions.com,,443,https://my.expediapartnersolutions.com:443,https,AmazonS3,text/html,GET,23.210.119.74,/,1735935222,23.210.119.74,HSTS,7,False,,https://portal.expediapartnersolutions.com/,,https://*.osano.com/,,,
navadmin.expedia.com,Service Unavailable - Fail to connect,503,272,navadmin.expedia.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-25T00:00:00Z,2024-01-03T23:59:59Z,"CN=navigator.expedia.com, O=Expedia Group\, Inc., L=Seattle, ST=Washington, C=US",navigator.expedia.com,"Expedia Group, Inc.",cctoken.expedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cf79ff3db6dd748f32649b2955fec88b,faa071d71abbd895b01a9eab3aba0e56528d8aa72994bbe4b9fa45784188d312,,ctls,navadmin.expedia.com,,443,https://navadmin.expedia.com:443,https,AkamaiGHost,text/html,GET,23.37.57.27,/,-1429864438,23.37.57.27,,9,False,,,,,,,
navreport.expedia.com,Service Unavailable - Fail to connect,503,272,navreport.expedia.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-25T00:00:00Z,2024-01-03T23:59:59Z,"CN=navigator.expedia.com, O=Expedia Group\, Inc., L=Seattle, ST=Washington, C=US",navigator.expedia.com,"Expedia Group, Inc.",cctoken.expedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cf79ff3db6dd748f32649b2955fec88b,faa071d71abbd895b01a9eab3aba0e56528d8aa72994bbe4b9fa45784188d312,,ctls,navreport.expedia.com,,443,https://navreport.expedia.com:443,https,AkamaiGHost,text/html,GET,23.212.207.163,/,-489766833,23.212.207.163,,9,False,,,,,,,
newmail.ebookers.com,,200,14,,,,,,,,,,,,,,,,,,,,,80,http://newmail.ebookers.com:80,http,,application/json,GET,217.28.130.40,/,2053722306,217.28.130.40,Node.js,1,False,,,,,,,
neworleans.hotels.com,Invalid URL,400,208,neworleans.hotels.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-26T12:41:22Z,2023-07-25T12:41:21Z,CN=hotels.com,hotels.com,,zh.hotels.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4ebb91af7c69e02c49898dc091895f7b,b49b27e0231e85ffea220234bca4fce71a2c155711ed441ccae6b44f3327ea20,,ctls,neworleans.hotels.com,,443,https://neworleans.hotels.com:443,https,AkamaiGHost,text/html,GET,23.210.116.25,/,-1892469609,2a02:26f0:1700:384::277d,,8,False,,,True,,,,
news.cheaptickets.com,,404,9,p.liadm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-27T00:00:00Z,2023-05-27T23:59:59Z,CN=p.liadm.com,p.liadm.com,,www.p.liadm.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d16a1e9323e1339aff338a6e781693f,7866cb02570ea26f7b05b9284ccd580aed321623f3566603f5194c77e24b72f2,,ctls,p.liadm.com,,443,https://news.cheaptickets.com:443,https,nginx,,GET,23.32.238.240,/,-738705486,23.32.238.243,Nginx,1,False,,https://p.liadm.com/?_li_uuid=MROQJH2JXWIAB6BPHJROCORLKM&,,,,,
news.expedia.com,,404,9,p.liadm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-27T00:00:00Z,2023-05-27T23:59:59Z,CN=p.liadm.com,p.liadm.com,,www.p.liadm.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d16a1e9323e1339aff338a6e781693f,7866cb02570ea26f7b05b9284ccd580aed321623f3566603f5194c77e24b72f2,,ctls,p.liadm.com,,443,https://news.expedia.com:443,https,nginx,,GET,23.32.238.178,/,-738705486,23.32.238.194,Nginx,1,False,,https://p.liadm.com/?_li_uuid=MROQJH5NP6IKIQH4WSVTQ3J44M&,,,,,
news.hotwire.com,,404,9,p.liadm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-27T00:00:00Z,2023-05-27T23:59:59Z,CN=p.liadm.com,p.liadm.com,,www.p.liadm.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d16a1e9323e1339aff338a6e781693f,7866cb02570ea26f7b05b9284ccd580aed321623f3566603f5194c77e24b72f2,,ctls,p.liadm.com,,443,https://news.hotwire.com:443,https,nginx,,GET,23.32.238.170,/,-738705486,23.32.238.224,Nginx,1,False,,https://p.liadm.com/?_li_uuid=MROQJH2D6VPRFX6YOWB4NG25IY&,,,,,
news.orbitz.com,,404,9,p.liadm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-27T00:00:00Z,2023-05-27T23:59:59Z,CN=p.liadm.com,p.liadm.com,,www.p.liadm.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d16a1e9323e1339aff338a6e781693f,7866cb02570ea26f7b05b9284ccd580aed321623f3566603f5194c77e24b72f2,,ctls,p.liadm.com,,443,https://news.orbitz.com:443,https,nginx,,GET,2.19.126.211,/,-738705486,2.19.126.213,Nginx,1,False,,https://p.liadm.com/?_li_uuid=MROQJH4RH77CY67HOXIOWDFONM&,,,,,
news.vrbo.com,Domain recognized - Presspage,200,48948,www.presspage.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-19T11:23:36Z,2023-07-18T11:23:35Z,CN=www.presspage.com,www.presspage.com,,www.presspage.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,020787a9cb517a21fce40a2719680b7b,17826f7a71b75017fd6c10a2d6f34df99a868a76a441db8c9c6651ffa583b6bf,,ctls,www.presspage.com,,443,https://news.vrbo.com:443,https,cloudflare,text/html,GET,63.35.87.16,/,236707174,2a01:578:3::3431:c4e,Yoast SEO:20.7,530,False,,https://www.presspage.com/domain-recognized/,,,,,
news.wotif.com,,404,9,p.liadm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-27T00:00:00Z,2023-05-27T23:59:59Z,CN=p.liadm.com,p.liadm.com,,www.p.liadm.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d16a1e9323e1339aff338a6e781693f,7866cb02570ea26f7b05b9284ccd580aed321623f3566603f5194c77e24b72f2,,ctls,p.liadm.com,,443,https://news.wotif.com:443,https,nginx,,GET,23.32.238.235,/,-738705486,23.32.238.225,Nginx,1,False,,https://p.liadm.com/?_li_uuid=MROQJH26IJ6ZTPB7GFWHYKIZGQ&,,,,,
newsroom.expedia.com,PR Newswire,200,1653,newsroom.expedia.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-05T00:00:00Z,2024-04-04T23:59:59Z,"CN=newsroom.expedia.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",newsroom.expedia.com,"Cloudflare, Inc.",newsroom.expedia.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4cec9cdb53b4a00e6ef3a85a84f63cdb,8f07f4a5ecd7dc5b4c6b8cd60db765e818e153ea6c7dc65d585fb0fdf474c7e8,,ctls,newsroom.expedia.com,cloudflare,443,https://newsroom.expedia.com:443,https,cloudflare,text/html,GET,104.17.29.170,/,1636264491,2606:4700::6811:1eaa,Cloudflare Bot Management,28,False,True,,,,,,
