new,host,a,cname,soa,status_code,aaaa,txt,cdn,cdn-name,mx,ns,caa,has_internal_ips,internal_ips
[x],o-o.preferred.sjc07s15.v3.lscache2.c.youtube.com,142.250.186.142,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:828::200e,,,,,,,,
[x],o-o.preferred.sjc07s15.v4.lscache1.c.youtube.com,142.250.74.206,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:803::200e,,,,,,,,
[x],o-o.preferred.sjc07s15.v4.lscache2.c.youtube.com,172.217.18.14,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:80f::200e,,,,,,,,
[x],o-o.preferred.sjc07s15.v5.lscache1.c.youtube.com,"172.253.62.113, 172.253.62.139, 172.253.62.102, 172.253.62.138, 172.253.62.100, 172.253.62.101",bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,"2607:f8b0:4004:c17::71, 2607:f8b0:4004:c17::8b, 2607:f8b0:4004:c17::65, 2607:f8b0:4004:c17::8a",,,,,,,,
[x],o-o.preferred.sjc07s15.v5.lscache2.c.youtube.com,142.250.74.206,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:803::200e,,,,,,,,
[x],o-o.preferred.sjc07s15.v6.lscache1.c.youtube.com,142.250.185.78,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:80e::200e,,,,,,,,
[x],o-o.preferred.sjc07s15.v7.lscache1.c.youtube.com,142.250.74.206,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:803::200e,,,,,,,,
[x],o-o.preferred.sjc07s15.v9.lscache1.c.youtube.com,142.250.185.110,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:831::200e,,,,,,,,
[x],o-o.preferred.sjc07s16.v17.lscache8.c.youtube.com,142.250.74.206,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:803::200e,,,,,,,,
[x],o-o.preferred.sjc07s16.v21.lscache7.c.youtube.com,"142.251.16.138, 142.251.16.113, 142.251.16.139, 142.251.16.100, 142.251.16.102, 142.251.16.101",bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,"2607:f8b0:4004:c17::8a, 2607:f8b0:4004:c17::71, 2607:f8b0:4004:c17::66, 2607:f8b0:4004:c17::8b",,,,,,,,
[x],o-o.preferred.sjc07s17.v13.lscache3.c.youtube.com,142.250.74.206,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:803::200e,,,,,,,,
[x],o-o.preferred.sjc07s17.v18.lscache2.c.youtube.com,,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2607:f8b0:4006:81c::200e,,,,,,,,
[x],o-o.preferred.sjc07s17.v2.lscache6.c.youtube.com,"172.253.62.100, 172.253.62.101, 172.253.62.113, 172.253.62.138, 172.253.62.139, 172.253.62.102",bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,"2607:f8b0:4004:c17::8a, 2607:f8b0:4004:c17::64, 2607:f8b0:4004:c17::8b, 2607:f8b0:4004:c17::65",,,,,,,,
[x],o-o.preferred.sjc07s17.v21.lscache2.c.youtube.com,142.250.185.78,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:80e::200e,,,,,,,,
[x],o-o.preferred.sjc07s17.v4.lscache6.c.youtube.com,142.250.74.206,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:803::200e,,,,,,,,
[x],o-o.preferred.sjc07s18.v1.lscache8.c.youtube.com,142.250.185.78,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:80e::200e,,,,,,,,
[x],o-o.preferred.sjc07s18.v11.lscache5.c.youtube.com,142.250.185.78,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:80e::200e,,,,,,,,
[x],o-o.preferred.skbroadband-gmp3.v15.lscache8.c.youtube.com,216.58.212.142,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:801::200e,,,,,,,,
[x],o-o.preferred.sn-3pm7en7d.v21.lscache3.c.youtube.com,"142.251.16.138, 142.251.16.139, 142.251.16.100, 142.251.16.113, 142.251.16.101, 142.251.16.102",bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,"2607:f8b0:4004:c17::71, 2607:f8b0:4004:c17::8b, 2607:f8b0:4004:c17::8a, 2607:f8b0:4004:c17::65",,,,,,,,
[x],o-o.preferred.sn-aig7knek.v24.lscache1.c.youtube.com,"172.253.115.101, 172.253.115.139, 172.253.115.100, 172.253.115.138, 172.253.115.102, 172.253.115.113",bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,"2607:f8b0:4004:c06::8a, 2607:f8b0:4004:c06::65, 2607:f8b0:4004:c06::66, 2607:f8b0:4004:c06::71",,,,,,,,
[x],o-o.preferred.sn-cg51pauxax-2v5e.v16.lscache3.c.youtube.com,142.250.80.46,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2607:f8b0:4006:80b::200e,,,,,,,,
[x],o-o.preferred.sn-j5caxoxu-hh0e.v9.lscache1.c.youtube.com,142.250.176.206,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2607:f8b0:4006:81d::200e,,,,,,,,
[x],o-o.preferred.sn-jvhj5nu-hp5e.v13.lscache3.c.youtube.com,142.250.186.110,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:812::200e,,,,,,,,
[x],o-o.preferred.sn-jvhj5nu-hp5e.v19.lscache3.c.youtube.com,"142.251.16.101, 142.251.16.138, 142.251.16.113, 142.251.16.100, 142.251.16.102, 142.251.16.139",bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,"2607:f8b0:4004:c17::65, 2607:f8b0:4004:c17::64, 2607:f8b0:4004:c17::71, 2607:f8b0:4004:c17::66",,,,,,,,
[x],o-o.preferred.sn-jvhj5nu-hp5e.v21.lscache1.c.youtube.com,142.250.185.78,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:80e::200e,,,,,,,,
[x],o-o.preferred.sn-jvhj5nu-hp5e.v4.lscache2.c.youtube.com,142.250.186.206,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:401b:80d::200e,,,,,,,,
[x],o-o.preferred.sn-jvhj5nu-hp5e.v5.lscache1.c.youtube.com,142.250.74.206,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:803::200e,,,,,,,,
[x],o-o.preferred.sn-jvhj5nu-hp5e.v6.lscache2.c.youtube.com,,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:401b:80d::200e,,,,,,,,
[x],o-o.preferred.sn-jvhj5nu-hp5e.v7.lscache1.c.youtube.com,142.250.179.174,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:400e:802::200e,,,,,,,,
[x],o-o.preferred.sn-jvhj5nu-hp5l.v12.lscache7.c.youtube.com,216.58.212.142,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:801::200e,,,,,,,,
[x],o-o.preferred.sn-o097znez.v22.lscache3.c.youtube.com,142.250.74.206,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:803::200e,,,,,,,,
[x],o-o.preferred.sn-qxo7sn7s.v22.lscache5.c.youtube.com,172.217.16.206,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:806::200e,,,,,,,,
[x],o-o.preferred.sn-tt17rn7z.v1.lscache5.c.youtube.com,142.250.184.206,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:82b::200e,,,,,,,,
[x],o-o.preferred.sn-vgqelnee.v10.lscache7.c.youtube.com,142.250.74.206,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:803::200e,,,,,,,,
[x],o-o.preferred.sn-x1x7sn7k.v20.lscache1.c.youtube.com,142.250.74.206,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:803::200e,,,,,,,,
[x],o-o.preferred.softbankbb-hnd1.v14.lscache7.c.youtube.com,142.250.186.174,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:80b::200e,,,,,,,,
[x],o-o.preferred.svo01s01.v12.lscache1.c.youtube.com,216.58.212.174,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:80b::200e,,,,,,,,
[x],o-o.preferred.tata-bom1.v3.lscache8.c.youtube.com,142.250.74.206,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:803::200e,,,,,,,,
[x],o-o.preferred.telekomaustria-vie1.v11.lscache4.c.youtube.com,142.250.186.206,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:401b:80d::200e,,,,,,,,
[x],o-o.preferred.telekomaustria-vie1.v16.lscache8.c.youtube.com,142.250.74.206,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:803::200e,,,,,,,,
[x],o-o.preferred.telekomaustria-vie1.v22.lscache8.c.youtube.com,142.250.74.206,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:803::200e,,,,,,,,
[x],o-o.preferred.telekomaustria-vie1.v23.lscache6.c.youtube.com,"209.85.233.101, 209.85.233.102, 209.85.233.100, 209.85.233.113, 209.85.233.138, 209.85.233.139",bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,"2a00:1450:4010:c07::64, 2a00:1450:4010:c07::71, 2a00:1450:4010:c07::65, 2a00:1450:4010:c07::66",,,,,,,,
[x],o-o.preferred.telekomaustria-vie1.v6.lscache7.c.youtube.com,142.251.36.14,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:400e:802::200e,,,,,,,,
[x],o-o.preferred.telekomaustria-vie2.v20.lscache2.c.youtube.com,216.58.212.142,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:801::200e,,,,,,,,
[x],o-o.preferred.terra-scl1.v12.lscache4.c.youtube.com,172.217.16.206,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:806::200e,,,,,,,,
[x],o-o.preferred.tuliptelecom-bom1.v22.lscache2.c.youtube.com,142.250.74.206,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:803::200e,,,,,,,,
[x],o-o.preferred.uarnet-kbp1.v23.lscache4.c.youtube.com,142.250.186.110,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:813::200e,,,,,,,,
[x],o-o.preferred.uninet-qro1.v9.lscache4.c.youtube.com,142.251.218.142,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2607:f8b0:4012:808::200e,,,,,,,,
[x],o-o.preferred.vodafoneis-rkv1.v11.lscache5.c.youtube.com,172.217.16.206,bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:806::200e,,,,,,,,
[x],o-o.preferred.wavebroadband-sfo1.v20.lscache1.c.youtube.com,"172.253.115.138, 172.253.115.101, 172.253.115.100, 172.253.115.102, 172.253.115.113, 172.253.115.139",bandaid-redirector.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,"2607:f8b0:4004:c06::8b, 2607:f8b0:4004:c06::64, 2607:f8b0:4004:c06::65, 2607:f8b0:4004:c06::8a",,,,,,,,
[x],o.corp.google.com,142.250.27.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:401::81,,,,,,,,
[x],o1.client-channel.google.com,173.194.76.189,,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:400c:c00::bd,,,,,,,,
[x],o1.clients6.google.com,172.217.16.42,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],o1.sandbox.google.com,74.125.140.81,,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:400c:c08::451,,,,"gmr-smtp-in.l.google.com, alt3.gmr-smtp-in.l.google.com, alt4.gmr-smtp-in.l.google.com, alt2.gmr-smtp-in.l.google.com, alt1.gmr-smtp-in.l.google.com",,,,
[x],o2r.drive.google.com,172.253.122.189,browserchannel-sites.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2607:f8b0:4004:c09::bd,,,,,,,,
[x],oasis.corp.google.com,142.250.27.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:401::81,,,,,,,,
[x],oauth.sandbox.google.com,209.85.233.81,,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4010:c0b::451,,,,"alt2.gmr-smtp-in.l.google.com, alt1.gmr-smtp-in.l.google.com, alt3.gmr-smtp-in.l.google.com, alt4.gmr-smtp-in.l.google.com, gmr-smtp-in.l.google.com",,,,
[x],ocarina-color.sandbox.google.com,74.125.206.81,,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:400c:c04::451,,,,"gmr-smtp-in.l.google.com, alt1.gmr-smtp-in.l.google.com, alt2.gmr-smtp-in.l.google.com, alt3.gmr-smtp-in.l.google.com, alt4.gmr-smtp-in.l.google.com",,,,
[x],oculus.corp.google.com,142.250.27.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:401::81,,,,,,,,
[x],odin.corp.google.com,142.250.27.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:401::81,,,,,,,,
[x],offers.google.com,64.233.164.92,,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4010:c07::5c,v=spf1 redirect=_spf.google.com,,,"alt1.gmr-smtp-in.l.google.com, alt4.gmr-smtp-in.l.google.com, alt3.gmr-smtp-in.l.google.com, gmr-smtp-in.l.google.com, alt2.gmr-smtp-in.l.google.com",,,,
[x],office.corp.google.com,142.251.1.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4010:c02::81,,,,,,,,
[x],ogs.google.com,172.217.16.206,www3.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:806::200e,,,,,,,,
[x],ohif-viewer-dev.api.verily.com,34.111.42.132,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,True,google,,,,,
[x],oi.drive.google.com,64.233.166.189,browserchannel-sites.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:400c:c09::bd,,,,,,,,
[x],oie1rc.drive.google.com,142.251.163.189,browserchannel-sites.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2607:f8b0:4004:c1b::bd,,,,,,,,
[x],omg.corp.google.com,142.250.27.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:401::81,,,,,,,,
[x],omni.corp.google.com,142.250.27.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:401::81,,,,,,,,
[x],onboarding.corp.google.com,142.250.27.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:401::81,,,,,,,,
[x],onduo-demo-console.api.verily.com,34.117.113.81,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,True,google,,,,,
[x],onduo-demo-mobile-api-gateway.api.verily.com,34.117.113.81,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,True,google,,,,,
[x],onduo-dev-mobile-api-gateway-default-cluster.api.verily.com,35.244.166.97,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,True,google,,,,,
[x],onduo-dev-mobile-api-gateway.api.verily.com,35.244.166.97,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,True,google,,,,,
[x],onduo-playground-admin-frontend-webserver.api.verily.com,34.117.95.34,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,True,google,,,,,
[x],onduo-playground-mobile-api-gateway.api.verily.com,34.117.95.34,,,NOERROR,,,True,google,,,,,
[x],onduo-prod-mobile-api-gateway.api.verily.com,34.107.205.57,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,True,google,,,,,
[x],onduo-qa-milestone-mobile-api-gateway.api.verily.com,,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,True,google,,,,,
[x],onduo-qa-summative-mobile-api-gateway.api.verily.com,34.111.149.231,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,True,google,,,,,
[x],onduo.com,199.36.158.100,,,NOERROR,,,,,"us-smtp-inbound-2.mimecast.com, us-smtp-inbound-1.mimecast.com","ns-cloud-e3.googledomains.com, ns-cloud-e2.googledomains.com, ns-cloud-e4.googledomains.com, ns-cloud-e1.googledomains.com",,,
[x],onegoogle-staging.corp.google.com,142.250.27.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:402::81,,,,,,,,
[x],onetoday-dev.corp.google.com,142.250.27.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:401::81,,,,,,,,
[x],opensource.google.com,142.250.186.78,,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:831::200e,,,,,,,,
[x],or1dpu1432.verily.com,142.250.181.238,www3.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:831::200e,,,,,,,,
[x],orbit.corp.google.com,108.177.126.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4013:c01::81,,,,,,,,
[x],orchestra.corp.google.com,142.250.27.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:401::81,,,,,,,,
[x],origin.client-channel.google.com,74.125.133.189,,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:400c:c00::bd,,,,,,,,
[x],osa-app-preprod.verily.com,142.250.184.238,www3.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,"2607:f8b0:4004:c06::71, 2607:f8b0:4004:c06::8a, 2607:f8b0:4004:c06::64, 2607:f8b0:4004:c06::8b",,,,,,,,
[x],otsg104-55.clients6.google.com,172.217.18.10,,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:827::200a,,,,,,,,
[x],overwatch.corp.google.com,142.250.27.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:401::81,,,,,,,,
[x],oxy-oxygen-481e262c.sandbox.blogger.com,108.177.15.81,,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:400c:c0c::451,,,,"alt2.gmr-smtp-in.l.google.com, alt3.gmr-smtp-in.l.google.com, gmr-smtp-in.l.google.com, alt1.gmr-smtp-in.l.google.com, alt4.gmr-smtp-in.l.google.com",,,,
[x],oxy-oxygen-74-6-46-88.sandbox.google.com,173.194.76.81,,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:400c:c00::451,,,,"alt1.gmr-smtp-in.l.google.com, alt3.gmr-smtp-in.l.google.com, gmr-smtp-in.l.google.com, alt4.gmr-smtp-in.l.google.com, alt2.gmr-smtp-in.l.google.com",,,,
[x],oxy-oxygen-d89bcedb.clients6.google.com,142.250.74.202,,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:831::200a,,,,,,,,
[x],oz-gmail.corp.google.com,,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],oz-s2.corp.google.com,,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],oz.corp.google.com,142.250.102.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:402::81,,,,,,,,
[x],p.sandbox.google.com,142.251.16.81,,"ns1.google.com, dns-admin.google.com",NOERROR,2607:f8b0:4004:c17::451,,,,"alt4.gmr-smtp-in.l.google.com, alt3.gmr-smtp-in.l.google.com, alt2.gmr-smtp-in.l.google.com, alt1.gmr-smtp-in.l.google.com, gmr-smtp-in.l.google.com",,,,
[x],p2p.corp.google.com,142.250.27.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:401::81,,,,,,,,
[x],p4.corp.google.com,142.251.163.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2607:f8b0:4004:c1b::81,,,,,,,,
[x],p48-iwres-china.sandbox.google.com,108.177.126.81,,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4013:c01::451,,,,"gmr-smtp-in.l.google.com, alt4.gmr-smtp-in.l.google.com, alt3.gmr-smtp-in.l.google.com, alt1.gmr-smtp-in.l.google.com, alt2.gmr-smtp-in.l.google.com",,,,
[x],pa.corp.google.com,64.233.164.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4010:c05::81,,,,,,,,
[x],pack.google.com,172.217.18.4,www2.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:80b::2004,,,,,,,,
[x],package.corp.google.com,142.250.27.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:401::81,,,,,,,,
[x],packages.corp.google.com,142.250.27.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:401::81,,,,,,,,
[x],page.verily.com,"104.17.70.206, 104.17.73.206, 104.17.71.206, 104.17.72.206, 104.17.74.206",mkto-sj370149.com,"ns1.marketo.com, ops.localhost",NOERROR,,,True,cloudflare,,"ns1.marketo.com, ns2.mktdns.com",,,
[x],pages.projectbaseline.com,13.111.70.10,pages.virt.s11.exacttarget.com,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
[x],paidtasks.corp.google.com,142.250.27.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:401::81,,,,,,,,
[x],pantheon-staging-sso.corp.google.com,142.251.163.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,
[x],pantheon.corp.google.com,142.251.163.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2607:f8b0:4004:c07::81,,,,,,,,
[x],par01-prd-esx-02g.clients6.google.com,142.250.185.74,,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:80e::200a,,,,,,,,
[x],parents.youtube.com,"216.58.212.174, 142.250.74.206, 216.58.212.142, 142.250.185.78, 142.250.185.110, 142.250.185.142, 142.250.185.174, 142.250.185.206, 142.250.185.238, 142.250.186.78, 142.250.186.110, 142.250.181.238, 172.217.16.142, 142.250.184.206, 142.250.184.238, 142.250.186.142",youtube-ui.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,"2a00:1450:4001:801::200e, 2a00:1450:4001:80e::200e, 2a00:1450:4001:802::200e, 2a00:1450:4001:803::200e",,,,,,,,
[x],partner.clients6.google.com,142.250.185.138,,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:812::200a,,,,,,,,
[x],partner.sandbox.google.com,173.194.76.81,,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:400c:c00::451,,,,"alt2.gmr-smtp-in.l.google.com, alt1.gmr-smtp-in.l.google.com, alt3.gmr-smtp-in.l.google.com, alt4.gmr-smtp-in.l.google.com, gmr-smtp-in.l.google.com",,,,
[x],partners.cloud.google.com,"64.233.161.102, 64.233.161.101, 64.233.161.138, 64.233.161.100, 64.233.161.113, 64.233.161.139",,"ns1.google.com, dns-admin.google.com",NOERROR,"2a00:1450:4010:c0b::66, 2a00:1450:4010:c0b::65, 2a00:1450:4010:c0b::64, 2a00:1450:4010:c0b::71",,,,,,,,
[x],partners.google.com,142.250.184.238,www3.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:811::200e,,,,,,,,
[x],partnerupload2.google.com,64.233.164.135,,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4010:c07::87,,,,,,,,
[x],passwords.google.com,142.250.203.142,www3.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:401b:80e::200e,,,,,,,,
[x],patch-dev.verily.com,34.107.225.12,,"ns1.googledomains.com, dns-admin.google.com",NOERROR,,,True,google,,,,,
[x],patch-staging.verily.com,34.120.26.62,,"ns1.googledomains.com, dns-admin.google.com",NOERROR,,,True,google,,,,,
[x],patch.verily.com,34.120.32.14,,"ns1.googledomains.com, dns-admin.google.com",NOERROR,,,True,google,,,,,
[x],patents.google.com,172.217.16.142,www3.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:831::200e,,,,,,,,
[x],pay.ext.google.com,172.217.16.211,ghs.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4001:806::2013,,,,,,,,
[x],payment-blogger-daily-2.sandbox.blogger.com,66.102.1.81,,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:400c:c06::451,,,,"alt2.gmr-smtp-in.l.google.com, alt4.gmr-smtp-in.l.google.com, alt1.gmr-smtp-in.l.google.com, gmr-smtp-in.l.google.com, alt3.gmr-smtp-in.l.google.com",,,,
[x],payment.client-channel.google.com,64.233.166.189,,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:400c:c09::bd,,,,,,,,
[x],payment.clients6.google.com,64.233.164.95,,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4010:c07::5f,,,,,,,,
[x],payments.corp.google.com,142.250.102.129,uberproxy-with-cn.l.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4025:402::81,,,,,,,,
[x],payments.google.com,173.194.76.92,,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:400c:c00::5c,,,,,,,,
[x],payments.sandbox.google.com,108.177.14.92,,"ns1.google.com, dns-admin.google.com",NOERROR,2a00:1450:4010:c0f::5c,,,,,,,,
[x],payments.youtube.com,142.251.16.92,,"ns1.google.com, dns-admin.google.com",NOERROR,2607:f8b0:4004:c17::5c,,,,,,,,
[x],pc-lab-data-dev.api.verily.com,34.111.89.172,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,True,google,,,,,
