new,host,a,aaaa,soa,status_code,ns,cname,txt,cdn,cdn-name,caa,mx
[x],9fb5068b.ngrok.io,3.17.7.232,2600:1f16:d83:1202::6e:5,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],9fd66e68.ngrok.io,3.134.39.220,2600:1f16:d83:1200::6e:0,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],9ff54a84.ngrok.io,,,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],9zjmkmnbfwiizgaym8wro8.ghs.eu.ngrok.io,,,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],_spf.ngrok.com,,,"ns-1552.awsdns-02.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,v=spf1 ip4:54.218.37.147 ip4:54.213.211.222 ip4:35.90.230.172 ip4:34.222.183.183 ip4:18.236.206.136 ~all,,,,
[x],a003eba9.ngrok.io,3.17.7.232,2600:1f16:d83:1201::6e:1,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a0156439.ngrok.io,3.134.125.175,2600:1f16:d83:1200::6e:3,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a040-125-131-106-199.ngrok-free.app,"3.125.102.39, 3.125.209.94, 3.125.223.134, 18.158.249.75, 18.192.31.165, 3.124.142.205","2a05:d014:21b:8e00::6e:0, 2a05:d014:21b:8e00::6e:3, 2a05:d014:21b:8e01::6e:1, 2a05:d014:21b:8e01::6e:4, 2a05:d014:21b:8e02::6e:2, 2a05:d014:21b:8e02::6e:5","ns-988.awsdns-59.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a052-62-84-119-215.ngrok.io,3.22.30.40,2600:1f16:d83:1200::6e:3,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a084a349.ngrok.io,3.134.125.175,2600:1f16:d83:1201::6e:1,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-146.awsdns-18.com, ns-1482.awsdns-57.org, ns-1654.awsdns-14.co.uk, ns-886.awsdns-46.net",,,,,,
[x],a0b10862.ngrok.io,3.17.7.232,2600:1f16:d83:1201::6e:4,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a0ed9eedf6874ee08bbb344585c13100.ngrok.io,3.134.39.220,2600:1f16:d83:1200::6e:0,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a0f01f80.ngrok.io,3.17.7.232,2600:1f16:d83:1201::6e:4,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a10c3b72.ngrok.io,3.17.7.232,2600:1f16:d83:1201::6e:1,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-146.awsdns-18.com, ns-1482.awsdns-57.org, ns-1654.awsdns-14.co.uk, ns-886.awsdns-46.net",,,,,,
[x],a1375cdd.ngrok.io,3.22.30.40,2600:1f16:d83:1202::6e:5,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a13ab73fac80.ngrok.io,3.13.191.225,2600:1f16:d83:1201::6e:1,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a145873b.ngrok.io,,,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a148a62b.ngrok.io,3.134.125.175,2600:1f16:d83:1200::6e:0,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a172fd62.ngrok.io,3.17.7.232,2600:1f16:d83:1200::6e:3,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a19432f3.ngrok.io,3.134.125.175,2600:1f16:d83:1201::6e:1,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-146.awsdns-18.com, ns-1482.awsdns-57.org, ns-1654.awsdns-14.co.uk, ns-886.awsdns-46.net",,,,,,
[x],a19979fa.ngrok.io,3.22.30.40,2600:1f16:d83:1201::6e:4,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a1b34d8c.ngrok.io,3.14.182.203,2600:1f16:d83:1202::6e:2,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a1c1d8ab.ngrok.io,3.17.7.232,2600:1f16:d83:1200::6e:3,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a1f10a90.ngrok.io,3.134.125.175,2600:1f16:d83:1202::6e:2,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a202ec2f.ngrok.io,3.134.125.175,2600:1f16:d83:1202::6e:2,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-146.awsdns-18.com, ns-1482.awsdns-57.org, ns-1654.awsdns-14.co.uk, ns-886.awsdns-46.net",,,,,,
[x],a20de02f.ngrok.io,3.22.30.40,2600:1f16:d83:1202::6e:5,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a21c5232.ngrok.io,3.134.39.220,2600:1f16:d83:1200::6e:0,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-146.awsdns-18.com, ns-1482.awsdns-57.org, ns-1654.awsdns-14.co.uk, ns-886.awsdns-46.net",,,,,,
[x],a21def80.ngrok.io,3.22.30.40,2600:1f16:d83:1201::6e:4,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a2248332.ngrok.io,3.22.30.40,2600:1f16:d83:1201::6e:4,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a259b720.ngrok.io,3.13.191.225,2600:1f16:d83:1202::6e:2,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a25ec2d7.ngrok.io,3.134.125.175,,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a27ad903.ngrok.io,3.13.191.225,2600:1f16:d83:1200::6e:0,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a2acb9b0.ngrok.io,3.134.39.220,2600:1f16:d83:1200::6e:0,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a2b1-108-69-140-81.ngrok.io,3.17.7.232,2600:1f16:d83:1201::6e:4,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a2becc32.ngrok.io,3.17.7.232,2600:1f16:d83:1201::6e:4,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a2cf-104-244-230-210.ngrok.io,,2600:1f16:d83:1200::6e:0,,NOERROR,,,,,,,
[x],a2f34a0555f0.ngrok.io,3.17.7.232,2600:1f16:d83:1201::6e:1,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a2f35b34.ngrok.io,3.14.182.203,2600:1f16:d83:1201::6e:4,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-146.awsdns-18.com, ns-1482.awsdns-57.org, ns-1654.awsdns-14.co.uk, ns-886.awsdns-46.net",,,,,,
[x],a2f84463.ngrok.io,3.22.30.40,2600:1f16:d83:1200::6e:0,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a32d8877.ap.ngrok.io,18.139.9.214,2406:da18:27f:c801::6e:1,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a337070d.ngrok.io,3.22.30.40,2600:1f16:d83:1202::6e:2,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a33ea741fa414baeb47e2adc448569c0.ngrok.io,3.14.182.203,2600:1f16:d83:1202::6e:5,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-146.awsdns-18.com, ns-1482.awsdns-57.org, ns-1654.awsdns-14.co.uk, ns-886.awsdns-46.net",,,,,,
[x],a35624b0.ngrok.io,3.134.125.175,2600:1f16:d83:1200::6e:0,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a36327c9.ngrok.io,3.134.125.175,2600:1f16:d83:1200::6e:3,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a3aa8f21.ngrok.io,3.134.39.220,,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a3e80490.ngrok.io,3.134.125.175,2600:1f16:d83:1201::6e:1,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a401-41-221-177-10.ngrok.io,3.134.125.175,2600:1f16:d83:1202::6e:2,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a40f-154-160-11-162.ngrok-free.app,"3.124.142.205, 3.125.209.94, 18.192.31.165, 3.125.223.134, 18.158.249.75, 3.125.102.39","2a05:d014:21b:8e00::6e:0, 2a05:d014:21b:8e01::6e:1, 2a05:d014:21b:8e02::6e:5, 2a05:d014:21b:8e00::6e:3, 2a05:d014:21b:8e02::6e:2, 2a05:d014:21b:8e01::6e:4","ns-988.awsdns-59.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a41ebd927aa0.ngrok.io,,2600:1f16:d83:1200::6e:0,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a42a46d6.ngrok.io,,2600:1f16:d83:1200::6e:3,,NOERROR,,,,,,,
[x],a43c1986b1c0.ngrok.io,3.22.30.40,2600:1f16:d83:1202::6e:2,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a43f-213-142-151-170.ngrok-free.app,"18.158.249.75, 3.125.209.94, 18.192.31.165, 3.125.102.39, 3.124.142.205, 3.125.223.134","2a05:d014:21b:8e02::6e:5, 2a05:d014:21b:8e01::6e:4, 2a05:d014:21b:8e00::6e:0, 2a05:d014:21b:8e02::6e:2, 2a05:d014:21b:8e00::6e:3, 2a05:d014:21b:8e01::6e:1","ns-988.awsdns-59.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a445cc9a.ngrok.io,3.14.182.203,2600:1f16:d83:1202::6e:5,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a447-50-240-146-72.ngrok.io,3.17.7.232,2600:1f16:d83:1200::6e:3,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-146.awsdns-18.com, ns-1482.awsdns-57.org, ns-1654.awsdns-14.co.uk, ns-886.awsdns-46.net",,,,,,
[x],a455cef7.ngrok.io,3.22.30.40,2600:1f16:d83:1200::6e:0,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a459f3c9.ngrok.io,3.134.39.220,2600:1f16:d83:1202::6e:2,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a48f6e01.ngrok.io,3.134.125.175,2600:1f16:d83:1200::6e:3,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-146.awsdns-18.com, ns-1482.awsdns-57.org, ns-1654.awsdns-14.co.uk, ns-886.awsdns-46.net",,,,,,
[x],a4c0c636.ngrok.io,3.134.39.220,2600:1f16:d83:1202::6e:5,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a4c3-24-101-156-244.ngrok-free.app,"18.158.249.75, 3.125.102.39, 3.124.142.205, 3.125.223.134, 3.125.209.94, 18.192.31.165","2a05:d014:21b:8e01::6e:1, 2a05:d014:21b:8e00::6e:0, 2a05:d014:21b:8e00::6e:3, 2a05:d014:21b:8e02::6e:5, 2a05:d014:21b:8e01::6e:4, 2a05:d014:21b:8e02::6e:2","ns-988.awsdns-59.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a4d17490.ngrok.io,3.22.30.40,2600:1f16:d83:1200::6e:0,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a4f0-103-159-220-187.ngrok-free.app,"3.124.142.205, 3.125.102.39, 3.125.223.134, 18.158.249.75, 3.125.209.94, 18.192.31.165","2a05:d014:21b:8e01::6e:4, 2a05:d014:21b:8e02::6e:5, 2a05:d014:21b:8e00::6e:3, 2a05:d014:21b:8e00::6e:0, 2a05:d014:21b:8e01::6e:1, 2a05:d014:21b:8e02::6e:2","ns-988.awsdns-59.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1311.awsdns-35.org, ns-1753.awsdns-27.co.uk, ns-9.awsdns-01.com, ns-988.awsdns-59.net",,,,,,
[x],a50b08b34ca3.ngrok.io,3.134.39.220,2600:1f16:d83:1201::6e:4,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-146.awsdns-18.com, ns-1482.awsdns-57.org, ns-1654.awsdns-14.co.uk, ns-886.awsdns-46.net",,,,,,
[x],a52cc5ea.ngrok.io,3.14.182.203,2600:1f16:d83:1202::6e:2,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a539858f.ngrok.io,3.17.7.232,2600:1f16:d83:1200::6e:3,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a556c94d.ngrok.io,3.14.182.203,2600:1f16:d83:1202::6e:5,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a56b5bfc.ngrok.io,3.22.30.40,2600:1f16:d83:1202::6e:5,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a5768957.ngrok.io,3.134.125.175,2600:1f16:d83:1202::6e:5,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a57d-72-182-20-140.ngrok.io,3.13.191.225,,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a595-42-185-32-210.ngrok.io,3.134.125.175,2600:1f16:d83:1200::6e:0,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a5d43480.ngrok.io,3.22.30.40,2600:1f16:d83:1201::6e:1,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a5e2ae6e.ngrok.io,3.22.30.40,2600:1f16:d83:1201::6e:4,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a5f17788.ngrok.io,3.134.39.220,2600:1f16:d83:1200::6e:0,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a6383640.ngrok.io,3.134.39.220,2600:1f16:d83:1201::6e:4,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a641e42a.ngrok.io,3.17.7.232,2600:1f16:d83:1200::6e:3,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a65c1508.ngrok.io,3.14.182.203,2600:1f16:d83:1201::6e:4,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a6a961374ba0.ngrok.io,3.22.30.40,2600:1f16:d83:1200::6e:3,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a6b5aee2.ngrok.io,,,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a6e1-175-178-64-55.ngrok.io,3.17.7.232,2600:1f16:d83:1202::6e:2,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a6e63ce3.ngrok.io,3.134.39.220,,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a72617a8.ngrok.io,3.134.39.220,2600:1f16:d83:1200::6e:3,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-146.awsdns-18.com, ns-1482.awsdns-57.org, ns-1654.awsdns-14.co.uk, ns-886.awsdns-46.net",,,,,,
[x],a732c7fe.ngrok.io,3.134.39.220,2600:1f16:d83:1200::6e:3,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a737-190-181-15-45.ngrok.io,,2600:1f16:d83:1200::6e:0,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-146.awsdns-18.com, ns-1482.awsdns-57.org, ns-1654.awsdns-14.co.uk, ns-886.awsdns-46.net",,,,,,
[x],a7425b8a.ngrok.io,3.134.39.220,2600:1f16:d83:1201::6e:1,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a763-2a00-79c0-7d8-9a00-81d2-4ffd-4d9e-ad00.ngrok.io,3.134.39.220,2600:1f16:d83:1200::6e:3,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a776-2a02-a31c-8142-8600-5556-f74-68bf-79dd.ngrok-free.app,"3.125.102.39, 3.125.223.134, 18.192.31.165, 3.124.142.205, 18.158.249.75, 3.125.209.94","2a05:d014:21b:8e00::6e:3, 2a05:d014:21b:8e00::6e:0, 2a05:d014:21b:8e01::6e:4, 2a05:d014:21b:8e01::6e:1, 2a05:d014:21b:8e02::6e:5, 2a05:d014:21b:8e02::6e:2","ns-988.awsdns-59.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a78bb596.ngrok.io,3.14.182.203,2600:1f16:d83:1201::6e:1,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a7bb4ee1.ngrok.io,3.134.39.220,,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a7c0-45-83-220-184.ngrok.io,3.13.191.225,2600:1f16:d83:1201::6e:4,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-146.awsdns-18.com, ns-1482.awsdns-57.org, ns-1654.awsdns-14.co.uk, ns-886.awsdns-46.net",,,,,,
[x],a7cb-84-209-189-223.ngrok.io,3.17.7.232,2600:1f16:d83:1200::6e:0,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a7d290c0.ngrok.io,3.134.39.220,2600:1f16:d83:1202::6e:5,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a7f42c4a.ngrok.io,3.134.125.175,2600:1f16:d83:1200::6e:0,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a7f9d781135b4e4b8d3737fa1c9f7ea0.ngrok.io,3.14.182.203,2600:1f16:d83:1200::6e:3,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-146.awsdns-18.com, ns-1482.awsdns-57.org, ns-1654.awsdns-14.co.uk, ns-886.awsdns-46.net",,,,,,
[x],a80bd698.ngrok.io,3.13.191.225,,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a820-185-59-221-75.ngrok-free.app,,,"ns-988.awsdns-59.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a82995c1.ngrok.io,3.134.125.175,2600:1f16:d83:1202::6e:5,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a85a5dbe.ngrok.io,3.22.30.40,2600:1f16:d83:1200::6e:0,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a879b14d.ngrok.io,3.134.39.220,2600:1f16:d83:1201::6e:4,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a8c1.ngrok.io,3.134.39.220,2600:1f16:d83:1202::6e:5,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a8ctls.ngrok.io,3.17.7.232,2600:1f16:d83:1202::6e:2,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a8d43fe1.ngrok.io,3.134.125.175,2600:1f16:d83:1201::6e:1,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a8d8967f.ngrok.io,3.14.182.203,2600:1f16:d83:1200::6e:3,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a8f20a1f.ngrok.io,3.13.191.225,2600:1f16:d83:1201::6e:1,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a905-27-109-15-190.ngrok-free.app,"3.125.102.39, 3.125.209.94, 3.125.223.134, 3.124.142.205, 18.192.31.165, 18.158.249.75","2a05:d014:21b:8e02::6e:2, 2a05:d014:21b:8e01::6e:4, 2a05:d014:21b:8e02::6e:5, 2a05:d014:21b:8e01::6e:1, 2a05:d014:21b:8e00::6e:0, 2a05:d014:21b:8e00::6e:3","ns-988.awsdns-59.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a907c9a0.ngrok.io,3.134.39.220,2600:1f16:d83:1202::6e:2,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a9162d42.ngrok.io,3.22.30.40,2600:1f16:d83:1201::6e:1,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-146.awsdns-18.com, ns-1482.awsdns-57.org, ns-1654.awsdns-14.co.uk, ns-886.awsdns-46.net",,,,,,
[x],a93c-77-11-50-161.ngrok.io,3.17.7.232,,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a944b9a9.ngrok.io,3.17.7.232,2600:1f16:d83:1200::6e:3,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a94f950c.ngrok.io,3.134.39.220,2600:1f16:d83:1201::6e:4,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-146.awsdns-18.com, ns-1482.awsdns-57.org, ns-1654.awsdns-14.co.uk, ns-886.awsdns-46.net",,,,,,
[x],a9887393.ngrok.io,3.17.7.232,2600:1f16:d83:1200::6e:3,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a9a23761.ngrok.io,,,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],a9f6-2a09-bac1-4b60-00-19b-7d.ngrok-free.app,"3.14.182.203, 3.134.39.220, 3.22.30.40, 3.13.191.225, 3.134.125.175, 3.17.7.232","2600:1f16:d83:1202::6e:5, 2600:1f16:d83:1202::6e:2, 2600:1f16:d83:1200::6e:0, 2600:1f16:d83:1201::6e:1, 2600:1f16:d83:1201::6e:4, 2600:1f16:d83:1200::6e:3","ns-988.awsdns-59.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],aa0e8b0c.ngrok.io,3.22.30.40,2600:1f16:d83:1200::6e:0,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],aa146e3a.ngrok.io,3.134.125.175,2600:1f16:d83:1200::6e:3,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],aa423fe6.ngrok.io,,,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],aa77ee6d4810.ngrok.io,3.22.30.40,2600:1f16:d83:1200::6e:0,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],aa84a2bdd2e74e34bf5f120306388041.ngrok.io,3.14.182.203,2600:1f16:d83:1202::6e:2,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],aaa7267c.ngrok.io,3.14.182.203,2600:1f16:d83:1201::6e:1,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],aac97447.ngrok.io,3.14.182.203,2600:1f16:d83:1202::6e:2,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],aad92c2fd859.ngrok.app,"3.124.142.205, 18.192.31.165, 18.158.249.75, 3.125.102.39, 3.125.223.134, 3.125.209.94","2600:1f16:d83:1202::6e:5, 2600:1f16:d83:1202::6e:2, 2600:1f16:d83:1201::6e:4, 2600:1f16:d83:1200::6e:0, 2600:1f16:d83:1201::6e:1, 2600:1f16:d83:1200::6e:3","ns-743.awsdns-28.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],ab074f04.ngrok.io,3.134.39.220,2600:1f16:d83:1202::6e:5,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],ab1c2fb474c0.ngrok.io,3.22.30.40,2600:1f16:d83:1201::6e:1,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],ab4b-35-240-233-9.ngrok-free.app,"18.192.31.165, 3.124.142.205, 3.125.102.39, 3.125.209.94, 3.125.223.134, 18.158.249.75","2a05:d014:21b:8e02::6e:2, 2a05:d014:21b:8e02::6e:5, 2a05:d014:21b:8e00::6e:0, 2a05:d014:21b:8e00::6e:3, 2a05:d014:21b:8e01::6e:1, 2a05:d014:21b:8e01::6e:4","ns-988.awsdns-59.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],ab593cba.ngrok.io,3.13.191.225,2600:1f16:d83:1200::6e:3,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-146.awsdns-18.com, ns-1482.awsdns-57.org, ns-1654.awsdns-14.co.uk, ns-886.awsdns-46.net",,,,,,
[x],ab5de8d9.ngrok.io,3.134.39.220,2600:1f16:d83:1200::6e:3,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],ab615511.ngrok.io,,,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],abadd170.ngrok.io,3.13.191.225,2600:1f16:d83:1202::6e:5,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],abbonati.ilpost.it.ngrok.io,,2600:1f16:d83:1201::6e:4,"ns-1482.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
