new,host,a,aaaa,cname,soa,ns,status_code,cdn,cdn-name,mx,txt,caa
[x],cluster.pingone.com,"13.226.153.26, 13.226.153.38, 13.226.153.88, 13.226.153.91","2600:9000:2182:9c00:13:cec5:5000:93a1, 2600:9000:2182:e800:13:cec5:5000:93a1, 2600:9000:2182:dc00:13:cec5:5000:93a1, 2600:9000:2182:200:13:cec5:5000:93a1, 2600:9000:2182:f800:13:cec5:5000:93a1, 2600:9000:2182:3400:13:cec5:5000:93a1, 2600:9000:2182:fc00:13:cec5:5000:93a1, 2600:9000:2182:4e00:13:cec5:5000:93a1",d1qeq7sog5cwn4.cloudfront.net,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com","ns-1390.awsdns-45.org, ns-1724.awsdns-23.co.uk, ns-50.awsdns-06.com, ns-839.awsdns-40.net",NOERROR,True,cloudfront,,,
[x],cname.pingone.com,"3.130.152.31, 52.11.201.206, 3.17.229.99, 44.241.84.41, 3.129.185.94, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],coantivirus2.pingone.com,"3.129.185.94, 44.241.84.41, 52.11.201.206, 3.130.152.31, 3.17.229.99, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],collab.apps-staging.pingone.com,"44.241.84.41, 52.11.201.206, 3.130.152.31, 3.17.229.99, 3.129.185.94, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],collab.pingone.com,"44.241.84.41, 3.17.229.99, 3.130.152.31, 3.129.185.94, 44.240.2.215, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],com-test-den-adminapi.svc.pingone.com,"44.240.2.215, 3.17.229.99, 3.129.185.94, 52.11.201.206, 44.241.84.41, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],com.pingone.com,"52.11.201.206, 44.241.84.41, 3.17.229.99, 3.130.152.31, 44.240.2.215, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],connect365.pingone.com,3.124.161.186,,sso365.idaas.pingone.com,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],console-staging.pingone.com,"13.32.145.90, 13.32.145.125, 13.32.145.16, 13.32.145.91","2600:9000:20e1:8c00:c:405e:48c0:93a1, 2600:9000:20e1:8000:c:405e:48c0:93a1, 2600:9000:20e1:d400:c:405e:48c0:93a1, 2600:9000:20e1:1400:c:405e:48c0:93a1, 2600:9000:20e1:e400:c:405e:48c0:93a1, 2600:9000:20e1:5a00:c:405e:48c0:93a1, 2600:9000:20e1:3400:c:405e:48c0:93a1, 2600:9000:20e1:2600:c:405e:48c0:93a1",d2nvrdbhtym1wj.cloudfront.net,"ns-840.awsdns-41.net, awsdns-hostmaster.amazon.com","ns-1126.awsdns-12.org, ns-117.awsdns-14.com, ns-2038.awsdns-62.co.uk, ns-840.awsdns-41.net",NOERROR,True,cloudfront,,,
[x],console.pingone.com,"108.156.60.14, 108.156.60.68, 108.156.60.19, 108.156.60.92","2600:9000:2394:da00:d:a4de:f400:93a1, 2600:9000:2394:f000:d:a4de:f400:93a1, 2600:9000:2394:e200:d:a4de:f400:93a1, 2600:9000:2394:5000:d:a4de:f400:93a1, 2600:9000:2394:b200:d:a4de:f400:93a1, 2600:9000:2394:fa00:d:a4de:f400:93a1, 2600:9000:2394:f200:d:a4de:f400:93a1, 2600:9000:2394:7a00:d:a4de:f400:93a1",d14wwnyu4t38pc.cloudfront.net,"ns-1288.awsdns-33.org, awsdns-hostmaster.amazon.com","ns-1872.awsdns-42.co.uk, ns-953.awsdns-55.net, ns-1288.awsdns-33.org, ns-184.awsdns-23.com",NOERROR,True,cloudfront,,,
[x],consul.console-staging.pingone.com,"3.17.229.99, 3.130.152.31, 3.129.185.94, 52.11.201.206, 44.241.84.41, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],consul.pingone.com,"3.130.152.31, 52.11.201.206, 3.129.185.94, 44.240.2.215, 44.241.84.41, 3.17.229.99",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],coronavirus-crawl-54-236-1-139.pinterest.com.pingone.com,"3.129.185.94, 44.241.84.41, 52.11.201.206, 3.130.152.31, 3.17.229.99, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],coronavirus-warning-banner.cofiles.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covid-1935.pingone.com,"52.11.201.206, 3.17.229.99, 44.241.84.41, 44.240.2.215, 3.130.152.31, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covid.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covideo-isus-2019.pingone.com,"3.130.152.31, 44.241.84.41, 44.240.2.215, 3.129.185.94, 52.11.201.206, 3.17.229.99",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covideo-isus-dns2.pingone.com,"52.11.201.206, 3.129.185.94, 44.240.2.215, 3.17.229.99, 3.130.152.31, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covideo-isus-email.pingone.com,"3.129.185.94, 44.241.84.41, 3.130.152.31, 3.17.229.99, 52.11.201.206, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covideo-isus-forum.pingone.com,"44.240.2.215, 52.11.201.206, 44.241.84.41, 3.129.185.94, 3.17.229.99, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covideo-isus-mail2.pingone.com,"3.129.185.94, 3.130.152.31, 44.240.2.215, 44.241.84.41, 52.11.201.206, 3.17.229.99",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covideo-isus-mx01.pingone.com,"44.241.84.41, 52.11.201.206, 3.130.152.31, 3.17.229.99, 3.129.185.94, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covideo-isus-ns1.pingone.com,"52.11.201.206, 44.241.84.41, 3.129.185.94, 3.17.229.99, 3.130.152.31, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covideo-isus-ns3.pingone.com,"3.17.229.99, 3.129.185.94, 3.130.152.31, 44.240.2.215, 44.241.84.41, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covideo-isus-secure.pingone.com,"52.11.201.206, 3.17.229.99, 3.129.185.94, 3.130.152.31, 44.240.2.215, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covideo-isus-web.pingone.com,"3.129.185.94, 52.11.201.206, 44.240.2.215, 44.241.84.41, 3.17.229.99, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covideo-isus-www1.pingone.com,"44.240.2.215, 3.130.152.31, 3.17.229.99, 3.129.185.94, 52.11.201.206, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covideo-isus.2019.pingone.com,"44.241.84.41, 52.11.201.206, 44.240.2.215, 3.129.185.94, 3.130.152.31, 3.17.229.99",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covideo-isus.blog.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covideo-isus.dns2.pingone.com,"44.240.2.215, 3.17.229.99, 52.11.201.206, 44.241.84.41, 3.129.185.94, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covideo-isus.mail.pingone.com,"3.17.229.99, 44.240.2.215, 52.11.201.206, 3.129.185.94, 3.130.152.31, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covideo-isus.mailin2.pingone.com,"3.130.152.31, 44.240.2.215, 3.17.229.99, 44.241.84.41, 3.129.185.94, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covideo-isus.mx2.pingone.com,"3.129.185.94, 52.11.201.206, 44.241.84.41, 44.240.2.215, 3.130.152.31, 3.17.229.99",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covideo-isus.mx7.pingone.com,"44.241.84.41, 3.17.229.99, 3.130.152.31, 3.129.185.94, 44.240.2.215, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covideo-isus.ns1.pingone.com,"3.129.185.94, 3.17.229.99, 52.11.201.206, 44.241.84.41, 3.130.152.31, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covideo-isus.owa.pingone.com,"3.17.229.99, 44.240.2.215, 3.130.152.31, 3.129.185.94, 44.241.84.41, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covideo-isus.secure.pingone.com,"44.241.84.41, 52.11.201.206, 3.17.229.99, 3.130.152.31, 3.129.185.94, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covideo-isus2019.pingone.com,"44.241.84.41, 3.17.229.99, 44.240.2.215, 3.129.185.94, 3.130.152.31, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covideo-isusapi.pingone.com,"52.11.201.206, 3.130.152.31, 44.240.2.215, 3.17.229.99, 3.129.185.94, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covideo-isusblog.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covideo-isuscloud.pingone.com,"44.240.2.215, 3.17.229.99, 52.11.201.206, 3.130.152.31, 3.129.185.94, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covideo-isusdns2.pingone.com,"44.241.84.41, 52.11.201.206, 3.17.229.99, 3.130.152.31, 44.240.2.215, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covideo-isusmail.pingone.com,"3.129.185.94, 44.240.2.215, 3.17.229.99, 44.241.84.41, 52.11.201.206, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covideo-isusmail1.pingone.com,"52.11.201.206, 3.130.152.31, 44.240.2.215, 3.17.229.99, 3.129.185.94, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covideo-isusmail2.pingone.com,"44.241.84.41, 44.240.2.215, 3.17.229.99, 3.130.152.31, 3.129.185.94, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covideo-isusmailin2.pingone.com,"44.241.84.41, 44.240.2.215, 3.130.152.31, 3.17.229.99, 3.129.185.94, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covideo-isusmx1.pingone.com,"52.11.201.206, 44.241.84.41, 3.17.229.99, 3.130.152.31, 44.240.2.215, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covideo-isusmx2.pingone.com,"52.11.201.206, 3.17.229.99, 3.129.185.94, 3.130.152.31, 44.240.2.215, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covideo-isusmx7.pingone.com,"52.11.201.206, 3.17.229.99, 3.130.152.31, 3.129.185.94, 44.240.2.215, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covideo-isusns2.pingone.com,"3.17.229.99, 44.240.2.215, 52.11.201.206, 44.241.84.41, 3.129.185.94, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covideo-isusns3.pingone.com,"44.241.84.41, 3.17.229.99, 52.11.201.206, 3.130.152.31, 3.129.185.94, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covideo-isussecure.pingone.com,"3.17.229.99, 3.129.185.94, 52.11.201.206, 44.241.84.41, 44.240.2.215, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covideo-isuswww1.pingone.com,"52.11.201.206, 3.130.152.31, 44.240.2.215, 3.129.185.94, 44.241.84.41, 3.17.229.99",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covideo7.pingone.com,"3.17.229.99, 44.240.2.215, 3.130.152.31, 3.129.185.94, 44.241.84.41, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covidman-us-east-1.pingone.com,"44.240.2.215, 44.241.84.41, 3.130.152.31, 3.17.229.99, 3.129.185.94, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],covidresponse.pingone.com,"44.241.84.41, 52.11.201.206, 3.130.152.31, 3.129.185.94, 44.240.2.215, 3.17.229.99",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],cp.console-staging.pingone.com,"44.240.2.215, 3.17.229.99, 3.130.152.31, 44.241.84.41, 52.11.201.206, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],cpanel.pingone.com,"52.11.201.206, 3.17.229.99, 3.130.152.31, 3.129.185.94, 44.240.2.215, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],crawl-54-236-1-180.pinterest.coantivirus2.pingone.com,"44.240.2.215, 52.11.201.206, 3.17.229.99, 3.130.152.31, 3.129.185.94, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],crm.pingone.com,"3.129.185.94, 44.240.2.215, 3.130.152.31, 52.11.201.206, 44.241.84.41, 3.17.229.99",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],cveapi.pingone.com,"44.241.84.41, 3.17.229.99, 52.11.201.206, 3.129.185.94, 3.130.152.31, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],cvps-158-199-142-127.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],d1ef241a-d52d-4c26-a7e7-74ecfeebac1c.edge1-test.pingone.com,,,,,,NOERROR,,,,,
[x],d9c3a116-7726-4ef1-82ec-d92d66f0920e.edge1.pingone.com,"13.224.189.29, 13.224.189.87, 13.224.189.92, 13.224.189.9","2600:9000:20eb:4800:11:5205:4f00:93a1, 2600:9000:20eb:5800:11:5205:4f00:93a1, 2600:9000:20eb:7800:11:5205:4f00:93a1, 2600:9000:20eb:8800:11:5205:4f00:93a1, 2600:9000:20eb:9a00:11:5205:4f00:93a1, 2600:9000:20eb:dc00:11:5205:4f00:93a1, 2600:9000:20eb:f400:11:5205:4f00:93a1, 2600:9000:20eb:0:11:5205:4f00:93a1",dzn6b3894g858.cloudfront.net,"ns-1199.awsdns-21.org, awsdns-hostmaster.amazon.com","ns-240.awsdns-30.com, ns-920.awsdns-51.net, ns-1199.awsdns-21.org, ns-1806.awsdns-33.co.uk",NOERROR,True,cloudfront,,,
[x],db.pingone.com,"3.17.229.99, 3.130.152.31, 3.129.185.94, 52.11.201.206, 44.240.2.215, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],dc.api-staging.pingone.com,"52.11.201.206, 44.241.84.41, 3.129.185.94, 44.240.2.215, 3.17.229.99, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],dc.pingone.com,"3.129.185.94, 44.240.2.215, 44.241.84.41, 52.11.201.206, 3.17.229.99, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],de.pingone.com,"44.240.2.215, 44.241.84.41, 52.11.201.206, 3.130.152.31, 3.17.229.99, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],den-admin-api.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],den-auth-all.pingone.com,"44.240.2.215, 44.241.84.41, 52.11.201.206, 3.17.229.99, 3.130.152.31, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],den-routingsvc.pingone.com,"44.241.84.41, 3.17.229.99, 3.130.152.31, 3.129.185.94, 44.240.2.215, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],desktop-lb-den-shard01.pingone.com,"44.241.84.41, 3.17.229.99, 3.129.185.94, 52.11.201.206, 3.130.152.31, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],desktop.pingone.com,3.18.115.36,,cdp.idaas.pingone.com,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],dev.pingone.com,208.42.225.187,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],digipicture.pingone.com,"44.241.84.41, 3.129.185.94, 3.17.229.99, 3.130.152.31, 44.240.2.215, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],directory-api.pingone.com,3.133.0.20,,cidapi-ohi.idaas.pingone.com,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com","ns-1290.awsdns-33.org, ns-441.awsdns-55.com, ns-726.awsdns-26.net",NOERROR,,,,,
[x],directoryapi-lb-bos-shard01.pingone.com,"44.241.84.41, 52.11.201.206, 3.17.229.99, 3.129.185.94, 3.130.152.31, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],directoryapi-lb-den-shard01.pingone.com,"44.241.84.41, 3.130.152.31, 44.240.2.215, 52.11.201.206, 3.17.229.99, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],dl.vaccine.pingone.com,"3.129.185.94, 3.17.229.99, 3.130.152.31, 44.240.2.215, 44.241.84.41, 52.11.201.206",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],dns.apps-staging.pingone.com,"52.11.201.206, 44.241.84.41, 3.130.152.31, 44.240.2.215, 3.17.229.99, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],dns1.pingone.com,"52.11.201.206, 44.241.84.41, 3.129.185.94, 3.17.229.99, 44.240.2.215, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],dns2.apps-staging.pingone.com,"3.17.229.99, 44.240.2.215, 44.241.84.41, 3.129.185.94, 52.11.201.206, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],download.pingone.com,"44.241.84.41, 52.11.201.206, 3.130.152.31, 3.17.229.99, 44.240.2.215, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],downloads.pingone.com,"108.157.229.36, 108.157.229.89, 108.157.229.39, 108.157.229.97","2600:9000:223e:5800:2:31e5:fa40:93a1, 2600:9000:223e:3000:2:31e5:fa40:93a1, 2600:9000:223e:2a00:2:31e5:fa40:93a1, 2600:9000:223e:fe00:2:31e5:fa40:93a1, 2600:9000:223e:e800:2:31e5:fa40:93a1, 2600:9000:223e:8400:2:31e5:fa40:93a1, 2600:9000:223e:a200:2:31e5:fa40:93a1, 2600:9000:223e:2400:2:31e5:fa40:93a1",d1r4hqo3gufuuh.cloudfront.net,"ns-608.awsdns-12.net, awsdns-hostmaster.amazon.com","ns-608.awsdns-12.net, ns-1500.awsdns-59.org, ns-1781.awsdns-30.co.uk, ns-228.awsdns-28.com",NOERROR,True,cloudfront,,,
[x],e40c83d1-51f8-4486-9fc4-40e7488774db.edge1.pingone.com,"13.224.189.101, 13.224.189.33, 13.224.189.55, 13.224.189.28","2600:9000:2396:4200:16:c4a0:d000:93a1, 2600:9000:2396:f200:16:c4a0:d000:93a1, 2600:9000:2396:b600:16:c4a0:d000:93a1, 2600:9000:2396:600:16:c4a0:d000:93a1, 2600:9000:2396:2200:16:c4a0:d000:93a1, 2600:9000:2396:a400:16:c4a0:d000:93a1, 2600:9000:2396:1400:16:c4a0:d000:93a1, 2600:9000:2396:be00:16:c4a0:d000:93a1",d2sgdcmjf8jxa8.cloudfront.net,"ns-778.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1480.awsdns-57.org, ns-1655.awsdns-14.co.uk, ns-460.awsdns-57.com, ns-778.awsdns-33.net",NOERROR,True,cloudfront,,,
[x],e6ae4596-60ed-4263-99d5-e2cd4b8bb67b.edge1.pingone.com,"13.32.121.25, 13.32.121.35, 13.32.121.90, 13.32.121.14","2600:9000:2240:5a00:14:3487:9c0:93a1, 2600:9000:2240:ac00:14:3487:9c0:93a1, 2600:9000:236e:9000:14:3487:9c0:93a1, 2600:9000:236e:dc00:14:3487:9c0:93a1, 2600:9000:2240:d000:14:3487:9c0:93a1, 2600:9000:236e:7a00:14:3487:9c0:93a1, 2600:9000:236e:8c00:14:3487:9c0:93a1, 2600:9000:2240:3a00:14:3487:9c0:93a1",dumas5uzpjfvr.cloudfront.net,"ns-1296.awsdns-34.org, awsdns-hostmaster.amazon.com","ns-100.awsdns-12.com, ns-1296.awsdns-34.org, ns-1598.awsdns-07.co.uk, ns-757.awsdns-30.net",NOERROR,True,cloudfront,,,
[x],e6b9bcdf-e3de-436c-b428-ae93c086e436.edge1-test.pingone.com,"108.138.17.68, 108.138.17.67, 108.138.17.106, 108.138.17.29","2600:9000:2491:2e00:7:dea4:6780:93a1, 2600:9000:2491:3c00:7:dea4:6780:93a1, 2600:9000:2491:e800:7:dea4:6780:93a1, 2600:9000:2491:7400:7:dea4:6780:93a1, 2600:9000:2491:f000:7:dea4:6780:93a1, 2600:9000:2491:4400:7:dea4:6780:93a1, 2600:9000:2491:1a00:7:dea4:6780:93a1, 2600:9000:2491:d200:7:dea4:6780:93a1",d2vmlezo05h3mm.cloudfront.net,"ns-1989.awsdns-56.co.uk, awsdns-hostmaster.amazon.com","ns-68.awsdns-08.com, ns-1352.awsdns-41.org, ns-1989.awsdns-56.co.uk, ns-614.awsdns-12.net",NOERROR,True,cloudfront,,,
[x],ed48f0ac-e82f-43dd-97d3-55634a1cc441.edge1.pingone.com,"52.222.139.116, 52.222.139.87, 52.222.139.32, 52.222.139.90","2600:9000:2204:c00:1e:ee59:40c0:93a1, 2600:9000:2204:d600:1e:ee59:40c0:93a1, 2600:9000:2204:0:1e:ee59:40c0:93a1, 2600:9000:2204:fa00:1e:ee59:40c0:93a1, 2600:9000:2204:a00:1e:ee59:40c0:93a1, 2600:9000:2204:9c00:1e:ee59:40c0:93a1, 2600:9000:2204:3c00:1e:ee59:40c0:93a1, 2600:9000:2204:6000:1e:ee59:40c0:93a1",d2ll18cfyid537.cloudfront.net,"ns-1770.awsdns-29.co.uk, awsdns-hostmaster.amazon.com","ns-1425.awsdns-50.org, ns-1770.awsdns-29.co.uk, ns-441.awsdns-55.com, ns-967.awsdns-56.net",NOERROR,True,cloudfront,,,
[x],edef7628-e091-419d-9be2-10121c9e79e2.edge1.pingone.com,"13.32.99.21, 13.32.99.57, 13.32.99.129, 13.32.99.77","2600:9000:2251:f600:10:9913:6a40:93a1, 2600:9000:2251:f800:10:9913:6a40:93a1, 2600:9000:2251:8200:10:9913:6a40:93a1, 2600:9000:2251:1400:10:9913:6a40:93a1, 2600:9000:2251:e00:10:9913:6a40:93a1, 2600:9000:2251:ba00:10:9913:6a40:93a1, 2600:9000:2251:b800:10:9913:6a40:93a1, 2600:9000:2251:f400:10:9913:6a40:93a1",d1j543yajzffzd.cloudfront.net,"ns-1774.awsdns-29.co.uk, awsdns-hostmaster.amazon.com","ns-1097.awsdns-09.org, ns-1774.awsdns-29.co.uk, ns-2.awsdns-00.com, ns-722.awsdns-26.net",NOERROR,True,cloudfront,,,
[x],elastic.api-staging.pingone.com,"44.241.84.41, 3.17.229.99, 52.11.201.206, 44.240.2.215, 3.129.185.94, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com","ns-1361.awsdns-42.org, ns-280.awsdns-35.com, ns-819.awsdns-38.net, ns0.dnsmadeeasy.com, ns1.dnsmadeeasy.com, ns2.dnsmadeeasy.com",NOERROR,,,,,
[x],elastic.pingone.com,"52.11.201.206, 3.130.152.31, 3.129.185.94, 44.241.84.41, 3.17.229.99, 44.240.2.215",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],email.pingone.com,"44.240.2.215, 44.241.84.41, 52.11.201.206, 3.17.229.99, 3.130.152.31, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],en.pingone.com,"44.240.2.215, 44.241.84.41, 52.11.201.206, 3.17.229.99, 3.129.185.94, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],extension.pingone.com,"18.173.233.66, 18.173.233.33, 18.173.233.108, 18.173.233.127",,d3hoypern9v121.cloudfront.net,"ns-664.awsdns-19.net, awsdns-hostmaster.amazon.com","ns-1370.awsdns-43.org, ns-1537.awsdns-00.co.uk, ns-494.awsdns-61.com, ns-664.awsdns-19.net",NOERROR,True,cloudfront,,,
[x],extensioncrawl-54-236-1-180.pingone.com,"44.240.2.215, 44.241.84.41, 3.129.185.94, 52.11.201.206, 3.17.229.99, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
