new,host,a,cname,soa,status_code,cdn,cdn-name,aaaa,mx,txt,ns,has_internal_ips,internal_ips,caa
,demoerrorconnectstoragemx.sg-dev.seek.com,"104.18.0.110, 104.18.1.110",wildcard.sg-dev.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:6e, 2606:4700::6812:16e",,,,,,
,demoerrorconnectstoragemx.stage.twilio.com,"13.227.219.81, 13.227.219.24, 13.227.219.13, 13.227.219.113",dvksptar9cd7z.cloudfront.net,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,"ns-111.awsdns-13.com, ns-1221.awsdns-24.org, ns-1903.awsdns-45.co.uk, ns-616.awsdns-13.net",,,
,demoerrorconnectstoragemx.tianma-prd-in.vivo.com,129.227.254.190,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,
,dev-cmspreprodcontainer-corporate.sg-dev.seek.com,"104.18.1.110, 104.18.0.110",wildcard.sg-dev.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:16e, 2606:4700::6812:6e",,,,,,
,dev-cmspreprodcontainer-corporate.stage.twilio.com,,dvksptar9cd7z.cloudfront.net,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,"ns-111.awsdns-13.com, ns-1221.awsdns-24.org, ns-1903.awsdns-45.co.uk, ns-616.awsdns-13.net",,,
,dev.etoro.com,,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,download.bitdefender.comcandle.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,dr-web-anti-virus-light-free.br.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,dro-computerservice.jimdosite.com,"162.159.129.70, 162.159.128.70",web.jimdosite.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700:7::a29f:8046, 2606:4700:7::a29f:8146",,,,,,
,dsa.etoro.com,23.65.119.176,"wildcard.etoro.com.edgekey.net, e1660.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,dutch.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,eastwestmed.commed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,elecsaelectricianmanchester.co.ukmed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,electroncon.intel.com,192.198.166.44,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,,
,email.etoro.com,142.250.179.147,ghs.google.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:400e:802::2013,,,,,,
,error-preprodcontainer-corporate.unified.seek.com,"104.18.22.53, 104.18.23.53",wildcard.unified.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,error-preprodcontainer-corporate.websitebuilder.easyname.com,185.51.8.148,,"nsi1.easyname.com, hostmaster.easyname.com",NOERROR,,,,,,,,,
,errorconfig.sg-dev.seek.com,"104.18.1.110, 104.18.0.110",wildcard.sg-dev.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:16e, 2606:4700::6812:6e",,,,,,
,errorconfig.stage.twilio.com,"13.32.99.111, 13.32.99.92, 13.32.99.99, 13.32.99.43",dvksptar9cd7z.cloudfront.net,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,"ns-111.awsdns-13.com, ns-1221.awsdns-24.org, ns-1903.awsdns-45.co.uk, ns-616.awsdns-13.net",,,
,errorconfig.tianma-prd-in.vivo.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,
,errorconfig.unified.seek.com,"104.18.23.53, 104.18.22.53",wildcard.unified.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,errorconfigvpn.sg-dev.seek.com,"104.18.0.110, 104.18.1.110",wildcard.sg-dev.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:16e, 2606:4700::6812:6e",,,,,,
,errorconfigvpn.tianma-prd-in.vivo.com,129.227.254.190,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,
,errorconfigvpn.unified.seek.com,"104.18.22.53, 104.18.23.53",wildcard.unified.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,errorconfigvpn.websitebuilder.easyname.com,185.51.8.148,,"nsi1.easyname.com, hostmaster.easyname.com",NOERROR,,,,,,,,,
,errorconfluence-customerspr-live.tianma-prd-in.vivo.com,129.227.254.190,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,
,errorconfluence-customerspr-live.unified.seek.com,"104.18.22.53, 104.18.23.53",wildcard.unified.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,errorconfluence.events.dewarmsteweek.be,86.39.65.98,"web0.tickoweb.net, peak.proxy.tickoweb.net","ns1.ethera.be, dns.tigron.net",NOERROR,,,2a00:6ec0:101:1:0:98:0:1,,,,,,
,errorconfluence.psrunbot3.odoo.com,46.105.112.126,psrunbot3.odoo.com,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,errorconfluence.unified.seek.com,"104.18.23.53, 104.18.22.53",wildcard.unified.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,errorconfluenceengineering.sg-dev.seek.com,"104.18.0.110, 104.18.1.110",wildcard.sg-dev.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:16e, 2606:4700::6812:6e",,,,,,
,errorconfluenceengineering.stage.twilio.com,"13.32.99.92, 13.32.99.99, 13.32.99.111, 13.32.99.43",dvksptar9cd7z.cloudfront.net,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,"ns-111.awsdns-13.com, ns-616.awsdns-13.net, ns-1221.awsdns-24.org, ns-1903.awsdns-45.co.uk",,,
,errorconfluenceengineering.tianma-prd-in.vivo.com,129.227.254.190,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,
,errorconfluenceengineering.unified.seek.com,"104.18.23.53, 104.18.22.53",wildcard.unified.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,errorconnectstoragemx.sg-dev.seek.com,"104.18.1.110, 104.18.0.110",wildcard.sg-dev.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:6e, 2606:4700::6812:16e",,,,,,
,errorconnectstoragemx.software.web.de,82.165.229.87,"redir.web.de, redir.g-ha-web.de","ns1.po.ui-dns.de, hostmaster.ns1.po.ui-dns.de",NOERROR,,,,,,,,,
,errorconnectstoragemx.stage.twilio.com,"13.225.223.16, 13.225.223.49, 13.225.223.25, 13.225.223.60",dvksptar9cd7z.cloudfront.net,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,"ns-1903.awsdns-45.co.uk, ns-111.awsdns-13.com, ns-616.awsdns-13.net, ns-1221.awsdns-24.org",,,
,errorcontrollerlink-tunnel-mx.sg-dev.seek.com,"104.18.0.110, 104.18.1.110",wildcard.sg-dev.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:16e, 2606:4700::6812:6e",,,,,,
,errorcontrollerlink.alpha.eff.org,173.239.79.211,priv.365m.eff.org,"ns1.eff.org, hostmaster.eff.org",NOERROR,,,,,v=spf1 a -all,,,,
,errorcontrollerlink.events.dewarmsteweek.be,86.39.65.98,"web0.tickoweb.net, peak.proxy.tickoweb.net","ns1.ethera.be, dns.tigron.net",NOERROR,,,,,,,,,
,errorcontrollerlink.stage.twilio.com,,dvksptar9cd7z.cloudfront.net,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,"ns-111.awsdns-13.com, ns-1221.awsdns-24.org, ns-1903.awsdns-45.co.uk, ns-616.awsdns-13.net",,,
,errorcontrollerlink.unified.seek.com,"104.18.22.53, 104.18.23.53",wildcard.unified.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,errorcorporateclients-backupconfig.md-in-62.hostgator.in,103.53.43.36,,"andy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,errorcorporateclients-backupconfig.sg-dev.seek.com,"104.18.1.110, 104.18.0.110",wildcard.sg-dev.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:16e, 2606:4700::6812:6e",,,,,,
,errorcorporateclients-backupconfig.tianma-prd-in.vivo.com,129.227.254.190,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,
,eset-nod32-antivirus.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,eset-nod32-antivirus.tr.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,etorlogs.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,etorogrowth.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,etoropages.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,euro.coca-cola.com,,,"ns1-09.azure-dns.com, ipnam.coca-cola.com",NOERROR,,,,e-mail.com,,,,,
,euroscope.bentley.com,193.78.59.38,,"ns1-07.azure-dns.com, dnsadmin.bentley.com",NOERROR,,,,,,,,,
,eww.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,facebook.comcandle.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,fapi-real.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,faroldomarceneiro.com.brwww.olx.co.za,80.88.11.43,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,,,,,
,fe-nx-etoro-il.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,fe-nx-etoro.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,flash.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,forsakencove.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,forum.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,freedomsexandloveinmorocco.jimdosite.com,"162.159.129.70, 162.159.128.70",web.jimdosite.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700:7::a29f:8046, 2606:4700:7::a29f:8146",,,,,,
,front.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,ftp.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,futureoftrading.etoro.com,89.191.67.246,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,gcpcustomers-preprodcontainer-corporate.sg-dev.seek.com,"104.18.0.110, 104.18.1.110",wildcard.sg-dev.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,gcpcustomers-preprodcontainer-corporate.tianma-prd-in.vivo.com,129.227.254.190,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,
,gcpcustomers-preprodcontainer-corporate.unified.seek.com,"104.18.23.53, 104.18.22.53",wildcard.unified.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,get.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,gmacro.comodo.bluesnap.com,141.226.142.181,bluesnap.com,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,bluesnap-com.mail.protection.outlook.com,"v=spf1 ip4:132.145.253.172 ip4:141.226.140.59 ip4:141.226.142.59 include:mail.zendesk.com include:_spf.salesforce.com include:spf.protection.outlook.com include:454819.spf10.hubspotemail.net include:_ae.bluesnap.com include:_sws.bluesnap.com include:m.les, sonly.com include:spf.mandrillapp.com  ~all, ZOOM_verify_ZLHrtzxvMwICAzYenrnOJN, facebook-domain-verification=bqxxq5arjhpblcpcpps3joal49yjdg, twilio-domain-verification=f5160a172df04337393a8fcd38f73756, MS=ms83569957, TXT k=rsa; p=MHwwDQYJKoZIhvcNAQEBBQADawAwaAJhAKvJz5ye22PHdYTIuavCV0yjPh3rgdK9NFBH81uguQzlTPK9EZ32E3cTGQ/hcMIiPMJ4sYKmLBRUE+jGmm0QU84spQ/ZAqh86zh12Z9oN6SHXFEPlzlwBO5D9rWcg5rILwIDAQAB, atlassian-domain-verification=EEYuoYKwO4K9FFRytCkn7CLD7nXrnRZQ1TMJN2ycWWi0hTS7PpeIswvA1Ym24wqd, sapience-verification=00f5721e11531aeeed2992ec5329143c","ns01.myveryfastdns.com, ns02.myveryfastdns.com, ns03.myveryfastdns.com, ns04.myveryfastdns.com, dns1.p01.nsone.net, dns2.p01.nsone.net, dns3.p01.nsone.net, dns4.p01.nsone.net",,,"sectigo.com, letsencrypt.org, mailto:it@bluesnap.com, digicert.com"
,go2.etoro.com,,"go2.etoro.com.edgekey.net, e1660.d.akamaiedge.net","n0d.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,google.frcandle.etoro.com,,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,gorritual24.rumed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,growth.etoro.com,52.178.149.147,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,grudge-pandemic.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,gulfcoastrecipes.commed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,gww.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,healthcheck.etoro.com,255.255.255.255,etorohealthcheck.northeurope.cloudapp.azure.com,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,True,255.255.255.255,
,helpstopthevirus.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,hkgroup.skwww.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,honda-scirocco-4.odoo.com,141.94.74.34,,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,horoscopes.standvirtual.com,,d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,"ns-364.awsdns-45.com, ns-1869.awsdns-41.co.uk, ns-611.awsdns-12.net, ns-1447.awsdns-52.org",,,
,il-mag-bezeqint.etoro.com,82.80.101.32,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,il-mag-cellcom.etoro.com,82.166.64.67,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,image.connect.etoro.com,104.81.123.73,"akamai-san85.exacttarget.com.edgekey.net, e5593.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,imap.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,insight.etoro.com,"172.64.152.107, 104.18.35.149","www.etoro.com, www-failover.etoro.akadns.net, www.etoro.akadns.net, etoro.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,int-nft-api-controller.dev.etoro.com,"104.18.175.55, 104.18.133.56",www.dev.etoro.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,intaff-portal.dev.etoro.com,"104.126.36.8, 104.126.36.72","intaff-portal.dev.etoro.com.edgekey.net, e178605.d.akamaiedge.net","n0d.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,internalcustomers-preprodcontainer-corporate.events.dewarmsteweek.be,86.39.65.98,"web0.tickoweb.net, peak.proxy.tickoweb.net","ns1.ethera.be, dns.tigron.net",NOERROR,,,2a00:6ec0:101:1:0:98:0:1,,,,,,
,internalcustomers-preprodcontainer-corporate.sg-dev.seek.com,"104.18.0.110, 104.18.1.110",wildcard.sg-dev.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700::6812:6e, 2606:4700::6812:16e",,,,,,
,internalcustomers-preprodcontainer-corporate.stage.twilio.com,"13.32.99.111, 13.32.99.92, 13.32.99.99, 13.32.99.43",dvksptar9cd7z.cloudfront.net,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,"ns-111.awsdns-13.com, ns-1903.awsdns-45.co.uk, ns-1221.awsdns-24.org, ns-616.awsdns-13.net",,,
,ipv4-c001-sdq001-claro-codetel-isp.1.oca.nflxvideo.net,190.167.204.162,,"dns1.p09.nsone.net, hostmaster.nsone.net, pdns154.ultradns.com, DLCDNPortal.netflix.com",NOERROR,,,,,,,,,
,ipv4-c001-sdq001-claro-codetel-isp.ftl.nflxvideo.net,190.167.204.162,,"dns1.p09.nsone.net, hostmaster.nsone.net, pdns154.ultradns.com, DLCDNPortal.netflix.com",NOERROR,,,,,,,,,
,ipv4-c003-clo001-claro-co-isp.ftl.nflxvideo.net,181.49.123.81,,"dns1.p09.nsone.net, hostmaster.nsone.net, pdns154.ultradns.com, DLCDNPortal.netflix.com",NOERROR,,,,,,,,,
,ipv4-c003-eoh001-claro-co-isp.ftl.nflxvideo.net,181.49.123.65,,"pdns154.ultradns.com, DLCDNPortal.netflix.com",NOERROR,,,,,,,,,
,ipv4-c003-sti001-claro-codetel-isp.1.oca.nflxvideo.net,,,"dns1.p09.nsone.net, hostmaster.nsone.net, pdns154.ultradns.com, DLCDNPortal.netflix.com",NOERROR,,,,,,,,,
,ipv4-c003-sti001-claro-codetel-isp.ftl.nflxvideo.net,190.167.231.148,,"pdns154.ultradns.com, DLCDNPortal.netflix.com",NOERROR,,,,,,,,,
,ipv4-c004-ctg001-claro-co-isp.1.oca.nflxvideo.net,181.49.123.75,,"dns1.p09.nsone.net, hostmaster.nsone.net, pdns154.ultradns.com, DLCDNPortal.netflix.com",NOERROR,,,,,,,,,
,ipv4-c004-ctg001-claro-co-isp.ftl.nflxvideo.net,181.49.123.75,,"pdns154.ultradns.com, DLCDNPortal.netflix.com, dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
,ipv4-c004-sdq001-claro-codetel-isp.1.oca.nflxvideo.net,190.167.204.165,,"pdns154.ultradns.com, DLCDNPortal.netflix.com",NOERROR,,,,,,,,,
,ipv4-c004-sdq001-claro-codetel-isp.ftl.nflxvideo.net,,,"pdns154.ultradns.com, DLCDNPortal.netflix.com, dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
,ipv4-c004-sti001-claro-codetel-isp.1.oca.nflxvideo.net,190.167.231.149,,"pdns154.ultradns.com, DLCDNPortal.netflix.com",NOERROR,,,,,,,,,
,ipv4-c005-bog003-claro-co-isp.1.oca.nflxvideo.net,181.49.123.21,,"dns1.p09.nsone.net, hostmaster.nsone.net, pdns154.ultradns.com, DLCDNPortal.netflix.com",NOERROR,,,,,,,,,
,ipv4-c005-bog003-claro-co-isp.ftl.nflxvideo.net,181.49.123.21,,"dns1.p09.nsone.net, hostmaster.nsone.net, pdns154.ultradns.com, dlcdnportal.netflix.com",NOERROR,,,,,,,,,
,ipv4-c005-sdq001-claro-codetel-isp.1.oca.nflxvideo.net,190.167.204.166,,"pdns154.ultradns.com, DLCDNPortal.netflix.com, dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
,ipv4-c005-sdq001-claro-codetel-isp.ftl.nflxvideo.net,190.167.204.166,,"dns1.p09.nsone.net, hostmaster.nsone.net, pdns154.ultradns.com, DLCDNPortal.netflix.com",NOERROR,,,,,,,,,
,ipv4-c005-sti001-claro-codetel-isp.1.oca.nflxvideo.net,190.167.231.150,,"pdns154.ultradns.com, DLCDNPortal.netflix.com, dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
,ipv4-c006-bog003-claro-co-isp.ftl.nflxvideo.net,181.49.123.19,,"dns1.p09.nsone.net, hostmaster.nsone.net, pdns154.ultradns.com, DLCDNPortal.netflix.com",NOERROR,,,,,,,,,
,ipv4-c006-sdq001-claro-codetel-isp.ftl.nflxvideo.net,190.167.204.167,,"dns1.p09.nsone.net, hostmaster.nsone.net, pdns154.ultradns.com, DLCDNPortal.netflix.com",NOERROR,,,,,,,,,
,ipv4-c006-sti001-claro-codetel-isp.ftl.nflxvideo.net,,,"pdns154.ultradns.com, DLCDNPortal.netflix.com, dns1.p09.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
,ipv4-c007-bog003-claro-co-isp.otoplus.com,"184.86.103.80, 184.86.103.72","otoplus.edgekey.net, e118669.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:1700:b::b856:6750, 2a02:26f0:1700:b::b856:6748",,,,,,
,ipv4-c007-bog006-claro-co-isp.odoo.com,141.94.74.34,,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,ipv4-c007-sti001-claro-codetel-isp.1.oca.nflxvideo.net,190.167.231.157,,"pdns154.ultradns.com, DLCDNPortal.netflix.com",NOERROR,,,,,,,,,
,ipv4-c008-bog006-claro-co-isp.standvirtual.com,"18.66.97.62, 18.66.97.110, 18.66.97.92, 18.66.97.7",d55rxsrdpq012.cloudfront.net,"ns-364.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
,ipv4-c016-bog003-claro-co-isp.1.oca.nflxvideo.net,181.49.123.5,,"dns1.p09.nsone.net, hostmaster.nsone.net, pdns154.ultradns.com, DLCDNPortal.netflix.com",NOERROR,,,,,,,,,
,ipv4-c016-bog003-claro-co-isp.ftl.nflxvideo.net,181.49.123.5,,"dns1.p09.nsone.net, hostmaster.nsone.net, pdns154.ultradns.com, DLCDNPortal.netflix.com",NOERROR,,,,,,,,,
,iqiprodcol.odoo.com,141.94.74.34,,"ns0.odoo.com, admin.odoo.com",NOERROR,,,,,,,,,
,jp.etoro.com,31.222.175.73,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,jsc.etoro.com,23.100.5.66,"prod-jsc.trafficmanager.net, prod-jsc-aag.westeurope.cloudapp.azure.com, prod-jsc-aag.northeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,korean.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,legendyapovidky.gype.czmed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,luna.etoro.com,"23.32.238.185, 23.32.238.235","www.etoro.com.edgesuite.net, a1017.g1.akamai.net","n0g1.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,m.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,mailer.etoro.com,,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,,"reply.mkt3767.com, mail6351.mkt6950.com, mail3172.mkt3768.com, mail6355.mkt6954.com, mail3171.mkt3767.com",v=spf1 ip4:208.95.133.149 ip4:208.95.133.153 ip4:208.95.133.163 ip4:208.95.133.164 ip4:208.95.134.141 ip4:208.95.134.146 ip4:208.95.134.147 ip4:208.95.134.148 -all,,,,
,maliaeroports.comwww.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,manage.etoro.com,31.222.186.203,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,med.etoro.com,23.65.119.176,"affiliates.etoro.com.edgekey.net, e1660.d.akamaiedge.net","n0d.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,meditechsolution.commed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,mentoraoficial.com.brmed.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,mgh.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,micro-content-api.production.curve.app,"52.85.242.61, 52.85.242.35, 52.85.242.24, 52.85.242.94",d3tvd9pcwkvaen.cloudfront.net,"ns-1846.awsdns-38.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"2600:9000:21c3:4000:0:d856:9bc0:93a1, 2600:9000:21c3:2000:0:d856:9bc0:93a1, 2600:9000:21c3:ec00:0:d856:9bc0:93a1, 2600:9000:21c3:e800:0:d856:9bc0:93a1, 2600:9000:21c3:b000:0:d856:9bc0:93a1, 2600:9000:21c3:9800:0:d856:9bc0:93a1, 2600:9000:21c3:e600:0:d856:9bc0:93a1, 2600:9000:21c3:1a00:0:d856:9bc0:93a1",,,"ns-688.awsdns-22.net, ns-80.awsdns-10.com, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk",,,
,micro-content-api.sg-dev.seek.com,,wildcard.sg-dev.seek.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,"ns-1174.awsdns-18.org, ns-1835.awsdns-37.co.uk, ns-188.awsdns-23.com, ns-518.awsdns-00.net",,,
