input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,cdn,final_url,csp_domains_,tls_expired,tls_self_signed
blueonboardingpoc1.jetblue.com,Service cannot be reached,404,9314,blueonboardingpoc1.jetblue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-12-29T14:30:17Z,2024-01-07T14:30:16Z,"CN=bcsspoc1.jetblue.com, O=JetBlue Airways Corporation, L=Long Island City, ST=New York, C=US",bcsspoc1.jetblue.com,JetBlue Airways Corporation,blueonboardingqa1.jetblue.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",bdaf6127cd0ff1c54848842ef4111655,0279d84f207fc31364aea8a97d3002fb66c400989825b1fb41cf549bc468000f,,ctls,blueonboardingpoc1.jetblue.com,443,https://blueonboardingpoc1.jetblue.com:443,https,,text/html,GET,168.62.59.183,/,-257809722,168.62.59.183,,1,False,azure,True,,,,
blueonboardingqa1.jetblue.com,Logon,200,28963,blueonboardingqa1.jetblue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-12-29T14:30:17Z,2024-01-07T14:30:16Z,"CN=bcsspoc1.jetblue.com, O=JetBlue Airways Corporation, L=Long Island City, ST=New York, C=US",bcsspoc1.jetblue.com,JetBlue Airways Corporation,blueonboardingqa1.jetblue.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",bdaf6127cd0ff1c54848842ef4111655,0279d84f207fc31364aea8a97d3002fb66c400989825b1fb41cf549bc468000f,,ctls,blueonboardingqa1.jetblue.com,443,https://blueonboardingqa1.jetblue.com:443,https,,text/html,GET,168.62.59.183,/,-257809722,168.62.59.183,,482,False,azure,True,,,,
blueresetregistration.jetblue.com,401 - Unauthorized: Access is denied due to invalid credentials.,401,1293,blueresetregistration.jetblue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-29T21:44:21Z,2023-10-28T21:44:21Z,"CN=bluereset.jetblue.com, serialNumber=2936994, businessCategory=Private Organization, O=JetBlue Airways Corporation, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=Long Island City, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",bluereset.jetblue.com,JetBlue Airways Corporation,accountreset.jetblue.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",2f4305472818fa4d848b1abae5e6c7de,a77b3b36d2210d516eeec7754d5983893b3146abc612c168b93d655c5780f9cc,,ctls,blueresetregistration.jetblue.com,443,https://blueresetregistration.jetblue.com:443,https,Microsoft-IIS/8.5,text/html,GET,64.25.24.39,/,-2017930255,64.25.24.39,Windows Server,30,False,,,,,,
blueservicesstg.jetblue.com,Sign In,200,21604,fs.jetblue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-20T12:23:25Z,2023-10-19T12:23:25Z,"CN=fs.jetblue.com, serialNumber=2936994, businessCategory=Private Organization, O=JetBlue Airways Corporation, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=Long Island City, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",fs.jetblue.com,JetBlue Airways Corporation,fs.jetblue.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",6be41202d696c341ef61b65fc3f04c8d,8e52ef875d9acc55fdd19ce58ab8199eb5ed3e19c3360f7041aa245e6e4cbc20,,ctls,fs.jetblue.com,80,http://blueservicesstg.jetblue.com:80,http,Microsoft-HTTPAPI/2.0 Microsoft-HTTPAPI/2.0,text/html,GET,64.25.24.12,/,-1189882634,64.25.24.12,Microsoft HTTPAPI:2.0,505,False,,,https://fs.jetblue.com/adfs/ls/?client-request-id=a54c038c-ae5c-4239-b6ac-61107b963cb9&username=&wa=wsignin1.0&wtrealm=urn%3afederation%3aMicrosoftOnline&wctx=estsredirect%3d2%26estsrequest%3drQQIARAA42Kw8sooKSkottLXT0pMzi4tSMopTU3Oz8tLTS7Ry0otAXH1kvNz9VMS8xJ18xL1E0tLMvSLE3NzdFPzUgryM_NK9JLTM-0LbIsLjIqEuAR6mH2WxqyzdNq2JlGgeprNzlmM3EjGrGJ0Idc6oKri0tzUIpB1hxgV4xMtDM3NkgwszY3MzEzMjYwsjJJMzSzMjJJMUpKTkhJTLzAyvmBkvMXEGgzUbTSLWRluMdCO4tSisszk1OLiknRkazcxq6RYGhmaG5gb61qaGpnrmliYJ-tamlmY6yaZJSWlWBqnppgZGV5g4fnBwriIFehdp9KwnqyCZo_uF_sufWWSZTjFqp_jHGiWGBLmYZ6qnWuc7lFikuvqlVqR7-eal5ZjWlKQZJjh61Tu418MDD1bEyvDCWy8p9gYPrAxdrAzzGJnOMDJeICX4Qffk7buI-ceXnnr8YpfJyDMp7goyrzEPMAoz9dVu8SxTDugyt8iJdU5sTTJPcO1MKgssCKoxCk4JNsWAA2,,,
bluesites.jetblue.com,,401,16,bluesites.jetblue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,,2022-04-22T17:36:21Z,2023-05-21T17:36:20Z,"CN=jbintranet.jetblue.com, O=JetBlue Airways Corporation, L=Long Island City, ST=New York, C=US",jbintranet.jetblue.com,JetBlue Airways Corporation,spsearch.jetblue.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",707e7b2d8281faea72078e231585781a,68c4d747a91b1fad35033f68af4e0cc63428a5f3e755feb78f7ce558d08f9f14,,ctls,bluesites.jetblue.com,443,https://bluesites.jetblue.com:443,https,Microsoft-IIS/8.5,text/plain,GET,64.25.24.123,/,-1840324437,64.25.24.123,Windows Server,1,False,,,,,,
book.jetblue.com,JetBlue,200,28620,www.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-16T21:01:41Z,2023-06-14T21:01:40Z,CN=*.jetblue.com,*.jetblue.com,,*.jetblue.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ddd7406001f79985c40f07d9cf8777af,97f9058ec889038b930c8116b638451dc16410bf00fa0dd29a2916390f935037,True,ctls,www.jetblue.com,443,https://book.jetblue.com:443,https,,text/html,GET,151.101.2.245,/,-163829387,151.101.194.245,Varnish,368,False,fastly,True,https://www.jetblue.com/,*.jetblue.com,,
booking.jetblue.com,JetBlue,200,28620,www.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-16T21:01:41Z,2023-06-14T21:01:40Z,CN=*.jetblue.com,*.jetblue.com,,*.jetblue.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ddd7406001f79985c40f07d9cf8777af,97f9058ec889038b930c8116b638451dc16410bf00fa0dd29a2916390f935037,True,ctls,www.jetblue.com,443,https://booking.jetblue.com:443,https,,text/html,GET,151.101.2.245,/,-163829387,151.101.194.245,Varnish,368,False,fastly,True,https://www.jetblue.com,*.jetblue.com,,
bookqa.jetblue.com,503 backend read error,503,451,bookqa.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-16T21:01:41Z,2023-06-14T21:01:40Z,CN=*.jetblue.com,*.jetblue.com,,*.jetblue.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ddd7406001f79985c40f07d9cf8777af,97f9058ec889038b930c8116b638451dc16410bf00fa0dd29a2916390f935037,True,ctls,bookqa.jetblue.com,443,https://bookqa.jetblue.com:443,https,Varnish,text/html,GET,151.101.2.245,/,1399881624,151.101.194.245,Varnish,18,False,fastly,True,,,,
bookqa2.jetblue.com,JetBlue,200,31825,www-qa2.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-16T21:01:41Z,2023-06-14T21:01:40Z,CN=*.jetblue.com,*.jetblue.com,,*.jetblue.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ddd7406001f79985c40f07d9cf8777af,97f9058ec889038b930c8116b638451dc16410bf00fa0dd29a2916390f935037,True,ctls,www-qa2.jetblue.com,443,https://bookqa2.jetblue.com:443,https,,text/html,GET,146.75.122.245,/,-136769977,146.75.122.245,Varnish,368,False,fastly,True,https://www-qa2.jetblue.com/,*.jetblue.com,,
bpbarcode.jetblue.com,,200,172,bpbarcode.jetblue.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-04T16:56:30Z,2023-08-02T16:56:29Z,CN=bpbarcode.jetblue.com,bpbarcode.jetblue.com,,bpbarcode.jetblue.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8e9e63592cbfef67651b93eb862ddddd,dce485cee49ea8547f10a45017dfd02e56ef66d8e318fca7201a77597a4bda4b,,ctls,bpbarcode.jetblue.com,443,https://bpbarcode.jetblue.com:443,https,,text/html,GET,151.101.1.91,/,-314929800,151.101.193.91,Varnish,10,False,fastly,True,,,,
bpd.jetblue.com,Fastly error: unknown domain bpd.jetblue.com,500,258,bpd.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-16T21:01:41Z,2023-06-14T21:01:40Z,CN=*.jetblue.com,*.jetblue.com,,*.jetblue.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ddd7406001f79985c40f07d9cf8777af,97f9058ec889038b930c8116b638451dc16410bf00fa0dd29a2916390f935037,True,ctls,bpd.jetblue.com,443,https://bpd.jetblue.com:443,https,Varnish,text/html,GET,151.101.2.245,/,344269403,151.101.194.245,Varnish,8,False,fastly,True,,,,
brandguide.jetblue.com,Brandguide,200,2146,brandguide.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2021-03-04T00:00:00Z,2022-04-02T23:59:59Z,CN=brandguide.jetblue.com,brandguide.jetblue.com,,brandguide.jetblue.com,"CN=Amazon, OU=Server CA 1B, O=Amazon, C=US",Amazon,Amazon,1fa35728ef4ec224cb5c9eb7b9fdf5d9,3ecf3c6a4b6f726542edfb4e6a228983a5ddd2f23bcb8a24a20084b286e3c9d6,,ctls,brandguide.jetblue.com,443,https://brandguide.jetblue.com:443,https,AmazonS3,text/html,GET,18.66.147.86,/,25585719,18.66.147.49,Google Tag Manager,1,False,cloudfront,True,,,True,
canjear.getaways.jetblue.com,JetBlue,200,31520,canjear.getaways.jetblue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2022-04-21T16:45:59Z,2023-05-20T16:45:59Z,"CN=ayuda.jetblue.com, O=JetBlue Airways Corporation, L=Long Island City, ST=New York, C=US",ayuda.jetblue.com,JetBlue Airways Corporation,holastg2.jetblue.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",ae88992c29374c6e383a57eba5189f64,437b7edab372c668da3d94fd92725d85bd860eea838783240c6dc07bf778b8a0,,ctls,canjear.getaways.jetblue.com,443,https://canjear.getaways.jetblue.com:443,https,,text/html,GET,146.20.232.212,/,-1273190178,146.20.232.212,Varnish,388,False,,,,*.hola.jetblue.com,,
cass.jetblue.com,,200,13,cass.jetblue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2020-01-06T18:58:20Z,2022-01-31T19:28:20Z,"CN=cass.jetblue.com, O=JetBlue Airways Corporation, L=Long Island City, ST=New York, C=US",cass.jetblue.com,JetBlue Airways Corporation,cass.jetblue.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",48e76de3861cd9998bdafaec6093c6f1,51cbc9d129b5fac323bb9e70abdac4d3cc5dabb5c779f2e0fe729ebc0a99c31b,,ctls,cass.jetblue.com,443,https://cass.jetblue.com:443,https,Microsoft-IIS/8.5,text/html,GET,64.25.24.164,/,1631801191,64.25.24.164,Windows Server,1,False,,,,,True,
change.jetblue.com,JetBlue,200,4074,change.jetblue.com,443,True,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,,2022-07-11T00:00:00Z,2023-07-11T23:59:59Z,CN=change.jetblue.com,change.jetblue.com,,change.jetblue.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,d924bb98f2b0b1a5c3ed6366e4f6b090,26aa2609910ead65ee02da6ac112d30e6486f8cdf7f013414633645dec139b7f,,ctls,change.jetblue.com,443,https://change.jetblue.com:443,https,,text/html,GET,74.85.139.114,/,880798146,74.85.139.114,Microsoft ASP.NET,89,False,,,,https://change.jetblue.com/images,,
checkin.jetblue.com,JetBlue | Check-in,200,76770,checkin.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-16T21:01:41Z,2023-06-14T21:01:40Z,CN=*.jetblue.com,*.jetblue.com,,*.jetblue.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ddd7406001f79985c40f07d9cf8777af,97f9058ec889038b930c8116b638451dc16410bf00fa0dd29a2916390f935037,True,ctls,checkin.jetblue.com,443,https://checkin.jetblue.com:443,https,,text/html,GET,151.101.2.245,/,-297069493,151.101.194.245,Varnish,2517,False,fastly,True,https://checkin.jetblue.com/WCI/wci;jsessionid=F52E8B540B2ECE0710BD4556A0C271CD?execution=e1s1,,,
cms1.reimbursements.jetblue.com,Support | BoughtMilk.com,200,57070,www.boughtmilk.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-10T01:26:01Z,2023-06-08T01:26:00Z,CN=www.boughtmilk.com,www.boughtmilk.com,,www.boughtmilk.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,85bf12f3fcc69a84ab2c9ca5addbfc0d,a7dd5ef9d77e66fe09fc670ee25f95cfb9530a50342544947fcaf098b1a6461b,,ctls,www.boughtmilk.com,443,https://cms1.reimbursements.jetblue.com:443,https,nginx,text/html,GET,54.161.127.124,/,-1972114425,54.161.127.124,WordPress,317,False,,,https://www.boughtmilk.com/support/,,,
confluence.it.jetblue.com,Log in with Atlassian account,200,6776,id.atlassian.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-05-10T00:00:00Z,2023-06-10T23:59:59Z,"CN=*.atlassian.com, O=Atlassian Pty Ltd, L=Sydney, ST=New South Wales, C=AU",*.atlassian.com,Atlassian Pty Ltd,atlassian.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,3edf964b3c1544df6bc04b41c5d25da5,e235541fefa6308aeb87159dd7969b5fc42d9794aea6dbcd35a83d242a5ddd53,True,ctls,id.atlassian.com,443,https://confluence.it.jetblue.com:443,https,AtlassianEdge,text/html,GET,35.237.110.194,/,771204108,35.237.110.194,HSTS,1,False,google,True,https://id.atlassian.com/login?continue=https%3A%2F%2Fid.atlassian.com%2Fjoin%2Fuser-access%3Fresource%3Dari%253Acloud%253Aconfluence%253A%253Asite%252F477ea159-d1eb-4310-992c-24c86a7fc60a%26continue%3Dhttps%253A%252F%252Fjetblueairways.atlassian.net%252Fwiki%252F&application=confluence,https://web-security-reports.services.atlassian.com/csp-report/sign-in-service,,
content.jetblue.com,,404,186,content.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-16T21:01:41Z,2023-06-14T21:01:40Z,CN=*.jetblue.com,*.jetblue.com,,*.jetblue.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ddd7406001f79985c40f07d9cf8777af,97f9058ec889038b930c8116b638451dc16410bf00fa0dd29a2916390f935037,True,ctls,content.jetblue.com,443,https://content.jetblue.com:443,https,UploadServer,application/xml,GET,151.101.2.245,/,1471668211,151.101.194.245,Varnish,1,False,fastly,True,,,,
cuasip1.jetblue.com,,405,,cuasip1.jetblue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-08-23T15:23:07Z,2023-09-22T15:23:07Z,"CN=cuasip1.jetblue.com, O=JetBlue Airways Corporation, L=Long Island City, ST=New York, C=US",cuasip1.jetblue.com,JetBlue Airways Corporation,jbsprm.jetblue.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",067ee23b89a7bd6f60544832977acb43,6f69255c5df7fd0a7cd40335230db9d8e7774359e3431a549ff8dfdb1013a52d,,ctls,cuasip1.jetblue.com,443,https://cuasip1.jetblue.com:443,https,nginx,,GET,64.25.24.166,/,-1840324437,64.25.24.166,Nginx,1,False,,,,,,
dc-cert.jetblue.com,,404,,dc-cert.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2019-08-05T14:03:46Z,2021-08-31T14:33:45Z,"CN=dc-cert.jetblue.com, O=JetBlue Airways Corporation, L=Long Island City, ST=New York, C=US",dc-cert.jetblue.com,JetBlue Airways Corporation,dc-cert.jetblue.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",87fa9dff4c1beafdc82967c60445915d,4c5c5aa19f04063f9310a65281b9a64c30f12d9dbca2d2d97908f72c2cdb42f3,,ctls,dc-cert.jetblue.com,443,https://dc-cert.jetblue.com:443,https,Sabre Gateway,,GET,45.60.155.144,/,-1840324437,45.60.155.144,Imperva,1,False,incapsula,True,,,True,
desktop.gslb.jetblue.com,,200,6426,desktop.gslb.jetblue.com,443,True,tls12,TLS_RSA_WITH_AES_256_GCM_SHA384,True,2022-07-01T15:03:46Z,2023-07-31T15:03:46Z,"CN=desktop.jetblue.com, O=JetBlue Airways Corporation, L=Long Island City, ST=New York, C=US",desktop.jetblue.com,JetBlue Airways Corporation,desktop.jetblue.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",279e2310b9a8b434829f877183eb9953,0defa06f63bb7163e059df384f64898427633ad2dc0ba9225bf51a272597c329,,ctls,desktop.gslb.jetblue.com,443,https://desktop.gslb.jetblue.com:443,https,,text/html,GET,64.25.24.72,/,12023395,64.25.24.72,,1,False,,,https://desktop.gslb.jetblue.com/vpn/index.html,,,
desktop.jetblue.com,,200,6410,desktop.jetblue.com,443,True,tls12,TLS_RSA_WITH_AES_256_GCM_SHA384,,2022-07-01T15:03:46Z,2023-07-31T15:03:46Z,"CN=desktop.jetblue.com, O=JetBlue Airways Corporation, L=Long Island City, ST=New York, C=US",desktop.jetblue.com,JetBlue Airways Corporation,desktop.jetblue.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",279e2310b9a8b434829f877183eb9953,0defa06f63bb7163e059df384f64898427633ad2dc0ba9225bf51a272597c329,,ctls,desktop.jetblue.com,443,https://desktop.jetblue.com:443,https,,text/html,GET,64.25.24.72,/,12023395,64.25.24.72,,1,False,,,https://desktop.jetblue.com/vpn/index.html,,,
dev.travelproducts.jetblue.com,Sign in ・ Cloudflare Access,200,42519,uatjetbluevacations.cloudflareaccess.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-11-11T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075497.cloudflaressl.com,ssl1075497.cloudflaressl.com,,cloudflareaccess.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,87713b38da05acdabfe6e7ca7d9d65a8,20a161d033636d125bfd59b23b1d246dc3535ed149333b3dba97497ed105e8ad,True,ctls,uatjetbluevacations.cloudflareaccess.com,443,https://dev.travelproducts.jetblue.com:443,https,cloudflare,text/html,GET,104.17.49.89,/,-1305022725,2606:4700::6811:3159,HSTS,102,False,cloudflare,True,https://uatjetbluevacations.cloudflareaccess.com/cdn-cgi/access/login/dev.travelproducts.jetblue.com?kid=e9eb2f9b58bd81246151b23145a52bdcf79c7e81708a8005293b6c967a5bd70f&redirect_url=%2F&meta=eyJraWQiOiJiODBiZjUzMThlZTIzOWI2ZDRiMGRlNDA4YzVlNzBlZGMxZTdmZmNmOGI5OTY2ZjA1M2ZlMDYyYzBlMzQzYWI2IiwiYWxnIjoiUlMyNTYiLCJ0eXAiOiJKV1QifQ.eyJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlhdCI6MTY4MzkxMTkwNCwic2VydmljZV90b2tlbl9pZCI6IiIsImF1ZCI6ImU5ZWIyZjliNThiZDgxMjQ2MTUxYjIzMTQ1YTUyYmRjZjc5YzdlODE3MDhhODAwNTI5M2I2Yzk2N2E1YmQ3MGYiLCJob3N0bmFtZSI6ImRldi50cmF2ZWxwcm9kdWN0cy5qZXRibHVlLmNvbSIsImFwcF9zZXNzaW9uX2hhc2giOiI1ZjZkMDZiM2Q2ZGEyNzI3YzlkMjMwMWY1NDczYzVjNzYyMmM5NTFhZTMzNTA4ZmMxZWM1YTJiZTFiMzE4ZGVjIiwibmJmIjoxNjgzOTExOTA0LCJpc193YXJwIjpmYWxzZSwiaXNfZ2F0ZXdheSI6ZmFsc2UsInR5cGUiOiJtZXRhIiwicmVkaXJlY3RfdXJsIjoiXC8iLCJtdGxzX2F1dGgiOnsiY2VydF9pc3N1ZXJfc2tpIjoiIiwiY2VydF9wcmVzZW50ZWQiOmZhbHNlLCJjZXJ0X3NlcmlhbCI6IiIsImNlcnRfaXNzdWVyX2RuIjoiIiwiYXV0aF9zdGF0dXMiOiJOT05FIn0sImF1dGhfc3RhdHVzIjoiTk9ORSJ9.SwAyph9nR9fRMrDyve-iGqnkybj6ZQ6KO5mP1aGDJR9ozIYXodFP5vxsFD9lrNHZTudIPsK5vyxZVrF4oGpNph96K-dGs54wBIiyF48bV9wD2Ea4Ju5Lz8MJyRSyMSZYC6RrZpKyoAcUPpXRNiCPyKEtrZRqTLanIpvF2-SVBpp5-F6cEvag4DSLUzafNs9_1gQQsi4eoF0MIFMFIGEUWHnoicqQLn3orDREPtIVBMwVec49VDcUfnht4eqUhnrZPqR-VyiZAhydUx2rV9aR-OX0VaWDCH37eHSJYm5zDgjrdomypLWcE9H_Rgd9hHWvSL1SfFTaCkbLfnYCnjJM6A,https:,,
devops.b6.jetblue.com,403 Forbidden,403,146,devops.b6.jetblue.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-05-12T12:37:51Z,2024-05-11T12:37:51Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,93710d9f26af1f9b84cbd23eafbdf7f0,21083d4c011abcb51375da638f0f587f22baee1aa8e3cc906a3eae1c73278fb3,,ctls,devops.b6.jetblue.com,443,https://devops.b6.jetblue.com:443,https,,text/html,GET,35.237.177.117,/,-1561873722,35.237.177.117,HSTS,8,False,google,True,,,,True
dop-jenkins01.it.jetblue.com,403 Forbidden,403,162,dop-jenkins01.it.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-23T10:28:32Z,2023-07-22T11:22:46Z,CN=dop-jenkins01.it.jetblue.com,dop-jenkins01.it.jetblue.com,,dop-jenkins01.it.jetblue.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7aa4dc2463133b5c81cf2c95aebe9038,82976222b6069becd660609411b2e467948002bc4b43826480ec7ba6123a1ec7,,ctls,dop-jenkins01.it.jetblue.com,443,https://dop-jenkins01.it.jetblue.com:443,https,nginx/1.18.0 (Ubuntu),text/html,GET,35.201.99.235,/,1091143270,35.201.99.235,Ubuntu,8,False,google,True,,,,
dx-stage.jetblue.com,,200,6,dx-stage.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-27T19:11:29Z,2023-10-24T19:11:29Z,CN=imperva.com,imperva.com,,reservations.thegordonhotel.com,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q2, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q2,GlobalSign nv-sa,64f757a1745ea3cf9005581af6e48ffd,5059c23603a951616a5008f2853caa4eb5f4e37aa6fab8794b6a5136af686f04,,ctls,dx-stage.jetblue.com,443,https://dx-stage.jetblue.com:443,https,Apache,text/html,GET,45.223.138.145,/,1120134522,45.223.138.145,Imperva,2,False,incapsula,True,,,,
dx.jetblue.com,,200,6,dx.jetblue.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-27T19:11:29Z,2023-10-24T19:11:29Z,CN=imperva.com,imperva.com,,reservations.thegordonhotel.com,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q2, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q2,GlobalSign nv-sa,64f757a1745ea3cf9005581af6e48ffd,5059c23603a951616a5008f2853caa4eb5f4e37aa6fab8794b6a5136af686f04,,ctls,dx.jetblue.com,443,https://dx.jetblue.com:443,https,Apache,text/html,GET,45.223.138.145,/,1958300967,45.223.138.145,Imperva,2,False,incapsula,True,,,,
egwsip1.jetblue.com,,405,,egwsip1.jetblue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-19T23:37:07Z,2023-10-18T23:37:07Z,"CN=egwsip1.jetblue.com, O=JetBlue Airways Corporation, L=Long Island City, ST=New York, C=US",egwsip1.jetblue.com,JetBlue Airways Corporation,jbsprm.jetblue.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",147221735eee86a08eef7175725ccaa1,27dd02af5c5a5ea053ef0cd2cd51ef3a7d642a38f8737e1b147e225c30a1a2a0,,ctls,egwsip1.jetblue.com,443,https://egwsip1.jetblue.com:443,https,nginx,,GET,64.25.28.166,/,-1840324437,64.25.28.166,Nginx,1,False,,,,,,
