input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_subject_org_,cdn_name,cdn,csp_domains_,final_url,location,tls_expired,tls_self_signed
log.tokopedia.net,,200,3,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.98.128.0/21,log.tokopedia.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-05-18T00:00:00Z,2023-06-18T23:59:59Z,"CN=*.tokopedia.net, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.net,tokopedia.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,12ed28ea78da4b52b496adc609e49145,dcfa2c4d933479aad3492a2aceb84f0b8499be143c4bf93763a4bbc89dbc8e21,True,ctls,log.tokopedia.net,443,https://log.tokopedia.net:443,https,Tokopedia,text/plain,GET,34.96.123.217,/,-1011628038,34.96.123.217,HTTP/3,1,False,PT. Tokopedia,google,True,,,,,
mail.tokopedia.com,Sign in - Google Accounts,200,1306,AS15169,GOOGLE,US,142.250.0.0/15,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T12:01:16Z,2023-07-17T12:01:15Z,CN=www.google.com,www.google.com,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,fc50d80049333ccb03bb8013bb58334a,b436c71033b81c75b14d32fbb808165bdab213d2a978246e6bfe5ecaa1f15eeb,,ctls,www.google.com,80,http://mail.tokopedia.com:80,http,GSE,text/html,GET,142.250.186.115,/,-1030630488,2a00:1450:4001:829::2013,OpenGSE,32,False,,,,url=https://www.google.com/accounts/AccountChooser?hd=tokopedia.com&continue=https%3A%2F%2Fmail.google.com%2Fmail%2F&osid=1&service=mail&ss=1&ltmpl=googlemail,https://www.google.com/a/tokopedia.com/ServiceLogin?service=mail&passive=true&rm=false&continue=https://mail.google.com/mail/&ss=1&ltmpl=googlemail&emr=1&osid=1,,,
mail.tokopedia.net,Sign in - Google Accounts,200,1347,AS15169,GOOGLE,US,172.217.0.0/19,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T12:01:16Z,2023-07-17T12:01:15Z,CN=www.google.com,www.google.com,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,fc50d80049333ccb03bb8013bb58334a,b436c71033b81c75b14d32fbb808165bdab213d2a978246e6bfe5ecaa1f15eeb,,ctls,www.google.com,80,http://mail.tokopedia.net:80,http,GSE,text/html,GET,172.217.16.147,/,-1252171892,2a00:1450:4001:80b::2013,OpenGSE,32,False,,,,url=https://www.google.com/accounts/AccountChooser?hd=tokopedia.net&btmpl=mobile&continue=https%3A%2F%2Fmail.google.com%2Fmail%2F&osid=1&service=mail&ss=1&ltmpl=ecobxgm,https://www.google.com/a/tokopedia.net/ServiceLogin?service=mail&passive=true&continue=https://mail.google.com/mail/&ss=1&ltmpl=ecobxgm&nui=5&btmpl=mobile&emr=1&osid=1,,,
metabase.tokopedia.net,404,404,134,AS15169,GOOGLE,US,130.211.32.0/20,metabase.tokopedia.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-05-18T00:00:00Z,2023-06-18T23:59:59Z,"CN=*.tokopedia.net, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.net,tokopedia.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,12ed28ea78da4b52b496adc609e49145,dcfa2c4d933479aad3492a2aceb84f0b8499be143c4bf93763a4bbc89dbc8e21,True,ctls,metabase.tokopedia.net,443,https://metabase.tokopedia.net:443,https,,text/html,GET,130.211.7.66,/,1530892233,130.211.7.66,HTTP/3,1,False,PT. Tokopedia,google,True,,,,,
mitra-beta.tokopedia.com,404,404,134,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.120.0.0/14,mitra-beta.tokopedia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-08-02T00:00:00Z,2023-09-02T23:59:59Z,"CN=*.tokopedia.com, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.com,tokopedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0e289dc87eade488bf9d7dacd83ede29,d94380e7908bbe3cb3611ed2ae1aba8d37be379b5396995adc989aab89591833,True,ctls,mitra-beta.tokopedia.com,443,https://mitra-beta.tokopedia.com:443,https,,text/html,GET,34.120.41.164,/,1530892233,34.120.41.164,HTTP/3,1,False,PT. Tokopedia,google,True,,,,,
mm.tokopedia.com,403 Forbidden,403,548,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,mm.tokopedia.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-09-08T00:00:00Z,2023-09-02T23:59:59Z,"CN=*.tokopedia.com, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.com,tokopedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9e901f08a958043614cbf1ee041fa533,e95158379860a684cc53ba90814d8db22358102eab0b87d6eba5339553dc7da8,True,ctls,mm.tokopedia.com,443,https://mm.tokopedia.com:443,https,nginx,text/html,GET,23.53.40.219,/,586998417,23.53.40.224,Nginx,14,False,PT. Tokopedia,,,,,,,
mojito.tokopedia.com,,404,73,AS20940,AKAMAI-ASN1,NL,23.48.0.0/12,mojito.tokopedia.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-09-08T00:00:00Z,2023-09-02T23:59:59Z,"CN=*.tokopedia.com, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.com,tokopedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9e901f08a958043614cbf1ee041fa533,e95158379860a684cc53ba90814d8db22358102eab0b87d6eba5339553dc7da8,True,ctls,mojito.tokopedia.com,443,https://mojito.tokopedia.com:443,https,nginx,text/plain,GET,23.53.40.235,/,1740179664,23.53.40.233,Nginx,2,False,PT. Tokopedia,,,,,,,
mu.tokopedia.com,,404,22,AS15169,GOOGLE,US,34.149.0.0/16,mu.tokopedia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-08-02T00:00:00Z,2023-09-02T23:59:59Z,"CN=*.tokopedia.com, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.com,tokopedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0e289dc87eade488bf9d7dacd83ede29,d94380e7908bbe3cb3611ed2ae1aba8d37be379b5396995adc989aab89591833,True,ctls,mu.tokopedia.com,80,http://mu.tokopedia.com:80,http,uvicorn,application/json,GET,34.149.171.128,/,2125685474,34.149.171.128,Uvicorn,1,False,PT. Tokopedia,google,True,,https://mu.tokopedia.com:443/,,,
notifier.tokopedia.com,404,404,134,AS15169,GOOGLE,US,35.244.128.0/17,notifier.tokopedia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-08-02T00:00:00Z,2023-09-02T23:59:59Z,"CN=*.tokopedia.com, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.com,tokopedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0e289dc87eade488bf9d7dacd83ede29,d94380e7908bbe3cb3611ed2ae1aba8d37be379b5396995adc989aab89591833,True,ctls,notifier.tokopedia.com,80,http://notifier.tokopedia.com:80,http,,text/html,GET,35.244.182.225,/,1530892233,35.244.182.225,HTTP/3,1,False,PT. Tokopedia,google,True,,https://notifier.tokopedia.com:443/,,,
omscart-aliyun.tokopedia.com,503 Service Temporarily Unavailable,503,206,AS45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd.",CN,161.117.192.0/18,omscart-aliyun.tokopedia.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-08-02T00:00:00Z,2023-09-02T23:59:59Z,"CN=*.tokopedia.com, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.com,tokopedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0e289dc87eade488bf9d7dacd83ede29,d94380e7908bbe3cb3611ed2ae1aba8d37be379b5396995adc989aab89591833,True,ctls,omscart-aliyun.tokopedia.com,443,https://omscart-aliyun.tokopedia.com:443,https,,text/html,GET,161.117.157.140,/,-460329555,161.117.108.92,,8,False,PT. Tokopedia,,,,,,,
origin-accounts.tokopedia.com,404,404,134,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.102.0.0/15,origin-accounts.tokopedia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-08-02T00:00:00Z,2023-09-02T23:59:59Z,"CN=*.tokopedia.com, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.com,tokopedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0e289dc87eade488bf9d7dacd83ede29,d94380e7908bbe3cb3611ed2ae1aba8d37be379b5396995adc989aab89591833,True,ctls,origin-accounts.tokopedia.com,443,https://origin-accounts.tokopedia.com:443,https,,text/html,GET,34.102.150.40,/,1530892233,34.102.150.40,HTTP/3,1,False,PT. Tokopedia,google,True,,,,,
origin-ace.tokopedia.com,503 Service Temporarily Unavailable,503,608,AS45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd.",CN,47.241.0.0/17,origin-ace.tokopedia.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-08-02T00:00:00Z,2023-09-02T23:59:59Z,"CN=*.tokopedia.com, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.com,tokopedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0e289dc87eade488bf9d7dacd83ede29,d94380e7908bbe3cb3611ed2ae1aba8d37be379b5396995adc989aab89591833,True,ctls,origin-ace.tokopedia.com,443,https://origin-ace.tokopedia.com:443,https,,text/html,GET,47.241.108.7,/,1517483615,47.241.108.7,,14,False,PT. Tokopedia,,,,,,,
origin-apps.tokopedia.net,404,404,134,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.98.128.0/21,origin-apps.tokopedia.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-05-18T00:00:00Z,2023-06-18T23:59:59Z,"CN=*.tokopedia.net, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.net,tokopedia.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,12ed28ea78da4b52b496adc609e49145,dcfa2c4d933479aad3492a2aceb84f0b8499be143c4bf93763a4bbc89dbc8e21,True,ctls,origin-apps.tokopedia.net,80,http://origin-apps.tokopedia.net:80,http,,text/html,GET,34.96.123.217,/,1530892233,34.96.123.217,HTTP/3,1,False,PT. Tokopedia,google,True,,https://origin-apps.tokopedia.net:443/,,,
origin-developer.tokopedia.com,502 Bad Gateway,502,552,AS15169,GOOGLE,US,34.149.0.0/16,origin-developer.tokopedia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-08-02T00:00:00Z,2023-09-02T23:59:59Z,"CN=*.tokopedia.com, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.com,tokopedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0e289dc87eade488bf9d7dacd83ede29,d94380e7908bbe3cb3611ed2ae1aba8d37be379b5396995adc989aab89591833,True,ctls,origin-developer.tokopedia.com,443,https://origin-developer.tokopedia.com:443,https,nginx,text/html,GET,34.149.107.28,/,55462883,34.149.107.28,Nginx,14,False,PT. Tokopedia,google,True,,,,,
origin-gql-staging.tokopedia.com,404,404,134,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.120.0.0/14,origin-gql-staging.tokopedia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-08-02T00:00:00Z,2023-09-02T23:59:59Z,"CN=*.tokopedia.com, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.com,tokopedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0e289dc87eade488bf9d7dacd83ede29,d94380e7908bbe3cb3611ed2ae1aba8d37be379b5396995adc989aab89591833,True,ctls,origin-gql-staging.tokopedia.com,80,http://origin-gql-staging.tokopedia.com:80,http,,text/html,GET,34.120.247.251,/,1530892233,34.120.247.251,HTTP/3,1,False,PT. Tokopedia,google,True,,https://origin-gql-staging.tokopedia.com:443/,,,
origin-gw.tokopedia.com,阿里云 Web应用防火墙,410,10697,AS45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd.",CN,47.88.194.150/32,,,,,,,,,,,,,,,,,,,,80,http://origin-gw.tokopedia.com:80,http,Tengine,,GET,47.88.144.110,/,1459057133,47.88.144.110,Tengine,174,False,,,,,,,,
origin-hansel-gcp.tokopedia.com,404,404,134,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.120.0.0/14,origin-hansel-gcp.tokopedia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-08-02T00:00:00Z,2023-09-02T23:59:59Z,"CN=*.tokopedia.com, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.com,tokopedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0e289dc87eade488bf9d7dacd83ede29,d94380e7908bbe3cb3611ed2ae1aba8d37be379b5396995adc989aab89591833,True,ctls,origin-hansel-gcp.tokopedia.com,443,https://origin-hansel-gcp.tokopedia.com:443,https,,text/html,GET,34.120.177.17,/,1530892233,34.120.177.17,HTTP/3,1,False,PT. Tokopedia,google,True,,,,,
origin-hub.tokopedia.com,Welcome to nginx!,200,615,AS15169,GOOGLE,US,35.241.0.0/18,origin-hub.tokopedia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-08-02T00:00:00Z,2023-09-02T23:59:59Z,"CN=*.tokopedia.com, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.com,tokopedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0e289dc87eade488bf9d7dacd83ede29,d94380e7908bbe3cb3611ed2ae1aba8d37be379b5396995adc989aab89591833,True,ctls,origin-hub.tokopedia.com,443,https://origin-hub.tokopedia.com:443,https,nginx/1.22.0,text/html,GET,35.241.59.85,/,1616546268,35.241.59.85,Nginx:1.22.0,24,False,PT. Tokopedia,google,True,,,,,
origin-kero-gcp.tokopedia.com,403,403,134,AS15169,GOOGLE,US,34.149.0.0/16,origin-kero-gcp.tokopedia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-08-02T00:00:00Z,2023-09-02T23:59:59Z,"CN=*.tokopedia.com, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.com,tokopedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0e289dc87eade488bf9d7dacd83ede29,d94380e7908bbe3cb3611ed2ae1aba8d37be379b5396995adc989aab89591833,True,ctls,origin-kero-gcp.tokopedia.com,80,http://origin-kero-gcp.tokopedia.com:80,http,,text/html,GET,34.149.192.152,/,1723221432,34.149.192.152,HTTP/3,1,False,PT. Tokopedia,google,True,,https://origin-kero-gcp.tokopedia.com:443/,,,
origin-kero.tokopedia.com,403,403,134,AS15169,GOOGLE,US,34.149.0.0/16,origin-kero.tokopedia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-08-02T00:00:00Z,2023-09-02T23:59:59Z,"CN=*.tokopedia.com, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.com,tokopedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0e289dc87eade488bf9d7dacd83ede29,d94380e7908bbe3cb3611ed2ae1aba8d37be379b5396995adc989aab89591833,True,ctls,origin-kero.tokopedia.com,443,https://origin-kero.tokopedia.com:443,https,,text/html,GET,34.149.192.152,/,1723221432,34.149.192.152,HTTP/3,1,False,PT. Tokopedia,google,True,,,,,
origin-m-tkpd.tokopedia.com,502 Bad Gateway,502,552,AS45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd.",CN,47.74.0.0/15,origin-m-tkpd.tokopedia.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-08-02T00:00:00Z,2023-09-02T23:59:59Z,"CN=*.tokopedia.com, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.com,tokopedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0e289dc87eade488bf9d7dacd83ede29,d94380e7908bbe3cb3611ed2ae1aba8d37be379b5396995adc989aab89591833,True,ctls,origin-m-tkpd.tokopedia.com,443,https://origin-m-tkpd.tokopedia.com:443,https,,text/html,GET,47.74.175.198,/,55462883,47.74.175.198,,14,False,PT. Tokopedia,,,,,,,
origin-m.tokopedia.com,502 Bad Gateway,502,552,AS45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd.",CN,161.117.138.0/24,origin-m.tokopedia.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-08-02T00:00:00Z,2023-09-02T23:59:59Z,"CN=*.tokopedia.com, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.com,tokopedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0e289dc87eade488bf9d7dacd83ede29,d94380e7908bbe3cb3611ed2ae1aba8d37be379b5396995adc989aab89591833,True,ctls,origin-m.tokopedia.com,80,http://origin-m.tokopedia.com:80,http,,text/html,GET,161.117.69.7,/,55462883,161.117.69.7,,14,False,PT. Tokopedia,,,,https://origin-m.tokopedia.com/,,,
origin-mitra.tokopedia.com,502 Bad Gateway,502,552,AS15169,GOOGLE,US,34.149.0.0/16,origin-mitra.tokopedia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-08-02T00:00:00Z,2023-09-02T23:59:59Z,"CN=*.tokopedia.com, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.com,tokopedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0e289dc87eade488bf9d7dacd83ede29,d94380e7908bbe3cb3611ed2ae1aba8d37be379b5396995adc989aab89591833,True,ctls,origin-mitra.tokopedia.com,80,http://origin-mitra.tokopedia.com:80,http,nginx,text/html,GET,34.149.107.28,/,55462883,34.149.107.28,Nginx,14,False,PT. Tokopedia,google,True,,https://origin-mitra.tokopedia.com:443/,,,
origin-pay.tokopedia.com,410 Gone,410,213,AS16509,AS16509,Unknown,18.144.0.0/15,origin-pay.tokopedia.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2015-12-01T06:47:51Z,2029-08-09T06:47:51Z,CN=www.notexist.com,www.notexist.com,,CN=gaofang,gaofang,,cf691b0d08b4ef397292d1daa53a0443,cd44421bee6d84a57373f36853175cc3ce0c2437c8a3957a55318d483e90f0ed,,ctls,origin-pay.tokopedia.com,443,https://origin-pay.tokopedia.com:443,https,Tengine,text/html,GET,18.138.210.29,/,2088593870,18.136.250.90,Tengine,9,False,,,,,,,,True
origin-pay.tokopedia.id,410 Gone,410,213,AS16509,AS16509,Unknown,18.136.0.0/16,origin-pay.tokopedia.id,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-13T00:00:00Z,2023-10-14T23:59:59Z,"CN=*.tokopedia.id, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.id,tokopedia.id,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bbe6c14beb89bc55276ca82a06c65dc4,c28eeae5c382e524f613594caa15e4748cc7d8e3e4fc9a1ac1684a38ceed0656,True,ctls,origin-pay.tokopedia.id,443,https://origin-pay.tokopedia.id:443,https,Tengine,text/html,GET,18.136.127.69,/,2088593870,18.140.131.132,Tengine,9,False,PT. Tokopedia,,,,,,,
origin-variant.tokopedia.com,404 Not Found,404,146,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.120.0.0/14,origin-variant.tokopedia.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-08-02T00:00:00Z,2023-09-02T23:59:59Z,"CN=*.tokopedia.com, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.com,tokopedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0e289dc87eade488bf9d7dacd83ede29,d94380e7908bbe3cb3611ed2ae1aba8d37be379b5396995adc989aab89591833,True,ctls,origin-variant.tokopedia.com,443,https://origin-variant.tokopedia.com:443,https,nginx,text/html,GET,34.120.161.240,/,1494302000,34.120.161.240,Nginx,8,False,PT. Tokopedia,google,True,,,,,
origin-ws-tkpd.tokopedia.com,Kepenuhan Pengunjung - Tokopedia,503,8801,AS45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd.",CN,161.117.138.0/24,origin-ws-tkpd.tokopedia.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-08-02T00:00:00Z,2023-09-02T23:59:59Z,"CN=*.tokopedia.com, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.com,tokopedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0e289dc87eade488bf9d7dacd83ede29,d94380e7908bbe3cb3611ed2ae1aba8d37be379b5396995adc989aab89591833,True,ctls,origin-ws-tkpd.tokopedia.com,443,https://origin-ws-tkpd.tokopedia.com:443,https,,text/html,GET,161.117.69.3,/,55462883,161.117.69.3,,301,False,PT. Tokopedia,,,,,,,
origin-www-tkpd.tokopedia.com,502 Bad Gateway,502,150,AS45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd.",CN,47.88.194.150/32,origin-www-tkpd.tokopedia.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-08-02T00:00:00Z,2023-09-02T23:59:59Z,"CN=*.tokopedia.com, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.com,tokopedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0e289dc87eade488bf9d7dacd83ede29,d94380e7908bbe3cb3611ed2ae1aba8d37be379b5396995adc989aab89591833,True,ctls,origin-www-tkpd.tokopedia.com,443,https://origin-www-tkpd.tokopedia.com:443,https,,text/html,GET,47.88.140.65,/,55462883,47.88.140.65,,8,False,PT. Tokopedia,,,,,,,
partners.tokopedia.com,Partners Tokopedia,200,2637,AS16509,AS16509,Unknown,54.248.0.0/13,partners.tokopedia.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-08-02T00:00:00Z,2023-09-02T23:59:59Z,"CN=*.tokopedia.com, O=PT. Tokopedia, L=Jakarta Selatan, ST=Daerah Khusus Ibukota Jakarta, C=ID",*.tokopedia.com,tokopedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0e289dc87eade488bf9d7dacd83ede29,d94380e7908bbe3cb3611ed2ae1aba8d37be379b5396995adc989aab89591833,True,ctls,partners.tokopedia.com,443,https://partners.tokopedia.com:443,https,nginx,text/html,GET,54.255.157.129,/,1639037644,54.254.114.122,Nginx,63,False,PT. Tokopedia,,,,,,,
pay.tokopedia.id,Service Unavailable - Fail to connect,503,272,AS16625,AKAMAI-AS,US,95.100.80.0/22,,,,,,,,,,,,,,,,,,,,80,http://pay.tokopedia.id:80,http,AkamaiGHost,text/html,GET,95.100.72.231,/,-91166851,95.100.72.231,,9,False,,,,,,,,
