new,host,a,soa,status_code,cname,ns,aaaa,mx,txt,caa
,db2.sat.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,db3.dfw.akismet.com,192.0.81.11,"ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,db5.dfw.akismet.com,192.0.89.135,"ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,db6.dfw.akismet.com,192.0.89.149,"ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,dbd499bfffd2.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,ddocs.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,ddorda.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,debian.e832a71821.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons3.akismet.com, geons2.akismet.com, geons1.akismet.com",,,,
,del.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,dev.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,developer.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,developers.happy.tools,192.0.66.77,"ns1.go-vip.net, hostmaster.go-vip.net",NOERROR,scheduler-happy-tools.go-vip.net,,2a04:fa87:fffd::c000:424d,,,
,devzilla.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,dfarning.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,dfde3310d41b.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,digi.akismet.com,,"ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,discover.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,discussions.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,do5a1e536b33.rest.akismet.com,,"geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons2.akismet.com, geons1.akismet.com, geons3.akismet.com",,,,
,dot.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,down1.tech.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,download.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,download.tech.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,downloads.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,ds.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,duboyingqianfangfa.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,dudaxiao.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,duncan.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,e141d2c5190c.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons3.akismet.com, geons1.akismet.com, geons2.akismet.com",,,,
,e232a7182143-9.rest.akismet.com,"192.0.96.248, 192.0.96.247, 198.181.116.6, 198.181.117.6, 192.0.74.6","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons3.akismet.com, geons2.akismet.com",,,,
,e232a7182143.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons3.akismet.com, geons2.akismet.com, geons1.akismet.com",,,,
,e232a718219.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons2.akismet.com, geons3.akismet.com",,,,
,e2a22a2745e4.web.akismet.com,,"ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,e332a7182149.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons2.akismet.com, geons3.akismet.com",,,,
,e332a71821499.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons2.akismet.com, geons3.akismet.com, geons1.akismet.com",,,,
,e332a718216.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons3.akismet.com, geons2.akismet.com, geons1.akismet.com",,,,
,e532a71821499.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons2.akismet.com, geons3.akismet.com",,,,
,e532a718217.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons3.akismet.com, geons2.akismet.com, geons1.akismet.com",,,,
,e632a71821492.rest.akismet.com,"195.234.111.252, 195.234.111.251, 198.181.116.6, 198.181.117.6, 192.0.74.6","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons2.akismet.com, geons1.akismet.com, geons3.akismet.com",,,,
,e632a718216.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons2.akismet.com, geons3.akismet.com, geons1.akismet.com",,,,
,e742ad6d910b.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,e78a88d67778.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,e832a71821.rest.akismet.com,"195.234.111.251, 195.234.111.252, 198.181.116.6, 198.181.117.6, 192.0.74.6","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons2.akismet.com, geons1.akismet.com, geons3.akismet.com",,,,
,e832a718214.rest.akismet.com,,"geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,,,,,
,e8410dea2357.web.akismet.com,,"ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,e8487239b143.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,e8ccc53c5a42.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons2.akismet.com, geons3.akismet.com, geons1.akismet.com",,,,
,ea6ec2e798a7.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,ead9071c74b5.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,,,,,
,eb04331228.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,eb960891ff12.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,ec.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,ecn.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,eco.akismet.com,,"ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,ecolab.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,edition.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,edu-gelc.dev.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,edu.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,egoldstein.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,eia.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,en.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,entry.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,ep.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,epaper.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,eptica.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,ereslibre.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,ervin.akismet.com,,"ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,esn.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,et.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,eteamz.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,ev.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,f02e8af87d57.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,f28d0604a5b4.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons2.akismet.com, geons3.akismet.com, geons1.akismet.com",,,,
,f368614b5b4b.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,f3d0604a9b.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons2.akismet.com, geons1.akismet.com, geons3.akismet.com",,,,
,f48d0604a5b0.rest.akismet.com,"192.0.96.248, 192.0.96.247, 198.181.116.6, 198.181.117.6, 192.0.74.6","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons3.akismet.com, geons1.akismet.com, geons2.akismet.com",,,,
,f4d0604a0b.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons3.akismet.com, geons2.akismet.com",,,,
,f50492e713d1.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons2.akismet.com, geons3.akismet.com, geons1.akismet.com",,,,
,f5ecc376688f.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,f71a539c8670.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons3.akismet.com, geons2.akismet.com",,,,
,f73bc8d94ccb.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,f78d0604a5b9.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,,,,,
,f88d0604a5b3.rest.akismet.com,,"geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons3.akismet.com, geons2.akismet.com, geons1.akismet.com",,,,
,f88d0604a5b6.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons2.akismet.com, geons3.akismet.com",,,,
,f8d0604a5b.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons3.akismet.com, geons2.akismet.com",,,,
,f933b59c3e90.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,f99e6ed0516e.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,fa6cbacc1db7.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,factfinder.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,faq.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,faqs.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,favorites.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,fba7d5ce53c4.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons1.akismet.com, geons3.akismet.com, geons2.akismet.com",,,,
,fbb886fdb705.rest.akismet.com,"195.234.111.251, 195.234.111.252","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons2.akismet.com, geons3.akismet.com, geons1.akismet.com",,,,
,fbd8a54eb803.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,fbf7f8f14d27.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons2.akismet.com, geons3.akismet.com, geons1.akismet.com",,,,
,fdfb8748e452.web.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,features.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,feedads.g.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,feedback.mailpoet.com,44.214.112.154,"ns-669.awsdns-19.net, awsdns-hostmaster.amazon.com",NOERROR,cname.canny.io,,2600:1f18:421f:6301:493d:b059:8519:ba82,,,
,feedburner.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,feedproxy.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,feeds.akismet.com,,"ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,files.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,forbes.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,forensics.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,forum.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,forums.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,foundation.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,francis.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,franz.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,frwebgate.access.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,ftp.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,fusion.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,g.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,gap.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,gb.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,gba.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,gdata.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,geekfeminism.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,generalmills.promo.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,geons1.akismet.com,198.181.116.6,"ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,geons2.akismet.com,198.181.117.6,"ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,geons3.akismet.com,192.0.74.6,"ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,giskard.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,git.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,globalspecials.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,go.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,go.baby.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,gobby.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,goodies.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,gov.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,gpo.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,green.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,groups-beta.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,gsa.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,gsfc.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,gtk.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,gudsugds.web.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,guest.akismet.com,,"ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,happy.tools,"192.0.78.25, 192.0.78.24","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,"mx1.dfw.automattic.com, mx2.ams.automattic.com",v=spf1 include:_spf.automattic.com include:mail.zendesk.com -all,
,he.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,hemswell.lincoln.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,henrylyne.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,hola.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,hollywoodinsider.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,holykaw.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,home.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,homepages.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,host.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,howto.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,hr.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,hu.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,humor.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,i.cdn.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,i2.cdn.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,iad.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,iam.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,img.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,img1.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,img1.cache.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,img709.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,indiatoday.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,industry.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,insidemovies.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,insider.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,intranet.intensedebate.com,192.0.123.176,"ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,inverted-tree.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,investor.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,ir.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,is.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,it.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,it.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons3.akismet.com, geons2.akismet.com, geons1.akismet.com",,,,
,itp.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,java.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,jdl.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,jetblue.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,jetpackgallery.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,jigsaw.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,jkt.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,jlp.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,jobs1.dfw.akismet.com,192.0.86.173,"ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,jobs2.dfw.akismet.com,192.0.87.54,"ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,johann.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,jp.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,kamel.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,kara.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,kb.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,kb.mailpoet.com,"54.152.25.190, 54.235.72.83, 52.73.219.150","ns-1428.awsdns-50.org, awsdns-hostmaster.amazon.com",NOERROR,mailpoet3.helpscoutdocs.com,,,,,letsencrypt.org
,key.rest.akismet.com,"195.234.111.252, 195.234.111.251","geons1.akismet.com, hostmaster.automattic.com",NOERROR,api.akismet.com,"geons3.akismet.com, geons2.akismet.com, geons1.akismet.com",,,,
,kids.niehs.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,knowledge.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,knowledgestorm.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,ku.akismet.com,,"ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,lady.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,lancaster.akismet.com,"192.0.80.243, 192.0.80.245","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
,lapp8.developer.akismet.com,"192.0.80.245, 192.0.80.243","ns1.automattic.com, hostmaster.automattic.com",NOERROR,,,,,,
