new,host,soa,status_code,a,aaaa,cdn,cdn-name,cname,mx,ns,txt,caa,has_internal_ips,internal_ips
[x],moderate.ketnet.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,"18.66.97.15, 18.66.97.25, 18.66.97.11, 18.66.97.118","2600:9000:223c:b600:14:91ff:7f00:93a1, 2600:9000:223c:2800:14:91ff:7f00:93a1, 2600:9000:223c:ac00:14:91ff:7f00:93a1, 2600:9000:223c:8000:14:91ff:7f00:93a1, 2600:9000:223c:9c00:14:91ff:7f00:93a1, 2600:9000:223c:2a00:14:91ff:7f00:93a1, 2600:9000:223c:3e00:14:91ff:7f00:93a1, 2600:9000:223c:6a00:14:91ff:7f00:93a1",True,cloudfront,,,,,,,
[x],modernevijfkamp.sporza.be,"ns-1579.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],monitor.lab.vrt.be,"ns02.vrt.be, niels\.laukens.vrt.be",NOERROR,95.130.44.16,,,,,,,,,,
[x],monitor.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,95.130.42.32,,,,,,,,,,
[x],monos.events.stubru.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],mptcp.lab.vrt.be,"ns02.vrt.be, niels\.laukens.vrt.be",NOERROR,95.130.44.29,,,,,,,,,,
[x],msoid.dewarmsteweek.be,"internal.akadns.net, hostmaster.akamai.com, tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,"20.190.159.23, 20.190.159.64, 20.190.159.73, 20.190.159.4, 40.126.31.67, 20.190.159.0, 40.126.31.71, 20.190.159.68",,True,azure,"clientconfig.microsoftonline-p.net, a.privatelink.msidentity.com, prda.aadg.msidentity.com, www.tm.a.prd.aadg.trafficmanager.net, www.tm.a.prd.aadg.akadns.net",,,,,,
[x],msoid.klara.be,"tm1.dns-tm.com, hostmaster.trafficmanager.net, internal.akadns.net, hostmaster.akamai.com",NOERROR,"40.126.31.69, 20.190.159.0, 20.190.159.64, 20.190.159.71, 20.190.159.75, 40.126.31.73, 20.190.159.73, 20.190.159.2",,True,azure,"clientconfig.microsoftonline-p.net, a.privatelink.msidentity.com, prda.aadg.msidentity.com, www.tm.a.prd.aadg.akadns.net, www.tm.a.prd.aadg.trafficmanager.net",,,,,,
[x],msoid.mnm.be,"internal.akadns.net, hostmaster.akamai.com",NOERROR,"40.126.28.13, 40.126.28.12, 40.126.28.19, 40.126.28.14, 40.126.28.23, 40.126.7.35, 40.126.7.32, 40.126.28.21",,True,azure,"clientconfig.microsoftonline-p.net, a.privatelink.msidentity.com, prda.aadg.msidentity.com, www.tm.a.prd.aadg.akadns.net",,,,,,
[x],msoid.radio2.be,"internal.akadns.net, hostmaster.akamai.com, tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,"20.190.159.23, 20.190.159.71, 40.126.31.69, 20.190.159.64, 20.190.159.75, 40.126.31.67, 20.190.159.0, 40.126.31.73",,True,azure,"clientconfig.microsoftonline-p.net, a.privatelink.msidentity.com, prda.aadg.msidentity.com, www.tm.a.prd.aadg.akadns.net, www.tm.a.prd.aadg.trafficmanager.net",,,,,,
[x],msoid.sporza.be,"internal.akadns.net, hostmaster.akamai.com",NOERROR,"20.190.190.193, 20.190.190.129, 20.190.190.196, 40.126.62.129, 40.126.62.130, 40.126.62.131, 20.190.190.131, 20.190.190.194",,True,azure,"clientconfig.microsoftonline-p.net, a.privatelink.msidentity.com, prda.aadg.msidentity.com, www.tm.a.prd.aadg.akadns.net",,,,,,
[x],msoid.vrt.be,"internal.akadns.net, hostmaster.akamai.com",NOERROR,"40.126.62.130, 20.190.190.131, 20.190.190.193, 40.126.62.129, 20.190.190.129, 20.190.190.194, 20.190.190.196, 40.126.62.131",,True,azure,"clientconfig.microsoftonline-p.net, a.privatelink.msidentity.com, prda.aadg.msidentity.com, www.tm.a.prd.aadg.akadns.net",,,,,,
[x],multiviewer-dev.vrt.be,"ns-826.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,"99.86.91.7, 99.86.91.44, 99.86.91.78, 99.86.91.122","2600:9000:203b:a000:0:7979:3500:93a1, 2600:9000:203b:e000:0:7979:3500:93a1, 2600:9000:203b:a800:0:7979:3500:93a1, 2600:9000:203b:3800:0:7979:3500:93a1, 2600:9000:203b:e200:0:7979:3500:93a1, 2600:9000:203b:ae00:0:7979:3500:93a1, 2600:9000:203b:de00:0:7979:3500:93a1, 2600:9000:203b:5e00:0:7979:3500:93a1",True,cloudfront,d2k3uyy7ztpp78.cloudfront.net,,"ns-826.awsdns-39.net, ns-1179.awsdns-19.org, ns-278.awsdns-34.com, ns-1728.awsdns-24.co.uk",,,,
[x],multiviewer-stag.vrt.be,"ns-1262.awsdns-29.org, awsdns-hostmaster.amazon.com",NOERROR,"108.157.4.21, 108.157.4.12, 108.157.4.119, 108.157.4.29","2600:9000:2315:ba00:a:7857:8d40:93a1, 2600:9000:2315:200:a:7857:8d40:93a1, 2600:9000:2315:1e00:a:7857:8d40:93a1, 2600:9000:2315:3600:a:7857:8d40:93a1, 2600:9000:2315:2400:a:7857:8d40:93a1, 2600:9000:2315:d800:a:7857:8d40:93a1, 2600:9000:2315:3a00:a:7857:8d40:93a1, 2600:9000:2315:8a00:a:7857:8d40:93a1",True,cloudfront,d2lvad2odyt0l1.cloudfront.net,,"ns-707.awsdns-24.net, ns-1262.awsdns-29.org, ns-1794.awsdns-32.co.uk, ns-378.awsdns-47.com",,,,
[x],multiviewer.vrt.be,,NOERROR,"143.204.215.93, 143.204.215.27, 143.204.215.17, 143.204.215.22",,True,cloudfront,doltf4ynzp1ei.cloudfront.net,,"ns-1554.awsdns-02.co.uk, ns-330.awsdns-41.com, ns-552.awsdns-05.net, ns-1227.awsdns-25.org",,,,
[x],music-event-search.lab.vrt.be,"ns02.vrt.be, niels\.laukens.vrt.be",NOERROR,95.130.44.42,,,,,,,,,,
[x],musicforlife.stubru.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,"108.157.4.34, 108.157.4.101, 108.157.4.47, 108.157.4.73","2600:9000:2315:3000:13:cf22:5880:93a1, 2600:9000:2315:e000:13:cf22:5880:93a1, 2600:9000:2315:f000:13:cf22:5880:93a1, 2600:9000:2315:ee00:13:cf22:5880:93a1, 2600:9000:2315:fa00:13:cf22:5880:93a1, 2600:9000:2315:5e00:13:cf22:5880:93a1, 2600:9000:2315:ac00:13:cf22:5880:93a1, 2600:9000:2315:c600:13:cf22:5880:93a1",True,cloudfront,,,,,,,
[x],mx.lab.vrt.be,"ns02.vrt.be, niels\.laukens.vrt.be",NOERROR,"172.16.17.102, 172.16.17.101",,,,,,,,,True,"172.16.17.102, 172.16.17.101"
[x],mx.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,"95.130.40.148, 95.130.40.149",,,,,,,,,,
[x],netboxdev01.servers.vrt.be,,NOERROR,,,,,,,,,,,
[x],newsroom-dev.sporza.be,"ns-888.awsdns-47.net, awsdns-hostmaster.amazon.com",NOERROR,"172.22.113.97, 172.22.116.201",,,,newsroom-fe-dev-eu-west-1.dev.a51.be,,,,,True,"172.22.113.97, 172.22.116.201"
[x],newsroom-stag.sporza.be,"ns-636.awsdns-15.net, awsdns-hostmaster.amazon.com",NOERROR,"172.22.116.199, 172.22.115.70",,,,newsroom-fe-stag-eu-west-1.stag.a51.be,,,,,True,"172.22.116.199, 172.22.115.70"
[x],newsroom.sporza.be,"ns-581.awsdns-08.net, awsdns-hostmaster.amazon.com",NOERROR,"172.22.83.187, 172.22.87.187",,,,newsroom-fe-prod-eu-west-1.prod.a51.be,,,,,True,"172.22.83.187, 172.22.87.187"
[x],nieuwelichting-stag.stubru.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],nieuwelichting.stubru.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,"52.222.139.92, 52.222.139.51, 52.222.139.25, 52.222.139.22","2600:9000:2204:6800:7:f481:d980:93a1, 2600:9000:2204:2e00:7:f481:d980:93a1, 2600:9000:2204:8200:7:f481:d980:93a1, 2600:9000:2204:f000:7:f481:d980:93a1, 2600:9000:2204:b200:7:f481:d980:93a1, 2600:9000:2204:800:7:f481:d980:93a1, 2600:9000:2204:9a00:7:f481:d980:93a1, 2600:9000:2204:5a00:7:f481:d980:93a1",True,cloudfront,,,,,,,
[x],nieuwjaarskaart.radio2.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,91.208.211.21,,,,,,,,,,
[x],nieuwjaarskaart.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,,,,,,,,,,,
[x],nieuwsbrief.sporza.be,"ns-1579.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"65.9.86.38, 65.9.86.72, 65.9.86.33, 65.9.86.36","2600:9000:2104:ec00:19:3593:f980:93a1, 2600:9000:2104:b600:19:3593:f980:93a1, 2600:9000:2104:9c00:19:3593:f980:93a1, 2600:9000:2104:3000:19:3593:f980:93a1, 2600:9000:2104:7000:19:3593:f980:93a1, 2600:9000:2104:5200:19:3593:f980:93a1, 2600:9000:2104:f800:19:3593:f980:93a1, 2600:9000:2104:ba00:19:3593:f980:93a1",True,cloudfront,,,,,,,
[x],nieuwshub.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,52.50.138.234,,,,,,,,,,
[x],ninetiesennillies.mnm.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],nomadenatfomo-gasten.events.canvas.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],nomadenatfomu-gasten.events.canvas.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],nomadenatfomu.events.canvas.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],ns01.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,95.130.40.146,,,,,,,,,,
[x],ns1.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,,,,,,,,,,,
[x],nslp1.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,,,,,,,,,,,
[x],nslp2.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,,,,,,,,,,,
[x],ocbjim01001.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,95.130.43.78,,,,,,,,,,
[x],ocbmsr01002.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,95.130.43.88,,,,,,,,,,
[x],ocbuag01005.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,95.130.43.84,,,,,,,,,,
[x],ocbuag01006.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,,,,,,,,,,,
[x],office.vrt.be,"internal.akadns.net, hostmaster.akamai.com",NOERROR,"20.190.190.195, 20.190.190.194, 20.190.190.132, 20.190.190.129, 20.190.190.131, 20.190.190.196, 40.126.62.129, 40.126.62.132",,True,azure,"login.microsoftonline.com, login.mso.msidentity.com, ak.privatelink.msidentity.com, www.tm.ak.prd.aadg.akadns.net",,,,,,
[x],officeonline.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,95.130.43.91,,,,,,,,,,
[x],officewebfarmlync.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,95.130.43.91,,,,,,,,,,
[x],old-apps.sporza.be,"ns-1579.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],old.klara.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,85.255.196.80,,,,,,,,,,
[x],old.mnm.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,"18.66.147.121, 18.66.147.84, 18.66.147.74, 18.66.147.47","2600:9000:225e:1400:16:8b80:7d00:93a1, 2600:9000:225e:c200:16:8b80:7d00:93a1, 2600:9000:225e:bc00:16:8b80:7d00:93a1, 2600:9000:225e:ea00:16:8b80:7d00:93a1, 2600:9000:225e:c000:16:8b80:7d00:93a1, 2600:9000:225e:2200:16:8b80:7d00:93a1, 2600:9000:225e:fa00:16:8b80:7d00:93a1, 2600:9000:225e:1c00:16:8b80:7d00:93a1",True,cloudfront,,,,,,,
[x],old.radio1.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,95.130.42.62,,,,,,,,,,
[x],old.radio2.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,95.130.42.36,,,,,,,,,,
[x],oldphpfarm-stag.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,193.191.175.158,,,,,,,,,,
[x],oldphpfarm.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,"193.191.175.66, 193.191.175.166",,,,,,,,,,
[x],onderwijs-stag.vrt.be,"ns-337.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,"143.204.89.73, 143.204.89.45, 143.204.89.95, 143.204.89.88","2600:9000:2156:6e00:17:d5a2:2740:93a1, 2600:9000:2156:8800:17:d5a2:2740:93a1, 2600:9000:2156:9600:17:d5a2:2740:93a1, 2600:9000:2156:600:17:d5a2:2740:93a1, 2600:9000:2156:8e00:17:d5a2:2740:93a1, 2600:9000:2156:3200:17:d5a2:2740:93a1, 2600:9000:2156:2a00:17:d5a2:2740:93a1, 2600:9000:2156:ec00:17:d5a2:2740:93a1",True,cloudfront,d21yn9jvp73esd.cloudfront.net,,"ns-1387.awsdns-45.org, ns-1783.awsdns-30.co.uk, ns-337.awsdns-42.com, ns-614.awsdns-12.net",,,,
[x],onderwijs.vrt.be,"ns-1163.awsdns-17.org, awsdns-hostmaster.amazon.com",NOERROR,"13.225.78.23, 13.225.78.89, 13.225.78.102, 13.225.78.28","2600:9000:21f3:a800:f:a46f:8580:93a1, 2600:9000:21f3:5400:f:a46f:8580:93a1, 2600:9000:21f3:9000:f:a46f:8580:93a1, 2600:9000:21f3:f600:f:a46f:8580:93a1, 2600:9000:21f3:8c00:f:a46f:8580:93a1, 2600:9000:21f3:ec00:f:a46f:8580:93a1, 2600:9000:21f3:a200:f:a46f:8580:93a1, 2600:9000:21f3:3e00:f:a46f:8580:93a1",True,cloudfront,dc2kdc9bphfkm.cloudfront.net,,"ns-94.awsdns-11.com, ns-1758.awsdns-27.co.uk, ns-548.awsdns-04.net, ns-1163.awsdns-17.org",,,,
[x],ontheroad.klara.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],opening-likeme.events.ketnet.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],openvidu-prod.cloudcall.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,"99.81.103.55, 95.130.40.146, 95.130.40.147",,,,,,"ns1.belnet.be, ns2.belnet.be, ns3.belnet.be, ns01.vrt.be, ns02.vrt.be",,,,
[x],openvidu-stag.cloudcall.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,34.252.140.123,,,,,,,,,,
[x],openvrt.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],openvrtguests.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],opera.klara.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],osx-build-server.lab.vrt.be,"ns02.vrt.be, niels\.laukens.vrt.be",NOERROR,95.130.44.31,,,,,,,,,,
[x],otorongo-stag.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,95.130.43.9,,,,,,,,,,
[x],ouders.ketnet.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,"99.84.191.12, 99.84.191.13, 99.84.191.25, 99.84.191.102","2600:9000:20aa:fa00:18:28ed:e8c0:93a1, 2600:9000:20aa:b000:18:28ed:e8c0:93a1, 2600:9000:20aa:3800:18:28ed:e8c0:93a1, 2600:9000:20aa:f200:18:28ed:e8c0:93a1, 2600:9000:20aa:5a00:18:28ed:e8c0:93a1, 2600:9000:20aa:aa00:18:28ed:e8c0:93a1, 2600:9000:20aa:5000:18:28ed:e8c0:93a1, 2600:9000:20aa:6e00:18:28ed:e8c0:93a1",True,cloudfront,,,,,,,
[x],outlook.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,95.130.42.39,,,,redirects.vrt.be,,,,,,
[x],outpost.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,95.130.43.52,,,,,,,,,,
[x],owncloud.cpn.lab.vrt.be,"ns02.vrt.be, niels\.laukens.vrt.be",NOERROR,95.130.44.54,,,,,,,,,,
[x],owncloud.marconi.lab.vrt.be,"ns02.vrt.be, niels\.laukens.vrt.be",NOERROR,95.130.44.53,,,,,,,,,,
[x],panorama.canvas.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,185.35.52.179,,,,,,,,,,
[x],parking.events.stubru.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],party.events.stubru.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],pc.klara.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,172.16.45.133,,,,,,,,,True,172.16.45.133
[x],pers-likeme.events.ketnet.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],pers.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,,,,,,,,,,,
[x],perso.lab.vrt.be,"ns02.vrt.be, niels\.laukens.vrt.be",NOERROR,95.130.44.50,,,,,,,,,,
[x],phara.canvas.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],php.canvas.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],php.klara.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],php.radio2.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,"193.191.175.153, 193.191.175.38",,,,,,,,,,
[x],phpbalancer-stag.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,95.130.42.60,,,,,,,,,,
[x],phpbalancer.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,95.130.42.46,,,,,,,,,,
[x],pilootzone.innovatie.vrt.be,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,,d23x96xtuya5qe.cloudfront.net,,,,,,
[x],planning-test.vrt.be,"ns-873.awsdns-45.net, awsdns-hostmaster.amazon.com",NOERROR,"52.218.46.132, 52.92.2.188, 52.92.18.12, 52.218.96.84, 52.92.16.36, 52.218.93.132, 52.92.32.84, 52.218.100.236, 205.251.193.158, 205.251.195.105, 205.251.196.175, 205.251.198.70",,,,"planning-test.vrt.be.s3-website-eu-west-1.amazonaws.com, s3-website-eu-west-1.amazonaws.com",,"ns-1199.awsdns-21.org, ns-414.awsdns-51.com, ns-873.awsdns-45.net, ns-1606.awsdns-08.co.uk",7e48ceab88c72d090b82f738de225bae,,,
[x],platprefere.canvas.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],play.e.sporza.be,"ns-1579.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],player-dev.vrt.be,"ns-71.awsdns-08.com, awsdns-hostmaster.amazon.com",NOERROR,"13.32.121.4, 13.32.121.49, 13.32.121.100, 13.32.121.13","2600:9000:236e:600:1b:3016:4840:93a1, 2600:9000:236e:d400:1b:3016:4840:93a1, 2600:9000:2240:9400:1b:3016:4840:93a1, 2600:9000:2240:d200:1b:3016:4840:93a1, 2600:9000:236e:8400:1b:3016:4840:93a1, 2600:9000:236e:d600:1b:3016:4840:93a1, 2600:9000:236e:fe00:1b:3016:4840:93a1, 2600:9000:236e:4800:1b:3016:4840:93a1",True,cloudfront,d1oc025xaosug1.cloudfront.net,,"ns-1424.awsdns-50.org, ns-1869.awsdns-41.co.uk, ns-71.awsdns-08.com, ns-927.awsdns-51.net",,,,
[x],player-stag.vrt.be,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,"108.157.4.116, 108.157.4.34, 108.157.4.3, 108.157.4.61","2600:9000:2315:1000:f:6a7c:3000:93a1, 2600:9000:2315:6e00:f:6a7c:3000:93a1, 2600:9000:2315:600:f:6a7c:3000:93a1, 2600:9000:2315:6200:f:6a7c:3000:93a1, 2600:9000:2315:7200:f:6a7c:3000:93a1, 2600:9000:2315:e200:f:6a7c:3000:93a1, 2600:9000:2315:2400:f:6a7c:3000:93a1, 2600:9000:2315:1c00:f:6a7c:3000:93a1",True,cloudfront,d9oihsd3meke8.cloudfront.net,,"ns-1795.awsdns-32.co.uk, ns-336.awsdns-42.com, ns-944.awsdns-54.net, ns-1068.awsdns-05.org",,,,
[x],player.vrt.be,"ns-1509.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,"143.204.89.3, 143.204.89.63, 143.204.89.43, 143.204.89.119","2600:9000:2156:a800:9:78ce:22c0:93a1, 2600:9000:2156:4000:9:78ce:22c0:93a1, 2600:9000:2156:1a00:9:78ce:22c0:93a1, 2600:9000:2156:7a00:9:78ce:22c0:93a1, 2600:9000:2156:4400:9:78ce:22c0:93a1, 2600:9000:2156:1e00:9:78ce:22c0:93a1, 2600:9000:2156:2a00:9:78ce:22c0:93a1, 2600:9000:2156:9600:9:78ce:22c0:93a1",True,cloudfront,d2bebbf35ge2kr.cloudfront.net,,"ns-1776.awsdns-30.co.uk, ns-1509.awsdns-60.org, ns-792.awsdns-35.net, ns-30.awsdns-03.com",,,,
[x],playground-stag.radio1.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],playground.canvas.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,85.255.196.80,,,,,,,,,,
[x],playground.klara.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],playground.mnm.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],playground.radio1.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],podcastmanager-dev.vrt.be,"ns-54.awsdns-06.com, awsdns-hostmaster.amazon.com",NOERROR,"108.138.7.79, 108.138.7.12, 108.138.7.115, 108.138.7.31","2600:9000:2490:be00:4:a848:2740:93a1, 2600:9000:2490:a00:4:a848:2740:93a1, 2600:9000:2490:d200:4:a848:2740:93a1, 2600:9000:2490:4a00:4:a848:2740:93a1, 2600:9000:2490:c800:4:a848:2740:93a1, 2600:9000:2490:8e00:4:a848:2740:93a1, 2600:9000:2490:3a00:4:a848:2740:93a1, 2600:9000:2490:4e00:4:a848:2740:93a1",True,cloudfront,d31y5d5nbuyg7x.cloudfront.net,,"ns-2045.awsdns-63.co.uk, ns-54.awsdns-06.com, ns-547.awsdns-04.net, ns-1489.awsdns-58.org",,,,
[x],podcastmanager-stag.vrt.be,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,"65.9.86.118, 65.9.86.49, 65.9.86.84, 65.9.86.113","2600:9000:2104:2c00:a:3148:6d80:93a1, 2600:9000:2104:e800:a:3148:6d80:93a1, 2600:9000:2104:7200:a:3148:6d80:93a1, 2600:9000:2104:4000:a:3148:6d80:93a1, 2600:9000:2104:3e00:a:3148:6d80:93a1, 2600:9000:2104:aa00:a:3148:6d80:93a1, 2600:9000:2104:e000:a:3148:6d80:93a1, 2600:9000:2104:8400:a:3148:6d80:93a1",True,cloudfront,d1b88il5h5x22e.cloudfront.net,,,,,,
[x],podcastpitch.vrt.be,"ns-301.awsdns-37.com, awsdns-hostmaster.amazon.com",NOERROR,"13.32.121.2, 13.32.121.42, 13.32.121.59, 13.32.121.4","2600:9000:236e:1e00:e:5790:9a00:93a1, 2600:9000:2240:a400:e:5790:9a00:93a1, 2600:9000:236e:2400:e:5790:9a00:93a1, 2600:9000:2240:f400:e:5790:9a00:93a1, 2600:9000:236e:b600:e:5790:9a00:93a1, 2600:9000:2240:7800:e:5790:9a00:93a1, 2600:9000:2240:8400:e:5790:9a00:93a1, 2600:9000:236e:8c00:e:5790:9a00:93a1",True,cloudfront,d5fu8qjtgkz1k.cloudfront.net,,"ns-1148.awsdns-15.org, ns-1766.awsdns-28.co.uk, ns-301.awsdns-37.com, ns-904.awsdns-49.net",,,,
[x],podcasts-stag.vrt.be,"ns-451.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,"13.249.9.39, 13.249.9.20, 13.249.9.5, 13.249.9.49","2600:9000:2171:a00:6:65a4:f6c0:93a1, 2600:9000:2171:800:6:65a4:f6c0:93a1, 2600:9000:2171:2400:6:65a4:f6c0:93a1, 2600:9000:2171:ac00:6:65a4:f6c0:93a1, 2600:9000:2171:e00:6:65a4:f6c0:93a1, 2600:9000:2171:7200:6:65a4:f6c0:93a1, 2600:9000:2171:200:6:65a4:f6c0:93a1, 2600:9000:2171:e000:6:65a4:f6c0:93a1",True,cloudfront,d3hghbdgo4ag2j.cloudfront.net,,"ns-646.awsdns-16.net, ns-451.awsdns-56.com, ns-1964.awsdns-53.co.uk, ns-1420.awsdns-49.org",,,,
[x],podcasts.vrt.be,"ns-1549.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"18.154.227.92, 18.154.227.36, 18.154.227.11, 18.154.227.87, 205.251.193.61, 205.251.195.230, 205.251.197.17, 205.251.198.13","2600:9000:2501:a00:15:960c:1280:93a1, 2600:9000:2501:1000:15:960c:1280:93a1, 2600:9000:2501:5400:15:960c:1280:93a1, 2600:9000:2501:d400:15:960c:1280:93a1, 2600:9000:2501:1800:15:960c:1280:93a1, 2600:9000:2501:4600:15:960c:1280:93a1, 2600:9000:2501:d200:15:960c:1280:93a1, 2600:9000:2501:7e00:15:960c:1280:93a1",True,cloudfront,d32pwgq260audm.cloudfront.net,,"ns-1549.awsdns-01.co.uk, ns-317.awsdns-39.com, ns-998.awsdns-60.net, ns-1297.awsdns-34.org",,,,
