new,host,a,aaaa,cname,soa,status_code,has_internal_ips,internal_ips,ns,cdn,cdn-name,txt,mx,caa,ptr
[x],demo.risk.pai.mypaytm.com,,,,"ns-1740.awsdns-25.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1740.awsdns-25.co.uk, ns-1481.awsdns-57.org, ns-854.awsdns-42.net, ns-468.awsdns-58.com",,,,,,
[x],dev-c2c.paytm.com,122.248.255.151,,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],dev.lending.paytm.com,"52.66.164.62, 3.6.35.182",,lending-platform-staging-686675933.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],dev.movies-internal.paytm.com,"10.89.174.229, 10.89.99.65",,,"ns-2.awsdns-00.com, awsdns-hostmaster.amazon.com",NOERROR,True,"10.89.174.229, 10.89.99.65",,,,,,,
[x],dev.paytmmoney.com,,,,"a1-49.akam.net, hostmaster.paytmmoney.com",NOERROR,,,,,,,,,
[x],dev1.paytm.com,"43.204.3.126, 3.7.200.131",,staging-paytm-687716308.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],dev1.paytmmall.com,"35.154.220.38, 35.154.136.48",,release-dev-lb-1743203554.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],dev2.paytm.com,"3.7.200.131, 43.204.3.126",,staging-paytm-687716308.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1498.awsdns-59.org, ns-1568.awsdns-04.co.uk, ns-329.awsdns-41.com, ns-836.awsdns-40.net",,,,,,
[x],dev2.paytmmall.com,"35.154.136.48, 35.154.220.38",,release-dev-lb-1743203554.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],dev3.paytm.in,"10.143.25.83, 10.143.25.85",,,"ns-29.awsdns-03.com, awsdns-hostmaster.amazon.com",NOERROR,True,"10.143.25.83, 10.143.25.85",,,,,,,
[x],developer-staging.paytm.com,180.179.139.163,,,"ns-1112.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1112.awsdns-11.org, ns-1858.awsdns-40.co.uk, ns-249.awsdns-31.com, ns-998.awsdns-60.net",,,,,,
[x],developer.paytm.com,23.222.64.188,"2a02:26f0:c900:295::39e2, 2a02:26f0:c900:288::39e2","developer.paytm.com.edgekey.net, e14818.dscj.akamaiedge.net","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],developer.paytmbank.com,104.68.73.61,"2a02:26f0:11a:49d::1957, 2a02:26f0:11a:4ac::1957","developer.paytmbank.com.edgekey.net, e6487.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],developer.paytmmoney.com,88.221.9.105,"2a02:26f0:7100:8ae::3098, 2a02:26f0:7100:8b6::3098","developer.paytmmoney.com.edgekey.net, e12440.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],devices.paytm.com,"10.60.22.133, 10.60.24.47",,internal-marketplace-ffwallet-603299903.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"10.60.22.133, 10.60.24.47",,,,,,,
[x],devops.paytmmoney.com,,"2406:da00:a000::36c:b0c0, 2406:da00:a000::fcf:9299",dualstack.pm-prod-nginx-nodes-external-1183638453.ap-south-1.elb.amazonaws.com,,NOERROR,,,,,,,,,
[x],dg-static1.paytm.com,23.222.64.188,"2a02:26f0:c900:295::39e2, 2a02:26f0:c900:288::39e2","dg-static.paytm.com.edgekey.net, e14818.dscj.akamaiedge.net","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],dg-static2.paytm.com,23.46.232.193,"2600:1408:7400:197::39e2, 2600:1408:7400:196::39e2","dg-static.paytm.com.edgekey.net, e14818.dscj.akamaiedge.net","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],dg-static3.paytm.com,92.123.52.60,"2a02:26f0:11a:48e::39e2, 2a02:26f0:11a:4b8::39e2","dg-static.paytm.com.edgekey.net, e14818.dscj.akamaiedge.net","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],dg-static4.paytm.com,104.102.52.13,"2a02:26f0:3500:598::39e2, 2a02:26f0:3500:586::39e2","dg-static.paytm.com.edgekey.net, e14818.dscj.akamaiedge.net","n0dscj.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],din-jenkins.mypaytm.com,"172.21.1.35, 172.21.1.207",,internal-din-devops-all-app-alb-1749014259.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,True,"172.21.1.35, 172.21.1.207",,,,,,,
[x],discuss.paytm.com,104.75.89.203,"2a02:26f0:3500:888::39e2, 2a02:26f0:3500:896::39e2","discuss.paytm.com.edgekey.net, e14818.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
